 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52,Mean53,XM53,YM53,Mean54,XM54,YM54,Mean55,XM55,YM55,Mean56,XM56,YM56,Mean57,XM57,YM57,Mean58,XM58,YM58,Mean59,XM59,YM59,Mean60,XM60,YM60,Mean61,XM61,YM61,Mean62,XM62,YM62,Mean63,XM63,YM63
75,526.857,125.534,109.847,178.357,165.868,70.385,354.375,95.833,129.060,272.500,92.390,124.204,159.524,127.977,76.570,226.286,145.842,106.112,118.190,115.530,158.265,363.750,131.426,152.776,564.750,133.766,158.121,90.833,133.796,52.945,894.516,91.536,108.712,276.900,100.729,105.793,433.833,115.049,125.605,443.077,97.629,163.902,165.667,97.315,139.893,1611.889,114.325,117.413,390.750,132.022,162.935,1053.615,122.587,118.044,2085.250,131.224,80.910,893.905,146.775,97.792,1076.706,154.511,129.471,483.000,38.739,79.220,687.500,133.611,130.923,749.923,128.540,149.065,170.214,115.715,106.330,469.438,101.590,97.939,89.100,121.900,42.772,91.357,112.156,46.369,208.455,150.700,104.873,180.824,52.612,151.850,626.800,139.995,96.174,81.500,134.469,138.460,447.375,106.823,130.091,196.125,123.859,165.584,134.833,115.592,130.796,667.818,119.202,143.073,45.647,60.629,138.985,136.538,110.418,100.688,7.600,91.271,91.393,352.700,134.460,146.328,395.357,137.315,108.261,141.176,140.979,139.223,155.846,154.066,118.118,26.938,119.698,79.647,130.312,109.075,87.354,238.538,134.072,123.449,461.062,107.274,118.488,348.692,119.964,103.131,477.312,119.843,109.688,42.062,159.766,70.717,477.308,140.191,92.813,394.875,135.920,86.842,3.769,83.343,133.771,156.312,137.116,152.543,72.143,134.312,64.284,299.462,119.645,137.805,96.000,100.538,137.156,47.355,153.220,135.744,349.857,124.728,114.181,31.077,159.615,80.032,371.833,97.081,89.581,372.190,132.886,117.647,430.769,128.218,141.928
76,380.000,125.532,110.061,173.643,165.858,70.311,260.000,95.702,129.151,247.100,92.334,124.031,168.857,127.898,76.273,256.857,145.871,106.135,108.571,115.162,158.369,385.167,131.436,152.677,630.375,133.838,158.079,123.250,133.526,53.076,839.226,91.545,108.722,253.200,100.812,105.536,380.500,114.987,125.566,428.846,97.622,163.882,199.111,97.210,139.865,1867.444,114.375,117.402,275.625,132.077,162.837,853.000,122.586,118.133,1495.312,131.243,80.880,1560.857,146.750,97.725,1541.765,154.531,129.421,290.833,38.757,79.379,748.083,133.647,131.034,710.462,128.493,149.114,124.286,115.813,106.298,436.125,101.618,97.952,32.800,121.794,42.834,84.929,112.444,46.237,172.455,150.915,104.788,127.412,52.894,151.833,1227.100,139.994,96.142,38.688,134.533,138.665,367.000,106.706,130.124,220.500,124.007,165.625,155.167,115.719,131.104,772.364,119.199,143.090,65.706,60.783,139.091,126.000,110.746,100.570,22.200,91.344,92.009,375.400,134.474,146.205,310.286,137.369,108.250,187.471,141.138,139.271,117.154,154.129,118.197,8.312,119.421,80.032,86.875,109.145,87.436,282.462,133.891,123.606,590.500,107.271,118.356,395.000,119.910,103.071,446.375,119.797,109.840,20.375,159.918,70.799,495.462,140.132,92.896,354.125,135.970,86.733,15.692,82.661,133.552,153.812,136.926,152.542,45.429,134.770,64.315,371.692,119.694,137.842,212.286,100.641,136.980,94.710,153.145,135.786,300.571,124.686,114.244,16.077,159.089,80.432,455.167,97.141,89.631,335.714,132.800,117.708,570.308,128.194,142.039
77,497.929,125.502,109.936,145.714,165.963,70.274,365.625,95.793,129.168,201.000,92.417,123.963,104.286,128.173,76.493,1363.571,145.833,106.036,117.524,115.531,158.138,456.583,131.427,152.707,569.625,133.756,158.138,99.417,133.618,53.274,884.258,91.572,108.686,345.900,100.688,105.698,394.333,115.052,125.618,447.077,97.719,163.899,149.722,97.458,139.780,3224.083,114.364,117.408,275.000,132.010,162.988,721.538,122.577,118.108,1032.188,131.248,80.871,2167.381,146.747,97.743,960.353,154.521,129.473,255.500,38.817,79.449,941.083,133.607,130.983,578.231,128.543,149.063,107.357,115.761,106.230,442.000,101.610,97.951,70.600,122.073,43.036,86.214,112.415,46.190,177.409,151.073,104.954,70.941,53.162,151.719,1591.500,140.006,96.135,23.562,134.447,138.372,311.125,106.697,130.103,206.750,123.910,165.541,147.667,115.655,131.230,682.364,119.127,143.112,23.824,61.089,139.340,129.154,110.383,100.880,17.000,91.206,92.167,370.300,134.455,146.493,482.643,137.360,108.178,145.706,141.004,139.148,69.846,154.119,118.198,17.750,119.573,79.482,107.375,109.168,87.407,261.462,133.854,123.622,495.500,107.274,118.420,483.923,119.938,103.110,474.688,119.874,109.757,22.750,159.710,70.876,400.000,140.187,92.858,210.250,135.725,86.787,29.231,83.123,133.406,179.750,136.993,152.606,74.429,134.399,64.449,385.692,119.718,137.838,58.857,100.793,137.092,54.258,153.045,135.812,175.286,124.760,114.023,23.923,159.357,80.348,417.333,97.168,89.554,308.667,132.781,117.698,469.308,128.234,141.857
78,406.500,125.511,109.866,156.857,165.803,70.318,283.375,95.745,129.243,220.300,92.325,124.076,154.857,127.842,76.422,934.143,145.882,106.035,816.571,115.444,158.269,519.833,131.432,152.583,519.625,133.878,158.102,95.083,133.653,53.021,1042.774,91.602,108.647,328.500,100.839,105.815,232.500,115.083,125.397,385.923,97.626,163.874,109.167,97.297,139.713,3375.861,114.368,117.397,322.875,132.212,162.894,551.308,122.645,118.134,437.688,131.280,80.818,1662.000,146.822,97.762,682.000,154.562,129.534,63.000,38.758,79.207,762.833,133.614,131.073,515.692,128.491,149.083,86.857,115.581,106.203,495.812,101.640,97.967,137.300,121.981,42.744,123.143,112.359,46.339,181.636,150.825,104.841,121.294,52.758,151.773,1429.400,139.971,96.173,77.500,134.343,138.563,379.250,106.810,130.201,207.000,123.930,165.630,116.333,115.613,131.091,667.273,119.192,143.056,45.353,60.502,138.938,92.769,110.482,100.724,5.400,91.157,91.433,276.200,134.437,146.270,484.500,137.374,108.120,212.706,141.228,139.098,123.615,153.966,118.503,16.500,119.253,79.857,71.312,109.029,87.663,246.385,133.902,123.460,473.438,107.224,118.431,354.462,120.050,103.006,448.188,119.845,109.744,46.125,159.632,70.841,424.846,140.229,92.854,314.750,135.851,86.743,8.462,83.043,133.117,187.875,136.832,152.537,41.048,134.417,64.339,326.385,119.697,137.820,181.857,100.451,137.292,45.226,153.393,136.011,123.429,124.711,114.012,16.077,159.434,80.203,500.833,97.234,89.681,369.143,132.825,117.689,554.077,128.186,141.943
79,441.643,125.576,109.987,146.643,165.933,70.133,211.500,95.786,129.192,204.000,92.320,123.760,167.333,127.977,76.363,372.571,145.802,106.067,1322.952,115.469,158.222,429.667,131.383,152.689,584.500,133.767,158.102,108.333,133.554,53.050,839.161,91.618,108.719,333.100,100.899,105.669,219.333,114.973,125.603,486.308,97.605,163.895,167.056,97.228,139.748,2253.278,114.359,117.380,221.000,132.133,163.017,550.154,122.574,118.053,311.562,131.275,80.948,861.619,146.749,97.749,602.941,154.536,129.368,90.000,38.789,79.163,738.167,133.653,130.997,575.308,128.493,149.065,162.929,115.713,106.263,457.250,101.606,97.971,192.400,121.923,42.735,126.500,112.440,46.260,213.909,151.012,104.881,143.765,52.869,151.657,775.800,139.938,96.076,63.562,134.483,138.168,343.875,106.759,130.224,163.750,123.740,165.559,117.333,115.660,130.958,624.182,119.192,143.046,87.824,60.969,139.296,53.154,110.659,100.440,25.500,91.032,92.039,307.700,134.548,146.317,382.929,137.344,108.249,124.588,140.980,139.166,111.000,154.088,118.221,14.812,119.525,79.238,71.000,109.064,87.610,209.154,133.819,123.696,520.688,107.280,118.336,388.154,119.884,103.020,461.938,119.861,109.783,40.875,159.261,71.029,397.923,140.110,92.813,383.875,135.835,86.755,2.846,83.235,133.455,151.688,136.925,152.626,70.048,134.647,64.204,311.231,119.641,137.738,57.000,100.439,137.311,36.839,153.450,135.700,131.429,124.710,114.391,31.769,159.582,80.037,325.250,97.125,89.631,351.429,132.721,117.676,532.846,128.170,141.998
80,422.429,125.561,109.867,166.143,165.862,70.562,251.375,95.849,129.120,231.800,92.438,124.030,246.762,127.945,76.371,206.857,145.916,105.920,952.190,115.440,158.244,447.917,131.447,152.706,370.250,133.839,158.134,113.917,133.563,52.971,851.548,91.509,108.739,356.900,100.751,105.780,224.833,115.032,125.603,398.231,97.627,163.913,266.333,97.410,139.814,1608.833,114.389,117.361,299.500,132.130,163.016,567.538,122.555,118.034,306.000,131.269,80.932,479.143,146.795,97.764,694.000,154.568,129.426,50.000,38.704,79.267,806.417,133.594,130.941,590.231,128.507,149.139,182.714,115.672,106.321,449.188,101.686,97.983,151.100,121.699,43.014,64.857,112.557,45.893,206.545,151.010,104.951,69.765,52.953,151.751,449.200,139.970,96.212,83.375,134.279,138.321,509.750,106.796,130.139,132.625,123.733,165.623,117.667,115.672,130.911,500.364,119.203,143.097,26.235,60.779,138.957,152.923,110.606,100.728,53.400,91.040,92.156,190.100,134.563,146.326,389.929,137.346,108.144,177.471,140.945,139.199,150.000,154.060,118.338,11.500,119.562,79.665,65.688,109.093,87.557,160.692,133.799,123.508,564.188,107.309,118.430,384.308,119.972,103.142,494.250,119.820,109.758,29.688,159.522,70.862,448.846,140.182,92.816,339.625,135.846,86.749,14.769,82.877,133.512,214.562,136.972,152.600,95.905,134.458,64.280,450.308,119.731,137.763,214.857,100.646,137.033,59.548,153.272,135.473,132.000,124.756,113.965,47.615,158.990,80.410,400.167,97.200,89.552,249.143,132.864,117.587,540.385,128.249,141.995
81,450.214,125.556,109.905,123.000,165.972,70.356,403.500,95.774,129.066,2797.400,92.384,124.002,186.762,127.897,76.386,191.143,145.832,105.930,618.571,115.482,158.201,531.250,131.426,152.696,461.500,133.686,158.149,105.583,133.608,53.337,837.806,91.579,108.708,335.300,100.762,105.798,159.000,114.985,125.453,345.385,97.590,163.907,262.389,97.282,139.857,976.000,114.353,117.327,253.375,132.083,162.837,442.077,122.539,117.995,291.750,131.418,80.846,497.524,146.849,97.750,547.412,154.534,129.476,47.333,38.690,78.802,977.167,133.630,130.928,515.615,128.522,149.073,134.786,115.717,106.351,386.250,101.722,97.889,427.300,121.949,42.821,124.000,112.553,46.354,214.909,151.021,104.880,79.176,52.871,151.772,479.400,139.942,96.206,74.250,134.305,138.627,433.000,106.784,130.174,262.500,123.810,165.613,153.000,115.659,131.248,639.455,119.196,143.121,52.294,60.910,139.194,102.615,110.580,100.594,33.100,91.263,92.766,165.700,134.441,146.413,324.714,137.285,108.167,141.824,141.061,139.227,101.692,154.105,118.219,15.250,119.825,79.782,118.938,109.064,87.259,235.308,133.907,123.427,704.812,107.299,118.392,382.538,120.030,103.078,548.500,119.838,109.744,67.125,159.529,71.012,355.846,140.127,92.888,312.000,136.001,86.845,13.538,83.369,133.524,153.375,136.968,152.742,55.571,134.625,64.061,327.385,119.622,137.791,322.000,100.576,137.099,46.774,153.381,135.548,102.286,124.591,114.156,22.769,159.246,80.074,405.083,97.216,89.563,351.619,132.827,117.627,578.923,128.230,141.953
82,391.214,125.572,110.064,92.857,165.830,70.365,468.375,95.847,129.111,2687.800,92.368,123.981,224.381,127.906,76.479,89.000,145.788,105.905,412.190,115.420,158.262,485.000,131.395,152.774,567.125,133.745,158.099,80.833,133.701,53.232,906.129,91.613,108.669,380.500,100.754,105.789,392.333,115.051,125.582,554.385,97.685,163.856,231.722,97.348,139.474,640.500,114.372,117.410,233.375,132.112,163.030,488.692,122.614,118.205,347.000,131.305,80.844,404.381,146.895,97.786,606.471,154.525,129.458,19.167,38.819,79.181,852.000,133.623,130.912,571.846,128.511,148.991,84.571,115.532,106.066,368.062,101.531,97.980,533.100,121.820,42.824,109.214,112.433,46.120,185.455,151.056,104.903,70.941,53.211,151.800,464.700,139.935,96.054,65.438,134.344,138.466,550.875,106.814,130.154,192.750,123.828,165.520,120.500,115.600,130.896,495.455,119.198,143.132,65.941,60.804,138.924,109.154,110.365,100.645,23.200,90.875,91.824,249.600,134.371,146.332,339.571,137.335,108.226,143.706,141.001,138.990,130.077,154.044,118.118,29.438,119.525,80.126,99.562,109.201,87.547,256.615,133.935,123.473,536.500,107.288,118.440,484.385,120.005,103.045,561.938,119.821,109.765,83.000,159.610,70.758,312.846,140.138,92.823,250.375,136.018,86.840,1.154,82.615,133.786,147.938,136.966,152.591,73.905,134.390,64.605,334.000,119.674,137.788,187.143,100.575,137.039,51.613,153.362,135.656,147.143,124.743,114.168,28.462,159.073,80.352,439.500,97.233,89.575,237.905,132.782,117.604,408.846,128.286,141.961
83,450.857,125.559,109.903,126.357,165.845,70.383,3493.312,95.802,129.143,1630.900,92.395,123.979,273.333,127.850,76.369,159.143,145.826,106.058,164.476,115.392,157.973,368.583,131.492,152.678,638.000,133.698,158.017,91.917,133.578,53.134,810.968,91.507,108.657,276.200,100.756,105.674,230.833,115.075,125.512,430.077,97.626,163.826,194.556,97.355,139.674,591.889,114.335,117.344,221.875,132.020,162.869,387.846,122.538,118.100,319.125,131.204,80.858,406.190,146.722,97.734,564.000,154.503,129.384,9.333,38.595,79.377,1323.667,133.628,130.988,412.462,128.505,149.092,133.143,115.689,106.269,418.500,101.617,97.999,353.300,121.954,42.886,61.214,112.371,46.116,223.864,150.842,104.843,113.647,53.004,151.649,505.200,140.025,96.181,86.000,134.488,138.345,558.625,106.796,130.203,138.375,123.907,165.600,165.833,115.556,130.688,729.273,119.191,143.055,22.471,60.745,138.837,89.769,110.554,100.770,32.400,91.085,91.845,196.200,134.469,146.252,354.500,137.318,108.145,137.588,140.998,139.172,137.231,153.981,118.115,28.375,119.622,79.610,108.125,109.045,87.331,228.769,133.917,123.529,608.750,107.288,118.509,481.000,119.963,103.056,439.312,119.820,109.789,43.812,159.628,70.812,380.538,140.150,92.860,289.000,135.898,86.830,16.000,82.773,133.231,123.375,136.955,152.444,59.095,134.416,63.999,314.615,119.672,137.793,148.286,100.666,137.014,61.548,153.228,135.766,82.143,124.814,114.315,42.538,158.958,80.352,457.833,97.171,89.606,333.619,132.768,117.664,500.308,128.208,141.965
84,342.500,125.481,109.806,139.500,166.019,70.476,3015.812,95.774,129.127,1457.800,92.364,124.005,282.952,127.916,76.452,207.143,145.948,105.997,98.857,115.485,158.076,607.167,131.461,152.703,773.875,133.745,158.137,99.333,133.691,53.352,694.516,91.574,108.678,272.300,100.792,105.660,318.167,115.067,125.512,458.000,97.536,163.818,194.222,97.498,139.611,516.056,114.299,117.371,252.625,132.132,162.818,375.000,122.544,118.055,225.062,131.140,80.885,341.048,146.836,97.657,714.824,154.525,129.529,25.833,38.673,78.817,2120.500,133.616,130.960,463.385,128.483,149.138,158.714,115.640,106.254,384.250,101.635,97.954,242.500,121.830,42.870,88.286,112.619,46.302,157.455,150.815,104.838,137.882,53.004,151.690,422.500,139.959,95.956,42.125,134.143,137.915,372.000,106.888,130.180,261.250,123.844,165.619,193.167,115.618,131.158,753.273,119.202,143.107,53.118,60.808,138.921,118.154,110.383,100.661,1.000,90.737,92.411,179.100,134.493,146.243,311.500,137.275,108.121,165.706,140.972,139.204,83.462,153.991,118.001,9.312,119.778,80.033,94.375,109.099,87.376,189.154,134.005,123.636,402.062,107.375,118.430,451.077,120.059,103.057,493.438,119.832,109.739,51.750,159.625,70.727,374.538,140.201,92.768,294.750,135.901,86.809,14.769,82.738,133.168,172.250,137.036,152.627,85.429,134.626,64.324,408.462,119.634,137.809,214.143,100.650,137.025,53.935,153.366,135.548,143.714,124.813,114.348,21.692,159.327,80.609,461.250,97.270,89.639,307.333,132.756,117.644,497.615,128.175,141.977
85,398.643,125.587,109.942,153.786,165.846,70.266,1998.250,95.814,129.134,1536.000,92.386,124.022,171.238,127.965,76.299,267.429,145.882,106.103,66.286,115.769,158.172,519.333,131.459,152.721,820.625,133.676,158.084,80.000,133.574,53.045,773.548,91.518,108.667,293.200,100.692,105.745,224.167,114.976,125.531,456.846,97.662,163.840,237.056,97.317,139.787,527.889,114.273,117.383,189.000,131.970,162.984,513.154,122.531,118.045,320.062,131.229,80.924,281.429,146.704,97.760,646.118,154.519,129.400,69.500,38.823,79.114,3949.042,133.614,130.962,678.000,128.425,149.058,171.357,115.668,106.484,432.625,101.573,98.025,231.500,121.932,42.678,64.929,112.488,46.161,201.636,151.007,104.736,156.824,52.965,151.744,361.900,139.963,96.102,73.250,134.425,138.640,371.250,106.931,130.188,163.250,123.675,165.532,219.333,115.605,130.993,641.636,119.174,143.084,38.824,60.183,139.341,102.385,110.467,100.784,23.600,90.830,91.765,245.500,134.422,146.379,340.000,137.256,108.274,195.824,141.038,139.250,109.846,153.773,118.312,11.688,119.543,79.401,95.625,108.874,87.357,214.846,133.876,123.452,481.875,107.292,118.360,463.000,119.974,102.976,569.312,119.768,109.736,42.875,159.596,70.969,377.077,140.131,92.791,129.625,135.842,86.884,2.462,83.003,133.881,218.250,136.995,152.789,66.095,134.665,64.528,384.615,119.682,137.861,118.714,100.532,137.300,59.226,153.077,135.754,58.571,124.748,114.392,21.000,158.975,80.502,442.083,97.204,89.589,249.619,132.758,117.714,602.385,128.223,141.990
86,442.000,125.561,109.811,123.714,165.824,70.202,1172.375,95.775,129.098,1114.700,92.357,123.992,181.524,127.730,76.311,135.857,145.956,106.259,81.714,115.467,158.193,559.750,131.470,152.716,573.000,133.707,158.091,95.667,133.753,53.145,693.290,91.618,108.691,306.800,100.772,105.897,278.833,114.954,125.485,386.538,97.547,163.926,250.389,97.349,139.765,464.111,114.289,117.365,206.875,132.143,163.099,488.923,122.588,118.192,210.688,131.165,80.678,394.381,146.686,97.741,665.882,154.542,129.553,62.833,38.595,78.865,4094.875,133.610,130.975,1560.923,128.475,149.072,102.857,115.689,106.263,322.062,101.574,97.986,149.500,121.782,42.923,101.286,112.329,46.333,217.727,150.882,104.958,217.294,52.930,151.738,293.800,139.984,96.036,61.000,134.314,138.086,464.625,106.715,130.128,172.500,123.889,165.633,202.167,115.536,131.148,679.455,119.220,143.031,39.235,60.646,139.227,137.923,110.506,100.899,16.200,91.196,92.072,261.500,134.570,146.361,282.143,137.403,108.003,206.529,141.077,139.229,153.769,153.966,118.210,15.375,119.140,80.134,99.250,109.177,87.631,192.769,133.915,123.505,477.125,107.299,118.486,497.538,119.913,103.026,662.125,119.844,109.827,24.938,160.007,70.807,426.846,140.212,92.842,218.875,135.865,86.820,7.154,83.068,133.172,195.750,136.937,152.448,35.762,134.376,64.347,343.615,119.541,137.787,327.571,100.609,136.942,36.968,152.832,136.175,96.286,124.771,113.927,36.692,158.989,80.589,476.583,97.191,89.609,339.714,132.857,117.735,463.000,128.161,141.958
87,484.286,125.529,109.749,171.286,165.903,70.271,461.625,95.746,129.074,1357.900,92.367,123.961,241.048,127.914,76.477,118.857,145.912,106.045,95.048,115.511,158.356,373.333,131.385,152.574,469.500,133.709,158.039,88.833,133.684,52.873,761.548,91.587,108.690,287.400,100.726,105.780,264.333,115.057,125.502,363.462,97.491,163.827,218.444,97.463,139.802,439.000,114.248,117.393,254.000,132.073,162.944,454.000,122.573,118.169,264.875,131.204,80.935,338.571,146.750,97.823,607.765,154.512,129.447,20.167,38.633,79.671,3860.875,133.623,130.968,3797.500,128.486,149.097,143.714,115.604,106.410,375.438,101.679,97.903,228.900,121.722,42.859,71.643,112.429,46.170,194.227,150.850,104.902,180.588,52.705,151.667,556.700,139.970,96.093,37.500,134.443,138.379,548.000,106.797,130.144,266.750,123.868,165.632,153.833,115.678,130.870,636.364,119.207,143.070,17.471,61.144,139.599,61.154,110.479,100.697,12.700,91.327,91.856,254.400,134.537,146.490,398.071,137.271,108.063,134.765,141.104,139.103,113.538,154.034,118.347,27.812,119.107,79.535,87.438,109.229,87.517,251.000,134.002,123.496,624.188,107.236,118.481,460.308,119.979,103.045,614.062,119.770,109.834,49.438,159.737,70.882,367.462,140.172,92.789,189.500,136.003,86.779,17.077,83.197,133.287,168.438,136.937,152.613,50.857,134.732,64.135,291.692,119.563,137.826,268.571,100.595,137.068,45.742,153.061,135.692,101.143,124.757,114.281,70.231,159.336,79.988,571.750,97.139,89.580,234.476,132.794,117.693,404.000,128.207,142.029
88,412.214,125.499,109.826,134.143,165.879,70.256,322.500,95.789,129.078,1378.200,92.370,124.051,203.143,127.930,76.419,120.000,145.730,105.800,45.143,115.550,158.224,464.083,131.388,152.731,643.625,133.706,158.078,88.833,133.570,53.263,732.839,91.531,108.686,317.600,100.843,105.782,312.667,114.874,125.575,477.923,97.657,163.891,205.500,97.411,139.775,446.944,114.228,117.523,200.125,131.979,162.938,503.846,122.624,118.118,272.000,131.304,80.977,483.810,146.753,97.779,728.353,154.518,129.441,49.167,38.845,79.511,2355.583,133.610,130.992,3127.539,128.467,149.086,92.143,115.645,106.423,409.438,101.728,97.913,295.000,121.831,42.835,65.714,112.331,46.163,181.682,150.970,104.728,219.529,52.781,151.731,1074.400,139.973,96.105,67.375,134.346,138.554,452.250,106.785,130.171,225.250,123.819,165.493,252.667,115.589,130.966,692.364,119.149,143.058,84.176,60.381,139.671,128.846,110.606,100.727,2.300,91.295,91.457,183.600,134.344,146.247,371.786,137.313,108.094,83.882,140.932,139.098,107.615,154.054,118.086,10.125,119.710,79.569,163.500,109.218,87.484,156.000,133.911,123.622,535.812,107.330,118.421,370.769,119.935,103.148,569.625,119.788,109.884,44.500,159.666,70.979,513.769,140.116,92.911,299.750,135.999,86.731,25.846,82.969,133.752,219.562,136.993,152.697,73.667,134.360,64.192,310.231,119.761,137.842,290.143,100.560,137.072,27.355,152.991,136.565,107.000,124.678,114.199,13.692,159.410,80.755,398.417,97.164,89.614,359.238,132.885,117.692,506.154,128.195,142.001
89,432.643,125.486,110.049,86.714,165.938,70.241,305.000,95.822,129.066,621.400,92.362,123.961,200.000,127.900,76.303,271.429,145.882,105.880,66.190,115.344,158.339,564.917,131.472,152.619,630.000,133.737,158.150,122.667,133.647,53.117,665.677,91.574,108.718,313.500,100.722,105.667,217.000,115.033,125.760,306.769,97.583,163.905,184.167,97.454,139.627,433.722,114.363,117.415,267.000,132.086,162.898,512.923,122.639,118.100,281.062,131.215,80.934,365.429,146.754,97.775,597.176,154.543,129.358,52.000,38.648,79.475,2040.333,133.598,130.994,1916.538,128.496,149.121,139.286,115.567,106.121,428.250,101.663,97.900,330.700,121.879,42.674,97.571,112.515,46.202,164.773,150.873,104.962,112.588,53.015,151.828,990.400,139.940,95.956,75.625,134.364,138.222,393.000,106.768,130.067,157.625,123.740,165.483,127.333,115.642,130.936,659.455,119.160,143.014,22.235,60.886,139.176,66.923,110.560,100.773,3.400,91.295,91.678,246.700,134.439,146.258,439.357,137.307,108.123,85.235,140.911,139.160,150.308,154.111,118.025,30.188,119.631,79.920,94.625,109.187,87.397,197.846,133.810,123.698,469.812,107.288,118.491,406.308,119.997,103.034,502.125,119.814,109.754,19.812,159.567,70.949,506.462,140.214,92.892,225.000,135.833,86.838,3.077,83.289,133.672,153.250,136.899,152.565,57.381,134.732,64.540,380.077,119.705,137.779,136.857,100.559,136.967,39.484,153.512,135.639,121.857,124.842,114.009,41.692,159.114,80.391,426.750,97.084,89.653,293.048,132.892,117.678,565.000,128.275,141.996
90,486.786,125.570,109.839,168.500,165.842,70.051,317.750,95.792,129.016,252.500,92.388,123.867,209.143,128.122,76.388,746.286,145.814,106.074,56.952,115.674,158.355,562.333,131.464,152.817,580.750,133.827,158.129,82.500,133.690,53.229,515.161,91.475,108.730,316.700,100.680,105.709,405.000,114.973,125.569,448.769,97.551,163.875,192.333,97.367,139.857,435.611,114.324,117.428,278.125,132.087,162.849,454.615,122.539,118.140,277.312,131.211,80.951,359.333,146.781,97.940,564.000,154.556,129.454,78.500,38.666,79.210,1521.417,133.601,131.007,1285.615,128.479,149.057,183.143,115.694,106.411,420.688,101.659,97.831,266.500,121.808,42.685,128.929,112.560,46.295,184.500,150.947,104.773,127.765,52.553,151.861,787.100,139.927,96.124,75.250,134.532,138.064,431.250,106.680,130.168,213.875,123.717,165.620,122.000,115.625,130.942,602.364,119.227,143.042,29.529,60.657,139.406,71.000,110.599,100.909,13.100,91.080,91.839,265.900,134.534,146.332,385.929,137.339,108.183,164.412,140.951,139.132,136.308,154.001,118.386,25.312,119.336,79.761,166.938,109.029,87.428,195.308,133.874,123.535,499.625,107.374,118.383,376.846,119.901,103.069,461.250,119.816,109.740,52.375,159.701,70.964,382.538,140.237,92.814,189.750,135.897,86.773,8.154,82.814,133.554,151.188,137.032,152.510,64.857,134.567,64.349,384.462,119.709,137.790,215.000,100.604,137.167,47.677,153.341,136.161,127.000,124.765,114.312,14.846,158.994,80.564,442.000,97.144,89.570,243.905,132.894,117.717,474.000,128.274,142.016
91,455.357,125.575,109.747,137.286,165.893,70.490,313.125,95.748,129.048,251.700,92.348,123.910,305.238,127.777,76.453,1916.857,145.864,106.065,98.571,115.544,158.051,443.583,131.416,152.603,551.375,133.770,158.148,68.167,133.322,52.959,444.774,91.522,108.669,384.900,100.701,105.593,274.833,115.061,125.544,399.308,97.516,163.871,176.556,97.353,139.754,414.500,114.316,117.330,262.625,132.060,162.957,531.692,122.582,118.046,254.000,131.239,80.985,328.000,146.836,97.793,613.765,154.533,129.558,21.167,38.871,79.122,1253.500,133.594,130.985,654.846,128.533,149.142,226.857,115.655,106.351,296.312,101.619,98.029,398.900,121.799,42.678,110.714,112.571,46.315,156.864,151.013,104.966,137.412,53.031,151.715,285.700,139.980,96.334,80.750,134.508,138.292,382.750,106.867,130.119,293.000,124.028,165.525,120.500,115.629,131.047,729.273,119.190,143.072,24.647,60.247,139.317,101.154,110.576,100.652,35.200,91.205,92.250,234.000,134.527,146.475,582.643,137.349,108.155,186.353,140.934,139.054,176.538,154.009,118.179,3.000,119.499,79.425,139.125,109.098,87.257,211.154,133.785,123.630,576.562,107.277,118.476,393.769,119.922,103.095,417.188,119.892,109.699,34.312,159.627,70.945,345.231,140.063,92.870,279.500,135.816,86.826,28.846,83.118,133.307,106.500,137.000,152.581,71.238,134.645,64.164,368.385,119.617,137.823,66.714,100.520,137.406,21.419,153.570,136.205,67.429,124.801,114.392,47.462,159.185,79.973,465.250,97.093,89.516,324.952,132.834,117.650,477.769,128.187,141.963
