 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52,Mean53,XM53,YM53,Mean54,XM54,YM54,Mean55,XM55,YM55,Mean56,XM56,YM56,Mean57,XM57,YM57
444,140.000,88.368,79.828,316.625,81.585,96.114,624.952,51.525,122.011,397.647,72.032,97.178,291.714,110.536,92.520,34.200,38.113,100.149,79.484,126.088,112.508,13.812,56.362,117.336,25.548,136.646,116.916,16.375,61.130,123.504,285.308,31.485,111.089,0.000,NaN,NaN,5.545,116.603,101.146,26.595,73.013,124.179,78.667,24.367,106.010,17.333,96.916,134.148,143.846,98.886,126.844,428.250,60.433,100.724,472.812,105.896,115.323,76.500,152.985,95.589,85.438,97.807,108.411,148.125,116.560,131.842,1362.875,66.645,89.793,16.000,55.624,135.935,721.375,82.050,142.906,29.125,108.565,109.989,278.500,107.269,99.982,474.071,70.730,88.371,71.000,93.258,97.862,15.447,73.326,107.247,52.000,98.274,111.972,530.778,54.919,106.242,128.294,95.014,86.024,13.114,117.751,116.652,22.875,110.015,103.695,5.500,67.735,117.645,18.667,90.149,128.434,102.387,111.340,126.045,105.032,108.872,131.853,39.381,87.129,118.216,192.750,159.722,103.718,360.357,102.649,90.392,46.400,103.486,104.720,29.312,31.626,100.815,37.500,20.736,113.484,124.125,76.877,113.460,167.941,90.031,103.883,278.167,103.870,86.062,43.619,78.171,86.875,4.833,127.875,104.625,63.846,120.225,121.476,37.500,119.182,92.221,2.500,122.202,99.929,47.273,154.368,118.182,13.500,121.518,130.378,27.714,156.059,132.260,442.375,140.988,121.368
445,115.250,88.352,79.575,220.125,81.538,96.074,532.095,51.567,121.964,532.706,72.116,97.200,292.000,110.536,92.668,31.800,38.427,100.166,84.903,126.208,112.419,31.750,57.188,118.064,9.613,136.730,116.817,24.000,61.153,123.737,232.231,31.463,110.772,6.000,59.882,113.615,14.909,117.076,101.335,34.270,73.188,124.414,86.500,24.352,106.100,17.619,97.299,134.042,122.615,98.932,126.991,327.917,60.367,100.802,453.250,106.149,115.404,12.000,152.675,95.325,90.625,97.779,108.228,180.750,116.477,131.841,227.375,66.769,89.586,14.909,55.343,135.621,232.800,81.991,142.807,60.625,108.533,110.081,214.875,107.302,100.114,108.286,70.642,88.410,19.125,92.873,97.463,16.936,72.838,107.219,71.500,98.236,111.955,606.667,54.899,106.244,82.353,94.751,86.090,12.229,117.678,116.206,12.750,109.804,103.920,7.250,67.115,117.335,7.500,90.262,128.647,91.548,111.308,126.188,77.419,108.884,131.916,42.476,87.621,117.984,173.000,159.541,103.794,341.643,102.647,90.520,36.100,103.686,104.239,15.938,31.839,100.608,56.611,21.137,113.559,129.594,76.809,113.678,87.294,89.800,103.750,348.333,103.883,86.200,32.000,77.849,86.426,0.000,NaN,NaN,38.385,120.104,121.190,112.000,118.915,92.307,59.125,121.981,99.712,26.000,154.071,118.200,20.667,121.985,130.665,20.381,156.162,132.338,546.250,141.066,121.351
446,119.125,88.501,79.641,326.500,81.747,96.037,492.476,51.577,122.017,548.353,72.099,97.174,266.952,110.598,92.614,14.400,38.225,99.975,92.387,126.071,112.377,29.812,57.331,117.557,5.097,136.245,117.955,14.562,60.830,124.079,206.231,31.522,110.786,27.000,59.708,113.803,11.000,117.002,101.964,17.297,72.615,124.265,141.333,24.372,105.866,40.667,97.254,133.675,153.385,99.030,126.964,351.833,60.305,100.709,518.312,106.068,115.395,93.750,152.858,95.481,74.875,98.012,108.513,113.000,116.576,131.801,213.000,66.507,89.666,40.182,55.645,135.556,35.000,82.065,143.181,41.188,108.743,110.294,322.375,107.282,99.926,83.643,70.876,88.188,2.750,93.310,97.537,21.915,72.855,107.271,83.167,98.293,112.040,608.056,54.876,106.226,171.118,94.751,86.026,7.857,117.734,116.380,28.875,110.043,104.414,3.500,67.115,117.645,11.250,90.390,129.012,75.355,111.571,125.980,97.355,109.042,132.024,18.048,87.614,117.852,264.625,159.651,103.612,290.357,102.632,90.425,19.800,103.424,104.166,39.406,32.081,100.820,66.444,21.144,113.674,127.219,76.774,113.549,17.412,90.100,104.688,329.000,103.744,86.235,32.952,77.924,86.786,4.833,127.565,104.625,63.385,120.198,121.365,27.250,119.492,92.519,41.125,122.093,99.846,38.000,154.081,117.912,46.667,121.815,130.398,42.476,155.849,132.020,101.125,141.065,121.373
447,132.625,88.415,79.573,188.125,81.666,96.195,557.333,51.634,121.912,492.000,72.134,97.224,357.619,110.523,92.744,21.400,37.937,100.192,98.839,125.766,112.568,9.188,57.442,117.871,1.935,136.462,116.808,36.875,61.094,123.973,292.769,31.472,110.932,6.500,59.977,113.774,4.409,116.542,102.426,19.027,72.610,124.174,67.167,24.603,106.132,28.286,96.875,133.596,102.308,98.989,126.956,402.750,60.203,100.714,425.062,105.984,115.290,48.250,152.791,95.577,81.375,97.542,108.417,138.688,116.603,131.835,157.750,66.703,89.648,10.909,55.645,135.315,46.550,82.122,143.026,19.000,108.487,110.069,186.125,107.217,100.119,132.714,70.783,88.555,12.500,92.535,97.495,9.532,72.033,107.047,154.000,98.388,112.161,639.167,54.855,106.257,134.882,95.018,86.089,11.629,117.264,116.356,15.375,109.761,103.934,5.500,66.805,117.335,33.833,90.200,128.303,85.613,111.206,126.005,93.032,108.869,132.157,10.238,87.017,118.073,268.750,159.655,103.796,317.857,102.643,90.443,74.600,103.401,104.336,240.156,31.733,100.874,75.000,21.064,113.657,115.812,76.669,113.553,7.882,90.185,103.545,248.667,103.845,86.265,24.857,77.980,86.432,0.000,NaN,NaN,62.923,120.260,120.823,0.000,NaN,NaN,0.000,NaN,NaN,16.545,154.208,117.369,20.167,122.221,130.478,11.524,155.775,132.453,4.750,141.482,121.071
448,189.875,88.559,79.555,390.000,81.791,96.023,537.143,51.618,121.964,679.176,72.029,97.133,288.476,110.568,92.570,25.000,38.134,99.975,81.419,126.089,112.575,358.625,57.080,117.897,2.452,135.935,116.405,15.125,61.207,124.293,230.000,31.553,110.875,20.833,59.675,113.402,13.455,116.367,101.891,21.027,72.992,124.416,839.833,24.539,105.994,19.048,97.255,134.235,104.769,98.980,126.811,336.000,60.331,100.709,545.938,106.046,115.357,22.250,152.894,95.635,96.125,97.891,108.432,117.500,116.488,131.899,250.625,66.666,89.783,11.455,55.345,135.925,31.225,82.245,142.916,33.938,108.645,110.299,224.625,107.272,100.150,90.357,70.607,88.329,32.625,92.778,98.062,35.149,73.134,107.364,69.833,98.219,111.936,627.889,54.982,106.280,68.647,94.955,86.137,6.543,117.144,116.660,19.375,110.077,104.213,11.000,67.735,117.335,33.333,90.263,128.205,109.226,111.361,125.887,111.097,108.663,132.146,24.762,87.340,118.323,308.875,159.599,103.626,315.286,102.612,90.423,42.100,103.756,104.759,98.062,31.795,100.790,65.111,21.024,113.399,148.625,76.590,113.516,27.824,89.478,104.107,264.167,103.713,86.300,45.429,78.188,86.705,9.500,127.875,104.005,44.615,120.101,121.355,10.500,119.409,92.631,5.750,121.372,99.658,71.091,154.369,118.171,28.833,121.978,130.280,24.381,155.935,131.955,15.000,140.936,121.778
449,153.375,88.385,79.626,327.250,81.649,96.131,522.762,51.534,122.022,522.941,72.156,97.185,304.381,110.510,92.571,49.400,37.937,100.247,80.323,125.985,112.746,666.562,57.088,117.834,13.484,136.258,117.010,23.062,60.985,124.219,287.077,31.429,110.903,18.500,59.815,113.397,7.091,116.763,101.777,19.405,72.815,124.167,1020.167,24.477,106.032,21.619,97.219,134.298,158.846,99.043,126.807,403.167,60.406,100.728,475.312,105.964,115.188,92.500,152.864,95.635,107.812,97.931,108.407,146.688,116.516,131.943,193.500,66.599,89.718,0.182,55.645,135.005,17.525,82.290,143.065,39.375,108.308,110.050,200.875,107.319,100.030,89.143,70.475,88.389,51.125,93.001,97.691,27.574,72.525,107.296,153.167,98.250,111.979,617.500,54.945,106.325,122.706,94.955,85.940,22.343,117.611,116.757,17.125,110.076,104.363,0.000,NaN,NaN,16.250,90.090,128.148,62.710,111.331,125.842,157.677,108.990,132.145,22.667,87.660,117.786,203.250,159.572,103.723,320.929,102.665,90.379,65.600,103.403,104.458,22.969,31.509,100.686,61.389,21.239,113.519,126.406,76.908,113.449,30.824,90.060,103.887,304.333,103.880,86.189,9.524,78.098,86.695,12.167,127.875,104.315,109.769,120.203,121.136,48.375,119.546,92.584,8.250,121.985,99.665,23.455,154.225,117.671,11.333,121.825,130.150,31.238,156.202,131.950,12.875,141.431,121.365
450,99.625,88.564,79.595,301.125,81.815,96.091,597.429,51.590,121.975,591.765,72.151,97.230,311.905,110.409,92.597,18.800,37.906,99.975,83.290,125.943,112.478,180.250,57.055,117.754,1.677,137.175,117.335,10.938,61.198,124.166,298.077,31.521,110.954,1.333,59.675,113.305,12.000,116.337,102.008,14.054,71.922,124.197,314.000,24.508,105.881,10.857,97.087,134.113,85.385,98.977,126.887,464.250,60.270,100.794,414.062,105.943,115.272,52.000,152.945,95.629,34.000,97.703,108.101,137.000,116.537,131.700,100.375,66.620,89.773,20.182,55.916,135.315,44.225,82.107,142.965,43.875,108.632,110.108,153.000,107.312,99.970,53.786,70.942,88.289,54.500,92.873,98.099,39.787,72.921,107.149,52.333,98.158,111.986,582.944,54.941,106.250,1291.941,94.881,86.036,3.114,117.540,116.499,3.375,109.677,104.005,36.000,67.167,117.456,27.833,90.436,128.754,119.806,111.347,126.018,119.226,109.090,132.097,24.143,87.667,118.329,330.250,159.604,103.684,292.429,102.682,90.601,12.700,103.600,104.518,10.375,31.970,100.467,66.500,20.833,113.697,125.875,76.703,113.539,17.000,90.217,103.332,186.667,103.825,86.308,9.143,77.804,86.509,0.000,NaN,NaN,47.538,120.336,121.306,18.000,118.978,92.660,22.125,121.866,100.117,22.182,154.217,118.176,37.500,121.809,130.705,46.000,156.046,132.322,25.000,141.247,121.610
451,115.875,88.386,79.589,276.375,81.725,96.170,515.810,51.579,122.008,427.647,72.097,97.203,290.095,110.436,92.447,8.400,37.975,100.285,102.516,126.244,112.474,111.125,57.033,117.944,11.419,136.343,117.058,7.312,61.201,123.970,303.000,31.403,111.000,33.000,60.043,113.673,6.864,116.616,101.730,21.730,73.046,124.113,54.667,24.696,106.095,20.286,97.479,133.472,126.846,99.044,126.850,411.333,60.371,100.739,480.125,106.072,115.292,72.000,152.839,95.623,140.062,97.815,108.327,225.000,116.606,131.774,146.375,66.753,89.749,33.818,55.817,135.745,48.825,82.477,142.868,17.750,108.642,110.011,300.000,107.344,99.998,66.214,70.833,88.515,20.375,92.746,97.967,357.362,72.869,107.247,104.667,98.455,112.095,643.111,54.914,106.281,1055.882,94.931,86.088,14.371,117.908,116.592,23.750,110.337,104.093,23.000,67.422,117.608,23.083,90.239,128.521,109.097,111.409,126.142,156.581,108.938,132.171,14.810,87.811,117.465,270.875,159.687,103.652,338.500,102.634,90.503,34.600,103.509,104.243,31.938,31.697,100.980,79.389,21.091,113.382,84.844,76.848,113.527,11.412,90.261,104.184,167.167,103.854,86.215,31.524,78.097,86.752,5.333,128.185,104.315,62.462,120.113,121.219,1.875,119.050,91.915,3.000,122.334,100.208,36.545,154.174,117.574,11.000,121.675,130.379,35.048,156.376,132.344,23.375,141.062,121.289
452,163.250,88.589,79.554,342.625,81.634,96.092,572.952,51.632,121.946,532.471,72.097,97.170,322.952,110.570,92.531,23.000,37.956,99.975,280.968,125.969,112.472,498.938,56.997,117.821,8.968,136.611,117.121,5.375,60.944,124.159,207.846,31.445,111.014,14.000,59.675,113.305,23.955,116.998,101.764,7.135,72.674,123.993,43.667,24.298,106.084,15.619,97.004,133.841,90.769,99.162,126.760,346.833,60.434,100.819,521.938,106.111,115.287,125.500,152.979,95.600,362.438,97.658,108.175,111.062,116.410,131.733,122.125,66.767,89.650,0.000,NaN,NaN,29.425,82.489,142.644,33.875,108.386,109.881,239.375,107.225,99.936,70.929,70.631,88.454,27.500,92.696,97.880,426.638,73.007,107.247,164.667,98.254,112.027,539.556,54.908,106.246,251.059,94.901,86.104,26.600,117.609,116.187,7.250,110.504,104.326,25.500,66.805,117.645,28.000,90.138,128.103,107.806,111.430,126.249,60.065,109.018,132.030,39.095,87.888,118.055,176.000,159.705,103.763,280.714,102.646,90.526,0.400,103.385,105.245,21.500,31.553,100.902,90.167,21.188,113.540,170.312,76.920,113.528,19.294,89.760,104.056,367.833,103.839,86.189,32.857,77.914,86.807,0.000,NaN,NaN,78.385,120.157,121.061,19.250,119.505,92.539,14.750,122.319,100.143,46.182,154.303,118.239,47.333,121.913,130.436,43.619,156.175,132.164,4.375,140.895,121.542
453,96.375,88.521,79.728,312.125,81.574,96.109,539.238,51.605,121.991,577.529,72.109,97.213,358.571,110.542,92.617,50.200,37.933,100.048,142.387,126.052,112.216,66.188,57.160,117.757,0.000,NaN,NaN,29.125,61.359,124.307,1221.923,31.448,111.051,22.500,59.696,113.985,13.000,116.561,100.990,23.730,72.956,124.214,92.667,24.533,106.091,14.000,97.183,133.752,96.923,99.194,126.899,351.167,60.199,100.796,518.625,106.086,115.311,81.500,152.820,95.555,89.750,97.905,108.111,209.062,116.512,131.690,161.500,66.770,89.673,5.818,55.335,135.315,41.375,82.117,142.854,21.750,108.370,110.249,258.125,107.217,100.047,66.214,71.193,88.283,57.000,92.879,97.474,114.894,73.223,107.246,134.667,98.441,112.016,597.389,55.069,106.263,95.471,94.919,86.004,13.086,117.971,116.448,12.625,109.597,104.005,28.000,66.871,117.357,27.000,90.026,128.429,140.774,111.475,126.057,93.871,108.906,132.289,15.810,87.562,117.759,175.500,159.639,103.776,302.500,102.682,90.361,10.800,103.847,104.496,24.156,31.954,100.723,40.222,21.107,113.469,219.750,76.905,113.549,40.706,89.619,103.954,3574.333,103.831,86.180,36.667,77.735,86.622,0.000,NaN,NaN,78.231,120.189,121.112,2.125,118.885,91.988,16.875,122.013,100.026,38.545,154.095,118.028,20.000,121.869,130.665,55.048,156.045,132.345,21.125,140.833,121.675
454,123.000,88.534,79.682,269.000,81.625,96.235,589.048,51.623,122.012,694.118,72.062,97.180,255.238,110.416,92.566,49.800,38.301,100.231,84.710,126.112,112.679,45.375,56.912,117.829,5.484,136.843,116.744,23.062,61.254,123.599,2782.308,31.496,110.952,27.500,59.728,113.767,41.818,116.589,101.939,19.405,72.743,124.159,110.000,24.686,106.074,42.952,97.072,134.023,74.154,99.093,126.972,382.000,60.368,100.772,420.875,105.956,115.351,172.500,152.768,95.684,75.812,97.897,108.243,95.875,116.489,131.757,122.375,66.577,89.694,13.818,55.645,135.703,47.725,81.659,143.203,48.312,108.776,109.682,102.875,107.285,99.937,62.500,71.266,88.269,33.875,93.330,97.630,20.596,73.056,107.297,133.000,98.170,111.999,624.111,54.949,106.268,79.176,94.677,86.046,7.143,117.511,116.156,28.250,110.113,104.163,10.500,67.351,117.571,41.917,90.114,128.478,78.581,111.400,126.074,89.355,109.053,132.237,23.143,87.583,118.356,265.750,159.665,103.722,351.143,102.592,90.406,52.300,103.644,104.682,30.875,32.443,100.897,25.889,21.048,113.878,1765.438,76.857,113.501,19.235,89.871,104.397,2076.833,103.828,86.139,26.952,78.224,86.753,0.000,NaN,NaN,36.846,120.284,121.136,0.000,NaN,NaN,10.625,121.985,99.877,13.636,154.535,118.050,40.833,121.640,130.652,51.810,156.240,132.161,6.000,141.515,121.365
455,176.250,88.574,79.504,331.875,81.662,96.088,4024.238,51.615,121.992,697.294,72.184,97.208,333.238,110.545,92.649,43.400,37.691,100.214,79.871,125.976,112.139,12.375,57.316,118.040,2.000,136.805,116.715,31.500,61.144,124.559,959.308,31.479,110.916,13.167,59.856,113.615,36.591,116.837,101.572,23.838,73.014,124.123,36.000,24.458,106.011,34.476,96.968,133.545,51.154,98.852,126.892,328.333,60.285,100.761,468.812,106.083,115.346,99.500,152.602,95.612,100.062,97.975,108.707,166.438,116.462,131.841,159.000,66.710,89.838,1.636,55.335,135.315,41.150,81.991,142.949,13.938,108.679,110.212,142.625,107.107,99.996,91.571,71.043,88.223,39.250,92.973,97.574,30.085,73.274,107.291,189.000,98.339,111.942,514.000,54.955,106.298,132.235,94.786,86.340,2.629,117.712,116.867,19.625,110.231,104.432,2.000,67.735,117.645,24.500,90.232,128.796,115.613,111.414,126.250,155.548,108.889,132.269,44.143,87.836,117.897,236.750,159.739,103.624,341.286,102.676,90.331,19.500,103.685,104.563,29.719,31.546,101.172,59.444,20.729,113.405,1166.344,76.868,113.511,12.412,90.290,104.128,1244.667,103.859,86.238,26.000,78.081,86.468,0.000,NaN,NaN,51.923,120.102,121.167,7.375,119.762,92.535,11.750,122.242,99.355,47.455,154.225,117.908,49.000,121.985,130.742,85.048,156.191,132.417,7.000,140.640,121.509
456,105.625,88.644,79.557,320.750,81.609,96.164,3984.286,51.612,121.976,542.471,72.119,97.211,322.857,110.490,92.548,47.400,38.320,100.244,84.710,126.027,112.516,35.938,57.124,117.823,8.903,137.110,116.600,16.375,61.295,123.967,511.154,31.556,110.994,52.833,59.985,113.967,8.773,116.564,101.576,13.405,72.324,124.358,61.167,24.408,106.133,42.762,96.887,133.747,72.385,99.008,126.888,353.167,60.422,100.742,468.062,106.095,115.317,204.500,152.827,95.704,111.750,97.897,108.471,170.500,116.424,131.837,204.625,66.482,89.832,6.909,55.335,135.315,20.650,82.421,143.289,19.500,108.554,109.964,225.000,107.320,100.158,86.357,70.697,88.454,23.625,92.996,98.018,20.851,72.645,107.207,116.333,98.133,112.099,508.389,54.884,106.304,74.353,94.768,86.122,7.086,117.478,116.561,31.625,109.829,104.137,8.500,67.680,117.590,52.000,90.337,128.077,86.387,111.278,126.283,146.323,108.948,132.032,21.381,86.900,118.190,338.875,159.671,103.755,257.071,102.676,90.418,29.200,103.821,104.607,17.375,31.655,100.592,39.444,21.182,113.490,288.250,76.822,113.503,7.294,89.715,103.240,1788.167,103.848,86.201,67.143,77.890,86.812,0.000,NaN,NaN,92.000,120.148,120.980,3.500,119.195,91.915,4.875,121.437,99.927,14.364,153.915,117.786,23.333,121.741,130.209,54.000,156.171,132.129,18.625,141.507,121.679
457,56.125,88.386,79.738,222.250,81.657,96.136,1487.810,51.663,122.024,520.824,72.075,97.186,387.524,110.486,92.511,385.800,38.058,100.100,72.839,126.067,112.407,13.375,56.811,117.519,0.194,135.935,116.405,104.875,61.059,123.883,260.154,31.420,110.934,0.500,60.295,113.925,11.273,116.460,101.639,13.568,73.052,124.070,111.167,24.671,105.872,20.857,96.891,133.839,96.846,99.079,127.071,330.750,60.397,100.756,557.125,106.032,115.333,137.250,152.953,95.574,97.438,97.909,108.425,169.312,116.468,131.825,158.375,66.595,89.609,0.000,NaN,NaN,25.475,81.929,142.909,17.812,108.759,109.729,178.125,107.297,99.978,86.286,70.786,88.279,4.000,92.845,97.330,23.277,72.238,107.294,61.167,98.308,112.112,496.944,54.933,106.294,93.353,94.650,85.782,7.171,117.203,116.462,10.625,110.114,104.023,7.250,66.805,117.645,28.917,90.160,128.781,71.742,111.604,126.206,167.484,108.940,132.239,37.190,87.868,117.969,340.875,159.668,103.583,339.857,102.695,90.405,21.400,103.644,104.593,49.594,32.078,100.806,62.278,21.276,113.475,138.188,76.874,113.579,15.353,89.949,104.784,1794.667,103.843,86.220,29.619,77.950,87.016,39.500,127.875,103.928,49.154,120.483,121.369,10.500,119.143,92.561,4.250,121.365,99.665,6.727,154.225,117.947,52.000,121.954,130.615,45.524,156.200,132.100,25.875,141.115,121.340
458,19.250,88.016,79.680,436.125,81.685,96.038,653.619,51.627,121.956,578.941,72.075,97.179,348.190,110.518,92.511,637.600,38.040,100.114,102.387,126.297,112.521,23.000,57.206,117.528,7.871,136.822,116.491,289.562,61.196,123.866,267.154,31.421,111.078,14.167,59.609,113.765,18.955,116.531,101.860,15.189,72.729,124.076,44.000,24.508,106.066,22.095,97.356,133.714,61.000,99.095,126.820,392.250,60.434,100.885,490.750,106.088,115.286,42.750,152.914,95.468,163.375,98.087,108.102,156.062,116.338,131.908,173.500,66.719,89.916,0.000,NaN,NaN,22.000,82.141,142.798,23.875,108.876,109.880,208.125,107.301,100.055,253.500,70.861,88.341,34.875,92.739,98.203,27.915,73.295,107.568,80.000,98.389,112.137,507.944,55.016,106.331,86.059,94.887,86.013,7.543,117.141,117.085,15.875,110.066,104.335,2.000,67.425,117.335,50.333,90.206,128.659,89.613,111.192,126.182,60.065,108.991,132.072,46.571,87.328,118.046,294.375,159.537,103.675,312.929,102.621,90.577,24.500,103.377,104.666,94.844,32.787,100.474,72.889,21.315,113.525,135.375,76.793,113.443,15.353,90.137,104.243,659.000,103.862,86.143,67.238,77.793,86.859,8.500,127.255,104.005,14.846,120.617,121.167,7.375,119.132,91.947,8.250,122.055,99.801,54.545,154.143,118.043,18.333,121.847,130.659,29.143,155.891,132.080,21.750,141.326,121.347
459,93.125,88.362,79.697,349.375,81.712,96.117,591.524,51.635,122.069,629.882,72.011,97.151,320.667,110.544,92.557,527.000,38.083,100.147,67.806,126.068,112.732,27.938,57.399,118.037,6.387,136.245,116.095,16.938,61.153,124.104,220.692,31.425,110.810,5.833,60.029,113.836,12.409,116.763,101.129,18.378,72.490,124.305,105.167,24.638,105.968,4.952,97.298,133.211,99.231,98.994,126.852,341.333,60.208,100.794,597.312,106.045,115.445,23.250,152.858,95.428,212.062,98.095,108.189,120.688,116.465,131.939,84.875,66.525,89.736,4.909,55.358,135.648,21.100,82.085,142.715,43.250,108.655,110.037,200.000,107.266,100.038,123.786,71.223,88.379,21.875,93.155,98.159,34.000,72.269,107.179,264.667,98.366,112.066,563.167,54.979,106.281,99.294,95.036,86.072,10.971,117.459,116.757,0.000,NaN,NaN,26.000,67.425,117.645,19.250,90.090,128.958,83.935,111.364,126.158,98.258,108.960,132.166,9.333,87.849,118.390,370.250,159.682,103.681,404.071,102.604,90.682,66.200,103.287,104.425,31.688,32.260,100.500,95.944,21.020,113.453,127.438,76.892,113.553,22.353,89.823,104.116,213.667,103.866,86.156,58.762,77.911,86.836,7.000,127.565,104.625,51.462,120.187,121.149,13.500,119.198,92.569,0.625,121.985,99.665,54.364,154.225,118.079,5.167,122.295,130.355,23.810,155.982,132.178,8.875,141.288,121.819
460,131.000,88.396,79.663,165.500,81.424,96.064,580.667,51.626,122.005,596.941,72.055,97.194,296.286,110.497,92.591,280.600,38.062,100.097,114.000,126.026,112.354,22.438,57.282,117.718,7.613,136.048,116.660,17.125,61.182,123.649,193.615,31.605,110.972,0.000,NaN,NaN,7.136,116.095,101.081,40.919,73.105,124.507,106.333,24.690,106.153,2.857,97.185,133.765,67.462,98.939,127.000,256.333,60.291,100.799,458.562,106.002,115.212,71.500,152.751,95.446,75.000,98.199,108.288,76.500,116.560,131.795,110.625,66.722,89.878,23.818,55.711,135.918,13.575,82.454,143.620,27.562,108.353,110.032,208.125,107.248,100.062,126.429,70.993,88.289,22.625,92.787,97.540,20.766,73.027,107.510,77.333,98.311,112.145,587.278,54.928,106.223,101.412,94.859,85.994,10.086,117.872,116.436,49.500,110.295,104.160,62.500,67.182,117.533,16.250,90.381,128.927,62.774,111.449,126.162,101.935,108.825,132.226,16.190,87.457,118.046,281.375,159.551,103.733,344.786,102.577,90.456,14.000,103.347,105.030,39.500,32.058,100.806,69.611,21.150,113.637,135.125,76.924,113.332,14.706,89.950,104.057,170.833,103.833,86.229,8.952,78.057,86.609,3.500,127.417,104.477,63.615,120.154,121.154,33.000,119.208,92.422,10.750,122.295,99.665,57.636,154.336,118.063,44.500,121.858,130.746,61.810,156.061,132.272,6.750,141.176,121.646
461,88.250,88.219,79.777,401.500,81.736,96.126,574.000,51.595,121.989,537.412,72.117,97.153,304.762,110.547,92.621,54.600,37.779,99.976,54.387,125.997,112.609,37.562,57.321,117.588,9.677,136.433,117.405,14.500,60.972,123.576,386.462,31.461,111.045,6.500,59.723,113.567,11.818,116.581,101.710,23.622,72.413,123.844,87.000,24.513,106.199,33.143,97.066,133.940,47.154,99.099,127.016,333.250,60.271,100.857,434.250,106.060,115.385,64.000,152.694,95.893,52.375,97.792,108.299,62.625,116.399,131.847,159.000,66.747,89.787,0.727,55.645,135.935,17.600,82.181,142.996,28.625,108.398,109.907,190.875,107.306,99.961,105.714,71.051,88.435,19.875,93.352,97.608,29.277,72.450,107.414,160.833,98.371,111.993,585.000,54.968,106.306,77.647,94.738,86.168,14.829,117.543,116.498,7.000,110.205,103.961,0.000,NaN,NaN,28.750,90.259,128.312,149.226,111.308,126.026,130.000,108.941,132.275,19.143,87.149,118.127,370.250,159.611,103.672,340.429,102.700,90.626,17.600,103.478,104.748,26.125,32.266,101.051,32.833,21.318,113.529,113.375,77.051,113.406,1.647,89.568,103.385,259.667,103.848,86.214,20.095,77.978,86.798,8.167,127.717,104.157,83.538,120.237,121.191,13.500,119.364,92.452,9.250,122.019,99.523,41.091,154.420,118.111,20.000,121.678,130.975,27.714,156.215,132.276,20.125,140.654,121.030
462,115.125,88.422,79.721,331.375,81.721,96.108,476.190,51.559,121.998,673.882,72.102,97.166,398.095,110.562,92.439,30.800,38.357,100.122,95.871,126.110,112.423,14.375,56.917,117.404,3.871,136.596,116.550,20.562,61.381,124.055,190.077,31.313,110.990,7.167,60.201,113.781,10.773,116.495,101.796,34.703,72.621,124.383,71.500,24.507,106.149,4.381,97.394,133.273,27.923,99.062,127.158,382.500,60.455,100.727,439.312,106.029,115.388,150.250,152.811,95.670,87.875,97.897,108.014,133.500,116.395,131.920,194.625,66.565,89.688,14.727,55.335,135.625,32.300,82.065,142.938,19.312,108.494,110.304,253.500,107.294,100.041,73.357,70.955,88.396,3.250,93.465,97.805,31.574,72.618,107.432,127.667,98.319,112.157,524.833,54.973,106.249,104.294,94.899,86.107,13.114,117.821,116.676,3.500,109.729,103.861,33.000,67.735,117.387,40.083,90.312,128.272,115.032,111.278,126.119,147.226,108.753,132.252,28.667,87.582,118.168,374.000,159.639,103.698,280.071,102.643,90.282,27.100,103.835,104.634,16.250,31.925,100.749,56.778,21.053,113.718,136.625,76.827,113.427,10.882,90.068,103.789,219.500,103.824,86.120,18.857,78.129,86.823,9.667,127.822,103.695,51.538,120.255,120.950,14.875,119.687,92.280,13.000,122.283,99.677,37.273,154.139,118.049,35.667,121.716,130.354,34.952,156.043,132.144,16.250,140.883,121.506
