,index,min_intensity,max_intensity,mean_intensity,normalized_mean,median_intensity,normalized_median,0.9_quantile,normalized_0.9_quantile
0,mean_intensity,18.581,1422.903,192.58632333333333,0.12390699806264754,97.935,0.056506983441119624,595.4389000000001,0.4107732414645644
1,mean_intensity,7.967,739.767,104.95186666666666,0.13252919741277214,38.76649999999999,0.04208731893960097,345.54300000000006,0.4612954359114513
2,mean_intensity,533.567,4008.289,1008.0028933333332,0.1365392377673187,861.216,0.0942950256164378,1014.4537000000001,0.13839573352918597
3,mean_intensity,498.467,4095.0,1051.0838583333334,0.15365265891716645,814.9,0.08798278786820529,1152.0567,0.18172770832354385
4,mean_intensity,28.5,2798.361,236.5087533333333,0.07509718117022236,108.86099999999999,0.02901264720504025,643.0498,0.2218702671361487
5,mean_intensity,24.0,3058.615,280.164465,0.08441415632625557,127.231,0.03401782433685987,888.8691000000018,0.28500126045643415
6,mean_intensity,15.114,864.6,75.76152833333333,0.0713932052244926,48.0715,0.038796990179944105,97.21690000000002,0.09665009193794838
7,mean_intensity,102.028,2576.417,245.20717,0.05786445461889783,170.514,0.027677943928784036,228.0276,0.0509215002168212
8,mean_intensity,64.955,2219.818,196.24598833333334,0.060927765864156255,153.2955,0.04099587769616908,223.1183,0.07339830884840473
9,mean_intensity,98.571,3065.9,313.2524333333334,0.07234837570533412,206.10000000000002,0.036237639978580066,341.8290000000002,0.08197877619906663
10,mean_intensity,45.69,2272.5,171.38702333333333,0.056447125409591896,100.3455,0.02454430328586633,153.02400000000003,0.048200789470138915
11,mean_intensity,2.385,2529.539,179.80399,0.07020505675554399,81.923,0.03147334907172258,457.4076000000001,0.1800533722915185
12,mean_intensity,0.129,545.097,38.54326666666667,0.0704890317718961,25.9675,0.047412875618384934,64.1037,0.11739166336372046
13,mean_intensity,6.765,878.412,102.02115833333333,0.10928295322915507,57.0295,0.057666119426786296,276.55840000000006,0.3095214002916319
14,mean_intensity,1.091,610.955,46.71190166666666,0.07480504123323668,28.25,0.044532879461650465,58.495900000000006,0.09412737921897342
15,mean_intensity,262.375,4095.0,563.08968,0.07846180620332019,417.5625,0.040491177717621736,663.0125,0.10453344639770394
16,mean_intensity,21.433,1074.833,122.01176999999998,0.0954801310043668,64.68350000000001,0.041058002658059624,283.01970000000017,0.2483260869565219
17,mean_intensity,4.773,443.636,45.441738333333326,0.09266841436469542,30.7725,0.05924286166753634,63.204200000000014,0.1331422334532645
18,mean_intensity,108.059,3152.265,315.7744533333333,0.0682330477416224,225.294,0.03851086293108943,302.6292,0.06391492559964734
19,mean_intensity,24.438,1045.594,68.64454,0.043290682324737845,61.4375,0.03623295559150609,83.95600000000002,0.05828492414479278
20,mean_intensity,34.0,2671.71,212.59328333333335,0.06770770226193681,132.323,0.037275894620712666,226.56770000000003,0.07300563746583212
21,mean_intensity,11.722,2409.722,116.794785,0.043816841117598,70.13900000000001,0.024360717264386992,130.222,0.04941618015012511
22,mean_intensity,23.946,1890.216,218.42334499999998,0.10420643583189998,193.892,0.0910618506432617,328.3079,0.16308567356277495
23,mean_intensity,21.593,847.074,99.63165333333333,0.09453718902474234,67.5,0.05561242475599074,181.2184,0.19337259125285744
24,mean_intensity,7.19,982.524,70.63410833333333,0.06504859702761652,63.1665,0.05739213438678443,97.95230000000002,0.09305766024766904
25,mean_intensity,22.875,1480.4,76.37383333333334,0.03670525948668691,70.3875,0.032598068643762544,96.255,0.05034562014373681
