,frame,mean_intensity,x,y,normalized_intensity,cell_id,x_microns,y_microns,x_pixels,y_pixels
0,0,548.333,84.107,133.977,0.4186500478070373,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
1,1,221.81,84.053,133.897,0.1639991951572173,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
2,2,158.81,84.121,133.96,0.11486635086466,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
3,3,49.429,84.251,134.031,0.0295615946493552,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
4,4,24.143,83.498,133.953,0.0098413867004409,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
5,5,47.429,84.38,134.208,0.0280018218146709,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
6,6,61.381,83.934,133.978,0.0388827971094289,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
7,7,29.714,84.219,134.052,0.0141861339314542,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
8,8,23.714,83.936,134.165,0.0095068154274011,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
9,9,29.571,83.574,133.979,0.0140746101737742,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
10,10,11.524,84.039,133.975,0.0,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
11,11,33.714,83.704,133.978,0.0173056796008229,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
12,12,34.571,83.767,134.02,0.0179740422604851,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
13,13,42.762,83.997,133.817,0.0243620919049349,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
14,14,40.81,84.076,133.869,0.022839753618283,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
15,15,42.571,83.996,134.135,0.0242131335992226,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
16,16,34.0,84.089,134.038,0.0175287271161827,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
17,17,72.952,84.173,133.897,0.0479068628444953,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
18,18,82.762,84.104,133.812,0.055557548598622,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
19,19,553.476,83.915,133.926,0.4226610036514281,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
20,20,538.0,83.989,133.966,0.4105914814566406,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
21,21,692.714,83.791,133.937,0.5312508286293185,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
22,22,636.19,83.97,134.001,0.4871685287754692,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
23,23,633.857,83.91,133.952,0.4853490537638097,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
24,24,469.571,83.716,133.956,0.3572246338043327,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
25,25,555.571,83.938,133.983,0.4242948656957601,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
26,26,354.857,83.738,134.001,0.2677607433253421,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
27,27,405.333,83.712,133.993,0.3071262901271059,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
28,28,218.571,83.904,133.969,0.1614731430514459,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
29,29,72.571,83.584,134.105,0.0476097261194879,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
30,30,63.667,83.305,134.161,0.0406656174594732,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
31,31,58.19,83.346,134.185,0.03639417955169,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
32,32,50.0,83.929,133.99,0.0300069097936576,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
33,33,35.762,84.259,134.087,0.0189028869835397,3,83.646405,118.91717833333334,269.8270848877688,383.60384596985705
