,frame,mean_intensity,x,y,normalized_intensity,cell_id,x_microns,y_microns,x_pixels,y_pixels
0,0,43.29,43.846,73.283,0.0556082767208439,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
1,1,85.032,43.716,73.363,0.1254713523229949,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
2,2,70.968,44.066,72.977,0.1019326072875713,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
3,3,51.097,43.649,73.459,0.0686747572734287,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
4,4,57.935,43.994,73.464,0.0801194343604755,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
5,5,469.226,43.908,73.385,0.7684921579358744,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
6,6,130.452,43.733,73.172,0.201490251605485,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
7,7,607.548,43.909,73.315,1.0,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
8,8,413.742,43.859,73.206,0.6756292647656922,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
9,9,120.71,43.958,73.074,0.1851851851851852,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
10,10,79.677,43.796,73.255,0.1165087542239695,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
11,11,59.548,43.836,73.18,0.0828190927607982,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
12,12,80.452,43.788,73.232,0.1178058622588425,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
13,13,62.839,43.715,73.052,0.0883271992675942,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
14,14,55.806,43.997,73.015,0.0765561530620955,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
15,15,76.065,43.861,73.547,0.1104633939375681,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
16,16,17.484,43.944,73.309,0.0124170896912548,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
17,17,38.387,43.68,73.495,0.0474021855015121,3,43.85380666666666,78.656165,141.46387778528518,253.7295890474823
