,index,min_intensity,max_intensity,mean_intensity,normalized_mean,median_intensity,normalized_median,0.9_quantile,normalized_0.9_quantile
0,mean_intensity,155.156,3180.469,338.6253541666666,0.060644751193237395,265.25,0.036390945333590274,364.8125,0.06930076325986766
1,mean_intensity,0.333,3497.25,295.3645132575757,0.08436903514083283,361.583,0.10330528291063243,484.59560000000005,0.1384827263558157
2,mean_intensity,0.048,2311.881,139.12352272727273,0.06015811813711143,134.4765,0.058148015016655605,254.5097,0.11006923943035678
3,mean_intensity,142.077,2921.904,283.2619185606061,0.05078910254508863,263.308,0.04361098730244723,376.0462,0.08416682045321525
4,mean_intensity,1.722,843.444,89.54976136363636,0.10434295570703435,60.0275,0.06926930744355025,135.2837,0.15867673649969943
5,mean_intensity,1.133,2492.833,253.57999621212124,0.10131516483209102,243.56650000000002,0.0972964241281053,388.113,0.15530762130272505
6,mean_intensity,0.519,866.769,28.95975,0.032832034632034636,14.0,0.015562481962481962,54.8671,0.06273950937950938
7,mean_intensity,81.281,1736.375,177.81816098484848,0.058327298017422854,147.5315,0.04002824008787415,190.0186,0.06569874581141615
8,mean_intensity,428.917,4095.0,950.7999147727272,0.1423543642554539,857.8125,0.11699012270044078,1046.0081,0.16832436690604116
9,mean_intensity,0.059,1190.235,91.35438825757575,0.07670746869166893,93.912,0.07885640443094132,149.0181,0.12515720364047
10,mean_intensity,34.865,2091.676,158.43314393939394,0.0600775394235999,151.5675,0.0567395351347304,207.3081,0.08384003197182432
11,mean_intensity,72.5,3010.417,336.0121401515151,0.08969352781290796,241.717,0.057597610824267675,320.76300000000003,0.0845030679900079
12,mean_intensity,31.412,2870.235,284.55397916666664,0.0891714556232166,190.2645,0.05595716957344645,297.20590000000004,0.09362820436497803
13,mean_intensity,98.588,2307.677,266.61782575757576,0.07606294982120493,232.97050000000002,0.060831636932690364,313.7297,0.09738933107719969
14,mean_intensity,0.235,2993.294,219.38677840909094,0.07321999947514932,110.97049999999999,0.03699743306095871,468.1883,0.15634616624663933
15,mean_intensity,82.556,3497.722,261.5783863636363,0.05241981981655835,227.0,0.04229486941483957,298.20029999999997,0.06314313857657285
16,mean_intensity,120.118,3465.157,339.3770871212121,0.06554754283020679,270.82349999999997,0.0450534358493279,346.5998,0.06770677412131818
17,mean_intensity,231.395,1430.488,409.3451893939394,0.14840399317979452,399.3605,0.14007712496028246,487.0279,0.21318855168031167
18,mean_intensity,1.344,721.672,43.14813636363636,0.0580348624010678,35.246,0.04706467053897669,59.5935,0.08086524472184893
19,mean_intensity,12.933,592.467,85.23314583333334,0.12475565856935632,64.80000000000001,0.0894977688970794,111.227,0.16960868559911932
20,mean_intensity,11.5,1955.885,150.90895454545455,0.07169822568341895,120.906,0.056267663039984366,223.3331,0.10894606777978641
21,mean_intensity,8.905,632.143,71.1014678030303,0.09979569250114771,51.0715,0.06765713900628652,96.8812,0.1411598779278542
22,mean_intensity,7.818,909.045,116.03400946969695,0.12007630649070318,101.61349999999999,0.10407533285176764,199.7998,0.2130226901768367
23,mean_intensity,19.882,2134.823,193.37011174242423,0.08202976430189979,190.6765,0.08075615348135008,281.653,0.1237722470745047
24,mean_intensity,9.833,676.667,59.52647537878788,0.07452150816963124,39.817,0.044964713856821936,64.6831,0.082254504119466
25,mean_intensity,136.318,1304.591,389.907518939394,0.21706357926562883,311.2725,0.1497548090215215,657.4228,0.4460471139879122
26,mean_intensity,1.706,998.353,95.17492613636364,0.09378338181559132,76.2055,0.07475013721006535,195.48850000000004,0.1944344386728702
27,mean_intensity,20.535,1110.86,123.49633143939394,0.09443178083543344,103.2095,0.07582555660009632,157.881,0.1259679453373994
28,mean_intensity,5.381,787.762,63.29958333333333,0.07402861691852605,52.024,0.05961673404645563,90.65250000000002,0.10898973773647369
29,mean_intensity,0.222,811.63,23.858090909090908,0.02912972377532746,12.926,0.015656734959477846,31.9815,0.03914122118588922
