 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22
92,75.245,126.069,131.529,46.250,123.133,136.635,327.296,119.791,90.638,165.646,171.388,64.261,79.381,154.216,141.736,81.377,122.833,74.463,103.106,119.317,148.602,550.710,169.488,55.878,148.880,163.895,60.959,49.000,121.731,125.223,44.367,148.012,142.465,54.176,113.542,129.200,303.278,139.209,137.250,209.889,135.789,126.051,809.513,143.350,133.528,515.636,144.312,126.784,257.314,150.057,124.505,189.905,153.934,130.260,198.500,140.123,148.220,116.810,137.946,154.699,62.708,90.032,178.563,30.656,119.142,133.066
93,62.755,126.178,131.434,68.800,123.472,136.880,291.074,119.830,90.592,190.152,171.385,64.177,133.857,154.388,141.835,101.410,122.747,74.712,131.106,119.237,148.775,630.903,169.524,56.010,132.667,163.827,60.681,61.524,122.170,125.250,59.433,147.820,142.057,81.412,113.563,128.885,193.111,139.050,137.382,308.111,135.967,126.050,796.703,143.420,133.466,433.773,144.261,126.750,292.229,150.149,124.504,238.333,153.945,130.105,116.438,140.131,148.328,107.095,137.806,154.615,61.708,89.952,178.779,98.969,118.837,133.243
94,66.714,126.124,131.617,64.800,123.265,136.753,327.148,119.683,90.554,203.848,171.320,64.160,115.143,154.371,141.865,79.475,122.699,74.618,164.766,119.173,148.433,558.065,169.483,56.051,146.320,164.014,60.996,45.286,121.497,125.122,51.500,148.112,142.402,52.235,113.685,129.331,246.000,139.198,137.409,214.222,135.929,126.189,794.811,143.413,133.481,539.818,144.328,126.790,237.857,150.161,124.433,242.238,154.114,130.174,185.188,139.930,148.357,106.952,138.064,154.645,21.875,89.802,178.560,42.500,118.719,132.858
95,31.918,126.024,131.099,53.550,123.316,136.545,384.852,119.736,90.406,224.278,171.224,64.317,97.714,154.135,141.984,62.164,122.613,74.750,206.468,119.221,148.640,583.806,169.560,55.949,186.907,163.613,60.890,77.143,122.197,125.221,55.867,148.060,142.277,52.529,113.225,129.318,318.167,139.122,137.497,239.389,135.890,126.020,757.135,143.379,133.505,518.000,144.284,126.836,268.343,150.091,124.446,231.667,154.115,130.051,159.312,139.996,148.147,62.571,138.395,154.677,60.500,89.978,178.507,59.844,118.814,133.018
96,58.531,126.187,131.551,70.700,123.416,136.620,323.741,119.683,90.435,213.468,171.254,64.332,94.952,154.290,141.552,53.082,122.611,74.861,170.085,119.124,148.671,580.516,169.529,55.943,160.747,163.902,60.714,106.667,121.861,125.219,76.433,147.672,141.708,70.412,113.604,129.420,228.500,139.097,137.225,276.389,135.728,126.122,908.865,143.415,133.437,646.273,144.348,126.803,246.486,150.225,124.365,277.905,154.007,130.275,181.375,140.080,148.025,89.714,137.677,154.898,55.542,89.995,178.454,79.188,118.708,132.722
97,52.918,126.078,131.553,34.600,123.192,136.868,324.667,119.722,90.574,157.949,171.368,64.244,106.381,154.271,141.513,68.918,122.691,74.524,189.532,119.099,148.199,615.613,169.524,55.929,142.773,163.787,60.962,99.286,122.417,125.157,69.800,147.761,142.520,51.765,113.549,129.107,225.778,139.154,137.358,269.444,135.810,126.030,872.865,143.350,133.430,623.909,144.317,126.864,218.571,150.141,124.422,227.571,154.049,130.099,162.500,140.060,148.220,84.048,137.816,154.361,70.167,89.964,178.722,52.656,119.081,132.934
98,48.082,125.940,131.414,41.800,123.729,136.620,281.593,119.710,90.574,165.114,171.380,64.277,90.810,154.152,141.553,52.525,122.457,74.655,128.085,119.205,148.825,522.065,169.522,55.917,156.133,163.876,61.161,54.238,121.636,125.223,55.333,148.027,142.058,37.471,113.526,129.297,244.000,139.235,137.318,180.944,135.753,126.182,813.135,143.363,133.453,531.455,144.286,126.750,255.400,150.085,124.485,181.286,154.107,130.203,170.875,140.079,148.229,71.524,137.658,154.649,81.375,90.156,178.599,40.531,118.824,132.989
99,97.367,126.119,131.734,40.400,123.363,136.440,335.778,119.650,90.675,199.215,171.305,64.247,100.619,154.207,141.831,52.426,122.756,74.760,151.149,119.246,148.645,548.258,169.539,55.912,155.280,163.834,61.128,90.524,122.120,125.506,45.133,147.965,142.250,91.647,113.438,129.563,257.611,139.239,137.292,237.889,135.737,126.153,921.135,143.317,133.422,636.818,144.211,126.916,271.486,150.242,124.461,232.714,154.007,130.151,178.500,139.946,148.075,70.190,137.620,154.549,75.667,89.889,178.531,53.094,118.921,133.110
100,47.592,126.085,131.191,38.025,123.476,136.954,353.926,119.775,90.545,216.177,171.177,64.281,116.714,154.048,141.661,60.000,122.747,74.677,119.021,119.221,148.437,666.387,169.489,55.957,133.280,163.839,60.341,43.143,121.773,125.335,42.267,148.034,142.059,61.824,113.659,129.316,307.000,139.195,137.387,294.667,135.716,126.068,847.730,143.386,133.429,518.364,144.382,126.820,231.114,150.082,124.375,188.952,154.191,130.075,160.250,140.060,148.142,76.000,138.014,154.744,66.542,89.773,178.438,31.938,118.526,132.967
101,52.816,125.877,131.639,37.975,123.431,137.001,361.296,119.748,90.540,196.127,171.352,64.289,131.048,154.181,141.894,86.033,122.687,74.665,221.532,119.112,148.720,576.129,169.505,55.974,158.880,163.998,60.953,59.476,121.975,124.972,67.333,147.856,142.170,75.647,113.508,129.182,310.833,139.216,137.326,290.667,135.872,126.139,747.622,143.428,133.416,565.591,144.249,126.858,324.086,150.148,124.548,256.286,154.039,130.265,179.062,140.133,148.152,103.143,137.760,154.640,55.458,89.589,178.562,36.219,118.688,133.090
102,64.755,126.137,131.425,53.475,123.349,136.805,323.370,119.766,90.554,215.747,171.356,64.265,41.381,154.058,141.904,77.148,122.755,74.648,177.234,119.169,148.706,496.710,169.611,55.959,139.813,163.978,61.059,82.619,122.236,125.351,74.433,148.047,142.154,43.235,113.669,128.926,272.611,139.176,137.193,345.444,135.904,126.233,758.162,143.389,133.432,578.864,144.316,126.833,236.057,150.120,124.465,268.857,153.993,130.184,174.562,140.040,147.942,62.286,137.715,154.597,72.583,89.986,178.524,69.219,118.774,132.786
103,62.163,126.354,131.473,48.850,123.480,136.277,358.704,119.747,90.657,220.253,171.267,64.442,146.286,154.155,141.972,102.852,122.701,74.690,188.383,119.252,148.656,588.903,169.539,55.912,160.400,163.822,60.998,28.762,122.365,125.207,50.667,148.014,141.804,57.235,113.338,129.225,278.056,139.168,137.377,312.000,135.724,126.127,775.513,143.432,133.403,518.364,144.382,126.857,246.914,150.108,124.438,211.048,154.132,130.178,179.562,140.089,148.238,90.571,137.925,154.634,36.000,89.938,178.681,46.656,118.896,132.793
104,58.082,126.113,131.300,54.450,123.117,136.934,353.963,119.674,90.679,207.722,171.199,64.272,108.333,154.185,141.747,71.574,122.548,74.554,136.511,119.244,148.425,547.806,169.587,56.009,110.107,163.885,60.963,69.714,122.042,125.041,62.900,148.172,142.232,63.765,113.628,129.090,227.944,139.142,137.325,395.556,135.819,126.103,778.973,143.451,133.454,505.364,144.303,126.826,246.743,150.037,124.567,273.714,154.007,129.969,173.875,140.136,148.256,31.143,137.692,154.644,58.042,89.846,178.659,55.250,118.892,132.695
105,73.939,126.287,131.418,40.850,123.768,136.638,414.111,119.656,90.382,182.228,171.248,64.262,84.714,154.059,142.126,57.738,122.531,74.292,155.234,119.230,148.733,488.000,169.528,55.937,139.947,163.902,61.184,82.048,122.020,125.123,25.367,147.861,141.643,27.176,113.672,129.175,200.222,139.076,137.443,298.889,135.733,126.008,768.378,143.384,133.384,579.000,144.272,126.850,250.286,150.203,124.543,183.381,154.127,130.142,149.875,139.935,148.027,113.524,137.889,154.606,22.708,89.826,178.404,99.562,118.770,132.704
106,62.510,126.042,131.419,70.725,123.092,136.824,411.037,119.705,90.621,198.025,171.189,64.260,103.333,154.006,141.948,88.623,122.731,74.547,189.745,119.200,148.836,500.710,169.484,55.948,144.240,163.759,60.862,64.714,122.009,125.557,56.833,147.567,142.201,39.471,113.408,129.127,298.611,139.121,137.250,285.056,135.723,126.119,733.730,143.271,133.382,615.136,144.340,126.950,310.600,150.095,124.541,214.857,153.983,130.198,200.875,140.022,148.038,80.667,137.685,154.530,84.792,90.010,178.463,66.094,119.018,132.866
107,51.531,126.026,131.411,36.675,123.154,136.776,340.704,119.766,90.528,219.797,171.154,64.391,93.810,154.159,142.079,52.525,122.532,74.569,159.447,119.275,148.314,612.774,169.468,56.008,143.440,163.677,61.325,69.286,121.795,125.233,52.800,147.550,142.038,25.118,113.761,129.326,244.222,139.151,137.304,184.944,135.673,126.017,780.541,143.392,133.411,579.182,144.310,126.859,316.343,150.294,124.424,155.905,154.207,130.127,141.000,140.002,148.242,66.667,138.163,154.766,70.458,89.841,178.593,43.000,118.892,132.953
108,55.939,126.269,131.605,57.875,123.610,136.685,295.926,119.590,90.481,213.646,171.399,64.325,74.238,154.130,141.802,71.016,122.652,74.667,172.255,119.140,148.324,708.065,169.552,55.977,140.907,163.930,60.822,88.429,122.235,125.186,64.867,147.795,142.145,40.529,113.361,129.068,287.500,139.126,137.440,340.000,135.710,125.988,851.568,143.417,133.452,655.455,144.343,126.833,303.171,150.164,124.404,218.952,154.105,130.334,212.000,140.111,148.351,76.143,137.967,154.584,35.125,90.152,178.566,40.844,118.770,132.768
109,75.673,126.288,131.686,55.700,123.325,136.769,352.074,119.678,90.725,182.253,171.293,64.374,62.143,154.188,141.931,80.328,122.614,74.575,133.362,119.201,148.993,522.968,169.488,56.006,112.213,163.742,60.852,74.952,121.864,125.326,63.500,147.859,142.328,46.588,113.852,129.157,290.056,139.217,137.236,317.056,135.780,126.149,837.946,143.336,133.496,500.500,144.304,126.737,225.029,150.171,124.641,178.905,154.076,130.202,171.812,140.063,148.216,52.476,137.693,154.800,52.042,89.785,178.586,59.281,119.025,133.384
110,48.061,125.979,131.534,49.950,123.217,137.193,368.519,119.655,90.598,211.316,171.283,64.252,64.667,154.227,141.696,106.951,122.630,74.830,167.277,119.207,148.757,489.806,169.460,55.950,125.893,163.805,60.789,69.095,121.746,125.379,85.433,147.846,142.214,17.471,113.814,129.467,328.167,139.133,137.359,196.333,135.724,126.149,787.730,143.410,133.440,484.364,144.270,126.830,259.371,149.977,124.456,236.476,154.074,130.095,204.250,140.018,148.145,49.571,138.121,154.434,66.333,89.900,178.471,58.469,118.639,132.984
111,53.592,126.036,131.436,49.300,123.027,136.970,365.222,119.718,90.632,179.595,171.262,64.310,60.143,154.502,141.871,77.049,122.615,74.437,173.957,119.240,148.607,541.097,169.548,55.947,150.347,163.848,61.035,65.571,121.861,125.278,40.433,147.959,142.178,96.294,113.753,129.434,243.722,139.189,137.199,279.500,135.688,126.179,823.622,143.420,133.492,582.364,144.304,126.867,248.857,149.920,124.547,237.714,154.122,130.060,119.000,140.206,148.173,75.905,138.085,154.527,66.500,89.587,178.538,37.531,118.784,132.526
112,30.245,126.119,131.256,43.825,123.311,136.654,354.481,119.670,90.564,251.494,171.193,64.330,86.905,154.292,141.783,62.393,122.680,74.740,210.298,119.339,148.792,495.742,169.504,55.806,146.747,163.956,60.896,78.286,122.158,125.200,34.100,147.863,142.116,59.412,113.457,129.565,270.056,139.181,137.311,226.611,135.703,125.980,786.595,143.410,133.399,592.545,144.248,126.782,276.286,150.119,124.281,229.619,153.993,130.244,172.250,140.026,148.223,73.238,137.708,154.689,62.250,90.196,178.449,46.594,118.732,132.807
113,74.367,126.161,131.247,31.150,123.383,137.008,332.963,119.794,90.405,217.949,171.190,64.308,49.952,154.026,142.559,63.148,122.686,74.476,169.404,119.196,148.851,505.161,169.534,55.972,174.533,163.900,60.976,48.476,122.247,125.295,67.567,148.272,142.196,51.059,113.621,129.526,233.389,139.048,137.221,309.667,135.678,126.121,896.919,143.361,133.412,518.364,144.303,126.879,207.029,150.351,124.393,157.952,154.099,130.355,137.438,139.936,148.170,61.429,138.127,154.737,67.667,89.728,178.775,30.469,118.538,133.152
114,127.633,126.148,131.157,49.900,123.478,136.876,384.407,119.735,90.521,203.899,171.295,64.343,88.286,154.241,141.963,81.279,122.633,74.526,234.553,119.196,148.694,550.000,169.517,56.022,131.813,163.829,61.007,85.381,122.279,125.647,70.667,148.065,142.192,23.294,114.024,129.095,268.167,139.111,137.266,200.722,135.761,126.054,866.000,143.362,133.431,588.136,144.336,126.827,253.086,150.184,124.440,246.476,154.117,130.002,165.938,139.944,148.002,104.952,137.504,154.638,49.625,89.928,178.652,53.844,118.839,133.057
115,318.163,126.128,131.268,35.925,123.100,136.896,306.519,119.758,90.632,232.380,171.294,64.356,71.762,154.238,142.156,65.213,122.962,74.698,153.702,119.224,148.732,544.839,169.501,55.948,136.053,163.800,60.944,68.238,121.774,125.165,78.300,147.756,142.253,55.000,113.554,129.312,198.722,139.103,137.319,254.278,135.876,125.956,833.730,143.374,133.410,642.364,144.324,126.819,303.800,149.957,124.401,222.857,154.201,130.300,212.812,140.097,148.146,50.238,137.884,154.819,58.542,89.819,178.563,63.562,118.817,132.669
116,156.245,126.198,131.144,55.175,123.087,136.594,308.630,119.678,90.742,195.899,171.223,64.325,77.286,154.211,141.795,57.246,122.651,74.417,162.894,119.226,148.846,427.097,169.477,55.953,129.920,163.877,60.965,27.095,122.019,125.414,51.800,147.926,142.258,35.647,113.840,129.207,327.222,139.174,137.197,281.667,135.739,126.131,866.378,143.409,133.365,503.864,144.337,126.760,255.343,150.079,124.474,218.429,154.170,130.136,156.062,139.966,148.258,71.762,137.794,154.992,79.208,89.988,178.557,82.594,118.759,132.654
117,367.265,126.000,131.262,46.725,123.329,137.064,318.630,119.696,90.633,208.152,171.251,64.313,51.619,154.461,142.249,78.328,122.568,74.747,149.319,119.138,148.659,487.419,169.482,55.835,159.093,163.802,60.787,52.857,122.382,125.322,62.000,147.833,142.451,14.647,113.478,129.172,195.722,139.147,137.423,219.278,135.889,126.047,793.081,143.377,133.374,485.136,144.360,126.917,223.371,150.070,124.415,187.667,154.026,130.233,124.062,140.139,148.115,60.048,137.970,154.890,55.500,90.002,178.682,64.938,118.779,132.870
118,153.408,126.030,131.324,86.150,123.323,136.664,299.481,119.811,90.659,194.532,171.299,64.334,68.333,154.081,142.221,89.148,122.634,74.598,156.340,119.098,148.543,582.258,169.500,55.956,122.853,163.837,60.879,48.476,121.804,125.383,54.067,148.087,142.458,49.059,113.221,129.369,257.667,139.131,137.216,303.833,135.558,126.118,820.378,143.414,133.452,635.545,144.318,126.865,242.800,150.100,124.405,193.571,154.001,130.103,95.688,140.145,148.397,58.619,137.584,154.706,39.333,90.234,178.655,65.562,118.950,133.052
119,105.184,125.957,131.422,411.575,123.268,136.602,330.630,119.762,90.706,174.835,171.298,64.347,41.905,154.393,141.757,59.115,122.743,74.537,129.915,119.284,148.721,610.968,169.496,55.969,138.000,163.863,60.795,51.571,121.955,125.099,48.000,147.868,142.124,52.471,113.362,129.184,245.389,139.072,137.385,338.111,135.876,126.250,839.459,143.407,133.386,415.000,144.271,126.763,268.171,150.102,124.526,218.238,153.955,130.176,164.375,140.008,147.987,31.381,137.658,154.925,75.750,90.020,178.678,47.656,118.999,133.137
120,333.061,126.141,131.331,509.825,123.288,136.732,292.593,119.814,90.596,202.962,171.265,64.322,63.952,154.166,142.048,87.607,122.663,74.723,177.617,119.126,148.850,436.839,169.486,56.113,164.453,163.801,61.221,80.381,122.271,125.343,51.567,147.981,142.023,34.529,113.649,129.154,263.167,139.080,137.307,261.833,135.756,126.024,833.730,143.340,133.363,532.000,144.346,126.795,230.943,149.818,124.511,213.762,154.045,130.226,144.750,140.039,148.241,56.667,137.860,154.686,70.667,90.111,178.167,90.312,119.051,132.803
121,147.367,126.239,131.260,281.325,123.114,136.557,319.333,119.767,90.499,200.658,171.360,64.458,48.857,154.213,141.862,77.148,122.661,74.683,177.957,119.058,148.571,643.097,169.432,55.952,130.373,163.938,60.890,67.714,122.118,125.225,32.300,148.240,141.953,60.353,113.529,129.411,226.111,139.090,137.308,286.611,135.899,126.083,814.541,143.445,133.446,554.682,144.300,126.812,210.257,150.070,124.551,342.095,154.044,130.265,192.375,140.046,148.111,46.476,137.969,154.350,49.125,90.285,178.497,38.312,119.221,133.206
122,180.245,125.985,131.152,254.450,123.417,136.751,356.704,119.725,90.527,193.392,171.197,64.290,48.238,154.197,141.744,59.344,122.595,74.152,182.851,119.230,148.516,507.548,169.431,55.889,152.960,163.787,61.014,63.571,121.716,125.248,32.000,147.830,141.977,57.471,113.469,129.376,281.778,139.077,137.273,250.333,135.734,126.013,805.784,143.446,133.359,651.455,144.265,126.749,263.686,150.124,124.376,197.048,154.118,130.277,208.562,139.993,148.223,79.048,137.388,154.641,28.125,89.729,178.515,66.906,118.706,132.915
123,219.490,125.973,131.228,128.175,123.539,136.808,306.519,119.777,90.542,170.177,171.337,64.360,50.095,154.190,142.063,84.197,122.675,74.560,155.489,119.266,148.725,454.065,169.410,55.996,116.747,163.780,61.124,54.381,121.810,125.152,54.267,147.984,142.505,64.529,113.672,129.360,255.556,139.071,137.306,260.889,135.746,125.945,693.838,143.315,133.412,489.545,144.293,126.867,216.457,150.067,124.387,259.857,153.958,130.186,187.438,140.028,148.269,93.286,137.997,154.472,58.083,90.511,178.644,60.906,118.976,132.757
124,185.551,125.963,131.473,166.750,123.373,136.701,394.852,119.602,90.629,188.380,171.302,64.245,67.190,154.208,141.783,55.541,122.845,74.515,185.830,119.222,148.750,569.355,169.372,55.987,141.467,163.814,60.780,67.714,122.170,125.147,50.600,147.855,142.411,44.471,113.743,129.293,281.056,139.089,137.402,287.556,135.786,125.973,737.459,143.342,133.408,627.682,144.326,126.899,304.771,149.928,124.549,237.571,154.131,130.097,181.312,139.910,147.910,49.667,138.110,154.487,74.875,90.333,178.551,41.125,118.758,132.755
125,147.000,126.185,131.383,213.725,123.361,136.637,306.926,119.728,90.509,175.114,171.230,64.153,53.667,154.325,141.730,47.738,122.589,74.487,183.319,119.182,148.481,540.323,169.530,55.920,160.933,163.795,61.073,61.571,122.159,125.155,58.967,147.964,142.359,38.941,113.489,129.404,226.611,139.129,137.342,236.944,135.744,126.147,681.459,143.405,133.419,455.955,144.318,126.826,213.857,150.162,124.470,219.905,153.973,130.024,200.750,140.005,148.198,57.286,137.829,154.680,61.000,89.782,178.505,38.875,118.974,132.958
126,106.286,126.140,131.540,90.050,123.246,136.850,361.630,119.738,90.577,235.722,171.265,64.199,77.524,154.337,141.866,73.705,122.743,74.613,120.979,119.235,148.622,615.742,169.515,55.958,134.293,163.810,60.966,43.048,122.078,125.384,40.600,148.012,142.061,21.882,114.068,129.518,296.722,139.114,137.317,273.889,135.795,125.997,811.243,143.455,133.307,577.182,144.366,126.788,250.029,149.965,124.396,222.619,154.191,130.208,96.938,140.136,148.181,63.619,137.854,154.572,58.500,89.777,178.562,71.750,118.680,132.835
127,100.061,125.944,131.504,53.825,123.236,137.015,307.000,119.769,90.743,250.481,171.198,64.331,50.619,154.242,141.774,70.918,122.536,74.763,123.191,119.125,149.026,631.806,169.463,55.971,137.653,163.830,61.230,38.714,121.792,125.215,53.233,148.041,141.853,51.000,113.389,129.313,300.778,139.246,137.329,288.722,135.763,126.132,705.135,143.364,133.374,498.455,144.346,126.859,257.714,150.142,124.480,224.429,154.054,130.087,148.562,140.017,148.105,52.143,137.486,154.737,52.167,89.502,178.476,48.281,118.923,132.858
128,52.449,126.066,131.121,59.775,123.459,136.676,374.222,119.775,90.495,221.797,171.333,64.356,56.857,154.079,141.729,60.426,122.670,74.697,129.574,119.195,148.650,523.419,169.508,56.015,124.773,163.800,60.777,66.619,122.047,125.241,36.367,147.677,142.278,33.294,113.748,129.024,204.056,139.184,137.372,241.833,135.782,125.981,838.324,143.407,133.390,567.091,144.277,126.793,234.343,150.002,124.519,257.810,154.162,130.228,186.125,140.054,148.160,50.000,137.696,154.685,50.167,89.911,178.694,77.906,118.988,133.053
129,90.939,126.285,131.452,27.725,122.969,136.986,274.889,119.796,90.580,173.013,171.269,64.411,70.619,154.207,142.216,97.836,122.746,74.671,119.745,119.164,148.687,602.581,169.469,55.993,153.920,163.745,60.772,30.667,122.400,125.392,67.800,147.614,142.130,48.471,114.096,129.349,403.944,139.229,137.397,276.667,135.662,126.223,783.622,143.383,133.456,578.000,144.261,126.821,271.371,150.044,124.507,205.143,153.865,130.195,123.438,140.044,148.003,96.667,137.607,154.690,77.583,90.031,178.580,49.812,118.853,132.687
130,59.939,126.130,131.349,54.375,123.219,136.713,304.333,119.805,90.793,152.684,171.419,64.242,63.000,154.160,142.143,79.639,122.749,74.711,132.383,119.266,148.769,568.000,169.437,56.041,114.800,163.901,61.005,53.524,121.935,125.416,31.900,148.072,141.984,53.765,113.568,129.288,225.556,139.109,137.313,246.167,135.722,125.993,652.432,143.387,133.488,503.273,144.241,126.791,299.143,149.939,124.523,246.476,154.095,130.269,208.750,139.992,147.923,51.714,137.782,154.668,63.833,90.031,178.551,58.000,118.938,132.880
131,61.327,126.082,131.019,58.500,123.308,136.818,350.889,119.734,90.615,186.633,171.235,64.423,64.333,154.330,141.749,65.213,122.724,74.336,126.809,119.220,148.513,522.065,169.354,55.972,131.760,163.732,60.940,56.381,122.161,125.407,50.533,147.849,142.277,73.824,113.436,129.571,230.667,139.167,137.394,224.889,135.706,126.209,813.351,143.378,133.388,617.682,144.315,126.844,259.971,149.971,124.509,277.952,154.127,130.257,153.688,139.997,148.129,65.238,137.407,154.875,21.167,90.284,178.510,74.375,118.655,132.982
132,58.816,126.184,131.453,38.575,123.185,137.167,304.593,119.840,90.557,234.430,171.082,64.072,87.714,154.436,141.774,48.525,122.743,74.580,144.511,119.187,148.595,589.871,169.478,56.082,175.707,163.757,61.062,75.762,121.821,125.353,47.333,147.778,142.173,50.588,113.589,129.304,265.889,139.189,137.370,313.444,135.753,125.985,724.649,143.428,133.346,591.045,144.288,126.841,263.314,149.968,124.476,213.048,154.080,130.161,75.375,140.075,148.024,82.524,137.965,154.837,78.917,89.551,178.597,64.031,118.896,133.081
133,57.265,125.987,131.553,59.225,123.435,136.617,322.037,119.794,90.636,179.241,171.264,64.256,47.143,154.200,142.121,75.311,122.421,74.739,111.447,119.285,148.663,623.419,169.409,55.956,143.227,163.861,60.854,35.524,121.905,125.208,63.500,147.935,142.162,63.059,113.520,129.256,228.000,139.029,137.206,299.611,135.848,126.049,796.216,143.376,133.394,461.227,144.296,126.768,252.543,150.089,124.450,189.810,154.077,130.180,121.062,140.013,148.320,71.048,138.191,154.814,56.625,90.009,178.624,85.812,118.948,132.946
134,31.571,125.883,131.288,46.550,123.367,136.830,284.963,119.655,90.553,201.367,171.371,64.314,50.619,154.177,141.971,73.869,122.531,74.519,138.340,119.181,148.677,493.032,169.437,55.985,114.293,163.723,61.251,62.333,122.119,125.139,54.767,147.995,142.453,68.529,113.802,129.245,315.167,139.190,137.374,252.222,135.721,126.096,802.541,143.458,133.428,399.500,144.365,126.801,259.343,149.985,124.476,265.476,154.056,130.277,170.750,140.049,148.135,74.810,137.641,154.667,48.625,90.023,178.542,61.281,118.600,132.931
135,78.245,126.378,131.737,59.200,123.423,136.601,294.889,119.801,90.432,204.253,171.262,64.317,72.429,154.281,142.337,71.049,122.413,74.897,156.553,119.193,148.578,532.452,169.372,55.868,153.893,163.861,61.016,76.762,122.062,125.199,36.233,147.701,142.390,29.059,113.817,129.291,281.000,139.162,137.358,236.111,135.819,126.253,737.730,143.316,133.416,581.455,144.373,126.831,175.943,149.889,124.406,255.810,154.006,130.172,130.625,139.921,148.235,41.048,137.689,154.721,53.250,90.032,178.602,58.750,118.596,133.421
136,58.388,126.113,131.133,54.175,123.370,136.932,285.185,119.731,90.469,184.937,171.274,64.140,77.381,154.185,142.015,56.557,122.540,74.660,201.191,119.275,148.588,626.452,169.420,56.041,116.400,163.869,61.081,57.095,121.907,125.087,69.767,148.048,142.134,56.882,113.508,129.437,278.833,139.030,137.262,214.167,135.711,126.028,752.541,143.523,133.443,503.227,144.358,126.871,251.886,150.066,124.503,136.524,153.947,130.236,192.812,140.074,148.315,45.905,137.826,154.295,56.083,89.762,178.493,41.906,118.802,133.126
137,74.327,126.038,131.261,61.875,123.196,137.065,277.222,119.673,90.648,231.013,171.272,64.300,83.667,154.361,142.104,97.311,122.609,74.645,173.234,119.208,148.391,640.194,169.440,56.045,117.840,163.853,60.907,53.476,121.543,125.141,31.500,148.181,141.971,29.471,113.859,129.062,259.611,139.185,137.287,233.333,135.724,126.032,727.081,143.334,133.388,437.636,144.317,126.759,214.857,149.919,124.489,256.667,154.078,130.207,174.812,140.024,148.134,82.524,137.820,154.484,47.250,90.307,178.527,44.531,118.512,132.547
138,55.327,126.161,131.579,49.775,123.021,137.083,284.111,119.743,90.653,166.886,171.268,64.363,36.048,154.023,142.487,88.295,122.655,74.421,176.085,119.132,148.641,567.161,169.397,56.163,169.760,163.703,60.884,73.619,122.044,125.141,67.700,147.952,141.993,54.176,113.472,129.254,213.111,139.092,137.209,233.667,135.782,126.183,684.811,143.444,133.463,556.091,144.364,126.851,265.714,150.008,124.394,238.952,154.166,130.136,142.000,140.052,148.169,65.762,137.459,154.638,63.250,90.045,178.400,71.156,118.833,132.675
139,47.694,126.334,131.360,49.325,123.254,136.829,317.741,119.733,90.575,158.329,171.359,64.352,52.286,154.152,141.776,62.590,122.586,74.589,154.809,119.238,148.551,568.581,169.383,55.954,136.720,163.957,60.870,86.714,121.924,125.398,64.733,147.921,142.110,53.353,113.728,129.446,283.167,139.170,137.330,262.611,135.694,126.075,757.784,143.341,133.403,478.545,144.331,126.840,238.829,150.163,124.398,269.238,154.093,130.119,165.750,139.815,148.100,49.619,138.129,154.723,61.750,90.029,178.564,56.094,118.663,132.788
140,49.163,126.249,131.480,51.700,123.422,137.043,287.593,119.764,90.570,163.190,171.172,64.317,48.667,154.339,141.712,56.361,122.769,74.533,147.234,119.152,148.660,703.548,169.391,56.058,122.347,163.998,60.882,32.381,121.999,125.192,59.400,148.099,142.292,18.882,113.579,129.164,276.722,139.076,137.219,292.444,135.732,126.054,784.595,143.313,133.482,476.545,144.186,126.817,252.629,150.082,124.490,236.667,154.136,130.071,109.438,140.013,147.826,87.238,137.499,154.738,66.625,90.050,178.441,65.781,118.943,132.879
141,55.041,126.019,131.255,53.775,123.253,136.819,279.889,119.749,90.728,210.582,171.240,64.378,79.000,154.311,141.960,54.131,122.497,74.783,157.277,119.268,148.819,526.968,169.423,56.032,122.053,163.846,61.055,28.429,121.889,125.308,47.433,148.245,141.901,73.882,113.581,129.251,206.944,139.120,137.371,241.222,135.765,125.888,825.243,143.319,133.370,497.364,144.300,126.767,228.543,150.166,124.390,217.524,154.170,130.164,119.812,139.915,148.197,40.762,137.966,154.463,69.750,89.527,178.465,43.281,118.989,132.804
142,51.286,126.472,131.086,53.700,123.046,137.006,321.852,119.676,90.572,179.443,171.248,64.099,36.762,154.227,142.502,67.672,122.779,74.805,124.128,119.231,148.648,584.452,169.393,56.149,142.827,163.900,60.440,29.571,121.544,125.144,57.833,147.988,142.286,51.294,113.833,129.292,225.222,139.177,137.487,241.611,135.712,126.166,726.757,143.375,133.398,612.545,144.223,126.800,204.114,150.027,124.527,232.857,154.062,130.114,74.625,140.141,148.183,78.048,137.557,154.737,69.667,90.047,178.744,55.000,118.545,133.019
