 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22
1,61.898,126.087,130.907,59.050,123.178,137.093,807.259,119.707,90.469,283.013,171.163,64.205,222.048,154.222,141.604,103.770,122.425,74.474,201.362,119.192,148.579,583.742,169.632,55.802,234.560,163.749,60.836,72.714,122.115,125.235,69.233,147.938,142.295,72.059,113.789,129.176,275.500,139.223,137.251,267.444,135.765,126.167,1015.784,143.362,133.500,586.182,144.296,126.812,343.143,150.199,124.436,328.857,153.992,130.127,212.562,140.031,148.270,115.571,137.843,154.623,60.250,90.157,178.449,89.625,118.760,133.035
2,47.327,126.144,131.247,49.800,123.373,136.561,885.667,119.657,90.475,259.570,171.180,64.273,160.238,154.292,141.628,94.033,122.708,74.522,251.574,119.131,148.453,415.032,169.617,55.874,224.560,163.881,61.007,72.381,122.131,124.958,86.333,147.943,142.258,54.176,113.579,129.162,263.333,139.247,137.513,283.667,135.716,125.975,915.027,143.402,133.405,713.955,144.390,126.742,278.400,150.130,124.490,239.524,154.088,129.977,95.062,140.086,148.322,86.476,137.815,154.787,38.542,90.310,178.440,84.062,118.776,133.012
3,46.286,126.147,131.451,67.225,123.193,136.925,795.296,119.665,90.454,186.405,171.263,64.246,178.762,154.306,141.544,52.754,122.595,74.990,184.298,119.161,148.453,386.581,169.717,55.829,165.093,163.744,61.360,62.476,121.854,125.191,47.200,147.900,142.300,132.471,113.450,129.250,368.944,139.215,137.294,321.778,135.853,126.082,918.973,143.427,133.485,643.045,144.382,126.838,352.771,150.198,124.595,234.286,154.099,130.243,155.938,140.046,148.230,84.810,137.488,154.836,36.333,90.274,178.454,93.938,118.797,132.931
4,63.653,126.020,131.137,40.950,123.106,136.975,879.074,119.610,90.377,288.203,171.280,64.292,206.381,154.183,141.563,60.918,122.508,74.681,221.489,119.209,148.391,569.677,169.671,55.758,154.667,163.945,61.019,87.476,122.022,125.050,82.700,148.006,142.323,62.353,113.816,129.424,300.389,139.168,137.348,305.556,135.801,126.138,978.811,143.354,133.490,539.045,144.282,126.796,356.971,150.138,124.430,319.000,154.014,130.154,205.375,140.022,148.263,106.857,137.838,154.540,33.625,89.785,178.542,59.531,118.464,132.853
5,57.898,125.903,130.791,53.625,123.174,136.900,819.074,119.684,90.487,246.709,171.143,64.170,213.524,154.237,141.715,88.328,122.506,74.401,187.106,119.280,148.600,478.710,169.681,55.865,181.467,163.768,61.131,104.238,121.864,125.282,88.700,148.176,142.493,29.294,113.498,129.310,391.500,139.152,137.397,263.222,135.826,126.066,855.892,143.396,133.383,650.727,144.404,126.712,278.114,150.055,124.569,270.000,154.071,130.230,178.250,140.080,148.195,67.810,137.852,154.736,52.167,89.543,178.547,48.625,118.739,133.292
6,58.469,125.835,131.228,49.000,123.172,136.921,848.556,119.615,90.460,265.241,171.309,64.339,129.571,154.239,141.680,103.672,122.498,74.341,211.787,119.218,148.561,414.065,169.581,55.865,237.227,163.848,61.302,82.667,121.925,125.158,113.033,147.929,142.398,75.824,113.334,129.096,419.833,139.289,137.431,291.833,135.815,126.011,765.081,143.390,133.431,607.909,144.320,126.830,293.114,150.164,124.478,217.619,154.003,130.172,105.438,139.937,148.022,108.524,137.705,154.663,42.583,90.467,178.393,60.188,118.913,132.783
7,45.796,125.835,131.237,47.425,123.362,136.601,743.333,119.722,90.519,238.177,171.136,64.349,180.048,154.255,141.886,106.131,122.663,74.610,172.511,119.133,148.512,442.774,169.686,55.885,192.667,163.780,61.156,74.810,121.960,125.256,81.967,147.617,142.138,98.941,113.350,129.119,259.000,139.112,137.425,282.111,135.791,126.050,920.054,143.344,133.395,567.773,144.346,126.812,291.171,150.218,124.442,243.667,154.095,130.139,236.875,139.973,147.793,93.810,137.879,154.385,47.625,90.000,178.279,65.875,118.645,133.175
8,81.082,125.974,130.842,89.050,123.480,137.183,816.741,119.640,90.450,265.899,171.327,64.327,134.571,154.326,141.519,116.721,122.517,74.501,290.128,119.154,148.544,270.710,169.584,55.797,180.933,163.871,60.969,85.714,121.817,125.270,67.500,148.078,142.196,44.529,113.573,129.400,249.889,139.124,137.296,307.056,135.856,125.882,942.378,143.360,133.483,716.682,144.310,126.840,284.029,150.186,124.479,266.238,153.968,130.138,130.750,139.991,148.145,81.048,137.808,154.580,28.042,90.140,178.320,82.156,118.850,132.912
9,52.531,125.963,131.396,54.425,123.340,136.603,799.222,119.648,90.448,241.291,171.317,64.425,190.905,154.287,141.630,85.344,122.435,74.728,168.809,119.140,148.622,439.806,169.712,55.858,174.027,163.843,60.987,85.095,121.856,125.248,87.667,147.953,142.243,65.059,113.561,129.156,308.778,139.234,137.449,277.667,135.845,126.133,1030.865,143.435,133.420,545.318,144.336,126.807,293.029,150.181,124.639,260.524,153.998,130.001,196.250,139.827,148.396,108.429,137.798,154.658,48.083,90.178,178.376,66.469,118.850,132.847
10,36.265,125.988,131.440,40.900,123.207,136.936,812.704,119.562,90.439,309.772,171.261,64.165,153.952,154.208,141.748,87.213,122.333,74.669,198.936,119.181,148.602,472.710,169.708,55.885,175.093,163.832,60.999,93.857,121.866,125.240,75.667,147.958,142.295,75.000,113.712,129.336,354.333,139.300,137.374,350.278,135.748,126.011,984.649,143.319,133.460,488.318,144.250,126.843,246.200,150.187,124.471,254.762,154.023,130.307,168.938,139.997,147.814,52.476,138.071,154.588,37.167,90.058,178.552,48.750,118.639,132.851
11,54.551,126.100,131.325,64.725,123.149,136.594,755.815,119.609,90.517,269.367,171.233,64.277,135.524,154.330,141.801,73.770,122.626,74.721,203.319,119.187,148.526,401.935,169.646,55.805,191.307,163.917,61.310,122.286,121.858,125.262,87.167,147.928,142.029,51.941,113.406,129.160,354.889,139.287,137.551,301.278,135.787,126.096,905.730,143.463,133.420,706.545,144.443,126.766,262.171,150.245,124.477,239.286,154.062,130.036,175.188,139.932,148.091,80.238,137.698,154.510,39.000,90.167,178.594,63.969,118.754,133.053
12,32.184,126.115,130.713,58.125,123.407,136.747,766.482,119.565,90.434,201.823,171.203,64.287,208.429,154.178,141.694,70.328,122.626,74.786,270.298,119.221,148.620,432.839,169.631,55.732,189.173,163.826,61.125,95.476,122.039,125.291,76.333,148.077,142.281,83.941,113.626,128.979,301.222,139.225,137.502,247.167,135.783,126.099,927.189,143.360,133.403,693.455,144.272,126.808,313.143,150.095,124.662,222.095,153.991,130.187,249.188,139.978,147.988,60.667,137.546,154.640,48.542,90.264,178.589,52.125,118.810,132.842
13,48.408,126.079,131.490,59.600,123.361,136.807,748.259,119.578,90.436,278.962,171.310,64.189,150.048,154.276,141.629,63.705,122.592,74.658,175.447,119.088,148.517,498.645,169.674,55.899,166.160,163.963,61.252,66.095,121.843,125.276,73.733,147.748,142.197,49.647,113.690,129.162,299.556,139.228,137.293,306.667,135.947,126.130,896.595,143.395,133.463,600.955,144.286,126.677,279.486,150.183,124.495,244.619,154.091,130.301,157.312,140.066,148.007,43.238,137.839,154.353,40.708,89.782,178.585,51.500,118.863,133.162
14,47.286,126.367,131.482,82.075,123.557,136.968,785.704,119.651,90.459,241.266,171.324,64.115,127.762,154.137,141.598,122.951,122.641,74.473,128.000,119.313,148.583,335.419,169.645,55.819,209.413,163.843,61.062,101.238,122.121,125.012,91.667,147.782,142.017,40.353,113.519,129.434,383.944,139.221,137.319,275.444,135.780,126.124,887.081,143.436,133.479,683.455,144.298,126.828,283.743,150.125,124.396,248.048,154.048,129.894,139.125,139.915,148.225,26.000,137.871,154.688,24.792,90.074,178.648,51.781,118.881,133.198
15,67.633,126.083,131.449,77.200,123.216,137.042,655.407,119.582,90.417,225.570,171.212,64.258,137.667,154.259,141.566,81.639,122.725,74.682,144.894,119.131,148.559,485.935,169.670,55.781,199.733,163.853,61.225,54.571,122.155,125.172,85.967,147.756,141.916,52.529,113.474,129.086,296.111,139.210,137.492,265.278,135.860,125.937,806.000,143.373,133.446,657.091,144.254,126.738,295.057,150.175,124.451,234.286,154.104,130.090,199.000,140.092,147.968,64.048,138.150,154.541,32.833,89.752,178.330,62.938,118.835,132.765
16,55.571,126.231,130.887,43.525,123.177,136.976,578.667,119.634,90.386,259.519,171.330,64.223,194.952,154.367,141.578,85.508,122.522,74.699,195.957,119.101,148.389,399.226,169.642,55.721,164.427,163.903,61.092,67.857,121.922,125.365,72.800,147.833,142.041,39.882,113.802,128.971,271.778,139.174,137.291,292.444,135.774,125.904,867.135,143.380,133.450,716.091,144.367,126.797,314.629,150.102,124.531,288.333,153.965,130.135,191.875,140.158,148.035,73.143,137.708,154.787,29.292,90.151,178.426,70.625,118.895,133.258
17,75.041,125.945,131.101,43.750,123.133,136.768,686.482,119.671,90.500,250.582,171.203,64.199,168.238,154.270,141.874,83.344,122.476,74.627,191.915,119.102,148.608,427.290,169.703,55.924,221.413,163.769,61.231,80.524,121.943,125.114,93.433,147.952,142.249,51.176,113.751,129.413,267.556,139.150,137.401,294.278,135.880,126.055,880.649,143.363,133.438,589.636,144.288,126.791,302.600,150.278,124.497,224.714,154.172,130.079,157.562,139.904,148.001,114.952,137.349,154.779,38.500,90.045,178.293,55.406,118.925,133.197
18,66.694,126.100,131.156,55.700,123.480,136.545,693.852,119.615,90.510,210.481,171.194,64.328,156.714,154.244,141.711,81.475,122.675,74.644,200.851,119.268,148.506,349.935,169.651,55.918,211.920,163.925,61.049,84.952,122.325,125.228,99.100,147.630,142.067,75.706,113.696,129.203,293.167,139.165,137.360,370.778,135.762,126.042,895.892,143.394,133.475,639.500,144.312,126.699,307.229,150.130,124.382,269.762,154.060,130.089,143.938,140.005,148.060,101.571,137.868,154.884,55.333,90.062,178.677,68.406,118.792,132.755
19,25.714,126.226,131.396,57.825,123.193,136.950,735.815,119.692,90.560,241.873,171.285,64.062,210.952,154.292,141.702,77.082,122.528,74.709,138.255,119.229,148.660,467.613,169.604,55.848,149.067,163.911,61.269,105.429,122.139,125.142,69.167,147.962,142.398,52.294,113.758,129.221,279.667,139.171,137.403,302.556,135.883,126.200,945.027,143.392,133.476,608.727,144.320,126.787,330.829,150.218,124.602,325.333,153.992,130.237,144.812,140.050,148.305,48.095,137.961,154.723,40.000,89.777,178.691,51.406,118.655,132.918
20,38.061,126.164,131.084,61.900,123.127,136.753,552.963,119.685,90.395,269.291,171.199,64.182,163.619,154.271,141.786,90.721,122.445,74.517,175.149,119.151,148.631,418.387,169.521,55.875,168.827,163.884,61.011,53.619,122.042,125.198,90.800,147.860,142.502,97.471,113.642,129.228,301.222,139.235,137.419,249.722,135.792,126.167,877.784,143.412,133.480,611.909,144.276,126.797,294.971,150.224,124.553,248.190,154.089,130.350,167.500,140.007,148.047,55.333,137.792,154.798,55.042,90.318,178.592,73.938,118.740,132.919
21,48.837,125.924,131.360,45.875,122.923,137.031,683.630,119.618,90.581,233.443,171.240,64.071,173.762,154.162,141.688,49.344,122.598,74.560,135.106,119.277,148.610,370.065,169.646,55.850,221.227,163.919,61.356,45.238,122.103,125.187,77.133,147.976,141.929,49.412,113.726,129.124,311.778,139.309,137.269,290.000,135.869,126.153,843.297,143.420,133.392,554.727,144.391,126.801,278.029,150.140,124.525,306.381,154.047,130.139,189.250,139.945,148.199,102.429,137.957,154.642,44.542,90.203,178.705,71.062,118.624,132.827
22,31.918,125.809,131.608,70.475,123.640,137.169,546.148,119.636,90.470,244.582,171.255,64.168,152.143,154.236,141.697,94.328,122.577,74.810,182.766,119.260,148.583,394.194,169.685,55.872,192.773,163.944,61.201,108.476,121.922,125.291,108.900,147.855,141.753,84.824,113.836,129.349,273.944,138.970,137.312,263.056,135.832,125.966,981.730,143.449,133.446,552.773,144.299,126.835,296.486,150.153,124.404,239.762,154.013,130.064,175.250,140.064,148.071,47.095,137.260,154.664,43.917,89.836,178.727,59.250,118.542,132.669
23,42.286,125.876,130.929,71.075,122.966,136.961,573.407,119.675,90.518,233.924,171.267,64.309,193.619,154.377,141.659,108.557,122.590,74.525,160.511,119.138,148.772,462.129,169.627,55.793,203.413,163.946,60.940,48.190,121.989,125.090,82.033,148.014,141.953,54.235,113.845,129.358,378.944,139.262,137.453,277.333,135.864,126.013,946.378,143.413,133.452,671.909,144.347,126.830,281.143,150.210,124.469,318.714,154.005,129.997,190.375,139.921,148.203,49.714,137.728,154.782,46.958,89.809,178.635,66.031,118.765,132.480
24,63.449,125.930,130.715,60.625,123.186,137.042,639.482,119.665,90.496,251.165,171.312,64.247,162.810,154.256,141.691,78.197,122.196,74.560,165.319,119.263,148.560,397.097,169.675,55.723,170.480,163.831,60.961,60.571,122.022,125.269,62.767,147.927,142.262,41.765,113.749,129.409,261.222,139.130,137.340,269.667,135.763,126.086,972.216,143.415,133.419,624.045,144.362,126.842,321.657,150.205,124.532,243.048,154.062,130.208,169.938,139.983,148.023,56.667,137.537,154.743,50.000,89.940,178.705,72.375,118.888,133.014
25,46.469,126.210,131.021,65.675,123.169,136.791,603.778,119.599,90.576,254.582,171.264,64.056,187.190,154.275,141.770,102.000,122.662,74.593,150.128,119.178,148.495,360.839,169.652,55.866,209.467,163.853,61.111,59.905,122.038,125.380,71.500,147.802,142.415,28.941,113.265,129.044,315.778,139.215,137.355,295.389,135.847,125.871,918.216,143.322,133.386,639.318,144.336,126.716,335.400,150.067,124.472,281.524,154.078,130.166,186.375,140.086,148.422,62.048,137.834,154.509,42.000,89.576,178.658,68.281,118.705,132.779
26,37.245,126.232,130.997,39.750,123.777,136.486,601.222,119.710,90.483,215.291,171.162,64.007,132.190,154.296,141.600,120.787,122.621,74.269,191.745,119.300,148.349,387.355,169.588,55.814,202.187,163.892,61.129,54.619,122.142,125.038,73.500,147.679,142.148,50.529,113.721,129.253,307.722,139.055,137.230,357.167,135.735,125.871,850.865,143.336,133.326,568.864,144.263,126.787,285.629,150.155,124.557,218.667,154.182,130.152,168.438,140.046,148.215,86.667,137.731,154.808,74.292,90.446,178.604,59.625,118.718,132.699
27,36.939,126.530,131.627,49.725,122.945,136.827,644.148,119.631,90.504,233.949,171.347,64.135,159.048,154.188,141.876,91.049,122.892,74.378,132.894,119.259,148.477,394.129,169.635,55.925,170.613,163.861,61.015,51.619,122.105,125.240,77.833,148.007,141.970,71.118,113.871,129.132,327.444,139.212,137.519,290.667,135.846,126.058,859.622,143.524,133.416,509.500,144.361,126.805,271.000,150.172,124.519,200.048,154.081,130.011,162.750,139.960,148.343,83.905,137.887,154.729,36.167,90.315,178.253,58.219,118.947,132.639
28,47.857,126.080,131.143,49.350,123.173,136.735,620.407,119.564,90.310,247.823,171.250,64.132,132.143,154.241,141.556,86.393,122.539,74.723,117.277,119.226,148.609,430.452,169.616,55.736,153.600,164.011,61.050,74.857,121.908,125.057,101.800,147.670,141.817,59.412,113.776,129.101,298.222,139.198,137.505,247.722,135.807,126.048,931.243,143.400,133.359,528.091,144.349,126.782,305.086,150.177,124.461,343.095,154.027,130.087,176.875,140.009,148.234,63.905,137.627,154.708,21.042,90.079,178.549,65.625,118.805,132.737
29,52.122,126.063,131.115,87.900,123.526,136.784,578.148,119.598,90.358,219.899,171.253,64.234,162.238,154.120,141.533,111.279,122.735,74.729,157.702,119.266,148.715,434.387,169.593,55.932,109.760,163.832,60.805,76.190,121.955,125.147,58.900,147.695,142.043,84.706,113.907,129.484,267.611,139.203,137.231,192.778,135.785,125.962,960.054,143.373,133.355,661.818,144.277,126.735,317.771,150.122,124.488,265.762,153.942,130.276,181.188,140.063,148.177,102.476,137.872,154.601,36.458,90.506,178.480,42.969,119.004,133.039
30,56.694,126.346,131.010,77.100,123.427,136.737,509.259,119.616,90.408,243.291,171.299,64.329,149.048,154.397,141.809,72.197,122.813,74.628,190.851,119.210,148.385,474.129,169.652,55.832,158.187,163.835,61.076,72.619,121.877,125.370,118.633,147.440,142.180,41.647,113.733,129.175,260.667,139.159,137.226,287.111,135.735,126.180,1001.027,143.385,133.413,568.773,144.373,126.833,306.686,150.171,124.450,261.286,154.174,130.092,147.312,139.947,148.059,65.238,138.215,154.772,37.250,89.733,178.620,51.156,118.623,132.824
31,72.673,126.174,131.302,47.550,122.960,136.725,473.148,119.736,90.389,239.165,171.184,64.060,170.571,154.211,141.745,91.279,122.466,74.365,151.362,119.212,148.773,405.419,169.597,55.850,159.520,163.897,61.005,81.095,122.174,125.299,82.233,147.668,142.176,66.941,113.699,129.326,294.667,139.182,137.369,323.444,135.798,126.193,857.135,143.424,133.508,596.773,144.288,126.823,241.057,150.075,124.530,203.381,153.991,130.122,151.312,140.111,148.158,101.810,137.742,154.568,54.250,89.441,178.508,61.844,118.672,132.945
32,46.694,125.881,130.670,53.600,122.996,136.665,581.704,119.652,90.472,200.203,171.465,64.053,157.429,154.165,141.562,77.115,122.680,74.536,170.298,119.162,148.581,391.548,169.632,55.853,223.200,163.785,61.069,96.190,122.148,125.357,63.700,147.862,142.074,104.706,113.916,129.120,260.556,139.088,137.333,308.167,135.842,126.182,940.595,143.399,133.402,625.273,144.289,126.726,288.400,150.010,124.488,250.286,154.065,130.159,201.125,139.962,148.216,192.429,138.015,154.889,47.375,90.121,178.445,63.719,118.597,132.985
33,49.327,125.729,131.551,69.425,123.007,136.450,543.259,119.739,90.537,202.253,171.108,64.067,144.667,154.332,141.867,65.869,122.666,74.505,162.426,119.171,148.525,414.258,169.696,55.895,138.693,163.994,60.541,108.905,121.695,125.114,48.800,147.937,142.231,12.706,113.400,129.392,301.389,139.209,137.377,262.667,135.844,126.240,961.459,143.405,133.468,553.818,144.296,126.776,275.629,150.162,124.505,223.095,154.084,130.041,169.250,139.968,148.495,55.143,137.824,154.702,40.375,89.818,178.480,84.719,118.987,133.416
34,49.531,126.004,130.759,60.475,123.318,136.743,522.222,119.684,90.510,227.342,171.347,64.316,170.095,154.284,141.684,65.738,122.476,74.571,161.149,119.366,148.617,430.774,169.575,55.850,201.520,163.879,61.032,109.905,122.098,125.215,88.967,147.937,142.256,92.647,113.556,129.126,329.722,139.122,137.353,276.000,135.877,126.106,881.892,143.401,133.468,702.955,144.234,126.830,281.200,150.002,124.524,238.714,154.024,130.158,144.625,140.108,148.261,71.000,137.874,154.628,40.833,90.387,178.555,58.625,118.687,132.713
35,37.510,126.081,131.328,64.700,123.330,136.811,455.185,119.687,90.670,200.278,171.318,64.228,139.619,154.033,141.431,110.787,122.565,74.698,148.894,119.149,148.329,421.290,169.656,55.955,142.427,163.880,61.316,97.095,121.924,125.164,72.500,147.636,142.191,91.824,113.577,129.253,334.111,139.270,137.337,282.444,135.733,126.140,868.487,143.401,133.402,619.545,144.315,126.810,229.857,150.296,124.521,234.048,154.121,130.139,124.688,140.154,148.241,57.857,137.597,154.696,68.417,89.766,178.486,69.312,118.727,132.854
36,57.633,125.817,130.992,64.400,123.468,136.885,443.407,119.620,90.666,219.595,171.242,64.210,169.619,154.397,141.518,87.902,122.621,74.492,186.851,119.190,148.637,572.516,169.689,55.872,180.827,163.928,61.221,73.524,121.881,125.295,111.600,147.737,142.220,103.765,113.584,129.384,273.889,139.067,137.486,277.611,135.828,126.152,851.784,143.373,133.392,536.545,144.336,126.787,319.886,150.273,124.396,189.571,154.084,130.131,96.500,139.918,148.311,68.048,137.836,154.805,45.375,89.705,178.562,98.000,118.592,132.974
37,50.388,125.979,131.091,55.075,123.031,136.793,516.222,119.659,90.514,210.101,171.262,64.032,153.667,154.304,141.728,42.918,122.551,74.234,203.915,119.166,148.763,416.645,169.650,55.785,159.173,163.900,60.896,74.238,122.233,125.275,60.200,147.909,142.159,37.353,113.373,129.496,229.667,139.248,137.401,355.889,135.648,126.194,842.865,143.408,133.431,652.182,144.420,126.836,283.200,150.287,124.502,188.286,153.987,130.006,132.125,140.116,148.130,69.857,137.801,154.754,45.125,89.710,178.585,71.188,119.052,132.843
38,37.878,126.087,131.123,48.675,123.535,136.759,469.556,119.756,90.415,195.266,171.163,64.151,124.048,154.283,141.734,123.934,122.628,74.324,162.468,119.172,148.651,396.968,169.664,55.921,142.000,163.706,60.988,92.714,122.177,125.229,72.733,147.851,141.967,76.765,113.568,129.196,259.722,139.210,137.299,310.667,135.827,126.175,835.459,143.364,133.451,505.227,144.317,126.713,325.343,150.262,124.542,320.429,154.243,130.065,76.312,140.134,147.796,72.000,137.777,154.483,46.417,89.481,178.573,58.781,118.873,132.746
39,64.755,126.095,131.123,68.050,123.308,136.933,644.444,119.662,90.513,212.430,171.243,64.211,147.810,154.120,141.482,67.049,122.701,74.457,150.000,119.212,148.485,478.065,169.666,55.975,147.040,163.804,61.156,85.238,122.169,125.230,77.367,147.529,142.369,46.353,113.616,129.146,328.722,139.268,137.385,321.944,135.807,126.098,920.973,143.386,133.437,599.682,144.348,126.762,323.857,150.173,124.450,148.524,154.028,130.426,214.688,139.902,148.336,47.714,137.707,154.594,35.917,89.998,178.598,74.375,118.754,132.865
40,53.776,126.187,131.066,64.200,123.468,136.845,517.778,119.699,90.479,288.785,171.284,63.972,141.190,154.230,141.376,82.492,122.323,74.677,188.766,119.254,148.504,390.258,169.582,55.897,100.960,163.915,60.966,84.333,122.042,125.201,70.533,147.970,142.239,86.412,113.519,129.370,289.167,139.204,137.398,246.556,135.697,126.283,1007.892,143.403,133.417,535.591,144.316,126.818,231.000,150.133,124.578,257.190,154.112,130.169,241.375,140.070,148.305,108.762,137.928,154.802,33.000,89.906,178.663,76.312,118.919,132.806
41,57.347,126.075,131.336,43.925,123.272,137.123,422.963,119.735,90.357,211.722,171.172,64.026,193.571,154.129,141.557,87.541,122.454,74.754,125.617,119.146,148.567,468.000,169.645,55.811,158.427,163.965,60.950,79.524,122.012,125.378,70.733,148.030,142.029,55.706,113.559,129.180,271.667,139.131,137.263,320.500,135.718,126.097,891.459,143.415,133.408,620.045,144.316,126.776,299.886,150.138,124.543,298.190,154.088,130.146,148.062,139.951,147.870,68.333,137.643,154.504,53.875,89.676,178.524,57.750,118.671,133.140
42,59.122,126.099,131.341,52.650,123.177,137.007,567.889,119.741,90.542,265.873,171.460,64.179,142.714,154.276,141.722,58.918,122.657,74.821,119.447,119.186,148.308,454.065,169.630,55.977,160.667,163.904,60.724,61.286,122.232,125.358,63.067,147.756,142.223,27.647,113.435,129.132,238.000,139.123,137.440,338.667,135.812,125.955,868.324,143.386,133.454,540.227,144.236,126.827,279.429,150.128,124.397,244.762,154.102,130.193,205.062,140.003,148.421,41.810,137.572,154.544,59.250,90.114,178.290,56.500,118.635,132.685
43,36.020,125.988,131.128,49.500,123.301,137.097,418.815,119.641,90.466,200.101,171.151,64.300,172.524,154.169,141.688,72.590,122.746,74.273,169.064,119.158,148.321,485.419,169.682,55.998,172.933,163.955,60.930,73.619,122.054,125.152,79.767,147.678,142.201,46.353,113.562,129.014,247.722,139.093,137.339,282.889,135.827,126.155,825.243,143.331,133.414,510.955,144.264,126.863,305.686,150.255,124.542,296.619,154.057,130.143,157.500,139.996,148.198,97.857,137.863,154.538,70.833,89.746,178.413,69.219,118.773,132.856
44,49.531,126.054,130.910,49.675,123.313,136.825,445.889,119.732,90.440,225.468,171.302,64.247,128.857,154.191,141.624,67.377,122.836,74.834,168.000,119.108,148.445,340.645,169.652,55.968,153.467,163.813,60.950,83.476,122.048,125.254,53.667,147.765,142.244,40.471,113.368,129.195,263.278,139.213,137.344,361.944,135.738,126.224,872.703,143.404,133.460,542.455,144.274,126.767,277.571,150.101,124.481,314.000,154.028,130.145,169.438,140.080,148.407,81.619,137.805,154.778,53.417,90.382,178.602,59.438,119.062,133.102
45,62.714,126.179,131.236,73.300,123.362,136.471,508.778,119.726,90.378,174.987,171.252,64.197,137.762,154.236,141.640,59.770,122.527,74.731,149.106,119.083,148.347,521.355,169.641,55.835,155.040,163.910,61.053,50.429,122.255,125.274,114.967,147.978,142.238,104.176,113.795,129.041,269.000,139.070,137.367,259.500,135.746,126.116,795.838,143.351,133.419,463.136,144.325,126.908,251.657,150.190,124.527,318.429,154.136,130.139,158.875,140.097,148.317,85.476,137.809,154.643,45.542,89.350,178.562,65.719,118.999,132.722
46,78.367,126.199,131.078,74.800,123.397,136.789,464.444,119.688,90.688,276.405,171.332,64.176,152.524,154.206,141.519,55.574,122.347,74.841,150.936,119.219,148.340,504.258,169.599,55.964,162.640,163.952,61.114,65.476,122.022,125.252,63.533,147.980,142.189,46.647,114.021,129.307,355.333,139.157,137.395,326.167,135.806,126.194,882.108,143.360,133.394,587.045,144.352,126.835,272.857,150.107,124.684,233.095,153.923,130.196,214.750,140.113,147.960,70.619,137.844,154.511,27.000,89.742,178.496,97.906,118.719,132.800
47,50.449,125.912,131.012,43.300,123.345,136.658,405.037,119.644,90.408,203.797,171.274,64.279,114.810,154.241,141.628,107.836,122.717,74.706,197.447,119.230,148.751,441.161,169.585,55.927,132.133,163.928,60.990,73.762,122.115,125.274,79.000,147.879,142.194,34.647,113.598,129.032,253.389,139.169,137.584,231.056,135.775,126.052,914.973,143.404,133.361,650.773,144.358,126.779,303.771,149.997,124.492,249.429,154.086,130.025,184.625,140.023,147.932,104.095,137.712,154.768,25.583,89.852,178.507,31.094,118.582,132.913
48,58.388,125.949,131.586,56.825,123.416,136.459,520.815,119.667,90.517,231.544,171.378,64.186,124.190,154.238,141.753,99.836,122.496,74.635,158.596,119.203,148.622,378.581,169.588,55.822,162.347,163.855,60.885,81.667,122.221,125.203,60.467,147.870,142.144,29.588,113.642,129.231,235.444,139.194,137.340,236.500,135.900,125.971,858.487,143.405,133.443,551.045,144.383,126.864,297.286,150.110,124.452,209.095,154.110,130.154,107.875,140.200,148.121,117.238,137.849,154.724,26.542,90.078,178.614,56.594,118.984,132.633
49,47.367,125.977,131.364,47.750,123.456,136.811,407.259,119.581,90.571,181.949,171.206,64.019,162.476,154.318,141.644,60.033,122.562,74.798,150.043,119.239,148.521,417.806,169.713,55.862,159.787,163.758,61.189,61.429,122.112,125.326,69.500,147.538,142.102,78.941,113.588,129.076,317.722,139.040,137.458,220.778,135.654,126.261,811.351,143.362,133.463,657.909,144.337,126.774,275.143,150.191,124.467,268.048,154.009,130.083,164.812,139.999,148.136,37.810,137.771,154.562,33.708,90.427,178.362,89.844,118.895,133.006
50,77.735,126.070,131.210,55.450,123.461,136.840,507.667,119.667,90.487,231.899,171.323,64.192,191.190,154.224,141.589,93.934,122.586,74.595,136.128,119.185,148.656,581.161,169.573,55.761,159.920,163.938,60.888,63.333,121.908,125.099,58.567,147.865,142.273,31.059,113.742,129.163,293.722,139.045,137.346,245.722,135.779,125.936,798.162,143.365,133.358,634.682,144.314,126.752,280.943,150.235,124.518,261.810,154.050,130.114,150.250,140.049,148.188,106.571,137.754,154.937,81.083,90.313,178.608,88.812,118.928,132.810
51,61.204,126.042,130.959,55.575,123.145,136.699,445.519,119.696,90.568,213.899,171.206,64.097,100.000,154.247,141.726,91.475,122.536,74.716,142.340,119.114,148.553,459.806,169.635,55.812,144.107,163.882,60.864,69.333,121.857,125.339,37.267,148.206,142.111,59.294,114.031,129.299,229.722,139.139,137.365,258.833,135.916,126.250,801.892,143.322,133.445,572.455,144.332,126.780,262.143,150.205,124.461,245.810,154.020,130.117,202.125,139.806,148.083,55.857,137.666,154.461,63.875,89.567,178.576,51.031,118.648,133.254
