 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27
1,100.000,56.252,107.644,257.636,74.811,143.950,41.056,73.333,168.472,108.863,60.750,101.497,59.278,85.398,171.177,77.118,62.875,96.133,61.000,33.981,91.898,98.973,41.595,108.530,76.824,52.898,59.770,117.176,65.206,162.638,120.846,84.050,132.117,31.355,87.166,161.014,109.905,78.376,135.808,50.353,58.590,53.097,122.270,49.151,109.745,80.308,44.653,111.821,139.773,50.234,143.665,114.750,72.578,141.616,74.471,80.937,125.960,108.250,69.587,160.525,205.647,65.527,139.317,170.083,55.902,56.075,51.200,69.139,164.141,114.938,73.480,151.571,33.451,83.251,97.165,389.381,78.358,132.815,34.667,59.935,146.537
2,198.545,56.300,107.708,470.864,74.851,143.764,32.889,73.521,167.954,68.314,61.043,101.318,51.500,85.432,171.097,101.353,62.684,96.009,59.833,34.241,92.116,109.514,41.522,108.922,55.000,52.979,59.861,110.529,64.987,162.708,108.462,84.182,132.151,48.581,87.466,160.732,142.000,78.376,135.772,46.765,58.734,52.887,81.946,49.124,109.989,72.462,44.844,112.025,146.636,50.204,143.688,418.875,72.526,141.320,139.294,80.721,126.112,413.750,69.366,160.345,150.059,65.509,139.204,115.750,55.598,56.124,97.400,69.169,164.339,76.438,73.767,151.650,37.412,83.181,97.203,605.947,78.332,132.830,223.190,59.522,146.461
3,987.227,56.197,107.706,432.455,74.901,143.870,14.833,73.430,167.922,116.824,60.781,101.505,49.056,85.846,171.297,64.412,62.653,95.950,368.556,34.039,92.163,145.351,41.598,108.694,65.588,53.081,59.827,116.706,65.188,162.630,135.923,84.123,131.829,114.129,87.182,161.172,53.238,78.863,135.851,105.059,58.835,53.031,98.757,49.020,110.222,175.769,44.837,111.926,116.909,50.100,143.630,466.250,72.276,141.386,251.059,80.788,125.969,219.125,69.355,160.469,89.706,65.761,139.119,86.167,56.028,56.118,54.200,69.306,164.313,49.625,73.528,151.424,48.627,83.340,96.816,323.239,78.329,132.830,147.619,59.577,146.598
4,807.818,56.081,107.787,263.545,74.830,143.782,37.500,73.346,168.473,117.137,60.936,101.584,54.722,85.640,171.323,176.765,62.864,95.911,408.389,34.092,92.077,150.865,41.613,108.724,38.882,53.136,60.043,157.235,65.125,162.409,98.538,84.285,131.948,33.226,87.460,160.660,43.238,78.631,135.872,45.000,58.778,52.953,108.541,49.035,109.799,73.000,44.742,111.823,122.864,50.322,143.743,538.625,72.309,141.324,288.353,80.745,126.048,133.688,69.483,160.254,27.235,65.407,139.188,126.000,56.284,56.233,118.600,68.939,164.474,43.875,73.640,151.620,48.706,82.758,96.769,454.336,78.318,132.870,151.762,59.645,146.724
5,1011.818,56.135,107.753,433.364,74.738,143.774,45.111,73.449,168.049,152.078,60.949,101.679,43.722,85.626,171.349,67.294,62.443,96.241,124.056,34.170,91.989,99.459,41.638,108.657,49.941,53.012,59.656,157.824,65.268,162.641,141.769,84.116,131.978,60.516,87.043,161.037,77.905,78.765,135.650,47.529,58.367,53.164,109.405,49.193,109.995,112.385,44.961,111.808,116.455,50.349,143.649,260.375,72.352,141.363,182.118,80.742,125.962,67.000,69.717,160.427,365.000,65.553,139.286,122.583,55.839,55.882,74.900,69.187,164.253,30.312,73.357,151.440,30.627,83.386,96.856,344.425,78.350,132.760,47.619,59.331,146.724
6,765.455,56.165,107.765,472.045,74.842,143.776,71.389,73.294,168.512,114.196,60.854,101.520,92.889,85.537,171.019,130.529,62.562,96.273,73.778,34.182,92.325,72.270,41.533,108.538,42.824,52.826,60.034,172.412,65.067,162.487,190.923,84.350,131.882,51.871,87.102,160.604,70.095,78.741,135.743,62.588,58.885,53.000,102.432,49.310,109.841,85.538,44.912,111.929,119.455,50.021,143.537,453.125,72.316,141.366,134.471,80.585,125.977,47.438,69.426,160.087,303.765,65.638,139.220,43.667,55.803,56.225,165.600,69.128,164.430,65.500,74.080,151.300,56.275,83.072,96.966,314.779,78.302,132.812,25.810,60.146,146.433
7,637.864,56.081,107.696,402.909,74.769,143.882,531.111,73.488,168.221,119.569,60.956,101.469,45.222,85.566,171.519,129.765,62.548,95.960,89.389,34.110,92.067,139.676,41.755,108.617,82.294,53.147,59.786,85.706,65.041,162.470,158.769,84.269,132.210,56.968,87.312,160.755,51.714,78.787,135.566,64.176,58.510,52.945,79.135,49.158,109.962,94.000,44.815,111.825,135.227,49.998,143.803,284.000,72.336,141.240,47.412,80.997,125.971,72.125,69.582,160.296,151.765,65.652,139.257,57.667,56.155,56.406,160.300,69.171,164.327,29.000,73.634,151.746,9.569,83.412,96.923,111.310,78.614,132.561,63.429,59.821,146.570
8,786.227,56.040,107.683,371.227,74.909,143.770,284.889,73.526,168.455,104.235,60.897,101.590,29.556,85.727,171.325,67.588,62.725,95.598,78.333,34.053,92.063,117.946,41.852,108.574,100.588,52.792,59.866,166.824,65.197,162.740,104.538,84.227,132.015,37.613,87.335,161.112,74.190,78.555,135.974,16.353,59.342,53.234,54.216,49.192,109.835,66.462,44.606,111.860,130.955,50.421,143.678,170.375,72.393,141.444,111.647,80.839,126.180,30.312,69.172,160.238,92.647,65.377,139.204,81.250,56.350,56.151,149.000,69.163,164.427,36.375,74.131,151.570,15.294,83.291,96.777,47.292,78.603,132.886,55.714,59.369,146.740
9,215.318,56.198,107.801,360.409,74.851,143.741,254.667,73.415,168.396,135.373,60.952,101.541,29.222,85.486,171.844,77.882,62.663,96.259,86.889,34.179,92.032,107.946,41.729,108.613,110.294,53.136,59.991,135.000,65.043,162.723,163.846,84.373,132.078,56.645,87.022,160.904,80.667,78.283,135.982,38.000,58.683,52.943,128.919,49.251,109.942,79.385,44.522,111.996,159.909,49.988,143.715,107.625,72.591,141.255,44.588,80.375,125.946,26.938,69.054,160.419,38.882,65.619,139.194,39.667,55.858,56.146,244.000,69.138,164.440,30.312,73.507,151.527,47.843,83.369,97.071,84.159,78.341,132.544,53.714,59.475,146.591
10,112.909,56.234,107.718,90.591,74.997,143.910,243.667,73.453,168.133,794.706,60.888,101.645,65.556,85.434,171.311,73.294,62.429,95.788,46.833,34.073,91.914,130.541,41.520,108.577,72.176,53.235,59.996,124.471,65.103,162.938,166.692,84.020,132.083,47.871,87.278,161.284,51.810,78.697,135.900,45.412,59.154,53.353,65.784,49.468,109.971,150.077,44.857,112.036,126.727,50.339,143.789,181.625,72.435,141.344,45.294,80.663,126.021,88.750,69.235,160.445,37.647,65.736,139.386,93.500,55.892,55.942,99.300,68.979,164.281,51.312,73.969,151.733,22.667,83.219,96.851,69.752,78.575,132.394,21.429,59.702,146.773
11,110.727,56.456,107.707,120.227,74.701,143.760,213.833,73.627,168.176,619.333,60.986,101.624,342.667,85.526,171.399,90.353,62.833,96.200,75.333,34.189,91.924,179.622,41.463,108.620,75.882,52.769,60.148,152.059,65.242,162.413,152.846,84.147,132.223,58.516,87.387,160.619,69.333,78.545,136.048,43.765,58.732,52.836,124.054,49.172,109.861,98.154,45.054,111.672,141.182,50.267,143.695,81.375,72.247,141.267,19.294,81.375,125.979,57.312,69.267,160.222,25.176,65.529,138.965,139.583,55.763,56.043,108.000,69.002,164.371,51.938,73.869,151.487,19.137,83.450,97.137,61.186,78.672,132.693,37.619,59.631,146.788
12,77.591,56.382,107.856,78.500,74.760,143.878,197.444,73.533,168.140,561.725,61.031,101.686,357.056,85.583,171.396,107.647,62.656,95.911,85.778,34.130,92.105,101.946,41.891,108.526,93.118,53.134,60.176,144.882,65.052,162.515,113.769,84.194,132.014,62.000,87.406,160.570,54.571,78.368,135.866,55.882,58.680,52.778,97.622,49.143,109.948,149.231,44.767,111.755,191.909,50.216,143.658,3.750,72.147,140.967,29.647,80.925,126.085,29.312,69.219,160.132,13.235,65.646,139.213,125.833,55.959,56.147,116.000,69.112,164.588,45.375,73.718,151.894,26.824,82.934,97.280,103.186,78.612,132.533,33.143,59.871,146.531
13,70.091,56.014,107.851,29.591,74.739,143.618,145.556,73.484,168.409,408.196,60.878,101.660,89.389,85.596,171.383,120.706,62.523,95.828,43.611,33.882,91.777,110.919,41.763,108.816,81.647,53.137,59.913,77.235,64.760,162.541,109.308,84.184,132.119,101.290,87.018,160.957,92.095,78.831,135.885,93.529,58.645,53.069,103.459,49.069,109.712,54.077,44.783,111.850,128.591,50.183,143.693,48.750,72.205,141.252,74.000,81.165,126.010,33.625,69.350,160.342,52.882,65.467,139.121,122.583,55.869,56.159,86.600,69.152,164.416,61.938,73.982,151.555,30.824,83.322,96.988,90.690,78.372,132.603,40.524,59.578,146.852
14,164.955,56.099,107.625,79.909,74.998,143.784,175.222,73.551,168.489,228.275,60.988,101.599,146.444,85.671,171.324,317.824,62.571,95.860,68.167,34.100,91.718,100.919,41.806,108.729,66.059,53.126,60.165,202.765,65.059,162.482,159.692,84.159,132.127,12.194,86.988,161.034,21.905,78.580,135.663,32.176,58.481,53.307,49.622,49.348,109.799,144.692,44.767,112.024,167.045,50.371,143.676,64.875,72.519,141.383,68.353,80.762,126.031,122.562,69.632,160.247,16.412,65.706,138.889,167.667,55.531,55.975,141.900,68.991,164.377,76.812,73.696,151.607,37.804,83.431,96.850,96.850,78.426,132.819,17.048,59.540,146.813
15,56.636,56.033,107.674,33.727,75.028,143.806,96.500,73.449,168.416,1293.255,60.956,101.556,147.167,85.732,171.314,1083.941,62.668,95.917,97.500,34.049,92.311,168.757,41.887,108.685,346.824,53.068,60.153,149.588,64.978,162.401,84.923,84.303,131.922,48.452,87.377,161.010,65.143,78.634,135.918,55.706,58.717,52.934,92.054,49.149,110.123,105.000,44.813,111.538,168.773,50.021,143.607,53.375,71.989,141.302,9.294,81.100,125.705,69.000,69.318,160.639,32.824,65.439,139.113,103.000,55.878,56.117,102.900,69.064,164.314,45.812,73.897,151.811,24.118,82.875,96.896,92.248,78.538,132.615,25.143,59.728,146.709
16,100.045,56.158,107.807,95.773,74.827,143.745,217.111,73.533,168.254,920.314,60.951,101.497,22.278,85.554,171.590,1033.588,62.529,95.897,71.667,34.121,91.892,112.108,41.423,108.749,451.353,53.096,60.074,207.235,65.172,162.509,134.000,84.045,132.044,115.419,87.062,160.801,88.952,78.511,136.013,42.118,58.723,53.169,90.000,49.093,109.733,119.000,44.845,111.679,144.864,50.398,143.741,72.250,72.546,141.535,31.294,80.969,125.930,63.250,69.710,160.212,29.706,65.435,139.105,40.000,55.686,56.028,132.400,69.019,164.214,30.562,74.028,151.607,26.510,83.010,97.116,105.876,78.419,132.908,46.190,59.624,146.495
17,98.409,56.233,107.951,72.955,74.916,143.681,63.778,73.567,168.407,831.765,60.897,101.494,78.333,85.552,171.366,887.353,62.601,95.865,34.111,34.039,92.351,128.108,41.463,108.629,424.941,53.069,59.980,189.412,65.110,162.524,143.846,84.271,132.097,79.742,87.275,161.203,101.714,78.748,135.887,45.471,58.587,53.147,133.892,48.956,110.204,116.385,44.819,111.924,83.364,50.049,143.727,38.500,72.491,141.449,4.000,79.825,126.015,67.375,69.579,159.953,43.706,65.558,139.159,55.333,55.897,56.059,192.400,69.173,164.341,17.688,73.705,151.724,29.686,82.984,96.957,93.027,78.503,132.757,46.333,59.608,146.600
18,101.364,55.899,107.805,55.818,74.887,143.732,85.611,73.369,168.513,761.451,61.004,101.537,28.944,85.597,171.079,652.529,62.614,95.901,40.167,34.117,91.453,87.243,41.726,108.797,392.176,53.073,59.858,109.059,65.055,162.560,219.923,84.314,131.932,23.290,87.256,161.257,46.476,78.774,135.847,31.647,58.485,53.145,99.622,49.075,109.794,49.615,44.895,112.079,142.136,50.135,143.846,44.375,72.581,141.313,24.824,80.203,126.263,43.688,69.336,160.468,36.412,65.757,139.133,72.250,55.683,55.798,78.300,69.156,164.348,67.938,73.992,151.529,40.431,83.386,97.261,103.611,78.196,132.653,25.810,59.920,147.185
19,68.091,55.979,107.784,56.318,74.636,144.136,23.444,73.415,168.102,514.980,60.823,101.484,48.833,85.784,171.436,420.882,62.623,95.936,83.944,34.320,92.042,107.568,41.496,108.703,304.059,53.079,59.954,119.529,65.014,162.641,146.308,84.234,132.265,63.161,87.341,160.818,32.952,78.489,135.948,57.706,58.991,52.772,63.027,49.076,110.259,160.154,44.847,111.744,127.455,50.418,143.871,13.875,72.385,141.423,27.882,80.489,125.841,33.438,69.710,160.416,31.882,65.198,139.160,88.333,56.118,55.956,169.100,69.104,164.006,42.875,73.699,152.105,38.902,83.600,96.629,69.947,78.994,132.245,30.857,59.559,146.608
20,94.318,56.298,107.882,60.636,74.763,144.017,44.722,73.290,168.469,236.196,60.909,101.547,61.389,85.611,171.195,474.706,62.559,95.966,125.000,34.008,92.125,86.216,41.605,108.510,75.765,52.921,59.512,141.059,65.002,162.698,173.769,84.117,132.119,54.387,87.446,161.030,23.714,78.805,135.661,52.471,58.476,52.999,134.378,48.961,110.016,75.385,44.979,111.753,158.318,50.280,143.748,49.625,72.111,141.308,38.706,80.692,125.923,53.375,69.527,160.199,62.353,65.418,139.181,98.833,55.972,56.172,87.000,69.292,164.377,85.062,73.915,151.662,28.196,83.204,96.828,103.646,78.824,132.443,32.429,59.416,146.632
21,164.409,56.217,107.953,51.273,74.555,143.393,54.889,73.287,168.457,438.824,61.022,101.564,86.500,85.256,171.112,259.353,62.662,96.104,412.500,34.130,92.088,191.568,41.751,108.926,52.824,53.041,59.706,200.824,65.058,162.609,147.615,84.107,131.878,73.548,87.257,161.209,67.714,78.969,136.049,25.000,58.669,53.235,105.459,49.114,110.003,78.077,44.950,111.520,137.409,50.384,143.714,26.500,72.148,141.031,81.294,80.670,125.946,30.000,69.565,160.501,18.353,65.725,139.062,88.167,56.050,56.104,53.700,69.069,164.366,35.688,73.760,152.007,15.765,83.219,96.796,102.018,78.276,132.695,177.619,59.665,146.465
22,156.955,55.977,107.753,64.591,74.438,143.610,33.167,73.585,167.788,207.686,60.923,101.619,81.389,85.586,171.504,143.235,62.588,96.114,228.667,34.040,92.073,126.000,41.731,108.679,49.529,53.064,59.873,105.529,65.230,162.516,146.846,84.043,131.844,96.065,87.298,160.977,85.048,78.621,136.156,66.176,58.618,52.947,149.027,48.940,109.828,102.077,44.802,111.904,102.364,50.173,143.684,70.125,72.467,141.319,67.647,80.943,125.992,16.062,69.708,160.272,32.059,65.047,139.313,62.667,55.693,56.099,41.000,69.018,164.324,61.938,73.639,151.734,32.745,82.914,96.734,100.991,78.428,132.804,146.333,59.524,146.556
23,97.227,56.262,107.714,95.591,74.807,143.944,33.111,73.460,168.417,181.490,60.836,101.506,80.111,85.549,171.303,73.412,62.927,96.155,176.722,34.132,91.966,184.378,41.767,108.625,90.647,53.201,59.906,187.176,65.068,162.457,148.385,84.113,131.823,55.355,87.337,161.051,77.524,78.420,135.977,44.059,58.666,52.775,57.027,49.079,109.993,124.615,44.794,111.721,109.818,50.206,143.811,31.750,72.049,141.325,25.412,81.081,126.288,28.125,69.505,160.354,35.529,65.305,139.245,58.750,55.850,55.945,90.400,69.018,164.327,90.938,73.820,151.588,16.118,83.184,97.107,102.496,78.460,132.528,58.476,59.421,146.842
24,99.500,56.307,107.747,80.727,74.681,143.723,20.444,73.555,168.728,128.784,60.869,101.761,45.556,85.518,171.574,188.941,62.723,96.018,166.056,34.136,92.348,146.486,41.550,108.507,74.118,52.919,60.057,170.412,65.024,162.383,84.769,84.194,132.248,233.226,87.180,161.055,75.238,78.654,136.057,103.176,58.668,52.980,143.676,49.187,110.038,120.923,44.873,111.548,159.182,50.163,143.739,35.875,72.629,141.588,102.235,80.551,125.942,274.750,69.396,160.461,36.882,65.547,139.274,70.167,55.613,56.226,160.000,69.139,164.155,60.188,73.928,151.548,48.353,83.596,96.736,82.796,78.789,132.542,31.143,59.224,146.493
25,128.045,56.225,107.819,40.818,74.662,143.832,40.667,73.467,168.328,172.745,61.121,101.559,55.167,85.533,171.788,98.294,62.597,95.837,300.556,34.096,92.140,121.027,41.618,108.964,67.000,52.958,59.878,162.706,65.121,162.692,153.077,84.105,132.110,325.548,87.189,160.991,57.048,78.866,136.130,46.765,58.633,53.045,144.541,49.134,109.736,100.154,44.770,111.486,176.818,50.226,143.586,7.375,72.280,141.373,34.706,80.872,126.218,155.438,69.596,160.094,52.412,65.615,138.840,120.583,55.951,56.060,101.600,69.192,164.208,61.375,73.541,151.677,47.490,83.283,96.574,126.690,78.562,132.722,60.238,59.448,146.773
26,97.955,56.261,107.655,73.091,74.835,143.884,47.889,73.354,168.593,126.431,60.969,101.524,53.556,85.812,171.538,121.765,62.733,95.926,165.000,34.036,92.104,174.595,41.605,108.716,43.176,52.786,60.268,159.412,65.018,162.541,95.769,84.119,131.946,286.129,87.265,161.052,811.143,78.683,135.888,21.706,59.247,52.931,102.216,49.065,109.836,160.154,44.836,112.008,111.636,50.244,143.496,4.125,72.394,141.825,113.647,80.708,125.997,24.250,69.486,160.584,62.294,65.557,139.376,49.500,55.911,56.164,58.800,69.359,164.075,285.812,73.737,151.559,25.216,83.210,96.878,83.522,78.205,132.874,14.905,59.388,146.542
27,154.364,56.298,107.637,51.091,74.573,143.800,25.389,73.403,168.402,151.294,60.882,101.681,39.611,85.368,171.552,80.000,62.786,95.853,136.389,34.008,92.091,777.730,41.667,108.707,45.059,53.075,60.261,166.529,65.090,162.545,118.846,84.225,131.782,138.710,87.281,161.109,356.667,78.667,135.904,78.118,58.953,52.978,64.108,49.160,109.872,88.000,44.883,111.789,162.455,50.043,143.681,59.750,72.337,141.465,64.588,80.871,126.029,63.812,69.314,160.173,49.471,65.785,139.345,62.500,55.895,55.993,39.500,69.170,164.041,125.500,73.729,151.581,45.647,83.410,97.045,129.044,78.288,132.861,56.381,59.280,146.848
28,78.545,56.125,107.977,72.409,74.852,143.817,23.667,73.554,168.366,115.647,60.834,101.651,38.111,85.437,171.218,97.706,62.495,96.136,80.389,34.200,92.054,1135.081,41.662,108.659,41.059,53.342,60.082,138.000,65.036,162.548,88.692,84.045,132.078,386.452,87.365,161.218,96.381,78.823,136.117,84.882,58.682,52.842,75.027,49.189,110.071,71.154,44.855,111.981,105.409,50.134,143.715,66.500,72.263,141.365,55.059,80.810,126.187,38.688,69.326,160.591,6.588,65.194,139.276,45.667,55.745,56.220,134.200,69.096,164.182,87.562,73.920,151.512,40.000,83.565,97.139,68.602,78.103,132.918,43.714,59.202,146.769
29,103.909,55.965,107.779,69.455,74.865,143.837,24.389,73.291,168.829,168.431,61.035,101.526,60.889,85.500,171.410,63.647,62.508,96.158,70.222,34.072,92.079,1199.351,41.670,108.643,68.941,53.028,60.046,190.588,65.037,162.713,128.000,84.176,131.688,230.968,87.242,160.992,44.381,78.667,135.769,55.176,58.539,53.228,146.757,49.219,109.795,192.231,44.993,111.817,206.727,50.200,143.715,123.750,72.356,141.379,52.235,80.771,126.015,33.812,69.492,160.226,54.118,65.609,139.181,65.083,55.813,55.924,149.800,69.154,164.389,55.875,74.191,151.655,28.510,83.573,96.813,96.850,78.277,132.735,47.905,59.431,146.564
30,74.636,55.987,107.680,73.636,74.801,143.728,104.556,73.705,168.118,95.373,60.947,101.704,40.389,85.541,171.396,46.882,62.332,95.941,109.611,34.014,91.966,924.487,41.719,108.638,54.706,52.934,59.965,132.765,65.153,162.696,143.308,84.264,131.915,296.258,87.342,161.050,44.381,78.714,136.268,41.294,58.839,53.188,135.243,49.051,109.860,110.231,44.868,111.868,106.864,50.484,143.572,53.875,72.642,141.489,17.882,80.784,125.783,59.312,69.506,160.609,25.235,65.993,139.043,49.667,55.691,56.069,103.200,69.151,164.311,72.562,73.799,151.490,29.961,83.422,97.190,106.867,78.366,132.785,30.524,59.951,146.631
31,56.909,55.883,107.867,61.227,74.926,143.707,40.722,73.685,167.985,155.255,60.835,101.478,71.167,85.752,171.298,93.529,62.779,96.154,71.611,33.932,92.293,1213.622,41.591,108.662,83.529,53.102,59.861,104.765,64.950,162.670,107.615,84.217,131.882,199.290,87.235,160.883,218.571,78.423,136.007,70.353,58.959,52.942,96.270,48.892,110.090,119.692,44.797,111.902,113.409,50.201,143.704,45.250,72.403,141.213,61.294,80.778,126.229,51.125,69.587,160.162,25.118,64.986,138.973,71.417,55.790,56.114,92.900,69.093,164.662,58.938,73.737,151.665,33.686,83.219,96.897,101.009,78.155,132.872,35.714,59.334,146.768
32,83.000,56.165,107.895,64.364,75.235,143.503,22.667,73.318,168.370,114.235,60.790,101.718,28.500,85.621,171.261,59.412,62.706,95.893,63.333,34.195,92.127,783.513,41.595,108.685,70.118,53.009,59.981,125.882,65.111,162.645,124.154,84.154,132.164,249.032,87.419,161.066,346.762,78.758,135.827,44.294,58.476,52.740,84.378,49.101,109.748,59.154,45.041,112.179,199.545,50.129,143.759,48.500,72.538,141.584,65.765,80.500,126.154,40.125,69.610,160.289,41.647,65.500,139.050,1020.583,55.911,56.065,96.400,68.883,164.153,51.812,73.769,151.503,26.196,83.214,97.036,123.292,78.506,132.725,33.333,59.246,146.551
33,118.182,56.301,107.815,62.409,74.639,143.845,34.111,73.635,168.142,110.667,60.870,101.578,46.333,85.644,170.916,94.176,62.809,95.614,55.833,34.082,91.946,1026.919,41.721,108.652,123.294,53.114,60.017,155.941,65.146,162.592,156.077,84.235,131.767,240.903,87.418,160.983,354.762,78.630,135.908,45.059,58.691,53.219,104.757,49.223,109.912,181.846,44.870,111.902,136.545,50.087,143.522,49.125,72.282,141.470,40.118,80.949,125.854,43.688,69.564,160.161,24.412,65.047,139.305,427.500,56.032,56.086,137.900,69.176,164.505,258.062,73.918,151.598,31.294,83.374,96.826,129.894,78.158,132.939,29.857,59.595,146.749
34,93.500,56.072,107.562,73.091,75.044,143.897,53.389,73.398,168.722,166.549,60.881,101.496,192.667,85.522,171.370,101.176,62.509,96.142,98.944,34.229,92.173,674.216,41.728,108.591,55.353,53.388,59.981,185.765,65.064,162.609,115.769,84.303,132.333,249.290,87.180,161.056,299.429,78.500,135.932,71.471,59.028,53.137,123.027,49.112,109.872,147.692,45.018,111.794,118.045,50.079,143.604,41.875,72.781,141.247,75.529,80.976,125.971,50.188,69.380,160.153,25.059,66.056,139.111,673.083,55.813,56.104,122.600,69.099,164.304,203.375,73.900,151.502,34.157,83.261,96.713,103.664,78.317,132.656,21.476,59.511,146.513
35,65.136,56.356,107.701,100.955,74.821,143.666,35.889,73.382,168.410,155.922,61.078,101.601,558.833,85.510,171.480,87.824,62.704,96.056,39.722,34.034,92.414,356.649,41.763,108.652,58.647,52.964,60.096,142.235,65.140,162.614,105.308,84.217,131.785,73.161,87.572,160.565,156.190,78.559,135.860,145.235,58.577,53.092,84.324,49.153,110.063,114.769,44.902,112.098,181.318,50.300,143.802,59.750,72.330,141.618,67.765,80.338,126.055,66.500,69.258,160.190,37.294,65.651,139.203,291.167,55.890,56.134,108.800,69.007,164.291,131.625,73.625,151.427,35.843,83.334,97.201,102.159,78.615,132.510,15.810,59.500,146.951
36,139.091,56.248,107.849,60.500,74.775,143.948,38.611,73.577,168.448,78.353,60.949,101.422,552.167,85.562,171.332,96.235,62.736,95.930,64.278,34.314,92.267,112.108,41.673,108.608,91.059,53.032,59.875,125.765,65.161,162.289,148.846,84.074,132.003,88.516,87.156,160.832,177.143,78.637,135.850,44.588,58.429,52.966,108.811,49.033,110.075,97.462,44.552,112.173,140.091,50.450,143.714,88.750,72.466,141.482,13.176,81.453,126.073,42.125,69.666,160.215,17.294,66.025,139.155,125.083,56.095,56.072,201.100,69.013,164.372,47.938,73.499,151.857,42.706,83.326,96.812,124.159,78.300,132.775,45.048,59.769,146.912
37,118.773,56.099,107.531,81.000,74.965,143.961,22.222,73.765,168.718,143.137,60.923,101.633,389.833,85.556,171.357,67.588,62.772,95.815,25.944,34.226,91.728,162.973,41.624,108.598,34.294,52.755,59.535,178.706,65.015,162.434,121.692,84.219,131.968,56.968,87.246,160.768,78.952,78.684,135.645,26.000,58.674,52.928,38.703,49.595,110.151,113.308,44.638,112.209,157.682,50.262,143.944,47.375,72.382,141.177,47.529,80.753,126.042,38.938,69.477,160.169,26.882,65.130,139.130,110.250,55.780,56.198,72.500,69.050,163.913,31.500,73.667,151.180,46.902,83.707,96.771,91.858,78.709,132.679,30.714,60.002,146.609
38,55.091,56.194,107.820,89.455,74.948,143.704,28.667,73.498,168.325,145.216,61.107,101.459,336.222,85.431,171.454,66.941,62.677,95.630,64.500,34.128,91.977,183.189,41.778,108.674,89.235,53.196,59.892,187.941,65.139,162.715,184.538,84.089,132.116,50.903,87.228,161.004,77.810,78.594,136.018,60.059,58.665,53.069,97.730,48.762,110.107,54.462,44.841,111.927,167.682,50.171,143.682,75.375,72.320,141.451,12.000,80.171,126.015,47.250,69.195,160.131,30.588,65.518,139.297,54.000,55.832,56.086,158.700,69.214,164.556,160.062,73.644,151.477,39.961,83.461,96.765,97.257,78.446,132.806,27.048,59.633,146.569
39,80.500,56.054,107.992,82.636,74.954,144.204,38.111,73.602,168.513,125.333,60.939,101.468,140.278,85.602,171.364,60.882,62.528,95.969,119.556,34.005,91.861,179.622,41.683,108.595,78.059,53.013,60.170,179.941,65.105,162.410,96.769,84.220,132.071,54.710,87.302,160.632,65.524,78.731,135.797,47.412,58.466,52.755,77.027,48.894,109.932,143.308,44.971,112.052,114.955,50.386,143.613,53.625,72.157,141.133,72.706,80.807,126.069,38.750,69.291,160.435,24.471,64.987,139.160,95.250,56.069,56.238,74.600,69.096,164.629,197.938,73.927,151.425,20.863,83.504,96.862,92.655,78.553,132.718,32.048,59.514,146.734
40,110.091,56.141,107.551,75.545,74.875,143.930,40.111,73.229,168.376,127.804,60.914,101.652,115.278,85.551,171.217,62.000,62.914,96.124,93.000,34.228,91.693,152.486,41.497,108.640,47.118,53.112,60.002,99.412,65.149,162.472,92.615,84.116,131.894,61.290,87.500,161.024,54.667,78.471,135.973,64.941,59.110,53.048,75.027,49.028,109.954,153.846,44.873,112.079,100.455,50.058,143.684,103.875,72.247,141.263,56.588,80.889,125.946,55.000,69.494,160.418,41.588,65.491,139.082,80.083,56.014,56.116,127.200,69.191,164.204,89.688,74.056,151.598,24.706,83.332,96.806,118.035,78.184,132.786,44.905,59.460,146.507
41,116.273,56.155,107.721,56.682,74.681,143.685,42.056,73.602,168.653,158.431,60.845,101.441,231.611,85.514,171.488,109.706,62.659,95.981,83.222,34.026,91.871,89.351,42.005,108.740,65.294,52.778,59.964,1071.529,65.131,162.575,155.077,84.177,132.134,87.935,87.259,160.705,44.762,78.421,135.655,68.000,58.758,53.032,79.135,49.105,109.980,105.077,44.873,112.043,102.000,50.319,143.703,162.000,72.184,141.418,55.647,80.819,126.061,59.375,69.670,160.482,24.000,65.859,138.934,99.250,55.924,56.053,154.600,68.942,164.637,52.438,73.901,151.765,38.314,83.375,96.916,93.292,78.685,132.150,27.190,59.629,146.448
