 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13
1,18.591,108.150,69.831,112.745,118.444,87.374,82.312,124.354,89.167,200.471,124.626,105.755,58.700,149.735,118.682,156.000,118.372,107.220,198.250,119.920,110.984,162.529,102.731,137.040,318.824,112.536,94.693,92.118,128.511,98.327,46.357,130.664,93.342,18.444,107.426,64.202,92.000,97.945,68.391
2,30.955,107.756,69.473,91.176,117.878,87.050,67.312,123.963,89.564,151.882,124.540,105.572,34.300,149.816,118.853,109.871,118.335,107.026,146.938,120.217,110.894,134.118,102.625,136.915,357.824,112.495,94.632,40.294,128.543,98.573,85.929,130.965,93.004,40.889,107.099,64.443,144.944,97.762,68.393
3,19.909,108.129,69.976,104.471,118.328,87.283,72.625,124.219,89.267,142.588,124.436,105.590,41.000,149.973,118.740,113.742,118.355,107.232,96.688,119.922,110.979,109.529,102.463,137.242,199.000,112.447,94.910,75.588,128.275,98.343,45.071,130.937,92.842,46.611,107.119,64.327,83.444,98.085,68.606
4,57.727,107.939,69.989,87.216,118.574,87.191,79.312,124.406,89.490,153.235,124.461,105.757,28.500,149.714,119.140,138.968,118.456,107.188,74.125,119.919,110.804,118.765,102.428,137.204,334.647,112.558,94.625,77.471,128.315,98.237,62.143,130.940,92.926,48.278,107.449,64.417,62.333,97.890,68.228
5,27.818,107.826,69.756,145.843,118.437,87.071,50.188,124.319,89.248,137.647,124.327,105.763,35.500,149.855,118.781,77.806,118.293,106.735,160.250,119.994,110.950,138.176,102.255,136.887,298.647,112.661,94.680,94.059,128.627,98.390,66.000,130.892,92.846,51.778,107.279,64.078,66.833,97.817,68.045
6,52.000,107.854,70.035,126.706,118.137,87.259,40.312,124.430,89.355,210.059,124.515,105.590,68.000,149.536,118.963,69.484,118.241,107.109,106.500,120.035,111.178,83.000,102.359,137.064,351.412,112.567,94.790,83.706,128.521,98.528,96.357,130.731,92.738,25.833,107.228,64.276,15.389,98.280,68.758
7,42.500,107.873,69.763,114.667,118.180,87.181,89.000,124.170,89.645,188.765,124.368,105.704,17.300,149.964,119.453,60.194,118.228,107.058,116.312,119.934,110.926,83.353,102.418,137.178,290.941,112.348,94.545,59.412,128.344,98.064,97.929,130.765,92.930,21.222,107.244,64.312,35.944,97.944,68.116
8,63.364,107.838,70.001,67.686,118.350,87.219,73.875,124.608,89.087,143.000,124.518,105.909,47.300,149.614,118.568,94.387,118.228,107.055,116.625,119.998,111.082,174.647,102.367,137.122,297.353,112.586,94.533,67.176,128.293,98.758,24.714,130.892,92.572,55.333,107.082,64.356,28.000,98.063,68.341
9,383.182,107.877,69.925,98.196,118.139,87.175,66.188,124.505,89.137,183.353,124.332,105.601,33.300,149.668,118.928,64.129,118.200,107.112,97.000,120.036,111.124,65.000,102.557,137.024,318.588,112.429,94.798,96.412,128.369,98.253,49.357,130.881,92.777,23.167,107.225,64.306,29.389,97.770,68.513
10,375.682,107.771,69.910,114.431,118.161,87.274,82.750,124.393,89.386,130.412,124.539,105.914,33.500,149.963,119.003,63.548,118.441,107.108,176.188,120.010,110.757,86.000,102.331,137.040,330.647,112.550,94.764,53.412,128.295,98.414,60.000,130.792,92.915,65.500,107.542,64.116,39.667,97.527,68.268
11,281.955,107.887,69.868,106.549,118.286,87.340,34.188,124.388,89.416,143.059,124.461,105.646,27.800,149.750,119.062,146.839,118.393,106.834,158.438,120.065,110.853,186.529,102.482,137.097,339.059,112.544,94.665,79.529,128.349,98.143,93.786,130.801,92.931,32.278,107.520,64.326,37.500,97.700,68.241
12,157.136,107.735,69.944,74.902,118.280,87.377,56.938,124.174,89.115,163.471,124.409,105.730,18.700,149.815,119.114,55.548,118.003,107.019,98.375,120.170,110.869,123.059,102.315,137.111,294.176,112.475,94.736,72.765,128.224,98.431,78.286,130.559,93.149,50.222,107.269,64.345,5.167,97.852,68.452
13,327.455,107.926,69.966,150.549,118.217,87.457,77.938,124.382,89.140,235.118,124.416,105.701,16.800,149.800,118.843,88.903,118.322,107.066,88.062,119.757,111.077,128.118,102.302,136.896,321.529,112.523,94.750,86.176,128.295,98.007,38.286,130.905,92.879,26.056,107.340,64.048,50.944,98.092,68.205
14,166.455,107.921,69.859,115.098,118.013,87.306,54.062,124.447,89.323,88.941,124.281,105.760,36.200,149.899,118.553,74.903,118.270,107.033,159.562,120.082,110.841,116.294,102.632,137.082,295.412,112.589,94.667,62.000,128.330,98.609,117.143,130.801,92.878,60.667,107.455,64.148,28.333,98.048,68.708
15,55.545,107.726,69.834,105.216,118.467,87.207,106.500,124.426,89.261,157.588,124.407,105.725,28.300,149.704,118.704,109.355,118.329,106.911,144.062,119.901,110.828,64.588,102.458,137.103,370.118,112.541,94.758,25.882,128.487,98.217,80.286,130.852,92.986,21.667,107.242,64.012,30.278,97.857,68.912
16,22.864,108.155,69.499,104.706,118.289,87.184,73.125,124.444,89.126,180.824,124.370,105.684,19.500,149.817,118.995,86.516,118.579,107.123,167.812,119.877,111.047,130.353,102.268,136.854,289.176,112.449,94.552,76.706,128.205,98.236,53.000,130.802,92.756,56.333,107.157,64.312,77.444,98.119,68.291
17,53.864,107.724,69.817,105.529,118.368,87.480,74.812,124.225,89.349,163.412,124.464,105.781,57.000,149.807,119.149,96.323,118.336,107.240,149.188,119.907,110.944,75.588,102.610,136.758,357.118,112.657,94.747,65.118,128.237,98.331,56.929,130.902,92.774,21.333,107.210,64.285,11.167,97.782,68.344
18,17.000,108.172,69.964,82.510,118.333,87.256,60.500,124.313,89.278,187.353,124.549,105.637,43.800,149.743,119.274,89.161,118.182,106.978,104.375,119.941,111.129,132.529,102.368,136.967,320.882,112.622,94.697,59.176,128.339,98.371,43.643,130.845,93.019,32.611,107.193,64.263,26.889,98.015,68.101
19,46.045,107.989,69.672,95.608,118.162,86.999,75.188,124.238,89.142,239.059,124.365,105.705,6.400,149.885,119.311,169.806,118.221,106.717,148.188,119.911,110.958,113.765,102.632,136.970,378.706,112.442,94.649,37.588,128.155,98.468,60.643,130.869,92.642,24.667,106.870,64.621,23.222,97.394,68.416
20,46.000,108.048,70.062,86.745,118.367,87.046,80.500,124.443,89.036,164.706,124.427,105.706,28.400,149.804,119.064,66.645,118.158,106.971,175.812,120.124,110.984,92.882,102.516,137.123,275.941,112.529,94.819,97.941,128.326,98.143,33.500,130.852,92.886,49.278,107.265,64.512,30.111,97.931,68.314
21,19.364,108.205,69.758,77.961,118.350,87.299,69.250,123.973,89.556,206.471,124.219,105.630,26.500,149.760,118.510,94.258,118.099,107.147,224.062,119.956,110.987,72.588,102.281,137.059,353.588,112.540,94.652,33.118,128.427,98.046,71.214,130.841,92.713,27.111,107.257,64.162,16.833,97.590,68.504
22,13.909,108.031,69.886,108.627,118.543,87.176,72.562,124.099,89.463,169.765,124.397,105.752,12.300,149.819,119.364,85.677,118.343,107.113,98.875,120.039,110.922,84.647,102.527,136.846,275.765,112.585,94.646,57.765,128.451,99.007,77.000,130.871,93.266,43.056,107.216,64.089,45.556,98.180,68.381
23,16.273,108.098,70.323,136.039,118.080,86.959,60.562,124.463,89.226,252.118,124.292,105.549,12.500,149.612,119.359,103.355,118.328,106.977,133.250,119.932,111.133,136.706,102.580,137.120,302.941,112.514,94.611,84.294,128.050,98.424,60.143,130.846,92.987,37.833,107.312,64.365,17.111,97.861,68.491
24,26.545,107.591,70.123,83.059,118.366,87.118,109.438,124.228,89.019,164.235,124.512,105.751,22.700,149.925,118.770,91.032,118.310,106.777,97.688,120.005,111.024,91.824,102.503,136.977,328.941,112.578,94.664,68.588,128.425,98.398,74.357,130.804,92.958,17.833,107.304,64.168,20.444,97.613,68.397
25,56.682,108.369,70.087,122.980,118.442,87.228,103.062,124.099,89.358,217.529,124.587,105.700,52.200,149.818,119.415,101.484,118.181,107.019,119.875,119.785,111.032,100.824,102.416,137.267,305.529,112.463,94.545,37.824,128.388,98.129,56.571,130.902,92.786,49.556,107.244,64.101,58.944,98.097,68.491
26,14.591,107.822,69.552,94.941,118.081,87.285,95.062,123.885,89.432,209.059,124.602,105.499,28.600,149.885,118.885,63.290,118.255,106.808,74.625,119.798,110.813,111.176,102.415,136.998,239.706,112.508,94.524,108.176,128.447,98.388,128.071,130.573,93.293,36.333,107.014,64.346,26.222,97.856,68.605
27,18.500,107.934,70.533,598.353,118.223,87.219,85.625,124.124,89.386,128.059,124.319,105.809,43.300,149.559,118.842,84.065,118.315,107.072,109.125,119.947,110.957,148.824,102.216,137.044,374.882,112.530,94.666,124.706,128.264,98.311,45.000,130.702,93.042,48.389,107.315,64.699,28.500,97.739,68.430
28,42.091,107.747,69.726,1304.588,118.232,87.250,910.562,124.318,89.215,213.647,124.437,105.691,27.300,149.552,118.785,163.871,118.143,107.447,129.312,120.128,110.911,116.412,102.296,137.108,372.235,112.642,94.740,89.588,128.267,98.238,57.714,130.811,93.035,32.833,107.193,64.197,25.389,98.097,68.161
29,19.227,107.629,70.055,815.647,118.202,87.235,504.438,124.159,89.341,130.353,124.536,105.973,26.000,149.799,119.060,90.129,118.434,107.107,97.938,120.093,110.839,92.824,102.433,137.108,356.647,112.471,94.847,44.000,128.541,98.206,50.643,130.734,93.210,20.333,106.826,64.128,77.833,97.751,68.407
30,30.545,108.009,70.111,838.275,118.255,87.239,454.938,124.417,89.228,173.882,124.383,105.666,53.000,149.746,118.918,50.839,118.348,106.719,115.188,119.949,110.985,123.000,102.412,137.045,346.529,112.543,94.690,77.000,128.578,98.623,66.143,130.986,93.338,37.167,107.175,64.475,23.167,98.179,68.214
31,41.409,108.020,69.875,633.882,118.289,87.247,391.188,124.366,89.292,202.235,124.398,105.665,25.000,150.144,118.980,124.387,118.389,107.064,142.000,120.011,110.821,168.000,102.575,137.169,351.412,112.528,94.878,19.882,128.441,97.864,73.786,130.863,92.785,43.722,107.397,64.632,61.167,97.927,68.331
32,44.773,108.061,69.689,999.255,118.300,87.267,474.562,124.384,89.061,149.706,124.445,105.726,12.900,150.133,118.943,93.355,118.242,107.265,130.250,120.078,110.960,124.412,102.411,137.309,272.000,112.576,94.622,84.529,128.401,98.321,74.857,130.765,92.822,22.500,107.028,63.893,40.389,97.870,68.419
33,28.136,108.127,69.820,697.451,118.366,87.212,185.000,124.179,89.362,145.059,124.286,105.508,32.400,149.705,118.806,90.129,118.326,107.157,152.062,119.992,111.138,73.706,102.503,137.035,284.882,112.500,94.615,61.294,128.209,98.060,34.929,130.991,93.215,29.056,107.005,64.457,36.778,97.869,68.370
34,34.727,107.953,69.745,238.784,118.362,87.185,45.062,124.402,89.199,159.294,124.394,105.711,25.500,149.618,118.780,65.484,118.331,106.995,120.312,119.894,111.108,146.647,102.441,137.194,292.118,112.624,94.627,91.412,128.448,98.287,78.643,130.537,92.766,42.056,107.223,64.666,46.500,98.223,68.461
35,72.182,108.197,69.944,110.941,118.529,87.247,42.562,124.323,89.214,165.000,124.479,105.780,42.700,149.564,119.310,83.290,118.416,107.154,174.625,120.021,110.918,155.412,102.524,137.154,250.941,112.480,94.696,98.588,128.451,98.447,22.143,130.546,92.289,43.278,107.548,63.911,32.667,97.581,68.316
36,46.273,108.225,69.983,113.098,118.510,87.143,116.125,124.087,89.272,176.588,124.462,105.644,25.800,149.538,118.877,102.323,118.018,107.132,213.125,120.006,110.970,156.706,102.444,137.062,383.765,112.509,94.592,84.118,128.333,98.376,67.643,130.766,93.015,28.167,107.185,64.592,34.722,97.800,68.474
37,18.364,107.532,70.064,72.235,118.448,87.166,90.375,124.286,89.255,242.588,124.576,105.597,33.400,150.011,118.542,95.290,118.571,107.189,82.188,120.044,111.139,78.353,102.431,137.258,307.176,112.580,94.780,58.941,128.249,98.490,48.500,131.013,92.790,67.167,107.181,64.279,30.333,98.101,68.404
38,56.045,107.924,69.982,123.608,118.303,87.198,107.625,124.236,89.064,174.176,124.493,105.591,22.200,149.783,119.150,106.258,118.332,107.340,178.375,119.755,111.169,165.353,102.394,137.161,287.000,112.517,94.529,91.235,128.601,98.103,77.286,130.705,93.027,32.500,107.296,63.983,28.500,98.255,68.463
39,531.000,107.904,69.839,130.471,118.430,87.277,88.688,123.998,89.141,191.765,124.438,105.632,71.600,149.622,118.762,102.000,118.534,107.158,142.125,119.972,110.696,126.765,102.333,137.237,373.294,112.551,94.555,39.235,128.419,98.060,84.571,130.725,92.771,49.667,107.386,63.896,30.500,97.786,68.227
40,309.591,108.012,69.852,146.078,118.274,87.060,96.562,124.152,89.431,167.529,124.400,105.758,25.100,149.948,118.902,100.774,118.260,106.909,165.438,119.977,110.845,107.882,102.261,137.190,365.588,112.507,94.550,50.471,128.272,98.067,95.143,130.699,93.460,36.222,107.323,64.079,62.389,98.326,68.454
41,372.318,107.882,69.996,84.941,118.531,87.264,85.562,124.018,89.308,1321.882,124.507,105.705,54.800,149.695,119.059,118.710,118.473,107.081,154.938,119.803,110.869,98.824,102.306,136.931,320.000,112.551,94.535,61.882,128.080,98.453,45.214,130.720,93.201,37.167,107.295,64.276,23.444,97.929,68.869
42,293.682,107.920,69.828,99.843,118.443,87.349,60.688,124.187,89.365,1999.235,124.410,105.708,20.200,149.911,118.974,58.516,118.143,107.291,161.875,120.082,110.957,106.941,102.438,137.052,269.059,112.457,94.534,44.824,128.338,98.119,56.500,130.836,92.866,59.833,107.292,64.178,28.333,97.793,68.219
43,199.182,108.081,69.958,107.020,118.287,87.263,72.250,124.257,88.891,968.353,124.429,105.724,22.400,150.050,119.005,89.161,118.302,106.747,108.438,120.046,111.198,46.059,102.402,137.101,338.059,112.469,94.643,88.059,128.626,98.165,73.714,130.987,92.847,33.889,107.036,64.386,28.111,97.782,68.183
44,207.864,107.843,69.898,91.294,118.270,87.311,49.875,123.980,89.111,544.059,124.332,105.761,362.100,149.668,118.902,67.226,118.425,107.113,141.375,119.783,111.152,67.588,102.613,136.922,408.294,112.535,94.834,100.294,128.323,98.375,54.357,130.860,92.877,48.167,107.526,64.616,13.111,97.795,68.170
45,49.136,107.845,69.780,107.294,118.210,86.829,35.125,124.375,89.220,214.059,124.572,105.749,182.600,149.668,119.008,105.226,118.356,107.099,114.750,120.177,111.002,125.412,102.204,137.099,319.941,112.525,94.592,71.176,128.380,98.217,36.500,130.897,92.789,22.833,107.198,63.894,46.667,98.036,68.519
46,25.727,108.168,69.696,60.745,118.477,87.497,77.188,124.193,89.263,123.412,124.406,105.640,195.300,149.661,118.739,230.774,118.338,107.169,111.562,120.108,110.763,133.529,102.383,136.929,358.941,112.572,94.543,32.882,128.471,97.981,38.929,130.773,93.237,24.167,107.425,63.643,55.167,98.039,68.301
47,37.227,108.080,69.975,142.745,118.432,87.362,71.875,124.119,89.332,172.882,124.275,105.757,51.700,149.639,118.672,1414.452,118.249,107.091,285.875,119.903,110.940,196.353,102.517,137.043,396.176,112.510,94.622,58.000,128.122,98.481,46.071,130.718,93.203,45.833,107.208,64.071,28.889,98.190,68.385
48,19.909,108.440,69.693,132.510,118.338,87.332,39.312,124.404,89.147,235.882,124.404,105.663,11.600,149.824,118.786,984.645,118.289,107.156,1986.188,119.959,110.981,153.882,102.412,136.944,392.000,112.590,94.560,46.706,128.197,98.421,59.643,130.712,93.062,36.833,107.223,63.671,15.333,97.990,68.671
49,33.091,107.859,69.813,128.902,118.144,87.248,82.375,124.270,89.124,196.118,124.428,105.785,54.200,149.835,118.972,1042.258,118.326,107.065,1306.688,119.976,110.871,1388.941,102.499,137.002,371.059,112.535,94.748,73.471,128.634,98.016,59.929,130.712,93.197,28.000,107.275,64.384,58.778,98.099,68.919
50,45.909,108.051,69.963,96.706,118.457,87.031,55.062,124.242,89.425,173.176,124.386,105.453,22.400,149.623,119.338,1014.581,118.176,107.166,796.938,120.002,110.966,624.647,102.370,137.043,276.176,112.561,94.591,43.706,128.176,98.244,67.143,130.679,93.280,6.556,107.323,63.781,62.556,98.116,68.655
51,37.500,108.062,69.986,114.078,118.371,87.285,70.875,124.548,89.363,227.647,124.386,105.724,27.600,149.657,119.064,828.065,118.274,107.121,265.000,120.039,111.060,1056.471,102.395,137.010,321.000,112.493,94.629,44.294,128.441,98.345,77.929,130.729,93.406,16.222,107.264,64.613,15.556,98.252,68.568
52,35.591,108.160,70.126,94.314,118.429,87.230,83.500,124.319,89.373,174.059,124.492,105.780,3.000,149.575,119.505,741.613,118.293,107.269,142.375,119.954,110.985,1229.059,102.458,137.050,305.118,112.530,94.702,61.412,128.340,98.494,66.357,130.828,93.095,66.167,107.323,64.284,43.111,97.940,68.462
53,25.182,108.047,69.765,96.392,118.485,87.492,75.250,124.425,89.003,163.412,124.637,105.703,27.600,149.972,118.919,891.097,118.255,107.089,195.125,119.902,111.075,806.647,102.373,137.032,305.294,112.419,94.665,96.824,128.472,97.984,46.071,130.816,93.002,30.000,107.122,64.415,20.056,98.617,68.527
54,32.091,108.161,69.952,57.569,118.711,87.241,39.438,123.908,89.706,127.647,124.495,105.749,34.600,149.788,118.929,249.161,118.236,107.267,131.812,120.078,110.931,1148.029,102.453,137.103,334.941,112.474,94.569,84.588,128.232,98.331,101.357,130.834,92.789,36.667,107.477,64.063,41.056,98.162,68.539
55,24.545,107.914,69.611,85.216,118.217,87.252,87.938,124.283,89.120,219.941,124.439,105.845,17.100,149.742,119.003,158.129,118.346,106.996,113.625,119.991,110.963,595.765,102.359,137.056,415.412,112.450,94.788,64.588,128.306,98.275,98.429,130.965,92.523,8.889,107.553,64.573,44.389,97.996,68.591
56,34.727,107.927,70.131,116.039,118.135,87.269,63.125,124.421,89.178,248.765,124.351,105.609,12.800,150.108,118.924,52.258,118.285,107.174,117.188,119.950,110.811,199.059,102.505,136.987,333.353,112.600,94.749,86.941,128.426,98.483,94.214,130.721,92.849,91.000,107.329,64.489,62.778,97.970,68.428
57,30.091,108.025,69.639,126.078,118.360,87.177,76.125,124.415,89.187,164.529,124.326,105.848,31.000,149.767,119.019,101.613,118.244,106.829,89.812,119.880,110.867,130.235,102.228,136.977,416.882,112.524,94.712,46.529,128.235,98.091,50.143,130.632,93.253,33.333,107.245,63.522,17.333,97.818,68.395
58,29.091,107.983,69.844,111.686,118.057,87.207,64.938,124.112,89.594,187.824,124.496,105.773,33.000,149.800,118.434,86.000,118.254,107.203,130.875,119.875,111.135,95.882,102.555,137.288,353.235,112.540,94.666,28.647,128.376,98.298,41.786,130.990,92.823,48.500,107.217,64.105,32.333,97.915,68.222
59,38.818,108.178,70.342,149.882,118.402,87.155,22.188,124.374,89.099,171.294,124.388,105.714,44.200,149.818,118.845,100.387,118.405,107.107,140.500,119.900,110.998,71.471,102.647,136.629,324.412,112.614,94.554,51.941,128.127,98.380,69.714,130.649,92.979,27.778,107.321,64.058,17.556,97.751,68.636
60,42.455,108.369,69.884,147.647,118.160,87.223,69.812,124.149,89.388,194.824,124.355,105.616,8.900,149.784,119.512,105.871,118.439,107.391,100.438,119.907,110.914,84.353,102.404,137.180,291.529,112.502,94.765,27.765,128.096,98.049,79.857,130.854,93.168,22.056,107.216,63.713,22.833,97.999,67.986
61,52.227,107.949,69.740,1297.098,118.238,87.206,60.250,124.229,89.254,181.647,124.555,105.668,52.700,149.822,119.192,74.387,118.392,106.932,130.688,119.935,111.026,115.941,102.546,136.843,403.706,112.556,94.675,70.706,128.258,98.250,248.786,130.869,92.933,29.722,107.367,64.337,40.222,97.688,68.585
62,22.136,107.880,69.957,962.353,118.255,87.261,124.875,124.199,89.389,202.882,124.342,105.573,36.400,149.545,119.291,120.516,118.147,107.008,158.000,119.948,110.927,79.176,102.447,137.098,551.353,112.536,94.753,101.118,128.259,98.494,89.571,130.751,92.714,60.500,107.191,64.328,40.111,98.137,68.654
63,71.182,107.939,69.980,859.412,118.221,87.261,68.812,124.424,89.185,172.353,124.455,105.584,21.000,149.538,119.000,103.290,118.323,107.170,164.312,120.072,111.124,70.824,102.286,137.006,2958.971,112.543,94.686,441.294,128.392,98.415,192.429,130.786,93.055,26.500,107.213,64.708,22.167,97.779,68.535
64,20.182,107.936,69.834,968.706,118.281,87.253,52.812,124.127,89.311,236.000,124.422,105.588,58.700,149.911,119.458,125.548,118.073,107.273,117.250,119.995,111.102,131.294,102.513,137.233,2380.823,112.538,94.698,88.588,128.396,98.795,323.643,130.880,93.056,40.333,106.860,64.194,30.333,98.109,68.279
65,28.136,107.895,70.134,734.824,118.250,87.266,56.125,124.212,89.390,120.824,124.200,105.690,46.200,149.688,118.980,194.065,118.307,107.054,157.312,120.123,110.980,93.941,102.546,136.922,1450.000,112.504,94.696,48.765,128.285,98.045,98.500,130.799,93.073,38.333,107.238,64.110,52.111,97.832,68.415
66,39.909,107.408,69.840,558.196,118.263,87.278,81.062,124.263,89.291,205.588,124.473,105.607,20.400,149.925,118.435,144.968,118.482,107.167,121.125,119.683,110.953,182.059,102.535,136.926,1289.588,112.527,94.745,100.941,128.237,98.629,90.143,130.990,92.554,29.500,107.442,64.110,52.167,97.850,68.594
67,39.636,107.607,69.958,516.431,118.356,87.206,106.500,124.139,89.321,244.059,124.340,105.699,30.300,149.842,118.885,169.742,118.326,107.036,186.688,119.918,110.977,75.765,102.586,137.123,1939.647,112.573,94.715,65.941,128.455,98.314,64.357,130.698,92.828,11.222,107.067,64.624,34.778,98.220,68.483
68,36.818,107.870,70.234,705.490,118.237,87.287,107.438,124.394,89.333,182.824,124.635,105.714,21.100,149.856,118.875,79.677,118.421,107.047,110.250,119.819,110.987,59.647,102.511,137.205,1570.412,112.521,94.702,84.941,128.227,98.343,20.143,131.105,93.025,58.556,107.370,64.204,51.944,98.364,68.425
69,41.909,107.656,70.053,352.314,118.285,87.370,43.250,124.266,89.370,146.353,124.399,105.780,20.900,149.577,118.918,174.452,118.245,107.107,125.938,120.129,111.051,76.235,102.652,137.103,1736.412,112.581,94.736,26.412,128.941,98.195,62.571,130.757,93.357,57.167,107.059,64.079,55.611,97.807,68.381
70,54.773,107.799,69.817,158.314,118.440,87.184,53.875,124.638,89.083,152.294,124.421,105.695,22.600,149.807,119.430,79.355,118.329,107.216,126.625,120.067,110.926,128.176,102.129,137.138,2244.941,112.515,94.623,78.235,128.452,98.194,51.500,130.713,93.042,29.889,107.446,64.234,25.611,97.859,68.130
71,25.773,108.239,69.734,138.980,118.135,87.236,77.938,124.072,89.237,196.588,124.544,105.762,37.800,149.589,119.038,85.935,118.433,106.890,163.938,119.727,110.953,150.471,102.426,136.952,978.059,112.536,94.777,70.588,128.398,98.224,75.571,130.816,92.798,19.722,107.386,64.202,49.444,97.662,68.509
72,16.636,107.730,69.778,79.020,118.334,87.148,46.875,124.789,89.072,189.412,124.377,105.581,49.000,149.606,119.020,81.290,118.614,107.159,145.375,119.999,110.936,119.000,102.557,136.926,565.824,112.528,94.654,55.471,128.402,97.894,50.714,130.815,93.208,26.778,107.591,64.333,22.667,97.887,68.375
73,31.636,107.876,70.112,72.902,118.230,87.317,90.625,124.494,89.229,146.000,124.505,105.606,8.500,149.356,119.286,75.677,118.326,106.887,119.438,120.184,111.115,143.294,102.369,137.007,568.882,112.486,94.678,61.176,128.440,98.150,37.929,130.762,93.009,40.278,107.184,64.311,41.944,97.472,68.453
74,20.455,107.706,70.307,113.804,118.470,87.105,63.125,124.261,89.313,157.941,124.542,105.735,37.800,149.474,118.855,56.129,118.180,107.445,133.875,120.032,111.184,137.235,102.222,137.000,344.529,112.565,94.835,106.647,128.394,97.991,49.500,130.645,92.982,49.500,107.222,64.501,41.833,97.749,68.620
75,22.591,107.965,69.813,74.667,118.343,87.281,50.312,124.217,88.971,179.529,124.592,105.827,49.300,149.725,119.153,78.645,118.422,107.022,195.938,120.043,110.912,104.118,102.180,137.102,440.353,112.464,94.629,37.588,128.106,98.580,87.857,130.867,93.180,48.722,107.215,64.402,26.278,98.389,68.376
76,25.000,107.835,69.621,70.745,118.125,87.319,30.188,124.040,89.344,142.059,124.750,105.930,18.100,149.871,119.592,75.419,118.278,107.447,171.375,119.913,111.159,134.647,102.209,137.111,353.000,112.425,94.777,70.765,128.483,98.396,71.286,130.721,92.946,36.889,107.345,64.351,35.778,97.727,68.624
77,37.045,107.870,69.877,114.471,118.303,87.164,69.688,124.359,89.087,101.294,124.444,105.651,18.500,149.981,119.229,136.903,118.266,106.918,151.375,119.937,110.905,161.882,102.405,136.776,292.941,112.482,94.754,51.706,128.240,98.265,57.000,130.929,92.654,27.611,107.413,63.578,25.333,98.246,68.689
78,32.045,107.874,69.789,87.098,118.318,87.162,62.812,124.467,89.537,111.706,124.361,105.746,60.000,150.082,119.308,137.806,118.465,107.137,100.062,119.946,110.884,85.588,102.197,137.153,475.824,112.498,94.736,47.353,128.298,98.438,43.286,130.880,93.104,63.611,107.481,64.166,62.167,98.162,68.723
79,25.727,107.855,70.067,138.980,118.370,87.192,39.875,124.254,89.212,176.059,124.430,105.663,33.600,149.762,118.844,127.419,118.176,107.127,129.625,120.067,110.899,124.529,102.376,137.176,400.706,112.562,94.614,29.765,128.202,98.261,11.929,130.960,92.362,29.833,107.164,63.947,42.444,97.479,68.401
80,29.318,107.954,70.227,121.020,118.266,87.228,25.250,124.266,88.944,126.176,124.525,105.565,17.100,149.936,118.947,68.581,118.392,107.323,79.938,120.026,110.942,133.882,102.788,137.109,327.941,112.494,94.580,50.647,128.366,98.725,65.571,130.784,93.135,19.889,107.494,63.721,6.556,97.852,68.260
81,30.500,108.170,69.802,113.608,118.218,87.090,38.062,124.512,89.398,237.647,124.661,105.730,62.000,149.834,118.973,125.355,118.302,106.908,123.438,119.953,110.936,128.471,102.410,137.056,428.882,112.559,94.656,88.176,128.586,98.352,36.143,130.728,93.094,44.944,107.192,64.093,28.556,97.964,68.266
82,9.545,108.521,70.267,100.275,118.101,87.253,111.250,124.404,89.277,166.824,124.449,105.636,24.900,149.586,119.262,93.484,118.131,107.021,109.312,119.897,110.975,145.235,102.382,136.806,393.824,112.530,94.696,43.529,128.512,98.510,71.643,130.878,92.625,34.722,107.164,64.351,50.778,97.796,68.751
83,29.955,108.142,70.162,84.863,118.285,87.248,58.250,124.236,89.383,128.941,124.400,105.656,17.600,149.755,119.012,87.290,118.214,107.249,138.375,119.985,111.172,92.059,102.538,137.126,322.588,112.546,94.584,63.941,128.322,98.322,62.714,130.730,92.624,22.056,107.381,64.436,35.056,97.813,68.222
84,104.955,107.998,69.788,113.608,118.537,87.391,85.500,124.145,89.619,168.353,124.328,105.770,20.700,149.355,119.039,96.194,118.264,107.088,156.812,119.804,110.885,108.647,102.497,137.261,362.882,112.470,94.713,42.765,128.555,98.027,30.286,130.753,92.739,32.667,107.160,64.185,24.611,97.790,68.070
85,499.636,107.820,69.860,122.039,118.485,87.104,44.250,124.220,89.500,147.412,124.327,105.800,33.800,149.708,119.173,101.290,118.256,107.137,196.875,119.938,110.899,147.765,102.689,137.107,300.941,112.484,94.560,66.294,128.449,98.077,54.929,130.923,93.068,16.500,106.898,63.879,26.111,98.010,68.637
86,295.682,108.064,69.722,116.980,118.015,87.255,34.312,124.259,89.262,184.588,124.307,105.700,18.800,149.921,119.456,102.645,118.217,107.228,182.000,119.964,110.964,149.176,102.493,137.012,224.235,112.478,94.796,50.588,128.263,98.313,33.571,130.738,92.834,35.333,106.814,64.483,65.167,98.225,68.457
87,452.909,107.864,69.785,129.882,118.324,87.381,40.875,124.077,89.160,180.471,124.486,105.733,7.000,150.195,118.575,79.355,118.402,106.993,109.438,119.978,110.714,39.471,102.324,137.079,300.588,112.556,94.783,79.176,128.233,98.527,13.857,130.796,93.051,28.389,107.488,63.888,97.278,98.008,68.398
