 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26
93,403.484,92.229,95.951,216.633,75.394,72.772,668.907,86.558,101.710,677.200,86.623,94.941,88.722,107.037,97.843,48.231,105.284,103.147,42.371,125.503,119.559,203.111,102.864,93.584,203.000,100.230,103.045,193.314,127.194,106.614,96.595,55.471,66.904,39.385,132.458,104.707,36.129,36.698,58.187,49.176,131.733,123.446,24.545,137.518,111.574,339.250,55.283,61.171,58.900,80.488,141.536,42.500,89.680,137.136,258.647,64.724,49.708,35.656,69.474,63.253,143.484,58.674,56.608,41.056,125.676,112.393,97.081,115.173,119.652,45.481,126.224,123.712,64.429,80.298,84.398,47.100,101.755,119.627
94,88.516,92.081,96.068,134.567,75.237,72.607,662.948,86.605,101.650,744.700,86.667,94.924,96.056,107.257,97.894,109.462,105.412,103.188,87.343,125.403,119.434,196.250,102.984,93.301,240.545,100.174,102.835,219.171,127.127,106.554,97.714,55.753,66.857,52.846,132.453,104.667,44.516,36.862,58.500,59.000,131.880,123.312,24.545,137.669,111.066,444.625,55.235,61.115,54.533,80.754,141.843,52.955,89.833,136.983,222.765,64.828,49.794,51.781,69.799,63.668,121.419,58.837,56.637,59.667,125.661,112.057,55.027,115.174,119.704,74.667,126.274,123.967,20.667,80.494,84.181,58.150,102.030,119.552
95,131.226,92.125,95.665,124.433,75.280,72.845,697.093,86.604,101.700,809.633,86.687,94.919,114.556,107.279,97.634,74.692,105.191,103.359,83.143,125.191,119.143,229.167,102.833,93.267,153.227,100.427,103.100,280.914,126.867,106.714,76.143,55.684,66.960,103.692,132.482,104.486,35.032,37.071,58.067,32.118,132.100,123.679,29.955,137.496,111.493,415.938,55.361,61.043,98.233,80.493,141.668,43.727,89.584,137.599,245.176,64.749,49.887,54.844,69.743,63.320,171.226,58.781,56.722,19.333,125.608,112.538,76.108,115.050,119.590,58.148,126.279,123.638,68.190,80.363,84.312,59.275,101.862,119.676
96,59.290,92.157,95.985,253.700,75.335,72.784,699.134,86.583,101.654,756.800,86.700,94.872,56.222,107.101,97.758,118.846,105.314,103.229,66.600,125.364,119.138,212.389,102.947,93.376,165.182,100.493,103.165,270.457,126.925,106.555,85.333,55.648,67.005,88.615,132.717,104.732,52.645,36.732,58.038,27.824,132.412,122.993,30.273,137.926,111.288,372.188,55.270,61.126,49.433,80.581,141.804,38.318,90.404,137.225,289.529,64.731,49.736,50.781,69.422,63.499,130.387,58.710,56.533,60.111,125.636,112.011,108.811,115.162,119.661,87.333,126.086,123.994,32.095,80.496,84.014,69.625,101.875,119.588
97,75.677,92.233,96.388,322.867,75.167,72.860,632.887,86.573,101.658,759.533,86.650,94.870,115.833,107.010,97.828,170.615,105.215,102.979,78.543,125.466,119.134,226.139,102.984,93.288,131.182,100.310,103.058,224.143,127.034,106.644,96.381,55.712,67.102,115.462,132.534,104.872,14.581,36.503,58.380,32.882,132.071,123.099,33.909,137.798,111.042,348.062,55.381,61.137,67.000,80.598,141.568,10.909,89.852,137.305,219.000,64.755,49.781,69.156,69.877,63.498,163.677,58.669,56.456,73.278,125.661,112.195,79.784,115.003,119.198,60.519,126.314,123.987,22.048,80.365,84.484,57.350,101.972,119.552
98,48.645,91.936,95.786,270.200,75.276,72.662,720.062,86.573,101.662,736.900,86.572,94.860,180.833,107.171,97.692,130.923,105.448,103.186,82.457,125.391,119.136,2576.417,102.879,93.437,160.409,100.408,103.051,210.086,127.029,106.644,69.548,55.727,67.542,111.692,132.471,104.681,32.129,36.429,58.354,65.706,131.977,123.644,23.545,137.773,111.169,447.875,55.333,60.966,76.200,80.554,141.898,44.909,89.586,137.221,186.647,64.861,49.821,58.000,69.895,63.468,200.129,58.638,56.688,25.111,125.789,112.254,105.676,115.001,119.627,63.444,126.308,123.509,80.000,80.645,84.187,66.375,101.851,119.891
99,84.645,92.056,96.069,283.933,75.440,72.856,655.505,86.580,101.743,776.000,86.703,94.882,195.000,107.183,97.834,128.769,105.263,102.944,72.714,125.290,119.427,2030.722,102.924,93.421,162.545,100.326,103.229,262.914,126.989,106.611,81.119,55.849,66.982,91.846,132.628,104.668,31.677,36.873,57.862,40.353,132.125,123.145,15.227,137.774,110.765,337.312,55.290,61.043,79.867,80.198,141.640,51.227,89.696,137.552,224.529,64.945,49.772,39.406,69.406,63.808,143.226,58.652,56.641,38.944,125.563,112.509,106.757,115.087,119.619,42.741,126.168,124.132,69.143,80.736,84.328,57.600,101.773,119.783
100,72.387,92.059,95.877,239.333,75.355,72.804,747.155,86.630,101.747,746.100,86.717,94.919,131.611,107.263,97.769,172.538,105.309,102.750,65.143,125.070,119.328,1924.139,102.889,93.487,2219.818,100.243,103.296,230.829,127.028,106.702,85.143,55.630,66.875,94.385,132.809,104.590,29.419,36.598,58.545,21.706,132.196,123.763,22.000,137.877,111.169,401.188,55.377,61.062,86.333,80.634,142.101,27.545,89.684,137.608,202.882,64.893,49.866,49.344,69.800,63.379,163.355,58.657,56.460,48.056,125.794,112.446,109.243,115.387,119.535,86.556,126.091,124.041,41.524,80.238,84.171,37.875,102.038,119.763
101,65.548,91.945,95.927,85.533,75.399,72.728,728.186,86.662,101.729,727.033,86.649,94.837,146.889,106.986,97.610,51.615,105.576,103.113,39.743,125.526,119.238,1692.972,102.872,93.434,1011.273,100.247,103.208,258.543,127.017,106.589,91.881,55.683,66.994,201.538,132.598,104.532,70.129,36.844,58.534,53.235,132.386,123.422,32.091,137.808,111.279,414.312,55.258,61.202,71.900,80.602,141.516,30.591,89.903,137.089,305.529,64.863,49.771,43.062,69.931,63.969,129.806,58.724,56.515,76.944,125.633,112.313,130.541,115.183,119.513,58.741,126.210,124.082,37.905,80.373,84.238,34.925,101.948,119.517
102,92.000,91.979,95.868,47.267,75.124,72.686,670.454,86.639,101.719,878.833,86.676,94.863,148.167,106.971,97.690,75.154,105.418,102.976,58.600,125.496,119.262,1647.556,102.909,93.458,1353.955,100.240,103.293,314.057,126.795,106.561,70.500,55.708,66.906,235.077,132.457,104.686,27.226,36.877,59.014,87.000,131.814,123.424,32.182,137.439,111.326,303.312,55.335,61.247,43.167,80.504,141.758,36.000,89.800,137.066,327.235,64.796,49.800,39.250,69.932,63.709,176.000,58.641,56.610,54.556,125.747,112.197,103.676,114.945,119.835,77.111,126.144,123.576,52.571,80.885,84.088,56.775,101.798,119.484
103,59.613,92.173,95.457,34.300,75.220,72.808,674.392,86.603,101.590,887.700,86.670,94.846,91.611,107.175,97.843,114.615,105.545,103.048,38.086,125.396,119.366,859.167,102.981,93.459,430.136,100.272,103.232,427.629,126.889,106.539,89.762,55.782,66.920,221.385,132.549,104.436,56.516,36.683,58.545,58.059,132.207,123.491,49.045,137.977,110.949,371.188,55.343,61.160,65.933,80.799,141.744,53.136,89.931,137.262,193.118,64.712,49.824,48.750,69.679,63.426,110.839,58.623,56.463,37.944,125.570,112.047,78.000,114.917,119.585,73.556,126.101,123.646,86.095,80.417,84.275,42.425,101.904,120.265
104,103.355,92.141,95.998,34.200,75.671,72.873,720.041,86.565,101.743,818.733,86.751,94.891,127.611,107.337,97.992,122.538,105.304,102.847,62.314,125.228,119.338,250.361,102.997,93.435,152.409,100.334,103.078,970.857,126.872,106.719,1460.143,55.641,66.966,224.692,132.551,104.632,25.355,36.759,58.306,47.235,131.817,123.961,49.955,137.588,111.234,302.750,55.388,61.288,45.167,80.178,141.617,20.682,89.705,137.193,240.471,64.922,49.901,68.469,69.636,63.741,174.581,58.722,56.572,46.500,125.654,112.005,103.243,115.219,119.589,238.000,126.241,124.135,73.476,80.515,84.258,48.750,101.846,119.391
105,61.548,92.290,96.098,20.200,75.778,72.590,663.010,86.672,101.715,845.233,86.727,94.811,64.000,107.206,97.979,86.385,105.589,102.956,84.857,125.388,119.558,212.833,102.873,93.430,186.591,100.323,103.129,2138.343,126.964,106.627,1549.262,55.677,66.939,315.000,132.620,104.635,29.226,36.839,58.223,44.353,132.390,123.281,53.182,137.498,110.796,332.750,55.276,61.142,50.167,80.666,141.770,25.409,89.671,137.337,185.235,64.888,49.898,54.469,69.462,63.468,162.065,58.676,56.749,36.833,125.245,112.232,61.676,114.931,119.503,393.370,126.169,124.108,41.286,80.529,84.115,33.200,101.833,119.270
106,126.581,92.468,96.145,33.100,75.330,72.758,760.598,86.583,101.693,802.600,86.702,94.899,66.833,107.122,98.048,104.154,105.629,103.214,35.143,125.696,119.406,175.194,102.953,93.223,167.182,100.315,103.312,1350.657,126.995,106.639,1120.238,55.705,66.921,1118.769,132.643,104.584,59.742,36.683,58.606,46.765,132.470,123.260,27.591,137.763,110.738,386.125,55.338,61.118,55.400,80.739,141.807,32.636,89.832,136.980,212.882,64.654,49.876,50.031,69.660,63.447,77.355,58.874,56.657,58.667,125.493,112.427,102.270,115.169,119.383,87.815,126.212,124.049,62.857,80.499,84.003,52.400,101.793,119.862
107,67.419,92.103,95.861,21.900,75.188,72.913,635.753,86.649,101.725,791.333,86.642,94.972,77.722,107.189,97.982,136.462,105.680,103.113,43.143,125.475,119.291,121.361,103.005,93.374,113.545,100.271,103.120,1075.371,126.938,106.607,1281.333,55.647,66.988,1467.308,132.692,104.662,56.452,36.705,58.271,51.235,131.851,123.460,28.682,137.720,111.199,369.562,55.318,61.194,56.867,80.625,142.026,51.045,89.874,137.098,201.000,64.718,49.711,51.469,69.539,63.571,139.419,58.669,56.422,33.667,126.123,112.203,91.405,115.243,119.795,85.926,126.345,124.150,65.619,80.842,83.999,47.800,101.732,119.639
108,98.000,92.244,96.060,44.600,74.951,72.504,644.680,86.581,101.740,649.900,86.757,94.851,118.056,107.287,97.974,78.538,105.371,103.037,70.200,125.366,119.305,165.833,102.881,93.414,102.682,100.464,103.216,1420.714,126.935,106.629,1211.524,55.696,66.937,1845.385,132.627,104.584,545.097,36.798,58.373,53.706,131.752,123.211,47.500,137.501,110.831,384.000,55.272,61.130,64.300,80.398,141.707,34.727,89.851,137.257,196.824,64.585,49.904,33.875,69.799,63.359,176.129,58.712,56.557,86.889,125.772,112.308,159.027,115.004,119.247,75.481,126.405,124.094,46.048,80.792,84.208,34.150,101.768,119.467
109,96.710,92.115,95.859,22.600,75.479,72.874,644.515,86.671,101.719,706.633,86.629,94.975,32.611,107.244,97.896,67.769,105.585,103.167,65.429,125.253,119.438,207.389,103.252,93.555,153.909,100.376,103.075,1528.257,126.932,106.642,1155.738,55.688,66.933,1466.923,132.620,104.592,211.548,36.843,58.418,19.412,132.203,123.519,29.091,137.440,110.997,411.688,55.315,61.201,46.167,80.522,141.373,41.182,89.890,137.139,267.941,64.871,49.674,45.969,69.710,63.775,108.000,58.731,56.194,37.833,125.306,112.163,53.081,115.081,119.303,66.593,126.137,123.928,40.571,80.360,83.920,75.025,101.839,119.681
110,70.323,92.180,95.895,34.233,75.131,72.327,696.082,86.493,101.780,759.067,86.684,94.944,78.444,107.368,98.020,79.231,105.244,102.971,55.457,125.477,119.368,142.972,102.915,93.442,145.909,100.307,103.170,1716.171,126.923,106.707,1294.190,55.707,66.857,961.231,132.620,104.568,154.129,36.664,58.255,63.706,131.913,123.224,17.045,137.623,111.459,426.625,55.319,61.130,52.067,80.697,141.732,40.545,89.910,137.069,149.118,64.790,49.874,37.125,69.844,63.592,169.871,58.754,56.729,56.500,125.775,112.395,62.811,115.387,119.594,54.815,126.096,124.003,54.190,80.660,84.102,43.050,101.766,120.086
111,87.935,92.278,95.932,20.067,74.822,72.553,705.856,86.667,101.678,663.467,86.768,94.899,75.000,107.364,97.966,111.462,105.291,103.022,62.200,125.377,119.184,217.389,102.970,93.443,145.636,100.213,103.375,1361.114,126.906,106.658,966.762,55.641,67.007,867.462,132.631,104.664,196.581,36.734,58.479,132.765,131.956,123.384,38.227,137.711,111.145,342.562,55.375,61.097,51.000,80.758,141.910,41.045,89.843,136.972,164.824,64.790,50.073,53.844,69.802,63.643,139.806,58.688,56.516,28.778,125.266,112.073,89.081,115.389,119.681,80.815,126.146,123.441,51.286,80.585,84.303,55.100,101.960,119.478
112,90.774,92.058,96.174,22.500,75.014,73.018,761.340,86.656,101.754,885.067,86.762,94.862,55.500,107.130,98.379,89.538,105.527,103.161,77.971,125.211,119.124,183.000,102.886,93.420,197.636,100.392,103.213,1248.714,126.961,106.573,811.405,55.693,66.898,702.538,132.625,104.704,64.452,36.898,58.021,94.647,132.085,123.463,32.500,137.838,111.184,402.062,55.373,61.042,73.500,80.761,141.587,16.500,89.807,137.777,144.588,64.723,49.727,40.094,69.828,63.611,194.968,58.770,56.613,34.722,125.710,112.201,104.432,115.158,119.768,62.519,126.253,123.925,33.143,80.770,84.149,80.725,101.534,119.372
113,77.742,92.054,95.821,39.300,75.285,72.799,763.670,86.581,101.775,877.800,86.676,94.926,89.611,107.214,98.075,138.769,105.412,102.978,40.686,125.522,119.134,209.639,102.973,93.384,170.273,100.264,102.971,782.057,127.038,106.621,542.167,55.591,67.084,648.923,132.554,104.629,233.677,36.787,58.357,407.294,132.127,123.464,15.682,137.621,111.797,493.188,55.315,61.121,70.633,80.582,141.810,33.864,89.732,137.197,191.471,64.719,50.020,48.281,69.955,63.757,173.548,58.670,56.683,22.778,125.910,112.565,96.108,115.268,119.413,45.444,126.118,123.603,87.619,80.428,83.900,66.025,101.920,119.399
114,97.355,92.298,95.714,42.667,75.299,72.724,691.629,86.622,101.696,805.900,86.755,94.825,81.833,107.077,98.008,77.231,105.291,103.019,98.143,125.312,119.034,184.861,102.975,93.351,143.864,100.249,103.422,533.771,126.961,106.627,1033.405,55.678,66.928,540.154,132.648,104.748,108.387,36.774,58.205,505.176,132.125,123.389,23.773,137.847,111.279,417.625,55.387,61.263,76.033,80.664,141.647,82.409,89.820,137.476,183.765,64.695,49.670,40.281,70.120,63.557,137.742,58.865,56.680,55.111,125.443,112.123,80.703,115.048,119.780,104.481,126.274,123.838,91.095,80.716,84.151,48.075,101.752,119.437
115,42.645,92.129,95.698,20.833,75.134,72.741,673.835,86.629,101.732,786.167,86.752,94.924,78.889,107.314,98.055,70.462,105.275,103.190,48.657,125.245,119.365,136.750,103.045,93.319,198.773,100.306,103.236,341.029,127.057,106.699,344.619,55.855,66.735,333.846,132.685,104.683,193.935,36.581,58.263,185.176,132.195,123.671,67.909,137.814,111.459,401.625,55.346,61.165,84.467,80.717,141.705,36.182,89.872,137.107,233.882,64.762,49.806,45.156,69.874,63.989,120.387,58.740,56.720,53.556,125.696,111.877,121.189,115.178,119.449,107.444,126.187,123.929,66.524,80.825,84.133,22.875,101.945,119.981
116,83.806,92.037,96.024,26.033,75.697,72.870,747.402,86.673,101.737,705.400,86.674,94.892,58.444,107.227,97.827,70.692,105.458,103.123,49.400,125.204,119.027,229.722,102.812,93.442,152.227,100.500,103.183,211.314,126.990,106.462,94.143,55.690,66.863,112.923,132.641,104.857,71.806,36.681,58.644,73.824,132.169,123.583,538.455,137.778,111.202,408.875,55.268,61.022,35.000,80.673,141.478,55.000,89.443,137.071,251.765,64.768,49.754,39.938,69.760,63.455,212.968,58.574,56.470,42.611,125.674,111.977,127.189,115.129,119.654,61.556,126.004,123.719,66.429,80.582,84.294,57.950,102.182,119.658
117,100.129,92.022,96.089,31.367,75.443,73.173,689.588,86.609,101.680,693.267,86.675,94.956,78.444,107.301,97.733,98.846,105.374,103.176,79.400,125.582,119.194,164.389,102.906,93.345,172.182,100.298,103.382,209.400,126.950,106.540,90.095,55.654,66.963,237.615,132.426,104.661,55.226,36.797,58.590,36.765,132.084,123.376,302.091,137.793,111.333,379.625,55.308,61.069,65.933,80.835,141.569,42.818,89.874,137.343,284.235,64.832,49.761,47.094,69.803,63.683,98.645,58.783,56.787,59.222,125.449,112.137,97.676,115.204,119.599,67.593,126.187,123.650,61.429,80.303,83.936,40.150,101.805,119.533
118,70.000,92.004,96.149,22.000,74.970,72.589,727.278,86.641,101.615,626.533,86.672,94.828,91.333,107.106,97.926,32.923,105.553,102.984,72.829,125.693,119.184,208.194,102.870,93.245,146.773,100.449,103.330,243.971,127.072,106.541,98.333,55.680,66.931,189.769,132.555,104.738,25.935,36.557,58.363,67.882,131.939,123.596,253.545,137.711,111.230,421.250,55.445,61.156,66.933,80.559,141.919,52.455,89.911,137.085,163.647,64.769,49.805,62.281,69.655,63.868,120.194,58.767,56.620,15.778,125.737,112.196,75.243,115.138,119.486,53.704,126.042,123.999,50.571,80.826,84.101,34.150,101.964,119.934
119,68.581,92.011,96.126,22.867,75.602,73.056,686.825,86.617,101.721,636.800,86.693,94.838,79.500,107.319,98.177,64.615,105.540,102.822,69.029,125.225,119.478,194.917,102.962,93.426,156.000,100.369,103.183,179.200,126.900,106.585,96.643,55.585,67.085,199.308,132.556,104.628,27.935,37.067,58.751,27.706,132.070,123.461,153.591,137.822,111.176,425.500,55.358,61.104,51.900,80.664,141.508,15.818,89.964,137.208,232.647,64.874,49.847,67.281,69.764,63.814,111.226,58.551,56.688,46.444,125.540,112.286,132.270,115.365,119.489,42.185,126.196,123.953,42.000,81.057,84.405,60.600,101.841,119.890
120,871.742,92.130,95.925,34.333,75.483,72.313,713.278,86.593,101.678,675.733,86.790,94.869,57.611,107.054,97.880,103.692,105.319,103.040,64.743,125.447,119.325,192.611,103.058,93.340,150.000,100.380,103.096,218.771,126.939,106.644,114.357,55.602,66.814,163.692,132.563,104.567,44.645,36.635,58.426,20.941,132.156,123.119,148.182,137.654,111.018,299.875,55.360,61.061,53.500,80.649,141.961,28.000,89.739,137.445,189.824,64.721,49.916,44.938,69.831,63.814,145.226,58.731,56.666,31.611,125.744,112.364,139.243,115.216,119.680,79.741,126.248,123.756,79.571,80.796,83.995,53.775,101.706,120.127
121,1070.774,92.163,95.921,17.600,75.309,72.919,740.577,86.659,101.744,623.967,86.691,95.008,56.111,107.310,97.912,81.538,105.582,103.122,48.571,125.226,119.564,238.028,103.031,93.406,137.409,100.467,103.232,164.229,126.938,106.839,103.024,55.827,67.125,125.308,132.521,104.438,34.258,36.772,58.265,92.471,132.444,123.482,380.364,137.803,111.156,310.062,55.290,61.056,102.367,80.642,141.621,15.227,89.752,137.355,234.235,64.765,49.785,73.594,69.734,63.712,116.645,58.616,56.608,31.056,125.341,112.323,91.838,115.408,119.452,65.111,125.971,124.052,64.381,80.523,84.100,64.825,102.057,119.340
122,821.548,92.145,96.040,26.300,75.051,72.527,736.639,86.581,101.720,743.367,86.746,94.879,68.833,107.146,97.917,88.846,105.167,103.167,35.257,125.431,119.132,170.806,102.984,93.255,201.318,100.387,103.239,180.914,126.802,106.708,108.690,55.629,67.064,159.154,132.575,104.727,30.516,36.724,58.805,30.824,131.985,123.127,236.364,137.634,111.206,318.812,55.331,60.976,76.767,80.611,141.519,33.682,89.819,137.146,140.824,64.857,49.723,55.188,70.027,63.678,175.484,58.678,56.659,53.667,125.492,112.390,81.730,114.943,119.653,43.741,126.245,123.882,63.238,80.556,84.236,63.200,101.876,119.490
123,997.290,92.189,95.934,31.833,75.464,72.713,741.546,86.581,101.665,783.300,86.741,94.851,98.056,107.119,98.123,87.231,105.191,103.009,70.057,125.617,119.071,200.917,102.949,93.529,204.136,100.417,103.152,199.829,126.925,106.568,78.214,55.599,66.811,174.538,132.487,104.532,20.129,36.503,58.673,30.294,132.217,123.962,255.545,137.655,111.315,455.375,55.349,61.096,61.800,80.559,141.802,20.227,89.759,137.354,203.647,64.806,49.741,60.656,69.576,63.656,118.903,58.616,56.708,31.833,125.700,112.228,113.514,115.238,119.587,62.741,126.286,123.666,45.095,80.453,84.178,49.725,101.808,119.352
124,546.194,92.090,95.854,34.467,75.439,72.420,733.299,86.605,101.722,799.933,86.751,94.837,132.833,107.027,97.939,67.692,105.291,102.913,76.743,125.311,119.211,221.028,103.001,93.557,181.727,100.310,103.118,178.571,126.887,106.596,72.071,55.554,66.954,139.308,132.749,104.698,23.419,36.941,58.321,38.294,132.056,123.713,203.955,137.760,111.327,342.562,55.268,61.104,59.133,80.480,142.125,16.864,89.536,137.273,195.353,64.857,50.051,52.844,69.637,63.802,155.290,58.526,56.546,31.389,125.811,112.435,165.838,115.075,119.602,71.111,126.122,123.792,26.571,80.433,84.065,38.800,101.778,119.488
125,205.226,92.219,95.590,12.833,75.196,72.302,678.598,86.604,101.681,776.433,86.755,94.921,69.333,107.100,98.033,136.077,105.353,103.138,44.686,125.182,119.460,186.194,102.855,93.309,155.000,100.450,103.175,174.000,127.216,106.709,65.357,55.675,66.938,139.077,132.547,104.715,35.097,36.965,58.615,34.588,132.060,123.734,72.455,137.609,111.138,419.375,55.354,61.006,51.633,80.670,141.721,9.591,89.294,137.121,263.529,64.773,49.706,72.000,69.631,63.699,109.484,58.920,56.696,55.222,125.469,112.334,91.892,115.119,119.553,75.963,126.177,123.635,78.619,80.350,84.246,51.175,101.766,119.469
126,74.710,92.291,96.046,31.300,75.155,72.680,768.742,86.611,101.637,635.767,86.616,94.948,49.000,107.405,97.609,111.308,105.399,102.777,115.714,125.442,119.333,210.639,102.845,93.238,173.455,100.340,102.989,208.857,126.937,106.537,109.333,55.605,66.843,112.154,132.671,104.574,17.613,36.584,58.277,50.235,132.076,123.507,19.273,137.650,111.154,429.312,55.344,61.145,62.133,80.680,141.321,35.273,90.192,137.445,272.588,64.807,49.863,58.844,69.899,63.745,108.581,58.648,56.610,27.889,125.175,112.308,78.703,115.190,119.638,56.185,126.307,124.072,48.857,80.604,83.967,27.450,101.951,118.929
127,98.774,92.133,96.339,22.300,75.212,73.179,690.000,86.593,101.692,751.300,86.625,94.961,82.667,106.994,97.780,76.154,105.381,103.026,67.743,125.411,119.568,188.194,103.123,93.478,132.500,100.508,103.268,213.000,127.201,106.625,103.690,55.815,67.068,132.769,132.440,104.798,30.774,36.814,58.689,56.412,132.042,123.584,58.864,137.881,110.721,283.312,55.282,61.056,69.267,80.390,141.970,328.136,89.751,137.352,240.529,64.662,49.865,51.031,69.799,63.535,162.645,58.667,56.538,68.778,125.615,112.344,119.946,115.262,119.573,64.704,126.199,124.029,104.857,80.557,84.118,61.775,101.856,119.517
128,44.452,92.207,95.819,18.333,75.113,72.834,637.505,86.544,101.656,757.067,86.523,94.909,54.611,107.288,98.180,65.923,105.279,103.041,88.857,125.230,119.598,233.528,102.876,93.334,161.636,100.490,103.291,205.457,126.994,106.543,83.667,55.791,67.147,139.538,132.765,104.460,33.290,36.900,58.482,44.000,132.174,123.713,23.636,137.805,111.087,350.875,55.382,60.914,53.333,80.407,141.794,314.500,89.748,137.346,275.000,64.707,49.804,39.469,69.763,63.999,110.903,58.761,56.671,41.000,125.565,112.025,66.865,114.995,119.412,78.963,126.131,123.899,73.190,80.370,84.015,65.675,102.041,119.753
129,65.935,92.161,95.897,24.900,75.277,72.964,666.495,86.599,101.609,865.100,86.697,94.973,58.000,107.405,98.276,96.615,105.459,103.036,69.229,125.304,119.309,196.972,102.863,93.347,137.364,100.301,102.948,172.057,127.007,106.731,71.833,55.769,66.771,146.154,132.666,104.559,19.226,37.078,57.932,13.353,132.352,123.308,31.682,137.778,111.096,381.250,55.366,61.149,57.267,80.666,142.015,289.727,89.889,137.321,226.353,64.719,49.715,52.406,69.654,63.763,152.194,58.637,56.523,51.500,125.631,112.313,139.405,115.133,119.326,76.259,126.374,123.688,29.524,80.765,84.299,37.350,101.679,119.457
130,71.935,92.130,96.075,23.967,75.146,72.553,658.289,86.558,101.627,794.767,86.721,94.857,65.111,107.258,97.911,101.154,105.563,103.008,60.714,125.431,119.258,169.667,103.025,93.469,153.364,100.428,103.045,250.800,126.952,106.827,122.476,55.690,66.933,127.692,132.467,104.746,44.000,36.570,58.232,35.882,132.146,123.723,56.455,137.796,111.331,361.500,55.305,61.008,74.700,80.490,142.056,234.909,89.800,137.411,283.353,64.779,49.940,87.531,69.798,63.551,115.097,58.816,56.736,47.222,125.630,112.438,77.351,115.272,119.560,82.000,126.143,123.939,53.143,80.591,84.301,77.625,101.626,119.419
131,74.129,92.128,95.838,31.800,75.095,72.708,663.175,86.548,101.639,1115.933,86.725,94.913,63.389,107.354,98.461,126.231,105.421,103.121,87.400,125.486,119.153,205.778,102.920,93.438,157.091,100.100,103.383,216.600,127.037,106.623,87.571,55.745,67.163,74.923,132.373,104.849,14.194,36.820,58.604,37.706,131.973,123.480,18.091,137.734,111.712,391.375,55.223,60.949,63.533,80.399,141.671,147.227,89.701,137.508,204.176,64.611,49.905,32.281,69.419,63.443,144.516,58.624,56.698,94.000,125.675,112.500,123.568,115.227,119.425,49.630,126.219,123.928,48.905,80.702,84.279,61.350,101.972,119.776
132,136.000,92.116,96.270,28.267,75.266,72.563,2389.175,86.597,101.695,1566.867,86.704,94.893,99.667,107.370,97.744,36.308,105.210,103.181,35.343,125.436,119.447,143.417,102.829,93.429,164.227,100.393,103.108,180.200,127.003,106.675,75.595,55.506,66.993,102.000,132.671,104.493,25.097,37.143,58.513,26.000,132.143,123.515,10.545,137.390,111.325,327.250,55.332,61.140,52.800,80.654,141.782,147.045,89.785,137.488,258.235,64.834,49.904,61.281,69.592,63.345,129.548,58.640,56.590,64.000,125.641,112.322,122.811,115.281,119.492,38.556,126.108,124.131,46.905,80.426,84.104,31.275,101.680,119.683
133,115.355,91.985,96.388,51.633,75.282,72.777,3809.938,86.560,101.770,4095.000,86.645,94.860,77.500,107.237,97.973,83.385,105.131,102.935,63.400,125.159,119.212,188.917,102.964,93.241,142.227,100.346,103.305,138.943,126.922,106.496,84.167,55.525,66.840,74.538,132.294,104.574,40.903,36.948,58.517,50.882,132.165,123.178,35.773,137.990,110.645,325.875,55.334,61.109,73.900,80.622,141.610,122.455,89.746,137.220,160.941,64.755,49.857,62.469,69.760,63.803,122.774,58.580,56.742,50.444,125.593,112.347,96.703,115.192,119.605,75.481,126.197,124.087,51.000,80.376,84.006,49.050,101.881,119.587
134,127.806,92.129,96.137,20.600,75.388,72.360,3770.732,86.553,101.758,4056.150,86.652,94.863,111.667,107.245,98.043,162.692,105.404,103.297,47.800,125.222,119.086,207.750,102.947,93.496,191.455,100.261,103.249,168.086,126.817,106.630,80.167,55.700,66.740,125.462,132.583,104.394,35.032,37.048,58.296,79.176,131.848,123.359,29.318,137.807,111.272,445.688,55.266,61.110,55.933,80.637,141.648,56.318,89.790,137.343,311.529,64.907,49.818,33.750,69.567,63.352,41.871,58.730,56.651,56.000,125.572,112.433,113.730,115.020,119.700,54.370,126.105,123.993,43.619,80.667,83.963,76.675,101.743,119.497
135,117.161,92.115,96.052,29.767,75.462,73.017,3745.371,86.545,101.754,4079.950,86.648,94.861,53.333,107.305,97.742,68.077,105.329,103.254,60.514,125.444,119.149,200.167,102.951,93.529,138.591,100.251,103.197,196.914,127.099,106.713,87.738,55.816,67.124,150.308,132.546,104.585,30.516,36.585,58.318,22.176,132.242,123.478,35.636,137.881,111.146,319.062,55.286,60.970,87.400,80.523,141.630,72.409,89.615,137.153,217.706,64.742,49.753,68.219,69.699,63.761,92.774,58.553,56.747,47.111,125.726,112.426,166.811,114.992,119.678,82.926,126.285,123.954,58.667,80.784,84.220,55.475,101.647,119.529
