 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26
1,63.548,92.167,95.870,15.167,75.644,72.653,551.134,86.570,101.621,611.500,86.587,94.897,353.556,107.285,97.938,502.769,105.461,103.044,88.257,125.321,119.467,168.917,102.794,93.336,171.136,100.461,103.076,232.686,126.774,106.783,77.214,55.573,66.901,51.077,132.336,104.407,41.613,36.937,58.586,91.412,132.115,123.535,32.818,138.014,111.649,280.125,55.300,60.978,82.400,80.787,141.371,36.409,89.731,137.188,219.294,64.785,49.703,29.500,69.429,63.579,96.000,58.654,56.848,11.722,125.808,112.109,110.649,115.310,119.057,33.630,126.186,123.866,60.381,80.451,84.141,77.500,101.806,119.403
2,76.194,92.170,95.589,24.333,75.768,72.327,533.567,86.589,101.626,546.267,86.635,94.955,524.778,107.256,98.069,133.077,105.265,103.134,76.600,125.548,119.401,138.000,103.105,93.413,202.136,100.190,103.026,243.000,126.906,106.793,72.405,55.605,67.050,48.923,132.699,104.567,29.742,36.685,57.832,57.294,131.994,123.498,29.273,138.142,111.174,270.375,55.359,61.213,34.767,80.730,141.629,19.364,89.649,137.201,226.588,64.734,49.759,50.375,69.628,63.368,134.968,58.686,56.749,46.500,125.571,112.370,73.189,115.115,119.418,40.074,126.197,123.588,52.048,80.588,84.043,93.575,101.861,119.519
3,79.355,92.217,95.863,19.167,75.537,73.472,584.577,86.527,101.597,707.067,86.569,94.868,250.111,107.292,97.979,102.769,105.485,103.095,56.857,125.315,119.361,164.167,103.023,93.530,187.864,100.408,103.360,280.429,126.974,106.610,87.095,55.571,66.704,65.692,132.115,104.526,44.387,36.621,58.521,55.176,132.300,123.478,64.773,138.108,111.409,320.750,55.366,61.031,74.133,80.742,141.747,54.000,89.999,137.278,253.059,64.727,49.723,67.938,69.618,63.611,171.226,58.831,56.655,51.778,125.413,112.320,97.189,115.192,119.378,72.000,126.249,123.364,98.810,80.748,83.914,87.125,101.974,119.322
4,46.516,92.222,96.166,12.500,75.792,72.324,624.227,86.471,101.688,672.233,86.640,94.991,143.556,107.157,97.959,108.231,105.212,103.040,86.343,125.268,119.333,177.917,103.083,93.572,136.545,100.395,103.070,248.429,126.901,106.540,154.095,55.678,66.841,22.385,132.782,104.868,26.516,36.663,58.223,61.882,132.168,123.438,29.000,137.556,111.258,400.688,55.212,61.099,27.133,80.750,141.331,53.682,89.926,137.011,108.059,64.636,49.744,83.094,69.687,63.631,150.968,58.630,56.477,33.389,125.474,112.224,103.946,115.133,119.427,67.333,126.334,123.753,87.143,80.730,84.137,99.475,101.756,119.368
5,38.903,92.100,95.736,18.500,75.447,72.658,596.392,86.486,101.655,670.833,86.679,94.945,69.111,107.258,98.197,133.000,105.430,103.194,60.857,125.422,119.336,156.583,103.130,93.331,144.500,100.322,103.251,275.600,127.014,106.742,92.500,55.702,67.023,54.154,132.268,104.570,59.613,36.626,58.489,67.941,132.142,123.420,52.273,137.792,111.212,294.188,55.320,61.232,92.900,80.506,141.712,32.318,89.907,137.339,253.059,64.837,49.710,36.469,69.724,63.641,89.871,58.704,56.727,40.111,125.408,112.143,82.054,115.199,119.328,71.741,126.228,124.072,54.286,80.343,84.070,66.200,101.658,119.365
6,138.903,92.230,95.797,16.933,75.252,73.382,610.495,86.520,101.646,649.100,86.618,94.945,66.500,106.989,97.745,186.769,105.407,103.166,82.514,125.345,119.103,189.528,102.902,93.459,118.227,100.306,103.261,264.914,126.958,106.727,79.071,55.629,66.919,16.077,132.663,104.661,52.065,36.434,58.627,39.588,132.164,123.800,19.000,137.672,111.105,420.188,55.381,61.188,42.600,80.361,141.570,35.455,89.576,137.269,153.765,64.613,49.795,81.938,69.768,63.797,150.323,58.682,56.495,12.056,125.786,112.602,58.595,114.874,119.330,35.444,126.330,124.360,56.143,80.418,84.056,79.625,101.930,119.372
7,115.161,92.166,96.108,21.267,75.048,72.356,585.938,86.585,101.659,720.067,86.635,94.900,83.833,106.994,97.865,138.615,105.440,103.163,64.971,125.524,119.141,157.028,103.020,93.265,245.000,100.209,103.052,237.343,127.053,106.693,115.381,55.575,67.100,11.846,132.612,104.961,44.516,36.578,58.364,42.294,132.050,123.682,36.909,137.665,111.574,331.812,55.229,61.227,60.333,80.367,141.509,32.682,89.995,137.539,229.471,64.827,49.811,63.844,69.654,63.664,168.065,58.677,56.480,48.778,125.294,112.466,120.378,115.178,119.536,63.259,126.244,124.195,68.619,80.541,84.164,69.625,101.756,119.313
8,118.323,92.041,96.020,22.500,75.125,72.963,596.907,86.502,101.701,686.200,86.778,94.978,82.833,107.155,97.846,98.154,105.448,103.381,70.543,125.387,119.419,209.889,102.949,93.528,104.318,100.429,103.118,207.914,126.835,106.678,87.333,55.441,66.848,19.769,132.250,104.706,54.581,36.819,58.424,56.941,132.097,123.257,48.409,137.659,111.851,367.562,55.214,61.077,79.733,80.539,141.581,30.136,89.647,137.658,190.412,64.824,49.661,41.969,69.501,63.734,244.000,58.623,56.462,55.111,125.903,112.239,112.054,115.142,119.418,63.185,126.400,123.546,60.952,80.296,84.017,72.625,101.681,119.073
9,90.581,92.249,95.984,27.133,75.433,72.776,584.082,86.621,101.569,533.567,86.575,94.936,71.944,107.153,97.931,46.000,105.621,103.106,74.571,125.191,119.432,209.417,102.918,93.317,113.136,100.297,103.199,297.800,127.036,106.623,97.405,55.693,66.926,27.077,132.607,104.607,87.871,36.794,58.306,48.765,132.037,123.406,48.182,137.638,111.255,373.688,55.293,61.023,66.400,80.646,141.718,43.864,89.897,136.853,181.471,64.793,49.709,39.938,70.009,63.650,145.742,58.730,56.851,59.500,125.356,111.991,86.324,115.222,119.383,67.333,126.275,123.812,72.857,80.365,84.103,77.850,102.099,119.415
10,75.548,92.140,96.070,28.800,75.795,72.825,605.134,86.534,101.661,498.467,86.677,94.886,72.000,107.021,97.851,61.154,105.348,103.269,78.171,125.363,119.550,166.056,103.065,93.732,152.455,100.292,103.143,282.600,126.984,106.671,84.071,55.622,66.963,25.308,132.464,104.647,36.129,36.400,58.912,47.000,131.998,123.545,58.909,138.025,111.497,432.812,55.338,60.936,40.333,80.536,141.999,63.818,89.732,136.885,197.412,64.796,49.598,76.688,69.932,63.729,147.032,58.743,56.697,24.722,125.695,112.346,82.378,115.305,119.490,41.407,126.397,123.698,89.000,80.666,84.119,71.225,102.024,118.948
11,52.258,92.173,95.773,17.500,75.066,72.019,682.660,86.591,101.655,700.567,86.661,94.937,66.722,106.865,97.724,77.538,105.402,103.245,75.857,125.243,119.304,261.250,102.864,93.545,153.500,100.158,103.257,218.514,126.977,106.734,98.738,55.402,66.718,34.308,132.253,104.546,38.581,36.571,58.786,35.235,132.001,123.342,33.500,138.114,111.250,360.938,55.331,60.999,98.667,80.396,141.507,36.818,89.892,137.062,203.118,64.675,49.784,56.031,69.716,63.365,146.323,58.810,56.634,34.222,125.756,112.179,94.216,115.165,119.659,66.481,126.242,124.014,61.381,80.669,84.348,82.100,101.956,119.496
12,67.548,92.270,95.937,25.033,75.409,72.827,581.732,86.521,101.605,659.733,86.681,94.944,107.278,107.234,98.015,84.154,105.344,103.010,102.800,125.406,119.406,198.444,102.985,93.302,117.045,100.250,103.471,293.171,127.019,106.735,103.929,55.882,66.740,43.692,132.389,104.504,30.581,36.753,58.595,46.647,132.331,123.679,36.864,137.959,111.321,365.000,55.213,61.226,57.133,80.783,141.569,69.727,90.076,137.158,147.647,64.908,49.957,69.875,69.893,63.623,144.065,58.644,56.699,40.389,125.468,112.115,102.270,115.200,119.605,49.926,126.235,124.089,51.571,80.427,83.901,60.925,102.081,119.234
13,107.097,92.039,95.552,19.533,75.427,72.997,551.938,86.565,101.696,655.033,86.602,94.925,91.111,106.909,97.849,119.538,105.443,103.200,63.857,125.242,119.479,150.333,102.922,93.435,203.682,100.353,103.258,237.114,127.107,106.702,90.667,55.810,66.596,46.615,132.595,104.881,42.968,36.696,58.086,60.235,132.122,123.293,43.091,137.797,111.221,305.062,55.287,61.041,53.000,80.743,141.591,58.000,90.019,137.345,185.941,64.787,49.717,51.125,69.830,63.752,189.871,58.670,56.580,43.833,125.715,112.016,114.865,115.169,119.272,83.556,126.387,123.814,81.381,80.569,84.234,90.875,101.986,119.221
14,74.000,92.220,95.962,26.333,75.644,72.825,597.031,86.613,101.716,779.033,86.691,94.927,59.944,107.127,98.248,90.385,105.411,103.072,82.943,125.340,119.195,166.056,102.995,93.225,139.000,100.193,103.180,256.314,127.028,106.568,97.833,55.570,66.715,37.385,132.748,104.480,36.581,36.574,58.395,33.353,131.947,123.229,37.091,137.746,111.513,280.688,55.308,61.185,65.267,81.137,141.402,40.955,90.053,136.880,142.706,64.722,49.798,50.906,69.643,63.844,198.581,58.608,56.619,61.500,125.883,112.081,67.351,115.015,119.425,45.963,126.071,123.992,67.571,80.367,84.123,81.325,102.030,119.207
15,86.258,92.065,95.578,26.867,75.647,72.922,625.732,86.546,101.678,671.800,86.622,94.933,85.278,106.922,97.755,80.923,105.301,103.050,94.229,125.489,119.411,198.139,103.065,93.414,202.000,100.329,103.255,248.000,127.030,106.506,76.976,55.696,67.050,56.000,132.437,104.172,34.839,36.730,58.601,43.588,131.920,123.839,25.455,137.846,110.784,285.500,55.271,61.072,72.400,80.531,141.509,22.227,89.712,137.616,132.412,64.685,49.701,59.250,69.881,63.898,104.774,58.546,56.509,57.667,125.591,112.251,89.622,115.059,119.603,47.481,126.227,123.931,34.381,80.464,83.997,76.525,101.799,119.570
16,89.806,92.181,95.835,22.967,75.186,72.758,616.124,86.604,101.568,623.033,86.635,94.970,88.111,107.040,97.708,127.000,105.316,103.068,117.571,125.354,119.447,174.528,103.001,93.424,113.682,100.469,103.144,237.686,127.067,106.554,90.024,55.637,67.277,5.538,132.155,104.444,29.161,36.481,58.639,53.353,132.302,123.151,37.818,137.759,111.331,399.688,55.314,61.148,40.700,80.848,141.691,45.682,89.650,136.809,216.000,64.736,49.582,42.062,69.971,63.493,152.065,58.495,56.684,47.000,125.850,112.229,69.189,114.939,119.421,114.185,126.152,123.760,45.857,80.400,84.129,99.900,101.895,119.676
17,130.968,92.309,95.867,22.033,75.657,72.529,614.598,86.497,101.697,678.667,86.672,94.954,61.056,107.262,97.749,110.308,105.399,103.449,55.457,125.354,119.411,170.389,103.009,93.125,162.045,100.236,103.229,241.771,126.902,106.636,115.190,55.620,66.845,46.308,132.501,104.927,3.935,36.933,58.715,42.118,131.925,123.312,48.045,137.927,111.009,391.438,55.248,61.091,65.233,80.695,141.642,50.409,89.872,136.830,195.941,64.810,49.665,47.812,69.550,63.808,177.613,58.529,56.445,63.056,125.707,112.287,118.757,115.046,119.397,79.444,126.355,124.202,33.667,80.424,84.429,77.500,102.022,119.328
18,97.613,92.180,95.684,22.900,75.665,72.746,620.412,86.570,101.592,767.067,86.611,94.989,42.111,107.274,98.017,134.538,105.349,103.250,65.514,125.102,119.213,211.917,103.031,93.447,149.955,100.376,103.072,233.943,127.068,106.655,104.786,55.680,66.716,17.923,132.429,104.962,19.806,36.646,58.302,50.529,132.247,123.505,30.409,137.987,111.456,432.062,55.278,61.224,81.833,80.503,141.583,31.455,89.912,137.105,242.235,64.738,49.841,64.344,69.902,63.863,157.484,58.750,56.476,57.556,125.782,112.333,121.676,115.125,119.364,40.556,126.052,123.604,39.476,80.324,84.322,77.225,102.142,119.531
19,83.032,92.345,95.711,22.000,75.310,72.772,647.711,86.550,101.735,708.167,86.720,94.917,75.722,107.140,97.508,66.769,105.614,103.479,109.857,125.344,119.365,217.778,102.891,93.262,114.455,100.099,103.289,278.743,127.015,106.544,142.548,55.672,66.746,16.846,132.449,104.273,16.000,36.839,58.626,78.941,132.326,123.470,46.364,138.118,111.339,308.250,55.285,61.238,72.800,80.524,141.582,11.136,89.659,137.234,150.176,64.655,49.697,71.688,69.812,63.682,167.935,58.827,56.691,33.833,125.688,112.474,52.757,115.267,119.639,76.222,126.362,123.870,36.095,80.562,84.018,56.775,102.029,119.284
20,80.839,92.188,95.893,30.733,75.110,72.803,635.711,86.602,101.571,699.100,86.820,95.023,74.389,106.984,97.790,104.231,105.669,103.382,69.114,125.401,119.464,177.694,102.839,93.425,160.045,100.181,103.274,222.143,126.941,106.569,111.048,55.574,66.744,37.923,132.753,104.502,15.613,36.549,58.545,72.706,132.031,123.394,39.455,137.909,111.090,377.625,55.264,61.150,61.367,80.479,141.745,40.545,89.657,137.114,173.471,64.854,49.709,41.938,69.859,63.294,145.613,58.674,56.770,47.056,125.315,112.209,83.351,115.267,119.385,79.741,126.062,123.925,42.429,80.938,84.135,89.300,102.106,119.183
21,1024.065,92.218,95.886,28.333,75.392,72.726,620.515,86.535,101.758,657.167,86.580,95.010,132.778,107.123,97.849,80.846,105.710,102.957,100.486,125.467,119.249,172.611,103.037,93.443,166.364,100.307,103.073,216.714,126.878,106.789,97.810,55.536,66.984,73.538,132.643,104.597,55.806,36.694,58.306,44.294,131.798,123.074,53.636,137.669,111.279,296.625,55.273,61.199,36.800,80.525,141.319,51.318,89.615,137.062,176.588,64.708,49.756,55.406,69.811,63.654,217.226,58.813,56.722,63.500,125.388,112.423,123.784,115.099,119.368,73.481,126.200,123.906,45.857,80.455,84.009,58.450,101.778,119.214
22,973.419,92.210,95.921,10.500,75.956,72.851,681.814,86.559,101.694,732.433,86.698,94.993,86.944,106.974,97.915,86.769,105.444,103.083,87.686,125.302,119.462,165.361,103.045,93.497,135.136,100.324,103.253,194.657,127.148,106.770,113.667,55.498,67.142,33.923,132.468,104.291,35.419,36.899,58.115,70.882,132.180,123.210,31.364,137.866,111.038,480.625,55.292,61.067,39.667,80.486,141.716,23.409,89.240,137.263,179.824,64.812,49.740,64.938,69.955,64.078,178.516,58.686,56.677,69.889,125.750,112.039,88.162,115.003,119.407,69.185,126.280,124.082,41.619,80.554,84.246,59.600,101.932,119.404
23,990.258,92.221,95.952,11.100,75.044,72.393,546.165,86.618,101.684,770.767,86.700,94.993,62.556,107.193,97.710,47.846,105.381,103.241,108.429,125.318,119.209,164.444,103.050,93.569,134.818,100.319,103.064,219.800,127.145,106.654,129.810,55.612,67.203,49.231,132.324,104.445,31.806,36.716,58.553,31.824,132.321,124.010,40.955,137.526,111.105,367.500,55.365,61.192,68.000,80.660,141.704,59.909,89.681,137.268,225.882,64.895,49.656,70.531,69.767,63.884,218.645,58.632,56.322,43.889,125.905,112.315,88.865,115.117,119.768,26.148,125.951,124.162,96.810,80.474,84.203,69.200,101.950,119.415
24,1081.742,92.263,95.952,18.700,75.146,73.615,635.876,86.601,101.666,889.900,86.698,94.899,50.333,107.129,97.679,112.615,105.474,103.436,103.886,125.288,119.445,170.639,103.122,93.263,192.318,100.245,102.983,231.514,126.941,106.664,108.119,55.512,67.057,25.923,132.919,104.588,5.548,36.522,58.612,45.176,132.330,123.420,38.591,137.578,111.141,279.375,55.308,61.216,55.633,80.904,141.739,32.727,89.756,137.280,158.824,64.778,49.805,37.562,69.887,63.701,163.548,58.615,56.629,26.278,125.765,112.108,104.919,115.147,119.586,60.704,126.117,124.144,63.810,80.658,84.178,68.975,102.069,119.507
25,648.387,92.105,95.981,31.733,75.072,73.254,644.660,86.654,101.614,793.900,86.631,94.970,98.778,107.024,97.602,74.154,105.264,103.394,82.171,125.390,119.301,184.500,102.943,93.604,177.591,100.257,103.109,248.514,126.953,106.636,57.429,55.824,66.760,38.077,132.308,104.764,25.871,36.670,58.331,41.941,131.869,123.410,29.545,137.802,111.204,279.500,55.303,61.241,65.467,80.874,141.665,35.909,89.656,137.551,153.000,64.777,49.839,46.625,69.852,63.525,186.194,58.712,56.549,103.667,125.673,112.135,59.081,115.208,119.397,61.222,126.415,123.899,97.238,80.539,84.053,48.375,101.954,119.571
26,726.645,92.225,95.949,439.700,75.259,72.750,657.608,86.628,101.734,707.933,86.614,94.858,56.333,107.278,97.835,131.385,105.390,103.066,72.457,125.456,119.435,164.222,102.883,93.330,134.955,100.438,103.056,206.114,127.012,106.598,101.310,55.718,67.217,41.538,132.229,104.672,32.387,36.743,58.298,50.412,131.986,123.454,42.182,137.711,111.113,387.500,55.311,61.132,59.467,80.939,141.565,57.182,89.918,137.219,197.588,64.613,49.637,41.500,69.850,63.963,214.258,58.773,56.496,34.833,125.598,112.334,96.216,115.285,119.502,67.481,126.204,124.083,56.238,80.430,83.971,66.600,101.912,119.771
27,382.129,92.124,96.016,341.700,75.248,72.783,617.897,86.537,101.630,681.333,86.666,94.875,52.778,106.945,97.431,59.846,105.613,103.220,78.314,125.483,119.382,133.806,103.053,93.417,159.000,100.180,103.310,203.657,127.078,106.800,98.952,55.595,67.023,37.769,132.499,104.528,15.871,36.295,58.327,82.471,132.095,123.587,28.091,137.613,110.986,396.125,55.287,61.058,68.233,80.925,141.655,53.591,89.546,137.232,195.294,64.802,49.786,60.031,70.201,63.848,147.290,58.654,56.516,53.722,126.038,112.290,102.486,115.337,119.366,60.444,126.335,123.654,77.286,80.253,83.946,87.075,101.939,119.586
28,99.677,92.175,95.855,348.333,75.280,72.852,655.031,86.676,101.651,636.767,86.770,94.868,61.056,107.169,97.605,127.923,105.115,103.193,72.486,125.392,119.289,186.583,102.971,93.427,145.955,100.363,103.380,219.457,127.028,106.763,66.238,55.517,67.010,17.692,132.346,104.842,44.194,36.745,58.282,25.588,131.948,123.392,43.455,137.715,111.400,392.250,55.334,61.101,48.800,80.933,141.398,52.318,90.050,137.226,184.412,64.939,49.701,43.844,69.839,63.708,134.839,58.626,56.500,41.556,125.288,112.169,74.811,115.000,119.693,60.519,126.347,123.722,69.143,80.469,84.062,72.450,101.938,119.521
29,65.677,92.230,96.201,291.267,75.262,72.788,727.732,86.615,101.651,719.400,86.743,94.978,70.000,106.737,97.798,80.231,105.054,103.065,74.200,125.313,119.244,172.833,102.973,93.291,119.818,100.411,103.209,225.914,126.896,106.683,96.024,55.661,67.045,16.615,132.671,104.225,49.355,37.054,58.884,61.471,132.041,123.355,35.045,137.720,111.124,294.562,55.308,61.125,69.933,80.382,141.688,78.864,89.792,136.948,150.000,64.795,50.106,38.188,69.392,63.835,233.226,58.632,56.523,12.111,125.857,112.328,54.162,115.276,119.593,48.333,126.359,124.354,67.857,80.266,84.006,64.450,102.094,119.341
30,101.290,92.166,95.783,267.267,75.391,72.640,745.753,86.577,101.655,706.667,86.554,94.967,67.944,106.959,98.016,80.538,105.072,103.071,83.486,125.448,118.997,175.306,102.990,93.516,194.318,100.125,103.108,187.400,127.195,106.545,82.905,55.723,66.994,40.154,132.343,104.693,25.613,36.374,58.265,69.824,131.829,123.424,27.136,137.881,110.816,385.938,55.318,61.167,29.067,80.570,141.626,95.545,89.798,136.952,142.235,64.867,49.910,47.969,69.967,63.746,154.581,58.718,56.344,47.778,125.609,112.239,52.541,115.342,119.586,40.259,126.021,123.807,86.905,80.407,83.977,77.725,101.814,119.664
31,74.000,91.964,95.741,255.767,75.256,72.859,686.268,86.527,101.696,684.433,86.608,94.883,97.889,107.236,97.948,59.538,105.660,103.051,77.171,125.361,119.360,180.611,102.928,93.463,128.591,100.323,103.152,171.343,127.116,106.828,119.810,55.561,66.887,8.462,132.570,104.140,10.839,36.735,58.629,44.412,132.283,123.434,41.091,137.920,111.248,288.688,55.361,61.231,51.433,80.959,141.860,18.500,89.586,137.635,185.235,64.750,49.728,74.906,69.954,63.847,165.871,58.609,56.736,55.556,125.063,112.328,94.595,115.202,119.478,39.185,126.287,123.909,92.000,80.213,83.838,72.700,101.994,119.593
32,61.097,91.897,95.924,154.900,75.254,72.804,626.041,86.526,101.693,668.333,86.624,94.926,92.333,107.154,98.139,90.077,105.345,103.137,89.514,125.409,119.042,200.944,103.034,93.449,227.091,100.472,103.367,190.600,126.964,106.917,137.167,55.670,66.965,38.231,132.420,104.705,22.903,36.849,58.549,72.588,132.045,123.471,18.818,137.779,111.178,316.688,55.348,61.290,47.333,80.534,141.929,41.455,90.007,137.035,173.765,64.743,49.616,46.156,69.943,63.382,197.355,58.788,56.694,42.333,125.799,112.355,117.946,114.995,119.554,68.370,126.294,123.342,69.333,80.391,84.053,57.450,101.955,119.454
33,90.710,92.160,95.717,193.333,75.282,72.708,578.351,86.492,101.612,748.133,86.592,94.939,36.778,107.148,98.103,75.154,105.501,103.181,73.457,125.445,119.241,211.972,102.891,93.300,115.409,100.337,103.168,163.400,127.020,106.701,102.976,55.551,66.988,34.231,132.592,104.752,32.710,36.761,58.548,99.235,132.120,123.787,46.591,137.817,111.220,322.812,55.300,61.061,71.033,80.658,141.865,46.091,90.118,137.236,175.412,64.769,49.863,82.500,69.831,63.524,106.516,58.622,56.702,73.389,125.742,111.877,87.514,115.178,119.664,37.185,126.217,123.799,77.238,80.610,84.170,85.225,102.083,119.501
34,74.387,92.313,95.839,162.100,75.317,72.786,673.773,86.595,101.675,695.233,86.618,94.851,35.167,107.098,97.921,76.308,105.582,103.188,73.086,125.099,119.516,218.111,102.995,93.366,180.364,100.327,103.301,177.714,126.992,106.436,92.095,55.653,66.753,35.154,132.341,104.192,33.935,36.574,58.082,70.824,131.953,123.426,52.182,137.543,111.277,281.875,55.436,61.129,92.633,80.707,141.822,50.227,89.795,137.218,183.059,64.732,49.724,70.469,69.795,63.598,167.935,58.580,56.790,61.556,125.666,112.019,97.027,115.138,119.414,40.296,126.056,123.977,65.000,80.461,83.953,62.425,101.948,119.336
35,79.871,92.113,95.955,239.967,75.231,72.803,714.454,86.554,101.690,637.567,86.599,94.933,75.278,107.022,97.886,66.077,105.440,103.058,82.686,125.656,119.254,153.028,102.919,93.370,169.591,100.274,103.167,201.429,126.919,106.601,76.405,55.508,66.990,13.615,132.875,104.457,34.710,36.771,58.812,37.941,131.803,123.644,46.273,137.854,110.889,298.375,55.412,61.220,81.833,80.480,141.718,17.818,90.094,136.995,260.588,64.755,49.991,87.406,69.954,63.911,132.903,58.694,56.598,52.222,125.742,112.222,95.459,114.964,119.573,57.852,126.069,123.804,60.905,80.383,84.104,68.450,102.163,119.378
36,46.839,92.253,95.837,300.167,75.207,72.695,692.536,86.581,101.670,834.433,86.574,94.924,92.778,107.077,97.738,78.385,105.596,102.991,77.086,125.419,119.146,194.361,103.025,93.595,124.455,100.421,103.211,224.714,126.974,106.518,151.357,55.786,66.928,4.462,132.210,104.657,24.774,36.702,58.573,41.882,132.135,123.589,40.318,137.875,110.507,281.500,55.276,61.280,62.333,80.577,141.800,23.136,89.407,137.326,237.824,64.879,49.812,75.344,69.570,63.327,182.581,58.643,56.710,35.667,125.675,112.465,67.405,115.518,119.519,74.407,126.175,123.489,75.238,80.720,84.152,52.175,102.166,119.775
37,64.323,92.140,95.961,269.100,75.199,72.703,611.423,86.543,101.684,797.800,86.648,94.959,31.889,107.399,98.023,69.769,105.034,103.292,94.257,125.471,118.941,211.722,102.939,93.470,163.409,100.176,103.254,230.743,126.990,106.667,87.262,55.594,66.974,17.538,132.662,104.620,39.484,36.667,58.301,35.706,132.216,123.734,49.545,137.809,111.492,273.812,55.359,61.229,53.667,80.715,141.432,236.864,89.662,137.446,212.647,64.702,49.801,58.938,69.599,63.687,148.258,58.680,56.668,46.444,125.766,112.216,90.595,115.166,119.298,101.444,126.253,124.107,44.333,80.113,83.881,65.500,101.803,119.781
38,118.968,92.161,95.997,160.600,75.373,72.783,691.443,86.588,101.659,739.100,86.636,94.941,59.389,106.860,97.706,66.923,105.530,103.125,57.543,125.444,118.880,162.833,102.871,93.555,188.636,100.372,102.955,172.629,126.842,106.738,127.810,55.616,66.842,28.846,132.775,104.858,23.806,36.762,58.334,45.706,131.863,123.533,20.045,137.702,111.089,274.125,55.391,61.178,43.233,80.682,141.378,264.000,89.804,137.315,156.176,64.655,49.791,56.781,69.520,63.621,157.355,58.615,56.785,84.833,125.728,112.540,94.216,115.134,119.323,44.889,126.273,124.098,104.048,80.262,84.183,68.850,102.076,119.457
39,68.065,92.206,95.600,286.600,75.275,72.738,612.742,86.527,101.737,725.833,86.645,94.921,96.611,106.977,97.581,80.615,105.346,103.260,81.314,125.368,119.025,199.222,102.886,93.405,150.727,100.146,103.294,192.657,126.975,106.410,133.619,55.665,66.908,29.231,132.531,104.388,56.452,37.029,58.150,76.000,132.090,123.464,35.636,137.492,111.424,262.375,55.319,60.979,31.000,80.424,141.653,267.773,89.711,137.319,176.353,64.823,49.566,54.750,69.686,63.834,112.645,58.554,56.308,32.889,126.003,112.241,78.757,114.842,119.657,43.407,126.394,123.934,69.762,80.370,84.115,64.325,101.985,119.464
40,50.645,92.232,95.573,187.000,75.373,72.822,706.495,86.632,101.670,768.333,86.719,94.887,68.556,107.146,97.807,80.846,105.191,103.054,82.771,125.157,119.344,240.750,102.926,93.479,128.182,100.174,103.059,206.686,127.022,106.552,105.119,55.786,66.790,26.154,132.313,104.419,29.419,36.660,58.562,93.882,131.966,123.440,46.045,137.601,111.709,337.250,55.279,61.099,50.267,80.704,141.339,166.864,89.716,137.445,137.824,64.591,49.896,36.375,69.804,63.762,130.968,58.709,56.334,91.000,125.697,112.376,76.973,115.137,119.581,68.778,126.247,123.151,66.857,80.389,84.146,65.225,101.979,119.826
41,68.645,91.953,95.911,209.167,75.244,72.741,658.515,86.642,101.633,836.633,86.536,94.957,81.278,107.304,97.969,59.692,105.514,103.028,69.571,125.649,119.416,212.222,102.939,93.435,154.864,100.184,103.059,192.629,126.944,106.447,98.286,55.631,66.771,31.308,132.173,104.707,49.419,36.751,58.234,33.588,131.767,123.352,34.273,138.140,111.440,364.500,55.261,61.161,45.367,80.720,141.273,130.500,89.932,137.366,143.353,64.763,49.706,56.906,69.772,63.925,201.290,58.567,56.753,84.056,125.672,112.351,83.838,114.948,119.519,68.148,126.239,123.651,69.381,80.726,83.869,79.075,102.103,119.697
42,972.774,92.231,95.803,22.067,75.276,72.944,820.907,86.628,101.681,761.467,86.680,94.838,70.444,107.316,97.635,65.923,105.394,103.178,76.829,125.299,119.235,176.778,102.886,93.269,143.727,100.182,103.013,197.857,126.946,106.427,115.310,55.615,66.889,25.000,132.556,104.621,48.065,36.654,58.490,68.647,132.090,123.772,56.818,138.038,111.405,280.062,55.355,60.889,57.967,80.391,141.687,109.364,89.903,137.574,163.588,64.682,49.748,54.562,69.838,63.573,136.645,58.761,56.678,67.667,125.493,112.166,90.432,115.130,119.484,55.815,126.254,123.709,49.381,80.760,83.848,60.175,102.009,119.171
43,1330.516,92.173,95.862,32.700,74.973,72.590,3929.474,86.593,101.805,813.867,86.658,94.904,113.389,107.245,97.907,111.692,105.585,103.163,64.829,125.261,119.118,204.944,103.035,93.135,167.955,100.338,103.207,217.629,126.897,106.634,76.238,55.730,66.782,41.615,132.132,104.314,44.710,36.680,58.566,31.471,132.318,123.589,40.727,137.980,111.825,267.000,55.360,61.091,70.300,80.641,141.754,100.500,89.616,137.368,204.294,64.731,50.161,56.938,69.580,63.397,175.097,58.645,56.398,59.222,125.649,112.134,99.189,114.874,119.577,64.148,126.270,124.016,40.952,80.790,83.847,81.850,102.012,119.922
