 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38
1,2723.083,79.387,151.644,149.194,90.114,146.617,124.745,60.916,147.389,31.517,84.724,175.756,60.933,60.839,205.231,62.562,84.221,149.730,48.619,99.413,170.986,50.308,61.601,113.777,18.815,52.632,172.899,102.314,69.951,167.543,66.267,75.669,117.121,489.833,78.080,144.547,198.500,58.999,179.151,35.692,66.381,173.325,232.909,73.912,177.319,55.636,101.433,142.806,77.733,66.990,136.603,214.375,52.258,181.119,115.941,80.389,195.230,45.059,100.271,147.901,389.125,99.549,111.855,232.938,97.324,124.627,64.188,55.450,169.336,56.312,47.297,146.307,240.400,79.331,133.171,171.455,49.475,160.618,102.839,74.640,163.450,345.636,80.109,139.241,81.784,79.437,201.120,69.032,103.308,121.510,201.000,80.252,165.242,53.062,59.607,108.965,26.333,70.138,115.156,18.581,98.515,165.464,107.135,65.266,117.108,1222.462,73.962,197.101,74.643,80.096,173.767,158.944,77.250,185.957
2,3862.583,79.369,151.710,2358.264,90.181,146.888,1114.549,61.095,147.420,1182.862,84.653,175.904,83.000,60.985,205.062,95.250,84.012,149.724,41.190,99.480,171.194,23.654,61.598,113.428,10.556,52.533,172.535,80.627,70.269,167.621,123.100,75.578,116.912,478.250,78.185,144.583,84.500,58.864,179.107,24.231,67.046,173.269,219.591,73.843,177.436,61.364,101.277,142.888,118.400,67.012,136.271,202.812,52.227,181.032,83.059,80.293,195.262,42.824,100.234,148.130,505.250,99.532,111.881,179.062,97.310,124.574,50.312,55.353,169.294,108.312,47.409,146.562,176.600,79.592,133.450,189.682,49.406,160.476,66.710,74.480,163.492,389.227,80.151,139.126,50.595,79.203,200.902,60.645,103.075,121.490,337.812,80.149,165.148,32.312,59.897,108.963,26.083,70.419,115.889,8.839,98.678,165.082,53.784,65.372,116.788,78.385,73.896,197.070,141.214,79.923,173.844,129.500,77.306,186.033
3,2105.067,79.381,151.688,1311.556,90.240,146.829,2203.412,61.143,147.438,320.552,84.580,175.841,2670.600,61.031,205.055,46.750,84.318,149.990,29.571,99.389,170.812,52.577,61.582,113.789,10.481,52.913,172.688,92.392,70.222,167.725,96.267,75.570,116.855,398.167,78.120,144.452,151.700,59.039,179.013,30.308,66.594,172.590,220.591,73.831,177.545,62.909,100.852,143.179,88.867,66.917,136.215,146.125,52.342,180.701,41.235,80.236,195.417,66.647,100.259,148.319,302.188,99.592,111.962,209.188,97.409,124.426,85.312,55.296,169.138,73.062,47.375,146.535,186.400,79.297,133.366,152.591,49.389,160.442,115.290,74.517,163.245,328.818,80.108,139.163,51.243,79.012,201.301,49.548,103.361,121.750,278.875,80.201,165.220,43.250,59.999,109.047,61.250,69.853,115.720,11.806,98.764,165.128,61.730,65.089,116.707,102.538,74.098,197.215,55.214,79.720,174.061,116.222,77.259,186.032
4,345.333,79.345,151.631,270.222,90.312,146.782,1456.039,61.120,147.441,634.345,84.672,175.940,1916.367,61.016,205.045,56.688,84.247,149.863,53.476,99.363,170.582,51.692,61.452,113.659,3.704,52.254,174.263,50.275,70.178,167.412,73.867,75.572,117.073,422.708,78.090,144.377,85.700,59.080,179.193,14.462,66.211,172.474,254.727,73.831,177.490,36.455,101.123,142.845,75.367,66.966,136.399,106.812,52.212,181.007,30.882,80.705,195.186,60.882,100.364,147.801,356.750,99.496,111.914,236.812,97.394,124.483,73.375,55.435,169.245,36.625,47.258,146.286,166.700,79.371,133.076,207.273,49.420,160.779,98.452,74.848,163.669,348.227,80.225,139.139,55.568,79.422,201.215,62.129,103.331,121.670,270.250,80.251,165.256,39.125,59.949,109.172,33.083,70.041,116.251,21.161,98.849,165.506,78.000,65.191,116.853,92.154,73.858,197.220,156.071,79.974,173.948,95.278,77.138,186.097
5,254.533,79.310,151.566,59.750,90.059,146.932,1660.353,61.116,147.368,224.103,84.806,175.924,1368.433,61.047,205.016,40.375,84.214,150.114,28.095,99.129,170.502,40.346,61.717,113.534,7.926,52.152,173.077,31.765,70.260,167.704,49.067,75.893,117.222,326.875,78.222,144.568,100.000,58.831,178.963,27.308,66.474,172.951,197.045,73.912,177.465,40.455,101.123,142.980,57.667,67.076,136.305,136.812,52.213,181.048,27.941,80.183,194.883,40.706,99.891,148.166,346.500,99.463,111.817,210.688,97.371,124.489,38.375,55.398,168.843,51.125,47.221,145.989,223.400,79.356,133.226,167.091,49.429,160.363,49.871,74.617,163.540,280.864,80.236,138.945,49.243,79.739,201.028,51.161,103.181,121.643,198.500,80.240,165.106,15.500,59.955,109.040,13.500,70.464,116.160,28.065,98.345,165.347,82.703,65.191,117.051,48.846,73.755,197.299,42.500,80.025,173.865,91.167,77.142,186.275
6,272.133,79.240,151.626,101.000,90.340,146.469,435.804,61.085,147.337,47.897,84.760,175.801,149.400,60.948,205.071,1351.938,84.142,149.674,54.143,99.487,171.070,31.615,61.815,113.597,3.667,52.526,172.844,64.667,70.153,167.543,29.167,75.896,117.050,382.917,78.155,144.395,92.600,58.926,179.357,3.231,66.274,172.574,231.136,73.730,177.495,29.318,101.102,142.752,55.100,66.871,136.420,83.812,52.439,181.178,30.765,80.378,195.049,38.353,99.983,147.966,377.625,99.557,111.787,204.500,97.375,124.562,41.875,55.389,168.916,34.062,47.017,146.708,124.400,79.336,133.336,114.591,49.495,160.720,61.548,74.912,163.653,245.455,80.210,139.129,91.730,79.572,200.983,51.161,103.828,121.629,254.125,80.159,165.126,31.875,60.255,108.838,24.917,70.012,116.181,29.226,98.546,165.316,69.459,65.361,117.197,71.462,74.084,196.977,73.571,79.719,174.227,60.500,77.353,186.381
7,234.967,79.261,151.569,101.278,90.313,146.382,119.373,61.064,147.457,40.724,84.563,175.977,51.767,60.918,204.928,1326.938,84.154,149.734,1002.095,99.320,170.855,28.692,61.471,113.796,9.741,52.545,172.467,72.588,70.047,167.562,40.133,75.453,117.029,420.333,78.205,144.446,68.000,58.786,179.179,4.462,66.805,173.755,212.955,73.717,177.428,53.045,101.572,142.963,93.800,66.968,136.304,104.750,52.217,181.025,47.941,80.407,195.070,68.412,100.281,148.403,492.875,99.646,111.842,212.312,97.474,124.632,64.812,55.449,169.302,55.125,47.468,146.147,130.700,79.289,133.187,121.682,49.381,160.598,41.613,74.723,163.488,334.909,80.112,139.126,42.649,79.282,201.039,61.290,103.826,121.462,250.062,80.023,165.349,26.688,60.079,108.978,33.417,70.251,115.188,145.484,98.573,165.525,78.703,65.049,117.159,72.692,73.767,197.056,70.071,79.932,173.850,133.333,77.054,186.011
8,231.367,79.375,151.583,87.361,90.160,146.672,88.157,61.156,147.337,31.966,84.922,175.849,58.733,60.885,205.015,805.188,84.176,149.747,693.429,99.393,170.809,589.231,61.507,113.599,11.185,52.328,173.085,34.784,70.236,167.986,76.133,75.487,117.220,421.083,78.159,144.545,66.500,58.975,179.029,9.385,66.185,173.664,155.273,73.893,177.573,60.955,101.641,142.922,74.567,66.932,136.500,156.875,52.270,180.955,53.118,80.256,195.317,42.529,100.097,147.961,350.312,99.650,111.844,190.938,97.272,124.543,42.750,55.559,169.146,23.375,46.785,146.570,214.300,79.417,133.375,101.227,49.432,160.304,64.774,74.648,163.517,317.000,80.093,139.036,40.162,79.417,200.683,23.871,103.388,121.549,262.812,80.325,165.097,29.125,59.816,109.078,35.667,70.266,115.966,621.613,98.487,164.999,136.108,65.383,117.085,90.385,74.035,197.061,74.571,79.827,174.150,117.556,77.197,186.178
9,173.067,79.206,151.619,93.167,90.233,146.487,143.804,61.153,147.457,24.448,85.041,175.849,86.633,60.999,205.268,95.062,84.150,149.749,687.905,99.382,170.751,224.000,61.257,113.673,168.370,52.471,172.801,56.745,69.967,167.533,62.300,75.534,116.956,425.375,78.205,144.573,69.500,58.932,179.323,23.538,66.979,172.938,169.955,73.884,177.312,28.682,101.428,142.362,71.200,67.132,136.128,165.125,52.278,181.086,31.294,80.613,195.231,13.353,100.068,148.108,394.562,99.655,111.926,223.500,97.415,124.686,48.750,55.448,169.463,31.188,47.258,146.325,242.900,79.324,133.198,179.909,49.500,160.379,83.290,74.823,163.514,325.682,80.186,139.226,45.459,79.744,201.164,27.355,103.506,121.440,192.500,80.335,165.151,27.375,59.618,109.178,67.583,69.971,115.558,294.645,98.492,165.086,43.838,65.308,116.831,106.077,73.773,197.160,32.643,80.021,173.368,59.167,77.199,186.202
10,204.767,79.452,151.503,121.972,90.183,146.898,105.333,61.212,147.422,31.414,84.752,176.214,85.633,60.954,204.977,36.375,84.080,150.018,321.952,99.341,170.995,29.577,61.508,113.536,565.889,52.463,172.840,63.804,70.230,167.509,53.633,75.896,117.123,416.542,78.177,144.479,97.200,58.854,179.327,28.231,66.600,173.068,167.091,73.905,177.516,57.091,100.801,143.428,60.400,67.038,136.310,143.375,52.576,180.981,45.824,80.205,195.077,17.471,100.136,147.999,361.938,99.539,111.846,174.250,97.436,124.417,67.312,55.322,169.353,57.875,47.274,146.486,126.300,79.371,133.310,137.545,49.531,160.697,70.516,74.792,163.667,281.818,80.118,139.215,62.216,79.329,201.089,60.194,103.422,121.796,186.938,80.272,165.153,7.312,60.152,109.196,52.917,69.954,115.693,31.613,98.451,165.165,62.865,65.137,116.879,26.077,74.389,196.895,33.000,80.114,173.597,87.056,77.171,186.095
11,183.200,79.188,151.678,97.528,90.163,146.510,99.804,61.135,147.580,41.172,84.858,176.076,67.533,61.204,205.203,46.562,84.187,149.890,137.857,99.405,170.850,30.500,61.585,113.823,356.556,52.415,172.731,2278.353,70.296,167.554,35.933,75.490,116.712,488.583,78.185,144.453,317.400,58.859,179.199,16.462,66.485,172.967,133.364,73.981,177.507,43.000,101.307,143.024,59.167,66.724,136.306,146.125,52.446,180.929,38.176,80.228,195.194,78.235,100.175,148.434,316.375,99.641,111.902,89.188,97.193,124.454,128.375,55.212,169.396,10.062,47.329,146.419,177.500,79.440,133.312,138.182,49.253,160.625,59.032,74.459,163.506,273.000,80.204,139.109,31.946,79.626,201.277,16.645,103.583,121.614,262.188,80.199,165.232,29.125,59.750,109.288,43.750,70.151,115.950,25.226,98.793,164.947,31.081,65.086,117.015,155.231,73.983,197.232,13.429,79.825,174.017,44.722,77.084,185.903
12,188.533,79.397,151.547,94.528,90.200,146.501,100.196,61.213,147.375,41.034,84.761,175.826,70.167,60.841,204.932,49.125,83.920,149.865,22.762,98.997,171.211,22.615,61.876,113.761,89.148,52.409,172.944,971.686,70.265,167.529,58.800,75.328,117.172,417.083,78.146,144.481,63.100,58.762,179.238,5.538,66.185,173.221,175.909,73.896,177.566,40.182,101.311,143.279,71.100,67.358,136.148,199.500,52.342,181.052,32.824,80.137,195.237,27.588,100.122,147.909,312.062,99.572,111.828,224.000,97.391,124.405,76.312,55.512,169.107,25.562,47.336,146.666,193.300,79.357,133.489,116.136,49.528,160.682,63.161,74.776,163.656,316.500,80.180,139.107,80.270,79.655,200.959,31.484,103.119,121.657,276.562,80.227,165.146,29.125,60.017,109.024,41.750,70.162,115.796,5.226,97.836,165.400,44.378,65.247,116.680,89.000,73.874,197.110,42.500,80.120,174.013,110.611,77.156,186.102
13,215.767,79.278,151.543,111.250,90.271,146.549,115.882,60.973,147.410,43.448,85.258,176.152,95.433,61.072,205.298,30.688,84.056,149.972,35.524,99.561,170.910,34.846,61.957,114.032,12.407,52.399,172.496,286.549,70.302,167.637,1712.900,75.617,117.058,592.708,78.149,144.376,153.900,58.880,179.210,5.077,67.021,173.445,190.000,73.718,177.472,52.273,101.569,142.724,87.367,67.226,136.429,140.750,52.367,181.072,23.941,80.267,195.364,28.353,100.062,148.003,385.875,99.510,111.863,164.375,97.231,124.632,45.250,55.770,169.395,21.812,47.103,146.564,164.900,79.474,133.191,94.545,49.621,160.355,92.839,74.578,163.297,323.545,80.150,139.199,48.919,79.382,201.047,29.935,103.620,121.545,216.375,80.224,165.069,21.938,59.995,109.283,448.750,70.204,115.898,45.613,98.844,165.418,57.027,65.321,117.005,74.231,74.104,197.329,79.071,79.744,173.715,115.722,77.290,186.254
14,359.167,79.359,151.088,105.889,90.077,146.701,105.569,61.246,147.715,24.966,84.975,175.883,71.267,60.998,205.113,30.438,84.326,149.615,37.667,99.366,170.891,21.808,61.782,114.471,6.370,52.626,172.627,162.039,70.417,167.480,529.333,75.642,117.103,4095.000,78.120,144.460,112.000,59.041,179.386,15.077,66.633,173.279,264.455,73.751,177.461,39.955,101.410,142.648,56.833,66.835,136.233,93.000,52.384,181.048,44.647,80.566,195.270,28.000,100.232,148.046,397.625,99.504,111.849,129.500,97.384,124.588,60.938,55.585,169.085,57.562,47.044,146.741,259.900,79.469,133.199,131.136,49.182,160.462,38.645,74.529,163.454,397.591,80.022,139.231,46.000,79.567,200.910,173.484,103.383,121.618,242.562,80.243,165.061,37.312,59.792,109.442,78.083,70.131,115.591,13.484,98.639,165.071,26.865,65.074,116.773,37.615,73.868,197.408,46.071,80.046,173.927,186.500,77.364,186.164
15,298.567,79.444,151.298,116.500,90.356,146.592,123.569,60.886,147.516,25.172,84.647,175.944,79.600,60.890,205.477,47.562,84.193,149.560,44.810,99.256,171.304,28.308,61.678,114.192,8.222,52.421,172.117,39.922,70.277,167.382,761.167,75.709,117.107,3746.854,78.125,144.485,2796.900,58.936,179.194,664.077,66.517,173.035,188.955,73.751,177.253,45.227,101.458,142.880,69.500,67.052,136.521,136.875,52.237,181.063,55.059,80.053,195.182,70.176,100.199,148.067,377.312,99.547,111.702,127.625,97.257,124.530,53.062,55.376,168.845,26.375,47.465,146.757,229.200,79.395,133.225,122.091,49.474,160.549,88.129,74.381,163.470,2268.545,80.128,139.224,79.568,79.555,201.215,817.032,103.304,121.636,235.312,80.330,165.189,34.188,59.644,108.864,176.417,70.138,115.593,28.065,98.421,164.697,90.541,65.110,116.999,84.154,73.804,197.082,34.286,79.916,173.559,77.500,77.270,186.260
16,316.467,79.311,151.373,94.167,90.392,146.540,104.902,61.094,147.458,25.621,85.013,175.743,67.800,60.912,204.914,14.750,83.838,150.033,37.143,99.477,170.600,43.000,61.562,113.885,13.111,52.724,172.348,73.961,70.280,167.437,67.767,75.553,117.117,3387.479,78.111,144.455,1349.700,58.871,179.152,405.385,66.541,172.793,265.818,73.771,177.462,45.864,101.153,143.170,109.400,66.952,136.437,147.312,52.271,181.011,82.000,80.369,195.017,37.412,100.336,148.338,388.500,99.531,111.896,176.938,97.317,124.455,28.250,55.347,169.201,29.750,47.250,146.765,93.500,79.480,133.331,163.455,49.430,160.474,63.226,74.838,163.255,3155.636,80.127,139.170,52.108,79.643,200.849,903.097,103.250,121.652,243.688,80.150,165.213,32.500,59.847,108.981,23.167,70.038,115.810,13.677,98.010,165.268,104.054,65.274,116.788,55.538,73.928,197.074,58.000,79.999,173.771,81.389,77.168,186.001
17,225.633,79.454,151.385,134.611,90.294,146.851,123.137,60.922,147.420,18.862,85.085,175.774,70.200,61.115,205.303,20.875,84.122,149.301,41.667,99.128,170.577,26.308,61.576,113.578,9.963,52.801,172.515,42.706,69.970,167.840,70.300,75.717,117.598,573.292,78.138,144.432,1435.000,58.933,179.089,117.769,66.457,172.942,3501.409,73.792,177.440,59.500,101.308,142.528,40.367,66.774,135.996,156.312,52.322,181.112,62.471,80.190,195.585,49.176,100.249,148.014,415.375,99.555,111.724,263.000,97.307,124.468,34.500,55.110,169.276,17.188,47.219,146.190,223.000,79.334,133.216,168.136,49.554,160.465,62.000,74.685,163.497,597.273,80.148,139.255,30.757,79.518,200.829,595.161,103.372,121.648,307.625,80.217,165.142,26.312,59.840,108.704,31.333,70.057,116.116,11.161,98.400,165.338,73.892,65.205,117.015,165.538,73.831,197.123,47.000,79.933,174.216,119.056,77.190,186.027
18,3842.117,79.380,151.694,72.722,90.101,146.640,120.392,61.036,147.557,29.310,85.105,175.824,51.300,61.136,205.057,66.938,84.140,149.846,42.048,99.495,170.608,36.846,61.616,113.980,1.444,52.847,173.167,61.647,70.161,167.870,73.233,75.526,116.818,406.083,78.142,144.563,1441.200,58.886,179.161,20.923,66.629,173.217,2956.341,73.759,177.465,43.045,101.350,142.902,59.200,66.903,136.392,138.750,52.303,180.981,56.118,79.964,195.246,35.765,100.100,147.958,388.375,99.543,111.861,210.000,97.318,124.631,75.812,55.409,169.471,26.875,47.054,146.898,194.800,79.437,132.979,123.909,49.349,160.375,86.903,74.645,163.624,293.727,80.169,139.095,69.838,79.632,200.956,427.742,103.339,121.565,195.500,80.270,165.027,29.125,59.729,109.007,12.583,69.971,115.617,38.774,98.305,165.366,93.189,65.174,116.636,64.538,73.534,197.067,48.786,79.962,173.524,215.167,77.335,185.984
19,2249.767,79.395,151.592,101.056,90.164,146.438,117.647,61.200,147.475,21.207,85.080,176.226,61.600,61.234,205.039,22.125,83.823,149.316,30.333,99.374,171.299,34.269,61.978,113.900,17.296,52.572,172.249,57.373,70.222,167.482,62.500,75.873,117.259,409.917,78.150,144.524,474.800,58.898,179.066,9.308,66.913,172.799,2109.273,73.786,177.478,17.955,101.203,143.109,91.200,66.984,136.430,167.812,52.204,181.000,51.941,80.116,195.290,48.941,100.149,148.094,373.000,99.556,111.742,188.875,97.350,124.452,88.688,55.496,169.102,26.125,47.207,147.075,204.200,79.319,133.402,150.636,49.433,160.541,64.968,74.541,163.278,385.636,80.147,139.164,70.054,79.292,200.969,142.129,103.184,121.544,316.188,80.255,165.259,44.562,60.008,108.717,26.583,70.127,115.568,19.871,98.118,164.941,87.892,65.282,116.870,91.000,74.181,197.127,44.500,79.714,173.818,542.444,77.188,185.969
20,1640.700,79.398,151.593,113.778,90.249,146.628,132.353,61.041,147.632,49.897,85.184,175.798,62.733,60.874,205.173,26.250,84.126,149.778,15.952,99.588,170.904,31.615,61.592,114.024,6.037,52.309,172.030,62.941,70.045,167.513,33.933,75.606,117.136,482.667,78.150,144.517,129.900,58.920,178.954,20.154,66.339,172.894,1907.864,73.824,177.442,48.227,101.176,143.114,95.667,66.996,136.046,238.875,52.362,180.960,81.294,80.388,195.101,38.059,100.398,147.841,434.938,99.561,111.807,212.500,97.142,124.598,26.562,55.524,168.972,17.750,47.429,147.012,231.500,79.469,133.439,155.273,49.576,160.537,89.548,74.446,163.396,361.000,80.095,139.158,77.297,79.426,200.973,93.032,103.514,121.529,266.688,80.373,165.191,45.625,59.895,108.917,76.750,70.036,115.810,13.548,98.539,165.983,38.054,65.082,117.213,113.923,74.032,196.896,36.071,80.022,174.318,382.278,77.090,185.892
21,1921.500,79.419,151.617,385.556,90.181,146.809,111.373,61.270,147.603,31.483,85.309,175.438,53.233,61.209,205.152,22.688,84.053,150.088,44.333,99.317,170.499,23.692,61.677,113.903,17.111,52.261,172.706,81.020,70.233,167.444,91.967,75.891,117.050,410.500,78.161,144.471,93.100,58.928,179.311,11.000,66.493,172.205,355.500,73.857,177.489,68.591,101.396,143.147,59.433,66.904,136.299,124.625,52.382,181.134,73.706,80.375,194.910,75.118,100.224,148.022,347.438,99.458,111.849,151.375,97.239,124.698,43.438,55.692,169.046,27.500,47.360,146.622,260.400,79.374,133.250,140.727,49.570,160.536,39.161,74.683,163.299,379.864,80.189,139.138,104.378,79.643,200.860,56.645,103.509,121.426,260.000,80.310,165.239,40.312,60.016,109.156,35.917,69.803,115.895,32.065,98.284,165.406,39.459,65.296,116.970,67.231,73.687,197.487,51.143,79.977,174.180,730.333,77.208,185.895
22,2397.800,79.419,151.643,2088.000,90.185,146.818,167.922,60.981,147.189,23.966,84.756,175.849,67.233,61.011,204.816,74.688,83.838,149.735,46.286,99.288,170.447,16.308,61.717,113.834,14.148,52.573,172.570,30.627,70.066,167.422,53.900,75.363,116.844,407.583,78.079,144.388,124.200,58.842,179.073,17.462,66.790,172.596,171.636,73.781,177.626,579.318,101.222,142.962,95.667,66.978,136.361,169.750,52.412,180.894,74.353,80.361,194.800,57.941,100.455,147.985,361.250,99.603,111.716,299.000,97.254,124.646,52.375,55.560,169.323,66.562,47.031,146.408,234.200,79.307,133.233,134.955,49.582,160.541,105.871,74.421,163.412,332.136,80.035,138.960,82.865,79.433,200.835,50.968,103.432,121.685,221.500,80.296,165.217,21.812,59.350,109.025,39.833,70.022,115.655,19.548,98.584,165.444,83.514,65.192,116.978,85.385,74.204,197.000,26.071,79.908,173.852,282.667,77.316,185.966
23,503.333,79.453,151.688,805.278,90.203,146.837,110.275,61.180,147.707,56.552,84.847,175.835,84.633,61.027,205.091,29.375,84.119,150.080,16.381,99.517,170.958,16.308,61.609,114.257,10.704,52.215,172.516,83.098,70.294,167.659,58.300,75.775,117.295,426.208,78.160,144.582,79.900,58.924,179.346,11.000,66.478,173.419,198.773,73.843,177.390,666.545,101.329,142.860,79.400,67.177,136.492,147.875,52.390,181.082,31.000,80.401,195.165,50.353,100.329,147.954,433.625,99.499,111.797,251.688,97.234,124.610,71.812,55.187,169.049,33.875,47.445,147.027,151.700,79.559,133.268,182.545,49.522,160.638,85.161,74.767,163.704,283.636,80.081,139.284,73.189,79.738,200.772,64.387,103.778,121.700,225.250,80.198,165.185,57.188,60.039,108.827,63.333,70.232,115.694,21.226,98.268,165.341,67.622,65.244,117.158,106.462,73.941,197.091,77.357,80.089,174.130,120.167,77.219,186.202
24,196.767,79.341,151.322,244.194,90.106,146.878,159.765,61.157,147.497,25.276,85.002,175.744,37.033,61.107,205.053,63.000,84.118,149.945,43.667,99.681,170.684,21.115,61.789,113.673,2.778,51.987,172.767,91.020,70.190,167.711,34.833,75.714,116.967,487.125,78.153,144.438,148.900,58.868,179.161,34.231,66.269,173.058,189.364,73.884,177.355,206.182,101.163,143.039,57.167,66.925,136.396,160.062,52.549,181.160,18.824,80.268,195.273,29.647,100.113,148.426,414.188,99.615,111.978,197.875,97.222,124.712,78.312,55.275,169.317,22.562,47.260,146.462,173.200,79.393,133.404,157.500,49.425,160.541,83.097,74.669,163.612,413.182,80.140,139.017,57.297,79.559,201.004,50.581,103.366,121.469,211.188,80.243,165.277,39.000,59.524,108.653,45.833,70.032,115.664,21.677,98.458,165.275,55.892,65.229,117.141,90.462,73.918,197.002,54.429,80.004,174.090,114.278,77.163,186.368
25,177.600,79.495,151.503,108.083,90.234,146.694,3007.216,61.100,147.432,43.414,84.891,176.062,79.533,60.735,205.309,50.375,84.228,150.047,23.429,99.404,171.080,25.231,62.069,113.918,14.370,52.694,172.408,125.686,70.289,167.696,74.733,75.678,117.223,442.083,78.088,144.410,91.500,58.877,179.276,6.846,67.000,173.483,158.727,73.884,177.472,55.773,101.663,142.948,81.700,67.052,136.233,151.312,52.282,181.138,38.176,80.109,195.166,18.824,99.838,147.881,418.812,99.487,111.898,143.625,97.227,124.694,61.625,55.496,169.080,56.750,47.298,146.590,133.100,79.314,133.215,145.864,49.414,160.439,88.645,74.495,163.615,340.182,80.106,139.105,26.541,79.942,201.374,45.097,103.393,121.509,260.312,80.258,165.292,17.812,59.447,108.811,15.750,69.859,115.936,29.871,98.457,165.325,51.622,65.115,117.029,88.769,73.736,197.082,31.714,79.804,173.913,130.111,77.214,186.257
26,223.533,79.547,151.321,99.583,90.279,146.701,2314.823,61.154,147.449,21.966,84.785,175.825,66.100,61.297,205.130,24.500,83.730,149.655,33.429,99.452,170.530,19.654,61.712,113.949,10.815,52.495,172.801,57.647,70.050,167.568,58.833,75.665,116.894,388.583,78.192,144.548,127.600,58.921,179.366,18.615,66.690,172.679,163.773,73.678,177.508,47.364,101.302,143.000,2151.400,67.016,136.294,208.250,52.321,181.100,46.176,80.326,195.472,36.118,100.211,148.050,319.562,99.536,111.850,206.938,97.352,124.697,96.500,55.256,169.344,30.375,47.364,146.662,151.400,79.475,133.213,124.727,49.680,160.698,67.484,74.704,163.478,325.864,80.105,139.170,95.892,79.609,201.102,20.581,103.382,121.347,200.250,80.364,165.298,18.312,59.616,109.324,42.083,70.145,115.897,21.032,98.372,165.514,37.730,65.191,117.237,105.077,74.042,197.284,60.571,79.805,173.964,132.333,77.088,186.218
27,205.100,79.330,151.497,97.500,90.170,146.730,1119.451,61.175,147.437,18.310,84.626,175.584,45.500,60.989,205.069,5.125,83.957,149.084,25.190,99.335,170.653,16.269,61.462,113.857,16.519,52.555,173.138,60.902,70.279,167.443,38.033,75.539,116.961,465.708,78.139,144.730,104.500,58.795,179.256,15.077,66.799,172.512,146.636,73.942,177.300,54.773,101.131,143.151,866.267,67.019,136.322,3858.938,52.383,181.040,24.235,80.285,195.303,55.294,100.343,148.000,412.688,99.587,111.898,177.250,97.363,124.560,36.688,55.019,169.177,23.188,47.331,146.783,223.100,79.420,133.253,113.000,49.463,160.371,68.516,74.471,163.505,339.864,80.196,139.129,57.027,79.455,200.722,44.129,103.642,121.793,216.562,80.211,165.164,33.375,60.121,109.034,51.417,69.972,115.440,15.419,98.265,164.426,66.486,65.320,117.120,77.000,73.979,197.170,43.786,80.021,174.098,62.500,77.032,186.282
28,196.267,79.352,151.640,106.250,90.146,146.623,191.725,61.036,147.365,27.897,84.893,175.591,18.933,60.962,205.102,47.562,84.088,149.823,30.810,99.149,170.260,24.423,61.341,114.294,11.444,52.395,172.744,57.059,70.159,167.462,46.400,75.550,117.048,397.458,78.238,144.597,135.100,58.796,179.101,8.077,66.495,173.445,136.273,73.768,177.294,38.273,101.382,143.128,596.767,66.990,136.286,2529.344,52.384,181.035,21.706,80.520,195.200,27.882,100.145,148.078,415.000,99.597,111.822,250.938,97.379,124.598,26.250,54.970,169.431,39.375,47.235,146.714,180.400,79.476,133.364,164.182,49.552,160.484,64.387,74.851,163.454,338.318,80.070,139.007,32.270,79.589,201.098,51.613,103.755,121.566,215.438,80.352,165.189,28.562,59.929,109.125,43.333,70.272,116.140,19.806,98.278,164.993,37.514,65.089,117.263,125.769,73.991,197.219,47.429,80.178,173.798,76.722,77.334,186.280
29,200.900,79.353,151.430,103.028,90.383,146.572,98.627,61.096,147.450,27.138,84.237,175.816,102.800,60.978,205.144,52.188,84.030,149.917,28.667,99.535,170.941,38.846,61.661,113.881,18.259,52.543,172.619,76.549,70.221,167.638,70.700,75.835,116.690,418.542,78.244,144.486,117.300,58.848,179.340,15.692,66.542,172.808,225.455,73.673,177.471,49.909,101.277,143.084,93.600,66.882,136.085,2338.250,52.375,180.997,7.412,80.430,195.211,50.176,100.461,147.942,431.750,99.607,111.882,278.188,97.373,124.574,32.938,55.661,169.174,38.562,47.504,146.599,190.000,79.428,133.233,141.818,49.414,160.438,67.742,74.279,163.635,335.818,80.130,139.281,48.919,79.779,200.943,46.258,103.200,121.604,246.188,80.346,165.123,47.875,59.920,109.360,45.000,70.009,115.687,25.935,98.373,164.943,99.784,65.146,117.065,80.385,74.044,197.247,38.357,80.000,173.517,109.111,77.105,185.940
