 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38
161,4090.517,79.361,151.744,89.111,90.245,147.053,107.843,60.988,147.312,9.448,84.414,175.943,64.033,60.967,204.867,40.688,84.076,149.642,34.810,99.525,171.162,13.615,61.259,113.717,22.296,52.665,172.567,93.843,70.349,167.654,30.233,75.511,116.818,475.083,78.161,144.523,67.200,58.728,179.050,6.308,66.578,173.672,138.182,73.732,177.364,27.227,101.266,143.370,74.800,66.970,136.396,270.562,52.331,180.979,22.706,80.427,195.335,42.059,100.152,148.303,3658.719,99.498,111.909,1846.062,97.302,124.658,50.188,55.191,169.116,21.438,47.542,146.417,302.100,79.414,133.368,193.818,49.357,160.691,76.581,74.320,163.601,430.727,80.085,139.204,30.703,79.554,201.024,511.226,103.229,121.710,3808.438,80.295,165.221,11.562,59.710,109.691,58.250,70.185,115.820,19.097,98.520,165.700,29.459,65.254,117.181,81.538,74.054,197.192,66.357,79.909,173.750,67.944,77.414,185.977
162,921.167,79.380,151.712,107.528,90.297,146.813,89.765,61.272,147.105,33.345,85.137,175.587,42.667,61.026,205.209,66.188,84.024,149.591,23.905,99.623,170.863,17.308,61.463,113.526,20.296,52.464,173.241,2549.451,70.225,167.561,41.400,75.202,117.289,504.500,78.040,144.538,123.200,59.051,179.391,15.923,66.221,172.895,153.227,73.807,177.351,22.227,101.174,143.080,58.767,66.949,136.114,3162.938,52.351,181.063,29.353,80.356,195.303,30.882,100.124,147.808,2116.000,99.465,111.933,1458.062,97.260,124.671,59.062,55.329,168.916,40.938,47.398,146.346,189.200,79.453,133.497,97.409,49.359,160.323,70.903,74.938,163.625,375.636,80.120,139.228,90.486,79.707,200.798,182.903,103.517,121.767,2627.094,80.285,165.223,32.250,59.415,109.620,58.667,70.157,115.541,21.871,98.359,165.701,36.162,65.210,117.275,48.077,74.162,197.461,37.071,79.964,174.146,71.444,77.223,185.955
163,391.067,79.234,151.668,108.250,90.337,146.944,109.020,61.204,147.179,8.931,84.355,175.974,63.500,60.924,205.260,500.188,84.191,149.761,26.190,99.384,171.002,16.192,61.180,113.718,8.444,52.871,172.979,948.588,70.330,167.527,39.467,75.529,117.004,434.917,78.134,144.366,209.200,58.932,179.328,1.462,66.805,173.755,130.045,73.704,177.469,33.818,101.186,142.736,54.033,67.058,136.191,2039.062,52.370,181.074,5.765,80.116,195.126,13.706,100.172,147.844,498.500,99.475,111.957,739.375,97.252,124.577,26.438,55.103,168.978,30.125,47.381,146.619,165.200,79.273,133.312,110.409,49.492,160.669,127.419,74.447,163.503,427.545,80.225,139.209,97.027,79.507,200.664,68.065,103.488,121.679,1847.500,80.266,165.205,39.875,59.393,109.645,34.917,70.109,115.616,42.258,98.176,165.377,66.541,65.302,117.020,51.615,73.775,196.728,39.929,79.948,174.042,132.778,77.386,186.148
164,361.033,79.390,151.725,102.306,90.131,146.676,93.137,61.168,147.657,15.448,85.019,175.916,60.033,61.122,205.244,1389.250,84.210,149.707,21.714,99.369,170.233,29.154,60.761,114.019,20.926,52.781,171.859,533.216,70.150,167.468,29.700,75.680,116.919,464.500,78.121,144.535,2473.400,58.909,179.199,51.154,66.513,172.876,169.273,73.713,177.361,35.455,100.968,143.114,110.333,66.870,136.407,487.625,52.322,181.042,28.118,80.509,194.847,21.353,100.166,147.647,505.312,99.609,111.853,226.562,97.243,124.641,71.500,55.285,169.471,37.875,47.368,146.158,127.200,79.431,133.367,169.091,49.355,160.709,1363.935,74.503,163.585,377.591,80.023,139.169,56.324,79.606,201.206,56.194,103.366,121.617,391.062,80.320,165.093,15.812,59.978,109.633,32.917,69.900,115.636,31.742,98.250,165.206,34.054,65.311,117.409,122.923,73.893,197.143,77.643,79.861,173.778,21.444,77.476,186.049
165,440.367,79.385,151.719,123.361,90.113,146.961,80.157,61.048,147.219,11.345,84.486,175.981,72.100,61.358,205.195,242.562,84.185,149.668,30.714,99.341,171.361,32.192,61.334,113.782,13.000,52.311,173.411,1802.941,70.188,167.572,74.700,75.907,117.060,434.583,78.070,144.461,1574.100,58.870,179.229,27.923,66.270,172.375,174.182,73.968,177.268,48.818,101.339,142.907,61.033,66.913,136.266,214.688,52.325,181.033,53.647,80.156,194.980,36.059,100.209,147.969,429.125,99.482,111.917,267.000,97.355,124.594,27.625,55.162,169.466,25.812,47.275,146.758,204.000,79.506,133.162,141.727,49.404,160.611,2028.581,74.492,163.569,354.364,80.089,139.187,50.973,79.210,201.175,52.645,103.303,121.833,294.438,80.136,165.346,14.625,59.941,109.376,38.167,69.957,115.585,33.613,98.517,165.254,31.189,65.327,117.135,114.692,74.006,197.027,27.000,79.741,173.857,58.722,77.273,186.020
166,434.333,79.419,151.675,108.194,89.998,146.854,97.333,61.265,147.112,17.931,85.149,175.920,60.467,61.428,205.151,21.000,84.424,149.424,35.143,99.474,170.685,9.731,61.756,114.088,11.111,52.466,173.023,982.314,70.364,167.497,60.000,75.466,117.346,406.167,78.095,144.415,1202.900,58.898,179.234,18.923,66.794,173.105,191.409,73.707,177.404,34.591,101.460,142.417,33.000,66.916,136.013,128.188,52.581,180.909,27.059,80.043,195.607,17.824,100.352,148.093,525.250,99.497,111.924,226.875,97.366,124.579,34.500,55.428,169.019,32.688,47.249,146.642,255.800,79.392,133.182,113.818,49.371,160.376,1003.290,74.529,163.627,427.818,80.089,139.203,48.486,79.649,200.735,64.387,103.526,121.782,187.938,80.328,165.213,15.625,59.601,109.031,51.000,70.261,115.474,32.516,98.277,165.593,50.432,65.111,116.945,59.923,74.036,196.995,41.714,79.989,173.693,51.111,77.477,185.884
167,384.900,79.318,151.660,109.306,90.111,146.652,2683.137,61.092,147.339,12.103,84.589,175.678,66.133,61.020,204.963,18.625,84.208,149.418,25.857,99.578,170.007,8.654,61.346,114.555,19.778,52.511,172.532,168.118,70.356,167.353,32.667,75.475,116.867,459.500,78.107,144.339,1776.000,58.916,179.182,10.462,66.495,172.805,153.818,73.723,177.314,24.227,101.355,143.030,44.000,66.762,136.101,183.125,52.407,181.043,29.588,80.364,195.279,19.647,100.065,147.860,388.188,99.382,111.845,278.125,97.381,124.528,85.500,55.369,169.331,15.500,46.958,146.223,143.800,79.484,133.462,157.909,49.368,160.863,1099.484,74.510,163.570,382.773,80.114,139.244,75.946,79.523,200.953,87.161,103.271,121.658,193.812,80.254,165.313,15.312,59.819,109.434,42.500,69.896,115.735,11.806,98.071,165.402,36.865,65.623,117.406,58.615,73.994,197.213,41.786,79.910,174.147,80.444,77.290,186.118
168,391.967,79.470,151.663,112.139,90.177,146.679,2070.451,61.186,147.404,31.034,85.230,176.257,98.900,61.069,205.130,27.438,84.080,149.564,7.429,99.403,170.580,34.654,61.240,113.852,6.667,52.251,172.415,59.961,70.143,167.579,46.800,75.819,117.367,466.250,78.118,144.437,1187.900,58.893,179.226,13.692,66.366,172.973,148.364,73.805,177.536,25.409,101.547,142.860,81.733,67.113,136.538,191.312,52.416,180.824,580.059,80.041,195.167,21.118,99.896,148.083,409.125,99.559,111.851,184.250,97.279,124.620,30.938,55.304,169.219,22.688,47.142,146.390,99.700,79.453,133.194,102.500,49.430,160.721,192.710,74.385,163.631,488.591,80.173,139.130,74.865,79.712,200.823,86.516,103.703,121.589,238.812,80.308,165.234,8.875,60.284,109.179,39.000,70.051,115.737,32.323,98.259,164.750,66.270,65.276,117.201,26.538,74.201,197.255,48.929,79.947,174.105,72.722,77.408,186.217
169,887.533,79.189,151.429,137.694,90.213,146.966,1074.353,61.194,147.441,13.552,84.759,175.767,102.667,61.025,205.217,43.812,84.119,149.781,83.095,99.431,170.530,13.846,61.525,113.493,23.630,52.476,173.145,67.255,70.427,167.331,66.967,75.591,117.142,3304.208,78.116,144.346,107.100,59.088,179.338,7.385,66.637,172.919,202.182,73.826,177.609,24.273,101.407,142.635,34.867,66.875,136.450,118.688,52.268,181.006,1056.353,80.318,195.272,10.294,100.180,148.167,403.438,99.447,111.820,179.312,97.304,124.602,68.562,55.391,169.556,17.750,47.456,146.518,138.300,79.424,133.243,147.273,49.355,160.523,80.710,74.606,163.462,444.455,80.098,139.229,41.730,79.760,200.892,75.419,103.180,121.669,225.062,80.172,165.157,12.625,59.618,109.507,10.333,70.360,116.020,31.935,98.561,165.388,41.189,65.110,117.188,58.923,73.791,197.211,98.643,80.025,173.948,85.778,77.473,186.072
170,1497.967,79.220,151.491,141.444,90.250,146.995,165.922,60.890,147.536,18.000,85.160,175.833,93.667,61.095,205.183,60.438,84.019,149.415,41.190,99.621,171.051,19.000,61.272,113.730,21.741,52.539,172.635,41.882,70.227,167.891,61.133,75.628,116.922,4076.312,78.120,144.463,152.600,58.850,179.099,16.231,66.123,172.991,205.318,73.714,177.475,814.636,101.233,142.915,73.867,66.920,136.341,194.125,52.352,181.041,729.176,80.284,195.190,81.294,100.414,147.884,481.250,99.481,111.847,227.438,97.340,124.427,50.188,55.154,169.141,36.250,47.122,146.887,192.100,79.258,133.116,141.591,49.599,160.579,64.710,74.689,163.492,389.364,80.121,139.133,87.459,79.573,200.855,43.871,103.410,121.635,325.438,80.244,165.311,21.312,59.404,109.680,15.000,70.244,116.036,8.387,98.053,165.502,26.973,65.321,117.041,79.692,73.892,197.239,62.429,79.979,174.094,62.000,77.358,186.065
171,1550.867,79.272,151.442,132.694,90.068,146.933,76.157,61.032,147.319,554.069,84.714,175.848,57.300,60.995,205.016,48.750,84.317,149.708,1219.810,99.406,170.795,21.769,61.372,113.588,16.889,52.275,172.641,68.863,70.244,167.692,30.700,75.573,117.279,3842.625,78.116,144.457,134.200,59.028,179.374,29.846,66.201,173.185,159.364,73.830,177.454,307.682,101.291,142.824,82.233,66.900,136.139,127.562,52.332,181.077,616.765,80.288,195.273,30.176,100.417,148.032,487.812,99.485,111.963,309.500,97.369,124.493,32.625,55.014,169.151,17.312,47.312,146.355,223.500,79.414,133.288,161.955,49.500,160.691,85.097,74.252,163.670,484.727,80.229,139.194,54.108,79.884,201.122,121.806,103.087,121.654,240.688,80.280,165.313,0.812,59.985,108.965,58.417,70.052,115.567,19.871,98.791,165.257,55.622,65.202,116.964,88.385,74.015,197.194,164.143,80.006,173.865,65.000,77.587,186.124
172,4095.000,79.360,151.745,2265.417,90.188,146.834,83.412,61.118,147.553,951.517,84.569,175.941,67.667,60.976,205.002,58.312,84.172,149.900,793.857,99.379,170.790,18.538,61.630,113.962,16.630,52.667,172.959,80.902,70.386,167.379,45.833,75.505,117.009,1880.542,78.100,144.568,82.500,58.837,179.145,18.769,66.395,172.357,164.364,73.792,177.463,22.409,101.295,143.378,91.000,67.009,136.473,117.438,52.389,181.144,188.706,80.341,195.523,16.647,100.178,148.558,505.188,99.447,111.875,214.188,97.191,124.602,30.812,55.548,169.084,40.750,47.181,146.741,193.400,79.359,133.307,175.500,49.401,160.766,49.806,74.485,163.568,411.636,80.294,139.159,54.811,79.788,201.050,40.710,103.101,121.733,231.125,80.419,165.177,18.688,59.433,108.999,33.250,70.209,115.485,20.516,98.795,165.391,34.811,65.246,117.011,39.000,73.966,196.949,852.929,79.963,173.925,69.222,77.277,186.054
173,1396.733,79.354,151.663,920.361,90.219,146.872,104.353,61.026,147.629,423.069,84.630,175.904,91.467,60.895,205.220,33.312,84.405,149.930,408.476,99.406,170.867,21.615,60.767,114.080,6.889,52.012,172.012,80.353,70.112,167.250,34.300,75.547,117.088,463.667,78.127,144.409,120.700,58.919,179.067,24.538,66.667,172.911,172.091,73.980,177.428,33.773,101.111,143.089,78.800,67.072,136.057,100.438,52.326,181.110,12.294,80.654,195.590,24.235,100.070,148.434,424.188,99.520,111.894,204.562,97.199,124.556,44.375,55.455,169.307,12.688,46.957,146.136,234.200,79.414,133.384,134.045,49.398,160.601,86.258,74.534,163.738,370.409,80.177,139.141,52.432,79.565,200.701,50.387,103.355,121.666,244.750,80.225,165.188,20.625,59.712,109.323,111.667,70.082,115.837,25.613,98.290,165.031,49.243,65.176,117.407,71.231,74.116,197.158,815.643,79.959,173.866,97.056,77.377,185.924
174,472.667,79.398,151.609,1743.222,90.159,146.895,66.549,61.095,147.787,184.000,84.733,175.909,77.200,60.920,205.130,41.875,84.225,149.692,39.333,99.718,171.076,22.731,61.179,114.129,7.074,52.834,173.002,80.118,70.242,167.712,37.433,75.697,116.941,426.750,78.182,144.347,73.600,58.721,179.367,8.385,67.004,172.725,207.045,73.677,177.741,42.182,101.347,142.941,76.200,66.915,136.533,176.125,52.491,181.040,8.353,79.906,195.315,39.294,100.008,148.459,455.250,99.443,111.927,227.438,97.299,124.562,29.438,55.186,169.348,44.562,47.249,146.187,193.200,79.401,133.490,110.227,49.423,160.504,86.129,74.760,163.798,452.000,80.117,139.122,77.243,79.524,201.127,91.548,103.535,121.760,166.500,80.303,165.299,14.812,59.990,109.564,47.167,69.880,115.650,13.484,98.782,165.050,42.000,65.149,117.088,48.846,73.593,196.966,377.000,79.999,174.067,61.611,77.088,185.863
175,508.133,79.340,151.611,284.611,90.187,146.916,121.373,61.171,147.372,27.241,84.781,175.632,82.633,61.290,204.866,44.625,83.989,149.784,26.476,99.399,169.938,8.846,61.410,113.484,5.296,52.651,172.639,82.353,70.212,167.452,34.900,75.457,117.349,370.833,78.082,144.430,119.700,58.849,179.250,18.538,66.519,173.395,151.091,73.651,177.377,33.909,101.574,142.575,126.100,66.916,136.100,184.812,52.297,180.871,35.412,80.412,195.732,32.882,100.353,148.162,525.375,99.541,111.944,148.312,97.495,124.833,79.875,55.250,168.996,37.375,47.400,147.259,122.000,79.419,133.239,113.364,49.303,160.488,68.903,74.724,163.504,416.045,80.101,139.108,100.811,79.593,200.923,61.935,103.570,121.398,146.312,80.213,165.118,4.062,59.770,109.203,38.000,69.800,115.902,26.581,98.457,165.639,56.270,65.325,117.051,50.000,73.770,196.994,579.000,79.967,173.811,97.944,77.346,186.214
176,381.367,79.299,151.611,127.583,90.082,146.805,97.843,61.054,147.454,16.931,85.201,175.806,69.367,60.957,205.101,14.125,84.290,150.144,52.714,99.528,170.205,19.038,60.814,113.502,156.148,52.395,173.195,58.078,70.034,167.548,66.333,75.713,117.273,457.042,78.147,144.354,339.900,58.962,179.204,36.538,66.478,173.170,153.273,73.814,177.469,34.455,101.608,143.296,2169.067,67.000,136.274,144.750,52.365,181.003,44.471,80.228,195.292,4.118,99.506,148.335,392.875,99.474,111.903,170.500,97.161,124.610,77.500,55.322,169.408,41.375,47.134,146.462,189.400,79.278,133.553,161.727,49.507,160.649,106.194,74.476,163.761,407.273,80.104,139.181,92.432,79.302,201.123,93.355,103.694,121.704,183.375,80.209,165.238,19.938,60.233,109.545,53.167,70.196,115.494,15.677,98.382,164.648,34.811,65.243,117.297,39.231,74.058,197.391,134.500,79.974,174.090,141.778,77.407,185.984
177,453.300,79.264,151.718,63.000,89.998,146.812,87.961,61.254,147.588,30.414,84.207,175.783,73.233,61.015,205.260,39.938,83.995,149.571,26.143,99.429,170.610,33.346,61.431,113.826,510.222,52.387,172.900,54.275,70.272,167.431,66.267,75.698,116.894,397.958,78.141,144.404,195.600,59.061,179.102,5.769,66.111,172.850,201.545,73.814,177.276,38.364,101.096,142.498,576.700,66.893,136.309,175.750,52.414,180.998,14.647,80.257,195.077,14.765,99.998,148.371,489.938,99.405,111.912,180.188,97.406,124.427,48.062,55.196,169.459,15.875,47.386,146.377,182.600,79.460,133.372,133.227,49.483,160.546,138.323,74.507,163.558,425.864,80.119,139.291,52.000,79.667,201.068,39.742,103.058,121.852,224.938,80.282,165.019,48.750,60.007,109.459,71.000,69.961,115.625,12.129,98.061,165.212,50.595,65.358,117.693,93.615,74.081,197.236,17.143,80.096,174.131,73.611,77.225,185.835
178,412.700,79.305,151.508,113.750,90.324,146.667,130.706,60.972,147.636,11.483,84.700,175.867,48.567,60.956,205.112,32.125,84.257,149.733,34.905,99.182,171.047,24.654,61.241,113.934,149.481,52.376,172.957,39.490,70.232,167.597,1540.800,75.678,117.046,452.833,78.096,144.424,107.400,58.917,179.026,9.923,66.654,173.135,236.000,73.827,177.644,48.273,101.389,142.829,78.133,66.813,136.350,177.750,52.500,180.971,37.235,80.296,195.397,20.353,100.022,148.300,483.188,99.493,111.949,164.438,97.334,124.602,43.750,55.337,169.242,39.500,47.199,146.364,182.600,79.244,133.373,172.864,49.233,160.988,113.613,74.559,163.690,425.091,80.079,139.230,142.216,79.511,201.079,44.710,103.684,121.674,326.750,80.233,165.185,21.938,59.804,109.286,176.083,70.031,115.694,24.516,98.105,165.331,80.054,65.181,117.230,89.231,73.714,197.020,49.000,79.982,174.003,79.778,77.102,185.931
179,401.900,79.445,151.534,131.278,90.208,146.598,123.412,61.151,147.545,25.966,84.245,175.832,71.167,61.060,204.873,48.938,84.038,150.028,20.286,99.336,169.788,17.500,61.350,113.527,15.963,52.382,172.318,32.510,70.427,167.469,1066.100,75.724,117.087,444.292,78.086,144.380,122.500,58.901,179.332,5.923,66.185,173.445,171.136,73.882,177.592,39.455,101.115,142.994,51.333,66.829,136.537,187.750,52.346,181.123,38.353,80.484,195.438,21.471,99.939,148.671,465.500,99.548,111.899,212.375,97.313,124.533,63.000,55.359,169.154,30.500,47.271,146.601,204.200,79.390,133.326,142.364,49.352,160.656,64.387,74.735,163.465,436.182,80.089,139.308,83.189,79.854,200.877,65.355,103.296,121.851,245.500,80.283,165.247,24.562,59.848,109.781,86.500,70.053,115.805,28.258,98.608,164.664,39.297,65.115,117.222,65.923,74.049,197.340,100.214,80.048,174.137,73.556,77.333,185.941
180,373.900,79.303,151.646,117.278,90.298,146.868,126.627,61.191,147.459,16.448,84.697,175.883,55.733,60.994,205.124,56.062,84.131,150.108,30.000,99.376,170.819,21.308,61.675,113.477,13.259,52.270,173.053,62.824,70.281,167.476,102.067,75.570,117.267,450.167,78.065,144.272,78.900,58.812,179.030,7.462,66.441,173.081,181.955,73.726,177.371,35.727,100.931,142.832,56.533,66.840,136.631,206.625,52.517,181.071,28.412,80.105,195.585,31.647,100.186,148.511,515.938,99.444,111.879,185.438,97.331,124.562,47.250,55.301,169.273,28.375,47.435,146.657,116.700,79.264,133.329,148.455,49.560,160.763,74.581,74.541,163.480,397.591,80.056,139.242,123.459,79.610,201.040,59.806,102.901,121.651,258.750,80.435,165.217,28.312,59.550,109.283,58.667,70.090,115.327,35.484,98.056,165.217,33.135,65.275,117.412,106.692,73.979,197.297,71.357,80.085,174.207,79.056,77.227,186.165
181,387.733,79.380,151.511,120.778,90.204,146.849,299.176,61.244,147.570,36.034,84.354,176.054,113.667,61.028,205.202,18.375,84.144,149.575,21.190,99.367,170.688,16.269,61.321,113.844,10.815,52.866,172.442,100.039,70.451,167.587,39.033,75.904,116.987,478.583,78.126,144.410,138.500,58.747,179.041,13.923,66.356,173.075,173.682,73.935,177.520,40.727,101.545,142.913,67.733,67.230,136.089,184.375,52.447,181.156,27.588,80.156,195.097,33.706,100.234,147.816,409.062,99.595,112.012,281.000,97.390,124.613,36.188,55.397,169.270,375.500,47.227,146.426,116.700,79.306,133.406,133.227,49.571,160.785,92.387,74.297,163.464,473.773,80.150,139.153,78.811,79.371,201.212,1861.548,103.355,121.690,191.125,80.232,165.136,27.062,59.885,109.650,79.083,70.072,115.652,21.806,98.381,165.593,29.946,65.402,116.862,35.385,74.109,197.226,49.571,79.932,173.593,83.611,77.221,186.057
182,379.267,79.320,151.658,106.361,90.207,147.059,2914.980,61.209,147.487,18.724,84.681,176.014,70.900,61.030,205.160,32.500,84.151,149.484,28.524,99.584,170.928,31.269,61.004,113.898,9.407,51.925,172.027,66.941,70.415,167.735,12.867,75.567,116.915,470.167,78.083,144.461,137.600,58.955,179.192,27.538,66.860,172.977,206.955,73.717,177.493,22.545,101.369,143.313,104.467,67.275,136.471,167.625,52.302,180.988,16.412,80.766,195.069,19.294,100.043,148.295,462.688,99.449,111.841,195.062,97.313,124.601,44.188,55.136,169.254,381.438,47.321,146.318,193.400,79.416,133.262,159.500,49.333,160.526,102.452,74.526,163.794,368.182,80.105,139.402,76.432,79.610,201.044,1296.903,103.359,121.667,269.062,80.404,165.109,4.562,60.100,108.872,45.500,69.895,115.821,10.903,98.475,165.490,30.486,65.248,117.427,44.846,73.964,197.349,39.000,80.004,173.803,83.389,77.264,186.106
183,508.600,79.378,151.599,105.028,90.153,146.719,2160.784,61.201,147.495,31.621,84.359,176.370,2033.933,61.037,205.099,42.500,84.074,150.097,46.476,99.351,170.385,18.808,61.103,113.633,15.889,52.624,172.766,72.392,70.156,167.373,46.933,75.452,117.256,449.458,78.172,144.370,66.000,58.997,179.262,24.769,66.285,172.883,187.000,73.811,177.435,20.818,101.126,142.606,56.033,66.982,136.104,195.000,52.463,181.027,16.471,80.438,194.694,31.059,100.020,148.553,493.375,99.605,111.939,224.688,97.336,124.528,41.375,54.969,169.680,346.562,47.305,146.361,255.000,79.349,133.227,162.227,49.457,160.569,90.194,74.204,163.513,450.409,80.113,139.126,51.676,79.546,201.120,964.645,103.284,121.674,109.062,79.953,165.401,3.625,59.098,108.922,86.583,70.140,115.949,29.935,98.872,164.935,50.649,65.386,116.946,60.385,73.809,197.403,57.000,80.050,173.859,38.278,77.436,186.406
184,387.000,79.350,151.684,113.528,90.212,146.808,691.020,61.196,147.512,18.483,84.573,175.579,1520.600,61.029,205.090,55.125,84.207,149.589,18.714,99.425,170.224,27.423,61.448,113.522,17.926,52.341,173.316,80.863,70.368,167.464,55.967,75.587,116.998,521.042,78.122,144.374,142.400,58.959,179.117,28.462,66.380,173.370,160.136,73.858,177.547,13.455,101.763,142.704,79.767,67.098,136.401,139.500,52.276,181.045,34.588,80.296,195.034,22.647,100.198,147.928,395.250,99.456,111.866,281.875,97.212,124.535,807.125,55.444,169.309,350.562,47.252,146.356,238.000,79.309,133.351,192.000,49.379,160.523,97.871,74.281,163.601,422.182,80.148,139.190,78.432,79.521,201.010,718.194,103.395,121.628,214.000,80.150,165.210,54.500,60.024,109.438,79.917,69.995,115.938,32.839,98.919,165.012,30.000,65.097,117.477,29.385,73.898,197.542,42.143,79.894,173.766,47.167,77.351,186.320
185,387.600,79.300,151.669,116.417,90.141,146.736,157.373,61.302,147.566,22.862,84.935,175.861,1397.367,61.030,205.072,50.938,84.341,149.899,29.905,99.233,170.502,20.154,61.268,114.094,4.481,52.189,172.259,49.882,70.352,167.504,45.567,75.918,117.387,381.208,78.123,144.245,111.400,58.817,178.924,46.846,66.675,173.101,195.364,73.948,177.571,26.227,101.541,143.131,88.500,67.195,136.282,154.125,52.358,180.947,32.471,80.115,195.040,13.000,99.658,148.057,439.062,99.542,111.945,538.875,97.324,124.668,1346.125,55.396,169.300,88.250,47.221,146.285,192.000,79.398,133.301,3478.068,49.456,160.622,82.323,74.247,163.572,405.818,80.133,139.237,59.459,79.808,201.041,83.935,103.243,121.637,287.375,80.159,165.203,27.625,59.744,109.263,62.083,70.112,116.122,16.581,98.571,165.089,54.649,65.233,116.938,59.154,73.802,197.742,34.143,79.817,173.800,95.611,77.366,186.091
186,430.300,79.308,151.543,91.083,90.157,146.990,97.961,61.178,147.462,18.690,84.699,176.270,1182.367,61.076,205.150,40.125,84.224,150.275,25.714,99.367,171.085,17.154,61.335,113.990,11.778,52.680,172.320,103.451,70.123,167.613,61.433,75.633,117.274,511.167,78.082,144.500,154.800,58.880,178.943,20.538,66.305,172.866,179.682,73.816,177.618,29.591,101.345,143.059,66.767,66.954,136.501,116.312,52.131,180.898,37.471,80.299,195.123,18.941,99.398,148.295,467.125,99.490,111.877,309.688,97.309,124.664,642.750,55.357,169.275,233.062,47.339,146.287,128.900,79.419,133.242,1026.182,49.470,160.606,93.226,74.670,163.626,411.818,80.185,139.186,89.892,79.431,201.141,78.516,103.535,121.766,173.062,80.219,165.204,29.812,59.651,108.988,79.250,70.000,115.731,12.774,98.250,165.030,60.162,65.371,117.151,78.231,73.870,197.515,61.571,79.921,173.510,82.889,77.356,186.030
187,375.367,79.432,151.651,87.111,90.255,146.860,82.471,61.142,147.367,20.724,84.605,175.946,118.900,61.012,205.086,35.562,84.245,149.825,14.238,99.103,170.611,19.769,61.207,113.580,12.741,52.348,172.013,96.588,70.211,167.595,53.767,75.495,117.263,451.708,78.040,144.392,122.000,58.938,179.374,42.231,66.574,173.003,207.318,73.885,177.478,27.091,101.108,143.462,89.267,66.961,136.523,163.062,52.382,181.045,19.412,80.124,195.214,7.118,100.318,148.373,489.562,99.551,111.831,318.500,97.317,124.610,1101.500,55.432,169.375,315.062,47.270,146.349,158.200,79.403,133.450,2434.636,49.474,160.604,123.677,74.717,163.634,448.318,80.159,139.228,107.676,79.564,201.019,69.935,103.328,121.748,322.125,80.166,165.092,43.938,59.862,109.400,857.583,70.065,115.743,0.000,NaN,NaN,23.730,65.121,117.294,70.538,73.974,197.413,31.571,79.846,174.196,88.444,77.147,186.394
188,446.200,79.386,151.617,106.278,90.168,146.892,97.412,61.172,147.636,31.483,84.481,175.922,79.900,61.278,205.162,36.062,84.062,149.671,33.571,99.143,170.990,22.615,62.017,113.836,18.741,52.316,172.283,92.627,70.235,167.615,89.467,75.231,117.387,458.875,78.163,144.289,78.500,58.985,178.984,14.000,66.602,172.690,166.227,73.594,177.517,36.909,101.488,142.664,60.367,66.894,136.398,129.938,52.353,181.049,9.529,80.367,195.189,18.765,99.957,148.000,439.375,99.572,111.871,161.625,97.348,124.398,343.250,55.318,169.284,242.375,47.349,146.337,218.700,79.266,133.398,1338.000,49.462,160.581,87.355,74.618,163.668,446.318,80.034,139.238,1865.405,79.494,201.091,79.290,103.199,121.581,254.625,80.243,165.245,8.000,59.440,109.043,852.333,70.048,115.781,30.129,98.173,164.952,49.568,65.136,116.844,50.615,73.695,197.505,23.000,80.030,174.103,48.167,77.220,186.170
189,454.300,79.331,151.657,103.889,90.229,147.083,100.039,61.093,147.546,31.414,84.392,176.290,37.533,61.306,205.041,55.438,84.029,149.089,32.619,99.236,171.217,20.423,61.651,113.815,5.852,52.272,172.652,59.765,70.277,167.548,38.500,75.728,117.327,420.958,78.069,144.459,97.200,58.809,179.311,9.538,66.520,172.930,209.273,73.749,177.451,25.773,101.423,142.794,75.267,66.990,135.946,154.375,52.373,180.980,14.176,80.077,195.519,19.824,100.329,147.839,431.375,99.494,111.903,256.688,97.181,124.586,92.938,55.283,169.138,15.062,46.951,146.156,168.200,79.305,133.285,149.909,49.382,160.745,71.419,74.528,163.515,420.955,80.115,139.217,1390.054,79.455,201.075,114.645,103.316,121.547,149.500,80.152,165.130,25.188,59.308,108.836,143.000,70.113,115.807,22.452,98.356,165.677,55.297,65.197,116.749,284.308,74.073,197.280,40.929,79.909,173.724,75.389,77.098,186.136
