 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12
143,23.455,90.709,85.975,78.500,52.535,72.462,76.190,66.216,41.792,43.429,52.262,75.958,299.882,45.576,78.888,31.000,30.096,109.108,22.375,25.774,107.105,2.000,28.985,114.545,37.692,46.746,104.201,49.905,89.639,91.748,37.250,49.795,104.468,23.900,94.082,94.411
144,36.182,90.613,86.076,32.750,52.502,72.307,19.429,66.196,41.891,36.000,52.247,75.906,216.471,45.692,78.879,41.083,30.021,109.455,179.000,25.569,106.918,67.000,29.103,113.903,56.154,46.605,103.878,41.905,89.594,91.630,58.000,49.799,104.526,25.300,94.165,94.232
145,38.909,90.840,86.167,67.750,52.592,72.343,40.571,66.197,42.022,34.381,52.469,76.113,264.000,45.628,78.893,149.167,29.994,109.293,215.250,25.778,106.775,36.000,29.084,114.201,67.385,46.792,103.981,54.762,89.566,91.518,97.083,49.871,104.436,26.900,94.305,94.617
146,41.091,90.713,85.982,48.250,52.325,72.416,42.762,66.302,41.837,50.857,51.871,76.145,216.941,45.653,78.905,115.250,29.992,109.357,139.875,25.724,106.812,91.750,29.200,113.835,28.538,46.720,104.046,19.333,89.805,91.431,45.917,50.017,104.440,24.100,94.548,94.668
147,16.727,91.089,85.900,23.750,52.545,71.990,40.190,66.185,41.830,37.810,52.185,76.008,181.294,45.675,78.804,127.083,30.027,109.072,184.250,25.789,106.638,7.000,28.985,114.412,45.692,46.664,103.938,66.476,89.713,91.630,29.583,49.896,104.735,37.300,94.250,94.496
148,22.364,90.930,85.985,40.250,52.686,72.210,77.238,65.994,41.976,83.333,52.194,76.059,239.176,45.428,78.907,144.250,29.915,109.461,201.125,25.616,106.798,40.750,29.194,114.119,41.538,46.613,104.140,30.857,89.686,91.616,33.500,49.528,104.505,50.100,94.165,94.442
149,37.273,90.649,86.028,28.000,52.528,72.355,19.429,66.597,41.940,59.619,52.217,76.282,184.353,45.848,78.860,133.417,30.013,109.251,207.250,25.651,106.982,50.500,29.119,114.154,38.231,46.602,103.840,92.190,89.888,91.611,41.667,49.769,104.667,23.300,94.109,94.517
150,60.727,90.927,86.071,68.500,52.448,72.075,42.762,66.191,42.098,39.810,52.387,75.938,142.000,45.654,78.870,161.083,30.080,109.323,137.000,25.747,106.942,25.500,29.152,114.262,25.385,46.747,104.105,51.905,89.869,91.656,42.250,49.778,104.243,64.100,94.425,94.505
151,70.909,90.658,85.926,46.500,52.595,71.902,48.952,66.377,41.851,55.714,52.166,76.168,237.765,45.647,78.839,166.167,30.058,109.444,181.500,25.714,106.874,15.000,28.985,113.920,54.154,46.466,104.090,20.000,89.780,91.666,27.667,50.048,104.271,35.900,94.411,94.409
152,39.455,90.788,85.942,79.500,52.650,72.303,34.952,66.224,42.190,35.143,52.238,76.054,124.118,45.676,78.972,139.833,30.134,109.352,131.250,25.762,106.885,92.750,28.988,113.959,39.308,46.181,103.955,22.571,90.012,91.546,36.667,49.959,104.450,38.900,94.192,94.519
153,40.364,90.721,86.061,64.750,52.582,72.252,51.619,66.184,41.853,52.000,52.290,76.188,29.059,45.903,78.974,148.167,29.961,109.278,88.750,25.830,106.908,51.750,29.204,114.105,67.154,46.701,103.941,25.619,89.873,91.522,45.500,49.720,104.481,37.300,94.180,94.502
154,34.727,90.902,85.947,15.250,52.235,72.075,37.333,66.179,41.946,44.571,52.005,76.077,78.824,45.778,78.845,99.583,30.028,109.351,136.375,25.759,106.814,36.500,28.985,114.303,33.385,46.745,104.056,34.095,90.215,91.582,53.583,49.637,104.228,60.400,94.253,94.562
155,98.909,90.800,85.828,50.750,52.369,72.248,71.905,66.321,42.062,31.238,52.187,75.938,53.529,45.554,78.907,120.750,30.056,109.296,83.125,25.680,106.865,38.000,29.105,114.011,56.154,46.483,104.090,49.048,89.688,91.523,45.417,49.814,104.495,43.700,94.235,94.557
156,55.273,90.778,86.045,51.250,52.757,72.055,90.762,66.223,42.021,39.714,52.284,76.428,52.235,45.611,78.992,91.333,29.929,109.289,120.000,25.715,107.043,77.000,29.147,113.946,39.692,46.699,103.816,55.810,89.950,91.586,74.417,49.989,104.328,40.100,94.223,94.667
157,71.455,90.530,85.851,100.000,52.554,72.218,36.190,66.216,42.202,35.333,52.234,76.038,29.647,45.796,78.992,136.083,30.055,109.362,144.875,25.670,106.792,61.250,29.052,113.859,38.000,46.453,104.036,62.000,89.790,91.603,44.500,49.948,104.328,43.600,94.492,94.495
158,72.182,90.384,85.988,52.000,52.393,72.199,46.571,66.369,42.051,52.190,52.270,75.948,60.353,45.947,78.952,121.083,30.031,109.389,48.625,25.794,106.713,43.500,29.128,114.253,29.308,46.597,103.924,63.619,89.768,91.773,33.333,49.574,104.418,28.800,94.196,94.397
159,16.182,90.870,85.924,38.500,52.368,72.425,38.381,66.221,42.134,24.000,52.277,76.382,24.471,45.834,78.826,46.083,29.894,109.185,80.750,25.766,106.944,102.250,29.099,114.403,55.077,46.338,103.815,41.714,89.763,91.468,84.667,49.704,104.506,79.600,94.311,94.474
160,48.545,90.869,85.883,91.000,52.460,72.238,74.095,65.949,41.978,70.095,52.233,76.349,55.647,45.876,78.945,13.583,29.689,109.634,32.250,25.474,106.692,86.750,29.152,114.093,81.538,46.620,103.951,81.333,89.780,91.587,27.750,49.708,104.486,34.800,94.197,94.781
161,58.909,90.950,86.042,93.000,52.369,72.164,28.476,66.394,42.242,55.143,52.260,76.144,47.176,45.667,78.798,53.833,30.149,109.380,81.625,25.893,106.787,23.000,29.079,113.905,43.615,46.477,103.879,46.095,89.708,91.839,39.583,49.973,104.436,38.400,94.502,94.703
162,77.636,90.509,85.989,31.500,52.700,72.196,67.524,66.083,42.137,65.905,52.143,76.142,56.000,45.549,78.799,40.000,30.038,109.308,105.375,25.578,106.941,102.250,29.068,114.083,44.846,46.676,103.843,55.619,89.758,91.403,62.917,49.834,104.434,50.000,94.422,94.603
163,98.909,90.492,85.834,128.750,52.608,72.316,71.238,66.136,42.078,73.143,52.189,76.057,93.882,45.558,78.925,34.167,30.214,109.469,61.750,25.590,106.992,27.750,29.122,113.718,43.923,46.265,103.981,35.048,89.960,91.966,67.667,49.893,104.496,50.400,94.418,94.974
164,39.636,90.637,85.879,83.750,52.561,72.225,60.000,66.025,42.047,49.429,51.986,76.355,56.118,45.903,78.974,27.167,30.095,109.574,40.750,25.821,106.820,56.000,29.179,113.904,44.000,46.279,103.976,66.762,89.870,91.630,49.167,49.789,104.340,39.700,94.105,94.316
165,55.091,90.780,86.038,62.500,52.634,72.085,50.095,66.025,42.211,10.000,52.197,76.108,22.941,46.029,78.728,68.250,30.092,109.465,31.500,25.734,106.993,102.750,29.162,113.854,43.154,46.723,104.118,46.476,89.751,91.560,69.250,49.867,104.568,33.600,94.068,94.453
166,75.091,90.763,86.011,55.500,52.389,72.124,40.381,66.018,42.140,22.286,52.320,75.807,36.824,45.571,78.860,43.750,29.866,109.341,100.000,25.701,106.766,35.000,29.295,114.313,41.538,46.594,104.024,97.333,89.808,91.579,48.417,50.085,104.508,24.600,94.187,94.757
167,31.636,90.654,86.189,86.750,52.624,72.350,70.857,66.122,42.012,53.429,52.066,76.019,63.647,45.687,78.795,52.917,30.013,109.567,63.375,25.568,106.733,35.250,29.033,113.925,63.769,46.765,103.912,70.095,89.988,91.640,26.000,49.629,104.383,30.800,94.336,94.190
168,8.545,90.748,85.715,117.250,52.602,72.198,50.381,66.408,42.167,40.476,51.917,76.209,34.000,45.242,78.875,51.167,30.079,109.174,25.000,25.434,106.893,191.500,29.187,114.130,24.077,46.348,103.808,42.667,89.892,91.840,64.250,49.631,104.592,62.600,94.127,94.665
169,56.182,90.634,86.093,114.500,52.443,72.269,17.810,66.132,42.056,69.333,52.346,76.105,52.941,45.550,78.872,79.417,30.135,109.503,83.750,25.710,106.754,142.000,29.267,114.119,29.385,46.387,103.960,30.381,90.020,91.421,72.667,49.489,104.487,27.500,94.352,94.740
170,51.455,90.821,85.953,20.000,52.545,72.370,33.619,66.219,42.219,41.429,52.287,75.926,17.176,45.487,78.659,43.583,30.027,109.152,67.000,25.604,106.777,60.500,29.127,113.848,21.615,46.522,103.986,54.857,89.860,91.578,82.500,50.166,104.522,21.000,94.318,94.467
171,82.909,90.558,86.056,35.500,52.698,72.300,23.714,66.322,42.161,45.714,52.227,76.095,37.529,45.865,78.769,31.833,30.081,109.626,35.625,25.508,106.699,102.500,29.069,113.968,42.231,46.499,103.696,61.429,89.873,91.709,52.250,49.343,104.518,52.400,94.119,94.606
172,59.273,90.722,85.928,141.000,52.589,72.196,67.524,66.058,42.075,83.619,52.199,75.962,54.000,46.103,78.982,52.917,30.006,109.144,83.125,25.763,106.780,25.000,29.295,113.947,50.154,46.626,104.190,49.524,89.814,91.566,30.500,49.916,104.306,43.600,94.224,94.646
173,13.273,90.684,86.106,33.500,52.545,72.117,22.571,66.054,42.121,39.810,52.018,76.175,46.588,45.801,78.915,31.250,30.089,109.303,36.750,25.710,107.015,46.000,29.204,114.144,44.615,46.524,104.010,25.619,89.759,91.861,63.500,49.792,104.534,34.700,94.445,94.433
174,50.182,91.004,85.985,57.250,52.743,72.194,47.619,66.249,41.944,50.190,52.491,75.883,30.118,45.790,78.833,24.750,29.940,109.548,64.875,25.693,106.944,35.750,29.295,114.235,35.846,46.552,104.060,43.714,89.838,91.398,49.250,49.930,104.345,41.500,94.397,94.615
175,61.636,90.639,86.174,30.750,52.646,72.135,40.762,66.100,42.219,87.524,52.185,76.307,29.765,45.427,78.771,50.583,30.157,109.291,55.125,25.831,106.839,64.500,29.080,113.727,58.385,46.419,104.046,60.857,89.836,91.589,59.833,50.015,104.448,53.000,94.189,94.343
176,32.182,90.426,86.006,73.750,52.406,72.130,42.857,66.365,41.904,57.238,52.016,76.206,47.412,46.147,78.881,21.000,29.974,109.371,58.250,25.810,106.894,21.000,29.295,113.991,53.154,46.373,104.121,88.000,90.033,91.562,55.583,50.098,104.427,36.000,94.362,94.571
177,48.182,90.600,86.223,28.250,52.375,72.138,98.286,66.080,41.991,93.143,52.136,76.108,30.000,45.422,78.867,23.667,30.119,109.563,71.500,25.534,106.662,36.750,29.255,114.235,44.308,46.471,104.034,51.429,89.690,91.722,38.583,49.801,104.398,21.000,93.871,94.655
178,41.091,90.597,85.807,43.250,52.513,72.010,42.667,66.375,41.962,38.857,52.210,76.126,57.176,46.185,78.872,13.583,30.010,109.260,96.250,25.740,106.815,24.500,29.108,114.045,53.231,46.754,103.980,49.524,89.965,91.579,46.000,50.166,104.497,46.800,94.328,94.533
179,60.000,91.024,86.012,46.250,52.334,72.199,32.476,66.362,41.826,77.048,52.246,76.120,56.588,45.557,78.966,34.500,30.063,109.234,27.375,25.824,106.737,57.750,29.143,113.953,63.077,46.481,103.933,73.143,89.762,91.374,15.833,49.704,104.651,25.200,94.448,95.131
180,90.000,90.533,85.993,68.500,52.597,72.405,24.381,66.565,42.064,22.095,51.857,76.297,24.824,46.014,78.958,29.750,29.891,109.018,27.875,25.732,106.745,26.500,29.064,114.024,39.846,46.638,104.001,36.000,89.592,91.542,81.750,49.423,104.580,44.100,94.214,94.433
181,39.455,90.882,85.918,40.500,52.660,72.385,35.238,66.063,41.894,38.857,52.163,76.191,37.882,45.527,78.939,36.750,30.157,109.364,34.750,25.797,106.711,21.750,29.156,113.939,56.308,46.472,103.803,43.333,89.621,91.701,43.833,49.633,104.521,14.200,94.194,94.220
182,49.273,90.565,85.808,65.500,52.638,72.337,84.000,66.166,42.162,66.286,52.216,76.070,74.118,45.697,78.884,40.667,30.105,109.668,37.750,25.648,106.850,32.250,29.059,113.867,44.077,46.406,103.990,63.810,89.705,91.288,61.083,49.711,104.359,17.100,94.132,94.933
183,31.636,90.671,86.152,80.750,52.505,72.230,26.952,66.280,42.026,61.524,52.106,76.257,55.412,45.649,78.815,19.333,29.828,109.422,21.500,25.346,106.827,100.750,29.141,113.840,29.692,46.316,104.057,65.905,89.823,91.696,22.833,49.872,104.426,29.900,94.403,94.190
184,36.364,90.622,85.986,73.250,52.439,72.092,12.095,65.902,41.998,30.571,52.322,76.056,30.471,45.976,78.830,29.333,29.954,109.279,28.000,25.590,106.593,37.500,29.146,113.737,20.538,46.520,103.877,42.000,89.769,91.713,51.833,49.418,104.573,37.700,94.240,94.614
185,52.364,90.810,86.023,80.750,52.496,72.272,119.905,66.461,42.046,75.238,52.379,76.029,66.706,45.934,79.025,56.000,30.288,109.446,34.375,25.935,106.634,63.500,29.138,113.780,36.154,46.677,103.951,66.571,89.614,91.487,63.417,49.660,104.321,28.800,94.470,94.341
186,86.000,90.773,85.990,82.500,52.522,72.226,35.048,65.856,41.659,79.810,52.386,76.003,40.353,45.493,78.780,36.167,30.081,109.488,60.500,25.738,106.737,22.000,29.249,114.369,47.846,46.654,104.132,62.286,89.821,91.527,87.333,49.753,104.419,25.700,94.056,94.782
187,49.818,90.880,86.083,37.000,52.511,72.027,33.714,66.122,41.868,61.048,52.412,76.108,49.765,45.315,79.063,52.167,30.136,109.225,59.500,25.598,106.944,74.000,29.156,114.016,50.538,46.338,104.103,54.476,89.696,91.586,14.417,50.192,104.681,49.300,94.284,94.675
188,44.909,90.547,85.971,117.250,52.554,72.341,32.952,66.070,41.692,78.190,52.237,75.988,44.471,45.705,78.798,43.750,30.083,109.328,30.875,25.752,106.921,50.750,29.113,113.711,25.385,46.337,104.097,53.333,89.913,91.721,89.917,49.458,104.482,68.100,94.400,94.563
189,79.455,90.841,85.897,87.000,52.618,72.246,38.667,66.208,41.967,68.857,52.425,76.334,40.824,45.703,78.941,42.417,30.015,109.224,33.500,25.636,106.716,35.500,29.000,114.366,62.077,46.443,104.130,62.381,89.682,91.490,49.167,49.944,104.447,34.400,94.022,94.414
190,83.091,90.540,86.029,14.000,52.606,72.551,33.905,66.094,41.984,51.429,52.276,76.150,61.176,45.803,78.928,37.750,30.041,109.176,34.000,25.746,106.972,22.750,29.285,114.245,64.000,46.484,104.173,96.952,89.846,91.625,60.333,49.816,104.639,41.100,94.310,94.562
191,25.091,90.592,86.032,78.750,52.399,72.437,73.429,66.182,42.196,62.190,52.029,75.941,63.882,45.462,78.896,22.583,30.129,109.091,17.500,25.520,106.788,53.250,29.187,114.117,41.154,46.407,104.126,34.190,89.441,91.664,40.333,49.702,104.411,52.400,94.231,94.622
192,21.636,90.375,85.845,81.500,52.379,72.128,92.952,66.242,41.956,64.476,52.085,76.156,59.176,45.725,78.692,37.667,30.180,109.250,42.000,25.606,106.802,23.250,28.992,113.878,44.077,46.630,104.142,47.143,89.704,91.572,61.000,49.557,104.316,41.300,94.490,94.340
193,116.909,90.580,86.012,57.000,52.572,72.363,23.810,65.891,42.449,81.905,52.342,75.827,58.235,45.674,78.994,43.250,30.002,109.240,18.500,25.544,106.728,56.250,29.225,114.111,38.231,46.312,104.025,19.143,89.543,91.611,30.833,49.852,104.462,38.000,94.318,94.424
194,40.909,90.610,86.134,50.250,52.375,72.302,29.048,66.566,41.963,71.810,52.062,76.030,60.000,45.479,78.960,20.500,29.794,109.581,54.000,25.726,106.630,239.750,29.108,113.998,35.846,46.656,103.970,55.143,89.743,91.767,45.667,49.675,104.386,38.300,94.313,94.873
195,52.727,90.692,86.011,64.750,52.379,72.207,36.952,66.450,41.726,61.714,52.076,75.905,50.000,45.774,78.932,9.833,30.007,109.572,47.500,25.704,106.927,201.750,29.128,113.949,29.615,46.514,103.793,28.286,89.247,91.630,30.083,49.796,104.308,21.100,94.272,94.646
196,27.091,90.515,85.902,47.750,52.517,72.082,30.095,66.296,41.884,68.095,52.118,75.937,47.647,45.537,78.841,41.667,30.162,109.285,67.250,25.664,106.719,89.000,29.100,114.017,49.154,46.404,103.886,44.095,89.764,91.598,59.333,49.692,104.493,36.000,94.067,94.645
197,97.091,90.612,85.909,52.750,52.530,72.229,9.810,66.203,41.915,59.714,52.346,76.033,56.471,45.854,78.856,54.333,30.030,109.173,46.625,25.872,106.823,29.000,29.113,114.224,42.846,46.605,103.955,57.238,90.017,91.809,41.250,49.937,104.381,18.200,94.121,94.601
198,60.909,90.653,86.068,39.750,52.672,72.235,69.619,66.210,41.930,63.048,52.198,76.077,51.647,45.814,78.899,14.750,30.234,108.870,56.375,25.849,106.813,122.750,29.084,113.909,38.615,46.407,103.868,35.714,89.795,91.784,50.250,49.750,104.306,82.400,94.190,94.603
199,106.909,90.748,86.123,32.250,52.418,72.416,60.571,66.240,42.128,34.952,52.351,76.010,29.882,45.694,79.172,50.250,30.032,109.118,72.250,25.856,106.797,173.000,29.128,114.057,17.615,46.552,103.763,123.619,89.789,91.743,206.083,49.706,104.541,18.600,93.987,94.435
200,11.818,90.851,85.834,88.250,52.545,72.367,32.571,66.114,41.846,48.000,52.108,76.118,29.176,45.650,78.935,38.583,30.123,109.165,35.000,25.385,106.736,216.250,29.177,114.151,59.615,46.411,104.066,66.000,89.703,91.615,152.333,49.809,104.541,61.200,94.151,94.303
201,69.273,90.625,85.992,164.000,52.467,72.230,53.524,66.099,42.196,36.667,52.193,76.082,55.176,45.808,78.861,22.167,30.198,109.435,70.625,25.947,106.959,145.000,29.162,114.239,235.385,46.709,103.891,74.095,89.799,91.675,100.000,49.704,104.400,29.900,94.521,94.265
202,54.182,90.924,86.040,29.000,52.553,72.142,45.429,66.130,42.201,36.095,52.103,76.150,61.294,45.635,79.028,53.833,29.935,109.463,59.125,25.666,107.063,122.500,29.114,113.995,194.308,46.552,104.012,61.714,89.687,91.563,143.583,49.580,104.513,24.600,94.316,94.539
203,48.182,90.887,85.819,54.500,52.515,72.088,30.190,66.024,41.944,47.429,52.019,75.854,33.647,45.317,78.977,33.250,29.926,108.988,77.125,25.675,106.886,48.250,29.038,114.105,107.615,46.348,104.187,104.762,89.986,91.563,181.167,49.683,104.447,21.700,94.328,94.799
204,58.364,90.663,86.077,59.250,52.535,72.239,24.667,66.245,42.114,60.000,52.265,76.159,39.647,45.723,78.877,27.000,29.956,109.417,68.875,25.657,106.760,119.000,29.216,113.973,103.385,46.501,103.794,28.857,89.898,91.421,220.083,49.771,104.452,42.100,94.253,94.663
205,19.636,90.919,85.833,55.000,52.648,72.557,22.952,66.314,42.422,34.095,52.240,75.979,46.941,45.630,79.088,31.500,30.203,109.138,84.375,25.699,106.968,58.500,29.148,114.170,121.000,46.409,104.041,53.143,89.784,91.466,189.167,49.660,104.369,56.500,94.315,94.207
206,34.545,90.985,85.950,56.000,52.470,72.096,50.286,66.216,41.818,27.238,52.225,76.195,41.412,45.747,78.892,35.000,30.258,109.199,37.000,25.834,106.965,72.000,29.157,113.862,97.385,46.509,103.829,56.762,89.816,91.690,176.417,49.595,104.406,63.300,94.103,94.668
207,35.455,90.646,85.912,108.250,52.489,72.095,37.905,66.385,41.981,40.571,52.047,76.020,44.000,45.664,79.028,15.250,30.022,109.482,68.375,25.630,106.755,10.500,29.147,114.397,82.846,46.445,104.095,53.143,89.862,91.743,102.167,49.712,104.639,48.000,94.288,94.716
208,93.455,90.739,86.072,60.500,52.609,72.280,37.810,65.942,41.998,113.905,52.386,76.278,14.118,45.896,78.675,31.500,30.100,109.264,33.625,25.729,107.034,39.000,29.291,113.935,88.615,46.673,104.027,43.524,89.689,91.715,100.750,49.865,104.395,23.200,94.114,95.060
209,21.455,90.538,86.183,50.750,52.464,72.275,29.048,66.195,41.807,57.238,52.127,76.048,104.588,45.571,78.919,41.667,29.941,109.016,51.000,25.613,106.668,36.250,29.034,114.021,84.308,46.405,103.866,74.762,89.744,91.470,130.833,49.600,104.490,47.300,94.444,94.798
210,80.545,90.770,85.867,163.500,52.400,72.228,39.429,66.018,41.992,42.095,52.507,76.107,30.353,45.655,78.882,30.333,30.226,109.295,37.500,25.841,107.091,53.250,29.250,114.203,74.462,46.714,103.944,62.952,89.957,91.632,71.833,49.770,104.459,29.700,94.628,94.756
211,19.091,90.775,85.939,61.500,52.413,72.143,57.429,66.023,42.040,28.762,52.535,76.106,52.235,45.809,78.976,55.833,30.168,109.288,79.000,25.693,106.868,46.250,29.144,113.928,26.000,46.379,104.048,43.238,89.787,91.561,50.333,49.664,104.537,57.400,94.352,94.591
212,46.000,90.669,86.001,46.250,52.552,72.137,27.524,66.186,42.221,46.571,52.172,76.225,66.353,45.851,78.894,30.583,29.943,109.070,45.125,25.727,107.174,90.000,29.131,113.866,39.308,46.522,103.913,55.810,89.950,91.714,105.250,49.926,104.445,40.000,94.529,94.696
213,60.000,90.805,86.002,159.750,52.583,72.466,28.667,66.047,41.823,31.333,52.447,76.129,32.941,46.191,78.721,38.917,30.257,109.305,126.000,25.726,106.743,71.500,29.060,113.793,41.846,46.653,104.013,39.333,89.683,91.861,64.750,49.939,104.357,28.400,94.037,94.362
214,79.273,90.361,85.832,61.500,52.617,72.094,46.667,66.120,42.119,65.905,52.225,76.079,86.588,45.667,78.900,40.000,29.961,109.330,20.375,25.716,107.343,30.250,29.185,114.217,48.769,46.349,104.043,122.667,89.812,91.664,48.417,49.692,104.523,46.300,94.322,94.415
215,38.545,90.701,85.921,74.000,52.670,72.320,62.762,66.189,41.933,44.190,52.168,76.072,70.824,45.790,78.952,21.750,29.965,109.219,80.625,25.945,106.718,27.500,29.106,113.931,14.231,46.590,103.720,53.714,89.759,91.546,74.917,49.734,104.442,22.000,94.326,94.389
216,51.273,90.617,86.142,43.000,52.855,72.199,20.476,65.882,42.230,40.095,52.086,76.129,53.176,45.615,78.924,24.417,29.803,109.336,69.625,25.722,107.133,70.000,29.132,113.864,39.769,46.343,104.000,36.095,89.668,91.609,67.667,49.779,104.501,52.200,94.176,94.255
217,108.909,90.529,85.878,21.000,52.368,72.042,49.810,66.170,42.139,35.905,52.330,75.849,35.412,45.254,78.800,32.417,30.294,109.498,91.000,25.605,106.857,61.000,29.102,114.086,53.077,46.355,103.949,53.333,89.659,91.523,60.833,49.705,104.290,25.400,94.432,94.533
218,45.818,90.980,85.952,21.250,52.654,72.447,39.238,66.156,41.988,65.905,51.788,76.194,28.941,45.483,78.666,21.750,30.021,109.339,70.625,25.630,106.786,34.250,29.214,114.206,22.769,46.444,103.804,55.429,89.708,91.790,44.417,50.094,104.466,50.600,94.010,94.490
219,46.182,90.710,86.048,50.250,52.394,72.222,42.000,66.296,41.919,56.762,52.089,76.036,16.353,45.758,78.714,38.917,30.174,109.939,55.000,25.585,106.759,103.250,29.187,114.028,72.154,46.525,104.025,26.667,89.429,91.581,36.333,49.856,104.357,52.400,94.333,94.713
220,36.727,90.712,86.005,74.500,52.693,72.220,32.857,66.299,42.048,55.524,52.320,76.134,24.471,45.652,78.864,25.333,29.893,109.590,22.750,25.774,107.074,87.250,29.201,114.125,70.769,46.567,104.072,51.619,89.795,91.566,55.083,49.906,104.489,64.100,94.312,94.882
221,67.818,91.067,86.000,108.250,52.650,72.341,40.095,66.083,42.158,99.333,52.159,76.153,22.235,45.818,78.829,51.917,30.318,109.341,41.875,25.848,106.882,115.000,29.209,113.932,67.923,46.505,104.038,74.762,89.923,91.763,94.000,49.575,104.564,48.100,94.169,94.601
222,18.545,90.839,86.083,71.500,52.762,72.151,38.381,66.129,42.204,45.429,52.106,76.168,24.000,45.649,79.097,29.833,30.377,109.246,32.750,25.628,107.036,132.250,29.227,114.347,58.154,46.574,103.966,53.810,89.773,91.500,53.250,49.678,104.428,40.000,94.225,94.634
223,39.636,90.730,86.080,75.000,52.470,72.194,4.286,65.909,41.915,61.238,52.243,76.154,61.412,45.348,78.869,32.583,29.888,109.269,37.125,25.733,106.993,80.750,29.168,113.943,21.769,46.361,104.051,43.429,90.009,91.534,34.667,49.985,104.463,50.200,94.212,94.528
224,99.091,90.793,85.972,178.250,52.500,72.164,16.762,66.160,41.598,57.143,52.152,76.197,32.118,46.191,78.865,21.167,30.121,109.248,49.000,25.690,106.721,37.750,29.032,113.796,54.615,46.293,103.933,50.190,89.990,91.434,42.667,49.658,104.367,35.700,94.250,94.330
225,65.455,90.881,86.115,31.000,52.450,71.998,21.619,66.304,41.834,64.190,52.391,75.826,20.471,45.582,78.938,70.250,30.136,109.449,45.125,25.880,107.047,10.250,29.061,113.940,33.154,46.417,104.256,22.190,89.837,91.565,42.583,49.698,104.505,11.100,93.976,94.065
226,18.364,90.841,85.927,30.500,52.560,72.268,38.095,66.218,41.959,95.524,52.248,76.000,43.882,45.783,78.963,26.333,30.132,109.479,19.750,25.744,106.824,7.250,29.135,114.032,31.615,46.606,104.147,57.619,89.645,91.564,32.417,49.758,104.427,30.400,94.136,94.608
227,32.545,91.156,86.039,76.250,52.548,72.308,39.524,66.208,42.271,50.571,52.335,76.157,51.765,46.019,79.040,19.833,29.856,109.226,58.500,25.633,106.778,59.000,29.157,113.962,42.692,46.628,103.760,29.143,89.953,91.707,35.167,50.080,104.522,20.100,94.097,94.583
228,83.455,90.814,85.840,34.750,52.554,72.365,48.857,66.356,41.923,104.190,52.468,76.059,60.824,45.802,78.787,38.000,30.039,109.498,39.375,25.722,106.593,47.500,29.261,113.899,32.615,46.339,103.989,27.333,89.426,91.576,50.667,49.688,104.504,26.700,94.190,94.170
229,54.545,90.804,85.988,45.000,52.655,72.409,34.857,66.265,42.220,77.905,52.233,75.974,50.588,45.943,78.915,44.250,30.000,109.272,51.750,25.684,106.916,39.500,29.277,113.731,38.077,46.735,104.015,44.000,89.884,91.706,48.167,49.975,104.293,41.000,94.341,94.529
230,76.182,90.684,85.899,101.500,52.563,72.273,72.762,66.254,42.276,63.238,52.230,76.174,109.176,45.769,78.828,38.333,30.344,109.272,52.750,25.697,106.710,93.000,29.138,114.019,67.692,46.499,104.016,64.857,89.676,91.504,60.417,49.475,104.601,42.000,94.383,94.652
231,44.364,90.534,85.949,45.000,52.586,72.120,15.524,66.227,42.165,65.429,52.392,76.094,115.412,45.874,78.889,24.000,29.847,109.258,41.500,25.616,106.905,14.750,29.164,113.862,64.692,46.646,103.783,96.095,89.808,91.724,58.583,49.653,104.599,83.500,94.366,94.444
232,82.182,90.654,86.093,20.500,52.409,72.423,69.333,66.320,42.108,118.095,52.238,76.058,15.765,45.600,78.765,28.167,29.978,109.362,38.875,25.627,106.664,69.250,29.153,114.093,40.923,46.542,103.950,91.714,89.545,91.748,60.500,49.327,104.470,78.900,94.101,94.646
233,86.000,90.902,85.977,40.500,52.568,72.199,48.476,66.279,42.144,54.381,52.475,75.984,25.176,45.906,78.852,37.583,30.104,109.500,80.500,25.727,106.858,46.500,29.127,113.710,62.462,46.482,104.001,46.095,89.894,91.534,22.167,49.891,104.689,29.500,94.152,94.494
234,61.091,90.753,85.831,65.000,52.620,72.220,54.952,66.176,41.700,61.810,52.165,75.897,24.353,46.132,78.756,19.417,29.856,109.854,25.625,25.766,107.237,54.250,29.175,114.042,37.923,45.998,103.990,27.524,89.874,91.696,20.583,49.586,104.530,55.000,94.166,94.299
235,69.818,90.717,86.002,107.500,52.524,72.262,32.762,66.360,41.944,34.286,52.108,76.040,62.118,45.847,78.892,18.000,29.948,109.166,19.375,25.913,106.733,50.750,29.258,114.162,40.769,46.555,103.955,86.571,89.724,91.669,47.000,49.690,104.371,58.100,94.201,94.554
236,63.455,90.880,86.084,50.250,52.571,72.143,43.810,66.190,42.199,56.286,51.993,76.238,27.882,45.279,78.996,39.667,29.808,109.426,39.250,25.978,106.756,106.500,29.132,113.780,39.000,46.424,104.100,66.095,89.842,91.361,54.667,49.561,104.397,76.100,94.370,94.626
