 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12
237,91.818,90.632,85.892,116.750,52.491,72.211,52.857,66.383,41.918,38.952,52.127,75.999,57.882,45.566,78.944,50.583,29.939,109.321,31.625,25.477,106.866,64.500,29.215,113.852,63.692,46.372,104.030,21.048,89.703,91.671,62.833,50.139,104.545,57.500,94.340,94.591
238,50.727,90.743,85.943,120.750,52.540,72.239,34.571,66.270,41.918,56.095,52.103,75.857,37.059,45.515,78.905,51.000,29.969,109.414,79.375,25.756,106.811,21.500,29.093,113.637,39.077,46.665,104.036,42.571,89.780,91.590,39.917,49.489,104.586,28.400,94.084,94.765
239,47.455,90.726,86.062,32.750,52.306,72.146,21.619,66.401,42.090,48.476,52.236,76.296,32.824,45.978,78.899,40.583,30.109,109.533,43.875,25.560,106.977,15.000,29.295,113.770,47.385,46.244,103.833,47.238,90.061,91.674,79.917,49.782,104.382,50.200,94.154,94.191
240,95.273,90.896,86.234,87.250,52.455,72.332,18.952,66.355,42.117,41.810,52.220,75.976,60.588,46.089,78.884,43.167,30.292,108.806,82.375,25.715,106.981,74.500,29.294,114.068,38.615,46.632,103.833,55.714,89.911,91.692,89.583,49.753,104.445,64.300,94.098,94.530
241,71.636,90.913,85.962,41.750,52.799,72.175,38.571,66.352,41.811,55.238,52.202,76.137,52.353,45.415,78.892,36.833,29.942,109.326,18.750,25.680,106.977,41.500,29.022,114.048,24.615,46.409,104.336,114.000,89.742,91.604,68.000,49.988,104.608,72.500,94.345,94.584
242,17.818,90.741,86.022,26.000,52.652,72.075,45.714,66.028,41.862,89.714,52.223,75.872,60.706,45.929,78.965,40.667,29.913,109.481,42.000,25.723,106.678,37.750,29.133,113.917,36.077,46.622,104.237,61.333,89.677,91.655,72.667,49.772,104.428,29.500,94.399,94.312
243,49.818,90.693,86.004,24.000,52.448,72.240,26.857,66.076,41.907,66.667,52.181,76.119,105.294,45.741,78.759,46.000,30.003,109.643,47.125,25.835,106.863,25.000,28.985,113.894,20.077,46.378,104.001,49.524,89.867,91.799,74.833,50.052,104.539,68.300,94.312,94.420
244,53.091,90.665,85.958,83.750,52.507,72.239,25.429,66.480,41.913,90.667,52.254,76.087,56.941,46.038,78.734,46.333,30.170,109.467,31.625,25.740,106.954,66.750,29.020,114.248,23.538,46.826,104.009,44.095,89.865,91.661,49.333,49.714,104.345,53.100,94.445,94.595
245,29.636,90.821,86.133,89.500,52.662,72.020,49.810,66.034,42.059,69.714,52.024,76.311,31.294,45.612,79.076,53.583,30.117,109.542,28.750,25.769,106.779,26.500,28.985,114.062,35.385,46.744,103.909,40.381,89.760,91.557,57.500,49.585,104.396,20.500,94.180,94.419
246,75.818,90.719,86.041,35.000,52.676,72.363,29.810,66.236,42.161,32.000,52.261,76.154,48.353,45.825,79.036,15.583,29.880,109.307,45.750,25.689,107.047,36.750,29.211,114.180,47.538,46.477,104.011,49.714,89.818,91.898,56.250,49.814,104.494,96.100,94.098,94.668
247,93.091,90.810,86.159,73.000,52.671,72.335,51.524,66.417,41.984,66.000,52.208,76.141,25.412,45.429,78.914,35.333,30.213,109.572,59.875,25.559,106.764,60.000,29.006,113.849,60.846,46.583,104.192,67.524,89.883,91.654,39.750,49.901,104.352,81.300,94.289,94.623
248,66.364,90.551,85.909,26.750,52.235,72.382,56.190,65.897,42.167,42.381,52.236,76.062,76.824,45.821,78.905,36.667,30.014,109.154,30.750,26.019,106.813,59.750,29.085,113.950,71.000,46.491,104.171,29.333,90.053,91.562,54.417,49.610,104.653,21.000,94.112,94.336
249,39.818,90.754,85.854,134.500,52.512,72.208,42.952,66.241,41.705,18.857,52.197,76.269,47.882,45.397,78.927,31.000,29.939,108.979,59.250,25.688,106.662,73.750,29.182,114.356,42.769,46.270,103.978,37.429,89.664,91.603,49.417,49.711,104.619,31.100,94.054,94.442
250,31.273,90.682,85.845,48.500,52.627,72.139,16.667,66.348,42.296,73.714,51.939,76.021,50.706,45.669,79.017,43.167,30.025,109.463,25.750,25.703,106.717,56.500,29.087,114.083,55.231,46.605,103.951,48.381,89.743,91.758,50.917,50.161,104.386,43.900,94.316,94.393
251,8.364,90.688,86.038,67.750,52.606,72.209,56.857,66.122,42.183,66.000,52.150,76.061,73.412,46.053,78.909,55.917,30.157,109.341,71.625,25.877,106.657,69.000,29.274,114.022,37.154,46.385,103.769,51.619,89.605,91.725,59.667,49.814,104.531,21.200,94.442,94.494
252,31.636,91.030,85.970,43.000,52.565,72.381,30.857,66.120,42.024,27.714,52.238,76.040,42.471,45.797,78.770,61.833,30.023,109.491,50.375,25.620,106.828,38.250,29.208,114.148,34.615,46.335,104.022,44.190,89.890,91.577,36.333,49.478,104.707,41.300,94.333,94.605
253,50.182,90.684,85.962,37.250,52.327,72.229,32.571,66.364,42.223,70.000,52.443,76.338,56.235,45.521,78.872,31.917,30.219,109.091,24.875,25.848,107.237,47.750,29.129,113.795,66.231,46.353,104.132,25.429,89.762,91.514,30.250,49.708,104.504,63.800,94.285,94.821
254,39.455,90.599,85.828,111.750,52.487,72.318,29.714,65.845,41.986,32.857,52.436,75.699,54.824,45.761,78.872,45.500,30.139,109.394,82.625,25.681,107.173,94.500,29.081,113.912,41.154,46.380,103.924,42.476,89.603,91.573,102.833,49.785,104.395,37.800,94.427,94.655
255,58.182,90.668,85.969,21.250,52.676,72.370,49.333,66.153,41.763,42.571,52.144,75.950,27.647,45.836,79.008,27.833,30.172,109.304,43.750,25.745,106.555,51.250,29.183,113.925,72.538,46.559,103.811,26.667,89.687,91.514,80.667,49.458,104.372,44.800,94.312,94.566
256,46.909,90.877,86.087,45.500,52.770,72.337,64.476,66.158,41.978,41.905,52.377,75.868,47.176,45.813,78.868,52.333,30.178,109.314,44.375,25.447,106.884,2.250,29.019,113.856,26.231,46.686,103.963,44.571,89.823,91.392,45.250,49.809,104.462,69.900,94.223,94.283
257,44.182,90.565,86.016,68.500,52.326,72.218,43.333,66.113,42.045,53.429,52.194,76.072,57.176,45.650,78.936,33.917,29.977,109.455,36.500,25.978,106.661,22.000,29.098,114.087,52.615,46.532,103.920,30.381,90.119,91.663,40.167,49.765,104.568,69.700,94.218,94.577
258,81.818,90.484,86.180,63.250,52.434,72.191,67.619,66.140,42.010,57.810,52.211,75.983,20.706,46.241,78.955,28.083,29.955,109.410,13.750,25.705,106.691,42.500,29.242,114.275,63.462,46.623,103.920,38.857,89.542,91.729,66.000,50.131,104.602,26.700,94.438,94.517
259,52.182,90.941,85.779,89.250,52.552,72.259,66.762,65.967,42.013,38.667,52.609,76.003,31.765,45.874,79.092,21.667,30.052,109.480,43.125,25.563,106.759,71.000,29.101,113.786,27.154,46.235,103.913,55.905,89.729,91.544,35.417,49.649,104.395,27.000,93.986,94.776
260,24.000,90.938,86.152,9.250,52.470,72.209,41.905,66.191,42.142,38.000,52.270,76.002,74.941,45.508,78.937,44.083,30.035,109.762,27.875,25.649,106.632,7.750,28.985,114.545,43.154,46.708,103.949,106.095,89.721,91.660,58.750,50.087,104.353,39.400,94.542,94.803
261,63.091,90.694,85.729,85.750,52.569,72.465,49.143,65.999,42.127,42.952,52.369,76.224,399.529,45.625,78.881,41.917,30.208,109.704,47.250,25.584,106.680,60.750,29.048,113.991,65.154,46.572,103.880,33.143,89.788,91.610,85.333,49.801,104.324,38.400,94.058,94.548
262,35.818,90.549,85.945,55.250,52.628,72.194,52.476,66.278,41.849,72.476,52.181,76.020,291.882,45.588,78.893,28.167,30.076,109.501,14.875,25.580,106.886,42.250,29.178,114.451,67.692,46.821,103.980,65.619,89.780,91.627,48.167,49.948,104.548,52.800,94.342,94.572
263,72.182,90.524,85.889,37.000,52.562,71.782,55.905,66.217,42.025,57.524,52.152,76.069,374.471,45.622,78.893,61.167,29.954,109.290,32.000,25.642,106.896,31.500,29.241,114.309,34.692,46.511,104.000,91.333,89.792,91.516,23.417,49.934,104.478,42.600,94.436,94.371
264,36.000,90.932,85.931,31.500,52.481,72.383,27.429,66.294,41.940,40.476,52.131,76.160,392.118,45.737,78.915,69.833,30.220,109.025,52.500,25.520,106.999,48.500,29.082,113.976,44.308,46.625,104.050,54.095,89.665,91.459,98.667,49.694,104.595,53.200,94.065,94.570
265,88.364,90.747,85.895,42.000,52.300,72.403,55.143,66.051,41.861,58.190,52.223,76.102,283.882,45.673,78.901,30.667,30.125,109.421,59.000,25.586,106.791,12.750,29.295,113.852,21.462,46.941,103.886,64.190,89.755,91.536,60.500,50.062,104.435,49.100,94.415,94.555
266,51.455,90.926,86.158,96.750,52.488,72.250,21.810,66.253,41.991,48.952,52.572,76.042,345.059,45.552,78.909,39.167,30.183,109.427,19.500,25.635,107.008,91.250,29.055,114.058,39.923,46.209,104.005,84.667,89.698,91.372,61.833,49.773,104.448,26.700,94.434,94.484
267,53.636,90.518,86.011,84.500,52.608,72.341,49.238,66.192,42.103,46.000,51.952,76.276,268.706,45.629,78.898,50.250,29.917,109.504,46.875,25.704,106.859,68.250,29.110,114.185,41.154,46.406,104.163,39.905,89.936,91.674,46.417,49.806,104.413,43.700,94.292,94.374
268,49.818,90.842,85.936,81.750,52.462,72.333,41.619,65.947,42.065,54.286,52.115,76.000,288.000,45.652,78.870,62.583,30.147,109.476,21.625,25.813,106.652,74.500,29.121,113.802,24.308,46.480,104.076,28.857,89.715,91.602,63.333,49.755,104.482,42.000,94.469,94.691
269,31.091,90.971,85.958,76.250,52.406,72.223,24.286,66.618,42.234,46.667,52.074,76.140,270.706,45.741,78.902,25.583,29.961,109.157,41.375,25.679,107.113,76.250,29.124,114.176,36.615,46.873,104.011,52.000,89.625,91.602,55.750,49.938,104.455,43.200,94.231,94.712
270,25.091,90.709,86.092,118.750,52.542,72.358,47.333,66.222,41.908,51.048,52.307,75.905,325.765,45.691,78.908,46.667,30.224,109.483,44.000,25.433,106.790,12.000,28.985,114.041,65.769,46.497,103.919,49.714,89.651,91.538,39.333,49.957,104.607,78.300,94.140,94.516
271,34.545,90.699,85.898,93.500,52.478,72.208,42.286,65.989,41.980,39.905,52.422,76.071,211.765,45.755,78.886,31.333,30.228,109.404,48.750,25.573,106.754,75.000,29.127,113.920,52.462,46.538,103.880,103.810,89.799,91.606,45.083,49.783,104.437,9.400,94.042,94.214
272,31.273,90.475,86.038,101.750,52.450,72.193,27.619,66.107,41.808,37.238,52.444,75.876,244.471,45.708,78.799,15.417,30.155,109.667,64.250,25.866,106.722,54.500,29.214,113.818,27.538,46.747,104.062,25.333,89.693,91.638,38.833,49.455,104.578,17.000,94.224,94.913
273,65.091,90.539,86.002,128.750,52.626,72.176,40.381,66.323,42.121,65.333,52.165,76.027,184.941,45.607,78.873,30.333,30.239,109.278,53.375,25.661,106.831,26.250,29.006,114.132,40.615,46.441,104.075,88.476,89.733,91.731,49.750,49.420,104.709,69.500,94.277,94.654
274,42.182,91.038,86.001,74.750,52.605,72.091,55.524,66.058,42.026,50.762,52.300,76.092,271.412,45.725,78.897,10.083,30.184,109.357,18.750,25.773,106.933,67.250,29.139,113.905,36.692,46.644,103.805,47.810,89.643,91.606,58.750,50.074,104.333,58.000,94.259,94.750
275,37.818,90.873,85.827,29.750,52.576,71.913,46.857,66.411,41.963,93.333,52.157,76.090,281.529,45.716,78.940,43.250,29.957,109.374,45.250,25.640,107.058,19.000,29.291,113.615,68.000,46.713,103.929,31.905,89.568,91.567,44.083,49.684,104.512,46.200,94.416,94.724
276,5.818,90.753,85.793,66.000,52.660,72.165,53.143,66.330,41.933,67.524,52.245,76.039,177.412,45.753,78.873,30.917,29.945,109.251,3.000,26.195,107.105,85.000,29.132,113.837,35.077,46.486,103.748,78.095,89.960,91.689,60.417,49.992,104.513,79.300,94.065,94.592
277,50.182,90.556,85.862,79.000,52.504,72.286,18.095,66.056,42.405,56.571,52.062,75.815,162.471,45.513,78.949,60.083,29.986,109.432,14.250,25.619,106.743,12.750,29.210,114.423,53.615,46.574,103.991,25.714,89.897,91.917,62.917,49.851,104.422,39.400,94.082,94.390
278,13.091,90.890,85.879,57.750,52.615,71.974,43.714,66.006,42.170,72.476,52.202,76.203,95.176,45.355,78.980,38.167,30.047,109.150,21.875,25.974,106.714,67.250,29.211,114.052,42.615,46.735,103.890,59.238,90.058,91.675,56.167,49.519,104.428,75.700,94.226,94.559
279,25.818,90.941,85.837,40.000,52.516,72.348,34.667,66.239,42.181,34.190,52.262,75.993,226.118,45.730,78.865,11.833,29.764,109.292,86.750,25.807,107.014,68.500,29.156,113.930,49.846,46.528,104.104,26.286,89.973,91.662,67.167,49.816,104.531,47.900,94.359,94.517
280,47.455,90.803,86.012,88.000,52.427,72.214,47.905,65.927,41.855,46.571,51.981,75.867,124.118,46.001,78.987,38.917,30.092,109.049,40.750,25.679,107.224,97.000,29.176,114.097,42.231,46.496,103.945,28.571,89.716,91.664,62.583,49.816,104.557,35.300,94.459,94.642
281,30.727,90.651,85.845,78.750,52.594,72.319,49.333,66.119,41.908,45.333,52.505,76.157,91.059,45.542,78.907,41.333,30.176,108.953,46.375,25.806,106.630,33.750,29.219,114.155,53.308,46.485,103.876,67.333,89.871,91.356,65.750,49.732,104.253,44.500,94.295,94.608
282,29.818,90.329,86.025,55.500,52.574,72.254,55.905,66.235,42.025,64.286,52.303,76.195,331.647,45.657,78.848,33.167,30.176,109.296,33.250,26.167,106.569,118.750,29.166,113.903,58.615,46.629,104.106,72.762,89.673,91.606,60.417,49.831,104.224,66.200,94.368,94.629
283,32.000,90.872,85.946,2.000,52.545,71.998,44.571,66.057,41.814,55.619,52.128,76.098,277.294,45.746,78.902,34.500,30.294,109.553,53.500,25.577,106.826,72.000,29.280,114.004,43.538,46.383,104.098,59.048,89.688,91.618,47.583,49.896,104.585,22.400,94.050,94.381
284,33.455,90.710,86.200,37.000,52.637,72.314,83.810,66.293,41.879,62.667,52.401,76.002,305.059,45.621,78.958,26.083,30.048,109.382,25.625,25.850,106.477,39.500,29.075,113.748,23.385,46.750,104.050,24.667,89.883,91.665,55.667,49.999,104.221,56.700,94.266,94.370
285,41.273,90.612,85.917,105.000,52.597,72.039,70.286,66.513,42.010,47.810,52.315,76.189,223.765,45.660,78.868,51.000,30.159,109.258,27.625,25.891,106.740,54.000,29.073,114.222,35.308,46.715,103.850,71.714,89.628,91.556,58.417,49.554,104.389,38.100,94.187,94.856
286,67.455,90.598,86.100,42.750,52.842,72.336,14.286,65.914,41.871,43.714,52.331,76.322,244.235,45.800,78.905,52.583,30.192,109.570,54.125,25.682,106.679,52.000,29.176,113.761,19.154,46.164,103.701,51.619,89.632,91.781,46.083,50.225,104.627,56.800,94.366,94.590
287,6.909,90.145,86.033,70.750,52.507,72.143,14.476,66.093,42.219,56.857,52.037,76.251,273.412,45.692,78.889,31.917,30.030,109.315,55.250,25.670,106.564,94.500,29.198,114.256,50.923,46.460,104.205,42.571,89.772,91.684,88.833,49.693,104.389,50.900,94.102,94.830
288,28.909,90.353,86.025,52.250,52.634,72.031,61.333,66.237,41.734,56.000,52.220,76.140,132.118,45.873,78.877,36.000,29.963,109.391,85.375,25.795,106.599,24.000,29.069,114.209,62.308,46.497,103.717,29.429,89.643,91.432,102.167,49.768,104.397,64.400,94.191,94.470
289,28.000,90.389,85.981,76.250,52.515,72.402,60.667,66.102,41.932,23.333,52.164,76.275,355.765,45.698,78.911,17.500,30.203,109.439,12.500,25.829,106.652,26.250,28.985,114.040,28.000,46.383,104.062,81.905,89.528,91.835,57.500,49.607,104.736,28.200,94.435,94.995
290,27.091,90.596,85.969,75.500,52.488,72.214,35.143,65.972,42.297,44.381,52.040,76.130,271.059,45.676,78.845,26.750,30.063,109.335,8.125,25.275,107.086,24.000,29.192,114.351,70.692,46.391,103.815,68.857,89.655,91.618,39.000,49.909,104.331,59.200,94.095,94.283
291,30.000,90.698,86.072,51.000,52.334,72.345,30.286,66.046,42.102,21.524,52.213,75.987,146.235,45.773,79.017,32.667,30.041,109.436,86.875,25.884,106.685,32.750,29.219,114.157,44.846,46.372,104.145,32.476,89.818,91.260,57.417,49.796,104.581,56.700,94.300,94.473
292,32.909,90.742,86.253,21.750,52.399,72.357,44.000,65.941,42.097,28.095,52.023,76.250,126.471,45.739,78.844,17.583,30.066,109.575,39.000,25.882,106.661,78.000,29.063,113.994,52.077,46.808,104.027,65.905,89.720,91.566,36.750,49.885,104.475,40.600,94.084,94.532
293,67.818,90.740,86.134,59.250,52.423,72.223,30.000,65.872,42.034,54.952,52.266,76.003,225.059,45.693,78.877,14.333,29.692,109.262,19.375,25.631,106.559,55.250,29.085,113.853,27.462,46.678,104.213,60.667,89.919,91.630,55.667,49.693,104.545,49.400,94.098,94.337
294,99.091,90.529,85.920,90.250,52.427,72.355,21.619,65.968,42.430,59.524,52.342,76.081,76.471,45.548,78.973,32.750,30.014,109.517,11.750,25.763,106.835,28.000,28.985,114.235,32.385,46.260,103.941,30.857,89.557,91.631,62.083,49.799,104.526,45.400,94.405,94.718
295,3.818,90.837,85.951,58.250,52.710,72.172,51.524,66.199,41.692,44.190,52.137,76.191,98.000,45.824,78.939,20.250,29.934,109.366,64.625,25.548,106.746,53.250,29.097,114.012,17.615,46.709,104.010,67.714,89.937,91.406,68.750,49.814,104.372,53.200,94.352,94.555
296,65.091,90.695,86.126,74.750,52.345,72.401,28.571,65.879,41.836,42.381,52.087,76.113,58.353,45.996,78.845,19.417,29.823,109.307,62.750,25.664,107.083,49.750,29.197,113.881,56.231,46.678,103.852,36.762,89.771,91.796,63.333,49.909,104.427,56.900,94.348,94.648
297,45.636,90.449,85.926,44.000,52.635,72.082,34.762,66.357,41.799,71.143,52.077,75.870,86.941,45.605,78.916,34.500,30.128,109.205,26.625,25.852,106.750,10.750,28.992,113.637,45.923,46.705,103.901,64.952,89.709,91.895,77.833,49.884,104.508,68.700,94.213,94.377
298,42.545,90.468,86.107,34.000,52.486,72.232,49.714,66.138,41.972,42.095,52.264,75.692,48.353,45.936,78.896,27.417,29.966,109.092,27.250,25.865,106.799,6.000,29.101,114.545,40.385,46.789,104.003,32.857,89.457,92.083,75.250,49.675,104.690,41.400,94.134,94.836
299,43.091,90.479,85.957,62.250,52.645,72.412,98.476,66.365,41.963,45.143,52.238,75.843,50.588,45.651,78.922,30.417,29.964,109.428,30.750,25.906,106.940,53.750,29.154,114.441,48.846,46.624,103.902,39.429,89.543,91.645,50.583,49.729,104.556,49.100,94.195,94.449
300,26.727,90.460,86.025,66.000,52.526,72.479,50.571,66.560,42.015,50.762,52.387,76.057,35.765,45.607,78.828,30.583,29.966,109.620,30.000,25.849,106.290,46.750,29.055,114.104,29.923,46.377,103.804,73.143,89.884,91.775,46.583,49.609,104.414,87.600,94.321,94.666
301,60.909,90.575,85.951,46.000,52.636,72.400,43.333,66.120,41.949,28.762,52.288,75.980,121.176,45.742,78.909,29.833,29.930,109.585,54.750,25.719,106.606,81.250,29.153,114.238,52.923,46.547,104.119,16.571,89.478,91.489,40.083,49.851,104.506,54.300,94.354,94.637
302,61.636,90.694,86.024,32.500,52.276,72.328,51.048,66.331,42.132,20.857,52.473,76.114,46.824,45.892,78.833,27.167,29.920,109.462,30.750,25.777,106.892,86.500,29.084,114.131,42.923,46.822,103.894,54.381,89.607,91.736,37.333,50.045,104.489,59.600,94.276,94.585
303,58.727,90.947,86.065,15.000,52.767,72.437,49.143,66.387,42.101,34.476,52.615,76.193,41.765,45.584,78.822,17.250,30.156,109.441,23.250,25.998,106.748,54.000,29.203,114.264,39.769,46.850,104.011,75.714,89.920,91.451,69.583,49.785,104.496,56.900,94.320,94.640
304,87.818,90.880,86.049,20.250,52.648,72.243,57.714,66.011,42.170,78.952,52.484,75.945,33.765,45.547,78.846,42.417,30.313,109.282,35.250,25.738,106.580,81.000,29.235,113.976,66.154,46.643,104.155,66.476,89.734,91.636,84.750,49.899,104.538,92.100,94.282,94.546
305,78.000,90.726,86.116,77.250,52.335,72.419,30.000,66.152,41.927,46.571,52.433,76.303,25.059,45.507,79.001,24.750,29.843,109.172,48.625,25.620,106.980,27.500,29.084,113.973,59.769,46.472,103.998,43.619,89.657,91.610,45.833,49.751,104.382,70.500,94.129,94.736
306,60.909,90.975,85.871,24.000,52.642,72.266,25.333,66.465,42.022,49.810,52.241,76.232,66.000,45.826,79.009,33.333,29.856,109.342,59.000,25.793,106.974,38.750,29.053,114.369,32.538,46.478,104.052,27.429,89.743,91.717,41.333,49.987,104.387,70.600,93.982,94.810
307,57.636,90.530,85.926,88.500,52.460,72.175,65.048,66.247,41.910,64.857,52.391,76.136,49.294,45.975,78.858,20.333,30.145,109.366,43.125,25.508,106.837,84.250,29.240,113.956,34.923,46.578,104.004,78.000,89.533,91.600,49.167,50.006,104.486,31.200,94.320,94.719
308,46.364,90.945,86.148,76.500,52.511,72.246,76.381,66.281,41.845,29.048,52.606,75.852,46.706,45.572,78.927,18.333,30.059,109.019,25.875,25.984,106.852,54.000,29.153,113.815,52.077,46.588,104.126,29.714,89.607,91.474,44.667,50.027,104.272,51.200,94.357,94.494
309,44.727,90.670,86.186,62.750,52.676,72.439,30.381,66.060,42.127,29.048,51.748,76.067,62.941,46.146,78.927,61.667,30.328,109.422,31.125,25.756,106.653,51.250,29.138,114.178,25.154,46.491,103.944,55.810,89.496,91.428,49.917,49.354,104.433,54.500,94.321,94.584
310,13.091,90.554,85.939,37.000,52.708,72.245,19.143,66.497,42.115,37.143,52.166,76.246,58.118,45.890,78.813,59.750,30.190,109.408,49.750,25.875,106.711,30.250,28.985,114.138,24.077,46.634,104.256,64.095,89.746,91.732,37.500,50.047,104.608,36.900,94.182,94.361
311,52.364,90.784,85.873,51.250,52.404,72.086,50.286,66.153,42.135,74.857,52.209,76.311,55.529,45.770,78.902,28.000,30.139,109.382,73.750,25.791,106.692,75.500,29.177,114.200,41.308,46.525,103.862,282.857,89.566,91.543,29.750,49.620,104.457,50.500,94.213,94.441
312,49.091,90.742,85.940,134.500,52.568,72.028,12.286,66.308,42.243,49.238,52.056,76.230,31.765,45.208,78.960,26.000,29.940,108.980,22.375,25.859,106.766,72.500,29.120,114.058,42.385,46.578,104.147,273.238,89.757,91.678,51.833,49.878,104.618,64.200,94.312,94.323
313,90.727,90.607,85.988,79.750,52.578,72.221,30.000,66.202,41.867,36.667,51.908,75.859,52.118,45.851,79.023,56.417,30.189,108.942,55.500,25.884,106.554,55.000,28.985,114.486,40.769,46.445,104.007,156.667,89.763,91.692,72.417,49.701,104.428,54.800,94.097,94.103
314,38.727,90.818,86.021,33.250,52.545,72.007,35.524,66.207,41.881,53.524,52.045,76.127,83.294,45.749,78.977,13.250,30.408,109.117,23.125,25.453,106.564,43.500,29.295,114.080,38.308,46.613,104.073,143.905,89.789,91.734,49.250,49.501,104.499,74.900,94.232,94.377
315,50.545,90.900,85.918,54.250,52.496,72.526,34.476,65.910,42.030,42.667,52.429,76.373,64.941,45.767,78.839,22.833,30.064,109.199,38.875,25.654,106.891,28.000,28.985,114.365,20.385,46.589,104.161,96.571,89.845,91.570,51.917,49.656,104.347,30.000,94.343,94.492
316,36.545,90.367,86.023,99.500,52.503,72.239,74.952,66.182,41.923,50.190,52.049,76.131,38.706,45.530,78.802,35.917,30.103,109.889,47.500,25.717,106.709,66.500,29.159,114.283,41.000,46.606,104.070,94.571,89.779,91.575,63.000,50.019,104.492,41.200,94.186,94.943
317,91.273,90.744,86.094,82.750,52.444,72.296,20.095,66.076,42.206,41.905,52.274,76.099,58.941,46.015,78.795,39.917,30.104,109.067,44.000,25.687,106.637,113.250,29.136,114.067,38.231,46.790,103.956,106.095,89.587,91.615,275.667,49.761,104.510,85.900,94.127,94.411
318,35.636,90.819,85.973,5.250,52.855,72.385,23.619,66.103,41.963,45.333,52.025,75.995,34.118,45.659,78.816,25.833,29.956,109.467,24.500,25.562,106.509,65.500,29.122,114.495,12.846,46.133,103.762,126.286,89.768,91.635,195.083,49.698,104.453,51.900,94.291,94.328
319,61.455,90.823,86.033,38.250,52.754,72.334,50.476,65.994,42.063,52.190,52.322,76.034,66.706,45.458,78.832,47.833,30.209,109.341,48.125,25.873,107.144,29.000,29.268,114.232,42.538,46.508,104.295,83.143,89.744,91.587,124.500,49.835,104.530,32.400,94.175,94.574
320,79.091,90.584,85.964,68.750,52.530,72.249,47.048,66.125,41.819,67.429,52.306,76.038,44.588,45.816,79.084,28.667,30.031,109.449,10.875,25.789,107.037,40.500,29.249,114.363,208.385,46.727,104.047,115.143,89.677,91.648,188.750,49.572,104.548,82.700,94.296,94.470
321,44.182,90.600,86.265,21.750,52.545,72.567,24.571,66.406,42.195,53.048,51.952,76.323,78.588,45.488,78.959,35.000,29.796,109.391,58.000,25.749,106.628,101.250,29.173,114.083,168.308,46.651,103.938,183.048,89.704,91.674,152.000,49.627,104.389,47.300,94.154,94.487
322,67.091,90.752,86.005,82.250,52.689,72.288,18.381,65.901,42.143,66.190,52.341,76.345,51.176,45.525,78.874,52.750,30.006,109.247,54.125,25.713,106.696,50.000,29.177,114.251,100.846,46.532,103.938,114.952,89.866,91.585,200.417,49.648,104.429,20.600,94.019,94.616
323,22.545,90.868,85.985,35.750,52.235,72.285,26.667,66.151,41.976,64.095,52.207,76.250,23.412,45.258,79.066,28.750,30.079,108.807,56.375,25.467,107.062,116.250,29.227,113.786,107.308,46.551,103.967,86.667,89.829,91.556,88.083,49.789,104.392,73.600,94.395,94.454
324,58.000,90.398,85.975,117.500,52.630,72.336,56.286,66.149,41.851,24.857,52.154,75.910,89.647,45.666,78.770,50.000,30.235,109.374,30.375,25.751,106.801,26.250,29.203,114.155,84.615,46.573,103.995,156.286,89.823,91.606,112.500,49.740,104.433,43.000,94.292,94.557
325,85.636,90.718,86.070,45.250,52.557,72.424,31.714,66.035,41.916,42.952,52.168,76.002,67.059,45.811,78.804,50.083,30.230,109.140,17.000,25.646,106.779,15.000,29.176,114.127,119.538,46.595,104.125,92.571,89.999,91.531,129.250,49.773,104.539,25.300,94.231,94.591
326,37.273,90.602,86.217,32.750,52.777,72.380,38.000,66.195,42.148,46.381,52.287,76.240,50.706,45.506,78.902,38.583,30.206,109.493,46.000,25.581,106.591,42.000,29.053,114.204,108.000,46.647,104.074,56.095,89.635,91.787,95.000,49.800,104.485,23.100,94.371,94.612
327,64.909,90.653,85.901,50.750,52.513,72.341,45.524,66.309,42.147,27.905,52.438,76.216,24.471,45.873,78.767,22.917,29.905,109.158,37.500,25.481,106.761,39.500,29.295,113.992,101.462,46.551,103.863,37.905,89.653,91.497,82.500,49.511,104.519,60.300,94.133,94.420
328,38.000,90.516,86.240,27.500,52.720,72.461,18.190,66.256,41.914,86.571,52.254,76.091,90.588,45.663,78.964,33.417,29.971,109.498,25.375,25.506,107.172,93.750,29.136,114.126,165.692,46.529,103.846,53.333,89.867,91.486,94.417,49.720,104.411,35.600,94.551,94.707
329,112.182,90.816,86.015,83.000,52.487,72.265,27.143,66.091,41.793,48.381,52.225,75.832,47.882,45.861,78.886,24.917,30.119,109.594,51.750,25.816,107.071,70.250,29.131,114.178,49.308,46.337,104.016,68.000,89.697,91.609,147.083,49.690,104.478,63.800,94.102,94.740
330,15.091,90.626,85.864,35.000,52.530,71.936,41.238,66.126,41.991,31.810,52.147,76.184,64.471,45.748,78.867,22.500,29.926,109.313,42.125,25.601,107.117,99.250,29.186,114.134,79.846,46.478,103.948,33.429,89.614,91.692,79.917,49.849,104.587,36.200,94.275,94.886
