 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13
214,95.294,77.248,75.997,194.500,94.803,85.352,211.000,100.592,83.037,76.077,87.252,77.076,151.875,80.811,60.186,36.077,92.882,55.178,46.750,70.114,65.809,18.769,101.549,64.072,9.455,86.645,46.876,43.615,94.678,61.543,13.500,106.646,118.414,143.500,100.050,89.246,142.769,86.609,88.370
215,102.471,77.351,76.180,164.333,94.543,85.247,161.500,100.673,83.024,97.692,87.239,77.083,173.125,80.896,60.145,56.308,92.814,55.116,12.250,69.889,65.932,26.538,101.445,64.638,51.818,86.710,46.885,39.385,94.526,61.336,58.167,106.650,118.498,96.167,100.158,89.181,131.923,86.610,88.394
216,42.824,77.069,75.988,163.333,94.592,85.178,157.250,100.656,83.071,64.308,87.357,76.993,140.750,81.044,60.220,48.538,92.873,54.703,9.375,69.595,65.582,33.615,101.332,64.397,6.182,86.681,46.828,23.615,94.820,61.280,21.000,106.788,118.474,91.833,100.035,89.230,152.077,86.595,88.369
217,66.588,77.312,76.202,94.167,94.504,85.224,224.500,100.587,83.078,76.769,87.286,76.821,122.688,80.912,60.266,30.077,92.713,55.024,13.000,70.197,65.896,29.308,101.492,64.266,58.909,86.491,46.928,24.538,94.535,61.288,21.000,106.564,118.516,151.167,99.992,89.329,108.231,86.630,88.407
218,108.471,77.535,76.189,250.833,94.531,85.152,83.500,100.514,82.946,101.615,87.434,76.800,52.562,80.974,60.333,43.000,92.592,54.889,65.750,70.035,65.956,59.923,101.455,64.635,11.273,86.880,47.075,35.538,94.850,61.372,43.667,106.383,118.241,94.667,100.193,89.279,209.231,86.597,88.350
219,52.235,77.138,75.897,124.500,94.457,85.377,188.000,100.538,83.059,88.308,87.368,77.034,28.438,80.965,60.038,31.231,92.518,54.823,30.250,70.182,66.074,27.462,101.504,64.388,15.636,86.829,46.933,29.000,94.547,61.565,15.667,106.881,118.568,93.500,100.202,89.232,208.538,86.751,88.545
220,134.824,77.270,76.190,146.167,94.490,85.264,156.000,100.526,83.086,40.308,87.311,77.087,57.000,81.067,60.142,53.462,92.812,55.248,16.125,70.414,65.868,47.385,101.693,64.383,24.182,86.878,47.009,34.077,94.627,61.000,17.833,106.644,118.282,105.833,100.149,89.251,211.538,86.448,88.387
221,90.118,77.189,76.092,135.000,94.455,85.222,207.250,100.634,82.968,64.231,87.242,77.203,30.500,80.850,60.261,27.385,92.795,54.954,83.375,70.247,65.741,37.538,101.610,64.361,64.727,86.637,47.043,21.615,94.673,61.115,24.500,106.375,118.402,104.500,100.151,89.309,213.231,86.544,88.358
222,96.235,77.303,76.057,200.500,94.481,85.189,258.250,100.509,83.091,84.077,87.112,76.781,50.250,80.923,60.089,24.231,92.877,55.074,77.375,69.955,65.834,37.923,101.422,64.510,26.545,86.702,47.417,31.769,94.672,61.368,50.333,106.456,118.647,174.000,100.133,89.255,166.923,86.558,88.327
223,44.824,77.437,76.269,184.833,94.552,85.177,168.750,100.565,83.079,98.769,87.125,76.793,38.625,81.029,60.053,16.385,92.526,55.181,20.125,70.061,65.577,4.538,101.430,64.383,62.364,86.659,47.323,29.538,94.551,61.125,29.167,106.729,118.641,147.500,100.138,89.179,171.769,86.657,88.490
224,60.235,77.394,76.078,157.667,94.616,85.175,105.000,100.627,83.350,54.923,87.058,76.879,19.438,80.907,59.868,49.923,92.549,55.225,46.875,69.750,66.013,42.846,101.493,64.544,46.182,86.622,46.965,24.923,94.390,61.314,64.833,106.656,118.567,115.167,100.233,89.281,166.846,86.562,88.396
225,71.647,77.293,76.231,100.667,94.536,85.218,158.750,100.571,82.893,99.308,87.419,76.702,47.812,80.829,60.196,46.769,92.541,55.210,11.375,70.249,66.124,21.923,101.179,64.367,5.818,86.335,47.236,26.308,94.478,61.396,0.000,NaN,NaN,37.000,100.042,89.350,174.385,86.577,88.237
226,55.412,77.299,76.182,160.167,94.508,85.203,183.500,100.556,82.892,82.538,87.208,76.926,58.938,80.870,60.233,40.462,93.106,55.063,35.625,69.905,65.698,34.308,101.674,64.446,36.727,86.507,47.129,24.769,94.776,61.383,34.000,106.493,118.306,91.167,100.264,89.479,141.154,86.620,88.502
227,121.882,77.273,76.082,90.667,94.548,85.267,233.750,100.640,83.063,104.923,87.255,76.986,19.750,80.995,59.786,7.385,92.567,54.757,0.000,NaN,NaN,19.385,101.429,64.561,38.000,86.710,46.875,33.154,94.632,61.259,22.667,106.692,118.356,198.833,100.190,89.249,194.462,86.745,88.344
228,110.235,77.421,76.112,147.333,94.551,85.238,157.250,100.598,83.145,57.385,87.288,76.995,57.750,80.899,60.341,45.077,92.663,54.957,45.500,70.155,65.655,18.000,101.604,64.561,93.091,86.636,46.544,30.462,94.898,61.757,11.500,107.078,118.305,126.667,100.079,88.981,193.769,86.636,88.324
229,47.647,77.139,76.143,132.667,94.568,85.353,234.250,100.602,83.046,70.846,87.366,76.764,50.688,80.892,60.149,34.231,92.741,54.656,51.000,70.289,65.782,10.923,101.586,64.172,35.636,86.620,47.299,27.923,95.098,61.392,23.833,106.656,118.399,41.833,100.157,89.373,202.692,86.717,88.232
230,92.353,77.312,76.152,114.333,94.531,85.226,128.500,100.606,83.088,77.462,87.124,76.892,23.188,81.065,60.032,42.846,92.569,54.855,12.750,70.479,66.170,32.538,101.657,64.793,56.909,86.718,47.082,23.154,94.696,61.201,19.333,106.629,118.447,79.833,100.170,89.075,140.231,86.723,88.278
231,65.529,77.489,76.175,127.333,94.455,85.235,139.500,100.526,82.877,71.538,87.249,76.769,18.875,81.255,60.029,32.308,92.900,55.085,25.500,70.104,65.858,7.231,101.627,64.444,67.455,86.773,46.953,13.538,94.953,61.288,11.167,106.647,118.737,117.333,99.996,89.301,214.308,86.607,88.500
232,44.941,77.217,76.061,118.333,94.362,85.366,220.500,100.574,83.005,101.308,87.315,76.833,29.312,81.012,60.223,31.000,92.363,54.942,20.375,70.148,65.843,24.077,101.754,64.292,44.909,86.870,46.904,31.308,94.627,61.572,33.500,106.630,118.711,97.000,100.019,89.355,111.923,86.631,88.460
233,23.176,77.103,76.272,166.667,94.550,85.234,91.500,100.614,83.187,75.692,87.297,77.020,38.812,81.185,60.182,17.385,92.841,54.882,11.875,70.150,66.185,12.923,101.322,64.628,21.091,86.709,46.976,15.538,94.352,61.621,72.500,106.712,118.622,106.000,100.127,89.353,202.231,86.625,88.287
234,71.882,77.100,75.950,186.000,94.586,85.136,132.750,100.519,83.060,61.154,87.139,76.835,50.188,80.703,60.241,41.154,92.595,54.933,49.125,70.106,65.817,35.615,101.469,64.420,49.818,86.664,47.151,40.846,94.669,61.510,26.500,106.349,118.435,98.500,100.121,89.311,204.154,86.590,88.336
235,84.824,77.359,76.056,151.833,94.723,85.126,152.750,100.575,83.068,86.923,87.117,76.961,24.812,80.782,60.238,16.538,92.565,54.732,22.125,70.101,65.562,18.538,101.513,64.837,82.545,86.670,46.878,31.538,94.874,61.406,15.500,106.475,118.575,80.333,100.131,89.317,155.000,86.721,88.555
236,81.647,77.496,76.095,137.500,94.442,85.449,165.000,100.623,83.049,88.231,87.320,77.004,52.375,81.092,60.291,33.231,93.011,55.158,7.250,70.146,65.592,36.769,101.818,64.426,54.000,86.428,47.049,15.538,94.877,61.546,15.500,106.255,118.445,154.167,100.208,89.440,145.154,86.550,88.373
237,130.118,77.483,76.119,197.833,94.470,85.216,189.500,100.546,82.934,78.692,87.255,76.952,35.125,80.820,60.015,41.231,92.602,55.148,34.875,70.201,65.848,47.231,101.537,64.522,6.727,86.947,47.258,26.308,94.820,61.509,44.833,106.600,118.332,114.167,100.137,89.332,97.308,86.775,88.387
238,81.412,77.615,76.016,195.000,94.622,85.301,75.750,100.646,83.040,50.385,87.213,76.926,30.562,80.821,60.137,47.231,92.754,55.069,69.625,69.956,65.465,26.385,101.492,64.087,1.818,86.335,46.965,25.615,94.948,61.596,31.000,106.977,118.552,50.333,100.013,89.395,156.462,86.649,88.227
239,97.765,77.432,76.051,134.167,94.617,85.270,152.500,100.505,82.964,101.462,87.440,76.760,37.125,81.002,59.977,50.769,92.583,55.101,56.750,69.926,66.007,11.692,101.346,64.451,42.727,86.852,46.848,25.154,94.720,61.408,20.833,106.728,118.379,57.000,100.019,89.093,194.308,86.612,88.174
240,36.000,77.234,76.208,95.667,94.541,85.090,203.500,100.569,83.045,69.615,87.458,76.762,27.562,80.996,59.893,47.000,93.008,55.044,51.375,70.142,65.717,15.615,101.572,64.893,31.455,86.858,46.700,38.462,94.442,61.567,41.333,106.864,118.504,101.833,99.979,89.290,127.231,86.646,88.359
241,53.176,77.237,76.189,148.500,94.637,85.295,213.250,100.563,83.063,76.615,87.127,76.724,59.312,80.781,60.103,84.308,92.723,54.928,30.250,69.901,66.104,36.308,101.527,64.372,34.182,86.564,47.038,61.000,94.719,60.896,38.000,106.792,118.424,59.500,100.231,89.264,143.308,86.580,88.440
242,64.941,76.950,76.162,111.167,94.560,85.148,166.250,100.584,83.025,76.385,87.179,76.979,48.312,80.862,59.999,37.615,92.794,55.133,49.875,70.095,65.960,24.923,101.539,64.060,16.000,86.641,46.909,7.538,95.031,61.396,32.667,106.748,118.221,62.500,100.256,89.180,287.846,86.774,88.327
243,102.588,77.545,76.225,160.833,94.493,85.120,99.250,100.619,83.105,87.923,87.294,76.676,30.062,81.082,60.064,29.077,92.867,55.333,10.375,70.122,65.868,32.462,101.106,64.487,34.727,86.728,46.988,53.462,94.399,61.282,37.667,106.567,118.136,52.167,100.100,89.310,167.846,86.638,88.324
244,33.647,77.000,76.084,140.833,94.683,85.226,168.250,100.566,83.211,96.846,87.336,77.007,32.500,80.646,60.191,28.923,92.714,55.150,72.875,69.971,65.974,28.000,101.846,64.270,76.182,86.766,46.867,28.769,94.560,61.412,33.167,106.755,118.391,96.667,100.052,89.208,145.231,86.550,88.293
245,88.706,77.196,76.165,216.333,94.441,85.277,193.000,100.658,82.946,106.077,87.202,76.783,39.312,81.029,60.147,55.000,92.701,55.112,53.250,69.958,66.154,24.846,101.746,64.535,62.364,86.565,47.114,12.154,94.701,61.513,16.333,106.476,118.056,135.000,99.979,89.251,137.077,86.634,88.428
246,46.824,77.701,76.020,158.167,94.549,85.205,168.750,100.571,82.975,71.000,87.149,76.730,45.312,81.129,60.449,17.615,92.209,55.228,15.875,69.763,65.614,31.308,101.394,64.475,21.636,86.788,46.921,31.846,94.843,61.209,13.833,106.410,118.246,145.167,100.096,89.195,207.231,86.667,88.276
247,56.588,77.595,76.071,81.500,94.405,85.173,123.000,100.441,83.112,70.615,87.315,77.002,30.688,80.994,60.093,47.769,92.746,55.247,42.250,70.067,65.760,45.846,101.420,64.737,26.182,86.630,47.370,32.846,94.722,61.674,27.333,106.806,118.375,77.667,100.094,89.197,154.385,86.541,88.406
248,52.824,77.322,75.995,159.167,94.544,85.213,183.500,100.585,83.088,58.000,87.190,76.655,16.375,80.736,60.513,35.308,92.626,54.987,68.875,70.069,65.825,38.769,101.636,64.530,56.000,86.736,47.088,22.538,94.669,61.754,28.500,106.594,118.657,61.167,100.097,89.302,154.308,86.694,88.350
249,79.294,77.399,76.137,127.333,94.442,85.236,174.000,100.570,82.946,73.692,87.208,76.555,58.062,80.697,60.114,31.385,92.788,54.940,46.500,70.483,65.929,17.769,101.408,64.381,41.273,86.625,47.043,30.462,94.807,61.306,40.000,106.513,118.283,65.500,100.179,89.289,187.769,86.768,88.264
250,91.765,77.410,76.170,144.167,94.564,85.250,234.250,100.588,82.988,74.846,87.084,76.971,45.312,80.764,60.469,44.000,92.704,54.977,6.375,69.619,65.668,36.615,101.396,64.243,51.273,86.492,47.099,20.154,94.816,61.444,33.167,106.292,118.330,159.500,100.208,89.161,183.000,86.609,88.382
251,127.647,77.295,76.169,101.333,94.620,85.181,135.500,100.633,83.038,82.385,87.186,76.870,38.938,81.063,59.990,56.385,92.723,54.948,19.125,69.775,65.999,23.077,101.613,64.825,24.000,86.560,46.622,30.538,94.824,61.460,29.667,106.396,118.356,100.833,100.173,89.489,181.692,86.736,88.399
252,141.294,77.231,76.118,149.167,94.666,85.161,269.000,100.566,82.961,92.308,87.268,76.911,34.812,80.881,60.301,41.846,92.655,55.088,29.750,70.027,65.590,26.231,101.241,64.466,6.545,86.645,47.275,28.692,94.819,61.119,41.500,106.453,118.478,125.000,100.219,89.362,187.385,86.672,88.330
253,114.588,77.468,76.171,206.500,94.526,85.357,162.250,100.617,82.888,80.385,87.274,76.870,24.250,81.067,60.126,118.000,92.771,55.099,27.750,70.026,66.024,33.077,101.501,64.820,23.091,86.645,47.119,64.000,94.764,61.381,78.667,106.778,118.397,104.667,100.171,89.174,126.615,86.590,88.481
254,91.529,77.056,76.188,163.833,94.572,85.131,245.250,100.597,82.905,67.692,87.456,76.964,36.188,80.982,60.183,189.615,92.800,54.960,23.375,70.208,65.969,39.231,101.278,64.391,26.727,86.457,46.777,27.000,94.823,61.269,36.833,106.510,118.525,85.333,100.086,89.133,187.000,86.612,88.269
255,110.235,77.465,76.121,118.833,94.508,85.238,278.500,100.524,83.018,91.615,87.261,77.064,42.500,80.981,60.293,181.769,92.603,55.042,8.250,69.853,66.058,23.692,101.539,64.071,30.545,86.623,46.625,34.077,94.311,61.476,22.833,106.716,118.430,167.167,100.041,89.203,193.385,86.647,88.365
256,88.941,77.274,76.175,126.167,94.635,85.206,194.500,100.535,83.066,107.154,87.193,76.773,20.750,81.146,60.236,125.385,92.826,54.968,55.500,70.031,65.735,9.385,101.146,64.574,24.727,86.718,46.842,49.154,94.439,61.273,52.167,106.458,118.427,143.333,100.077,89.366,216.923,86.692,88.159
257,54.353,77.048,76.224,112.000,94.502,85.137,189.500,100.565,83.231,63.692,87.236,76.798,48.500,80.781,59.854,158.692,92.903,55.172,24.375,69.962,65.916,23.846,101.525,64.656,17.273,86.909,46.939,37.385,94.590,61.543,33.667,106.675,118.586,74.167,100.122,89.219,169.615,86.725,88.242
258,69.412,77.225,76.071,105.667,94.532,85.242,113.750,100.535,83.054,52.385,87.185,76.647,38.938,80.654,60.088,103.000,92.726,55.275,49.000,70.315,65.790,34.769,101.322,64.464,58.909,86.581,46.960,29.077,94.583,61.028,26.167,106.554,118.237,67.333,100.208,89.309,185.308,86.671,88.333
259,87.647,77.251,76.122,180.833,94.529,85.180,157.250,100.631,82.942,52.846,87.302,76.525,25.000,80.954,60.198,70.308,92.885,55.106,48.250,70.071,65.930,34.385,101.371,64.733,35.636,86.585,46.668,22.462,94.600,61.240,55.667,106.524,118.410,100.500,100.333,89.267,183.846,86.633,88.279
260,90.235,77.083,76.082,68.833,94.562,85.172,181.500,100.582,83.052,71.231,87.349,77.080,37.688,81.170,60.270,40.308,92.932,55.104,10.125,70.357,65.848,65.154,101.438,64.326,45.273,86.447,46.910,16.769,94.195,60.946,71.833,106.568,118.246,215.500,100.117,89.173,151.538,86.695,88.154
261,111.176,77.287,76.052,61.167,94.750,85.284,249.500,100.574,83.065,44.077,87.333,76.968,17.750,80.668,60.272,57.615,92.863,54.807,64.625,69.830,65.803,25.385,101.445,64.411,29.091,86.817,47.046,21.077,94.775,61.148,46.333,106.796,118.326,63.500,100.096,89.167,221.000,86.633,88.390
262,62.235,77.708,76.022,94.500,94.617,85.273,253.250,100.623,82.973,79.385,87.197,76.990,48.625,80.954,59.951,34.385,92.730,55.103,23.500,70.200,65.971,24.077,101.240,64.101,20.182,86.807,47.161,29.538,94.730,61.197,37.333,106.259,118.550,84.500,100.320,89.266,208.385,86.619,88.421
263,105.882,77.664,75.985,116.500,94.678,85.283,248.500,100.445,83.015,123.923,87.366,76.608,28.750,80.748,59.915,37.308,92.966,55.237,42.250,70.224,65.550,24.538,101.575,64.769,99.636,86.686,46.920,44.077,94.716,61.132,31.167,106.672,118.215,74.833,100.201,89.274,165.923,86.708,88.188
264,63.882,77.234,76.167,115.500,94.577,85.374,167.250,100.626,83.223,41.692,87.465,76.587,35.500,81.061,60.113,34.769,92.492,54.911,20.875,70.274,65.905,35.231,101.593,64.225,77.636,86.617,47.131,39.231,94.899,61.103,12.667,106.456,118.551,120.000,100.220,89.289,195.385,86.624,88.387
265,67.765,77.492,76.217,133.000,94.522,85.053,52.000,100.495,82.798,55.462,87.182,76.817,27.438,80.812,60.227,16.615,92.815,55.270,26.500,70.019,65.931,30.385,101.347,64.552,8.545,86.645,47.499,15.308,94.901,61.309,21.000,106.519,118.228,146.000,100.177,89.337,176.385,86.734,88.248
266,47.176,77.463,76.134,142.833,94.648,85.234,112.500,100.614,83.077,58.385,87.249,76.845,73.000,80.834,60.048,33.462,92.462,55.094,42.500,70.024,65.869,7.538,101.636,64.610,15.818,86.492,46.737,20.385,94.851,61.349,48.833,106.620,118.505,109.667,100.029,89.342,188.231,86.654,88.392
267,86.471,77.543,76.189,184.667,94.548,85.192,97.000,100.586,83.131,102.769,87.224,77.044,54.562,80.954,60.373,61.385,92.817,54.925,21.875,69.995,65.799,19.154,101.404,64.682,76.545,86.592,47.056,18.000,94.937,61.212,36.500,106.843,118.349,140.333,100.198,89.271,154.615,86.640,88.297
268,77.882,77.199,76.093,132.167,94.672,85.268,44.250,100.648,83.021,76.000,87.283,76.951,30.625,80.938,60.412,33.231,92.699,55.092,39.250,69.906,65.809,34.923,101.543,64.533,33.818,86.793,46.742,33.769,94.514,61.264,6.000,106.769,118.343,59.833,100.099,89.138,153.538,86.634,88.388
269,80.471,77.141,76.134,140.667,94.573,85.200,178.750,100.604,82.964,62.615,87.058,76.948,27.875,81.122,60.079,31.846,93.040,55.113,14.625,70.287,65.835,29.308,101.267,64.270,6.727,86.729,47.049,24.385,94.830,61.601,7.167,106.795,118.885,123.667,100.043,89.254,138.308,86.508,88.328
270,58.471,77.142,75.957,253.000,94.539,85.203,177.000,100.640,83.116,65.923,87.459,76.822,27.250,80.865,60.383,42.846,92.602,54.945,61.875,69.900,66.004,47.077,101.812,64.365,35.273,86.695,47.128,45.308,94.509,61.558,24.333,106.871,118.611,117.667,100.140,89.232,198.385,86.754,88.323
271,61.647,77.420,76.189,180.500,94.522,85.278,92.500,100.520,83.039,62.385,87.518,76.897,42.250,81.089,60.362,19.154,92.972,54.730,13.625,70.445,66.009,18.000,101.582,64.573,96.909,86.692,47.077,3.077,95.015,60.915,8.000,106.608,118.349,86.000,99.929,89.341,213.923,86.577,88.387
272,56.941,77.374,76.033,112.667,94.608,85.309,157.750,100.519,83.053,81.385,87.169,76.879,10.562,81.403,60.167,42.154,92.818,55.078,30.625,70.171,65.998,30.923,101.564,64.301,43.091,86.465,47.263,38.385,94.824,61.246,39.500,106.624,118.151,131.667,100.158,89.451,156.462,86.535,88.361
273,72.235,77.338,76.012,175.833,94.525,85.217,179.250,100.570,82.949,52.000,87.225,76.823,34.500,80.578,60.009,51.462,92.577,55.121,44.750,70.153,65.903,31.231,101.438,64.672,11.273,86.335,46.965,40.846,94.483,61.437,19.000,106.420,118.447,79.500,99.917,89.235,153.692,86.597,88.416
274,60.000,77.474,76.061,139.333,94.606,85.268,223.500,100.624,82.963,83.385,87.115,76.817,41.062,81.048,59.963,43.769,93.314,55.141,44.125,69.976,65.772,37.000,101.544,64.130,18.727,86.335,47.275,23.769,94.442,61.513,13.833,106.306,118.530,94.167,100.091,89.183,150.231,86.587,88.439
275,77.765,77.324,76.128,133.000,94.456,85.318,114.750,100.595,82.980,66.154,87.349,76.944,50.688,81.178,59.973,17.538,92.784,55.115,49.750,70.179,65.880,17.000,101.735,64.310,10.364,86.335,46.938,41.231,94.639,61.209,34.500,106.522,118.166,117.167,100.115,89.184,168.846,86.623,88.343
276,53.294,77.457,76.115,144.833,94.561,85.232,118.750,100.609,83.153,51.231,87.378,76.736,28.562,81.235,60.506,70.231,92.653,54.999,31.500,70.085,66.100,17.692,101.203,64.316,19.273,86.534,47.117,20.923,94.553,61.091,41.500,106.430,118.523,54.500,100.015,89.237,176.615,86.675,88.409
277,89.647,77.434,76.116,133.167,94.446,85.261,86.000,100.645,83.048,89.692,87.273,76.885,39.562,81.101,60.370,33.615,92.863,54.928,18.625,69.955,65.875,11.385,101.709,64.736,34.909,86.526,46.807,25.538,94.844,61.308,5.667,106.777,118.876,161.167,100.085,89.192,207.615,86.741,88.409
278,63.647,77.381,76.067,178.500,94.580,85.222,80.500,100.540,82.882,90.308,87.440,77.000,40.812,81.078,60.457,15.615,92.324,55.010,33.000,69.777,65.610,40.000,101.570,64.518,26.727,86.803,46.997,18.538,95.005,61.246,23.833,106.715,118.547,194.667,100.035,89.329,157.231,86.679,88.334
279,54.824,77.137,76.189,130.500,94.610,85.222,141.000,100.548,83.161,65.000,87.017,76.954,50.562,81.145,60.349,25.231,92.356,54.819,42.250,70.112,65.687,32.538,101.642,64.173,28.545,86.643,46.839,6.615,94.921,61.524,62.167,106.527,118.484,114.000,100.232,89.284,155.692,86.656,88.317
280,129.176,77.084,76.104,175.833,94.585,85.113,95.000,100.553,82.923,91.000,87.101,76.766,34.562,81.123,60.103,20.615,92.474,55.356,10.375,70.013,65.860,36.385,101.758,64.582,4.000,86.335,47.050,17.769,94.681,61.846,7.333,106.703,118.455,76.833,100.254,89.187,156.769,86.541,88.439
281,83.765,77.701,76.109,98.500,94.504,85.421,119.250,100.533,83.121,53.077,87.049,76.730,43.125,81.171,60.403,29.308,92.611,54.961,41.500,70.238,65.661,26.923,101.425,64.042,4.909,86.645,46.965,23.385,94.767,61.638,47.333,106.684,118.691,175.500,100.185,89.198,165.154,86.622,88.194
282,76.235,77.379,76.110,199.667,94.479,85.396,94.750,100.544,82.937,89.615,87.372,77.009,49.000,80.952,59.835,74.231,92.680,55.133,40.000,70.194,65.876,35.692,101.373,64.619,39.818,86.666,46.904,39.000,94.864,61.224,4.833,106.795,118.265,237.167,100.077,89.284,114.385,86.813,88.434
283,53.765,77.144,76.201,113.167,94.539,85.343,166.500,100.628,83.210,73.923,87.272,76.900,18.500,81.004,60.252,15.846,92.822,55.135,17.875,69.935,65.723,10.923,101.392,64.528,22.182,86.574,46.901,23.462,94.628,61.692,22.167,106.627,118.153,133.667,100.163,89.225,124.462,86.622,88.458
284,61.765,77.325,76.189,177.667,94.515,85.343,164.500,100.528,83.119,80.615,87.170,76.816,41.250,81.037,60.124,17.846,92.838,55.171,31.250,70.186,65.761,37.538,101.397,64.532,43.818,86.758,47.036,26.385,94.746,61.171,28.667,106.344,118.452,155.167,100.139,89.513,160.231,86.583,88.433
285,47.647,77.311,76.138,155.000,94.606,85.338,202.500,100.593,83.055,54.077,87.247,76.942,55.000,80.680,60.170,40.385,92.638,54.971,24.500,69.990,65.850,32.077,101.460,64.710,78.545,86.621,47.182,29.615,94.660,61.276,46.667,106.798,118.327,172.833,100.215,89.282,135.231,86.784,88.403
286,28.235,77.187,76.060,194.167,94.552,85.152,153.000,100.596,83.079,101.846,87.146,76.818,41.625,80.999,60.278,35.154,92.841,55.011,54.375,70.209,65.606,54.846,101.550,64.255,15.818,86.438,47.218,38.154,94.710,61.332,56.667,106.570,118.596,131.000,100.098,89.248,165.462,86.664,88.338
287,40.235,77.717,76.110,127.333,94.612,85.394,132.000,100.558,83.037,72.846,87.253,76.774,34.625,81.230,60.334,56.462,92.580,55.307,26.250,69.952,65.893,38.154,101.381,64.153,12.000,86.739,47.106,37.231,94.689,61.437,29.000,107.069,118.229,209.333,99.984,89.292,178.000,86.727,88.297
288,57.882,77.537,76.100,177.333,94.612,85.309,201.250,100.617,82.973,78.615,87.103,76.799,20.312,80.848,60.076,29.769,92.827,54.858,41.125,70.267,65.806,23.923,101.491,64.216,10.545,86.864,47.312,17.077,94.570,61.053,36.500,106.682,118.479,87.667,100.261,89.259,100.692,86.644,88.323
289,82.824,77.155,76.153,128.333,94.643,85.388,138.000,100.496,83.063,37.308,87.135,76.918,37.875,81.128,60.366,78.769,92.472,55.072,61.000,70.043,65.816,36.000,101.577,64.212,4.727,86.645,46.750,20.615,94.506,61.445,0.833,106.485,118.265,96.833,100.145,89.207,146.231,86.659,88.499
290,68.471,77.207,75.936,175.167,94.445,85.373,139.500,100.677,82.960,72.154,87.462,77.070,42.438,80.845,60.325,220.692,92.729,55.117,65.000,69.956,66.140,35.692,101.575,64.268,68.545,86.770,47.007,11.769,94.855,61.561,81.333,106.650,118.365,53.000,100.071,89.200,123.846,86.625,88.288
291,18.824,77.165,75.849,165.833,94.610,85.281,107.000,100.552,82.978,49.846,87.232,77.001,32.250,81.051,60.082,157.231,92.621,55.092,83.875,70.232,65.938,50.615,101.557,64.616,0.182,86.645,46.345,15.077,94.643,61.718,24.833,106.643,118.280,106.000,100.071,89.269,198.000,86.538,88.452
292,72.471,77.619,76.085,82.500,94.637,85.263,157.750,100.539,83.208,43.385,87.290,76.984,39.688,80.780,60.002,172.462,92.714,54.933,63.375,70.179,66.178,39.538,101.342,64.586,45.636,86.562,46.975,33.308,94.761,61.337,7.500,106.650,118.120,61.167,100.147,89.340,194.462,86.616,88.300
293,67.412,77.625,76.194,158.000,94.439,85.207,185.250,100.509,83.279,41.231,87.285,76.721,37.562,80.814,60.460,72.154,92.627,54.927,43.625,69.989,66.035,11.385,101.730,64.172,11.455,86.404,46.655,23.154,94.344,61.599,32.500,107.046,118.316,41.167,99.870,89.121,182.615,86.556,88.207
294,122.824,77.489,76.050,94.500,94.643,85.294,49.750,100.452,83.043,113.308,87.329,76.951,38.312,81.187,59.903,100.154,92.786,54.958,76.000,70.145,65.790,43.231,101.529,63.990,50.909,86.796,46.997,54.462,94.670,61.488,31.167,106.351,118.744,109.667,100.204,89.286,189.077,86.648,88.448
295,57.412,77.522,76.037,143.000,94.639,85.153,110.750,100.608,82.991,65.462,87.362,76.826,27.562,80.983,60.301,39.000,92.515,54.993,47.250,69.914,65.666,14.538,101.177,63.928,48.364,86.551,47.026,18.462,94.798,61.326,27.500,106.855,118.259,111.500,100.056,89.053,206.769,86.552,88.333
296,70.353,77.349,75.974,222.833,94.528,85.267,110.000,100.571,83.020,102.308,87.277,77.141,46.188,80.648,60.022,43.231,92.750,55.195,60.750,70.250,66.186,25.308,101.643,64.374,24.182,86.661,46.741,40.692,94.755,61.491,15.333,106.832,118.582,101.500,100.077,89.304,171.615,86.597,88.312
297,46.118,77.317,76.059,189.000,94.620,85.365,121.500,100.437,82.998,39.923,87.466,76.832,38.438,80.879,60.280,35.231,92.451,54.714,124.500,70.000,65.852,27.769,101.386,64.736,8.545,86.810,46.919,30.923,94.743,61.434,68.333,106.575,118.388,159.000,100.130,89.289,116.077,86.625,88.532
298,94.706,77.465,76.150,169.333,94.609,85.304,148.750,100.532,83.100,32.154,87.403,76.798,47.125,80.950,59.899,42.923,92.910,54.761,113.375,70.182,65.938,12.154,101.584,64.394,22.000,86.422,47.275,29.231,94.783,61.272,28.500,106.721,118.410,109.000,100.192,89.166,152.308,86.534,88.416
299,64.235,77.256,76.138,118.833,94.435,85.268,175.500,100.525,83.114,46.769,87.321,76.634,64.812,81.069,60.152,32.923,92.840,55.244,128.750,70.008,65.990,13.154,101.365,64.204,48.364,86.682,47.083,22.538,94.698,61.341,34.667,106.682,118.371,85.833,100.369,89.272,189.462,86.660,88.279
300,95.059,77.366,76.202,170.333,94.512,85.225,286.250,100.464,83.095,79.923,87.334,76.671,39.188,81.250,60.261,18.462,92.459,55.176,110.750,70.196,65.921,20.692,101.756,64.524,24.364,86.744,46.731,8.077,94.543,61.526,88.167,106.252,118.468,122.667,100.010,89.261,217.846,86.658,88.341
