 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52,Mean53,XM53,YM53,Mean54,XM54,YM54
304,123.231,62.787,29.307,455.688,89.875,22.618,53.571,162.382,47.312,63.500,127.965,105.318,83.444,130.791,21.695,15.419,64.268,99.616,340.462,136.736,107.149,44.929,125.500,100.406,50.308,121.009,89.033,41.192,81.631,40.955,10.611,158.098,40.403,17.353,116.604,91.672,36.722,131.191,130.850,226.833,137.183,22.883,257.351,159.518,20.397,44.500,105.828,80.476,60.710,106.991,17.243,95.048,79.207,25.856,229.875,87.117,19.456,46.771,121.814,36.586,55.459,161.001,56.160,34.452,162.044,66.283,241.538,156.426,23.627,1911.238,146.763,15.635,12.510,111.167,38.026,213.189,131.357,109.511,36.333,101.412,17.719,240.125,84.951,21.314,82.000,118.722,14.904,15.273,128.047,25.257,145.568,112.166,28.326,143.706,80.211,31.002,77.385,129.739,34.372,3.250,115.475,97.805,147.231,13.825,61.576,146.353,116.651,20.823,208.500,114.932,36.952,48.214,65.182,117.222,31.688,142.151,82.534,91.923,131.224,17.493,7.226,85.051,35.946,2598.572,150.516,12.397,72.429,115.243,83.434,69.154,135.450,15.093,50.174,137.597,78.214,376.562,150.794,21.093,423.000,14.710,55.798,23.500,80.533,16.194,33.250,77.950,49.154,26.533,85.087,47.798,134.903,120.936,17.360,143.500,110.590,24.889,8.200,64.325,25.499,28.000,121.870,51.293
305,59.538,63.091,29.380,391.938,89.889,22.518,55.000,162.457,47.705,803.500,128.051,105.393,133.389,130.890,21.377,21.871,64.601,99.239,358.231,136.644,107.227,1155.643,125.751,100.450,75.538,121.153,89.217,60.077,81.595,41.016,5.833,158.140,41.113,20.412,116.510,92.229,44.667,130.979,130.871,226.667,137.107,22.980,265.405,159.443,20.458,40.875,105.387,80.548,39.613,107.202,17.088,89.190,79.265,25.756,339.312,87.157,19.508,53.714,121.726,36.762,106.432,160.895,56.305,40.581,161.933,66.551,235.000,156.352,23.638,1806.762,146.780,15.645,23.294,111.035,38.101,206.486,131.268,109.191,36.278,101.427,17.349,411.250,84.935,21.434,34.750,118.488,14.805,13.864,128.789,25.022,84.541,112.344,28.445,188.118,80.300,31.002,48.077,129.909,34.359,26.000,116.137,97.356,130.000,13.895,61.548,99.176,116.660,20.855,84.500,114.868,37.025,50.643,65.291,117.418,15.875,141.929,82.597,40.385,131.636,17.462,19.548,84.712,35.459,1629.571,150.515,12.446,6.286,115.080,83.411,32.231,135.427,15.048,33.478,137.537,78.368,333.688,150.733,20.935,238.250,14.619,55.833,28.688,81.059,16.398,11.000,77.864,48.637,20.767,85.257,47.600,156.194,121.052,17.644,234.250,110.584,25.128,5.900,64.341,25.543,31.375,121.685,51.205
306,82.846,62.696,29.249,404.188,89.978,22.661,59.286,162.465,48.168,474.875,128.087,105.410,203.444,130.667,21.260,3.161,64.743,99.614,175.538,136.651,107.242,837.643,125.659,100.401,50.000,120.886,89.179,53.654,81.698,40.945,12.722,158.151,41.388,28.000,116.273,91.729,12.722,130.802,131.054,297.333,137.181,22.983,263.351,159.493,20.259,21.875,105.429,80.867,61.613,107.115,17.162,85.429,79.270,25.705,226.688,87.081,19.551,56.171,121.744,36.668,82.595,160.825,56.278,46.774,162.168,66.759,193.846,156.380,23.640,1295.048,146.774,15.619,16.431,111.023,38.339,214.108,131.273,109.487,52.944,101.381,17.532,169.125,84.827,21.356,221.000,118.732,14.855,23.909,128.206,24.959,162.378,112.420,28.203,161.176,80.208,30.997,47.923,129.742,34.285,15.500,115.883,97.445,105.154,13.727,61.307,179.059,116.630,21.001,114.250,114.772,37.088,40.429,65.256,117.347,14.125,142.370,83.198,953.462,131.308,17.673,14.839,84.955,35.015,461.143,150.482,12.405,64.143,115.400,82.821,69.154,135.468,14.916,34.870,137.554,77.534,347.250,150.799,21.007,274.000,14.719,55.781,9.688,80.247,16.365,35.167,78.226,48.774,25.767,85.362,48.486,154.258,121.011,17.444,90.750,110.573,25.116,0.000,NaN,NaN,29.500,121.661,51.208
307,173.462,62.913,29.483,432.812,89.887,22.581,68.214,162.361,48.063,319.938,128.078,105.326,162.667,130.910,21.343,22.129,64.476,99.589,323.692,136.685,107.139,472.429,125.675,100.399,51.538,121.123,89.176,40.231,81.570,41.013,14.833,157.267,40.803,7.706,116.590,91.974,47.500,131.067,130.832,235.917,137.306,22.909,245.081,159.505,20.168,27.375,105.490,80.771,28.774,107.054,17.155,121.857,79.227,25.868,290.438,87.145,19.589,25.457,121.832,36.700,30.216,161.124,56.263,25.097,161.869,66.675,194.154,156.494,23.693,1857.048,146.721,15.655,12.392,110.779,37.940,155.135,131.357,109.487,20.556,101.529,17.499,168.750,84.942,21.398,75.500,118.718,14.785,12.591,127.707,24.971,152.486,112.371,28.284,221.176,80.077,30.951,77.692,129.651,34.334,13.875,116.170,97.554,80.077,14.068,61.492,201.294,116.664,20.978,27.000,114.869,36.922,39.500,65.331,117.072,19.875,142.035,82.633,819.615,131.296,17.723,7.290,84.634,35.602,311.429,150.554,12.338,80.286,115.133,83.139,49.615,135.415,15.033,64.783,137.440,78.358,351.062,150.814,21.086,284.625,14.651,55.729,10.812,79.958,16.313,22.750,77.992,49.259,39.267,85.283,47.921,89.742,121.197,17.662,175.250,110.416,25.080,13.100,64.088,25.265,35.125,121.545,51.761
308,81.154,62.898,29.467,335.875,89.898,22.610,89.929,162.401,47.940,73.062,128.348,105.484,149.444,130.837,21.293,22.194,64.492,99.494,241.077,136.784,107.106,255.071,125.522,100.413,41.308,120.913,89.144,66.231,81.661,41.128,20.667,158.152,41.188,21.176,116.556,91.800,16.667,131.030,130.735,301.250,137.261,22.892,229.459,159.454,20.235,2.875,105.676,80.445,32.774,107.315,17.225,95.381,79.514,25.750,337.875,87.175,19.566,42.571,121.740,36.732,46.919,161.101,56.003,35.677,161.967,66.374,167.462,156.512,23.713,1897.048,146.770,15.619,22.863,111.123,38.288,212.919,131.409,109.387,36.278,101.303,17.326,266.000,84.821,21.257,94.750,118.798,14.797,5.273,128.150,25.201,115.946,112.307,28.303,137.765,80.149,31.004,87.000,129.720,34.088,1.500,116.405,97.805,98.615,13.718,61.622,205.294,116.675,21.027,37.250,114.578,36.978,40.357,65.282,117.011,23.250,141.937,82.767,414.308,131.332,17.682,15.290,84.709,35.400,118.571,150.422,12.515,19.429,115.165,83.356,54.000,135.805,14.884,31.130,137.390,78.327,422.688,150.810,21.034,358.250,14.711,55.792,19.562,80.881,16.318,48.500,77.893,48.687,22.300,84.505,47.718,80.903,120.953,17.486,92.000,110.503,25.081,16.500,64.616,25.047,24.062,121.947,51.613
309,97.308,62.792,29.313,340.125,89.886,22.522,104.500,162.375,48.060,37.062,128.124,105.597,94.333,130.666,21.517,10.839,64.552,98.818,318.308,136.779,107.177,92.214,125.872,100.504,72.846,121.062,89.329,68.115,81.552,40.946,22.278,158.156,40.759,19.000,116.286,92.380,16.389,130.969,131.094,332.500,137.180,22.844,276.378,159.445,20.295,8.500,105.623,80.440,29.806,106.882,17.343,75.143,79.125,25.887,281.375,87.086,19.472,65.486,121.789,36.770,80.054,161.099,55.812,33.806,161.941,66.487,122.692,156.294,23.686,1039.429,146.747,15.592,2.745,111.148,38.006,212.270,131.312,109.439,26.389,101.172,17.027,144.750,84.659,21.305,155.250,118.667,14.840,24.773,127.989,24.520,125.946,112.357,28.411,115.412,80.343,30.948,61.923,130.064,34.036,5.375,116.405,97.495,79.538,14.004,61.431,191.059,116.778,21.154,54.250,114.851,37.136,82.929,65.418,117.273,17.875,142.052,82.811,168.385,131.266,17.781,6.065,84.577,35.462,257.286,150.490,12.440,62.286,115.203,83.126,86.308,135.494,15.005,77.391,137.503,78.099,289.750,150.749,21.183,329.625,14.713,55.813,15.500,80.498,16.400,25.917,78.089,49.399,27.133,84.905,47.612,111.613,121.249,17.503,104.000,110.584,25.147,11.600,64.635,24.955,22.562,121.716,51.788
310,85.385,62.917,29.401,441.312,89.986,22.571,102.714,162.536,48.164,35.438,127.962,105.569,112.278,130.780,21.414,38.065,64.363,99.155,305.077,136.563,107.113,77.143,125.925,100.390,14.846,121.031,89.539,57.038,81.642,40.733,9.000,158.027,41.310,24.176,116.382,91.953,12.111,130.814,130.902,161.583,137.387,23.034,230.378,159.553,20.120,16.125,105.605,80.971,60.903,106.962,17.178,93.667,79.188,25.755,323.250,87.193,19.543,49.714,121.742,36.719,74.973,160.957,56.088,29.935,161.835,66.391,172.154,156.350,23.641,1072.571,146.826,15.690,9.098,110.830,38.252,180.595,131.319,109.496,31.944,101.397,17.458,275.875,84.856,21.371,360.000,118.801,14.825,23.727,128.411,24.762,124.216,112.298,28.206,126.176,80.180,31.063,42.000,129.684,34.218,6.625,116.405,98.115,73.000,13.775,61.328,156.118,116.728,20.964,49.000,114.950,37.165,37.429,65.386,116.917,18.438,142.099,83.051,102.615,131.164,17.730,9.419,85.021,36.019,288.143,150.495,12.456,25.000,115.208,83.150,34.692,135.600,15.043,31.478,137.445,78.295,345.375,150.757,21.106,261.125,14.775,55.766,17.750,80.348,16.058,22.500,77.797,49.568,522.100,84.982,47.786,89.290,121.062,17.485,145.500,110.612,25.059,16.600,64.235,25.693,45.812,121.825,51.331
311,100.538,62.841,29.238,335.750,89.795,22.600,67.071,162.436,48.357,44.188,127.961,105.330,99.222,130.888,21.337,1.548,64.325,99.833,231.154,136.843,107.233,94.786,125.578,100.420,19.154,121.069,89.238,34.654,81.542,41.076,3.889,158.193,41.323,39.353,116.466,92.295,21.333,131.192,130.533,251.333,137.046,23.033,257.459,159.541,20.374,43.500,105.463,80.584,66.323,106.913,17.343,96.762,79.246,25.667,363.750,87.056,19.486,57.800,121.727,36.321,95.135,160.920,56.020,70.581,162.006,66.609,192.077,156.409,23.687,1508.952,146.731,15.661,37.490,110.860,37.723,230.324,131.388,109.354,40.389,101.574,17.394,185.375,84.871,21.285,83.750,118.712,14.768,8.318,128.212,24.469,144.973,112.375,28.393,157.118,80.111,31.132,115.462,129.886,34.463,14.500,116.004,97.404,89.231,13.801,61.314,172.235,116.656,21.015,131.000,114.841,36.704,22.429,65.165,117.274,23.438,142.271,83.030,50.308,131.681,17.715,10.387,84.648,35.106,297.429,150.410,12.385,64.000,114.990,83.058,38.692,135.600,14.997,37.826,137.551,78.059,316.812,150.821,21.177,272.875,14.686,55.845,8.312,80.520,16.137,18.500,78.088,48.793,138.467,85.142,47.568,162.903,120.935,17.507,242.750,110.508,25.272,33.300,64.378,26.118,76.062,121.647,51.618
312,139.923,62.885,29.590,392.750,89.843,22.616,60.571,162.556,48.126,23.188,128.218,105.503,126.278,130.738,21.306,1.548,64.299,99.368,306.077,136.801,107.150,49.857,125.922,100.592,22.077,121.015,89.202,37.385,81.554,40.927,14.778,157.648,41.122,26.353,116.374,91.922,8.000,131.535,130.555,237.583,137.265,22.942,271.568,159.453,20.342,33.125,105.330,80.522,49.613,107.176,17.182,91.857,79.116,25.866,264.812,86.976,19.622,54.171,121.582,36.833,60.378,160.921,55.798,57.419,162.091,66.458,245.000,156.405,23.442,754.000,146.771,15.660,14.863,110.697,38.074,212.757,131.255,109.463,18.722,101.287,17.159,153.375,84.812,21.315,79.500,118.903,14.757,4.318,128.139,24.573,90.919,112.127,28.242,207.706,80.247,31.093,100.077,129.679,34.335,15.625,116.271,97.671,87.923,13.917,61.309,211.412,116.729,20.995,59.250,114.701,36.685,31.143,65.623,116.864,20.500,142.204,83.142,52.462,131.125,17.711,4.065,84.785,36.115,162.286,150.484,12.413,124.857,115.248,83.073,62.846,135.495,14.911,54.870,137.474,77.925,332.375,150.785,21.090,224.125,14.765,55.755,24.125,80.558,16.222,9.917,77.884,49.341,27.333,85.100,48.038,160.194,121.021,17.519,143.750,110.408,24.913,21.500,64.262,25.470,69.688,121.917,51.410
313,75.692,62.669,29.530,370.125,89.973,22.527,57.143,162.408,47.863,36.125,128.145,105.151,138.722,130.872,21.302,4.903,64.239,99.131,281.000,136.848,107.181,61.643,125.344,100.358,38.308,120.923,89.225,64.808,81.711,40.985,20.889,158.262,41.058,15.235,116.035,92.166,20.111,130.965,130.494,219.417,137.235,22.876,210.919,159.531,20.392,35.375,105.413,80.436,65.548,107.019,17.436,53.667,79.265,25.703,264.000,87.098,19.543,50.429,121.775,36.450,76.432,160.940,56.143,43.290,161.845,66.513,214.846,156.398,23.662,311.619,146.765,15.540,28.510,111.016,37.727,240.703,131.346,109.355,29.833,101.683,17.546,169.125,84.918,21.443,75.000,118.607,14.757,25.318,128.212,25.005,79.459,112.353,28.421,85.353,80.370,31.237,66.077,129.869,34.030,11.750,116.095,97.805,113.000,13.979,61.274,198.235,116.698,20.784,37.750,115.030,36.910,41.643,65.480,117.129,6.125,142.208,82.305,89.846,131.270,17.612,10.323,84.417,34.923,257.000,150.572,12.436,46.000,115.372,82.802,38.769,135.401,14.745,44.696,137.447,78.160,298.250,150.708,21.175,241.625,14.634,55.781,48.375,80.167,16.228,28.667,78.206,49.113,22.033,85.281,47.394,148.710,121.103,17.750,171.750,110.571,24.983,20.900,64.448,26.110,52.562,121.664,51.664
314,99.769,62.904,29.479,378.438,89.801,22.545,101.786,162.418,48.063,43.312,128.118,105.338,103.222,130.896,21.312,0.452,63.705,98.735,279.462,136.838,107.372,68.357,125.361,100.271,6.462,121.579,88.874,66.846,81.672,40.909,12.222,158.189,41.351,47.118,116.277,91.631,31.000,130.978,130.829,222.000,137.366,22.819,267.514,159.502,20.535,5.000,105.943,80.755,57.484,106.914,17.339,39.571,79.034,25.929,239.688,86.947,19.563,71.000,121.533,36.418,75.568,161.210,56.038,63.161,161.952,66.489,185.308,156.481,23.662,373.524,146.738,15.645,15.216,110.584,38.106,210.541,131.371,109.271,49.333,101.525,17.351,152.625,84.898,21.324,166.000,118.496,14.777,10.727,128.357,24.820,79.081,112.274,28.699,63.765,80.293,31.067,50.615,129.825,34.224,7.375,115.785,97.936,59.846,13.951,61.232,164.588,116.736,20.841,57.000,114.912,36.799,44.071,65.101,116.914,15.562,142.312,82.830,54.231,131.623,17.844,4.774,84.542,35.319,328.286,150.505,12.395,43.143,115.282,82.938,41.308,135.364,14.828,51.652,137.554,78.121,254.938,150.848,21.167,290.375,14.660,55.754,23.812,80.042,16.354,26.500,78.085,48.907,26.800,85.039,47.567,75.484,120.958,17.316,147.750,110.463,25.196,9.400,64.506,25.575,30.500,121.665,51.618
315,47.385,62.885,29.369,293.812,89.995,22.473,79.357,162.452,47.955,20.000,128.139,105.413,138.056,130.821,21.404,18.774,64.505,99.247,226.462,136.614,107.168,79.286,125.703,100.362,51.923,121.115,89.284,29.346,82.132,40.919,2.389,157.887,40.570,41.353,116.175,91.899,35.056,131.704,130.920,238.083,137.339,22.922,234.595,159.508,20.285,21.000,105.459,80.648,51.677,107.265,17.223,38.333,79.183,25.854,233.500,86.952,19.534,73.257,122.026,36.433,37.351,161.159,55.980,58.581,161.941,66.154,188.077,156.441,23.517,231.524,146.735,15.488,16.784,110.663,38.208,220.757,131.321,109.516,35.111,101.412,17.359,194.250,84.858,21.411,64.000,118.845,14.713,18.318,128.470,24.790,128.919,112.498,28.289,74.882,80.126,30.883,50.385,130.121,34.172,2.625,116.095,97.805,80.308,13.855,61.413,90.588,116.756,20.996,34.500,114.729,36.766,31.286,65.419,116.405,15.312,142.157,82.817,62.923,131.295,17.637,10.710,84.733,35.788,136.000,150.513,12.524,32.000,114.993,83.213,59.538,135.529,14.891,83.913,137.596,77.710,387.188,150.757,21.112,424.250,14.765,55.749,31.938,80.576,16.030,21.833,78.090,49.514,35.733,84.808,47.726,155.484,121.189,17.757,143.250,110.575,25.061,6.000,64.211,25.668,42.125,121.574,51.787
316,122.538,62.818,29.785,360.750,89.886,22.525,75.071,162.425,48.193,17.062,127.842,105.541,136.056,130.889,21.453,6.968,63.892,99.189,246.769,136.521,107.288,74.357,125.642,100.380,33.923,121.267,89.086,52.769,81.799,41.021,13.000,157.854,40.693,31.235,116.461,91.918,17.611,130.958,130.751,266.750,137.421,22.878,230.919,159.400,20.318,25.750,105.660,80.541,45.677,107.362,17.373,37.952,79.348,25.674,273.812,87.076,19.498,53.800,121.798,36.625,44.541,161.097,56.287,50.387,161.863,66.285,189.231,156.320,23.511,279.619,146.859,15.644,20.392,110.911,37.803,206.595,131.368,109.459,61.667,101.152,17.471,176.375,85.038,21.272,134.250,118.736,14.740,16.727,127.644,25.033,103.730,112.367,28.390,79.471,80.362,31.204,77.154,129.964,34.333,12.250,116.620,97.900,49.000,13.930,61.328,116.471,116.846,20.801,46.750,114.775,36.626,63.786,65.508,116.855,18.500,142.218,82.851,72.923,131.304,17.860,6.323,84.554,36.172,349.000,150.458,12.307,19.714,115.374,83.386,47.769,135.561,14.813,58.000,137.561,77.679,428.188,150.801,21.109,234.250,14.753,55.716,17.375,80.664,16.132,60.167,78.118,49.284,27.167,85.284,48.248,124.452,121.180,17.592,142.750,110.579,25.047,14.600,64.705,25.643,61.875,121.897,51.346
317,69.385,62.624,29.439,433.000,89.896,22.509,65.071,162.391,47.876,22.688,127.730,105.346,124.000,130.990,21.303,12.323,64.901,98.850,259.923,136.577,107.111,79.571,125.704,100.392,34.231,121.314,89.214,24.615,81.674,40.859,15.000,158.067,40.895,30.235,116.277,91.847,20.500,131.011,130.808,232.333,137.319,22.905,244.378,159.615,20.098,11.000,106.027,80.829,25.355,107.224,17.207,44.857,79.280,25.651,318.688,87.227,19.488,52.200,121.843,36.452,71.568,161.013,55.905,33.290,162.088,66.701,175.846,156.495,23.544,266.857,146.748,15.614,16.157,110.969,37.983,193.676,131.289,109.344,36.222,101.995,17.356,212.250,84.930,21.344,102.750,118.627,14.852,34.227,128.220,25.031,113.784,112.266,28.408,55.412,80.211,31.007,35.231,129.698,33.877,7.750,116.095,98.115,66.154,13.755,61.413,137.529,116.705,20.929,121.750,114.945,36.930,27.714,65.184,116.618,24.000,141.870,82.982,73.308,131.390,17.684,17.226,84.923,35.403,495.714,150.484,12.447,53.143,115.168,83.010,34.385,135.518,14.887,32.696,137.358,77.881,367.938,150.814,21.121,226.875,14.768,55.752,22.500,80.715,16.413,60.000,78.034,48.899,18.267,85.299,48.156,135.484,120.923,17.712,206.750,110.383,24.879,10.600,64.483,25.903,30.562,121.684,51.560
318,50.231,63.035,29.722,370.938,89.836,22.470,77.357,162.366,47.884,29.188,127.697,105.225,156.556,130.858,21.246,11.677,64.561,99.081,307.385,136.715,107.204,83.000,125.340,100.351,26.538,120.943,89.476,35.000,81.917,40.689,12.944,158.178,41.299,28.294,116.235,91.920,32.389,131.198,130.763,288.417,137.176,22.955,265.730,159.523,20.225,32.000,105.728,80.553,41.097,107.230,17.198,38.333,79.312,25.704,278.688,87.181,19.541,40.657,121.961,36.489,46.973,161.035,56.052,30.839,161.894,66.377,206.308,156.359,23.636,234.190,146.640,15.599,24.745,110.632,38.736,252.649,131.267,109.599,42.944,101.245,16.998,134.125,84.860,21.231,202.000,118.718,14.841,62.909,128.285,25.309,134.432,112.244,28.311,108.118,80.371,31.101,45.692,129.805,34.120,1.625,115.475,97.805,89.385,13.796,61.371,185.176,116.684,21.221,31.750,114.760,37.123,19.500,65.202,117.430,20.125,142.169,83.299,55.538,131.209,17.700,37.677,84.666,34.912,320.571,150.521,12.335,118.571,115.209,83.017,39.000,135.778,14.847,57.652,137.631,78.218,424.938,150.773,21.233,414.125,14.708,55.874,16.438,80.490,16.169,45.583,78.076,49.287,29.400,85.203,47.794,179.484,121.012,17.607,305.500,110.436,25.011,0.000,NaN,NaN,62.312,121.683,51.743
319,78.538,62.930,29.453,299.062,89.932,22.585,63.429,162.405,47.687,39.438,128.255,105.337,140.500,130.900,21.478,2.968,64.837,99.409,303.077,136.703,107.206,56.857,125.948,100.354,52.077,121.168,89.281,55.269,81.826,40.949,13.444,158.425,40.951,10.294,116.502,92.269,23.000,130.801,130.670,202.000,137.187,22.844,288.541,159.487,20.387,15.375,105.638,80.798,49.484,107.046,17.225,44.381,79.142,25.613,306.125,87.182,19.567,49.971,121.869,36.167,71.622,161.268,55.831,70.387,162.128,66.587,161.615,156.492,23.486,248.762,146.776,15.592,12.392,110.866,38.115,221.351,131.326,109.575,47.667,101.221,17.495,192.000,84.723,21.240,103.250,118.709,14.956,22.455,128.216,25.052,119.405,112.297,28.349,64.647,80.209,31.114,77.308,129.907,34.251,8.625,115.785,97.818,61.538,14.049,61.411,186.353,116.732,20.664,34.000,114.921,37.209,28.286,65.304,116.853,4.688,142.156,82.177,28.154,131.270,17.547,39.355,84.640,35.189,266.571,150.516,12.564,23.000,115.165,82.390,48.308,135.345,14.885,28.957,137.611,78.075,395.125,150.806,21.185,363.625,14.663,55.763,22.062,81.054,16.057,21.500,78.149,48.738,16.167,84.688,47.841,92.903,121.072,17.478,147.000,110.584,25.143,17.000,64.535,26.153,24.875,121.705,51.233
320,82.077,62.984,29.312,416.438,89.978,22.568,88.857,162.350,47.915,23.500,128.153,105.110,163.667,130.982,21.563,14.581,64.343,99.387,259.846,136.725,107.212,55.000,125.702,100.364,31.077,120.923,89.597,40.808,81.653,40.895,14.833,158.088,41.236,19.000,116.328,91.840,14.056,131.372,130.790,237.250,137.116,22.955,276.595,159.508,20.313,24.625,105.424,80.623,12.839,106.801,17.246,78.333,79.321,25.827,340.312,87.016,19.411,52.086,121.874,36.960,85.622,161.209,55.942,102.839,162.089,66.454,191.385,156.451,23.653,176.000,146.699,15.553,18.275,110.765,38.089,233.027,131.252,109.405,28.000,101.305,17.292,180.250,84.799,21.441,135.750,118.827,14.823,38.545,128.003,25.129,111.838,112.384,28.322,75.824,80.406,31.363,68.923,129.724,34.331,0.125,116.405,97.185,58.923,14.158,61.444,143.059,116.636,20.944,41.000,114.749,36.969,29.357,65.266,117.365,15.938,142.193,83.428,46.538,131.259,18.058,19.355,85.250,35.151,402.286,150.522,12.425,57.429,114.995,83.364,38.154,135.649,14.541,8.870,137.485,76.880,395.875,150.791,21.189,337.000,14.684,55.836,17.688,80.664,16.391,28.083,78.128,49.338,36.833,85.055,47.617,128.452,121.078,17.527,266.750,110.452,25.054,22.100,64.521,25.517,37.875,121.875,51.534
321,108.846,62.942,29.605,407.938,89.959,22.552,70.714,162.577,47.691,54.250,128.125,105.577,163.111,130.703,21.436,7.226,64.242,99.272,245.000,136.649,107.278,51.929,125.747,100.379,18.538,120.984,89.780,40.192,81.500,40.912,6.722,158.078,40.663,12.000,116.446,91.664,25.889,130.915,130.887,218.333,137.191,22.957,272.378,159.522,20.206,36.750,106.000,80.904,30.129,107.177,17.261,52.619,79.293,25.367,251.062,87.195,19.441,31.886,121.808,36.571,104.378,161.005,55.728,36.903,162.200,66.478,141.385,156.346,23.567,203.048,146.798,15.712,12.039,111.071,38.513,167.297,131.411,109.347,32.389,102.160,17.418,220.500,84.834,21.384,143.750,118.773,14.795,18.545,128.384,25.373,100.703,112.179,28.329,77.882,80.087,31.047,56.923,129.974,34.105,5.125,116.095,97.185,133.308,14.146,61.570,122.118,116.651,20.917,109.750,114.793,36.936,57.429,65.341,117.200,13.688,141.984,82.403,75.923,131.391,17.406,5.355,84.860,36.152,259.000,150.493,12.426,60.429,115.027,83.078,45.231,135.438,14.845,54.261,137.510,78.377,420.562,150.831,21.056,223.250,14.807,55.791,15.375,80.729,16.078,22.417,78.313,49.279,10.567,85.041,47.899,152.129,120.984,17.429,199.250,110.421,25.093,41.200,64.365,25.732,42.375,121.358,51.249
322,70.615,62.697,29.395,442.125,89.934,22.527,44.929,162.478,47.726,28.375,127.993,105.083,167.722,130.824,21.231,6.000,64.522,98.425,268.308,136.613,107.178,30.214,125.235,100.222,40.154,120.776,89.640,47.192,81.929,40.784,8.444,158.065,40.920,11.118,116.497,91.533,9.722,131.142,130.918,326.500,137.046,22.918,292.324,159.478,20.347,41.000,105.449,80.292,65.097,107.125,17.229,77.000,79.329,25.705,358.500,87.113,19.510,53.371,121.892,36.589,68.108,160.827,55.968,42.065,161.726,66.581,168.000,156.391,23.488,192.190,146.790,15.714,20.157,110.596,38.056,153.459,131.173,109.398,35.111,101.504,17.523,177.250,84.810,21.379,138.500,118.702,14.727,22.409,128.189,25.010,134.649,112.269,28.368,90.941,80.491,31.126,60.923,129.631,34.112,17.875,116.405,97.185,79.538,13.790,61.351,113.647,116.581,20.981,196.000,114.826,36.859,52.143,65.484,117.025,26.562,142.113,83.169,54.308,131.437,18.058,23.097,84.552,35.798,313.286,150.544,12.613,50.143,115.078,82.928,56.615,135.767,14.836,46.000,137.462,78.188,460.500,150.858,21.185,342.750,14.574,55.781,12.312,81.085,16.354,22.583,78.114,49.682,18.833,85.149,47.563,218.129,121.004,17.574,168.500,110.542,25.075,33.400,64.512,25.730,50.688,121.660,52.139
323,69.846,63.188,29.329,333.938,89.843,22.503,76.500,162.577,47.838,43.938,127.976,105.187,112.167,130.869,21.425,0.452,64.104,99.488,328.385,136.740,107.203,51.214,125.947,100.306,54.000,121.276,89.348,25.500,81.787,41.007,3.222,158.383,40.578,20.941,115.815,91.685,21.111,131.120,130.919,153.583,137.332,22.918,186.324,159.543,20.425,56.875,105.515,80.653,50.903,107.134,17.066,31.286,78.922,25.862,264.875,87.201,19.587,70.229,121.942,36.393,89.838,160.970,56.464,72.387,162.078,66.832,192.000,156.520,23.611,259.238,146.736,15.658,14.196,110.292,38.172,184.757,131.350,109.372,12.444,101.345,17.450,152.625,84.948,21.487,87.000,118.622,14.725,27.409,128.350,25.314,104.757,112.514,28.235,83.000,80.163,30.972,78.846,129.833,34.170,6.625,116.077,98.115,92.154,13.911,61.571,214.235,116.737,20.941,45.250,114.917,36.999,31.357,65.535,117.240,11.125,141.970,82.726,89.846,131.250,17.551,14.065,84.656,35.441,245.286,150.531,12.467,56.571,115.001,82.990,35.846,135.771,14.949,39.043,137.386,78.124,369.688,150.755,21.012,291.250,14.603,55.840,19.750,80.697,16.186,26.000,77.755,48.896,13.400,85.216,47.593,108.323,120.991,17.558,196.250,110.378,25.197,13.100,64.865,25.556,71.250,121.757,51.513
