 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52,Mean53,XM53,YM53
290,221.562,56.407,84.123,110.400,73.484,102.007,391.154,31.166,78.136,102.588,34.607,91.057,214.923,124.846,86.794,33.688,15.620,77.435,64.154,22.014,80.305,230.500,41.800,91.889,1618.846,39.676,50.925,85.100,63.012,123.760,403.875,43.458,96.173,523.032,50.678,90.741,56.667,81.091,105.359,55.700,84.912,103.215,201.286,77.640,94.362,72.378,125.291,108.868,121.176,46.930,87.236,873.962,53.916,118.237,274.154,59.810,119.423,48.143,77.048,127.492,195.161,25.102,77.040,116.571,76.348,111.164,41.500,34.850,106.129,16.250,42.204,61.556,943.125,71.640,93.799,127.538,86.652,128.732,108.581,12.239,93.791,81.806,55.553,111.107,30.387,27.604,108.421,10.529,70.530,131.353,52.417,62.511,85.431,32.108,96.826,123.385,121.875,43.251,127.087,16.692,31.909,59.465,21.333,75.773,132.436,804.929,65.349,127.018,27.750,66.780,114.226,43.250,22.047,71.959,437.714,35.807,75.448,72.909,28.265,98.723,453.625,117.761,80.866,30.645,29.817,113.641,362.688,65.965,119.645,230.143,81.371,131.182,42.471,55.340,126.559,2610.154,50.415,122.742,126.900,118.572,62.378,170.800,61.806,112.970,556.250,69.855,124.920,55.846,34.472,96.355,81.290,72.918,119.230,10.129,68.845,102.577,231.412,83.246,125.381
291,305.312,56.387,84.093,177.000,73.504,101.998,390.846,31.156,78.158,116.882,34.410,91.098,146.077,124.727,86.854,59.312,15.950,77.467,32.385,22.518,80.100,273.938,41.899,91.926,1237.692,39.627,50.958,107.700,62.940,123.732,434.375,43.569,96.159,319.742,50.657,90.727,88.571,81.117,105.721,84.800,85.006,103.443,235.714,77.602,94.446,84.541,125.390,108.717,67.882,47.011,87.557,639.923,53.885,118.262,186.077,59.794,119.595,50.571,77.010,127.900,164.839,25.141,77.078,109.619,76.421,111.223,34.900,34.813,106.280,38.375,42.292,61.645,821.500,71.641,93.767,141.308,86.410,128.783,98.710,12.473,93.784,98.645,55.488,111.042,20.645,27.370,108.334,6.353,70.247,130.536,41.000,62.875,85.585,5.297,96.280,123.624,75.250,43.395,127.015,39.615,31.944,59.486,34.286,75.850,132.906,617.571,65.437,127.055,10.083,66.884,114.437,144.000,21.790,71.848,433.810,35.779,75.523,81.636,27.956,98.837,592.875,117.753,80.853,21.355,30.156,113.846,373.062,66.134,119.596,208.286,81.251,131.052,20.118,55.725,127.234,1508.385,50.405,122.732,140.500,118.451,62.326,104.300,61.878,112.837,569.500,69.846,125.027,62.923,34.496,96.705,87.290,73.249,119.159,14.000,68.724,102.455,191.765,83.301,125.513
292,288.000,56.555,84.051,205.800,73.554,102.028,229.462,31.043,78.225,93.176,34.452,91.324,109.538,124.925,86.655,81.875,15.861,77.720,75.000,22.315,80.439,133.000,41.887,91.868,1141.308,39.650,51.001,68.700,63.106,123.986,1244.000,43.475,96.110,239.161,50.506,90.677,44.000,81.187,105.657,92.400,84.866,103.392,189.286,77.527,94.321,63.568,125.403,108.936,91.529,47.032,87.624,494.808,53.974,118.175,243.692,59.778,119.540,56.143,77.041,127.627,197.290,25.372,77.050,134.857,76.456,111.017,18.600,34.615,106.310,68.000,42.070,61.512,515.875,71.595,93.825,97.692,86.389,128.852,70.516,12.012,93.847,58.839,55.537,111.121,13.806,27.245,108.289,10.294,70.566,130.564,39.000,62.639,85.682,17.189,96.644,123.982,119.125,43.393,127.078,16.692,32.296,59.346,43.333,75.952,132.905,845.286,65.364,127.128,16.583,66.800,115.087,71.000,22.019,72.012,413.714,35.829,75.469,102.091,28.022,98.909,1055.875,117.784,80.770,59.742,29.325,114.062,263.000,65.963,119.665,373.714,81.364,131.097,14.824,55.575,126.421,793.538,50.417,122.781,84.400,118.421,62.464,132.500,61.941,112.829,533.375,69.938,124.965,53.385,34.156,96.773,103.742,73.028,119.118,16.968,68.887,102.746,235.647,83.130,125.579
293,311.000,56.448,83.994,199.600,73.416,102.068,303.846,31.104,78.067,127.706,34.537,91.274,306.231,124.834,86.955,67.938,15.737,77.425,52.538,22.334,79.977,213.125,41.603,91.908,753.923,39.668,50.876,70.600,62.816,123.570,763.125,43.523,96.061,256.323,50.700,90.603,16.190,81.120,105.573,63.800,84.941,103.306,220.143,77.607,94.421,90.541,125.468,108.707,93.647,46.937,87.244,446.231,53.886,118.180,211.462,59.924,119.401,9.714,76.725,127.465,170.581,25.217,76.986,60.476,76.332,111.097,41.400,34.384,106.630,31.250,42.035,61.527,242.875,71.629,93.850,81.462,86.412,128.683,79.290,12.305,93.772,112.581,55.757,111.082,21.419,27.301,108.270,28.294,70.540,130.679,30.083,62.814,85.470,8.649,97.261,123.583,125.750,43.388,127.047,26.231,31.783,59.621,30.857,75.931,132.752,469.286,65.428,127.048,15.333,66.716,114.835,170.000,22.170,71.918,365.333,35.709,75.446,108.955,28.010,98.932,1094.750,117.809,80.769,12.258,30.465,113.878,386.438,66.062,119.712,1630.857,81.378,131.076,41.000,55.350,126.807,594.462,50.407,122.792,100.800,118.378,62.365,186.900,62.143,112.908,654.625,69.836,124.906,24.615,34.358,96.637,90.000,72.748,119.153,1.032,68.743,102.223,239.059,83.224,125.353
294,313.000,56.281,84.023,240.500,73.530,102.015,402.923,31.162,78.065,110.412,34.563,91.232,107.385,125.037,87.017,28.188,15.926,77.872,47.077,22.484,80.557,273.625,41.921,91.933,352.308,39.558,50.931,63.500,63.008,123.773,167.125,43.376,95.993,181.097,50.759,90.703,47.048,81.105,105.622,10.700,84.698,102.907,183.429,77.698,94.284,149.405,125.328,108.994,78.706,46.996,87.374,446.808,53.796,118.174,253.077,59.825,119.459,37.571,77.263,127.333,184.129,25.256,77.079,67.429,76.341,111.296,22.200,34.747,106.193,20.062,42.010,61.269,186.250,71.482,93.972,101.769,86.272,128.862,88.323,12.045,93.757,61.484,55.505,111.035,27.484,27.522,108.246,8.412,70.304,130.890,94.417,62.493,85.300,10.541,97.245,122.781,158.875,43.260,127.127,55.154,31.974,59.509,56.857,75.911,132.924,224.571,65.404,127.058,36.583,66.482,114.544,71.500,22.214,71.910,281.810,35.841,75.589,87.273,27.913,99.109,1042.250,117.777,80.784,19.419,29.925,114.103,325.438,66.066,119.574,2445.143,81.387,131.108,35.235,55.456,126.510,454.231,50.449,122.710,83.200,118.481,62.265,142.000,61.961,112.748,561.125,69.882,125.046,66.692,34.371,96.505,78.968,72.960,119.342,6.516,68.886,102.148,322.118,83.251,125.240
295,336.625,56.299,83.997,226.600,73.572,102.056,386.846,31.093,78.066,73.118,34.385,91.228,83.538,124.727,86.770,81.688,15.861,77.410,55.846,22.817,80.213,179.438,41.768,91.859,223.385,39.627,51.011,91.200,62.961,123.705,92.250,43.622,96.211,222.903,50.578,90.692,120.952,81.336,105.408,77.000,84.719,103.568,148.286,77.494,94.123,133.568,125.243,108.690,109.412,46.923,87.247,404.654,53.963,118.154,209.077,59.850,119.452,33.714,76.984,127.124,255.032,25.295,76.954,118.381,76.430,111.130,55.200,34.777,106.651,47.500,41.981,61.611,234.375,71.591,93.664,129.462,86.501,128.847,115.871,12.388,93.882,141.935,55.558,110.960,24.839,27.511,108.665,4.765,70.219,130.876,66.000,62.424,85.343,20.595,96.301,124.090,155.125,43.123,127.280,57.385,31.622,59.313,77.524,75.960,132.937,322.357,65.352,126.981,13.833,66.394,114.381,75.000,22.306,71.952,326.667,35.852,75.411,85.545,28.104,98.974,931.250,117.816,80.727,16.774,29.380,114.078,245.438,66.009,119.605,1607.286,81.358,131.057,8.353,55.387,126.585,413.385,50.433,122.785,86.700,118.303,62.421,137.200,61.910,112.724,607.000,69.903,124.877,26.615,34.320,96.631,124.710,73.065,119.344,0.000,NaN,NaN,307.882,83.276,125.464
296,276.562,56.443,84.119,181.500,73.438,102.113,429.615,31.109,78.159,64.059,34.474,90.996,113.923,124.684,86.726,39.562,15.757,77.352,59.385,22.583,80.174,242.250,41.817,91.942,186.615,39.672,50.888,62.100,63.080,123.685,53.625,43.569,96.153,161.613,50.559,90.739,958.762,81.127,105.573,31.600,84.976,103.522,109.714,77.649,94.287,85.838,125.234,108.777,105.647,46.908,87.437,431.423,53.910,118.118,221.462,59.710,119.654,14.143,76.863,126.948,260.581,25.348,77.051,84.667,76.394,111.072,25.800,34.989,106.151,19.625,42.677,61.510,277.500,71.625,93.893,93.846,86.399,128.574,60.000,12.210,94.006,70.194,55.305,111.046,28.903,27.353,108.324,57.235,70.379,131.304,147.750,62.223,85.472,10.162,97.389,123.311,125.500,43.265,127.180,24.615,32.309,59.653,56.095,75.887,132.803,332.214,65.372,126.933,46.000,66.849,114.266,114.000,22.054,71.994,340.667,35.851,75.526,69.364,27.978,98.933,841.500,117.782,80.711,25.742,29.611,114.146,332.562,66.059,119.676,675.571,81.382,131.108,47.647,55.248,126.292,339.154,50.378,122.668,96.300,118.501,62.350,186.000,61.894,112.826,412.750,69.911,124.915,21.538,34.478,96.337,116.065,72.989,119.105,9.290,69.535,103.325,316.824,83.257,125.499
297,286.500,56.426,84.086,226.700,73.555,102.138,349.538,31.210,78.156,95.235,34.336,91.198,122.923,124.640,86.923,59.625,15.713,77.360,77.692,22.341,80.354,193.438,41.613,91.937,228.923,39.749,50.910,103.100,63.182,123.693,85.375,43.529,96.111,246.710,50.650,90.680,768.286,81.126,105.569,71.700,85.075,103.566,211.143,77.551,94.351,145.459,125.604,108.683,121.882,46.905,87.309,378.654,53.929,118.047,212.769,59.812,119.620,48.571,76.977,127.440,276.194,25.173,77.007,88.000,76.511,110.948,40.100,35.048,106.169,41.812,41.871,61.742,188.625,71.636,93.794,67.000,86.448,128.880,105.419,12.432,93.907,115.484,55.741,110.932,43.419,27.678,108.444,132.765,70.650,131.184,63.250,62.387,85.335,22.595,97.043,123.625,133.125,43.301,127.215,51.846,32.043,59.369,25.619,75.838,132.568,228.143,65.323,127.227,31.917,66.401,114.232,64.500,22.302,72.001,244.286,35.699,75.426,85.500,27.836,98.649,626.125,117.741,80.799,18.903,29.407,113.698,284.375,66.053,119.774,447.143,81.432,131.065,36.412,55.601,126.651,394.769,50.383,122.757,133.600,118.286,62.368,226.700,61.803,112.835,460.750,69.831,124.958,57.154,34.379,96.632,113.032,72.964,119.372,3.806,69.595,103.075,334.706,83.243,125.383
298,341.000,56.582,84.181,207.500,73.423,102.032,384.615,31.152,78.119,90.000,34.686,91.003,130.692,124.882,86.794,61.625,15.824,77.448,48.462,22.302,80.230,253.375,41.810,91.837,226.462,39.552,50.865,27.400,63.006,124.318,42.375,43.644,96.110,226.581,50.750,90.680,503.143,81.129,105.603,38.800,85.054,103.058,116.571,77.548,94.174,171.676,125.374,108.710,54.000,47.037,87.360,348.308,53.943,118.090,278.538,59.927,119.643,44.000,77.196,127.495,167.871,25.516,76.821,67.714,76.420,111.179,18.200,34.628,106.395,17.250,41.886,61.438,72.250,71.605,93.655,130.154,86.390,128.768,66.258,12.122,93.684,114.516,55.835,111.121,39.290,27.364,108.159,311.235,70.539,131.122,57.917,62.455,85.302,19.946,97.275,123.659,108.875,43.196,127.148,25.769,32.161,59.219,48.190,75.839,132.908,279.857,65.321,127.014,7.167,66.398,114.350,84.750,22.104,71.778,281.333,35.653,75.569,80.636,28.041,98.922,812.250,117.819,80.750,16.258,30.093,114.363,265.562,66.033,119.733,281.714,81.312,131.066,27.235,55.425,126.622,369.923,50.371,122.773,156.500,118.309,62.432,141.500,61.954,112.817,573.375,69.917,124.975,47.538,34.410,96.646,80.065,73.203,119.257,6.129,69.145,102.951,272.706,83.239,125.471
299,252.500,56.431,83.983,238.500,73.529,102.115,373.846,31.161,78.137,136.353,34.466,91.071,87.692,124.779,86.795,55.062,15.567,77.431,60.615,22.503,80.172,280.375,41.754,91.862,127.538,39.777,50.977,23.700,63.120,123.696,86.250,43.489,95.949,199.613,50.801,90.701,387.524,81.178,105.543,43.400,84.754,103.386,105.429,77.557,94.378,167.568,125.641,108.960,115.176,47.012,87.400,395.615,53.873,118.159,231.077,59.777,119.472,72.857,77.134,127.602,208.710,25.395,77.077,85.429,76.365,110.898,40.400,35.226,106.161,48.688,42.137,61.473,96.375,71.399,93.752,111.538,86.623,128.929,60.129,12.557,93.860,111.548,55.757,110.997,11.484,27.555,108.275,248.529,70.599,131.093,65.833,62.515,85.452,8.865,96.680,123.673,52.500,43.028,127.287,37.538,32.163,59.319,11.524,76.128,132.789,340.000,65.419,127.114,12.000,66.889,114.549,89.000,21.899,71.839,389.143,35.768,75.565,52.227,28.015,98.977,664.250,117.847,80.805,23.677,29.520,114.023,412.312,66.097,119.759,280.571,81.445,130.976,61.235,55.605,126.311,410.385,50.352,122.703,853.200,118.433,62.332,170.800,61.876,112.877,491.500,69.817,125.015,63.308,34.362,96.179,104.452,73.027,119.276,9.806,69.134,102.455,168.941,83.186,125.289
300,276.500,56.416,84.004,244.400,73.413,101.945,334.846,31.208,78.150,72.765,34.556,90.986,85.615,124.803,86.959,80.938,15.807,77.572,31.000,22.927,80.399,261.875,41.778,91.959,233.538,39.457,51.006,35.200,62.934,123.622,67.250,43.578,96.083,176.452,50.603,90.627,940.667,81.114,105.625,95.400,84.687,103.649,63.714,77.566,94.526,411.730,125.384,108.783,60.000,47.130,87.467,441.962,53.965,118.118,188.615,59.852,119.466,24.143,77.088,127.688,222.000,25.449,77.167,152.857,76.417,110.944,74.400,34.689,106.267,49.688,42.193,61.664,65.750,71.543,93.558,106.000,86.591,128.886,117.613,12.508,93.603,94.903,55.757,110.976,18.645,27.692,108.295,107.235,70.694,130.953,57.500,62.053,85.409,25.622,96.637,123.447,223.500,43.146,127.180,29.538,32.448,59.851,57.143,75.690,132.696,272.643,65.508,127.230,23.417,66.380,114.467,120.250,22.231,71.946,469.905,35.804,75.538,93.409,28.000,98.682,372.000,117.803,80.772,31.548,29.455,113.789,402.750,66.053,119.584,251.286,81.398,131.088,35.588,55.325,126.603,418.000,50.530,122.682,852.700,118.426,62.337,80.900,61.954,112.722,463.625,69.835,124.969,33.538,34.212,96.605,117.161,72.805,118.947,8.129,68.640,102.967,248.824,83.271,125.199
301,325.125,56.262,84.083,306.300,73.470,101.992,349.692,31.201,78.112,150.765,34.475,91.187,99.615,124.803,86.972,33.625,15.675,77.311,59.538,22.472,80.465,242.188,41.799,91.862,210.615,39.455,51.014,34.100,62.804,123.884,85.625,43.543,95.884,192.129,50.561,90.588,817.143,81.094,105.541,1577.700,84.932,103.228,133.571,77.585,94.230,1834.541,125.386,108.766,55.882,46.883,87.334,375.269,53.960,118.079,283.923,59.806,119.533,61.143,76.997,127.448,228.000,25.103,77.026,52.190,76.507,111.043,20.000,34.539,106.141,8.688,42.181,61.591,102.625,71.622,93.744,96.000,86.527,128.958,92.452,12.175,93.807,117.613,55.724,110.963,2.839,26.822,108.359,27.059,70.368,131.272,58.000,62.553,85.395,20.595,97.049,123.680,118.000,43.095,127.276,21.308,31.669,59.629,15.714,76.028,132.792,303.786,65.438,127.074,29.500,66.724,114.465,36.750,21.939,71.953,469.238,35.790,75.509,82.182,28.073,98.810,570.500,117.805,80.706,26.129,29.432,114.312,380.750,66.100,119.659,241.429,81.401,130.976,70.235,55.623,126.619,445.308,50.389,122.681,607.100,118.382,62.302,248.400,61.831,112.683,454.250,69.897,124.996,36.692,34.263,96.508,98.903,73.230,119.264,1.935,68.355,102.765,223.529,83.259,125.450
302,284.312,56.406,84.052,173.200,73.442,102.067,395.308,31.114,78.130,85.647,34.345,91.235,75.615,124.696,87.079,80.250,15.765,77.611,51.923,22.171,80.348,200.062,42.002,91.783,240.462,39.509,50.955,81.800,63.019,123.809,71.875,43.305,96.129,199.419,50.659,90.745,556.476,81.186,105.656,1183.600,84.918,103.342,216.000,77.573,94.351,1221.405,125.420,108.719,56.235,46.829,87.397,443.077,53.959,118.195,262.077,59.852,119.548,75.286,77.078,127.403,273.032,25.289,76.979,119.048,76.373,110.965,27.800,34.689,106.418,43.500,41.895,61.264,70.625,71.532,93.654,124.154,86.689,128.889,82.774,12.372,93.853,104.516,55.544,111.047,21.226,27.120,108.384,18.588,70.434,131.208,66.167,62.588,85.385,16.216,96.862,123.282,1334.125,43.235,127.101,23.385,31.515,59.064,18.000,75.843,133.097,281.929,65.418,127.063,12.250,66.655,114.163,30.750,22.273,72.075,444.381,35.708,75.493,69.136,28.148,98.983,422.000,117.824,80.847,9.355,29.481,114.109,412.625,66.141,119.728,243.286,81.327,131.180,53.235,55.508,126.655,433.615,50.419,122.806,160.400,118.332,62.151,142.400,61.836,112.743,548.875,69.853,124.988,18.923,34.157,96.280,114.258,72.582,119.258,1.548,68.781,102.313,180.706,83.275,125.502
303,306.188,56.507,83.969,206.400,73.496,102.023,398.692,31.142,78.037,106.235,34.541,91.114,76.385,124.837,87.001,44.250,15.869,77.648,55.385,22.125,80.511,285.438,41.789,91.942,238.000,39.640,50.950,75.300,62.822,123.781,67.375,43.151,95.941,204.774,50.607,90.717,188.381,80.992,105.581,621.600,84.910,103.373,145.286,77.559,94.483,914.649,125.437,108.809,97.765,47.080,87.815,401.654,53.962,118.209,266.308,59.909,119.561,41.286,77.145,127.261,265.097,25.313,76.914,100.476,76.080,110.949,18.800,34.891,106.168,112.500,42.317,61.451,70.000,71.606,93.666,159.000,86.628,128.836,58.839,12.430,93.904,107.290,55.735,110.908,28.129,27.579,108.046,39.118,70.275,131.048,114.917,62.441,85.408,17.676,97.079,123.025,1938.125,43.241,127.126,62.538,32.070,59.543,29.333,75.956,132.947,264.643,65.399,127.177,22.417,66.659,114.321,97.000,22.025,71.986,337.524,35.894,75.543,50.682,27.857,98.907,352.500,117.830,80.866,21.548,29.311,114.080,480.562,66.044,119.680,262.143,81.352,131.019,15.471,55.732,126.179,376.000,50.420,122.733,119.700,118.419,62.414,165.400,62.092,112.881,475.000,69.817,124.944,35.692,34.619,96.494,86.516,72.916,119.051,1.677,69.595,102.145,294.706,83.267,125.475
304,244.062,56.379,84.088,181.600,73.482,101.942,359.923,31.183,78.174,77.412,34.456,90.763,121.692,124.582,86.752,42.438,16.166,77.461,75.462,22.271,80.334,201.188,41.840,91.977,164.000,39.764,50.989,48.200,62.803,123.604,87.375,43.572,96.282,244.645,50.728,90.723,108.095,81.179,105.854,986.400,84.936,103.347,98.714,77.453,94.165,386.324,125.400,108.787,126.353,46.971,87.560,382.846,53.961,118.110,264.692,59.878,119.582,30.143,76.995,127.733,230.194,25.223,76.835,82.095,76.614,111.210,8.100,34.599,106.359,46.000,42.063,61.491,81.500,71.432,93.611,83.308,86.608,128.726,92.065,12.240,93.746,139.677,55.731,111.042,15.419,27.397,108.062,3.529,70.525,130.949,36.083,62.256,85.623,25.243,97.380,123.539,1106.875,43.253,127.107,40.692,32.162,59.367,10.000,75.352,133.133,243.500,65.447,127.209,25.250,66.687,114.549,71.750,22.171,72.043,376.571,35.796,75.534,55.455,28.242,98.644,492.750,117.707,80.784,13.742,29.359,114.119,577.188,66.007,119.684,218.286,81.358,131.013,35.824,55.429,126.404,412.538,50.410,122.767,143.900,118.489,62.356,134.300,61.764,112.762,460.125,69.799,125.032,52.769,34.443,97.023,108.968,72.835,119.162,8.129,68.677,103.348,223.529,83.257,125.522
305,299.500,56.448,83.947,284.400,73.433,101.904,299.231,31.063,78.110,79.294,34.454,91.291,121.846,124.705,86.984,55.375,15.850,77.474,35.154,22.534,80.495,175.875,41.979,91.829,244.769,39.631,50.933,55.000,63.012,123.648,37.750,43.271,96.211,270.645,50.620,90.710,56.667,81.266,105.518,935.100,84.927,103.281,258.714,77.644,94.380,357.784,125.525,108.776,92.706,47.023,87.726,380.192,53.943,118.120,247.154,59.868,119.636,71.429,77.300,127.054,262.323,25.220,76.894,92.095,76.546,111.121,31.900,35.166,106.729,114.062,42.286,61.352,53.500,71.467,93.661,91.308,86.411,128.691,126.129,12.110,93.607,118.774,55.678,110.982,24.452,27.163,108.529,10.706,71.067,130.834,87.583,62.286,85.679,0.865,96.507,123.496,481.625,43.202,127.105,1007.692,31.933,59.362,11.524,75.570,132.679,349.929,65.428,127.176,43.667,66.614,114.477,2142.250,21.991,71.909,401.333,35.727,75.436,133.773,27.823,98.942,451.625,117.761,80.760,28.968,29.818,113.813,743.438,66.103,119.686,176.857,81.381,131.042,40.353,55.616,126.554,416.462,50.364,122.821,88.100,118.367,62.403,93.400,62.083,112.742,334.375,69.903,125.023,52.000,34.553,96.455,147.742,72.824,119.023,8.774,68.615,103.312,271.529,83.287,125.446
306,319.000,56.415,84.080,301.100,73.364,102.104,309.615,31.109,78.146,101.765,34.325,91.166,264.000,124.696,86.816,70.750,15.700,77.717,54.923,22.404,80.218,149.688,41.831,91.996,227.154,39.555,50.960,95.500,62.924,123.606,56.250,43.494,96.039,204.903,50.686,90.516,56.571,81.054,105.539,546.700,84.913,103.240,153.286,77.685,94.105,84.108,125.505,108.875,146.235,46.998,87.325,448.000,53.960,118.161,365.308,59.897,119.571,42.143,76.973,127.677,207.097,25.325,76.930,75.333,76.543,111.151,33.900,34.516,106.319,110.250,42.384,61.385,99.125,71.611,93.915,56.846,86.593,128.898,108.065,12.357,93.714,82.065,55.732,111.001,7.355,27.481,108.554,7.824,71.297,131.311,85.167,62.581,85.772,6.973,96.745,123.569,408.875,43.255,127.080,1000.308,32.012,59.369,46.667,75.720,133.264,319.071,65.349,127.031,52.333,66.651,114.791,1820.500,22.016,71.909,339.810,35.871,75.614,112.227,27.768,98.716,218.125,117.620,80.659,11.806,29.552,113.615,624.125,66.045,119.686,205.286,81.258,131.219,41.118,55.539,126.550,433.615,50.370,122.703,84.400,118.374,62.406,177.900,61.962,112.961,442.125,69.872,124.972,68.231,34.418,96.553,80.000,72.913,119.170,10.903,68.905,102.393,331.529,83.172,125.292
307,293.750,56.582,84.079,225.600,73.453,101.983,387.923,31.213,78.127,112.647,34.482,91.050,151.462,124.782,86.923,36.500,15.535,77.268,73.923,22.412,80.455,266.938,41.946,91.899,213.692,39.573,51.031,632.700,62.956,123.747,58.375,43.590,96.240,250.065,50.547,90.638,44.762,80.917,105.839,326.800,84.882,103.338,135.143,77.701,94.411,77.351,125.774,108.740,105.059,46.978,87.456,399.423,53.903,118.183,238.308,59.718,119.450,35.286,77.107,127.501,296.000,25.322,77.126,114.952,76.428,111.188,41.400,34.608,106.441,99.688,42.192,61.314,98.625,71.434,93.874,94.154,86.582,129.171,78.839,12.384,93.673,157.355,55.775,111.107,10.903,27.547,108.384,13.118,70.355,131.334,124.583,62.464,85.442,12.541,97.412,123.292,285.750,43.210,127.038,499.385,31.852,59.420,66.762,75.875,133.027,272.429,65.393,127.082,23.167,66.660,113.995,1086.250,21.917,71.925,284.286,35.878,75.435,73.409,28.026,98.797,269.250,117.814,80.718,37.355,29.624,114.117,688.688,66.013,119.678,353.429,81.359,131.187,59.353,55.670,126.612,452.846,50.312,122.743,77.100,118.542,62.432,137.600,62.025,112.730,502.125,69.874,125.012,79.308,34.135,96.714,52.903,72.888,119.446,7.935,68.975,102.100,230.941,83.222,125.459
308,464.500,56.358,84.026,164.600,73.546,101.975,911.538,31.045,78.098,95.529,34.524,91.047,115.462,124.705,87.045,68.312,15.837,77.486,54.154,22.061,80.387,184.062,41.784,91.929,192.385,39.535,51.092,837.100,62.967,123.724,80.250,43.572,96.021,220.710,50.559,90.566,102.381,81.223,105.464,69.700,84.879,103.353,231.857,77.684,94.393,118.162,125.544,108.649,150.588,47.014,87.602,398.500,53.901,118.155,352.231,59.874,119.489,75.857,77.022,127.145,2183.484,25.266,77.011,130.762,76.153,111.331,65.400,34.932,106.180,74.188,42.252,61.320,64.500,71.861,93.807,120.769,86.338,128.874,72.000,12.373,93.635,128.774,55.906,111.060,36.710,27.511,108.047,1.882,70.709,130.859,119.750,62.495,85.431,12.378,96.484,123.867,223.250,43.251,127.030,389.769,32.001,59.268,44.952,75.730,132.860,342.143,65.426,127.122,24.000,66.751,113.933,1055.750,21.965,71.950,331.238,35.730,75.530,82.591,28.019,98.735,219.250,117.732,80.785,42.387,29.567,114.078,875.812,65.991,119.694,262.286,81.339,131.075,44.412,55.634,126.764,492.846,50.337,122.745,152.200,118.416,62.178,167.400,62.057,112.719,644.750,69.884,124.946,93.462,34.236,96.648,107.097,72.942,119.019,20.839,69.362,103.387,178.000,83.216,125.544
309,2578.562,56.395,84.048,163.500,73.361,102.001,581.923,31.129,78.170,92.647,34.449,91.333,146.077,124.594,86.769,40.250,15.771,77.229,99.538,22.687,80.341,178.062,41.862,91.864,200.846,39.662,51.055,596.400,62.952,123.692,95.000,43.502,95.952,216.129,50.429,90.780,24.095,80.987,105.654,51.400,84.912,103.361,108.143,77.669,94.590,166.541,125.525,108.831,90.824,47.019,87.267,388.308,53.888,118.224,243.308,59.780,119.538,22.857,77.033,127.528,1417.871,25.307,77.015,70.571,76.463,111.015,58.100,34.881,106.198,93.062,42.205,61.375,110.375,71.617,94.083,75.692,86.464,128.721,100.258,12.622,93.829,129.613,55.706,110.973,9.032,27.488,108.560,4.882,70.290,131.685,64.667,62.294,85.511,29.784,97.391,123.730,131.125,43.282,127.090,586.308,31.988,59.401,31.429,75.733,132.750,273.214,65.327,126.967,30.750,66.323,114.569,1010.000,22.015,71.932,353.714,35.809,75.393,60.318,28.036,98.776,314.000,117.834,80.700,31.613,29.514,114.138,1017.938,66.059,119.674,261.429,81.333,131.288,39.882,55.720,126.506,373.000,50.273,122.695,104.200,118.285,62.462,122.200,62.155,112.757,494.625,69.808,125.035,65.231,34.414,96.534,85.871,72.825,119.053,0.129,68.975,103.075,243.765,83.259,125.368
