 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52,Mean53,XM53,YM53,Mean54,XM54,YM54,Mean55,XM55,YM55
337,45.818,118.617,136.642,48.955,118.401,84.319,134.462,122.219,86.603,50.588,185.661,100.143,122.054,131.067,118.948,39.882,108.153,112.902,81.214,127.343,111.868,68.417,114.171,106.404,102.700,111.632,102.771,34.188,101.671,124.612,48.750,80.522,96.982,285.278,73.502,104.382,220.438,169.837,104.773,38.227,161.018,99.638,55.455,119.772,81.144,56.385,121.919,114.133,701.750,80.770,117.491,74.538,77.912,101.169,268.824,131.721,94.442,111.444,107.164,100.926,50.125,109.910,97.224,31.389,117.497,111.233,43.176,95.676,101.057,42.438,84.838,96.684,195.923,76.818,116.291,70.100,168.125,108.559,262.769,126.612,89.385,93.824,186.354,107.812,77.625,75.462,112.439,85.000,176.244,106.225,120.875,83.815,115.491,120.545,167.790,98.398,12.923,112.781,123.090,123.154,83.603,106.714,44.250,96.780,122.060,241.032,114.260,76.984,64.714,102.479,113.385,40.643,110.054,142.436,25.250,115.799,141.018,24.235,123.336,94.731,39.500,97.360,95.454,26.294,180.191,111.410,68.000,88.467,111.299,42.647,92.081,92.253,142.200,139.574,97.971,40.700,100.543,102.096,128.750,117.357,74.768,24.647,120.767,134.068,41.125,86.527,93.574,53.455,88.793,99.987,30.182,77.188,107.665,8.157,150.407,74.425,49.622,135.720,89.535,37.500,119.814,124.207,16.000,120.280,129.284
338,27.091,118.433,136.863,61.591,119.019,84.008,102.231,122.206,86.796,73.843,185.535,100.455,172.324,130.825,118.687,151.765,107.678,113.240,66.786,127.637,111.934,101.500,114.218,106.058,100.500,111.599,103.004,49.125,101.693,124.603,42.750,80.316,97.256,182.667,73.681,104.172,212.938,169.959,104.899,42.909,161.019,99.779,84.455,119.754,80.592,33.923,121.458,114.124,547.333,80.673,117.538,68.385,77.765,101.038,331.118,131.644,94.454,83.222,107.247,100.631,5.875,110.060,97.231,41.889,117.766,111.846,32.588,96.039,100.977,63.125,84.883,96.674,202.000,76.674,116.338,60.300,168.243,108.544,248.308,126.592,89.399,86.235,186.363,107.722,86.125,75.385,112.431,115.250,176.056,106.259,101.250,84.061,115.320,117.591,167.936,98.455,10.538,113.036,123.449,66.615,83.606,106.741,36.688,96.614,122.273,156.839,114.205,77.055,95.857,102.800,113.671,47.071,109.902,142.615,2.250,115.647,141.067,27.706,122.989,94.555,45.000,97.363,95.625,37.059,179.751,111.403,71.000,88.484,111.026,64.118,92.040,92.694,177.000,139.293,97.955,65.600,100.358,102.255,132.750,117.315,74.592,62.412,120.899,133.589,164.125,86.550,93.682,37.455,88.649,100.007,39.091,77.398,107.995,27.647,149.841,74.481,28.000,135.429,89.516,33.667,119.740,123.806,13.636,119.523,129.399
339,33.682,118.602,136.442,45.636,118.713,84.243,104.154,122.201,86.608,93.922,185.728,100.280,135.784,131.038,119.101,123.588,107.880,113.271,63.714,127.588,111.966,162.333,114.162,106.101,95.100,111.693,102.765,29.375,102.038,125.215,36.750,80.823,97.441,175.111,73.396,104.196,166.188,169.915,104.748,37.409,161.321,99.948,49.409,119.692,80.998,41.308,121.632,114.368,1501.500,80.745,117.517,71.308,77.609,101.142,290.176,131.631,94.463,61.722,107.135,100.793,20.250,109.600,97.441,40.278,117.670,111.617,55.882,95.651,100.746,32.562,84.770,96.677,160.385,76.664,116.482,69.900,168.239,108.598,289.846,126.435,89.377,42.882,186.504,107.657,73.750,75.285,112.171,160.625,176.174,106.333,210.625,83.974,115.395,107.545,167.614,98.154,12.923,112.657,123.432,102.923,83.572,106.697,30.188,96.168,122.317,118.000,114.302,77.059,122.929,102.661,113.606,18.214,109.921,142.764,13.750,116.008,140.858,63.588,123.111,94.405,29.833,96.984,95.334,50.471,180.310,111.185,83.143,88.626,111.220,41.941,92.057,92.728,250.100,139.439,98.022,76.300,100.664,102.464,87.812,117.480,74.681,31.588,120.875,133.450,53.750,86.579,93.647,19.455,88.218,99.665,19.636,77.288,107.515,12.235,149.954,73.889,43.946,135.570,89.658,36.250,119.457,124.042,17.318,120.267,129.090
340,35.818,118.692,136.713,24.273,118.576,84.026,120.615,122.183,86.738,102.157,185.563,100.177,112.541,131.104,118.979,77.059,107.760,113.427,65.214,126.984,111.891,92.667,114.095,106.133,83.000,111.650,102.854,31.062,101.625,124.408,25.312,80.551,97.343,210.056,73.543,104.206,290.688,169.900,104.809,39.318,161.170,99.770,69.273,119.704,80.881,33.000,121.460,114.231,1075.250,80.690,117.468,85.077,77.389,100.986,250.824,131.656,94.580,56.056,107.170,100.959,11.750,109.529,97.188,69.889,117.333,111.827,51.922,95.679,100.930,46.562,84.958,96.793,223.077,76.665,116.395,62.400,167.911,108.503,415.538,126.458,89.387,70.765,186.747,107.833,43.188,75.430,112.539,205.625,176.217,106.156,63.875,84.251,115.389,101.500,167.803,98.075,14.000,112.695,123.337,44.538,83.639,106.639,28.375,97.211,122.300,328.839,114.331,77.062,107.857,102.579,113.755,41.714,110.189,142.422,37.500,115.928,140.852,38.235,123.199,94.580,68.333,97.424,95.429,33.353,180.026,111.313,53.571,88.140,111.090,35.294,92.043,92.301,262.800,139.523,97.796,72.000,100.533,102.345,97.062,117.525,74.725,26.235,120.838,133.144,110.625,86.404,93.532,2.545,88.527,99.997,30.545,77.655,107.828,8.392,150.617,74.772,40.757,135.538,89.772,53.583,119.632,123.798,9.864,119.942,129.052
341,42.364,118.624,136.926,60.500,118.677,83.895,94.923,122.001,86.757,116.941,185.571,100.233,139.568,131.043,118.978,83.824,108.160,113.177,50.286,127.751,111.959,44.000,114.112,106.028,46.500,111.794,102.886,37.688,101.937,124.505,69.250,80.450,97.580,201.667,73.490,104.139,236.688,169.789,104.739,59.000,161.019,99.902,54.500,119.561,80.964,27.462,121.514,114.428,332.917,80.769,117.383,60.769,77.806,100.922,583.294,131.738,94.497,114.056,107.130,101.018,16.875,109.737,97.309,51.500,117.660,111.372,37.922,95.553,100.859,39.625,84.863,96.757,209.385,76.693,116.328,50.400,168.130,108.697,382.846,126.461,89.420,56.941,186.404,107.816,51.938,75.229,112.330,166.562,176.234,106.272,120.375,83.973,115.489,145.227,167.957,98.330,8.923,113.762,123.725,88.385,83.688,106.857,66.438,96.601,122.354,637.097,114.240,76.974,65.357,102.575,113.577,37.857,110.238,142.306,13.375,115.973,140.892,29.471,123.141,94.581,60.333,97.376,95.607,84.471,180.378,111.395,71.000,88.690,111.143,57.941,92.040,92.688,230.000,139.326,97.898,38.000,100.468,102.160,142.938,117.308,74.669,44.824,120.926,133.647,88.625,86.610,93.698,23.636,88.631,99.720,19.455,77.322,107.902,17.020,149.709,74.554,77.514,135.258,89.677,19.000,119.689,123.576,29.045,119.814,129.016
342,57.500,118.628,136.664,47.727,118.365,83.773,148.231,122.183,86.534,77.216,185.530,100.570,105.351,131.134,119.004,41.294,107.963,112.951,41.286,127.295,111.942,68.583,113.924,106.205,112.800,111.719,102.679,45.875,101.998,124.189,82.938,80.412,97.565,154.167,73.461,104.112,153.125,169.802,104.741,36.727,160.914,99.880,104.455,119.637,80.913,52.077,121.947,114.060,171.167,80.550,117.429,56.385,78.087,101.050,500.294,131.666,94.453,99.444,107.095,100.797,13.875,109.353,97.029,61.389,117.520,111.686,55.373,95.760,101.043,34.812,84.948,96.656,161.692,76.532,116.468,25.400,168.402,108.382,835.000,126.493,89.370,61.118,186.696,107.697,20.375,75.495,112.210,112.000,176.165,106.196,95.625,83.851,115.626,95.409,167.777,98.391,43.769,113.235,123.329,87.385,83.360,106.841,11.938,96.177,122.581,1220.581,114.282,76.965,62.571,102.786,113.694,83.643,110.201,142.472,29.875,115.685,141.052,39.118,123.167,94.574,79.889,97.051,95.538,520.765,180.315,111.328,62.286,88.760,111.140,66.647,92.266,92.585,273.700,139.448,97.972,76.700,100.534,102.509,353.875,117.482,74.750,38.706,120.767,133.525,42.500,86.445,93.466,43.636,88.412,100.056,28.182,77.447,108.109,23.686,150.339,74.581,55.135,135.358,89.635,32.333,119.791,124.199,18.318,119.513,128.973
343,55.273,118.626,136.696,40.636,118.544,84.080,900.385,122.352,86.690,95.804,185.729,100.370,180.703,130.908,119.108,37.765,108.516,113.278,17.214,127.543,111.689,87.083,113.810,106.308,30.700,111.647,102.834,28.938,101.714,124.750,47.375,80.485,97.383,143.444,73.461,104.136,254.938,169.853,104.694,61.136,160.884,100.026,89.955,119.842,80.648,47.154,121.708,114.047,150.250,80.645,117.674,70.308,78.010,100.779,452.941,131.696,94.479,85.000,107.364,100.920,13.625,109.895,96.565,44.500,117.490,111.609,39.451,95.688,101.382,111.750,85.218,96.479,189.231,76.637,116.468,70.900,167.877,108.355,3888.385,126.467,89.443,25.765,186.330,107.841,55.250,75.289,112.402,262.188,176.178,106.212,108.625,83.911,115.658,144.182,167.846,98.329,17.077,113.234,123.296,51.385,83.523,106.658,13.938,96.589,122.123,1178.000,114.283,76.974,35.071,102.476,114.146,36.929,110.423,142.701,17.375,115.979,141.359,37.706,122.921,94.570,57.222,97.419,95.621,528.529,180.219,111.213,102.571,88.737,111.082,73.059,92.229,92.392,180.900,139.543,97.905,57.100,100.340,102.508,1027.812,117.455,74.735,72.353,120.812,133.487,89.500,86.490,93.401,102.182,88.559,100.038,45.636,77.352,107.395,19.804,150.340,74.712,74.000,135.242,89.693,24.667,119.789,124.129,26.545,119.621,129.035
344,28.318,118.712,137.000,85.955,118.426,84.014,497.000,122.270,86.600,88.706,185.517,100.193,173.081,130.981,119.054,57.529,107.841,113.044,41.357,127.445,112.156,65.917,113.871,106.535,18.500,111.406,103.234,41.375,101.600,124.846,60.625,80.613,97.431,172.389,73.640,104.197,194.812,169.853,104.734,29.136,161.254,99.597,44.545,119.778,80.335,24.385,121.644,113.730,205.250,80.749,117.455,69.385,77.926,100.825,257.118,131.624,94.528,88.556,107.111,100.873,16.875,110.026,97.254,80.000,117.610,111.593,56.941,95.628,101.284,62.125,85.045,97.079,215.615,76.393,116.340,49.000,167.896,108.378,2629.385,126.467,89.437,69.706,186.831,107.748,71.062,75.299,112.372,2385.594,176.214,106.203,94.375,84.007,115.554,2188.409,167.840,98.305,19.692,113.043,123.408,100.077,83.629,106.671,7.375,97.266,122.686,822.194,114.284,77.019,62.571,102.634,114.331,72.500,110.234,142.651,17.625,115.734,141.218,39.471,123.108,94.444,41.389,96.931,95.530,396.941,180.239,111.228,121.714,88.506,111.187,44.000,92.013,92.843,105.300,139.395,97.929,39.200,100.494,101.852,930.688,117.393,74.658,40.353,120.663,133.871,62.875,86.730,93.462,187.273,88.419,99.986,65.455,77.237,107.746,19.843,150.208,74.704,51.135,135.434,89.636,41.667,119.721,123.760,24.364,119.886,129.464
345,51.318,118.557,136.643,826.409,118.486,84.152,489.615,122.221,86.744,69.294,185.643,100.184,633.676,130.999,119.011,55.471,107.893,113.339,52.143,127.441,111.764,70.667,114.055,106.158,57.400,111.571,102.793,37.125,101.838,124.396,50.562,80.497,97.234,141.667,73.527,104.186,145.875,169.827,104.792,43.545,161.163,99.971,236.273,119.480,81.231,23.231,121.806,114.267,129.417,80.684,117.527,33.538,77.824,100.890,278.118,131.572,94.447,62.667,107.483,100.667,47.000,109.529,96.866,77.722,117.559,111.531,60.157,95.720,101.122,45.688,85.193,96.975,219.538,76.573,116.266,19.300,168.352,108.616,1960.538,126.458,89.434,61.824,186.671,107.833,41.125,75.804,112.189,872.500,176.193,106.197,57.000,83.729,115.447,873.955,167.839,98.328,23.846,113.471,123.468,21.462,83.316,106.688,6.500,97.042,122.492,358.452,114.297,76.978,110.357,102.731,114.269,26.286,109.797,142.691,59.125,115.901,141.135,34.353,122.954,94.401,73.500,96.961,95.373,202.235,180.252,111.144,70.429,88.077,111.135,68.412,91.964,92.782,205.600,139.546,97.927,58.800,100.583,102.190,641.312,117.494,74.717,28.765,120.905,133.201,59.500,86.260,93.334,51.818,88.543,99.937,67.455,77.164,107.519,29.922,150.023,74.592,36.486,135.445,89.536,59.583,119.715,123.997,28.591,120.117,129.501
346,50.955,118.801,136.725,552.364,118.472,84.118,288.000,122.284,86.726,94.392,185.651,100.222,467.189,130.989,118.912,39.824,108.032,113.126,69.643,127.102,112.210,56.583,114.009,106.163,106.900,111.617,103.000,41.125,101.829,124.583,66.938,80.418,97.112,230.722,73.424,104.100,104.625,169.872,104.935,45.000,161.184,100.035,154.773,119.558,81.242,42.923,121.582,114.151,232.583,80.638,117.452,53.154,77.943,101.126,154.294,131.553,94.458,77.722,107.197,100.789,6.625,109.696,97.407,286.000,117.526,111.585,61.412,95.530,100.968,51.188,84.801,96.546,850.000,76.552,116.392,69.000,168.017,108.206,1697.615,126.467,89.430,54.471,186.806,107.672,74.125,75.493,112.523,316.062,176.175,106.131,193.375,83.925,115.527,250.227,167.790,98.274,34.846,113.477,123.521,78.462,83.406,106.693,20.562,96.697,122.277,179.161,114.128,76.882,49.857,102.501,114.431,36.714,110.484,142.706,94.375,115.809,140.920,47.235,123.252,94.413,32.167,97.418,95.383,179.412,180.232,111.386,64.857,88.477,111.227,67.059,92.445,92.340,179.500,139.616,97.897,67.500,100.498,102.364,314.312,117.470,74.608,27.412,120.703,133.993,56.250,86.230,93.505,30.000,88.389,100.212,76.909,77.345,107.499,10.510,149.981,74.862,52.973,135.205,89.594,31.167,119.613,123.943,16.864,119.763,129.190
347,45.455,118.650,136.952,644.182,118.427,84.056,398.231,122.186,86.649,61.961,185.816,100.265,351.838,130.950,118.960,35.588,107.858,113.004,49.571,127.484,111.920,89.000,114.052,106.284,113.400,111.670,103.091,69.875,101.747,124.561,56.500,80.364,97.333,158.444,73.429,104.240,109.250,169.817,104.832,36.727,160.976,100.053,143.227,119.429,81.471,74.077,121.832,114.089,167.250,80.655,117.402,66.154,77.847,101.079,132.588,131.775,94.432,51.333,107.211,100.819,20.375,109.625,97.147,541.333,117.497,111.624,59.059,95.776,101.063,77.938,85.217,96.640,2372.539,76.612,116.383,53.600,167.964,108.609,866.769,126.432,89.452,138.353,186.396,107.781,106.375,75.235,112.402,193.438,176.227,106.206,186.125,83.967,115.471,228.409,167.966,98.270,19.846,113.252,123.500,74.000,83.500,106.779,22.500,96.629,122.296,169.548,114.373,77.207,21.000,102.777,113.722,38.357,110.350,142.573,89.625,115.881,140.928,42.412,122.898,94.524,62.500,97.399,95.690,41.059,180.298,111.010,21.857,88.211,111.135,70.471,92.160,92.923,124.300,139.453,97.856,25.900,100.528,102.389,144.750,117.502,74.790,34.412,120.927,133.285,131.125,86.413,93.464,18.182,88.400,100.170,51.636,77.202,107.859,33.216,150.266,74.406,69.622,135.295,89.595,38.667,119.668,124.004,44.955,119.675,129.293
348,41.455,118.457,136.812,570.955,118.520,84.127,606.154,122.197,86.605,78.000,185.532,99.838,342.649,130.965,118.960,20.176,107.982,113.056,18.143,126.917,112.045,64.750,114.075,105.995,68.900,111.669,102.824,27.438,101.587,124.552,72.062,80.551,97.322,207.222,73.365,104.195,156.688,169.855,104.916,54.909,161.069,99.524,102.727,119.624,81.264,20.923,121.237,113.756,132.417,80.825,117.572,31.077,77.852,101.085,230.118,131.676,94.550,69.556,107.230,100.882,33.000,109.585,96.931,302.333,117.653,111.653,34.275,95.836,100.969,36.562,84.647,96.746,396.615,76.603,116.419,28.700,168.266,108.830,366.538,126.475,89.524,43.000,186.716,107.974,60.500,75.226,112.404,176.750,176.247,106.242,133.875,83.942,115.461,112.864,167.809,98.387,18.462,112.574,123.483,42.000,83.762,106.816,26.875,96.892,122.416,95.548,114.265,77.379,37.929,102.504,113.687,31.857,110.371,142.578,35.500,116.009,141.253,42.824,122.831,94.505,58.667,97.401,95.567,40.824,179.890,111.025,119.286,88.342,111.226,81.235,91.943,92.823,161.400,139.598,97.947,58.500,100.361,102.360,126.812,117.594,74.627,61.176,120.874,133.257,98.875,86.663,93.701,88.727,88.335,99.905,64.727,77.349,107.951,17.333,149.963,74.310,39.946,135.553,89.693,38.833,119.691,123.835,28.727,120.331,129.418
349,44.136,118.534,136.805,369.318,118.480,84.168,174.538,122.096,86.703,71.804,185.594,100.123,309.622,130.956,118.939,50.412,108.316,113.148,75.286,127.400,111.841,45.250,114.190,106.360,25.700,111.780,102.466,24.688,101.526,124.638,56.688,80.551,97.389,184.444,73.559,104.133,135.875,169.983,104.696,32.727,160.993,99.925,115.364,119.685,81.295,32.154,121.430,114.056,221.417,80.770,117.468,87.462,78.070,101.115,206.000,131.460,94.647,53.444,107.396,101.008,12.500,109.480,97.176,226.167,117.517,111.763,32.863,95.623,101.248,57.062,84.943,96.878,251.000,76.663,116.463,45.800,167.711,108.367,264.385,126.371,89.480,65.353,186.477,108.056,129.125,75.344,111.988,177.438,176.126,106.342,197.500,83.878,115.572,95.955,168.036,98.195,22.231,112.894,123.568,116.308,83.513,106.427,30.000,96.650,122.104,164.710,114.354,76.842,27.214,102.520,113.604,41.857,110.187,142.805,19.750,115.418,140.934,53.882,123.027,94.717,56.889,97.161,95.314,40.294,180.481,111.228,42.286,88.167,110.965,62.353,92.184,92.559,161.700,139.586,97.918,24.000,100.383,102.503,135.938,117.237,74.679,19.824,120.733,133.490,52.750,86.309,93.548,63.273,88.450,99.816,88.545,77.376,107.665,24.353,150.167,74.217,74.703,135.117,89.638,32.583,119.836,124.211,27.091,120.105,129.071
350,51.500,118.512,136.706,186.682,118.653,84.085,212.154,122.126,86.608,51.804,185.716,100.007,177.514,130.909,118.909,55.353,107.847,113.327,70.429,127.478,112.085,30.500,113.947,106.341,79.200,111.589,103.046,33.812,101.803,124.504,31.875,80.322,97.534,291.000,73.508,104.177,199.000,169.820,104.703,53.136,160.914,99.851,69.091,119.561,81.144,22.462,121.552,114.159,233.250,81.087,117.413,60.769,77.854,100.923,250.235,131.502,94.474,50.389,107.238,100.794,13.750,109.808,97.216,250.889,117.326,111.552,28.353,95.550,101.269,28.812,84.993,96.853,352.615,76.684,116.372,86.000,168.163,108.445,329.231,126.464,89.410,48.706,186.342,107.857,62.812,75.115,112.619,161.438,176.239,106.202,2415.250,84.010,115.453,98.500,167.871,98.435,27.154,113.204,123.659,52.000,83.473,106.317,16.062,96.642,122.225,158.129,114.368,77.048,30.929,102.658,114.655,39.143,110.536,142.541,25.875,115.700,140.636,39.412,122.964,94.490,46.667,97.382,95.146,57.294,180.607,111.433,74.286,88.274,110.917,44.176,91.910,92.727,233.200,139.421,97.788,22.700,100.667,102.346,89.750,117.429,74.686,45.588,120.800,133.336,120.125,86.639,93.560,3.636,88.536,100.130,6.545,77.345,108.035,29.804,150.525,74.644,69.838,135.293,89.427,44.250,119.921,124.017,36.136,120.297,129.250
351,62.273,118.355,137.080,110.773,118.318,84.046,45.000,122.174,86.636,43.922,185.631,100.013,114.432,130.935,119.042,33.706,107.807,113.103,96.857,127.498,111.963,54.667,114.125,106.004,22.200,111.477,103.095,22.875,101.688,125.374,22.688,80.506,97.341,971.000,73.554,104.140,203.062,169.948,104.722,73.773,161.146,99.670,63.591,119.765,81.226,39.154,121.786,114.033,255.833,80.837,117.420,115.846,77.941,100.922,166.412,131.358,94.479,80.000,107.044,100.484,0.000,NaN,NaN,176.556,117.473,111.601,56.039,95.775,101.342,63.750,85.034,96.654,203.308,76.657,116.441,83.300,168.024,108.539,217.538,126.594,89.440,44.176,186.497,107.862,65.500,75.541,111.996,149.938,176.279,106.156,1869.375,83.993,115.462,111.273,167.759,98.431,16.846,112.890,123.427,114.308,83.342,106.515,29.500,96.699,122.256,178.903,114.382,76.844,31.643,102.696,114.113,23.643,110.261,142.755,44.375,115.502,140.731,71.000,123.096,94.557,39.889,97.107,95.394,28.706,180.488,111.373,108.571,88.368,111.164,66.412,91.901,92.716,172.900,139.446,97.963,71.200,100.400,102.338,183.250,117.361,74.598,62.471,120.664,133.341,105.375,86.292,93.423,34.727,88.232,100.024,21.455,77.240,108.014,12.863,149.729,74.500,47.459,135.652,89.622,30.083,119.924,123.575,16.955,120.551,129.092
352,49.091,118.601,136.718,85.545,118.680,84.090,76.154,122.212,86.686,91.882,185.397,100.431,139.622,131.000,118.929,61.000,107.801,113.135,49.714,127.322,111.836,42.250,114.156,106.101,39.200,111.470,102.842,37.812,101.762,124.466,58.938,80.395,97.152,1399.444,73.539,104.164,805.812,169.895,104.836,57.455,161.347,99.880,52.318,119.370,81.152,43.000,121.818,113.853,129.250,80.672,117.422,89.385,77.859,101.110,250.824,131.677,94.512,48.778,107.289,101.199,13.750,109.382,97.196,113.611,117.688,111.494,32.824,95.737,101.044,43.688,84.758,96.667,224.923,76.692,116.423,53.600,168.277,108.447,317.615,126.567,89.565,45.529,186.843,107.633,92.375,75.162,112.416,111.250,176.230,106.140,1399.500,83.995,115.508,146.591,167.817,98.457,21.538,112.939,123.684,68.231,83.541,106.778,18.750,96.676,122.027,104.516,114.390,77.061,53.571,102.507,113.983,26.500,110.585,142.516,41.875,115.741,141.111,18.824,122.955,94.236,45.333,97.040,95.352,17.529,180.190,111.599,187.143,88.296,111.214,47.000,92.078,92.239,246.000,139.455,98.024,77.200,100.336,102.442,125.312,117.441,74.989,30.412,120.746,133.534,38.875,86.670,93.367,14.182,88.219,100.277,25.455,77.564,107.597,28.392,149.919,74.537,30.595,135.533,89.721,72.250,119.541,124.283,19.455,120.360,129.464
353,45.182,118.585,136.766,31.591,118.195,84.392,77.769,122.259,86.606,73.608,185.702,100.177,184.216,130.967,118.980,46.529,108.034,112.958,31.286,126.941,112.009,85.333,113.954,106.402,65.500,111.662,102.852,42.938,101.648,124.461,49.250,80.465,97.090,1153.056,73.474,104.194,673.625,169.815,104.804,58.864,161.145,99.889,44.364,119.577,81.194,24.231,121.796,114.346,173.250,80.881,117.488,79.462,77.806,101.143,219.706,131.556,94.683,49.444,107.235,100.585,12.125,109.953,97.243,59.667,117.697,111.743,53.804,95.611,101.165,49.125,85.191,96.765,262.846,76.800,116.365,63.100,168.290,108.337,253.000,126.423,89.465,106.059,186.492,108.060,104.625,75.368,112.445,120.938,176.253,105.824,1292.500,83.999,115.546,104.136,167.698,98.293,7.923,113.227,123.472,108.769,83.486,106.672,20.438,96.584,121.997,187.032,114.352,76.951,67.071,102.643,113.812,30.786,109.965,142.662,27.250,115.710,140.889,32.529,123.066,94.113,55.444,97.266,95.360,45.059,180.193,111.115,68.571,88.537,111.299,66.529,92.012,92.204,234.500,139.502,97.919,35.900,100.276,102.541,103.250,117.344,74.741,8.706,120.952,133.143,81.500,86.400,93.463,50.909,88.680,99.942,16.364,77.355,107.219,22.157,150.247,74.794,70.541,135.328,89.602,9.750,119.940,123.199,15.364,120.147,129.379
354,35.091,118.685,136.560,79.409,118.221,84.053,78.692,122.118,86.668,68.627,185.363,100.177,300.432,130.964,118.932,101.294,108.148,113.174,70.214,127.334,111.910,92.167,114.105,106.518,63.100,111.775,102.840,44.375,101.874,124.384,59.812,80.340,97.593,1523.722,73.489,104.163,638.000,169.837,104.789,308.818,161.062,99.903,33.773,119.666,80.671,81.615,121.786,114.312,174.167,80.799,117.547,68.154,77.412,101.083,208.118,131.648,94.566,35.778,107.468,100.721,27.875,109.800,97.656,61.222,117.781,111.338,42.784,95.504,101.067,629.438,84.883,96.718,254.077,76.646,116.457,94.800,167.937,108.526,338.615,126.462,89.448,121.353,186.374,107.777,88.875,75.445,112.315,111.500,176.164,106.256,1099.625,83.972,115.439,131.727,167.740,98.447,5.462,112.755,123.526,1010.615,83.527,106.724,35.188,96.651,122.581,186.645,114.311,76.892,31.929,102.552,114.257,38.357,110.269,142.627,49.500,116.113,141.110,18.765,123.171,94.461,37.667,97.653,95.339,12.706,180.348,111.543,49.857,88.593,111.080,80.824,92.204,92.529,199.000,139.504,98.046,104.100,100.366,102.310,136.562,117.327,74.688,43.118,120.954,133.599,321.125,86.464,93.523,18.182,88.886,99.894,41.455,77.428,107.555,22.392,150.484,74.360,50.270,135.527,89.489,28.000,119.775,123.982,25.182,119.869,128.914
355,60.000,118.734,136.835,55.500,118.342,84.050,73.538,121.979,86.669,80.471,185.452,100.315,400.216,130.967,118.937,68.882,107.999,112.901,31.357,126.938,111.761,88.583,114.029,106.087,40.100,111.638,102.783,22.000,101.953,124.804,42.062,80.695,97.255,1697.333,73.505,104.158,477.750,169.962,104.870,610.773,161.025,99.783,45.455,120.006,80.815,29.846,121.900,114.110,224.667,80.809,117.544,71.154,77.855,101.112,173.294,131.769,94.557,113.722,107.238,100.707,8.625,109.661,96.799,37.889,117.302,111.606,57.412,95.554,100.969,313.500,84.915,96.595,248.308,76.639,116.417,34.800,167.628,108.518,228.538,126.517,89.452,65.529,186.831,107.870,71.000,75.312,112.488,109.625,176.302,106.144,552.875,84.013,115.383,100.136,167.644,98.180,12.000,112.888,123.257,942.923,83.561,106.681,24.500,96.930,122.108,199.097,114.241,77.147,23.071,102.701,114.205,29.429,110.531,142.312,86.375,115.550,140.852,32.765,122.794,94.947,32.889,97.407,95.292,39.647,180.225,110.961,117.571,88.281,111.156,49.294,92.147,92.404,161.400,139.642,97.874,68.400,100.503,102.436,127.750,117.340,74.791,41.647,120.952,133.247,181.250,86.481,93.640,19.273,88.347,100.227,31.636,77.126,107.647,7.529,150.444,74.671,52.703,135.499,89.652,43.917,119.599,123.734,28.727,120.225,129.243
356,51.000,118.445,136.641,41.864,118.636,84.136,50.000,122.368,86.470,92.980,185.465,100.147,279.351,130.976,118.948,68.235,108.352,113.321,54.929,127.174,112.027,55.250,114.011,106.122,41.400,111.647,102.918,42.750,101.722,124.540,57.188,80.416,97.435,1543.500,73.483,104.172,222.125,169.777,104.765,155.909,161.065,99.650,55.273,119.598,80.680,55.385,121.604,113.876,172.500,80.935,117.508,59.231,77.781,100.802,138.412,131.408,94.401,38.500,107.333,100.719,35.500,109.568,97.127,71.611,117.025,111.840,68.745,95.706,101.351,91.625,85.193,96.766,216.308,76.429,116.390,60.100,168.249,108.552,323.462,126.460,89.463,50.824,186.737,107.700,57.375,75.473,112.311,101.312,176.058,106.417,314.875,83.947,115.428,130.636,167.690,98.294,29.923,113.280,123.277,899.538,83.555,106.637,33.750,96.733,122.074,175.548,114.361,77.021,78.786,102.717,114.279,35.429,109.771,142.762,21.375,116.013,140.975,44.529,123.145,94.511,51.611,97.189,95.549,29.235,180.798,111.017,80.000,88.475,111.158,63.176,91.967,92.581,180.600,139.556,97.954,12.500,100.377,101.763,85.250,117.438,74.590,68.882,121.000,133.276,73.375,86.531,93.510,24.182,88.715,100.243,97.273,77.309,107.744,10.118,150.284,74.322,60.486,135.779,89.498,55.667,119.663,123.916,12.909,120.184,128.919
