 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23
133,94.444,90.426,137.606,55.750,82.799,119.899,66.000,69.454,89.091,44.000,50.585,50.430,28.750,53.747,55.596,124.667,90.508,130.849,100.167,101.668,124.582,27.125,59.036,64.674,43.400,93.852,129.954,42.250,96.545,91.521,28.722,57.642,75.205,23.111,78.725,124.155,57.500,85.333,77.843,116.588,89.474,91.125,70.250,85.769,135.159,72.400,98.851,125.576,40.667,93.753,125.638,262.125,89.632,107.556,224.364,84.408,97.203,88.500,84.655,67.694,56.769,63.600,93.923,236.333,110.205,118.963,108.182,94.103,107.739
134,202.000,90.286,137.466,59.750,83.027,119.777,58.923,69.149,88.938,44.500,50.691,50.593,98.250,53.603,55.572,98.833,90.432,130.920,91.667,101.678,124.723,61.500,59.529,64.523,76.200,93.914,130.358,118.000,96.731,91.744,38.611,57.434,74.803,28.667,78.679,123.763,89.333,85.377,77.782,92.941,89.378,90.960,148.000,86.095,135.143,82.600,98.834,125.538,124.500,93.653,125.654,198.750,89.836,107.629,164.545,84.481,97.259,82.750,84.750,67.787,62.538,63.548,93.771,178.667,110.205,119.063,76.364,94.042,107.425
135,185.778,90.417,137.433,59.625,82.803,120.120,69.923,69.418,89.397,67.500,50.596,50.329,41.000,53.849,55.390,191.500,90.549,130.879,81.333,101.815,124.604,44.875,59.171,64.503,63.800,93.893,130.714,56.000,96.429,91.745,20.889,57.524,74.651,48.889,78.861,123.999,110.000,85.576,77.769,189.882,89.383,90.719,85.250,85.909,135.046,42.400,98.823,125.203,96.333,93.640,125.478,197.750,89.719,107.591,176.545,84.499,97.123,34.000,84.785,67.787,57.462,63.852,93.866,317.333,110.205,119.150,109.455,94.114,107.642
136,171.778,90.286,137.442,46.000,82.885,120.011,36.385,69.453,89.200,80.000,50.385,50.403,41.750,53.878,55.509,84.833,90.703,130.744,68.667,101.703,124.461,82.500,59.118,64.472,31.000,93.985,130.087,93.000,96.584,91.741,45.944,57.409,74.832,57.778,78.441,123.844,99.833,85.642,77.705,124.941,89.402,91.281,74.250,85.906,135.259,40.200,98.926,125.093,88.500,93.644,125.522,287.375,89.721,107.563,182.909,84.473,97.228,26.500,84.405,67.615,87.231,63.292,93.808,172.000,110.205,118.929,40.909,94.005,107.725
137,133.778,90.337,137.443,36.125,82.665,119.983,78.231,69.526,89.406,75.500,50.351,50.404,72.750,53.778,55.379,80.667,90.441,130.936,93.333,101.491,124.686,50.000,59.353,64.389,15.400,94.085,130.347,28.500,96.565,92.092,25.778,57.335,74.984,60.222,78.447,123.787,247.000,85.669,77.714,170.471,89.388,91.063,54.000,86.110,135.184,112.600,98.956,125.717,44.333,93.570,125.517,225.375,89.596,107.558,157.273,84.543,97.140,44.500,84.409,67.705,70.385,63.597,93.842,223.000,110.205,118.967,87.273,94.158,107.769
138,134.444,90.372,137.521,83.750,83.007,119.957,82.385,69.286,89.313,49.833,50.335,50.480,23.500,53.782,55.675,97.333,90.629,130.931,55.833,101.508,124.605,51.500,59.131,64.337,173.400,93.936,130.356,78.500,96.494,91.656,57.389,57.207,75.029,36.222,78.604,123.934,458.333,85.674,77.829,99.765,89.534,90.985,68.250,86.013,135.180,151.600,98.938,125.268,106.833,93.533,125.417,209.000,89.643,107.646,257.455,84.517,97.167,84.000,84.520,67.653,82.692,63.370,93.822,192.667,110.205,119.003,44.000,94.253,107.662
139,128.000,90.376,137.516,65.375,82.891,119.772,64.308,69.299,89.467,41.500,50.400,50.716,40.500,53.796,55.170,118.833,90.527,130.820,109.333,101.721,124.630,95.625,59.119,64.727,64.200,93.969,130.187,112.250,96.572,91.847,33.111,57.326,75.188,49.778,78.539,123.729,434.667,85.621,77.864,65.882,89.475,91.281,135.250,86.142,135.216,82.200,98.844,125.516,59.000,93.568,125.746,222.375,89.718,107.552,251.273,84.570,97.144,47.000,84.678,67.893,53.231,63.300,93.950,181.000,110.205,119.277,98.000,94.103,107.741
140,144.889,90.346,137.465,48.875,83.076,119.893,78.692,69.326,89.278,107.667,50.513,50.426,43.750,53.695,55.473,102.333,90.465,130.748,165.333,101.673,124.446,72.875,59.131,64.716,73.800,93.893,130.015,304.000,96.583,91.800,62.389,57.249,75.215,77.111,78.458,123.712,139.500,85.630,77.733,107.294,89.336,91.022,59.000,86.191,135.080,98.000,98.927,125.631,101.000,93.593,125.606,250.375,89.567,107.528,232.000,84.537,97.126,27.500,84.568,67.752,42.615,63.518,93.867,190.667,110.205,119.270,75.636,94.130,107.789
141,226.667,90.461,137.440,32.875,82.865,119.968,55.077,69.293,89.338,40.167,50.307,50.537,67.750,53.864,55.358,149.500,90.632,130.800,66.667,101.763,124.670,134.750,59.191,64.717,79.200,93.994,130.726,260.250,96.551,91.797,35.389,57.180,74.837,54.667,78.891,124.016,45.333,85.520,77.754,115.294,89.463,90.901,88.000,86.173,135.246,50.200,98.866,125.316,75.667,93.567,125.393,238.250,89.782,107.522,294.182,84.501,97.219,67.500,84.578,67.735,61.000,63.332,93.775,322.333,110.205,119.141,82.727,93.988,107.679
142,123.333,90.350,137.406,26.375,83.040,119.950,76.692,69.322,89.254,66.500,50.638,50.801,43.000,53.846,55.238,122.167,90.540,130.803,89.167,101.692,124.605,25.375,59.194,64.571,77.800,93.973,130.348,70.500,96.745,91.591,33.500,57.331,75.051,52.222,78.664,123.820,70.667,85.618,77.795,180.235,89.421,91.058,145.750,86.019,135.113,78.600,98.899,125.304,58.667,93.608,125.502,275.750,89.830,107.522,193.818,84.486,97.324,3.250,84.737,67.997,47.615,63.392,93.990,236.667,110.205,119.044,173.818,94.189,107.745
143,114.222,90.422,137.362,27.875,83.231,120.183,65.000,69.350,89.536,32.167,50.451,50.438,29.750,53.694,55.312,148.833,90.438,130.695,123.667,101.552,124.542,67.625,59.097,64.705,37.200,93.948,130.380,72.250,96.832,91.886,42.222,57.454,75.045,32.000,78.632,123.912,46.500,85.507,77.649,125.059,89.424,90.671,115.750,86.019,135.263,100.200,98.914,125.484,55.000,93.727,125.395,212.000,89.760,107.627,194.909,84.494,97.230,72.250,84.723,67.569,43.923,63.374,93.771,210.333,110.205,119.155,63.091,94.112,107.763
144,122.444,90.387,137.685,68.875,82.936,119.934,69.923,69.312,89.177,13.500,50.394,50.689,19.500,54.031,55.518,85.167,90.716,130.715,86.167,101.596,124.690,64.625,59.378,64.860,66.600,93.886,130.623,164.250,96.475,91.856,29.444,57.349,74.858,102.444,78.521,123.983,117.500,85.620,77.845,279.176,89.529,91.142,33.500,85.912,135.012,119.600,98.930,125.302,128.000,93.631,125.586,178.625,89.765,107.547,94.909,84.460,97.202,9.000,84.871,67.511,74.846,63.469,93.755,104.333,110.205,119.236,86.000,94.154,107.671
145,135.111,90.447,137.326,15.000,82.827,120.001,54.692,69.289,89.159,68.667,50.412,50.413,86.000,53.921,55.458,94.667,90.577,130.976,139.667,101.681,124.568,57.250,58.988,64.738,36.200,93.933,130.449,68.250,96.656,91.950,43.333,57.451,75.062,64.222,78.575,123.802,70.333,85.483,77.697,395.059,89.423,91.090,122.750,86.072,135.011,42.400,98.786,125.059,75.333,93.452,125.706,267.250,89.755,107.604,249.273,84.409,97.039,10.500,84.645,67.735,39.846,63.592,93.745,223.000,110.205,119.162,116.364,94.120,107.677
146,167.778,90.455,137.610,41.625,83.069,119.868,65.846,69.340,89.183,55.500,50.620,50.599,11.250,53.861,55.335,52.333,90.588,130.928,74.500,101.752,124.424,42.375,59.174,64.567,27.600,94.020,130.584,45.500,96.705,91.743,15.722,57.225,75.049,11.333,78.585,123.535,33.500,85.351,77.894,537.294,89.456,91.101,41.250,86.134,135.163,98.000,98.947,125.449,121.667,93.767,125.482,303.125,89.641,107.555,210.000,84.479,97.220,43.250,84.473,67.507,43.538,63.386,93.735,271.667,110.205,119.133,118.727,94.170,107.867
147,203.111,90.360,137.519,27.125,82.678,120.016,64.231,69.301,89.205,52.000,50.483,50.448,68.750,53.806,55.575,141.500,90.666,130.825,86.833,101.820,124.492,50.250,59.043,64.679,37.800,93.893,130.189,133.500,96.657,91.825,21.000,57.371,75.037,20.889,78.816,124.076,96.833,85.551,77.625,330.000,89.451,91.130,90.000,86.078,135.188,74.200,98.842,125.372,102.667,93.413,125.742,230.000,89.764,107.434,198.364,84.403,97.217,22.500,84.978,67.742,66.385,63.600,93.797,234.667,110.205,119.249,103.273,94.116,107.729
148,152.222,90.249,137.461,130.500,82.864,120.051,88.231,69.327,89.163,100.500,50.329,50.353,58.250,53.635,55.503,166.167,90.368,130.869,114.833,101.554,124.595,59.500,58.992,64.494,59.200,93.893,130.224,23.750,96.676,91.794,38.833,57.231,75.360,112.222,78.610,123.907,64.000,85.452,77.776,272.941,89.345,91.046,39.500,86.029,135.295,134.200,98.865,125.305,57.500,93.432,125.818,158.250,89.933,107.621,206.364,84.548,97.152,14.500,84.785,67.478,70.462,63.413,93.803,245.000,110.205,119.154,63.818,94.158,107.691
149,127.556,90.380,137.358,34.375,83.252,120.044,75.692,69.525,89.120,80.833,50.355,50.407,53.500,53.827,55.381,95.833,90.510,130.828,103.000,101.503,124.462,58.375,59.220,64.773,25.600,93.911,130.406,81.750,96.593,91.833,32.222,57.240,75.078,21.111,78.693,123.845,53.667,85.153,77.890,173.059,89.405,91.015,190.000,86.129,135.199,199.000,98.871,125.040,124.667,93.550,125.741,262.500,89.631,107.553,203.455,84.469,97.125,36.000,84.938,67.578,32.923,63.573,94.086,133.333,110.205,118.897,79.636,94.066,107.881
150,171.778,90.336,137.520,95.000,82.802,119.864,72.308,69.302,89.262,41.000,50.367,50.514,58.000,53.645,55.282,106.167,90.495,130.839,76.833,101.608,124.667,25.750,59.490,64.373,95.800,93.882,130.250,90.000,96.695,91.741,37.111,57.427,75.060,71.778,78.597,123.909,59.500,85.554,77.912,144.471,89.386,91.022,91.500,86.103,135.114,209.600,98.833,125.242,87.333,93.621,125.574,247.125,89.643,107.473,183.091,84.503,97.379,28.750,84.820,67.878,63.692,63.493,93.972,216.333,110.205,118.901,97.818,94.124,107.721
151,121.556,90.345,137.471,31.000,83.149,120.049,59.308,69.558,89.304,46.667,50.873,50.448,27.250,53.785,55.474,48.500,90.668,131.035,92.500,101.586,124.859,33.125,59.256,64.757,8.000,94.085,129.774,121.750,96.533,91.970,30.167,57.197,74.652,23.778,78.585,123.845,28.833,85.826,77.768,97.176,89.475,90.944,123.500,86.062,135.207,89.200,98.888,125.321,97.000,93.659,125.667,216.375,89.812,107.626,178.545,84.513,97.216,50.000,84.532,67.837,40.538,63.471,93.994,317.333,110.205,119.129,69.455,94.100,107.523
152,114.889,90.341,137.564,43.625,82.600,120.089,60.154,69.265,89.129,90.167,50.245,50.582,76.500,53.915,55.504,189.500,90.556,130.735,168.667,101.656,124.712,66.875,59.099,64.469,35.200,93.942,130.737,54.000,96.460,91.759,55.444,57.319,74.967,117.778,78.559,124.009,71.667,85.655,77.721,75.765,89.372,91.002,67.500,85.850,135.278,98.200,98.803,125.359,173.167,93.641,125.670,263.375,89.828,107.513,99.455,84.594,97.292,44.500,84.724,67.857,44.923,63.668,93.817,268.333,110.205,118.987,72.000,94.151,107.588
153,114.000,90.253,137.500,99.750,83.007,119.862,102.308,69.198,89.449,66.500,50.433,50.370,47.000,53.958,55.572,106.333,90.519,130.948,91.333,101.664,124.536,33.125,58.913,64.541,79.200,93.852,130.296,108.000,96.594,91.662,36.333,57.511,75.146,30.222,78.754,123.788,37.000,85.515,77.775,87.647,89.432,90.876,23.750,86.273,135.116,157.800,98.920,125.628,101.500,93.704,125.660,216.125,89.772,107.565,194.000,84.402,97.315,4.250,85.059,67.699,45.308,63.909,93.984,112.000,110.205,119.131,41.636,94.058,107.791
154,188.222,90.352,137.512,50.250,82.980,119.924,43.769,69.456,89.327,74.167,50.479,50.518,61.250,53.593,55.513,120.000,90.532,130.810,84.667,101.668,124.678,56.625,59.273,64.636,85.400,93.895,130.211,67.500,96.560,91.761,40.444,57.207,74.925,32.667,78.606,123.668,99.500,85.447,77.876,120.941,89.405,90.534,95.750,86.014,135.170,78.600,98.840,125.336,48.833,93.713,125.694,224.375,89.784,107.521,235.455,84.495,97.175,25.000,84.503,67.747,59.077,63.392,93.876,142.333,110.205,119.027,98.909,94.065,107.627
155,110.667,90.399,137.502,57.875,82.835,119.709,51.308,69.386,89.155,47.000,50.630,50.644,93.000,53.758,55.340,92.833,90.248,130.883,82.833,101.826,124.706,38.750,59.116,64.543,36.000,93.923,130.241,69.750,96.465,91.954,44.389,57.531,75.194,90.222,78.664,124.038,128.833,85.389,77.685,116.000,89.418,91.141,121.750,86.083,135.195,38.400,98.875,125.384,79.000,93.674,125.581,255.375,89.782,107.534,243.636,84.466,97.267,66.500,84.575,67.589,60.231,63.578,93.950,211.000,110.205,119.104,76.545,94.095,108.010
156,143.556,90.391,137.322,56.875,82.798,119.771,54.923,69.382,89.002,31.167,50.402,50.493,68.750,53.750,55.458,193.167,90.589,130.825,126.333,101.518,124.537,65.875,59.407,64.652,63.600,93.969,130.425,27.750,96.459,91.627,44.611,57.548,75.204,35.111,78.577,123.808,25.000,85.816,77.878,97.529,89.424,90.894,68.250,85.919,135.109,83.400,98.856,125.195,81.500,93.537,125.463,231.125,89.759,107.630,183.091,84.455,97.337,18.000,84.565,67.554,57.769,63.376,94.002,181.000,110.205,119.050,79.455,94.011,107.779
157,221.778,90.425,137.417,52.500,82.675,119.952,64.923,69.433,89.298,50.833,50.621,50.509,45.500,53.751,55.451,116.333,90.557,130.929,87.333,101.762,124.550,17.375,59.249,64.575,35.000,93.933,130.309,70.500,96.644,91.722,23.611,57.382,75.271,17.333,78.680,124.036,77.667,85.562,77.895,146.588,89.454,90.997,327.250,86.082,135.137,88.400,98.864,125.518,193.500,93.477,125.506,188.625,89.760,107.585,118.545,84.448,97.262,38.750,84.643,67.509,79.077,63.344,93.841,197.000,110.205,119.014,58.364,93.904,107.733
158,234.222,90.425,137.510,31.500,82.710,119.893,92.154,69.409,89.472,43.500,50.398,50.711,69.250,53.609,55.400,176.000,90.658,130.845,92.500,101.692,124.547,44.250,59.391,64.521,72.800,93.950,130.368,96.250,96.666,91.694,19.500,57.538,74.448,57.556,78.583,123.612,118.000,85.579,77.683,117.294,89.465,91.099,512.250,85.965,135.123,134.000,98.964,125.275,135.667,93.585,125.624,199.250,89.775,107.551,233.091,84.480,97.171,55.000,84.523,67.495,53.462,63.388,94.096,227.000,110.205,119.015,88.364,94.116,107.486
159,244.000,90.426,137.393,47.625,83.173,120.037,67.923,69.314,89.265,76.167,50.572,50.694,18.750,53.785,55.703,104.333,90.533,130.915,168.167,101.841,124.441,34.375,59.407,64.539,53.000,93.834,130.409,97.000,96.603,91.842,22.167,57.350,75.113,62.667,78.616,123.821,79.000,85.603,77.865,108.353,89.471,90.988,564.000,86.005,135.086,38.800,98.932,125.309,99.667,93.605,125.629,184.500,89.792,107.493,175.636,84.463,97.298,68.250,84.668,67.432,19.692,63.397,93.719,146.000,110.205,119.294,197.091,94.100,107.731
160,301.778,90.302,137.498,23.375,82.879,119.853,51.231,69.501,89.100,47.833,50.510,50.542,15.500,53.730,55.295,404.667,90.440,130.732,122.000,101.694,124.644,65.875,59.227,64.700,22.000,93.885,130.239,149.000,96.540,91.783,46.222,57.438,75.095,10.889,78.844,124.028,57.333,85.669,77.685,70.706,89.439,90.960,432.750,86.074,135.044,151.800,98.870,125.349,146.500,93.617,125.495,184.000,89.751,107.591,153.636,84.482,97.030,5.750,84.637,67.735,73.846,63.396,93.926,213.333,110.205,119.025,117.273,94.107,107.683
161,279.333,90.329,137.556,55.125,83.013,119.849,55.615,69.180,89.276,77.167,50.614,50.410,102.500,53.820,55.705,1188.167,90.518,130.810,117.833,101.689,124.436,19.125,59.231,64.447,30.400,93.857,130.092,34.250,96.533,92.107,21.611,57.452,74.991,82.667,78.603,123.884,89.000,85.652,77.784,140.000,89.378,90.961,176.750,86.163,135.266,103.800,98.868,125.263,109.167,93.639,125.599,220.250,89.634,107.645,164.727,84.422,97.313,90.000,84.632,67.502,57.692,63.346,93.866,140.667,110.205,119.239,78.909,94.016,107.581
162,299.333,90.335,137.502,50.625,83.079,119.882,80.231,69.283,89.327,51.000,50.602,50.443,38.750,53.637,55.463,1054.667,90.426,130.759,93.500,101.623,124.600,19.875,59.379,64.343,42.000,93.914,130.228,88.500,96.752,91.693,28.944,57.317,74.881,61.556,78.568,123.829,38.667,85.662,78.202,129.412,89.407,91.202,75.250,86.090,135.372,80.800,98.871,125.295,104.500,93.705,125.501,259.625,89.889,107.525,182.909,84.443,97.310,52.500,84.634,67.973,48.462,63.285,93.583,247.667,110.205,118.956,169.273,94.096,107.755
163,812.667,90.377,137.416,20.625,83.006,119.729,78.692,69.534,89.084,62.333,50.390,50.482,35.500,53.833,55.566,625.333,90.540,130.861,110.500,101.701,124.758,48.250,59.186,64.627,60.000,93.923,130.697,104.500,96.631,91.836,41.000,57.548,75.088,47.333,78.604,123.761,65.333,85.725,77.624,151.059,89.353,90.854,121.250,86.022,134.955,141.800,98.876,125.405,93.167,93.674,125.642,160.875,89.724,107.583,193.091,84.408,97.224,22.250,84.531,67.735,71.154,63.537,93.946,281.000,110.205,119.299,133.636,94.110,107.701
164,906.222,90.326,137.502,89.125,82.905,119.981,52.308,69.383,89.199,69.000,50.546,50.399,26.250,53.558,55.412,302.333,90.439,130.790,75.167,101.698,124.596,41.750,59.165,64.583,115.000,93.931,130.403,54.500,96.652,91.928,46.222,57.468,74.964,23.778,78.733,123.781,83.333,85.595,77.612,85.882,89.427,90.949,115.000,86.090,135.169,162.400,98.859,125.000,144.667,93.583,125.618,271.500,89.728,107.564,205.818,84.454,97.160,24.000,84.491,67.457,48.462,63.296,93.870,221.667,110.205,119.022,104.909,94.182,107.654
165,660.222,90.332,137.518,65.875,83.118,119.867,63.385,69.340,89.343,49.167,50.520,50.578,35.500,53.787,55.645,156.167,90.460,130.798,93.833,101.597,124.644,67.875,59.210,64.702,47.800,93.928,130.461,62.000,96.535,91.859,37.333,57.329,75.032,80.889,78.521,123.739,84.833,85.708,77.867,125.647,89.486,91.213,236.750,86.145,135.127,149.800,98.840,125.228,139.167,93.583,125.610,205.750,89.772,107.559,214.364,84.481,97.263,18.250,84.547,67.735,24.308,63.570,93.670,113.333,110.205,119.147,26.909,94.351,107.767
166,403.111,90.364,137.462,43.125,82.793,120.009,80.692,69.260,89.325,73.500,50.442,50.401,111.250,53.787,55.309,70.167,90.641,130.848,174.167,101.578,124.778,49.875,59.161,64.571,33.800,93.968,130.471,69.750,96.765,91.597,47.389,57.611,74.951,159.778,78.547,123.759,36.833,85.628,77.679,82.471,89.358,91.204,124.750,85.839,135.220,96.600,98.981,125.184,32.500,93.662,125.840,246.875,89.776,107.632,171.818,84.438,97.193,4.500,84.389,67.511,37.923,63.236,93.741,148.000,110.205,119.001,81.818,94.022,107.531
167,192.222,90.303,137.457,29.750,83.079,119.930,46.923,69.262,89.280,19.167,50.566,50.391,35.750,53.690,55.641,83.333,90.668,130.858,90.167,101.652,124.505,45.500,59.377,64.686,86.400,93.826,130.036,88.250,96.641,91.843,42.778,57.193,74.759,332.000,78.595,123.861,104.167,85.563,77.822,140.000,89.465,91.053,91.000,86.118,135.312,61.600,98.953,125.219,112.000,93.569,125.661,259.375,89.689,107.577,213.636,84.426,97.186,16.250,84.814,68.016,29.462,63.636,93.837,213.000,110.205,118.749,74.545,94.147,107.730
168,105.111,90.348,137.490,81.625,82.828,120.037,43.231,69.292,89.103,39.000,50.379,50.641,31.000,53.768,55.355,62.167,90.521,130.730,121.667,101.507,124.607,52.750,59.137,64.553,66.400,93.952,130.242,74.250,96.636,91.841,37.389,57.080,74.858,163.778,78.492,123.725,81.833,85.404,77.770,110.235,89.458,90.686,65.250,86.251,135.083,120.000,98.806,125.530,104.333,93.695,125.325,197.750,89.645,107.619,152.364,84.543,97.151,55.500,84.838,67.848,37.231,63.331,93.867,254.000,110.205,119.240,72.909,93.966,107.618
169,149.778,90.238,137.416,98.125,82.962,119.977,97.538,69.265,89.265,35.833,50.551,50.349,102.250,53.894,55.590,126.000,90.703,130.794,162.167,101.607,124.433,69.250,59.192,64.288,35.600,93.923,130.028,27.000,96.373,91.680,32.389,57.449,74.858,280.222,78.646,123.809,124.500,85.711,77.875,114.353,89.476,90.924,61.000,86.237,135.110,104.600,98.868,125.277,135.167,93.570,125.504,305.625,89.681,107.522,118.182,84.454,97.231,54.750,84.699,68.031,33.538,63.440,93.784,268.000,110.205,119.171,91.818,94.107,107.646
170,75.778,90.331,137.445,79.750,82.869,120.167,58.385,69.239,89.253,46.667,50.426,50.692,82.500,53.928,55.324,60.000,90.391,130.806,143.833,101.730,124.659,27.000,59.385,64.248,62.000,93.970,130.579,53.500,96.762,91.767,32.000,57.598,74.901,176.444,78.694,123.832,81.333,85.489,77.555,166.471,89.478,90.982,75.000,85.896,135.178,126.600,98.865,125.480,111.833,93.774,125.512,205.875,89.769,107.519,78.545,84.634,97.260,31.250,84.165,67.735,27.769,63.745,93.715,184.000,110.205,118.914,86.182,93.995,107.737
171,153.333,90.201,137.437,74.875,82.950,120.038,97.769,69.315,89.164,46.167,50.650,50.448,38.250,53.785,55.398,84.000,90.464,130.928,102.500,101.661,124.667,69.750,59.279,64.772,52.600,93.918,130.436,89.000,96.606,91.911,52.389,57.342,75.052,50.667,78.502,123.897,31.833,85.392,77.837,124.706,89.462,90.894,116.750,86.016,135.243,59.400,98.863,125.409,116.833,93.682,125.514,265.125,89.740,107.561,224.545,84.485,97.174,7.250,84.806,67.788,56.538,63.688,93.885,121.333,110.205,119.350,241.091,94.149,107.796
172,85.556,90.318,137.601,311.750,82.966,119.937,41.769,69.506,89.273,98.167,50.600,50.506,49.500,53.755,55.614,113.167,90.648,130.721,100.167,101.632,124.483,68.875,59.279,64.400,108.600,93.987,130.696,79.500,96.594,91.823,45.667,57.203,74.877,46.444,78.681,123.550,119.000,85.557,77.654,142.824,89.426,90.781,65.250,86.197,135.208,97.200,98.859,125.106,74.833,93.471,125.809,216.500,89.709,107.483,149.818,84.468,97.208,55.000,84.389,67.827,46.000,63.558,93.955,118.667,110.205,119.098,125.455,94.110,107.739
173,86.222,90.478,137.342,254.875,82.897,119.941,99.308,69.286,89.244,77.000,50.843,50.411,133.250,53.803,55.476,124.000,90.655,130.722,159.500,101.659,124.567,50.125,59.353,64.426,105.600,94.012,129.932,24.000,96.571,91.909,45.722,57.164,75.071,88.222,78.553,123.897,79.333,85.621,77.917,107.059,89.423,91.257,101.000,85.948,134.967,69.200,98.851,125.351,131.833,93.620,125.652,203.000,89.807,107.623,131.091,84.464,97.243,108.500,84.731,67.783,77.154,63.581,93.881,259.667,110.205,119.148,148.909,94.122,107.679
174,62.889,90.324,137.718,45.000,82.732,120.058,88.308,69.195,89.254,38.333,50.298,50.597,79.500,54.003,55.593,171.667,90.519,130.714,53.833,101.563,124.424,24.750,59.086,64.427,95.400,93.924,130.395,147.500,96.689,91.798,33.667,57.503,75.116,60.222,78.648,123.953,66.500,85.351,77.733,87.765,89.382,90.742,108.000,86.052,135.202,129.800,98.850,125.385,78.500,93.660,125.608,283.375,89.796,107.564,168.364,84.420,96.988,37.500,84.500,67.532,36.846,63.541,93.719,413.000,110.205,119.242,214.364,94.048,107.752
175,147.111,90.218,137.512,75.500,82.846,119.952,53.769,69.517,89.068,112.167,50.677,50.608,45.000,53.737,55.893,108.333,90.536,130.766,89.000,101.653,124.464,64.125,59.287,64.564,32.800,93.777,130.472,60.500,96.670,91.855,58.167,57.233,74.987,59.556,78.482,123.854,42.333,85.471,77.884,107.765,89.371,90.811,27.500,85.777,135.261,119.800,98.872,125.501,73.667,93.850,125.590,173.250,89.785,107.564,288.545,84.526,97.222,59.000,84.692,67.655,17.000,63.983,93.525,273.000,110.205,119.060,175.455,94.057,107.746
176,100.889,90.381,137.469,12.875,83.030,120.179,39.231,69.389,89.324,128.667,50.625,50.536,101.750,53.855,55.579,152.500,90.587,130.850,85.667,101.531,124.588,47.500,59.425,64.457,39.600,94.007,130.499,38.250,96.618,91.804,29.333,57.624,74.924,21.333,78.811,123.784,84.500,85.456,77.777,186.471,89.487,90.769,14.500,86.185,135.058,121.400,98.858,125.248,112.333,93.636,125.604,179.750,89.809,107.459,220.727,84.486,97.181,38.750,84.931,67.653,86.462,63.593,93.902,243.667,110.205,119.004,157.455,94.061,107.683
177,95.778,90.501,137.335,34.750,82.662,120.034,42.385,69.423,89.259,128.833,50.529,50.449,79.250,53.848,55.401,98.333,90.496,130.852,137.333,101.620,124.491,14.250,59.264,64.385,81.600,93.917,129.977,78.250,96.652,91.940,41.833,57.300,75.213,54.889,78.606,123.878,99.833,85.534,77.947,122.353,89.472,90.855,63.250,86.088,134.963,77.400,98.931,125.068,103.500,93.596,125.707,230.375,89.700,107.580,287.455,84.489,97.268,58.500,84.660,67.902,42.308,63.458,93.834,223.333,110.205,118.933,91.455,94.068,107.735
178,163.333,90.390,137.504,83.875,82.918,120.020,75.308,69.244,89.041,18.167,50.392,50.548,55.750,53.823,55.409,103.000,90.393,130.701,102.000,101.826,124.587,86.125,59.279,64.283,72.600,93.950,130.286,95.000,96.761,91.662,37.444,57.357,74.988,14.000,78.816,124.155,66.667,85.411,77.693,109.294,89.529,90.955,32.000,85.974,135.211,138.400,98.835,125.261,114.333,93.705,125.481,245.500,89.841,107.537,170.364,84.440,97.203,12.750,84.755,68.015,68.692,63.806,93.630,203.667,110.205,119.064,82.000,93.962,107.760
179,224.000,90.264,137.508,19.500,82.929,120.123,53.154,69.149,89.117,41.500,50.282,50.440,80.500,53.753,55.532,109.167,90.480,130.786,79.833,101.573,124.742,47.000,59.231,64.400,66.200,93.787,130.391,160.500,96.668,91.814,55.333,57.463,74.921,26.444,78.499,123.845,110.167,85.692,77.853,117.529,89.424,90.788,87.000,86.030,135.229,110.800,98.985,125.354,66.000,93.715,125.498,209.125,89.686,107.589,261.273,84.433,97.295,22.750,84.485,67.790,29.923,63.597,93.926,126.667,110.205,118.918,92.182,94.124,107.707
180,76.667,90.640,137.553,43.875,82.891,119.978,68.077,69.361,89.235,58.667,50.473,50.530,32.500,53.601,55.509,118.667,90.664,130.709,52.833,101.766,124.622,51.125,59.051,64.549,42.400,93.858,130.178,66.750,96.589,91.801,27.556,57.344,74.837,57.333,78.633,123.839,36.000,85.563,77.652,110.118,89.485,91.055,87.500,86.013,135.148,109.200,98.863,125.075,104.333,93.796,125.489,279.000,89.733,107.609,207.273,84.499,97.152,47.000,84.874,67.832,24.231,63.375,93.724,234.000,110.205,118.977,84.364,94.155,107.524
181,90.444,90.196,137.490,72.375,82.960,120.201,52.846,69.246,89.216,69.500,50.657,50.555,64.500,53.649,55.525,96.000,90.611,130.976,114.500,101.400,124.692,35.000,59.232,64.797,86.200,93.976,130.332,120.000,96.593,91.925,28.667,57.227,75.158,71.111,78.548,123.688,69.333,85.698,77.935,147.882,89.409,90.965,61.000,86.040,135.373,134.200,98.929,125.312,78.167,93.499,125.420,215.125,89.653,107.559,191.636,84.485,97.040,65.000,85.015,67.655,39.769,63.588,93.809,159.333,110.205,119.498,89.818,94.185,107.571
