 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23
1,150.222,90.355,137.582,98.125,82.953,119.928,37.538,69.187,89.186,53.667,50.296,50.649,40.750,53.528,55.531,98.167,90.428,130.761,52.333,101.469,124.608,15.375,59.153,64.602,55.200,94.032,130.291,124.750,96.559,91.607,37.833,57.469,74.790,37.333,78.519,123.714,62.500,85.634,77.673,150.235,89.455,90.874,49.250,85.860,134.917,59.000,98.930,125.438,87.500,93.570,125.527,178.250,89.846,107.522,157.455,84.370,97.262,0.000,NaN,NaN,64.538,63.507,93.794,231.667,110.205,119.233,92.000,94.061,107.706
2,1150.222,90.350,137.468,58.375,83.036,120.137,69.154,69.315,89.221,51.167,50.294,50.594,144.500,53.679,55.582,87.167,90.428,130.953,74.500,101.662,124.578,49.875,59.183,64.723,48.600,93.929,130.426,68.500,96.623,91.634,36.944,57.388,74.955,106.222,78.470,123.884,48.667,85.489,77.680,145.529,89.361,90.903,255.750,85.994,135.041,85.600,98.980,125.526,55.500,93.612,125.362,130.875,89.675,107.458,153.455,84.544,97.087,18.250,84.925,67.905,75.692,63.584,93.803,143.000,110.205,119.000,75.091,93.909,107.662
3,1226.444,90.348,137.473,53.250,82.958,120.085,74.846,69.317,89.424,76.833,50.560,50.755,113.750,53.705,55.574,46.000,90.416,130.895,72.833,101.616,124.737,53.625,59.129,64.550,67.400,93.891,130.435,40.500,96.511,91.969,21.111,57.235,75.143,87.111,78.675,123.976,64.500,85.652,77.689,154.941,89.423,90.987,174.750,86.169,135.037,60.000,98.932,125.450,120.000,93.753,125.479,176.625,89.607,107.508,164.545,84.467,97.156,0.000,NaN,NaN,73.077,63.410,93.700,116.667,110.205,118.959,82.182,94.119,107.713
4,809.556,90.370,137.472,293.875,82.831,120.015,93.000,69.206,89.348,74.333,50.643,50.690,135.000,53.640,55.432,145.000,90.476,130.822,39.667,101.870,124.591,43.625,59.212,64.311,46.600,93.901,129.920,145.500,96.539,91.666,49.111,57.333,75.075,52.667,78.751,123.685,48.333,85.434,77.671,147.294,89.540,90.896,80.250,86.013,134.955,95.200,98.880,125.273,78.500,93.537,125.565,220.875,89.834,107.566,191.091,84.456,96.954,15.000,84.475,67.611,64.538,63.804,93.704,216.667,110.205,118.698,57.818,93.972,107.761
5,690.667,90.372,137.544,235.000,82.772,120.036,72.385,68.923,89.246,54.833,50.528,50.524,160.000,53.871,55.566,57.000,90.608,130.789,64.167,101.834,124.616,44.125,59.022,64.870,96.800,93.885,130.274,82.500,96.548,91.607,70.000,57.292,74.781,29.111,78.557,123.819,77.833,85.506,78.036,122.824,89.443,91.126,143.000,86.213,135.033,109.400,98.848,125.455,75.333,93.762,125.656,197.000,89.714,107.628,139.818,84.440,97.160,51.000,84.501,67.717,47.615,63.410,93.773,231.667,110.205,118.940,136.000,94.016,107.494
6,862.222,90.374,137.503,48.375,82.989,120.020,63.692,69.273,89.259,37.167,50.467,50.659,19.500,53.737,55.645,84.500,90.471,130.918,25.333,101.741,124.655,31.375,59.307,64.508,55.400,93.944,129.947,64.000,96.530,91.569,36.111,57.319,74.901,33.111,78.629,124.061,161.833,85.613,77.869,152.353,89.521,90.983,96.500,86.113,134.938,98.600,98.793,125.376,64.000,93.616,125.452,205.250,89.621,107.562,147.273,84.506,97.210,7.750,84.345,67.735,67.923,63.569,93.601,233.333,110.205,118.985,74.182,93.912,107.741
7,493.333,90.396,137.497,67.500,83.047,119.978,120.846,69.345,89.299,299.167,50.399,50.423,37.750,53.613,55.232,40.500,90.416,130.911,67.000,101.638,124.696,77.875,59.363,64.549,64.200,94.047,130.601,65.500,96.812,91.752,44.000,57.217,74.948,44.889,78.662,124.014,50.667,85.577,77.825,156.706,89.432,90.947,87.750,86.141,135.239,36.400,98.856,125.327,116.667,93.619,125.556,208.250,89.652,107.546,215.091,84.508,97.212,40.000,84.696,67.551,64.538,63.711,93.679,168.333,110.205,118.955,97.091,93.947,107.623
8,190.667,90.280,137.342,91.875,82.953,120.032,248.692,69.253,89.233,290.167,50.543,50.460,112.250,53.951,55.490,56.167,90.541,130.952,124.333,101.656,124.421,11.000,59.323,64.624,87.600,93.999,130.273,51.500,96.380,91.730,13.222,57.037,74.760,31.778,78.607,124.133,86.667,85.475,77.888,74.471,89.342,90.959,93.750,86.004,135.276,119.400,98.854,125.413,57.333,93.579,125.503,160.125,89.793,107.648,162.727,84.505,97.099,39.250,84.621,67.498,78.692,63.458,93.798,188.667,110.205,118.879,86.727,93.975,107.639
9,123.111,90.434,137.444,33.250,82.714,120.052,228.154,69.126,89.273,91.667,50.566,50.660,237.250,53.735,55.559,80.333,90.487,130.853,121.833,101.497,124.480,43.750,59.261,64.426,71.600,93.953,130.177,165.500,96.558,91.789,20.222,57.328,74.815,28.222,78.539,123.967,72.667,85.761,77.718,94.000,89.515,90.875,29.750,86.114,135.398,35.200,98.908,125.409,107.500,93.599,125.623,230.375,89.634,107.508,147.818,84.497,97.176,24.000,84.475,67.725,80.769,63.381,93.813,121.333,110.205,119.290,126.182,94.132,107.593
10,130.889,90.478,137.472,83.875,82.950,120.000,138.308,69.426,89.410,48.333,50.614,50.723,127.000,53.682,55.335,79.500,90.654,130.948,67.000,101.884,124.554,23.125,59.224,64.250,34.200,93.974,130.027,82.250,96.445,91.514,29.667,57.345,75.083,28.444,78.495,123.765,43.667,85.698,77.718,115.059,89.475,91.016,66.250,86.165,135.261,92.600,98.878,125.264,109.000,93.567,125.520,151.000,89.804,107.410,257.636,84.490,97.144,28.500,84.818,67.618,79.385,63.473,93.772,141.000,110.205,118.937,119.818,94.118,107.681
11,190.000,90.426,137.504,54.375,82.961,119.970,96.923,69.376,89.389,11.000,50.305,50.403,154.500,53.851,55.663,73.000,90.508,130.862,105.000,101.664,124.714,50.625,59.233,64.767,109.200,93.954,130.360,70.500,96.519,91.692,21.000,57.084,75.105,22.444,78.585,123.876,112.667,85.582,77.849,97.412,89.441,90.800,59.500,85.996,135.204,87.000,98.951,125.111,123.667,93.618,125.478,221.375,89.498,107.580,157.636,84.431,97.180,0.000,NaN,NaN,70.769,63.466,93.756,215.000,110.205,119.194,125.091,93.991,107.538
12,151.556,90.308,137.294,47.625,82.955,119.758,70.846,69.335,89.410,21.500,50.796,50.538,45.250,53.725,55.686,42.333,90.778,130.851,80.000,101.448,124.666,62.750,59.277,64.656,40.600,93.967,130.059,110.500,96.515,91.751,35.833,57.146,75.156,13.111,78.685,123.535,55.667,85.690,77.606,71.176,89.412,90.981,56.000,86.028,135.184,55.800,98.795,125.634,79.333,93.755,125.664,213.500,89.772,107.601,259.636,84.471,97.220,0.000,NaN,NaN,57.077,63.517,93.696,159.667,110.205,119.102,113.818,94.127,107.734
13,100.889,90.347,137.553,37.750,83.037,120.060,62.154,69.370,89.295,71.000,50.359,50.518,45.000,53.739,55.790,63.667,90.694,130.832,73.667,101.651,124.594,60.750,59.442,64.693,40.000,93.862,130.288,103.000,96.716,91.683,35.333,57.355,75.179,9.333,78.378,124.015,82.500,85.768,77.937,84.118,89.432,91.119,153.750,86.006,135.148,81.800,98.939,125.331,55.833,93.694,125.371,155.250,89.612,107.588,177.636,84.429,97.157,77.250,84.582,67.574,59.385,63.484,93.707,119.667,110.205,119.138,91.091,94.148,107.588
14,218.889,90.436,137.451,49.750,83.057,120.008,120.308,68.987,89.139,80.667,50.675,50.565,42.750,53.557,55.587,78.333,90.556,130.715,62.667,101.758,124.416,37.625,59.177,64.457,97.800,94.017,130.165,56.250,96.536,91.675,49.556,57.053,74.945,43.333,78.746,123.770,36.833,85.736,78.128,146.353,89.413,91.054,55.250,86.092,134.984,54.200,98.801,125.597,37.333,93.821,125.524,163.375,89.827,107.594,263.273,84.509,97.158,70.250,84.545,67.487,61.154,63.661,93.844,78.000,110.205,118.986,177.455,93.912,107.828
15,146.222,90.467,137.660,24.750,83.049,119.809,28.615,69.101,89.283,52.333,50.569,50.434,127.000,53.773,55.516,80.167,90.486,130.934,53.333,101.678,124.657,29.750,59.480,64.583,74.400,93.888,130.370,73.500,96.646,91.817,36.722,57.308,74.759,25.111,78.703,123.831,129.667,85.629,77.855,121.647,89.369,90.782,72.250,86.104,135.244,33.800,98.786,125.188,90.333,93.665,125.711,180.000,89.779,107.500,167.818,84.524,96.913,74.500,84.572,67.814,72.769,63.480,93.877,223.000,110.205,119.029,148.364,94.058,107.662
16,78.889,90.522,137.417,54.625,83.017,120.119,115.923,69.202,89.590,52.333,50.319,50.541,35.000,53.767,55.346,117.500,90.497,130.717,23.667,101.887,124.631,19.375,59.279,64.555,85.800,93.828,130.365,117.000,96.555,91.857,35.222,57.192,74.915,0.000,NaN,NaN,41.000,85.642,77.700,96.824,89.461,91.114,186.000,86.048,135.131,67.600,98.826,125.240,149.667,93.628,125.626,192.375,89.710,107.518,276.364,84.519,97.209,19.250,84.471,67.860,47.154,63.456,93.711,194.333,110.205,119.375,61.091,94.164,107.790
17,124.000,90.361,137.347,66.125,83.012,120.082,75.769,69.360,89.247,25.500,50.320,50.596,80.250,53.689,55.445,664.833,90.579,130.764,54.667,101.718,124.824,14.000,59.351,64.134,131.400,93.950,130.389,73.500,96.580,91.639,48.889,57.309,75.018,55.333,78.584,123.957,47.000,85.489,77.652,81.529,89.393,90.777,57.000,86.126,135.065,32.400,98.957,125.223,92.167,93.675,125.784,201.500,89.754,107.642,155.818,84.450,97.265,1.000,84.785,67.580,51.231,63.543,93.740,112.667,110.205,118.725,130.727,94.081,107.659
18,183.556,90.406,137.628,54.625,83.078,119.987,66.308,69.142,89.199,12.333,50.584,50.496,73.000,53.737,55.642,1094.833,90.525,130.813,55.333,101.768,124.416,59.375,59.125,64.402,111.000,93.974,130.457,97.500,96.539,91.659,29.667,57.523,74.935,70.889,78.593,123.813,55.167,85.664,77.748,91.647,89.393,90.869,73.500,85.937,134.996,52.000,98.879,125.058,79.667,93.534,125.521,199.875,89.771,107.530,180.909,84.520,97.089,30.250,84.785,67.702,58.154,63.616,93.908,196.000,110.205,118.918,87.818,93.989,107.623
19,130.222,90.269,137.518,61.250,82.904,119.992,82.769,69.210,89.192,111.667,50.391,50.691,39.750,53.840,55.600,636.167,90.478,130.849,73.167,101.720,124.476,31.125,59.326,64.675,32.400,93.794,130.747,85.500,96.663,91.484,41.056,57.508,74.730,65.556,78.440,123.697,51.000,85.559,77.982,111.647,89.372,91.034,78.500,86.149,135.190,46.000,98.897,125.599,130.000,93.644,125.545,160.750,89.813,107.544,166.909,84.503,97.005,7.000,84.375,67.735,95.231,63.596,93.764,75.667,110.205,119.259,46.182,94.039,107.823
20,181.556,90.411,137.447,43.875,82.771,119.959,62.000,69.196,89.473,78.833,50.757,50.572,64.250,53.850,55.335,379.000,90.521,130.805,90.333,101.765,124.353,35.000,59.165,64.421,83.600,93.897,130.262,40.750,96.441,91.692,33.333,57.207,75.072,32.222,78.455,123.702,66.000,85.648,77.620,129.294,89.441,90.839,96.000,85.993,135.219,32.800,98.901,125.440,138.333,93.615,125.518,266.625,89.679,107.469,227.273,84.522,97.205,41.250,84.886,67.853,61.231,63.431,93.587,217.333,110.205,119.198,134.545,94.066,107.695
21,89.778,90.274,137.332,37.750,82.688,119.831,72.615,69.136,89.250,68.000,50.477,50.358,57.250,53.712,55.382,226.167,90.609,130.829,152.500,101.587,124.477,36.500,59.157,64.458,67.000,93.935,130.354,91.750,96.560,91.602,35.056,57.569,75.305,66.222,78.756,123.910,83.333,85.416,77.785,67.176,89.393,90.952,107.750,86.095,135.150,76.600,98.898,125.433,71.000,93.653,125.765,223.375,89.672,107.473,142.000,84.477,97.232,15.750,84.519,67.514,62.769,63.413,93.780,200.000,110.205,119.275,148.364,93.990,107.731
22,117.778,90.471,137.655,82.625,82.839,120.228,68.308,69.303,89.241,38.000,50.719,50.439,84.750,53.874,55.346,109.667,90.397,130.819,351.167,101.681,124.609,35.125,59.329,64.710,124.200,93.951,130.347,107.000,96.503,91.756,34.833,57.253,75.014,24.444,78.537,123.896,101.333,85.477,77.705,96.941,89.506,90.795,90.250,85.870,135.306,181.000,98.974,125.299,23.000,93.633,125.930,256.500,89.777,107.610,132.727,84.443,97.264,7.250,85.095,67.735,48.077,63.470,93.803,229.667,110.205,119.024,107.818,94.083,107.488
23,170.667,90.356,137.485,45.125,82.927,119.934,61.308,69.488,89.231,41.500,50.584,50.387,73.000,53.676,55.502,108.000,90.465,130.796,166.833,101.636,124.656,21.875,59.218,64.881,85.800,94.037,130.250,53.500,96.600,91.608,25.333,57.277,75.061,25.556,78.501,123.554,68.333,85.481,77.840,107.176,89.443,91.042,121.750,86.120,135.129,134.200,98.944,125.286,78.667,93.666,125.593,192.625,89.743,107.593,186.727,84.392,97.187,54.750,84.721,67.816,86.385,63.664,93.977,191.333,110.205,119.123,113.455,94.052,107.615
24,205.333,90.394,137.384,62.375,82.859,119.713,214.231,69.235,89.039,15.500,50.798,50.855,119.750,53.722,55.571,118.833,90.601,130.950,130.500,101.645,124.672,74.000,59.029,64.561,59.400,93.891,130.463,59.750,96.774,91.864,46.333,57.388,75.106,48.889,78.640,123.791,97.333,85.599,77.867,110.471,89.502,90.847,50.750,86.065,135.320,24.800,98.910,125.765,113.000,93.479,125.639,218.375,89.725,107.603,159.091,84.481,96.948,1.500,84.785,67.425,36.615,63.689,93.875,95.000,110.205,119.177,109.818,94.097,107.745
25,131.556,90.297,137.467,36.625,83.065,119.939,180.538,69.336,89.263,48.167,50.620,50.514,140.250,53.704,55.496,67.833,90.520,130.872,58.500,101.728,124.511,101.000,59.217,64.684,38.400,94.001,130.179,73.500,96.491,91.920,34.278,57.100,75.322,12.222,78.636,123.535,59.167,85.491,77.851,174.118,89.471,90.992,86.500,86.005,135.229,70.600,98.887,125.418,99.333,93.672,125.464,212.250,89.702,107.704,214.727,84.450,97.306,21.500,84.475,67.544,110.308,63.380,93.730,181.000,110.205,119.129,122.545,94.097,107.793
26,130.444,90.399,137.452,89.750,82.860,120.122,211.385,69.358,89.335,47.167,50.341,50.479,52.750,53.735,55.585,78.667,90.523,130.959,72.000,101.514,124.618,108.750,58.998,64.518,75.600,93.980,130.342,65.000,96.496,91.750,36.222,57.498,74.938,23.333,78.488,123.877,68.167,85.801,77.556,87.412,89.331,91.086,112.500,85.945,135.096,25.800,98.942,125.037,77.500,93.522,125.424,260.500,89.753,107.630,124.909,84.476,97.107,78.500,84.627,67.645,50.308,63.505,93.532,176.000,110.205,119.222,100.364,94.055,107.574
27,252.667,90.441,137.543,58.625,82.827,119.833,160.846,69.332,89.415,55.500,50.620,50.553,68.000,53.712,55.610,89.000,90.632,130.851,51.667,101.377,124.550,438.375,59.119,64.624,78.800,93.834,130.126,151.750,96.416,91.778,28.611,57.477,75.099,28.667,78.679,123.742,54.167,85.594,77.488,82.824,89.500,90.878,47.000,86.172,135.020,34.200,99.005,125.061,93.500,93.845,125.680,200.625,89.642,107.517,162.909,84.512,97.106,2.250,84.165,67.735,66.538,63.309,93.674,199.000,110.205,119.147,106.727,93.963,107.540
28,114.000,90.315,137.616,56.000,83.191,119.909,150.615,69.153,89.263,48.500,50.543,50.462,132.500,53.732,55.661,112.333,90.528,130.927,37.667,101.812,124.417,300.875,59.252,64.539,103.400,93.964,130.167,118.250,96.589,91.802,35.167,57.476,75.221,26.222,78.438,123.779,103.667,85.530,77.800,61.529,89.509,90.833,55.000,86.119,135.199,70.800,98.746,125.177,100.500,93.642,125.521,249.625,89.825,107.559,232.727,84.511,97.179,68.250,84.541,67.663,67.077,63.421,93.701,99.000,110.205,118.978,115.455,94.082,107.806
29,172.889,90.410,137.544,43.375,82.751,119.920,128.154,69.227,89.386,59.167,50.337,50.332,63.250,53.772,55.624,56.167,90.532,130.795,32.167,101.734,124.756,251.750,59.207,64.494,50.800,94.006,130.221,43.500,96.784,91.910,40.278,57.538,74.843,78.667,78.559,123.929,50.167,85.362,77.932,104.000,89.474,90.882,84.250,85.994,135.208,50.400,98.913,125.096,72.833,93.481,125.467,198.750,89.726,107.522,249.636,84.420,97.216,33.000,84.386,67.735,84.923,63.462,93.613,145.667,110.205,118.815,71.091,94.128,107.905
30,141.556,90.242,137.476,56.125,82.861,120.077,143.308,69.280,89.170,82.333,50.549,50.524,115.500,54.002,55.375,72.500,90.634,130.743,46.833,101.686,124.506,175.875,59.304,64.521,64.400,93.941,130.170,17.750,96.775,91.981,25.222,57.287,75.063,12.667,78.672,124.014,75.167,85.741,77.888,125.765,89.514,90.742,37.750,85.865,135.311,27.600,98.989,125.159,56.167,93.683,125.617,194.875,89.865,107.530,184.545,84.494,97.102,17.250,84.740,67.780,46.538,63.764,93.769,210.000,110.205,118.931,72.182,94.019,107.645
31,128.667,90.410,137.478,54.875,83.165,119.790,54.769,69.245,89.438,37.000,50.695,50.400,162.500,53.851,55.518,59.000,90.468,130.770,129.667,101.714,124.655,140.750,59.190,64.598,55.200,93.861,130.249,81.750,96.425,91.764,44.667,57.378,75.158,20.222,78.817,123.555,164.333,85.526,77.839,117.412,89.411,90.990,40.750,86.189,135.222,26.600,98.742,125.358,112.500,93.820,125.506,243.625,89.672,107.645,181.455,84.446,97.129,12.000,84.785,67.451,42.846,63.449,93.833,117.000,110.205,119.311,137.091,94.104,107.777
32,240.667,90.367,137.461,89.500,82.887,119.942,64.923,69.357,89.461,53.833,50.651,50.610,69.750,53.757,55.561,71.000,90.621,130.669,105.000,101.775,124.665,173.250,59.207,64.713,88.200,93.954,130.529,83.000,96.568,91.962,23.500,57.128,74.959,57.556,78.529,123.905,48.333,85.374,77.679,114.471,89.351,90.947,96.250,85.872,135.142,49.600,98.798,124.966,86.167,93.581,125.487,189.625,89.675,107.555,153.455,84.555,97.092,4.500,84.165,67.735,56.154,63.652,93.600,141.333,110.205,119.133,85.818,94.045,107.854
33,134.889,90.442,137.512,37.625,82.795,120.122,91.615,69.299,89.291,50.333,50.839,50.473,47.500,53.733,55.640,96.500,90.406,130.968,76.667,101.844,124.604,149.750,59.185,64.602,6.800,94.076,130.464,43.500,96.670,91.911,29.667,57.511,75.005,34.667,78.609,124.046,75.500,85.541,77.877,140.824,89.437,90.831,85.500,86.011,135.263,56.800,98.981,124.903,94.000,93.571,125.287,240.625,89.736,107.575,228.727,84.498,97.261,8.000,84.475,67.842,38.077,63.774,93.652,91.333,110.205,119.033,101.273,94.116,107.485
34,113.111,90.273,137.521,61.000,82.920,120.054,87.769,69.270,89.196,42.500,50.487,50.652,87.000,53.634,55.634,121.500,90.494,130.668,52.667,101.628,124.616,204.750,59.101,64.616,61.800,93.961,130.132,65.750,96.501,91.871,26.778,57.180,75.414,58.444,78.518,123.884,87.833,85.381,77.841,72.471,89.464,90.970,107.500,86.089,135.088,73.800,98.903,125.884,130.167,93.490,125.601,204.500,89.665,107.700,209.455,84.513,97.196,22.000,84.281,67.619,53.769,63.706,93.751,139.333,110.205,118.994,129.273,94.132,107.647
35,106.222,90.198,137.541,21.500,82.705,120.112,92.769,69.316,89.286,31.500,50.547,50.562,76.750,53.785,55.548,122.667,90.698,130.702,56.167,101.679,124.557,64.375,59.203,64.671,56.200,93.937,130.309,81.250,96.664,91.693,32.167,57.557,75.065,38.444,78.804,123.936,85.167,85.507,77.834,171.529,89.366,90.873,106.750,86.018,135.189,124.600,98.914,125.013,87.833,93.626,125.506,190.000,89.573,107.551,240.364,84.490,97.225,10.500,84.475,68.045,92.615,63.488,93.708,177.000,110.205,118.992,101.636,93.969,107.711
36,178.889,90.291,137.444,78.500,83.127,119.969,63.769,69.455,89.363,77.167,50.577,50.466,55.750,53.768,55.453,88.000,90.648,130.804,37.000,102.070,124.751,36.000,59.333,64.768,107.000,93.909,130.411,121.000,96.551,91.781,23.389,57.470,75.353,122.000,78.502,123.636,59.500,85.679,77.988,105.059,89.391,91.128,66.500,85.893,135.130,94.400,98.935,125.389,88.500,93.648,125.555,271.125,89.731,107.575,149.818,84.554,97.179,37.750,84.403,67.737,76.462,63.476,93.722,204.333,110.205,118.857,65.636,94.025,107.616
37,171.556,90.376,137.581,27.000,82.891,120.197,62.846,69.485,89.231,43.167,50.431,50.504,48.000,53.783,55.301,105.000,90.599,130.697,76.167,101.644,124.425,30.500,59.258,64.419,45.800,93.778,130.515,101.750,96.623,91.798,23.333,57.252,75.140,63.778,78.696,123.814,72.833,85.698,77.775,146.588,89.426,90.790,49.000,85.892,135.120,65.600,99.045,125.338,65.667,93.574,125.556,188.500,89.723,107.586,195.091,84.479,97.189,0.000,NaN,NaN,75.308,63.470,93.626,226.333,110.205,118.676,129.636,93.991,107.705
38,108.000,90.431,137.457,43.125,82.942,119.961,102.846,69.300,89.280,68.667,50.417,50.638,102.250,53.861,55.503,75.667,90.540,130.808,104.833,101.637,124.466,54.250,59.143,64.596,35.400,93.996,129.957,83.000,96.717,91.802,31.111,57.408,75.126,31.556,78.788,123.921,118.667,85.490,77.689,179.059,89.399,91.030,61.750,85.912,135.093,42.400,98.935,125.222,77.167,93.697,125.633,278.125,89.675,107.557,110.000,84.518,97.173,27.250,84.475,67.618,43.846,63.353,93.784,191.000,110.205,119.030,136.545,94.031,107.570
39,147.333,90.303,137.455,28.000,82.971,119.877,68.769,69.568,89.464,49.167,50.352,50.391,63.750,53.712,55.478,126.167,90.678,130.876,16.333,101.816,124.541,38.500,59.171,64.763,84.200,93.875,130.530,79.000,96.614,91.741,39.556,57.370,74.856,64.667,78.426,123.897,75.667,85.544,77.748,124.824,89.435,91.106,99.250,86.173,135.162,116.600,98.947,125.451,57.667,93.543,125.284,268.875,89.835,107.562,199.091,84.535,97.233,51.500,84.647,67.717,59.231,63.432,93.841,338.667,110.205,118.880,68.182,94.059,107.747
40,129.556,90.422,137.424,45.750,82.831,119.918,55.615,69.456,89.273,47.833,50.249,50.630,195.750,53.603,55.475,100.667,90.501,130.705,60.500,101.691,124.556,59.500,59.260,64.371,139.600,93.916,130.161,61.750,96.570,91.538,51.556,57.372,74.840,44.444,78.503,123.814,51.000,85.673,77.972,118.588,89.444,91.061,41.250,86.076,135.247,106.200,98.787,124.995,57.167,93.671,125.543,230.625,89.810,107.572,213.091,84.421,97.249,10.500,84.505,67.905,62.231,63.395,93.776,165.333,110.205,119.008,51.091,94.110,107.894
41,153.111,90.346,137.474,34.625,82.705,120.067,117.462,69.318,89.283,98.500,50.521,50.367,111.250,53.662,55.569,98.667,90.612,130.838,41.167,101.564,124.656,26.000,59.194,64.915,40.400,93.975,130.266,57.500,96.600,91.800,31.222,57.460,74.776,78.444,78.740,124.133,122.167,85.609,77.906,152.353,89.453,90.969,84.000,86.131,135.035,118.000,98.861,124.951,62.000,93.841,125.390,163.875,89.864,107.435,192.182,84.519,97.195,7.000,84.785,67.735,35.692,63.340,93.792,239.000,110.205,118.877,75.636,94.104,107.689
42,165.333,90.305,137.321,48.625,82.809,119.993,97.538,69.184,89.238,101.333,50.466,50.522,136.750,53.761,55.457,39.333,90.703,130.815,109.667,101.615,124.649,54.375,59.209,64.502,8.200,93.775,130.037,79.250,96.596,91.808,33.167,57.415,75.248,23.778,78.820,123.686,22.167,85.734,77.832,86.706,89.441,90.888,61.750,85.851,135.005,28.800,98.797,125.432,85.167,93.729,125.650,207.125,89.788,107.631,198.727,84.517,97.177,52.250,84.576,67.760,94.615,63.584,93.727,95.333,110.205,119.149,130.000,94.167,107.585
43,157.111,90.377,137.429,20.875,82.819,119.850,74.923,69.078,89.323,27.500,50.414,50.762,28.000,53.987,55.413,113.667,90.580,130.676,29.833,101.608,124.713,57.750,59.178,64.799,67.000,93.823,130.252,83.500,96.471,91.650,37.889,57.115,74.939,77.111,78.450,123.799,48.833,85.653,77.637,71.176,89.500,91.043,93.500,85.915,135.184,46.200,98.994,125.157,125.500,93.794,125.577,229.250,89.667,107.511,154.182,84.552,97.201,23.000,84.664,67.671,56.769,63.544,93.764,90.333,110.205,118.779,57.273,94.214,107.907
44,125.111,90.320,137.431,59.250,82.709,119.992,84.077,69.304,89.275,70.667,50.448,50.338,86.000,53.640,55.454,104.000,90.424,130.771,70.333,101.859,124.574,56.625,59.274,64.806,15.600,93.918,130.597,28.250,96.529,92.074,33.556,57.433,74.916,54.444,78.550,123.753,68.833,85.533,77.798,146.118,89.439,91.148,174.750,86.100,135.214,64.000,98.847,125.653,66.000,93.466,125.474,193.250,89.766,107.463,205.273,84.462,97.282,78.000,84.553,67.655,60.385,63.419,93.802,178.667,110.205,119.160,73.273,94.183,107.657
45,102.889,90.498,137.374,42.250,82.808,120.037,80.231,69.131,89.172,63.000,50.541,50.432,129.000,53.822,55.322,152.167,90.526,130.945,30.500,101.510,124.619,67.000,59.077,64.617,75.400,93.972,130.353,67.000,96.676,91.854,19.722,57.543,74.751,20.667,78.798,123.535,105.833,85.730,77.786,106.000,89.468,90.963,53.000,85.952,134.952,89.000,98.823,125.155,104.333,93.733,125.630,223.750,89.773,107.470,193.455,84.475,97.367,25.250,84.512,67.585,56.231,63.564,93.862,171.000,110.205,119.214,90.364,93.975,107.647
46,130.444,90.369,137.555,61.750,83.121,119.940,69.231,69.253,89.235,62.000,50.612,50.583,126.500,53.963,55.548,83.500,90.705,130.830,90.333,101.645,124.623,41.000,59.255,64.680,30.800,93.795,130.345,14.250,96.304,91.861,16.278,57.257,74.333,40.222,78.486,124.059,51.000,85.850,77.879,78.706,89.427,91.073,77.000,86.041,135.062,69.800,98.946,125.208,53.167,93.813,125.475,175.750,89.771,107.628,174.727,84.520,97.155,59.500,84.556,67.785,69.000,63.385,93.965,129.667,110.205,118.829,153.636,94.139,107.574
47,133.111,90.340,137.446,72.250,82.789,119.867,119.231,69.258,89.347,98.667,50.490,50.552,65.250,53.707,55.575,111.500,90.466,130.835,43.000,101.765,124.609,29.000,59.229,64.650,27.200,94.019,130.460,102.500,96.474,91.858,45.944,57.259,75.001,92.444,78.671,123.785,86.500,85.628,77.761,113.294,89.424,90.970,54.500,86.122,135.331,81.400,98.882,125.594,58.333,93.760,125.512,212.000,89.729,107.618,151.455,84.509,97.144,21.500,84.475,67.454,68.769,63.618,93.837,155.000,110.205,118.784,111.091,94.178,107.699
48,171.556,90.404,137.432,77.875,82.743,120.098,92.538,69.190,89.372,54.500,50.410,50.709,78.750,53.686,55.501,87.667,90.529,130.938,33.667,101.755,124.703,95.500,59.222,64.540,77.600,93.980,130.476,84.250,96.466,91.662,17.611,57.077,75.110,56.222,78.423,123.906,73.333,85.524,77.766,112.588,89.415,91.023,95.000,86.007,135.140,19.800,98.841,125.307,109.000,93.715,125.478,205.625,89.858,107.627,195.455,84.479,97.197,5.500,84.221,67.763,59.615,63.718,93.726,150.333,110.205,118.971,87.091,94.039,107.737
49,189.556,90.263,137.432,67.125,82.895,119.970,93.923,69.291,89.274,29.833,50.389,50.501,121.750,53.648,55.561,84.167,90.580,130.922,31.167,101.765,124.598,27.000,59.143,64.948,56.600,93.947,129.893,63.500,96.571,91.882,32.944,57.319,75.203,31.111,78.536,123.796,39.500,85.552,77.943,172.588,89.392,91.041,76.500,85.993,135.217,37.800,98.984,125.328,159.667,93.570,125.438,168.625,89.683,107.661,234.909,84.544,97.091,55.500,84.796,67.692,58.308,63.310,93.682,145.667,110.205,118.840,63.273,94.179,107.590
