 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20
1,103.500,78.252,60.756,99.750,86.932,62.448,97.625,78.273,81.298,72.364,129.463,59.281,90.500,96.425,73.961,102.875,102.476,78.877,81.412,60.886,63.888,130.500,75.949,97.060,122.706,71.712,90.433,60.000,98.555,42.425,152.381,115.891,72.574,92.833,93.261,76.633,27.750,69.905,93.088,32.583,110.613,75.831,80.667,106.428,76.789,46.143,85.643,91.733,26.571,100.757,71.613,94.727,105.482,40.127,29.500,106.518,82.780,97.750,75.662,101.734
2,124.125,78.231,60.756,109.750,86.740,62.339,95.000,78.355,81.345,24.545,129.184,59.432,87.000,96.257,73.800,68.375,102.582,78.915,34.588,60.838,64.351,78.000,76.111,97.015,39.176,71.842,90.452,72.750,98.746,42.679,108.762,115.919,72.563,110.833,93.105,76.454,124.250,70.106,93.201,49.417,110.791,76.095,103.048,106.354,76.615,28.714,85.615,92.040,34.714,100.641,71.646,81.455,105.484,40.321,38.000,106.280,82.509,83.000,75.682,101.421
3,67.750,78.259,60.616,80.250,86.955,62.418,126.500,78.376,81.098,47.818,129.273,59.517,103.500,96.432,73.871,57.250,102.477,78.645,48.118,60.975,63.800,48.250,75.842,97.301,54.118,72.364,90.382,47.125,98.793,42.689,150.286,115.829,72.567,40.333,93.023,76.656,146.750,70.096,93.113,33.667,110.767,75.669,123.333,106.523,76.675,68.857,85.758,91.777,22.714,100.677,71.642,33.636,105.530,40.147,47.500,106.192,82.560,117.375,75.624,101.387
4,86.625,78.098,60.692,59.500,86.894,62.151,46.375,78.095,81.241,102.909,129.294,59.344,63.833,96.334,73.616,49.625,102.461,78.847,47.412,61.029,64.127,18.750,76.072,97.011,77.059,72.262,90.474,95.750,98.599,42.691,64.952,115.740,72.732,53.500,93.399,76.616,59.750,70.067,93.137,66.250,110.673,75.904,108.476,106.463,76.536,31.714,85.701,91.500,25.571,100.533,71.855,55.091,105.563,40.204,86.833,106.271,82.950,124.875,75.470,101.379
5,48.000,78.297,60.741,44.250,86.785,62.412,122.375,78.045,81.167,17.818,129.539,59.517,49.833,96.411,73.682,28.750,102.675,78.658,62.941,60.834,64.454,143.250,76.034,97.221,105.294,71.965,90.378,104.125,98.754,42.745,54.095,115.681,72.624,109.833,93.333,76.560,152.000,70.040,93.102,40.500,110.704,76.158,108.762,106.400,76.925,51.571,85.801,91.703,14.571,100.546,71.254,51.455,105.558,40.223,71.333,106.333,82.712,71.625,75.561,101.482
6,90.625,78.139,60.824,53.250,87.026,62.091,97.625,78.186,81.175,27.455,129.747,59.275,74.500,96.247,73.765,40.625,102.238,78.816,70.353,60.821,64.129,156.000,75.919,97.124,71.059,72.233,90.541,78.500,98.717,42.651,126.762,115.789,72.621,43.667,92.968,76.512,50.500,70.207,93.373,45.333,110.742,75.723,62.000,106.422,76.946,17.714,86.025,92.223,49.857,100.702,71.799,32.545,105.489,40.432,61.333,106.220,82.704,137.000,75.580,101.354
7,94.500,78.231,60.788,41.000,86.787,62.119,116.750,78.375,81.104,47.091,129.436,59.474,109.833,96.486,73.770,77.500,102.372,78.722,59.294,60.814,64.211,140.500,75.851,97.050,121.529,71.964,90.413,186.125,98.768,42.705,78.857,115.994,72.627,185.167,93.068,76.553,16.250,69.667,93.174,82.917,110.482,75.858,90.952,106.490,76.752,33.000,85.814,92.212,12.714,100.341,71.173,72.545,105.527,40.335,144.333,106.421,82.565,85.125,75.592,101.589
8,114.250,78.170,60.865,37.750,87.244,62.469,151.500,78.264,81.193,20.000,128.985,59.500,66.167,96.491,73.752,77.250,102.396,78.768,43.529,61.042,63.888,61.750,75.995,97.210,114.118,71.918,90.299,149.000,98.717,42.535,58.762,115.914,72.699,98.667,93.169,76.571,64.500,69.964,93.437,46.000,110.707,75.807,57.619,106.536,76.892,41.429,85.619,92.150,47.857,100.699,71.402,45.818,105.447,40.384,68.667,106.192,82.787,135.500,75.799,101.575
9,105.375,78.226,60.711,41.500,86.837,62.390,94.000,78.355,81.176,38.909,129.419,59.351,54.667,96.373,73.610,50.625,102.514,78.763,32.824,61.012,64.189,202.000,75.670,97.167,63.647,72.110,90.431,152.250,98.574,42.587,122.952,115.756,72.505,51.500,92.754,76.542,72.250,70.240,92.990,70.417,110.644,76.011,45.143,106.428,76.837,40.143,85.619,91.416,49.571,100.409,71.765,59.455,105.583,40.276,28.333,106.341,82.834,114.875,75.692,101.368
10,76.625,78.251,60.880,84.750,86.864,62.376,115.000,78.270,81.221,29.636,129.301,59.519,138.167,96.351,73.672,72.250,102.595,78.992,62.000,60.847,64.072,130.000,75.954,97.205,31.882,72.251,90.365,199.000,98.771,42.633,92.286,116.036,72.555,81.167,92.925,76.595,58.250,70.139,93.203,38.500,110.673,75.643,100.571,106.522,76.984,43.429,85.735,92.059,49.286,100.569,71.526,21.818,105.731,40.163,54.000,105.970,82.797,131.375,75.673,101.451
11,76.875,78.408,60.793,59.250,86.921,62.468,83.625,78.369,81.242,45.273,129.657,59.583,140.000,96.269,73.632,58.000,102.418,78.818,58.118,61.032,63.850,90.000,75.904,97.161,50.941,71.731,90.304,88.500,98.516,42.633,61.143,115.680,72.702,113.667,93.051,76.550,108.750,70.017,93.067,44.667,110.838,75.847,102.571,106.409,76.664,58.857,85.762,91.877,60.286,100.605,71.630,63.818,105.719,40.106,42.500,106.399,82.848,108.750,75.548,101.449
12,91.875,78.286,60.732,85.250,86.966,62.039,65.500,78.315,81.384,21.091,129.754,59.421,32.667,96.450,73.682,86.125,102.461,78.945,82.824,60.948,63.945,68.750,75.832,97.258,63.412,72.304,90.335,80.750,98.801,42.669,89.143,115.937,72.664,112.167,92.898,76.546,20.250,70.031,92.895,35.000,110.836,76.427,127.810,106.426,76.831,12.143,86.025,92.046,22.143,100.651,71.167,54.727,105.601,40.212,28.667,106.609,82.611,57.000,75.610,101.494
13,78.125,78.297,60.851,66.750,86.794,62.401,133.000,78.255,81.129,56.727,129.222,59.421,108.667,96.273,73.661,74.250,102.417,78.779,119.765,60.861,64.032,145.250,76.190,97.165,42.000,71.968,90.456,192.750,98.615,42.652,76.762,115.896,72.761,86.000,92.863,76.669,46.000,70.215,92.941,83.750,110.684,75.778,126.000,106.566,76.947,72.714,85.775,91.891,24.143,100.623,71.483,0.000,NaN,NaN,68.333,106.179,82.818,88.250,75.475,101.561
14,40.000,78.235,60.894,69.000,86.898,62.449,85.125,77.997,81.174,79.818,129.600,59.344,87.667,96.389,73.769,53.250,102.635,78.917,48.706,60.911,63.987,97.750,75.981,97.232,81.647,71.829,90.403,150.000,98.543,42.645,82.857,115.716,72.812,160.667,92.933,76.518,44.500,69.942,93.007,35.583,110.539,75.969,95.810,106.580,76.760,68.286,85.812,91.761,17.000,100.415,71.611,32.909,105.343,40.087,46.667,106.309,82.704,70.000,75.628,101.169
15,78.750,78.364,60.669,55.250,86.843,62.405,122.125,78.243,81.272,73.091,129.455,59.350,90.000,96.260,73.799,27.875,102.372,78.832,66.471,60.834,63.990,91.750,76.061,97.165,47.176,71.740,90.438,103.125,98.533,42.660,58.095,115.858,72.670,81.667,93.037,76.504,94.500,70.039,92.970,42.583,110.533,75.948,76.762,106.377,76.837,23.000,85.644,91.801,28.000,100.794,71.819,42.000,105.468,40.079,27.000,106.240,82.938,100.750,75.539,101.454
16,50.375,78.289,60.523,103.250,86.855,62.346,101.625,78.389,81.203,35.273,129.572,59.229,67.167,96.625,73.869,35.625,102.482,78.679,29.294,60.858,63.771,102.750,75.953,97.187,72.235,71.889,90.430,158.875,98.689,42.566,37.238,115.952,72.703,62.000,92.938,76.544,30.500,69.905,93.211,36.000,110.682,76.160,98.190,106.327,76.810,44.143,85.755,91.771,36.143,100.577,72.304,34.727,105.672,40.145,66.667,106.378,82.745,85.125,75.572,101.443
17,111.375,78.024,60.834,53.250,86.850,62.306,99.625,78.233,81.239,21.818,129.329,59.517,62.333,96.167,73.864,72.250,102.671,78.818,102.588,60.989,63.951,77.750,75.771,97.174,115.765,72.204,90.409,166.500,98.547,42.544,85.810,115.922,72.706,121.167,92.920,76.552,31.750,69.790,93.048,26.667,110.629,75.828,60.000,106.620,76.865,39.714,85.599,91.799,46.143,100.682,71.545,41.636,105.399,40.123,67.333,106.388,82.786,45.375,75.614,101.217
18,82.250,78.464,60.704,74.750,86.988,62.415,104.750,78.237,81.232,31.818,129.827,59.245,78.667,96.231,73.824,54.375,102.601,78.880,78.824,60.863,63.958,162.000,75.950,97.210,46.471,72.136,90.174,131.500,98.664,42.561,86.762,115.836,72.688,115.333,93.336,76.531,79.750,69.993,93.201,100.750,110.541,76.307,103.238,106.472,76.793,71.143,85.776,91.306,63.429,100.661,71.632,50.000,105.493,40.427,26.500,106.091,82.845,105.875,75.443,101.550
19,96.625,78.165,60.785,65.000,86.950,62.333,164.375,78.172,81.113,34.909,129.205,59.517,78.667,96.447,73.672,57.875,102.327,78.507,70.118,60.759,63.951,169.250,76.096,97.220,126.235,71.855,90.323,105.125,98.389,42.663,88.476,115.932,72.512,79.833,93.181,76.603,70.500,70.016,92.990,76.000,110.671,76.154,134.000,106.568,76.920,40.143,85.685,91.562,62.286,100.680,71.411,44.909,105.500,39.918,65.333,106.129,82.683,67.125,75.574,101.540
20,69.875,78.431,60.682,53.750,86.809,62.502,155.250,78.433,81.127,50.000,129.632,59.434,44.333,96.469,73.811,40.625,102.406,78.808,43.059,60.999,64.367,146.750,75.891,97.370,86.824,71.959,90.380,137.125,98.464,42.722,34.571,115.720,72.891,124.167,93.175,76.540,34.250,69.835,93.117,65.333,110.704,75.742,97.429,106.587,76.804,50.857,85.853,91.851,24.714,100.624,71.240,47.091,105.504,40.273,34.333,106.565,82.889,90.500,75.537,101.482
21,121.625,78.513,60.635,131.500,86.875,62.367,97.125,78.329,81.126,24.182,129.658,59.561,43.333,96.330,73.658,84.125,102.437,78.645,62.706,61.007,64.137,140.000,75.944,97.306,97.176,71.894,90.374,148.875,98.637,42.464,64.095,115.504,72.950,72.667,92.975,76.564,66.500,69.994,93.239,51.333,110.806,76.147,131.714,106.675,76.935,43.143,85.774,91.793,36.429,100.779,71.686,39.636,105.437,40.435,33.500,106.383,82.775,107.000,75.561,101.613
22,64.875,78.454,60.374,77.250,87.046,62.157,51.125,78.223,81.127,37.273,129.649,59.438,48.500,96.500,73.741,49.375,102.599,78.919,31.412,60.905,64.202,111.000,75.884,97.128,34.941,72.119,90.204,123.125,98.630,42.633,86.381,115.820,72.585,82.667,92.748,76.562,9.000,70.525,93.155,49.083,110.777,75.724,104.476,106.516,76.837,52.000,85.816,91.721,64.714,100.741,71.508,119.273,105.550,40.238,35.333,106.346,82.928,122.625,75.589,101.321
23,86.000,78.319,60.716,15.000,86.888,62.429,49.625,78.040,81.272,52.364,129.123,59.390,76.833,96.270,73.778,56.000,102.294,78.843,51.647,60.973,63.920,133.750,76.030,97.130,98.353,72.013,90.426,187.375,98.546,42.500,128.286,115.938,72.579,109.833,93.299,76.582,49.000,70.077,93.198,44.000,110.648,76.170,74.476,106.658,76.907,8.429,85.410,91.379,41.429,100.580,71.743,69.818,105.499,40.449,63.167,106.219,82.671,105.500,75.805,101.576
24,142.750,78.126,60.707,42.000,86.815,62.428,56.250,78.101,81.287,26.727,129.309,59.219,97.000,96.321,73.769,33.375,102.607,78.761,85.059,60.855,63.842,30.000,75.898,97.242,54.000,71.956,90.468,148.750,98.561,42.702,68.952,115.913,72.749,119.833,93.013,76.574,54.000,70.061,93.129,45.333,110.613,75.691,141.238,106.585,76.861,46.286,85.689,91.646,39.571,100.655,71.395,68.909,105.460,39.760,22.000,106.109,82.775,95.875,75.700,101.625
25,93.125,78.275,60.640,55.250,86.993,62.504,84.875,78.433,81.216,42.182,129.305,59.675,56.000,96.618,73.723,25.875,102.485,78.624,71.765,60.799,64.065,72.500,75.873,97.164,70.706,72.016,90.463,103.250,98.681,42.554,99.238,115.844,72.670,126.500,93.039,76.617,33.500,69.748,93.127,68.667,110.710,75.895,142.571,106.504,76.779,61.143,85.806,91.865,31.429,100.663,71.552,36.000,105.655,40.100,27.333,106.164,82.657,96.125,75.521,101.315
26,127.375,78.266,60.791,66.750,87.174,62.355,49.250,78.107,81.343,49.818,129.307,59.409,53.833,96.115,73.737,52.375,102.434,78.769,68.824,60.848,64.052,98.000,75.804,97.332,64.941,72.129,90.421,199.750,98.657,42.747,127.524,115.792,72.526,57.667,93.020,76.615,42.500,69.765,93.215,59.250,110.629,75.952,33.429,106.543,76.575,40.429,85.628,91.541,34.571,100.536,71.513,61.455,105.505,40.156,7.167,106.334,82.406,56.625,75.495,101.578
27,76.875,78.371,60.798,25.750,86.862,62.372,58.625,78.265,81.318,45.273,129.491,59.358,32.000,96.136,73.807,50.750,102.316,78.886,95.412,60.889,64.180,130.000,75.908,97.158,82.353,71.888,90.246,131.875,98.672,42.680,100.952,115.680,72.613,123.500,92.912,76.564,43.000,69.999,92.966,55.417,110.542,75.875,113.714,106.532,77.124,46.000,85.723,91.618,34.571,100.649,71.582,77.455,105.651,39.957,66.667,106.232,82.566,136.750,75.591,101.664
28,101.500,78.390,60.554,19.000,86.890,62.400,125.250,78.195,81.240,27.455,129.292,59.431,42.000,96.390,73.381,42.500,102.485,78.682,103.059,60.926,63.998,151.750,75.881,97.242,71.765,71.885,90.409,117.750,98.688,42.655,101.143,115.656,72.728,48.000,93.226,76.456,51.750,69.981,93.261,81.667,110.616,75.822,109.619,106.646,76.958,93.000,85.739,91.704,84.429,100.660,71.702,51.455,105.700,40.389,23.333,106.208,82.797,115.625,75.651,101.648
29,91.375,78.378,60.672,15.250,87.199,62.531,82.500,78.372,81.212,51.091,129.520,59.447,86.167,96.633,73.615,38.750,102.305,78.706,86.824,60.889,63.834,122.500,75.940,97.198,64.706,71.988,90.352,230.250,98.508,42.627,86.381,115.839,72.436,98.333,92.960,76.564,57.500,70.130,93.125,70.417,110.771,75.862,78.190,106.398,77.084,63.429,85.760,91.516,25.857,100.532,70.953,50.909,105.626,40.032,41.167,106.252,82.885,157.250,75.486,101.570
30,65.375,78.360,60.530,70.500,87.003,62.135,94.500,78.242,81.257,53.818,129.409,59.402,108.167,96.132,73.833,52.000,102.558,78.823,63.647,60.993,64.073,136.500,75.985,97.230,37.176,72.203,90.390,125.875,98.624,42.435,60.000,115.885,72.577,76.000,93.156,76.493,36.750,70.240,93.073,59.083,110.522,75.728,136.000,106.470,76.929,36.429,85.613,91.694,39.571,100.544,71.095,81.273,105.597,40.357,45.667,106.510,82.639,177.625,75.671,101.435
31,64.500,78.429,60.783,19.500,86.792,62.310,90.750,78.092,81.056,14.364,129.162,59.655,77.333,96.327,73.814,31.875,102.473,78.659,54.824,60.889,63.927,149.500,76.017,97.033,102.706,71.781,90.385,122.875,98.587,42.544,56.571,115.748,72.747,124.500,93.024,76.568,38.500,70.094,92.905,72.583,110.613,76.003,97.619,106.559,76.868,18.429,85.693,91.687,49.857,100.692,71.289,74.909,105.505,40.274,46.167,106.492,82.572,108.375,75.570,101.403
32,94.375,78.254,60.718,38.750,86.925,62.267,109.875,78.322,81.174,23.455,129.785,59.199,80.333,96.310,73.682,54.000,102.535,78.665,15.765,60.746,64.341,249.500,76.025,97.182,64.353,72.038,90.380,163.625,98.609,42.703,83.810,115.761,72.539,79.333,92.769,76.446,58.500,70.183,93.027,60.000,110.655,75.937,96.190,106.489,76.936,58.000,85.799,91.579,54.000,100.668,71.333,27.636,105.367,40.208,117.000,106.448,82.725,103.250,75.678,101.415
33,263.250,78.183,60.692,77.500,87.029,62.363,134.625,78.136,81.086,54.000,129.385,59.271,72.333,96.577,73.769,29.250,102.541,78.736,109.882,60.875,64.009,131.500,75.929,97.144,91.765,72.067,90.420,127.000,98.617,42.616,103.429,115.641,72.652,91.500,93.000,76.577,23.500,70.166,93.086,83.667,110.768,75.734,77.429,106.467,76.884,63.857,85.606,91.874,42.000,100.730,71.534,42.909,105.391,40.077,78.833,106.355,82.717,117.750,75.733,101.498
34,214.625,78.261,60.822,56.250,86.854,61.987,91.000,78.086,81.206,78.364,129.264,59.268,60.333,96.398,73.789,78.750,102.756,78.820,66.353,60.917,64.299,45.500,76.020,97.021,101.765,71.966,90.398,153.000,98.701,42.561,96.381,115.628,72.649,174.833,93.115,76.610,46.250,70.034,92.977,59.417,110.711,76.074,43.905,106.307,76.628,31.429,85.661,91.640,25.857,100.848,71.409,38.182,105.528,39.649,63.500,106.406,82.641,125.250,75.703,101.523
35,189.625,78.254,60.682,94.750,86.921,62.301,114.375,78.377,81.113,62.909,129.494,59.307,107.000,96.412,73.612,69.375,102.419,78.702,33.647,60.925,64.027,70.250,75.954,97.280,66.941,71.671,90.437,150.625,98.604,42.650,95.714,115.886,72.614,114.333,93.124,76.603,69.250,70.175,93.112,61.833,110.736,75.956,112.571,106.579,76.709,32.429,85.688,91.942,17.714,100.515,71.763,53.818,105.510,40.172,36.333,106.539,82.725,110.625,75.624,101.749
36,186.875,78.210,60.770,49.750,86.916,62.219,92.750,78.247,81.098,58.727,129.331,59.379,66.500,96.425,73.742,24.125,102.518,78.829,78.471,60.918,64.154,77.250,76.022,96.947,34.353,71.798,90.405,123.125,98.514,42.584,88.952,115.806,72.772,103.667,93.092,76.634,14.500,70.274,93.155,52.000,110.777,75.744,70.952,106.540,76.695,19.143,85.551,91.549,35.286,100.739,71.323,70.545,105.580,40.379,66.500,106.230,82.539,125.500,75.554,101.495
37,185.500,78.095,60.878,28.500,87.075,62.389,109.000,78.178,81.119,105.818,129.548,59.409,123.833,96.424,73.735,44.250,102.227,78.455,74.824,60.929,63.724,171.000,75.955,97.106,87.529,71.766,90.380,98.125,98.474,42.448,84.952,115.929,72.645,85.000,93.123,76.591,18.250,70.015,93.155,15.333,110.776,75.728,102.190,106.333,76.913,38.000,85.921,91.537,30.429,100.531,71.660,79.091,105.647,40.401,53.167,106.253,82.728,140.500,75.514,101.362
38,164.250,78.222,60.642,29.500,86.761,62.047,108.000,78.355,81.126,57.818,129.660,59.562,77.167,96.308,73.730,59.625,102.511,78.852,102.824,60.880,64.138,49.750,76.149,97.049,46.235,72.077,90.415,129.625,98.557,42.424,61.238,115.839,72.739,130.500,93.096,76.577,49.250,69.935,93.237,76.500,110.757,75.815,98.381,106.637,76.986,46.429,85.690,91.877,41.714,100.531,71.706,46.364,105.588,40.382,61.167,106.485,82.591,43.875,75.625,101.621
39,194.875,78.323,60.706,61.500,86.980,62.523,79.125,78.391,81.195,40.545,129.451,59.465,88.500,96.496,73.832,22.875,102.406,78.768,33.176,60.718,64.089,118.000,75.620,97.228,76.588,71.720,90.511,134.500,98.583,42.658,153.905,115.819,72.807,61.500,93.047,76.525,12.750,70.045,93.380,48.583,110.803,75.802,74.857,106.543,76.884,80.143,85.719,91.837,51.857,100.679,71.406,65.273,105.505,40.215,59.333,106.327,82.795,164.875,75.682,101.470
40,168.375,78.169,60.642,59.000,86.829,62.318,125.125,78.329,81.195,43.636,129.353,59.258,95.333,96.507,73.796,43.500,102.721,78.795,47.294,60.984,64.306,137.750,75.815,97.112,88.118,72.001,90.330,117.750,98.561,42.744,91.238,115.482,72.638,116.333,93.272,76.651,33.000,69.689,93.202,90.167,110.677,75.727,88.286,106.462,76.818,28.286,85.857,91.546,41.143,100.709,71.358,56.364,105.546,40.366,66.167,106.270,82.807,73.125,75.445,101.558
41,226.000,78.376,60.891,148.000,86.884,62.431,82.500,78.197,81.333,44.909,129.532,59.479,65.167,96.411,73.655,74.500,102.305,78.653,76.824,60.864,64.080,116.750,75.907,97.044,57.294,71.911,90.404,127.500,98.621,42.613,84.000,115.720,72.530,100.000,93.100,76.612,10.000,69.781,93.155,46.333,110.558,75.877,71.524,106.306,76.955,50.286,85.925,91.866,55.429,100.505,71.719,51.273,105.600,40.269,45.333,106.102,82.637,100.500,75.559,101.479
42,157.750,78.310,60.879,75.250,86.854,62.469,138.125,78.465,81.232,7.091,129.306,59.293,89.167,96.259,73.871,79.375,102.360,78.726,52.235,61.010,63.849,137.000,75.802,97.220,58.235,72.158,90.393,131.375,98.533,42.539,105.048,115.675,72.590,111.833,93.295,76.554,102.000,69.880,93.223,37.000,110.699,76.028,119.048,106.417,76.869,30.714,85.998,91.863,20.857,100.824,71.553,86.000,105.476,40.072,45.833,106.211,82.679,144.000,75.519,101.509
43,19.125,77.882,60.751,130.500,86.948,62.343,89.375,78.066,81.098,14.364,129.464,59.447,96.667,96.540,73.700,105.125,102.478,78.906,31.765,60.990,64.114,112.250,75.981,97.250,90.235,72.115,90.489,89.250,98.716,42.597,71.238,115.865,72.486,134.833,92.975,76.525,32.500,69.879,93.141,106.667,110.595,76.007,82.286,106.582,76.780,40.714,85.901,91.546,19.571,100.882,71.742,27.636,105.582,40.025,57.167,106.295,82.856,142.000,75.611,101.415
44,95.500,78.148,60.557,29.500,86.824,62.444,142.875,78.181,81.258,22.000,129.538,59.298,79.833,96.402,73.762,42.250,102.636,78.560,108.941,60.982,64.129,101.500,75.973,97.316,46.824,72.089,90.415,130.500,98.590,42.766,84.000,115.660,72.767,113.000,93.430,76.618,48.750,70.294,93.139,59.583,110.719,76.041,129.524,106.492,76.607,65.143,85.723,91.499,13.714,100.656,71.371,44.545,105.415,40.155,14.667,106.302,82.788,117.500,75.782,101.440
45,122.375,78.242,60.911,98.250,86.953,62.461,85.375,78.384,81.202,63.818,129.482,59.529,78.167,96.587,73.878,100.750,102.526,78.675,35.176,60.828,63.796,150.000,76.009,97.204,88.235,71.759,90.362,149.375,98.561,42.577,76.857,115.833,72.580,154.333,93.170,76.620,31.500,70.021,92.953,58.250,110.754,75.793,85.905,106.372,76.681,48.714,85.679,92.029,68.000,100.646,71.553,36.000,105.564,40.006,31.000,106.348,82.775,129.000,75.533,101.429
46,119.375,78.221,60.695,44.750,87.054,62.541,105.375,78.185,81.221,48.545,129.087,59.237,60.833,96.387,73.772,33.500,102.460,78.949,97.176,60.919,63.949,11.250,75.774,97.330,74.941,72.064,90.342,179.750,98.738,42.718,90.190,115.737,72.716,144.667,93.028,76.533,50.250,70.078,93.021,60.917,110.627,75.760,78.571,106.571,76.888,46.286,85.649,91.889,62.571,100.554,71.279,108.182,105.388,40.312,15.333,106.293,82.618,62.750,75.476,101.426
47,123.125,78.306,60.620,111.750,86.917,62.229,146.500,78.397,81.067,74.000,129.570,59.317,127.333,96.617,73.645,42.125,102.475,78.736,62.000,60.937,63.937,66.750,75.963,97.301,93.529,71.701,90.321,127.500,98.697,42.739,37.429,115.694,72.665,100.667,92.921,76.506,23.000,69.895,93.175,58.167,110.782,76.167,100.762,106.426,77.087,22.286,85.779,91.275,59.143,100.492,71.534,64.000,105.289,40.124,34.333,106.646,82.711,92.375,75.682,101.584
48,168.875,78.213,60.736,177.500,86.777,62.249,99.875,78.434,81.204,82.545,129.305,59.519,72.500,96.601,73.791,53.125,102.566,78.683,58.941,60.840,63.944,68.500,75.855,97.218,45.412,72.104,90.436,130.750,98.628,42.525,27.238,115.725,72.764,128.167,93.195,76.602,62.000,70.350,93.068,47.000,110.546,76.003,58.667,106.475,76.899,35.429,85.646,91.789,46.143,100.401,71.362,33.455,105.691,40.187,28.500,106.095,82.829,120.750,75.550,101.410
49,109.500,78.207,60.806,149.750,86.920,62.344,59.250,78.471,81.160,85.273,129.584,59.314,103.000,96.295,73.676,55.750,102.639,78.652,49.059,61.024,64.072,202.250,76.002,97.176,59.647,72.081,90.409,111.250,98.667,42.774,87.524,115.736,72.636,105.500,93.144,76.604,12.250,69.595,93.155,56.167,110.836,75.743,63.143,106.645,76.753,33.714,85.741,91.883,16.429,100.398,71.331,72.909,105.666,40.208,57.000,106.516,82.697,114.875,75.732,101.580
50,81.750,78.376,60.676,56.500,87.040,62.476,90.750,78.200,81.232,48.727,129.484,59.275,55.667,96.300,73.679,101.875,102.522,78.745,67.176,60.835,63.987,117.750,75.973,97.165,71.176,72.480,90.315,93.500,98.681,42.654,81.905,115.662,72.705,164.000,92.854,76.506,35.500,69.802,93.188,49.083,110.570,75.797,73.524,106.428,76.658,59.286,85.772,91.938,94.429,100.510,71.292,72.909,105.675,39.997,65.167,106.453,82.746,132.250,75.562,101.505
51,51.500,78.280,60.728,60.500,87.011,62.491,114.250,78.259,81.264,41.818,129.288,59.267,73.333,96.287,73.862,37.000,102.286,78.712,58.706,60.967,64.200,192.000,75.921,97.264,76.235,72.134,90.372,104.500,98.541,42.677,56.000,115.761,72.591,113.333,92.982,76.601,10.500,70.200,93.103,47.333,110.799,75.928,146.286,106.593,76.872,60.429,85.604,91.819,6.286,100.764,71.617,18.727,105.405,40.359,49.167,106.290,82.596,164.875,75.597,101.484
52,65.750,78.270,60.675,92.000,86.714,62.278,145.000,78.349,81.115,83.818,129.631,59.309,97.667,96.416,73.766,36.500,102.430,78.712,38.000,60.991,64.165,212.250,75.957,97.264,75.765,71.918,90.326,133.875,98.522,42.787,66.190,115.631,72.505,182.500,93.110,76.560,42.750,70.095,93.130,31.917,110.653,76.235,60.571,106.369,77.181,81.143,85.801,91.883,18.857,100.611,71.274,43.636,105.465,39.956,27.833,106.595,82.671,107.750,75.593,101.341
53,33.375,78.191,60.881,57.750,86.866,62.366,63.750,78.355,81.317,32.727,129.387,59.527,183.167,96.370,73.715,71.375,102.718,78.588,92.824,60.968,63.986,58.000,75.897,97.226,57.059,71.995,90.329,169.000,98.453,42.691,52.000,115.848,72.549,121.667,93.090,76.493,52.500,70.126,93.146,51.750,110.709,75.731,67.714,106.579,76.917,30.857,85.761,91.835,56.714,100.448,71.485,67.636,105.564,40.333,69.333,106.290,82.871,123.250,75.676,101.422
54,149.000,78.320,60.786,17.750,86.955,61.845,87.750,78.341,81.197,15.091,129.238,59.447,83.667,96.322,73.965,65.875,102.495,78.865,80.588,60.851,64.321,68.250,75.887,97.024,40.118,72.035,90.329,94.625,98.574,42.663,72.286,115.822,72.646,117.500,93.045,76.576,49.000,70.107,93.301,64.667,110.590,75.841,110.667,106.480,76.783,35.286,85.768,91.897,34.857,100.664,71.277,46.909,105.500,40.325,59.167,106.237,82.693,118.500,75.484,101.655
55,111.125,78.219,60.878,33.250,86.904,62.323,86.875,78.392,81.284,34.727,129.315,59.383,62.833,96.389,73.816,34.875,102.367,78.861,42.706,60.867,64.221,113.250,75.917,97.325,61.882,72.063,90.374,110.625,98.596,42.549,78.095,115.758,72.505,80.667,93.046,76.568,27.500,69.947,93.307,52.833,110.628,75.877,80.667,106.492,76.743,44.429,85.590,91.705,25.714,100.683,71.794,30.182,105.583,40.130,49.333,106.289,82.450,152.875,75.680,101.497
56,107.375,78.510,60.807,47.000,86.889,62.366,112.125,78.230,81.076,105.091,129.467,59.353,52.500,96.441,73.804,42.125,102.625,78.655,65.059,60.907,64.025,69.000,76.149,97.018,61.176,72.027,90.337,150.625,98.608,42.595,53.524,115.894,72.478,69.000,92.832,76.576,12.000,70.215,93.258,17.083,110.920,76.193,74.857,106.491,76.882,65.857,85.792,91.946,19.429,100.780,71.950,76.000,105.457,40.152,28.000,106.411,82.757,118.250,75.403,101.310
