 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16
1,35.154,42.238,103.046,91.833,40.671,107.506,46.300,39.269,83.988,195.818,60.606,87.034,115.818,43.172,80.105,129.250,52.783,80.582,146.000,44.098,95.965,29.818,43.687,75.795,71.429,39.409,75.291,54.000,21.802,91.423,29.500,51.678,69.411,26.375,66.247,76.349,166.471,54.152,86.965,281.000,62.872,63.490,85.300,33.711,95.335,45.154,47.581,64.002
2,11.692,41.970,103.089,45.167,40.468,107.526,33.800,39.349,84.150,187.636,60.606,86.926,90.727,43.088,79.964,155.625,52.871,80.502,159.875,44.051,95.901,72.000,43.951,75.900,89.143,39.490,75.599,139.750,21.802,91.625,6.167,51.305,69.285,13.125,65.845,75.931,88.824,54.146,86.986,402.500,62.970,63.496,98.100,33.839,95.167,51.077,47.286,63.775
3,30.538,41.957,102.724,52.833,40.670,107.679,20.600,39.385,83.896,248.364,60.593,86.928,124.909,43.268,80.015,168.750,52.902,80.708,102.625,44.121,95.883,60.182,43.923,75.911,54.786,39.355,75.958,148.500,21.759,91.510,9.167,51.232,69.048,34.375,66.504,76.148,27.059,54.166,87.070,352.000,62.891,63.522,86.800,33.729,95.212,50.154,47.391,64.051
4,25.077,42.141,102.784,63.333,40.674,107.585,96.900,39.431,84.244,152.545,60.601,87.093,207.818,43.213,80.119,198.375,52.883,80.536,118.750,44.113,95.823,72.727,43.901,75.937,126.143,39.415,75.760,133.500,21.935,91.701,18.000,51.572,69.638,51.250,66.155,76.271,76.471,54.028,86.889,405.250,62.927,63.501,63.600,33.778,95.311,41.615,47.613,64.146
5,80.077,42.140,102.695,11.833,40.407,107.402,68.800,39.489,83.791,242.364,60.507,87.118,189.273,43.226,80.255,180.125,52.935,80.706,119.875,44.100,95.914,53.818,43.747,75.814,39.214,39.380,75.445,102.750,21.829,91.856,5.500,51.615,69.595,57.500,66.294,76.300,132.941,54.061,86.849,367.750,62.857,63.542,37.400,33.788,95.258,65.385,47.271,63.967
6,40.615,42.019,102.632,31.667,40.724,107.521,97.300,39.589,83.924,185.273,60.536,87.082,179.091,43.215,80.149,174.750,52.711,80.445,106.875,44.067,95.925,79.091,43.703,75.808,97.429,39.282,75.736,37.250,21.693,91.911,39.833,51.715,69.566,58.500,66.300,76.171,86.471,54.105,86.907,279.750,62.835,63.526,52.200,33.694,95.067,69.846,47.384,64.164
7,61.231,42.093,102.922,39.000,40.713,107.624,84.100,39.434,84.361,251.091,60.539,86.944,112.909,43.208,80.006,127.250,52.893,80.588,81.000,44.225,96.060,50.545,43.731,75.865,72.571,39.380,75.691,70.750,21.645,91.772,25.333,51.366,69.379,51.375,66.446,76.300,71.529,54.102,86.854,284.250,62.922,63.532,50.600,33.830,95.164,55.769,47.214,63.958
8,63.538,42.056,102.930,54.500,40.671,107.518,49.400,39.608,83.964,118.182,60.525,87.104,116.364,43.141,80.034,227.500,52.788,80.560,94.250,44.092,95.962,34.545,43.676,75.981,139.643,39.181,75.639,38.250,21.719,91.723,38.833,51.390,69.662,21.500,66.035,76.518,93.294,54.050,86.691,202.500,62.856,63.499,122.600,33.749,94.964,45.462,47.486,64.081
9,65.923,42.046,102.680,53.000,40.578,107.636,40.500,39.403,84.200,142.909,60.622,87.106,166.364,43.283,80.232,310.625,52.854,80.628,88.000,43.971,95.928,102.909,43.932,75.840,68.643,39.327,75.144,198.500,21.834,91.704,64.000,51.371,69.659,84.500,66.175,76.415,77.529,54.136,86.814,287.000,62.934,63.477,58.100,33.747,95.147,36.846,47.830,64.258
10,52.769,42.078,102.675,86.000,40.456,107.382,60.500,39.432,83.968,230.545,60.640,87.146,148.364,43.231,80.229,187.875,52.820,80.594,73.500,44.191,96.160,75.091,43.824,75.873,79.071,39.451,75.539,161.250,21.884,91.712,21.500,51.524,69.458,76.875,65.958,76.280,123.176,53.941,86.856,175.000,63.028,63.564,57.300,34.048,95.473,60.000,47.525,63.963
11,69.846,42.222,102.733,48.167,40.480,107.828,57.600,39.417,84.048,145.091,60.596,87.018,109.091,43.273,80.201,232.000,52.904,80.571,125.500,44.115,95.976,64.182,43.829,75.821,56.143,39.459,75.572,196.000,21.853,91.691,43.167,51.724,69.559,59.750,66.276,76.544,63.882,54.021,86.576,272.250,62.806,63.572,82.200,33.830,95.489,52.692,47.549,64.034
12,42.769,42.002,102.825,84.667,40.580,107.516,51.000,39.577,83.637,198.000,60.571,87.094,142.364,43.182,80.174,120.125,53.049,80.631,146.000,44.110,95.993,92.545,43.942,75.779,53.500,39.483,75.969,140.750,21.906,91.827,39.000,51.475,69.224,106.250,65.984,76.267,81.059,54.049,87.066,346.750,62.950,63.566,66.300,33.984,95.311,58.154,47.330,63.935
13,110.077,42.065,102.768,24.167,40.538,107.308,25.800,39.378,83.976,150.909,60.473,86.976,159.091,43.284,80.196,181.750,52.984,80.691,115.750,44.106,96.046,106.000,43.836,75.774,68.643,39.512,75.282,110.750,22.001,91.576,28.500,51.588,69.426,55.625,66.303,76.294,110.706,54.105,86.869,253.000,62.857,63.557,67.200,33.831,95.120,45.000,47.561,63.901
14,234.692,42.260,102.669,55.333,40.558,107.806,33.400,39.430,84.115,124.909,60.705,87.034,103.091,43.273,80.144,174.250,52.897,80.559,78.875,43.933,95.852,105.636,43.920,75.936,76.357,39.498,75.405,139.500,21.815,91.711,42.833,51.512,69.570,73.250,66.356,76.426,79.294,54.240,86.524,279.500,62.891,63.528,108.000,33.775,95.356,61.462,47.326,64.061
15,191.077,42.121,102.844,162.333,40.635,107.587,75.700,39.240,83.846,112.182,60.721,87.103,194.909,43.240,80.250,137.500,53.014,80.651,165.875,43.996,95.854,27.091,43.738,75.984,98.286,39.289,75.562,82.250,21.853,91.823,32.000,51.371,69.519,50.875,66.273,76.242,118.941,54.150,86.731,277.250,62.952,63.566,59.300,33.781,95.289,28.615,47.301,64.123
16,230.615,42.183,102.785,121.000,40.631,107.464,57.600,39.376,83.900,100.545,60.689,86.838,173.636,43.268,80.173,160.250,52.756,80.563,64.750,44.177,95.976,19.455,44.036,75.830,76.214,39.451,75.466,64.750,21.737,91.689,28.833,51.502,69.170,65.625,66.369,76.188,76.235,54.182,86.749,276.500,62.960,63.547,50.200,33.893,95.228,60.231,47.330,64.239
17,146.385,42.180,102.747,74.667,40.521,107.595,54.700,39.346,83.985,115.636,60.564,86.856,210.182,43.195,80.142,138.625,52.880,80.622,126.375,44.018,95.973,49.273,43.955,75.992,54.500,39.267,75.367,122.750,21.837,91.728,27.167,51.269,69.293,34.375,66.089,76.438,134.471,54.160,86.941,319.750,62.932,63.425,57.900,33.761,95.069,34.538,47.597,63.940
18,110.000,42.022,102.772,53.333,40.548,107.672,55.000,39.370,84.086,190.000,60.622,86.964,150.182,43.303,80.244,198.125,52.858,80.512,103.750,44.004,96.094,26.364,43.750,75.848,72.643,39.422,75.536,108.000,21.894,91.807,13.833,51.159,69.285,41.125,66.104,76.292,147.765,54.076,86.788,248.000,62.935,63.504,87.300,33.798,95.019,37.692,47.266,64.154
19,94.692,42.079,102.761,130.167,40.563,107.754,73.500,39.192,84.035,238.364,60.583,86.988,154.909,43.222,80.099,175.375,52.727,80.562,90.375,44.142,95.966,62.545,43.834,75.862,67.429,39.376,75.654,101.750,21.810,91.810,18.167,51.888,69.544,94.250,66.249,76.366,67.059,54.095,86.771,239.500,62.989,63.591,75.100,33.950,95.127,58.308,47.395,64.146
20,96.769,42.113,102.808,58.500,40.605,107.584,38.700,39.414,84.110,171.091,60.591,86.965,201.091,43.407,80.320,221.875,52.802,80.683,115.500,44.011,95.863,26.000,43.728,75.784,118.214,39.334,75.425,29.500,21.561,91.637,40.167,51.475,69.556,38.250,66.188,76.335,76.235,54.011,86.616,240.750,62.972,63.529,72.900,33.749,95.186,53.538,47.335,64.047
21,87.000,42.148,102.615,68.833,40.716,107.797,55.200,39.291,84.110,134.727,60.572,86.777,96.909,43.137,80.000,156.500,52.956,80.686,55.000,44.186,96.085,120.000,43.967,75.725,64.357,39.464,75.681,97.250,21.873,91.725,14.833,51.834,69.644,71.250,66.318,76.201,144.118,54.083,86.906,326.000,62.901,63.578,76.600,33.852,94.991,57.538,47.373,63.848
22,74.231,41.844,102.933,36.500,40.379,107.548,47.800,39.402,84.267,135.273,60.571,86.895,127.273,43.308,80.237,194.875,52.805,80.608,116.250,44.145,95.988,43.273,43.826,75.850,78.857,39.374,75.632,130.500,21.904,91.673,47.333,51.306,69.674,15.375,66.024,76.304,155.882,54.033,86.906,213.500,63.029,63.556,52.100,33.786,95.442,64.154,47.518,63.945
23,67.000,42.345,102.964,28.333,40.843,107.534,48.900,39.616,84.028,213.091,60.604,86.942,81.636,43.274,80.252,191.625,52.808,80.528,124.875,44.084,95.928,52.364,43.743,75.812,42.286,39.422,75.626,104.750,21.945,91.619,14.500,51.408,69.570,39.750,65.997,76.446,101.765,54.137,86.738,267.250,62.769,63.560,107.400,33.714,95.030,58.000,47.580,64.157
24,45.769,42.223,102.836,56.167,40.785,107.664,63.800,39.191,83.964,197.818,60.581,86.960,176.364,43.289,80.203,140.250,52.843,80.641,80.750,43.898,95.936,79.636,44.003,75.739,69.214,39.429,75.267,63.500,21.850,91.756,34.667,51.567,69.383,43.500,66.240,76.234,132.706,54.079,87.040,129.000,63.009,63.691,57.000,33.766,94.951,58.154,47.576,64.289
25,47.692,42.158,102.676,89.833,40.573,107.675,47.800,39.129,84.027,88.182,60.657,87.037,154.909,43.210,80.192,119.625,52.911,80.611,65.750,43.935,96.069,71.636,43.929,76.062,83.000,39.467,75.566,219.250,21.866,91.864,15.333,51.292,69.312,19.000,66.432,76.123,79.176,54.222,86.798,308.000,62.905,63.555,91.800,33.886,95.306,43.000,47.333,64.147
26,51.154,41.954,103.004,42.000,40.573,107.633,48.000,39.486,84.034,220.545,60.643,87.036,144.727,43.211,80.246,223.875,52.840,80.754,111.000,44.080,95.911,22.000,43.883,75.339,67.857,39.209,76.065,122.750,21.931,91.851,57.833,51.512,69.396,26.125,66.364,76.350,117.529,54.138,86.736,330.500,62.944,63.543,56.900,33.850,95.403,80.769,47.578,63.875
27,48.923,42.029,102.741,35.333,40.736,107.877,63.400,39.619,83.970,158.909,60.639,87.206,153.091,43.296,79.948,133.625,52.770,80.465,92.375,44.113,95.927,42.364,43.832,75.674,63.500,39.342,75.701,182.750,21.888,91.658,15.167,51.802,69.486,70.875,66.597,76.352,142.118,54.146,86.773,316.500,63.032,63.589,121.500,33.918,95.149,59.462,47.280,63.906
28,39.154,42.096,102.763,99.000,40.638,107.535,66.800,39.379,84.250,168.364,60.528,86.847,130.545,43.229,80.144,151.500,52.854,80.446,74.625,43.942,95.973,45.636,43.907,75.800,82.714,39.306,75.324,130.500,21.793,91.686,15.667,51.902,69.618,140.875,66.245,76.302,63.294,54.073,87.109,211.000,62.807,63.550,51.800,33.807,95.407,30.231,47.405,64.024
29,42.077,42.218,102.794,149.667,40.609,107.670,43.000,39.491,84.106,110.000,60.692,86.992,100.000,43.260,80.406,147.750,52.881,80.613,120.500,44.038,95.972,59.818,44.102,75.632,63.929,39.417,75.522,62.500,21.738,91.987,13.333,51.460,69.487,104.375,66.224,76.414,110.000,54.108,86.791,252.000,63.038,63.535,84.800,33.664,95.342,49.615,47.585,63.987
30,53.462,42.331,102.677,390.167,40.652,107.574,96.200,39.449,83.769,144.545,60.596,86.863,173.455,43.260,80.204,198.000,52.871,80.644,75.750,44.000,95.975,46.727,43.782,75.444,71.857,39.286,75.500,111.500,21.778,91.786,41.167,51.422,69.131,84.625,66.132,76.330,126.353,54.048,86.700,344.000,62.984,63.568,36.800,33.928,95.266,39.923,47.384,64.103
31,86.308,42.105,102.817,285.000,40.616,107.569,94.500,39.403,83.856,219.273,60.768,86.976,74.364,43.255,80.145,305.000,52.744,80.591,119.625,44.080,95.941,95.636,43.914,75.610,99.429,39.389,75.781,70.750,21.863,91.776,18.167,51.621,69.191,38.250,66.451,76.120,128.471,54.150,86.912,225.500,62.981,63.529,90.500,33.914,95.473,25.077,47.398,63.839
32,76.846,42.054,102.724,149.000,40.721,107.664,88.300,39.586,84.054,186.182,60.649,86.965,83.273,43.326,79.994,238.375,52.878,80.602,168.125,44.136,95.875,66.000,43.933,75.920,93.214,39.349,75.196,108.000,21.819,91.569,26.833,51.542,69.304,59.625,65.984,76.341,145.176,54.092,86.883,293.000,62.896,63.579,50.700,33.704,95.102,54.385,47.338,63.864
33,74.538,42.378,102.880,98.333,40.630,107.386,63.700,39.449,84.136,147.455,60.608,87.010,202.545,43.312,80.167,270.125,52.918,80.498,107.375,44.086,96.082,132.727,43.806,75.774,75.786,39.441,75.720,144.500,21.683,91.797,39.167,51.583,69.400,50.750,66.167,76.218,92.588,54.179,86.859,490.750,62.974,63.511,55.300,33.865,95.182,31.077,47.428,64.058
34,32.385,41.887,102.867,86.333,40.635,107.578,77.900,39.268,84.117,188.000,60.678,87.002,86.727,43.139,80.310,346.625,52.931,80.571,90.250,44.292,95.973,92.909,43.887,75.896,47.929,39.280,75.399,100.750,21.880,91.670,29.333,51.279,69.419,53.875,66.294,76.369,105.176,54.017,86.617,324.250,62.977,63.594,38.100,33.668,95.405,54.231,47.684,64.158
35,36.615,42.092,102.920,116.667,40.529,107.528,47.400,39.611,83.842,328.364,60.567,86.947,79.273,43.311,80.281,208.250,52.888,80.522,91.375,44.023,96.177,39.273,43.592,76.105,78.571,39.414,75.371,54.250,21.732,91.605,6.000,51.357,69.802,46.750,66.199,76.012,121.882,54.145,86.784,303.500,62.854,63.564,60.400,33.807,95.159,38.077,47.300,64.099
36,42.846,42.224,102.998,77.500,40.596,107.555,95.200,39.412,83.904,157.455,60.625,86.968,130.909,43.310,80.063,195.875,52.912,80.515,88.000,43.901,96.132,103.818,43.694,75.787,67.571,39.427,75.302,100.250,21.667,91.702,10.167,51.463,69.747,53.000,66.537,76.326,122.941,54.235,86.933,239.750,62.836,63.553,42.300,33.911,95.317,68.231,47.590,64.295
37,40.154,41.933,102.781,24.667,40.499,107.273,65.100,39.322,84.044,136.000,60.616,86.817,109.091,43.328,80.020,205.000,52.758,80.652,89.125,43.952,95.782,89.455,44.009,75.910,72.071,39.372,75.766,150.500,21.871,91.680,27.167,51.341,69.422,22.500,66.256,76.346,98.118,54.157,86.787,271.750,63.076,63.524,52.600,33.821,95.512,78.000,47.346,63.927
38,55.615,42.078,102.750,74.667,40.586,107.699,43.900,39.490,83.850,172.727,60.571,87.059,254.909,43.194,80.083,226.250,52.899,80.673,45.500,44.162,95.939,15.091,43.947,75.877,101.571,39.396,75.484,96.250,21.888,91.747,15.167,51.615,69.285,41.125,66.123,76.165,136.824,54.078,86.670,265.000,62.840,63.636,53.200,33.698,95.268,33.000,47.587,64.246
39,64.385,42.271,102.530,37.500,40.414,107.748,40.600,39.480,83.934,327.273,60.579,87.082,117.818,43.255,80.160,222.375,52.815,80.771,110.875,44.011,95.897,9.636,43.865,76.158,58.429,39.246,75.635,97.250,21.908,91.595,80.500,51.562,69.258,11.375,66.291,76.306,92.706,54.040,86.844,166.000,63.014,63.541,60.100,33.796,95.125,43.077,47.689,64.377
40,43.692,42.064,102.764,84.167,40.715,107.529,110.500,39.356,83.895,166.364,60.646,86.966,199.273,43.272,80.077,131.125,52.857,80.614,66.875,44.049,95.841,80.545,43.803,75.805,83.786,39.410,75.776,24.750,22.030,91.530,45.333,51.482,69.581,74.000,66.339,76.135,110.235,54.160,86.869,204.250,63.044,63.537,104.700,33.835,95.065,50.077,47.456,64.165
41,56.538,42.052,102.710,86.667,40.754,107.439,94.300,39.415,83.928,228.909,60.577,86.993,111.818,43.170,80.261,204.750,52.872,80.605,105.125,44.029,95.958,24.182,43.839,75.620,47.571,39.457,75.370,62.500,21.952,91.759,23.667,51.246,69.132,25.500,66.149,76.394,151.059,54.148,86.790,353.500,62.927,63.591,79.200,33.786,95.317,49.000,47.423,64.037
42,28.769,42.027,102.606,51.000,40.685,107.404,139.500,39.397,84.006,243.455,60.603,86.915,135.455,43.153,80.078,132.375,52.799,80.663,60.125,43.813,95.939,19.273,43.807,76.070,102.643,39.333,75.666,68.250,21.778,91.639,33.667,51.165,69.600,100.500,66.258,76.275,160.235,54.042,86.682,232.000,62.971,63.564,43.200,33.732,94.991,72.462,47.360,63.941
43,56.308,42.404,102.745,35.667,40.661,107.377,398.800,39.371,84.028,225.273,60.589,87.013,202.545,43.296,80.217,163.625,52.849,80.490,67.625,44.090,96.256,27.636,43.916,75.548,79.643,39.472,75.586,126.000,21.856,91.905,28.167,51.437,69.461,60.875,66.070,76.132,127.765,54.203,86.907,432.750,62.822,63.538,58.500,33.607,95.185,34.231,47.667,64.120
44,55.462,42.105,102.932,119.000,40.646,107.550,341.000,39.402,84.001,470.000,60.599,87.001,243.818,43.237,80.129,199.625,52.860,80.518,119.375,44.073,96.048,81.636,43.830,75.821,94.286,39.305,75.488,100.250,21.979,91.678,10.000,51.326,69.016,23.750,65.741,76.138,119.529,54.183,86.658,298.250,62.785,63.565,54.000,33.682,95.281,48.462,47.540,64.052
45,34.846,42.056,102.726,40.500,40.866,107.498,310.400,39.415,83.872,126.727,60.586,86.867,128.182,43.282,80.074,200.500,52.830,80.575,140.000,44.049,95.880,46.364,43.801,75.619,65.143,39.482,75.972,64.000,21.797,91.813,46.333,51.249,69.558,30.750,65.714,76.415,116.824,54.088,86.864,439.250,62.942,63.577,51.500,33.970,95.454,71.923,47.172,64.216
46,69.538,41.961,102.529,45.000,40.589,107.401,205.600,39.486,83.945,228.727,60.529,86.925,137.091,43.182,80.281,150.375,52.916,80.574,102.250,44.011,95.759,24.727,43.708,75.708,86.571,39.362,75.331,129.750,21.762,91.833,22.667,51.305,69.748,35.250,66.155,76.113,171.294,54.081,86.965,186.250,62.682,63.516,82.700,33.735,95.003,50.615,47.341,64.140
47,19.385,42.009,102.767,50.333,40.656,107.588,261.400,39.273,84.084,381.091,60.534,86.938,189.636,43.319,80.302,207.125,52.889,80.664,108.250,44.043,95.910,24.182,43.860,75.963,88.071,39.452,75.717,75.500,21.679,91.732,10.333,51.360,69.615,22.500,66.066,76.255,97.529,54.105,86.786,148.500,62.769,63.529,81.700,33.866,95.178,62.846,47.739,63.861
48,41.231,42.296,102.688,12.833,40.833,107.830,212.500,39.467,84.126,131.818,60.684,86.867,118.545,43.346,80.231,161.750,52.829,80.473,132.250,44.062,95.953,78.364,44.085,75.660,91.143,39.474,75.586,39.750,21.810,91.467,32.667,51.292,69.386,28.125,66.102,76.345,85.765,54.078,87.009,308.750,62.947,63.539,76.600,33.741,95.699,36.923,47.480,64.111
49,52.846,42.079,102.593,51.667,40.564,107.558,190.200,39.499,83.981,160.000,60.490,87.060,159.091,43.238,80.133,217.000,52.882,80.578,92.250,44.057,95.873,118.182,43.798,75.998,54.500,39.394,75.565,138.000,21.808,91.791,19.667,51.615,69.353,27.500,66.253,76.381,123.529,54.025,86.897,261.000,63.066,63.511,54.500,33.886,95.020,34.769,47.434,63.730
50,62.462,42.426,102.815,75.167,40.435,107.412,73.500,39.271,83.916,295.636,60.540,87.031,155.636,43.193,80.218,206.250,52.898,80.573,112.000,44.200,95.890,96.909,43.873,76.010,57.286,39.389,75.732,57.250,21.858,91.690,11.167,51.518,69.521,32.375,66.423,76.477,118.471,54.137,86.810,321.000,62.956,63.542,103.500,33.724,95.212,18.923,47.632,64.147
51,29.615,42.022,102.953,169.167,40.517,107.527,37.900,39.321,83.904,101.818,60.739,86.894,114.545,43.299,80.218,123.875,52.731,80.551,94.375,44.168,95.991,6.909,43.808,75.664,45.500,39.425,75.624,65.500,21.830,91.921,18.667,51.507,69.537,26.500,66.504,76.223,121.059,54.121,86.653,266.250,63.004,63.512,32.000,33.928,95.258,52.154,47.617,64.008
52,87.846,41.990,102.743,73.833,40.742,107.654,60.900,39.107,84.075,258.182,60.628,86.923,226.182,43.214,80.269,148.500,52.733,80.626,110.375,44.083,96.060,106.000,43.802,75.989,85.929,39.398,75.440,94.500,21.778,91.709,66.667,51.467,69.600,20.625,66.256,75.981,105.882,54.152,86.813,227.750,62.839,63.615,54.300,33.865,95.207,55.538,47.309,63.887
53,87.385,42.065,102.695,74.167,40.799,107.684,53.200,39.178,84.052,168.545,60.706,86.965,237.818,43.254,80.172,311.500,52.946,80.664,72.750,44.196,96.057,70.364,43.906,75.652,58.500,39.498,75.623,39.250,21.954,91.621,39.500,51.187,69.424,53.750,66.259,76.168,110.824,54.109,86.783,195.750,63.018,63.526,40.800,33.725,95.431,41.000,47.538,63.845
54,57.308,42.264,102.703,85.333,40.514,107.644,89.900,39.407,83.941,116.182,60.605,86.952,160.364,43.331,80.170,205.750,52.923,80.575,67.875,44.069,96.169,55.455,43.806,75.719,77.643,39.282,75.560,36.500,21.955,91.732,8.500,51.925,69.285,37.750,66.193,76.327,144.000,54.070,86.840,238.750,62.766,63.580,45.600,33.761,95.304,75.923,47.235,64.064
55,25.385,42.092,102.380,39.000,40.846,107.803,48.800,39.260,84.148,86.182,60.623,86.953,243.636,43.346,80.124,256.500,52.794,80.596,57.250,43.924,96.030,28.182,44.041,75.709,75.857,39.411,75.700,72.250,21.834,91.911,42.833,51.703,69.468,53.500,66.261,76.317,101.294,54.116,86.974,155.500,62.967,63.522,23.700,33.719,95.403,44.385,47.457,64.046
56,37.462,42.118,102.647,35.667,40.850,107.582,60.700,39.440,84.195,200.182,60.615,86.990,174.000,43.195,80.037,279.375,52.816,80.600,85.500,44.092,96.074,75.455,43.999,75.898,91.714,39.277,75.306,130.500,21.869,91.766,6.000,51.615,69.595,42.250,66.248,76.275,138.235,54.095,86.826,254.000,62.958,63.559,100.600,33.845,95.180,37.538,47.398,63.880
57,65.769,42.322,102.947,129.667,40.490,107.603,81.000,39.276,84.148,187.818,60.558,86.972,97.455,43.225,80.095,295.250,52.932,80.584,117.250,44.006,95.939,84.545,43.819,75.831,86.500,39.296,75.796,103.000,21.762,91.801,38.000,51.309,69.395,66.000,66.354,76.052,143.882,54.142,86.858,234.500,62.865,63.543,103.500,33.838,95.116,75.846,47.457,63.945
58,49.231,42.317,102.748,91.333,40.709,107.507,46.300,39.422,83.909,156.545,60.581,86.832,102.000,43.190,80.070,231.500,52.847,80.646,112.125,43.931,95.823,52.000,43.792,75.762,50.357,39.455,75.368,75.000,21.723,91.632,5.667,51.688,69.203,15.750,66.197,76.290,91.059,54.016,87.073,265.250,62.889,63.599,108.300,33.760,95.231,53.538,47.308,63.995
59,68.769,42.079,102.730,40.333,40.541,107.744,91.300,39.520,84.153,199.273,60.553,86.883,139.091,43.273,80.043,300.250,52.926,80.686,89.250,44.016,96.132,92.545,43.771,75.861,62.786,39.543,75.514,122.750,21.875,91.900,37.167,51.447,69.310,42.375,66.055,76.204,89.412,54.019,86.552,374.750,62.985,63.536,37.700,33.748,95.503,64.769,47.306,63.956
60,49.000,41.885,102.849,20.167,40.706,107.492,59.300,39.359,84.105,160.727,60.562,86.936,136.000,43.238,80.178,304.000,52.927,80.552,97.375,44.135,96.144,111.636,43.887,75.902,82.071,39.392,75.401,118.250,21.775,91.574,1.833,51.220,69.708,7.375,65.928,76.189,139.529,54.119,86.767,262.000,63.008,63.595,72.400,33.866,95.280,55.538,47.448,64.144
61,60.231,42.033,102.749,25.333,40.794,107.497,80.100,39.351,83.921,153.091,60.563,87.030,160.545,43.200,80.136,217.625,52.923,80.677,75.625,43.923,95.933,28.545,43.946,76.014,73.500,39.324,75.762,106.000,21.729,91.767,36.167,51.309,69.541,38.375,65.776,76.332,63.176,53.957,86.900,180.750,62.910,63.535,55.200,33.846,95.446,31.308,47.347,64.003
62,64.692,42.316,102.621,74.167,40.488,107.575,102.300,39.357,84.188,123.091,60.627,86.841,232.727,43.233,80.211,212.875,52.747,80.533,97.875,44.077,95.897,86.727,43.785,76.035,96.286,39.323,75.643,131.500,22.091,91.890,22.667,51.364,69.504,60.625,66.361,76.315,108.706,54.077,86.990,277.750,62.913,63.499,59.100,33.909,95.353,55.154,47.411,63.962
63,54.846,42.018,102.866,122.000,40.723,107.603,45.100,39.358,83.876,175.091,60.582,86.944,224.182,43.231,80.131,312.250,52.959,80.614,109.000,43.974,95.764,56.364,43.744,76.011,60.643,39.525,75.521,55.000,21.763,91.626,34.167,51.518,69.506,32.375,66.118,76.256,76.941,54.264,86.888,231.000,62.803,63.627,50.800,33.645,95.063,50.000,47.480,63.962
64,52.769,41.987,102.795,28.000,40.795,107.546,18.100,39.480,84.057,174.000,60.609,86.939,197.273,43.172,79.999,284.750,52.801,80.518,155.750,43.962,95.914,69.091,43.910,75.647,72.571,39.399,75.245,76.000,21.715,91.762,42.000,51.418,69.434,64.500,66.121,76.220,92.824,54.159,87.032,207.750,62.934,63.473,57.700,33.677,95.132,50.385,47.312,63.728
65,51.923,42.094,102.664,41.167,40.613,107.547,50.300,39.357,83.975,280.545,60.681,87.196,309.455,43.215,80.134,340.125,52.768,80.659,116.125,44.070,96.007,44.000,43.932,76.072,108.571,39.295,75.725,125.000,21.794,91.760,21.500,51.492,69.393,30.500,66.109,75.968,116.824,54.135,86.844,187.250,62.920,63.558,47.900,33.847,95.034,37.385,47.531,64.034
66,63.692,42.056,102.715,102.667,40.611,107.462,56.200,39.367,84.083,177.091,60.633,86.995,772.000,43.227,80.173,281.375,52.858,80.709,84.875,43.920,95.938,113.273,43.766,75.878,57.286,39.302,75.836,100.250,21.923,91.668,7.333,51.340,69.024,7.375,65.875,75.795,94.353,54.056,86.751,234.500,62.891,63.610,59.500,33.956,95.109,78.846,47.502,64.190
67,51.615,41.911,102.595,96.000,40.628,107.541,50.100,39.449,83.943,227.636,60.667,86.994,634.909,43.271,80.177,201.750,52.858,80.616,81.875,44.033,95.942,71.091,43.836,75.778,103.857,39.499,75.602,77.250,21.808,91.792,30.000,51.538,69.102,42.500,66.238,76.409,163.529,54.123,86.752,204.250,62.851,63.559,61.100,33.569,95.214,71.615,47.551,64.115
68,76.385,42.156,102.743,86.833,40.764,107.472,51.400,39.472,84.073,191.636,60.616,86.934,638.182,43.185,80.198,250.000,52.920,80.611,85.375,43.965,95.885,56.727,43.811,75.762,91.429,39.409,75.450,80.500,21.783,91.536,47.000,51.456,69.365,54.375,66.119,76.059,164.824,54.131,86.966,197.750,62.945,63.554,37.800,33.884,95.455,32.000,47.340,64.144
69,31.231,42.306,102.961,106.500,40.695,107.522,22.300,39.259,84.057,211.818,60.579,86.815,374.182,43.264,80.249,341.000,52.867,80.578,95.125,44.107,95.737,78.909,43.903,76.126,55.071,39.373,75.546,68.000,21.863,91.643,22.167,51.580,69.485,43.500,66.136,76.305,97.882,54.082,86.847,166.250,62.974,63.608,47.700,33.744,95.001,59.154,47.617,64.384
70,55.385,42.222,102.941,51.333,40.781,107.440,51.200,39.304,84.090,150.182,60.675,86.979,383.636,43.211,80.201,311.375,52.858,80.607,79.125,44.008,95.971,33.818,43.973,75.938,67.857,39.368,75.663,105.000,21.800,91.687,5.500,51.361,69.482,27.750,65.998,76.256,52.000,54.039,86.757,186.250,63.038,63.614,48.000,33.714,95.172,50.846,47.366,64.030
71,55.846,41.970,102.886,40.500,40.667,107.578,38.600,39.246,84.257,176.727,60.544,87.106,372.364,43.289,80.144,453.125,52.882,80.577,82.000,44.014,95.953,23.455,43.846,75.778,82.071,39.364,75.666,141.500,21.885,91.902,35.833,51.325,69.403,47.250,66.035,76.242,58.706,54.096,86.736,318.250,62.865,63.462,76.900,33.765,95.078,36.231,47.308,63.885
