 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16
455,47.692,42.054,102.761,47.333,40.393,107.696,103.900,39.520,84.025,365.091,60.552,86.949,196.909,43.276,80.102,297.875,52.885,80.537,76.875,44.070,95.916,22.727,44.106,75.929,106.143,39.369,75.543,48.500,21.860,91.776,35.000,51.309,69.489,55.750,66.295,76.352,113.882,54.098,86.881,262.000,63.014,63.530,55.400,33.823,95.080,38.769,47.578,64.080
456,57.538,42.012,102.798,63.667,40.477,107.542,88.100,39.299,84.127,295.091,60.662,86.924,157.455,43.203,80.079,289.875,52.887,80.643,156.625,44.001,95.879,58.000,43.884,75.865,81.429,39.408,75.723,115.750,22.004,91.628,20.500,51.035,69.615,46.875,66.050,76.345,117.882,54.084,86.892,263.500,62.856,63.496,99.800,33.827,95.398,36.615,47.687,63.968
457,70.615,42.175,102.727,69.167,40.663,107.537,95.000,39.484,84.040,276.000,60.537,86.944,65.636,43.242,80.162,423.500,52.890,80.678,93.500,43.888,95.912,50.182,43.875,76.125,100.214,39.352,75.678,186.500,21.853,91.652,48.667,51.570,69.369,41.500,66.127,76.460,137.412,54.119,86.714,363.000,62.815,63.495,20.700,33.837,94.964,41.538,47.058,64.043
458,65.769,41.905,102.691,88.167,40.853,107.527,91.500,39.465,84.142,268.000,60.546,86.982,110.000,43.181,80.316,357.125,52.959,80.590,85.500,44.057,96.210,68.000,43.790,75.750,103.929,39.341,75.624,209.000,21.885,91.692,68.000,51.621,69.350,75.000,66.086,76.172,121.294,54.234,86.696,349.250,62.886,63.498,61.000,33.817,95.160,52.615,47.549,64.112
459,63.538,42.009,102.805,64.667,40.448,107.624,111.100,39.262,84.043,330.909,60.570,86.914,215.455,43.297,80.242,367.875,52.920,80.663,68.375,44.240,95.972,26.364,43.647,75.705,106.500,39.270,75.801,69.500,21.961,91.802,82.167,51.453,69.360,73.500,66.145,76.109,107.882,54.129,86.893,195.000,63.057,63.527,88.800,33.668,95.176,65.769,47.470,63.919
460,46.000,42.270,102.838,54.167,40.680,107.527,109.300,39.362,84.080,423.455,60.614,87.041,152.364,43.173,80.099,438.500,52.836,80.601,88.750,43.917,95.988,38.000,43.783,75.946,153.071,39.380,75.911,122.000,21.985,91.725,16.333,51.526,69.778,42.500,66.493,76.348,108.588,54.077,86.952,278.750,62.912,63.523,88.800,33.937,95.311,43.154,47.449,64.034
461,41.308,42.115,102.816,76.167,40.754,107.600,106.500,39.513,83.846,346.364,60.639,86.891,123.273,43.117,80.124,287.375,52.743,80.538,145.875,44.164,96.122,34.727,44.001,75.589,78.714,39.363,75.711,97.750,21.894,91.714,44.667,51.581,69.464,51.375,66.114,76.183,55.412,54.023,87.056,286.500,62.893,63.581,66.200,33.782,95.086,61.923,47.430,63.970
462,47.692,41.885,102.615,40.333,40.584,107.648,86.300,39.242,84.019,321.818,60.626,86.983,147.636,43.231,80.093,408.625,52.818,80.617,68.625,43.933,95.855,42.727,44.067,75.641,89.357,39.439,75.700,92.750,21.817,92.040,21.667,51.417,69.595,16.625,66.260,76.345,147.765,54.046,86.821,235.500,62.955,63.550,58.000,33.769,95.183,67.154,47.238,63.975
463,58.692,42.207,102.778,68.000,40.786,107.696,99.100,39.330,83.965,388.182,60.607,86.899,172.545,43.186,80.158,543.250,52.916,80.591,91.250,43.921,95.905,47.091,43.883,75.849,114.500,39.305,75.590,69.500,21.862,91.622,34.833,51.523,69.598,20.000,66.286,76.512,137.412,54.116,86.726,335.000,62.845,63.578,104.300,33.908,95.307,67.769,47.611,63.991
464,85.692,42.283,102.817,48.333,40.504,107.514,151.700,39.249,83.940,327.818,60.578,86.868,90.364,43.200,80.288,420.875,52.837,80.566,70.125,43.996,96.058,56.000,43.894,75.791,98.357,39.300,75.873,83.000,21.920,91.843,18.500,51.537,69.514,54.375,65.957,76.282,151.882,54.109,86.762,126.000,62.994,63.517,101.900,33.728,95.061,11.077,47.656,64.263
465,46.538,42.458,102.624,63.333,40.708,107.626,111.700,39.452,83.859,367.273,60.656,86.984,143.273,43.176,80.022,499.875,52.926,80.607,68.250,43.901,96.051,42.182,44.012,75.946,128.857,39.426,75.443,150.500,21.770,91.624,71.167,51.339,69.286,72.875,66.172,76.194,133.882,54.095,86.841,371.250,62.829,63.579,63.400,33.755,95.051,83.077,47.508,64.121
466,29.615,42.164,102.747,49.167,40.812,107.510,105.000,39.447,83.846,346.182,60.548,86.999,158.364,43.256,80.170,498.750,52.782,80.615,86.375,43.937,95.990,63.091,43.869,75.728,100.714,39.299,75.860,145.250,21.914,91.761,33.000,51.180,69.445,34.875,66.251,76.438,130.824,54.059,86.883,275.750,62.993,63.578,83.900,33.765,95.183,32.385,47.048,64.016
467,80.538,42.044,102.867,89.333,40.642,107.704,119.400,39.338,83.885,320.364,60.617,86.943,123.273,43.356,80.210,303.000,52.784,80.572,104.000,43.949,95.986,61.091,43.919,75.923,68.786,39.399,75.229,76.250,21.739,91.533,42.667,51.717,69.591,43.875,66.064,76.355,149.882,54.060,86.765,351.750,62.838,63.531,94.000,33.730,95.459,33.000,47.258,63.977
468,58.846,42.240,102.746,85.333,40.680,107.388,100.900,39.238,83.904,224.364,60.685,86.969,96.364,43.162,80.126,265.000,52.816,80.683,128.125,43.994,95.983,27.636,43.922,75.803,104.429,39.376,75.435,201.500,21.830,91.740,27.000,51.623,69.461,27.875,66.367,76.206,166.353,54.081,86.680,373.500,62.819,63.550,81.000,33.782,95.079,56.077,47.566,64.207
469,132.846,42.083,102.945,34.833,40.560,107.365,118.600,39.415,83.930,341.818,60.579,86.888,102.909,43.323,80.104,306.500,52.842,80.655,135.500,44.144,96.032,44.364,44.053,75.681,119.357,39.353,75.721,62.250,21.846,91.711,27.667,51.395,69.408,38.000,66.280,76.366,109.176,54.057,86.786,257.000,62.876,63.463,87.600,33.822,95.093,77.846,47.496,63.888
470,149.615,42.034,102.851,141.000,40.678,107.465,103.700,39.368,84.181,260.727,60.630,86.906,125.273,43.321,80.133,403.625,52.776,80.662,114.375,44.043,95.838,28.545,43.616,75.590,100.714,39.458,75.757,111.250,21.877,91.736,36.667,51.432,69.302,58.125,65.920,76.262,105.765,54.037,86.776,359.750,62.797,63.531,82.600,33.882,95.127,45.923,47.378,63.862
471,168.923,41.964,102.813,62.833,40.715,107.670,88.800,39.488,83.991,292.000,60.617,86.927,215.636,43.286,80.136,300.625,52.879,80.672,125.500,44.027,95.784,90.364,43.773,75.973,77.214,39.315,75.351,77.250,21.856,91.722,45.000,51.537,69.601,52.125,66.395,76.242,127.294,54.046,86.893,282.250,62.916,63.550,100.400,33.885,95.317,87.462,47.341,63.809
472,103.692,42.079,102.848,33.333,40.481,107.505,82.900,39.292,84.002,335.273,60.574,86.969,103.636,43.272,80.201,421.250,52.781,80.593,105.375,44.022,96.055,48.000,43.910,75.774,104.071,39.444,75.628,184.500,21.798,91.621,20.833,51.394,69.320,64.250,65.961,76.200,158.824,54.024,86.837,283.000,62.727,63.566,72.400,33.936,95.197,74.231,47.403,64.142
473,61.308,42.136,102.760,76.333,40.565,107.403,132.300,39.330,84.059,322.727,60.625,86.848,283.818,43.227,80.240,375.875,52.719,80.698,65.875,43.831,96.114,39.455,43.846,76.031,98.071,39.420,75.765,146.250,21.810,91.741,50.333,51.670,69.431,28.375,66.204,76.042,123.294,54.097,86.381,254.000,62.908,63.592,83.200,33.760,95.419,42.385,47.333,63.806
474,100.308,42.115,102.851,89.667,40.622,107.852,112.600,39.396,83.700,303.091,60.594,86.817,182.909,43.232,80.154,405.500,52.839,80.580,108.000,44.026,95.862,33.091,43.996,76.090,117.143,39.456,75.642,154.500,21.916,91.831,22.333,51.740,69.357,33.625,66.275,76.412,157.765,54.052,86.665,288.000,62.963,63.528,108.300,33.833,95.363,57.615,47.191,63.910
475,75.615,41.935,102.636,80.000,40.513,107.483,101.300,39.308,84.104,309.091,60.592,86.910,137.818,43.259,80.249,399.125,52.843,80.523,98.625,44.101,95.907,50.364,43.867,75.964,117.000,39.396,75.916,99.250,21.964,91.702,15.500,51.435,69.115,40.125,65.991,76.210,119.765,54.083,86.999,176.000,62.870,63.566,63.700,33.679,95.348,48.538,47.442,63.820
476,84.231,42.177,102.884,53.833,40.647,107.447,148.100,39.491,83.885,300.182,60.534,86.961,138.000,43.339,80.222,214.500,52.790,80.598,77.375,43.969,96.031,14.364,44.030,75.881,130.643,39.353,75.505,68.250,21.880,91.824,31.333,51.232,69.433,11.875,65.875,76.118,133.882,54.014,86.825,225.750,62.869,63.539,78.100,33.755,95.124,71.077,47.471,63.910
477,24.154,42.291,102.790,110.500,40.633,107.603,123.500,39.212,84.102,311.818,60.620,86.925,241.273,43.297,80.239,307.500,52.834,80.636,124.000,44.016,95.948,66.727,43.925,75.980,112.000,39.423,75.681,114.000,21.830,91.828,31.833,51.503,69.267,31.500,66.057,76.227,137.765,54.075,86.714,252.750,62.988,63.548,112.700,33.675,95.346,84.077,47.374,64.102
478,52.385,42.019,102.541,97.833,40.521,107.498,139.000,39.422,84.072,249.455,60.574,87.019,194.000,43.184,80.196,272.625,52.770,80.653,75.375,44.000,95.978,86.182,43.978,75.987,72.000,39.298,75.551,97.500,21.857,91.953,53.667,51.649,69.254,43.625,66.126,76.240,156.706,54.219,86.927,281.500,62.746,63.535,92.200,33.813,95.236,117.154,47.355,64.018
479,31.308,42.559,102.943,76.333,40.505,107.481,101.900,39.360,83.971,358.000,60.581,86.926,186.909,43.179,80.139,161.500,52.713,80.650,56.500,44.025,95.719,57.273,43.943,75.743,90.786,39.273,75.413,29.250,22.022,91.918,38.500,51.316,69.400,51.625,66.017,76.318,193.647,54.028,86.899,267.500,62.926,63.562,97.700,33.851,95.217,84.923,47.530,63.922
480,58.538,42.053,102.849,42.000,40.727,107.779,129.600,39.385,84.085,588.909,60.623,86.889,118.000,43.247,80.324,291.375,52.786,80.580,103.000,44.177,95.944,64.000,43.965,75.823,101.857,39.314,75.595,140.500,21.771,91.785,52.667,51.527,69.124,17.125,66.592,76.150,105.294,54.109,86.651,272.000,62.903,63.503,99.500,33.874,95.244,52.308,47.408,63.960
481,36.769,42.204,102.707,62.000,40.750,107.439,104.100,39.411,84.056,786.545,60.620,86.932,114.182,43.220,80.170,247.750,53.058,80.654,129.125,44.034,95.880,17.818,43.992,76.083,113.071,39.390,75.588,153.750,21.767,91.533,9.833,51.872,69.290,36.375,66.534,76.369,186.471,54.058,86.637,265.500,62.880,63.518,77.900,33.801,95.279,50.923,47.501,64.018
482,53.846,42.208,102.549,77.000,40.398,107.569,152.200,39.408,83.977,921.818,60.583,86.983,131.636,43.270,80.064,214.500,53.035,80.707,111.625,44.068,95.650,16.182,44.043,76.007,146.643,39.346,75.449,112.000,21.849,91.721,34.667,51.433,69.297,79.375,66.044,76.223,220.588,54.175,86.821,252.500,62.935,63.574,98.600,33.790,95.105,71.000,47.295,64.004
483,56.462,42.129,102.910,57.167,40.750,107.645,86.200,39.350,84.112,920.364,60.562,86.909,97.273,43.246,80.196,259.500,52.769,80.607,111.875,44.047,95.815,72.727,43.950,75.820,81.714,39.373,75.674,87.250,21.718,91.706,92.667,51.465,69.447,42.500,66.071,76.469,72.706,54.192,86.677,294.000,62.946,63.566,108.400,33.965,95.123,57.000,47.213,64.100
484,62.154,41.934,102.717,105.667,40.477,107.619,140.200,39.364,84.091,814.364,60.608,86.956,185.273,43.257,80.209,286.625,52.869,80.646,123.750,44.019,95.968,25.818,43.701,75.867,85.571,39.424,75.213,46.500,21.755,91.528,116.167,51.539,69.298,46.125,66.145,76.366,139.882,54.084,86.654,197.500,62.943,63.568,81.400,33.818,95.025,33.000,47.681,63.890
485,42.923,41.941,102.484,101.500,40.771,107.531,124.000,39.349,84.061,921.091,60.625,86.926,157.091,43.213,80.066,183.625,52.801,80.638,111.000,43.973,95.943,87.273,43.944,75.625,105.786,39.440,75.678,139.500,21.796,91.750,30.167,51.596,69.610,58.000,66.351,76.208,157.647,54.223,86.632,251.250,62.805,63.597,78.700,33.752,95.170,87.692,47.463,63.960
486,43.000,41.981,102.977,44.667,40.528,107.437,154.400,39.309,83.863,900.545,60.638,86.968,96.909,43.327,79.980,264.875,52.872,80.650,104.000,44.083,95.904,24.545,43.709,75.820,116.429,39.379,75.691,180.500,21.735,91.698,49.667,51.570,69.542,43.500,66.145,75.946,162.706,54.059,86.831,254.500,62.974,63.528,66.000,33.866,95.296,77.385,47.351,64.014
487,41.000,42.259,102.802,86.167,40.817,107.640,119.800,39.427,84.001,1013.091,60.649,86.916,112.182,43.323,80.053,268.875,52.921,80.546,145.875,44.047,95.956,64.909,43.981,75.956,80.071,39.323,75.480,167.500,21.858,91.790,26.500,51.399,69.437,61.875,66.387,76.165,91.059,54.165,86.506,247.750,62.902,63.553,76.100,33.831,94.989,75.538,47.190,63.823
488,62.000,42.126,102.650,94.333,40.608,107.378,78.900,39.455,83.919,1107.818,60.613,87.002,140.909,43.228,80.075,255.000,52.939,80.598,99.375,44.049,96.026,60.727,43.741,75.783,128.071,39.499,75.791,102.000,21.959,91.655,17.667,51.486,69.431,69.250,66.287,76.209,112.941,54.201,87.036,259.000,62.884,63.552,61.900,33.657,95.048,34.615,47.273,63.764
489,40.923,42.166,102.517,70.833,40.820,107.567,115.700,39.295,83.847,887.818,60.602,86.901,74.909,43.249,79.924,187.625,52.853,80.636,97.625,43.956,96.016,52.182,43.900,75.880,110.000,39.360,75.544,127.000,22.001,91.627,70.000,51.575,69.445,26.625,65.924,76.208,152.588,54.051,86.911,335.500,62.919,63.537,81.700,33.755,95.040,53.308,47.430,64.161
490,73.615,42.189,102.744,118.667,40.764,107.534,148.100,39.357,84.176,832.364,60.607,86.918,165.455,43.212,80.232,210.375,52.929,80.581,119.625,44.067,95.915,15.091,43.850,76.075,125.214,39.320,75.620,150.250,21.821,91.742,36.167,51.338,69.721,56.250,66.121,76.226,147.294,54.073,86.919,337.500,62.939,63.505,102.500,33.699,95.364,54.923,47.269,64.172
491,82.846,42.384,102.784,26.667,40.633,107.638,83.900,39.317,84.083,858.364,60.608,87.016,170.182,43.282,80.102,199.125,52.917,80.577,108.750,44.095,95.965,64.182,43.627,75.893,171.500,39.315,75.801,128.000,21.759,91.688,89.333,51.480,69.509,36.500,66.182,76.315,142.353,54.121,86.682,305.500,62.885,63.557,95.700,33.738,95.351,65.923,47.322,64.126
492,47.077,42.102,102.886,37.667,40.572,107.469,95.000,39.319,83.828,747.636,60.608,86.948,207.091,43.158,80.244,221.625,52.847,80.690,143.000,44.057,95.961,97.818,43.904,75.819,109.714,39.486,75.496,141.000,21.902,91.772,54.500,51.704,69.391,27.500,66.381,76.301,156.706,54.024,86.775,245.750,62.839,63.595,124.100,33.811,95.285,89.923,47.271,63.896
493,68.077,42.031,102.849,27.333,40.644,107.717,93.700,39.390,84.068,611.273,60.581,86.932,60.364,43.287,79.994,293.625,52.932,80.668,85.875,43.938,95.922,84.545,43.826,75.762,98.357,39.514,75.665,170.750,21.850,91.743,27.667,51.524,69.300,58.750,66.318,76.116,108.706,54.122,86.866,233.750,62.807,63.580,98.400,33.889,95.200,45.615,47.254,64.056
494,73.231,42.049,102.862,54.333,40.730,107.714,117.500,39.466,84.241,721.818,60.610,86.940,108.000,43.244,80.165,253.750,52.759,80.610,161.250,44.150,95.849,117.455,43.936,75.713,77.286,39.376,75.395,132.000,21.807,91.752,60.833,51.582,69.328,33.875,66.167,76.246,180.235,54.036,86.955,370.250,62.839,63.528,54.300,33.882,95.484,41.000,47.374,63.927
495,63.154,42.122,102.616,39.667,40.588,107.466,91.000,39.398,83.957,693.818,60.637,86.906,101.273,43.365,80.119,321.125,52.811,80.569,99.875,44.095,95.884,40.545,43.968,76.047,85.000,39.225,75.418,17.750,21.886,91.356,55.000,51.307,69.312,30.125,66.418,76.186,102.824,54.028,86.805,196.250,63.104,63.525,54.100,33.769,95.126,59.308,47.271,64.036
496,63.000,42.078,103.000,60.000,40.618,107.755,163.500,39.414,83.917,582.909,60.563,86.916,142.545,43.175,79.983,223.875,52.860,80.628,36.875,44.073,96.220,19.636,44.000,75.904,103.143,39.302,75.607,165.000,21.786,91.779,5.833,51.571,69.595,54.625,66.115,76.317,168.471,54.167,86.951,290.500,62.939,63.558,83.000,33.906,95.054,104.308,47.362,63.929
497,40.692,42.289,102.806,42.167,40.660,107.587,107.700,39.364,83.941,465.091,60.618,86.891,67.455,43.334,79.968,227.500,52.800,80.520,73.125,44.043,96.214,39.455,43.904,75.855,113.857,39.366,75.769,66.500,21.824,91.901,55.667,51.431,69.618,30.500,66.259,76.067,185.294,54.103,86.950,272.250,62.894,63.532,59.100,33.824,95.170,58.923,47.124,64.156
498,68.615,42.076,102.874,74.000,40.631,107.562,86.300,39.349,84.100,375.091,60.627,87.036,156.727,43.288,80.139,220.625,52.802,80.627,78.875,43.946,95.823,25.455,43.916,76.092,116.071,39.319,75.401,83.750,21.707,91.747,35.833,51.627,69.340,13.125,66.117,76.391,152.941,54.116,86.855,222.250,62.756,63.608,98.400,33.676,95.261,54.385,47.094,64.026
499,96.000,42.131,102.875,106.333,40.749,107.636,106.400,39.514,83.981,244.364,60.600,87.068,79.091,43.276,80.250,221.125,52.889,80.646,129.625,43.862,95.984,32.545,43.862,75.847,63.571,39.447,75.765,208.250,21.853,91.876,51.833,51.575,69.461,30.125,66.320,76.096,149.176,54.118,86.949,259.000,62.929,63.589,103.900,33.741,95.563,54.769,47.555,63.929
500,72.692,42.016,102.840,142.667,40.672,107.619,75.500,39.416,83.926,276.727,60.635,87.008,223.455,43.248,80.192,198.375,52.810,80.675,62.250,44.058,95.754,60.364,43.855,75.848,155.071,39.254,75.481,182.500,21.750,91.648,46.333,51.531,69.293,61.000,66.335,76.081,100.471,54.210,86.906,225.750,62.808,63.549,96.300,33.753,95.466,67.923,47.406,64.011
501,43.231,42.143,102.622,66.500,40.622,107.540,101.100,39.481,84.082,272.545,60.578,87.021,149.273,43.331,80.145,229.375,52.793,80.669,99.500,44.110,95.927,58.909,43.865,75.367,121.786,39.349,75.609,99.000,21.933,91.625,88.833,51.616,69.294,53.000,66.266,76.493,87.294,54.024,86.780,266.500,62.816,63.542,24.200,33.946,95.024,45.615,47.434,63.858
502,51.385,42.380,103.058,52.000,40.754,107.502,104.500,39.560,83.812,290.727,60.616,86.912,142.909,43.351,80.282,221.750,52.900,80.722,45.250,44.041,96.069,92.909,43.807,75.721,94.143,39.278,75.749,71.750,21.890,91.779,29.167,51.597,69.436,29.750,66.022,76.161,160.118,54.138,86.843,321.000,62.817,63.490,80.600,33.980,95.318,33.385,47.217,63.810
503,78.769,41.947,102.859,106.667,40.589,107.607,111.100,39.483,84.083,283.818,60.620,86.999,166.364,43.213,80.114,152.125,52.769,80.718,93.250,44.000,95.920,55.818,43.947,75.682,64.571,39.320,75.577,160.000,21.827,91.613,17.167,51.477,69.670,62.750,66.225,76.404,106.235,54.178,86.821,337.750,62.934,63.565,78.300,33.827,95.102,102.692,47.735,63.950
504,56.923,42.243,102.718,103.167,40.626,107.669,108.300,39.365,84.075,200.182,60.540,86.985,170.727,43.167,80.145,191.500,52.826,80.682,109.000,44.066,96.028,41.273,43.993,75.719,144.643,39.386,75.643,111.500,21.915,91.850,35.500,51.491,69.368,30.625,66.413,75.975,136.941,54.093,86.622,274.250,62.898,63.626,47.700,33.793,95.020,52.000,47.427,64.074
505,77.385,42.098,102.847,327.500,40.667,107.591,137.000,39.349,84.118,257.455,60.565,86.935,187.273,43.201,80.186,251.125,52.881,80.718,43.625,43.869,95.973,38.909,43.949,75.982,78.429,39.331,75.285,212.750,21.877,91.755,78.667,51.417,69.399,26.625,66.205,76.013,193.647,54.145,86.801,273.750,62.817,63.551,49.300,33.870,95.198,48.000,47.323,64.066
506,54.846,42.359,102.622,398.833,40.576,107.575,107.100,39.326,84.124,351.818,60.599,86.956,71.455,43.330,80.344,147.375,52.950,80.559,49.125,44.051,95.987,55.091,43.848,75.787,93.143,39.284,75.495,125.000,21.887,91.926,26.167,51.615,69.208,38.750,66.165,76.477,157.647,54.055,86.919,507.000,62.776,63.522,55.400,33.752,95.190,65.462,47.485,64.273
507,96.846,42.379,102.769,269.833,40.603,107.576,81.100,39.384,84.077,207.636,60.640,86.830,141.091,43.139,80.113,163.625,53.129,80.600,36.125,44.003,95.956,25.818,43.972,75.939,68.857,39.315,75.653,158.750,21.876,91.788,87.833,51.491,69.513,55.375,66.248,76.306,81.765,54.192,86.888,214.000,62.833,63.478,58.400,33.607,95.146,48.231,47.226,64.022
508,89.154,42.235,102.844,243.833,40.630,107.583,104.500,39.358,84.077,276.545,60.557,87.041,107.818,43.231,80.284,356.375,52.854,80.657,100.250,44.035,95.959,63.636,43.848,75.663,136.071,39.427,75.779,151.000,21.835,91.765,19.500,51.226,69.494,93.750,66.288,76.200,122.824,54.072,86.869,272.000,62.772,63.603,87.100,33.875,95.214,49.846,47.437,64.177
509,51.846,42.267,102.512,311.833,40.597,107.512,81.200,39.375,84.018,252.182,60.550,86.868,118.364,43.325,80.212,366.250,52.741,80.716,57.750,43.906,95.756,31.636,43.988,75.811,111.929,39.306,75.459,125.250,21.945,91.718,21.500,51.771,69.439,30.875,65.795,76.409,132.706,54.153,86.655,195.250,62.894,63.511,73.600,33.760,95.127,36.846,47.588,63.774
510,62.308,42.221,102.666,233.000,40.651,107.507,170.500,39.370,83.965,285.818,60.632,87.023,67.455,43.145,80.049,264.375,52.841,80.588,65.000,44.053,95.825,56.364,43.893,75.988,122.786,39.374,75.628,118.500,21.745,91.701,25.667,51.100,69.482,25.500,66.129,76.312,119.882,54.069,86.871,283.750,62.716,63.523,69.400,33.755,95.136,80.923,47.591,63.922
511,39.846,42.085,102.702,181.500,40.718,107.650,148.800,39.430,83.892,224.909,60.525,87.035,124.909,43.235,80.061,250.625,52.859,80.622,92.875,43.983,95.834,33.091,43.925,75.976,51.000,39.332,75.468,68.500,21.935,91.881,64.000,51.659,69.437,86.000,66.075,76.393,96.588,54.069,86.830,271.750,62.782,63.565,61.800,33.757,95.363,40.692,47.527,64.162
512,50.692,42.343,102.714,214.000,40.697,107.545,131.700,39.448,83.929,282.727,60.595,86.983,103.818,43.331,80.195,195.750,53.000,80.628,93.750,43.979,95.957,70.727,43.832,75.660,143.000,39.438,75.704,99.000,21.944,91.697,112.333,51.379,69.440,12.875,65.902,76.259,155.882,54.103,86.911,159.250,62.830,63.577,114.200,33.836,95.229,75.154,47.401,64.169
513,84.923,42.284,102.935,107.167,40.607,107.550,121.900,39.353,83.932,278.364,60.612,86.977,118.909,43.232,79.992,199.250,52.880,80.635,40.750,44.290,95.808,38.545,43.839,75.523,117.286,39.421,75.764,73.500,21.843,91.767,30.000,51.350,69.461,29.750,66.280,76.104,160.118,54.146,86.852,213.000,62.918,63.475,53.600,33.932,95.271,97.385,47.117,64.329
514,47.538,42.135,102.700,87.500,40.442,107.580,94.200,39.391,83.995,314.727,60.550,86.941,112.727,43.237,80.214,261.500,52.828,80.616,80.500,43.838,95.991,19.091,43.903,75.568,84.357,39.347,75.537,183.250,21.811,91.610,49.333,51.696,69.244,26.875,66.009,76.310,143.765,54.115,86.880,207.500,62.967,63.617,54.300,33.946,95.267,73.231,47.001,63.968
515,64.538,42.217,102.969,59.833,40.642,107.685,129.800,39.450,84.036,362.727,60.635,86.854,135.091,43.122,80.344,254.625,52.982,80.596,147.250,43.932,95.616,123.091,43.708,75.725,162.500,39.331,75.838,124.500,21.808,91.678,61.000,51.557,69.366,51.000,65.991,76.512,131.647,54.194,86.902,169.000,62.908,63.500,82.700,33.942,95.275,31.538,47.464,64.030
516,45.846,42.717,102.839,43.333,40.622,107.593,114.300,39.239,83.815,374.909,60.656,87.090,98.727,43.281,80.235,271.625,52.805,80.587,83.125,44.029,95.814,68.182,44.006,75.911,149.429,39.400,75.535,164.000,21.990,91.724,50.333,51.351,69.400,54.125,66.302,76.372,169.294,54.158,86.777,136.000,62.638,63.482,86.000,33.845,95.173,38.923,47.481,64.022
517,68.692,42.355,102.793,31.000,40.585,107.687,107.800,39.550,83.930,348.909,60.641,86.900,122.182,43.180,80.003,234.875,52.789,80.585,58.875,44.109,96.150,37.091,43.716,75.604,64.643,39.292,75.945,178.750,21.826,91.866,61.500,51.583,69.309,43.875,66.113,76.278,69.647,54.076,87.012,232.000,62.889,63.617,102.700,33.629,95.184,57.077,47.495,63.808
518,62.308,41.942,102.750,133.833,40.755,107.521,137.700,39.377,84.003,299.636,60.589,87.066,172.364,43.171,80.108,223.375,52.815,80.693,88.625,43.980,95.873,47.273,43.743,75.517,102.000,39.337,75.685,188.500,21.906,91.711,35.667,51.496,69.670,57.625,66.089,76.287,118.706,54.033,87.033,205.250,62.820,63.551,122.400,33.900,95.220,64.385,47.381,64.086
519,53.154,42.153,102.878,83.833,40.822,107.442,135.600,39.418,84.181,192.000,60.560,87.003,93.091,43.284,80.228,171.500,52.934,80.605,109.875,43.955,95.967,2.727,43.679,75.547,110.286,39.292,75.653,137.750,21.886,91.734,77.833,51.725,69.688,28.375,66.349,75.817,107.529,54.154,86.945,392.250,62.792,63.513,101.000,33.963,95.256,44.462,47.308,64.020
520,61.154,42.065,102.773,59.667,40.622,107.595,61.200,39.277,83.989,137.818,60.615,87.046,87.455,43.266,80.027,251.250,52.859,80.546,58.750,43.887,96.082,46.364,43.674,75.876,121.714,39.289,75.595,653.000,21.871,91.743,61.500,51.303,69.285,186.500,66.075,76.189,179.765,54.093,87.034,301.250,62.755,63.613,81.700,33.780,95.396,66.231,47.271,63.892
521,40.000,42.088,102.591,113.500,40.760,107.730,98.700,39.268,84.152,223.273,60.624,86.821,111.455,43.156,80.242,238.375,52.873,80.583,96.125,44.003,95.967,22.727,43.994,75.510,109.857,39.213,75.366,394.000,21.794,91.760,17.333,51.669,69.374,247.875,66.130,76.309,142.235,54.137,86.938,227.750,62.817,63.587,63.400,33.705,95.250,39.462,47.232,64.157
522,44.538,42.160,102.765,61.500,40.613,107.652,116.500,39.372,83.891,213.273,60.566,86.877,194.545,43.206,80.104,260.875,52.896,80.508,88.000,44.046,95.864,55.818,43.865,75.792,89.000,39.514,75.838,379.000,21.870,91.760,34.000,51.923,69.297,174.000,66.139,76.191,128.941,54.111,87.080,235.250,62.876,63.540,68.800,33.833,95.329,80.462,47.476,63.881
523,78.462,42.275,102.856,132.500,40.761,107.626,127.500,39.391,83.889,174.364,60.570,87.089,89.818,43.259,80.219,169.625,52.850,80.679,77.375,43.991,95.858,36.545,43.831,75.827,108.286,39.325,75.513,317.000,21.899,91.760,55.833,51.535,69.393,162.750,66.087,76.227,153.647,54.050,86.978,322.750,62.862,63.554,72.000,33.785,95.114,78.538,47.441,63.956
524,60.923,42.317,102.571,71.333,40.700,107.435,98.400,39.293,84.118,272.182,60.629,86.913,86.182,43.227,80.257,222.375,52.805,80.560,96.375,43.953,95.838,53.273,43.855,75.776,84.143,39.484,75.830,193.750,21.777,91.745,28.500,51.533,69.501,154.250,66.151,76.193,132.471,54.034,86.888,208.500,62.900,63.573,60.000,33.616,95.221,58.692,47.491,64.208
525,41.923,42.403,102.845,89.500,40.815,107.440,154.600,39.389,84.019,356.000,60.609,86.937,90.364,43.172,80.035,234.625,52.790,80.685,166.125,43.944,95.854,51.273,43.867,75.897,106.214,39.360,75.534,204.750,21.924,91.817,56.667,51.590,69.386,186.375,65.982,76.275,119.765,54.032,86.948,198.750,62.794,63.500,128.100,33.785,95.143,63.692,47.376,64.084
