 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19
134,158.000,65.954,66.174,430.455,63.921,69.181,324.833,70.246,67.614,50.750,73.448,60.692,263.750,73.509,72.397,331.950,75.758,76.959,433.875,68.313,70.691,56.125,42.041,56.323,251.857,67.256,74.907,1601.667,76.121,67.744,2409.750,67.757,95.131,224.423,62.384,61.556,288.875,60.828,69.993,242.667,68.112,56.384,324.700,67.137,61.831,67.375,62.503,54.771,135.167,69.886,59.982,83.000,36.317,60.697,384.333,71.295,70.312
135,161.188,65.929,66.040,392.273,63.892,69.241,367.750,70.320,67.602,175.500,73.496,60.588,386.375,73.495,72.399,254.300,75.741,76.989,375.125,68.239,70.735,103.500,42.138,56.456,211.381,67.259,74.996,1258.222,76.122,67.778,2196.875,67.732,95.140,203.808,62.527,61.566,214.625,60.860,69.893,237.750,68.136,56.466,254.400,67.199,61.791,69.062,62.376,54.740,200.333,69.826,59.972,31.917,36.331,60.704,579.667,71.422,70.279
136,131.875,65.963,66.224,357.636,63.907,69.174,366.250,70.268,67.623,83.875,73.585,60.684,343.500,73.530,72.420,281.500,75.797,76.937,303.125,68.275,70.711,130.500,42.176,56.432,218.381,67.285,75.015,836.000,76.122,67.783,2043.500,67.770,95.128,177.846,62.541,61.754,342.125,60.864,70.069,185.000,68.215,56.388,406.500,67.153,61.731,77.375,62.351,54.814,327.500,69.960,60.005,44.500,36.279,60.766,254.667,71.399,70.266
137,87.688,66.048,66.121,369.636,63.938,69.155,300.750,70.301,67.638,272.375,73.525,60.530,301.250,73.484,72.432,431.500,75.741,76.933,387.875,68.219,70.715,168.750,42.269,56.331,275.619,67.193,74.882,455.778,76.150,67.791,1440.125,67.750,95.128,144.577,62.475,61.595,188.250,60.800,70.052,192.167,68.138,56.360,228.000,67.180,61.750,54.875,62.123,54.821,196.333,69.962,60.026,44.083,36.428,60.739,367.333,71.411,70.332
138,101.188,66.076,65.922,332.182,63.956,69.253,325.583,70.319,67.687,144.750,73.525,60.841,392.875,73.468,72.431,263.250,75.717,76.967,335.500,68.252,70.714,178.875,42.279,56.339,198.429,67.378,74.889,408.444,76.151,67.698,1126.875,67.771,95.174,225.269,62.382,61.710,185.500,60.857,70.029,268.000,68.087,56.405,230.300,67.208,61.839,127.688,62.172,54.590,174.167,69.905,59.928,57.667,36.012,60.633,289.000,71.407,70.308
139,92.938,66.010,66.172,428.273,63.945,69.208,279.167,70.215,67.601,164.000,73.433,60.744,338.125,73.536,72.453,317.800,75.735,76.959,156.000,68.183,70.697,108.250,42.394,56.461,261.476,67.300,74.893,356.667,76.127,67.760,858.875,67.761,95.139,227.115,62.556,61.673,260.250,60.825,70.009,186.583,68.191,56.361,395.100,67.163,61.742,84.625,62.375,54.773,309.833,69.924,59.948,72.083,36.331,60.668,579.333,71.321,70.310
140,88.312,65.997,66.030,337.000,63.964,69.217,366.833,70.220,67.629,133.500,73.495,60.672,329.625,73.487,72.368,397.650,75.777,76.847,356.875,68.220,70.776,64.625,42.376,56.427,248.381,67.313,74.935,700.556,76.156,67.750,889.750,67.792,95.123,209.038,62.518,61.609,204.875,60.795,70.025,219.167,68.026,56.542,256.500,67.154,61.889,59.875,62.329,54.840,164.667,69.877,59.988,124.417,36.447,60.677,620.167,71.416,70.279
141,146.875,66.010,66.116,314.455,63.970,69.163,361.083,70.259,67.665,167.000,73.505,60.732,345.000,73.501,72.287,383.600,75.744,76.915,285.625,68.193,70.731,83.250,42.338,56.420,250.571,67.274,74.919,1336.556,76.121,67.741,780.375,67.765,95.141,185.385,62.480,61.718,252.125,60.829,70.078,120.833,68.064,56.478,296.800,67.164,61.782,68.688,62.274,54.786,302.333,69.927,59.972,81.833,36.252,60.823,562.333,71.408,70.252
142,100.000,65.989,66.121,460.182,63.958,69.193,284.750,70.228,67.731,204.125,73.332,60.742,350.500,73.455,72.357,458.050,75.767,76.886,391.250,68.244,70.754,128.500,42.334,56.314,247.000,67.314,74.905,1082.889,76.126,67.780,753.875,67.796,95.146,307.769,62.469,61.678,285.375,60.818,69.961,149.000,68.047,56.400,200.600,67.155,61.746,72.000,62.159,54.769,312.000,69.989,60.039,32.583,36.460,60.603,385.667,71.397,70.221
143,143.188,65.953,66.136,284.818,63.937,69.188,282.833,70.263,67.614,127.500,73.485,60.651,289.250,73.529,72.348,337.500,75.747,76.978,373.500,68.229,70.696,175.000,42.253,56.371,285.571,67.291,74.978,568.889,76.197,67.812,648.375,67.752,95.153,300.385,62.537,61.607,304.625,60.787,69.995,132.667,68.204,56.534,221.800,67.166,61.766,40.562,62.227,54.748,151.667,69.891,59.985,125.167,36.420,60.723,485.833,71.362,70.214
144,69.312,65.892,66.132,392.182,63.925,69.236,198.500,70.238,67.721,138.750,73.456,60.691,345.375,73.568,72.443,477.300,75.725,76.978,381.875,68.212,70.762,75.000,42.471,56.401,216.381,67.317,74.885,271.444,76.138,67.808,550.125,67.740,95.105,286.423,62.539,61.691,278.625,60.831,70.038,190.583,68.101,56.444,229.600,67.112,61.819,42.688,62.218,54.786,217.333,69.925,59.981,67.417,36.394,60.611,268.500,71.277,70.256
145,71.625,65.919,65.994,706.273,63.942,69.146,264.000,70.255,67.510,101.625,73.446,60.677,380.875,73.500,72.349,275.700,75.722,76.945,377.000,68.221,70.674,159.625,42.322,56.439,247.190,67.281,74.926,275.333,76.142,67.767,565.750,67.726,95.148,318.000,62.539,61.722,260.875,60.787,70.091,222.750,68.127,56.423,234.400,67.130,61.887,130.812,62.277,54.782,68.000,69.940,59.946,89.667,36.248,60.661,261.667,71.323,70.277
146,82.312,66.111,66.064,1057.636,63.927,69.165,195.667,70.195,67.570,94.375,73.510,60.719,302.250,73.463,72.396,486.400,75.693,76.997,338.750,68.206,70.705,134.750,42.344,56.424,203.286,67.306,74.919,348.667,76.151,67.772,801.500,67.795,95.140,268.654,62.616,61.689,312.375,60.859,70.034,177.167,68.144,56.472,253.600,67.153,61.790,61.000,62.264,54.889,237.333,70.017,60.008,102.833,36.285,60.730,444.000,71.322,70.285
147,126.062,65.884,66.167,705.273,63.923,69.161,296.417,70.269,67.716,99.500,73.419,60.695,444.875,73.480,72.409,405.900,75.719,76.975,340.875,68.249,70.795,49.125,42.123,56.371,207.810,67.370,74.886,281.556,76.141,67.751,1405.625,67.751,95.129,296.962,62.523,61.643,372.250,60.829,69.958,210.167,68.128,56.414,276.700,67.110,61.801,76.688,62.238,54.570,209.500,69.938,59.975,111.667,36.256,60.679,373.333,71.375,70.271
148,147.375,65.876,66.221,796.000,63.947,69.190,236.083,70.274,67.609,126.875,73.508,60.631,333.125,73.448,72.462,390.150,75.790,76.950,214.500,68.201,70.692,117.875,42.375,56.392,187.095,67.385,74.830,272.222,76.136,67.774,1500.750,67.730,95.172,210.500,62.516,61.614,268.625,60.789,69.996,182.667,68.120,56.344,203.900,67.171,61.659,15.250,62.165,54.855,272.333,69.862,60.017,62.250,36.308,60.646,355.667,71.361,70.224
149,120.062,65.992,65.969,623.182,63.929,69.186,255.167,70.220,67.601,200.500,73.515,60.737,428.250,73.426,72.396,469.500,75.754,76.936,340.375,68.233,70.686,106.750,42.452,56.427,204.476,67.205,74.972,281.333,76.170,67.775,1750.625,67.759,95.141,218.808,62.544,61.647,268.375,60.859,70.009,205.917,68.090,56.313,197.400,67.188,61.703,117.500,62.033,54.803,155.833,69.763,59.948,47.500,36.381,60.701,250.000,71.357,70.212
150,80.688,65.926,66.090,458.455,63.909,69.124,197.333,70.262,67.657,169.125,73.561,60.691,390.125,73.524,72.373,557.850,75.752,76.938,311.625,68.193,70.782,129.375,42.271,56.463,246.667,67.316,74.991,357.667,76.191,67.809,1134.000,67.764,95.189,225.077,62.596,61.643,226.875,60.778,70.167,214.083,68.174,56.451,249.800,67.103,61.928,67.125,62.251,54.751,102.333,69.987,60.034,56.750,36.339,60.678,217.833,71.356,70.313
151,132.438,65.927,66.245,314.091,63.930,69.231,207.917,70.251,67.698,219.000,73.496,60.729,262.250,73.553,72.442,738.300,75.758,76.992,419.000,68.240,70.716,186.875,42.193,56.452,187.524,67.341,74.968,331.000,76.148,67.812,1012.875,67.779,95.102,216.654,62.618,61.614,303.750,60.775,69.985,228.417,68.139,56.367,230.700,67.175,61.750,80.438,62.181,54.865,109.833,70.022,59.959,77.667,36.189,60.703,277.167,71.349,70.238
152,115.438,66.097,66.025,241.364,63.920,69.192,306.167,70.299,67.646,138.625,73.648,60.705,332.500,73.493,72.448,1112.450,75.755,76.968,274.500,68.244,70.764,94.375,42.318,56.320,241.857,67.319,74.838,492.778,76.119,67.773,1163.500,67.758,95.129,198.846,62.524,61.673,113.375,60.765,70.039,232.417,68.096,56.435,210.600,67.144,61.685,66.812,62.351,54.820,247.833,69.922,59.963,20.167,36.571,60.770,298.833,71.288,70.310
153,102.062,66.091,66.178,344.273,63.905,69.130,245.750,70.285,67.632,234.500,73.495,60.665,323.500,73.492,72.323,1309.500,75.740,76.947,306.000,68.250,70.663,119.125,42.413,56.482,200.571,67.318,74.921,816.667,76.119,67.735,898.625,67.758,95.123,245.269,62.590,61.628,280.875,60.888,69.948,149.417,68.209,56.356,235.900,67.151,61.850,56.750,62.173,54.820,388.833,69.880,59.999,53.250,36.340,60.692,264.167,71.412,70.267
154,154.688,65.873,66.135,348.273,63.969,69.246,239.583,70.267,67.562,70.500,73.529,60.632,316.250,73.542,72.396,1421.450,75.761,76.950,436.750,68.239,70.773,163.875,42.449,56.400,244.905,67.279,74.920,1010.444,76.138,67.748,880.375,67.794,95.126,195.269,62.582,61.536,311.875,60.871,70.117,221.917,68.141,56.386,296.500,67.167,61.832,35.000,62.391,54.567,288.500,69.851,60.008,111.333,36.469,60.633,380.667,71.344,70.289
155,145.938,65.968,66.199,344.818,63.913,69.228,216.583,70.240,67.637,59.250,73.407,60.747,444.750,73.416,72.423,1359.050,75.721,76.948,464.500,68.225,70.629,179.750,42.322,56.415,327.762,67.257,74.968,1097.778,76.128,67.778,710.500,67.772,95.112,201.615,62.525,61.654,355.000,60.792,70.010,213.417,68.125,56.410,302.100,67.162,61.887,66.750,62.226,54.630,173.833,69.862,60.018,126.667,36.112,60.672,251.500,71.289,70.262
156,111.875,66.010,66.116,249.545,63.930,69.175,171.750,70.369,67.644,198.625,73.521,60.725,421.625,73.485,72.417,1486.300,75.755,76.962,441.250,68.232,70.731,68.375,42.291,56.458,235.476,67.322,74.931,834.333,76.096,67.779,937.375,67.784,95.118,197.000,62.492,61.637,243.875,60.788,70.009,141.833,68.083,56.483,390.900,67.154,61.706,32.562,62.288,54.738,153.500,69.924,60.019,30.333,36.303,60.688,228.167,71.402,70.252
157,93.062,66.113,66.199,407.182,63.947,69.199,191.750,70.191,67.658,236.500,73.502,60.610,288.250,73.546,72.391,1515.650,75.773,76.974,323.000,68.293,70.711,92.125,42.465,56.374,285.048,67.355,74.921,485.556,76.134,67.814,1011.375,67.737,95.140,182.808,62.526,61.686,216.000,60.827,69.936,194.167,68.112,56.360,174.600,67.188,61.749,38.062,62.125,54.874,180.333,69.963,60.061,112.167,36.052,60.659,269.167,71.416,70.248
158,128.812,65.941,66.241,262.273,63.952,69.209,208.333,70.269,67.638,71.500,73.394,60.655,312.625,73.467,72.402,1304.550,75.744,76.927,296.000,68.265,70.634,92.125,42.277,56.402,348.905,67.179,74.801,412.222,76.153,67.752,1027.750,67.795,95.152,160.000,62.569,61.560,166.375,60.799,70.071,188.667,68.078,56.437,278.200,67.132,61.712,105.188,62.169,54.508,227.667,69.877,59.942,44.583,36.313,60.679,173.833,71.412,70.266
159,116.062,66.003,66.165,356.545,63.945,69.222,294.417,70.305,67.710,141.375,73.495,60.660,383.875,73.499,72.394,1085.450,75.735,76.986,335.500,68.281,70.702,85.750,42.377,56.332,248.286,67.253,74.887,256.556,76.151,67.755,1353.000,67.769,95.119,245.154,62.480,61.701,269.125,60.839,69.962,241.417,68.101,56.412,316.700,67.223,61.788,54.375,62.195,54.758,77.167,69.928,59.964,29.833,36.542,60.709,284.000,71.371,70.214
160,140.125,65.959,65.994,359.182,63.940,69.229,276.917,70.239,67.662,174.375,73.488,60.596,378.125,73.468,72.415,928.200,75.740,76.958,266.375,68.193,70.757,67.000,42.484,56.487,283.952,67.218,74.944,272.889,76.112,67.753,1472.375,67.762,95.129,205.346,62.531,61.579,343.000,60.858,69.973,231.667,68.154,56.422,299.800,67.177,61.751,75.000,62.512,54.613,176.500,69.922,59.984,72.750,36.236,60.665,571.833,71.407,70.234
161,155.375,65.977,66.078,267.818,63.941,69.160,212.583,70.320,67.611,212.000,73.488,60.752,333.750,73.541,72.417,652.850,75.737,76.955,271.125,68.207,70.744,132.875,42.294,56.388,223.381,67.226,74.883,307.222,76.111,67.724,1708.500,67.745,95.150,173.077,62.547,61.708,208.125,60.779,70.049,170.417,68.172,56.421,246.700,67.123,61.719,99.125,62.265,54.888,148.000,69.874,59.935,56.833,36.436,60.760,372.500,71.322,70.288
162,160.875,65.974,66.087,340.727,63.918,69.197,196.167,70.299,67.722,88.875,73.518,60.697,329.500,73.552,72.434,582.250,75.776,76.871,295.500,68.350,70.758,137.000,42.160,56.466,222.286,67.294,74.946,251.444,76.110,67.689,2155.750,67.764,95.136,194.115,62.518,61.660,184.125,60.875,70.064,193.500,68.215,56.440,249.000,67.127,61.846,66.812,62.156,54.820,257.500,70.005,59.996,45.917,35.870,60.715,299.667,71.324,70.257
163,145.250,65.996,66.025,353.182,63.943,69.214,148.583,70.323,67.682,307.250,73.510,60.700,362.500,73.541,72.428,703.850,75.747,76.961,332.000,68.222,70.615,119.250,42.326,56.443,296.190,67.417,74.913,232.667,76.184,67.746,2341.750,67.746,95.133,176.192,62.512,61.579,327.500,60.880,70.041,278.500,68.077,56.362,253.900,67.175,61.921,67.312,62.261,54.657,41.000,69.950,59.942,72.167,36.283,60.689,342.000,71.398,70.219
164,161.688,65.866,66.085,293.091,63.893,69.148,273.333,70.221,67.612,62.625,73.490,60.626,482.125,73.555,72.441,607.050,75.774,76.960,229.750,68.277,70.776,138.000,42.187,56.392,346.381,67.260,74.878,174.000,76.159,67.764,2166.625,67.763,95.114,175.692,62.491,61.642,131.250,60.905,70.065,126.833,68.151,56.415,237.100,67.163,61.732,52.062,62.079,54.738,113.167,69.872,59.922,80.083,36.500,60.742,218.833,71.409,70.311
165,92.875,65.958,66.092,250.909,63.872,69.275,244.583,70.326,67.699,195.750,73.422,60.655,471.500,73.511,72.437,433.200,75.723,76.950,334.250,68.270,70.722,128.250,42.303,56.375,497.143,67.289,74.984,251.111,76.180,67.730,2127.875,67.739,95.136,209.231,62.531,61.628,193.125,60.846,69.997,258.333,68.088,56.336,257.300,67.171,61.817,63.062,62.312,54.690,135.167,69.883,59.932,34.250,36.229,60.677,230.500,71.375,70.250
166,108.562,65.982,66.012,370.545,63.959,69.111,137.917,70.294,67.616,153.875,73.406,60.718,556.000,73.520,72.398,427.150,75.747,76.931,386.875,68.196,70.682,266.000,42.265,56.418,613.333,67.262,74.926,287.333,76.101,67.725,2423.500,67.759,95.140,233.538,62.447,61.557,310.875,60.829,69.956,283.833,68.122,56.453,252.800,67.137,61.784,25.250,62.328,54.852,160.167,69.997,59.986,62.583,36.167,60.703,319.333,71.350,70.256
167,117.562,66.009,66.015,291.545,63.980,69.221,217.500,70.318,67.687,89.375,73.561,60.715,378.625,73.454,72.380,530.650,75.722,76.960,300.000,68.247,70.747,118.375,42.325,56.440,706.619,67.267,74.953,354.667,76.132,67.831,2129.250,67.748,95.131,233.615,62.475,61.681,229.375,60.846,69.961,125.500,68.203,56.380,210.200,67.175,61.683,72.062,62.318,54.876,239.000,70.021,60.003,57.750,36.245,60.713,458.833,71.330,70.300
168,173.562,65.896,65.995,344.545,63.974,69.178,221.833,70.202,67.710,106.250,73.546,60.718,368.000,73.550,72.428,439.800,75.694,76.968,376.375,68.195,70.809,334.875,42.392,56.402,882.238,67.237,74.954,298.222,76.129,67.762,2021.250,67.742,95.156,185.654,62.521,61.698,413.875,60.847,69.938,185.333,68.083,56.412,214.200,67.154,61.918,88.250,62.143,54.797,196.500,69.958,59.915,55.000,36.322,60.705,280.333,71.354,70.281
169,134.875,65.915,66.043,358.636,63.978,69.231,183.833,70.372,67.524,97.875,73.426,60.739,384.250,73.481,72.418,486.850,75.766,76.973,359.375,68.215,70.788,130.375,42.350,56.417,940.190,67.285,74.939,212.556,76.120,67.724,1747.500,67.765,95.123,230.346,62.505,61.585,200.125,60.904,70.014,214.833,68.093,56.550,182.000,67.156,61.824,68.688,62.456,54.755,128.500,69.873,60.056,61.500,36.124,60.644,566.333,71.396,70.247
170,123.688,66.091,66.113,359.818,63.915,69.105,270.167,70.197,67.600,169.000,73.544,60.726,1795.875,73.485,72.406,506.500,75.794,76.939,380.750,68.271,70.734,131.750,42.566,56.431,906.619,67.257,74.914,372.333,76.135,67.728,1332.375,67.765,95.159,204.692,62.460,61.640,282.625,60.804,70.023,169.583,68.113,56.407,298.900,67.133,61.652,69.688,62.325,54.732,148.667,69.948,59.981,41.500,36.580,60.589,516.833,71.318,70.285
171,135.062,65.921,66.113,324.455,63.901,69.142,245.000,70.342,67.723,109.250,73.506,60.612,2080.000,73.491,72.410,584.750,75.692,76.932,254.250,68.225,70.677,132.625,42.251,56.448,1019.571,67.236,74.919,342.444,76.111,67.762,1156.375,67.783,95.142,234.154,62.585,61.751,217.750,60.797,69.998,320.583,68.097,56.400,155.400,67.154,61.743,75.688,62.250,54.867,88.167,69.977,59.897,128.583,36.336,60.764,378.333,71.364,70.247
172,126.750,65.943,66.128,211.909,63.882,69.104,210.250,70.248,67.566,242.125,73.484,60.830,1998.750,73.508,72.405,503.150,75.735,76.927,487.750,68.215,70.763,106.125,42.185,56.377,865.333,67.273,74.914,303.667,76.143,67.666,1020.625,67.769,95.107,304.731,62.506,61.715,201.625,60.853,69.964,204.333,68.129,56.377,284.900,67.206,61.653,66.500,62.378,54.769,60.833,69.985,59.952,46.333,36.322,60.741,409.333,71.304,70.212
173,110.062,65.950,65.979,306.727,63.930,69.145,171.750,70.159,67.575,142.000,73.558,60.638,1630.125,73.480,72.424,559.800,75.781,76.936,250.250,68.226,70.773,177.125,42.360,56.411,1175.048,67.287,74.916,203.667,76.064,67.752,811.500,67.784,95.139,218.692,62.523,61.620,199.875,60.849,70.053,187.917,68.128,56.403,218.300,67.201,61.768,43.938,62.380,54.663,112.333,69.962,60.061,39.250,36.657,60.751,423.667,71.439,70.307
174,125.938,65.965,66.094,365.273,63.912,69.248,206.167,70.333,67.691,131.000,73.479,60.722,1705.250,73.477,72.390,504.850,75.780,76.929,305.125,68.229,70.727,186.750,42.295,56.383,1297.000,67.302,74.958,299.556,76.062,67.722,693.375,67.745,95.170,299.077,62.522,61.578,228.625,60.727,70.108,189.667,68.109,56.398,250.700,67.148,61.834,62.438,62.323,54.738,206.833,69.970,59.923,101.000,36.336,60.777,369.500,71.398,70.283
175,97.312,66.039,66.147,282.273,63.945,69.170,223.000,70.215,67.602,84.625,73.490,60.689,1405.625,73.496,72.450,534.750,75.774,76.920,385.375,68.223,70.730,99.125,42.329,56.379,1023.619,67.301,74.932,254.556,76.141,67.759,836.000,67.753,95.136,417.346,62.536,61.643,223.000,60.740,69.955,195.417,68.105,56.372,280.600,67.172,61.856,147.438,62.165,54.626,187.000,69.932,60.029,37.333,36.525,60.777,409.333,71.415,70.263
176,97.250,65.965,66.046,337.364,63.952,69.235,190.333,70.363,67.570,193.250,73.530,60.721,913.500,73.491,72.395,517.500,75.739,76.901,269.000,68.197,70.741,103.750,42.172,56.404,1044.524,67.307,74.922,330.111,76.178,67.770,915.875,67.761,95.116,417.000,62.555,61.701,156.875,60.836,70.065,212.167,68.132,56.392,228.600,67.170,61.863,46.000,62.246,54.879,296.000,69.946,59.919,43.167,36.495,60.737,334.667,71.292,70.302
177,238.562,65.961,66.082,274.455,63.890,69.160,203.333,70.288,67.587,78.875,73.482,60.594,770.375,73.448,72.388,485.800,75.749,76.926,361.000,68.277,70.713,206.250,42.251,56.429,562.905,67.257,74.911,343.111,76.061,67.747,807.625,67.738,95.122,482.308,62.571,61.650,229.500,60.841,70.109,196.750,68.127,56.341,288.900,67.138,61.792,48.625,62.343,54.851,99.000,69.912,60.018,81.917,36.213,60.746,416.833,71.327,70.243
178,516.562,65.964,66.038,286.545,63.935,69.213,181.000,70.356,67.711,172.625,73.501,60.591,568.500,73.513,72.439,476.550,75.762,76.972,391.750,68.234,70.714,190.250,42.233,56.340,428.476,67.334,74.904,288.222,76.143,67.824,1010.000,67.753,95.144,424.192,62.544,61.696,195.625,60.786,69.909,165.000,68.069,56.457,226.100,67.161,61.768,81.875,62.345,54.651,185.167,69.962,60.001,39.083,36.024,60.721,397.333,71.361,70.276
179,214.000,65.987,66.023,405.000,63.917,69.166,162.083,70.322,67.652,176.750,73.499,60.688,351.375,73.440,72.456,456.450,75.732,77.009,387.250,68.214,70.738,77.750,42.432,56.426,155.000,67.230,74.853,424.000,76.129,67.719,861.625,67.766,95.166,268.423,62.490,61.606,250.750,60.811,70.080,145.167,68.082,56.345,207.400,67.152,61.903,65.375,62.289,54.768,177.667,69.870,59.954,67.917,36.009,60.770,381.000,71.411,70.244
180,371.062,65.961,66.078,228.091,63.939,69.251,260.500,70.225,67.654,147.000,73.497,60.692,534.625,73.495,72.401,538.500,75.720,76.952,911.750,68.279,70.736,166.875,42.265,56.412,244.810,67.258,74.927,411.778,76.153,67.756,758.000,67.738,95.173,309.769,62.519,61.622,170.125,60.794,70.030,180.250,68.171,56.355,343.700,67.148,61.861,47.500,62.504,54.777,121.000,69.999,59.948,94.250,36.213,60.734,692.167,71.382,70.287
181,519.062,65.913,66.165,411.182,63.937,69.098,314.083,70.277,67.622,185.250,73.486,60.656,750.375,73.519,72.394,375.750,75.745,76.934,2415.625,68.234,70.731,89.250,42.280,56.401,297.905,67.311,74.889,323.778,76.137,67.752,567.500,67.727,95.140,170.077,62.588,61.544,236.125,60.793,70.052,161.417,68.116,56.359,391.600,67.144,61.851,17.500,62.446,54.845,224.333,69.967,59.953,67.500,36.468,60.679,1750.000,71.325,70.259
182,534.500,65.964,66.190,277.182,63.953,69.202,200.917,70.333,67.651,72.250,73.545,60.651,908.125,73.483,72.378,416.250,75.713,76.953,2657.375,68.238,70.712,66.625,42.317,56.440,293.762,67.262,75.005,290.778,76.155,67.810,771.000,67.755,95.135,230.423,62.505,61.616,215.125,60.805,70.078,163.000,68.156,56.404,266.600,67.131,61.785,104.312,62.143,54.780,88.167,70.001,59.966,48.083,36.578,60.792,1699.833,71.301,70.257
183,250.000,65.984,66.157,198.000,63.999,69.255,194.917,70.274,67.639,151.375,73.471,60.721,1141.750,73.497,72.395,413.500,75.738,76.971,2345.500,68.239,70.735,78.625,42.300,56.379,347.857,67.272,74.991,365.667,76.140,67.717,669.125,67.766,95.174,189.500,62.517,61.688,414.125,60.827,70.041,198.167,68.171,56.443,342.300,67.148,61.828,64.188,62.446,54.814,162.500,69.885,60.070,53.417,36.494,60.617,1388.333,71.304,70.274
184,183.062,65.966,66.014,362.818,63.898,69.122,201.833,70.341,67.673,170.875,73.474,60.765,701.250,73.451,72.384,338.700,75.733,76.903,2040.875,68.248,70.733,83.750,42.212,56.450,349.333,67.259,74.915,312.222,76.099,67.740,661.500,67.781,95.144,234.192,62.491,61.613,682.000,60.838,70.039,208.333,68.127,56.461,294.100,67.182,61.787,46.188,62.283,54.766,185.000,69.888,59.993,73.833,36.125,60.680,1700.333,71.383,70.271
185,140.438,65.966,65.888,354.091,63.950,69.188,258.833,70.220,67.664,158.500,73.463,60.832,481.625,73.485,72.334,448.550,75.739,76.999,1020.625,68.227,70.729,202.875,42.256,56.359,341.286,67.220,74.982,379.333,76.113,67.744,787.375,67.733,95.122,174.077,62.567,61.625,816.750,60.790,70.034,130.917,68.191,56.451,234.800,67.177,61.829,46.688,62.268,54.787,255.667,69.981,60.016,84.917,36.436,60.659,1057.500,71.386,70.290
186,131.062,65.904,66.010,240.455,63.930,69.185,130.500,70.240,67.734,127.250,73.479,60.790,437.750,73.477,72.437,353.800,75.742,77.019,817.375,68.252,70.662,228.250,42.404,56.413,320.714,67.250,74.933,484.889,76.118,67.773,818.750,67.785,95.163,244.346,62.530,61.669,548.875,60.777,70.060,233.583,68.105,56.368,293.300,67.151,61.690,51.875,62.467,54.763,201.833,69.965,59.984,100.333,36.223,60.803,1011.000,71.353,70.241
187,146.750,65.922,66.014,354.182,63.944,69.167,178.750,70.303,67.690,111.500,73.428,60.728,390.125,73.477,72.424,422.250,75.702,76.923,1000.500,68.249,70.727,140.500,42.263,56.338,326.238,67.291,74.998,845.556,76.141,67.725,796.750,67.735,95.140,247.615,62.528,61.659,618.625,60.802,70.107,218.333,68.181,56.328,284.900,67.163,61.831,78.812,62.280,54.780,64.167,69.831,60.000,94.250,36.657,60.674,968.500,71.321,70.248
188,148.562,65.966,66.141,398.909,63.926,69.137,267.583,70.202,67.688,138.500,73.578,60.587,262.875,73.469,72.413,278.800,75.702,76.950,683.625,68.206,70.712,39.250,42.223,56.466,296.667,67.301,74.905,880.778,76.125,67.714,634.375,67.767,95.134,211.231,62.464,61.643,487.875,60.789,70.094,121.000,68.278,56.366,308.500,67.129,61.822,50.062,62.328,54.913,217.667,69.886,59.919,92.917,36.450,60.707,520.500,71.378,70.300
189,142.188,65.994,66.065,395.545,63.927,69.167,274.500,70.250,67.665,214.250,73.555,60.778,252.750,73.483,72.442,370.600,75.699,77.013,379.250,68.250,70.722,159.625,42.378,56.452,272.905,67.271,74.971,574.556,76.122,67.776,572.750,67.800,95.142,151.308,62.416,61.694,252.375,60.834,69.988,245.500,68.138,56.382,267.700,67.143,61.774,58.125,62.179,54.816,122.000,69.944,59.966,83.167,36.312,60.665,479.000,71.379,70.232
190,143.562,66.012,66.095,246.182,63.930,69.111,170.333,70.267,67.602,210.500,73.460,60.793,337.000,73.447,72.402,438.250,75.719,76.986,293.500,68.214,70.750,60.750,42.387,56.434,317.095,67.297,74.966,748.222,76.120,67.761,540.250,67.751,95.184,156.846,62.402,61.729,246.625,60.823,69.996,208.167,68.114,56.411,281.300,67.199,61.870,78.312,62.215,54.710,304.333,69.867,59.991,71.250,36.298,60.669,413.833,71.318,70.270
191,106.250,65.983,66.069,320.364,63.928,69.248,246.917,70.285,67.681,100.625,73.448,60.721,403.625,73.482,72.364,360.700,75.751,77.025,476.625,68.217,70.720,266.750,42.246,56.377,284.952,67.239,74.912,796.111,76.099,67.709,632.000,67.711,95.140,197.577,62.502,61.633,223.875,60.827,70.067,222.417,68.105,56.401,376.900,67.199,61.752,62.312,62.134,54.701,265.833,69.915,59.998,64.417,36.257,60.664,250.500,71.296,70.219
192,189.875,65.978,65.996,342.909,63.894,69.142,140.000,70.265,67.667,259.125,73.503,60.633,371.875,73.470,72.404,374.750,75.775,76.879,336.125,68.284,70.702,116.375,42.386,56.386,203.476,67.251,74.792,655.111,76.151,67.755,628.750,67.783,95.137,184.346,62.409,61.669,211.375,60.829,70.025,324.833,68.170,56.440,238.300,67.117,61.674,65.312,62.274,54.663,154.000,69.894,59.977,72.000,36.414,60.772,310.667,71.282,70.282
