 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19
1,103.500,65.971,66.148,359.000,63.913,69.178,523.333,70.252,67.618,185.500,73.397,60.782,508.250,73.485,72.392,247.750,75.763,76.919,619.375,68.249,70.756,126.250,42.397,56.387,332.762,67.198,74.933,281.889,76.183,67.787,880.125,67.704,95.136,140.385,62.468,61.647,305.375,60.843,69.995,225.667,68.089,56.440,265.800,67.177,61.775,117.125,62.403,54.724,304.333,69.934,59.977,33.750,36.121,60.689,398.000,71.413,70.282
2,103.562,66.103,66.108,432.091,63.948,69.220,328.833,70.274,67.656,125.125,73.493,60.743,538.000,73.500,72.394,329.450,75.760,76.919,316.375,68.283,70.688,232.125,42.177,56.391,256.810,67.300,74.905,276.778,76.167,67.769,690.000,67.768,95.154,135.923,62.524,61.722,281.250,60.835,70.014,223.000,68.167,56.392,219.900,67.218,61.713,94.562,62.253,54.741,310.000,69.976,59.991,94.667,36.192,60.729,264.833,71.303,70.193
3,162.375,66.069,66.272,235.000,63.860,69.168,232.667,70.226,67.643,78.625,73.483,60.726,497.750,73.506,72.440,217.400,75.772,76.901,410.500,68.237,70.777,206.875,42.276,56.434,255.524,67.259,74.895,272.111,76.101,67.830,749.750,67.763,95.143,167.423,62.473,61.618,170.375,60.781,70.044,153.333,68.262,56.368,163.400,67.164,61.852,49.438,62.278,54.735,187.333,69.884,59.952,69.167,36.552,60.674,466.333,71.345,70.293
4,92.250,65.995,66.031,344.364,63.943,69.219,289.083,70.288,67.581,38.500,73.493,60.819,440.375,73.476,72.456,285.450,75.748,77.018,390.875,68.287,70.751,195.875,42.199,56.454,263.857,67.380,74.966,394.667,76.163,67.755,601.250,67.762,95.078,126.308,62.557,61.702,230.375,60.808,70.117,201.500,68.131,56.335,204.400,67.170,61.692,19.625,62.470,54.870,136.833,69.938,59.888,101.167,36.473,60.652,272.333,71.396,70.273
5,125.812,65.901,66.065,350.455,63.946,69.213,284.750,70.283,67.682,73.625,73.484,60.584,481.875,73.491,72.425,302.450,75.749,76.921,441.625,68.178,70.698,165.375,42.289,56.410,311.143,67.280,74.918,257.889,76.120,67.802,685.250,67.757,95.103,162.462,62.530,61.693,225.375,60.862,70.029,262.583,68.091,56.360,225.500,67.142,61.775,110.125,62.294,54.812,213.667,69.977,60.009,159.000,36.389,60.743,285.167,71.279,70.274
6,212.562,65.933,66.058,413.000,63.913,69.197,347.667,70.375,67.581,139.375,73.482,60.686,469.875,73.526,72.422,318.550,75.742,77.008,380.250,68.281,70.662,234.125,42.402,56.460,314.667,67.299,74.961,342.778,76.179,67.739,708.375,67.778,95.111,138.769,62.441,61.666,212.250,60.792,70.000,242.917,68.082,56.384,376.400,67.165,61.823,39.250,62.223,54.793,281.000,69.909,59.982,30.333,36.012,60.714,350.333,71.277,70.228
7,507.688,65.951,66.153,410.545,63.956,69.167,224.583,70.266,67.626,83.000,73.504,60.767,479.750,73.489,72.475,299.850,75.770,76.921,521.625,68.253,70.727,240.000,42.406,56.394,290.000,67.301,74.856,365.333,76.108,67.756,832.125,67.741,95.119,163.000,62.519,61.684,172.875,60.838,70.013,138.333,68.158,56.406,357.100,67.130,61.831,57.188,62.339,54.649,214.333,70.079,60.013,115.500,36.413,60.770,362.667,71.393,70.286
8,566.500,65.991,66.178,361.091,63.911,69.210,316.333,70.242,67.684,223.500,73.580,60.738,389.875,73.538,72.438,224.000,75.687,77.099,412.625,68.242,70.731,256.875,42.297,56.422,318.143,67.377,74.978,375.444,76.164,67.751,675.000,67.771,95.160,167.962,62.418,61.596,233.625,60.854,69.857,264.250,68.170,56.413,221.700,67.164,61.855,96.875,62.214,54.701,152.500,69.951,59.972,73.667,36.309,60.715,312.333,71.315,70.280
9,546.375,65.943,66.101,377.364,63.917,69.243,382.167,70.193,67.633,130.500,73.480,60.569,430.125,73.481,72.393,294.250,75.728,76.995,416.125,68.221,70.778,169.250,42.340,56.375,288.857,67.217,74.924,333.000,76.116,67.760,745.375,67.752,95.086,179.692,62.465,61.716,335.500,60.768,70.042,169.250,68.144,56.426,233.400,67.178,61.771,17.375,62.273,54.397,273.000,69.894,59.960,60.667,36.344,60.728,376.833,71.393,70.255
10,434.688,65.902,66.110,282.545,63.898,69.253,250.833,70.257,67.676,91.375,73.431,60.791,346.000,73.467,72.443,269.500,75.745,76.931,187.000,68.183,70.697,187.750,42.258,56.365,293.381,67.256,74.940,255.444,76.173,67.786,722.000,67.743,95.099,193.000,62.495,61.573,263.500,60.842,69.978,245.250,68.078,56.413,223.800,67.178,61.750,96.062,62.467,54.821,273.000,70.035,60.041,116.583,36.278,60.657,263.500,71.353,70.269
11,304.812,65.975,66.099,329.455,63.920,69.207,267.417,70.255,67.577,102.750,73.487,60.830,438.750,73.473,72.453,306.850,75.749,76.959,280.625,68.206,70.766,208.625,42.473,56.373,345.762,67.353,74.920,317.444,76.116,67.738,828.375,67.728,95.144,170.423,62.491,61.752,211.125,60.873,70.004,162.917,67.973,56.404,260.700,67.168,61.881,46.562,62.177,54.833,209.833,69.918,60.016,47.083,36.206,60.696,343.833,71.324,70.257
12,467.750,65.953,66.039,400.727,63.920,69.248,267.917,70.248,67.602,109.625,73.422,60.670,365.750,73.493,72.454,320.100,75.721,76.921,242.750,68.277,70.724,227.250,42.256,56.396,342.762,67.326,74.883,289.333,76.108,67.800,699.750,67.758,95.187,108.731,62.513,61.589,257.375,60.878,70.017,168.917,68.113,56.429,217.800,67.125,61.893,113.812,62.283,54.758,174.167,69.959,60.040,64.833,36.205,60.651,525.833,71.377,70.301
13,232.250,66.036,66.094,361.364,63.970,69.169,209.333,70.183,67.620,133.000,73.546,60.730,363.875,73.563,72.384,275.950,75.739,76.957,357.750,68.263,70.675,375.625,42.318,56.386,302.238,67.378,74.915,299.444,76.113,67.758,733.625,67.755,95.144,167.115,62.468,61.619,291.250,60.842,70.060,233.833,68.081,56.351,201.400,67.182,61.687,45.188,62.344,54.822,243.167,69.926,60.018,43.333,36.250,60.590,192.167,71.300,70.230
14,134.938,65.867,66.029,417.182,63.910,69.110,225.667,70.281,67.724,156.500,73.589,60.686,422.000,73.462,72.356,293.350,75.786,76.977,378.000,68.244,70.792,256.125,42.384,56.396,265.762,67.330,74.800,263.444,76.095,67.748,568.750,67.748,95.148,159.500,62.522,61.718,264.625,60.800,69.978,251.083,68.129,56.412,301.100,67.157,61.843,57.438,62.214,54.825,209.500,70.007,59.984,47.250,36.261,60.706,315.333,71.252,70.248
15,198.812,65.963,66.079,366.545,64.003,69.166,239.833,70.316,67.599,190.000,73.507,60.911,226.500,73.523,72.372,249.000,75.822,76.885,359.750,68.247,70.734,161.250,42.498,56.417,257.095,67.248,74.996,232.889,76.131,67.784,721.000,67.723,95.146,219.731,62.466,61.662,295.375,60.829,70.012,207.333,68.169,56.314,270.300,67.171,61.862,57.125,62.366,54.834,274.000,69.766,60.039,61.083,36.088,60.759,359.833,71.343,70.300
16,441.750,65.995,65.969,341.091,63.927,69.183,272.750,70.243,67.603,191.375,73.566,60.742,383.625,73.459,72.439,215.500,75.793,76.826,383.000,68.235,70.839,135.750,42.281,56.441,257.619,67.273,74.922,244.778,76.107,67.803,722.375,67.743,95.152,217.385,62.511,61.725,214.750,60.815,70.036,248.917,68.122,56.433,221.200,67.200,61.879,110.188,62.197,54.640,201.500,69.973,59.946,44.250,36.216,60.686,398.000,71.312,70.265
17,632.000,65.922,66.102,350.727,63.936,69.187,208.667,70.263,67.608,88.750,73.417,60.724,333.250,73.540,72.346,315.700,75.757,76.929,273.750,68.156,70.633,261.375,42.313,56.458,193.524,67.361,74.826,299.333,76.125,67.754,837.125,67.718,95.106,133.538,62.435,61.714,284.250,60.788,70.055,141.417,68.143,56.529,183.000,67.191,61.821,77.750,62.345,54.827,176.833,69.935,59.996,103.250,36.159,60.677,487.000,71.266,70.314
18,493.688,65.978,66.089,305.273,63.950,69.188,364.500,70.323,67.644,107.125,73.539,60.616,406.000,73.511,72.390,293.950,75.750,76.971,261.125,68.231,70.717,206.125,42.261,56.400,318.810,67.191,74.934,299.222,76.091,67.792,923.875,67.741,95.067,88.077,62.595,61.636,257.500,60.852,70.028,247.417,68.161,56.353,175.200,67.163,61.804,69.250,62.115,54.699,191.667,70.007,59.989,107.333,36.543,60.687,239.500,71.317,70.303
19,381.625,66.037,66.104,449.545,63.901,69.212,264.750,70.207,67.558,249.000,73.508,60.704,363.875,73.482,72.413,299.950,75.770,76.977,324.000,68.268,70.696,153.375,42.513,56.444,282.286,67.340,75.015,205.889,76.044,67.799,799.750,67.755,95.161,197.192,62.469,61.561,272.875,60.858,69.960,221.750,68.101,56.287,367.200,67.183,61.832,43.875,62.330,54.842,312.167,69.872,59.992,46.250,36.196,60.654,433.000,71.362,70.261
20,202.438,66.041,66.094,407.818,63.978,69.217,325.917,70.257,67.638,121.125,73.474,60.727,379.500,73.489,72.393,246.050,75.829,76.993,257.000,68.187,70.750,178.125,42.226,56.420,255.762,67.207,74.974,467.333,76.150,67.857,733.000,67.724,95.162,171.346,62.500,61.521,286.250,60.785,69.966,160.250,68.067,56.368,186.800,67.124,61.833,81.125,62.165,54.764,178.167,69.962,59.946,85.667,36.469,60.690,400.833,71.319,70.260
21,142.938,66.116,66.151,508.364,63.943,69.229,284.167,70.274,67.658,113.250,73.447,60.726,397.500,73.548,72.430,296.900,75.759,76.962,386.375,68.230,70.719,152.000,42.219,56.421,223.000,67.374,74.979,398.444,76.147,67.763,684.875,67.730,95.068,190.308,62.562,61.581,178.750,60.797,69.879,237.833,68.094,56.389,206.500,67.153,61.639,51.812,62.183,54.595,159.000,69.850,59.976,41.000,36.201,60.672,386.500,71.363,70.315
22,112.875,65.911,66.088,539.636,63.989,69.229,241.500,70.304,67.645,112.375,73.609,60.619,424.125,73.475,72.404,205.150,75.741,76.988,308.375,68.260,70.773,170.000,42.231,56.441,290.286,67.364,74.930,292.222,76.057,67.717,583.250,67.748,95.180,222.731,62.497,61.656,234.750,60.878,70.026,196.083,68.091,56.348,225.700,67.154,61.839,37.875,62.259,54.660,102.000,70.019,60.023,70.250,36.478,60.660,396.167,71.287,70.317
23,98.812,65.887,66.116,667.818,63.952,69.143,183.500,70.294,67.748,186.000,73.463,60.712,340.750,73.485,72.379,226.400,75.761,76.968,437.000,68.259,70.740,148.250,42.261,56.404,294.810,67.249,74.959,373.111,76.171,67.764,929.625,67.758,95.157,177.231,62.532,61.774,436.750,60.854,70.039,247.500,67.991,56.338,413.500,67.158,61.794,90.500,62.439,54.588,54.000,69.971,59.990,103.333,36.292,60.732,278.833,71.408,70.291
24,140.812,65.995,65.939,638.545,63.942,69.107,273.750,70.228,67.614,164.500,73.536,60.786,460.750,73.474,72.407,307.550,75.749,77.019,403.000,68.192,70.718,213.000,42.395,56.384,242.286,67.232,74.869,338.222,76.119,67.731,586.625,67.730,95.132,190.923,62.417,61.633,341.375,60.846,70.105,248.333,68.017,56.476,222.700,67.171,61.696,112.812,62.255,54.841,75.167,69.931,60.080,69.750,36.238,60.674,224.833,71.397,70.257
25,114.938,65.993,66.017,513.636,63.925,69.178,236.917,70.334,67.606,69.875,73.632,60.703,422.000,73.492,72.382,257.500,75.723,76.968,206.250,68.292,70.792,76.625,42.523,56.466,264.952,67.267,74.931,253.778,76.110,67.788,711.000,67.743,95.127,244.538,62.478,61.619,160.125,60.808,70.065,159.333,68.161,56.426,422.800,67.169,61.753,114.500,62.236,54.719,299.833,69.937,60.015,75.667,36.252,60.626,236.000,71.323,70.253
26,76.750,66.079,66.169,441.091,63.939,69.100,237.500,70.285,67.693,160.750,73.516,60.748,489.375,73.538,72.374,231.700,75.746,77.040,317.250,68.171,70.747,272.500,42.346,56.328,291.000,67.310,74.862,352.556,76.142,67.773,567.000,67.760,95.087,165.077,62.563,61.756,206.875,60.825,69.898,201.333,68.237,56.410,190.700,67.190,61.799,93.188,62.235,54.744,159.667,69.937,60.007,166.000,36.352,60.676,295.000,71.273,70.233
27,85.938,66.051,66.053,358.636,63.923,69.180,209.833,70.272,67.686,103.750,73.497,60.637,453.375,73.505,72.403,274.450,75.759,76.930,240.125,68.226,70.677,236.875,42.417,56.389,298.857,67.285,74.952,454.111,76.212,67.758,700.000,67.746,95.094,254.808,62.463,61.703,231.125,60.880,70.106,267.417,68.021,56.407,346.500,67.159,61.807,37.875,62.308,54.589,128.833,69.902,59.948,121.250,36.550,60.610,415.167,71.330,70.231
28,154.625,65.980,66.143,720.727,63.907,69.213,212.583,70.179,67.565,180.500,73.499,60.691,390.000,73.499,72.506,246.200,75.744,76.951,364.875,68.228,70.808,214.000,42.453,56.420,300.048,67.280,74.933,299.889,76.158,67.729,624.875,67.751,95.109,282.500,62.543,61.778,303.750,60.878,70.046,237.583,68.158,56.461,131.300,67.168,61.766,41.938,62.420,54.648,214.500,69.844,60.005,48.750,36.050,60.725,299.500,71.418,70.297
29,118.000,65.964,66.207,1349.455,63.957,69.205,199.917,70.301,67.648,139.375,73.516,60.781,398.500,73.501,72.375,317.600,75.784,76.953,375.750,68.234,70.788,298.500,42.376,56.447,372.571,67.323,75.000,256.889,76.072,67.722,629.875,67.767,95.140,334.731,62.581,61.676,258.125,60.795,70.027,229.583,68.106,56.388,231.300,67.130,61.748,37.938,62.481,54.839,122.667,69.706,59.894,55.250,36.278,60.775,271.667,71.310,70.281
30,81.125,66.024,66.194,2374.182,63.939,69.191,431.833,70.216,67.698,172.125,73.466,60.874,370.750,73.517,72.484,328.700,75.745,76.990,325.625,68.165,70.747,187.250,42.229,56.414,213.476,67.314,74.982,249.667,76.084,67.711,644.125,67.750,95.139,298.077,62.532,61.727,536.500,60.858,69.966,190.333,68.128,56.446,225.300,67.168,61.855,85.250,62.196,54.675,272.333,69.884,60.064,41.750,36.260,60.723,473.167,71.344,70.283
31,106.438,65.988,66.176,2423.727,63.926,69.213,442.417,70.332,67.653,131.500,73.646,60.729,545.750,73.523,72.405,231.650,75.799,77.059,323.125,68.217,70.752,122.000,42.140,56.503,294.667,67.334,74.917,408.889,76.206,67.834,701.500,67.755,95.093,139.385,62.462,61.676,728.500,60.844,70.029,213.417,68.078,56.407,220.600,67.159,61.836,45.938,62.557,54.747,257.667,69.951,60.008,86.833,36.419,60.770,489.667,71.359,70.274
32,117.750,65.941,66.037,2069.545,63.935,69.140,454.167,70.223,67.657,55.375,73.453,60.678,484.625,73.464,72.393,258.450,75.713,76.960,290.625,68.253,70.728,110.375,42.384,56.454,315.048,67.284,74.860,318.000,76.135,67.778,637.375,67.770,95.047,205.769,62.461,61.732,569.000,60.822,70.025,168.167,68.101,56.496,260.100,67.158,61.731,43.875,62.240,54.716,198.167,69.945,59.996,49.583,36.179,60.764,806.000,71.315,70.301
33,120.125,66.022,65.983,1819.727,63.948,69.188,389.333,70.176,67.635,77.875,73.422,60.786,465.625,73.548,72.419,217.900,75.762,76.990,296.000,68.241,70.763,127.625,42.238,56.377,228.667,67.298,74.908,437.444,76.112,67.744,677.125,67.752,95.130,228.462,62.535,61.696,601.750,60.862,69.971,240.083,68.029,56.391,321.800,67.165,61.779,55.000,62.183,54.756,245.167,69.917,60.010,125.917,36.443,60.754,925.333,71.357,70.311
34,94.125,65.890,66.066,1441.818,63.928,69.211,460.667,70.285,67.618,183.125,73.484,60.668,755.125,73.484,72.400,252.200,75.677,76.962,298.125,68.192,70.798,114.250,42.432,56.431,298.333,67.329,74.947,290.667,76.147,67.744,688.750,67.765,95.093,175.462,62.562,61.650,450.125,60.852,70.026,172.333,68.163,56.522,162.500,67.171,61.825,62.750,62.337,54.684,183.667,69.916,60.048,103.417,36.403,60.766,707.000,71.349,70.271
35,197.938,65.916,66.073,1271.818,63.937,69.215,379.583,70.275,67.644,205.125,73.515,60.673,509.750,73.528,72.437,287.250,75.784,77.021,445.625,68.207,70.758,121.375,42.429,56.356,375.857,67.313,74.932,322.222,76.101,67.775,796.125,67.737,95.111,161.692,62.559,61.614,545.750,60.832,69.989,203.667,68.067,56.407,196.500,67.177,61.910,40.562,62.321,54.737,106.167,69.901,60.044,128.167,36.509,60.743,1065.667,71.275,70.288
36,84.562,65.909,66.118,1105.000,63.935,69.203,636.500,70.257,67.636,100.250,73.425,60.701,470.000,73.543,72.432,320.550,75.782,76.930,394.750,68.226,70.775,158.375,42.294,56.405,247.143,67.307,74.941,315.000,76.083,67.825,887.375,67.753,95.160,178.885,62.527,61.696,879.875,60.838,70.103,224.833,68.113,56.406,211.800,67.194,61.871,119.500,62.323,54.711,115.167,69.845,59.973,64.500,36.578,60.677,938.667,71.361,70.265
37,120.500,65.922,65.876,610.364,63.931,69.224,413.250,70.296,67.604,179.000,73.484,60.825,464.625,73.527,72.454,270.650,75.745,76.982,468.875,68.191,70.800,142.375,42.351,56.432,320.143,67.296,74.908,266.778,76.120,67.711,911.375,67.776,95.078,220.923,62.557,61.802,541.875,60.838,69.996,185.167,68.071,56.428,227.900,67.151,61.685,20.312,61.954,54.779,327.667,69.825,60.033,97.500,36.558,60.641,668.833,71.400,70.279
38,122.625,65.949,66.278,617.636,63.951,69.161,812.500,70.270,67.649,134.750,73.500,60.676,372.375,73.457,72.407,269.950,75.745,77.001,553.000,68.255,70.769,78.250,42.377,56.497,338.667,67.337,74.892,333.556,76.132,67.705,1001.750,67.757,95.107,159.231,62.541,61.725,399.000,60.862,70.043,175.667,68.127,56.342,234.400,67.095,61.899,106.750,62.248,54.724,180.833,69.903,60.022,103.500,36.420,60.733,836.667,71.404,70.267
39,153.250,66.070,66.072,353.636,63.964,69.236,644.667,70.243,67.661,259.250,73.491,60.691,479.625,73.440,72.417,316.700,75.706,76.840,164.000,68.205,70.675,116.125,42.455,56.368,311.952,67.322,74.957,291.778,76.132,67.723,724.125,67.750,95.141,206.538,62.525,61.714,217.500,60.853,69.929,98.333,68.204,56.230,156.400,67.155,61.795,56.812,62.282,54.674,223.667,69.910,59.993,71.250,36.353,60.759,711.667,71.408,70.263
40,115.062,65.995,66.255,325.727,63.966,69.192,555.083,70.293,67.652,107.625,73.583,60.619,516.750,73.442,72.414,250.900,75.808,77.085,400.375,68.234,70.743,134.875,42.430,56.401,327.000,67.241,74.915,261.556,76.171,67.774,942.750,67.783,95.131,125.231,62.612,61.631,332.875,60.807,69.995,208.167,68.040,56.351,221.100,67.175,61.712,103.938,62.360,54.761,255.667,69.904,59.931,81.083,36.314,60.724,638.667,71.330,70.286
41,127.938,66.027,66.047,324.091,63.921,69.175,300.417,70.287,67.726,124.500,73.468,60.743,408.500,73.486,72.441,300.450,75.723,76.932,246.750,68.196,70.769,159.500,42.293,56.377,260.095,67.314,74.855,289.889,76.091,67.766,958.750,67.772,95.131,149.885,62.420,61.724,253.875,60.798,70.031,166.500,68.085,56.381,266.700,67.170,61.832,78.000,62.252,54.697,95.500,69.932,60.019,39.333,36.359,60.672,554.333,71.366,70.267
42,179.188,65.915,66.227,344.545,63.964,69.305,300.000,70.221,67.635,147.375,73.464,60.849,395.750,73.534,72.451,270.850,75.704,76.930,383.125,68.255,70.827,250.375,42.269,56.368,359.095,67.259,74.852,328.333,76.133,67.676,1073.000,67.754,95.190,76.385,62.399,61.677,350.875,60.875,70.000,220.917,68.126,56.417,276.300,67.155,61.808,67.062,62.330,54.533,175.667,69.949,60.007,58.833,36.738,60.672,332.833,71.335,70.293
43,174.125,66.015,66.241,538.636,63.951,69.135,355.083,70.235,67.631,143.375,73.478,60.657,277.500,73.500,72.397,252.100,75.802,76.799,504.000,68.228,70.727,130.625,42.252,56.432,329.238,67.281,74.867,295.444,76.127,67.726,1023.500,67.747,95.135,132.308,62.527,61.693,261.500,60.807,70.008,209.833,68.174,56.331,206.000,67.173,61.888,24.000,62.068,54.707,154.333,69.881,59.936,28.583,35.931,60.587,262.500,71.277,70.243
44,116.312,65.840,66.131,494.091,63.955,69.224,202.667,70.186,67.636,200.000,73.573,60.672,449.500,73.506,72.438,328.650,75.705,76.901,318.875,68.212,70.715,174.875,42.195,56.378,248.143,67.302,74.936,236.667,76.164,67.795,984.500,67.737,95.171,132.115,62.468,61.581,194.750,60.813,70.008,150.583,68.100,56.429,179.000,67.189,61.656,51.438,62.295,54.746,148.333,69.891,59.978,62.083,36.318,60.760,334.333,71.329,70.256
45,121.562,65.976,66.052,433.909,63.913,69.122,225.917,70.243,67.707,173.125,73.401,60.696,330.625,73.491,72.384,291.750,75.777,76.894,315.875,68.221,70.799,186.000,42.459,56.401,243.143,67.301,74.859,244.889,76.131,67.735,908.500,67.766,95.111,144.154,62.522,61.732,217.500,60.788,69.985,176.333,68.220,56.417,166.100,67.189,61.835,30.750,62.127,54.607,220.167,69.882,59.990,60.333,36.154,60.688,370.167,71.351,70.298
46,149.750,65.941,66.104,356.455,63.907,69.258,241.083,70.240,67.693,154.000,73.471,60.682,323.125,73.489,72.356,336.000,75.767,76.982,285.500,68.197,70.705,74.375,42.378,56.303,208.619,67.217,74.938,265.222,76.131,67.791,779.000,67.774,95.145,152.038,62.629,61.663,263.125,60.804,70.020,138.000,68.140,56.490,244.800,67.107,61.833,51.875,62.229,54.746,192.000,69.817,59.972,18.167,35.861,60.668,366.333,71.365,70.229
47,143.875,66.033,66.128,321.091,63.864,69.218,146.083,70.230,67.675,148.500,73.556,60.619,393.250,73.505,72.376,220.750,75.750,76.907,311.750,68.289,70.781,74.750,42.214,56.403,309.905,67.274,74.796,251.778,76.085,67.702,881.125,67.755,95.147,132.154,62.615,61.403,277.625,60.813,70.102,159.917,68.177,56.453,288.700,67.141,61.868,76.750,62.249,54.743,261.167,69.949,60.017,64.500,36.298,60.711,285.500,71.374,70.298
48,89.875,65.973,66.172,380.545,63.904,69.101,168.500,70.211,67.615,222.500,73.439,60.715,383.125,73.513,72.457,223.700,75.693,77.000,421.125,68.153,70.718,279.250,42.273,56.400,328.190,67.293,74.920,274.333,76.098,67.744,723.250,67.757,95.137,171.231,62.554,61.740,333.375,60.849,69.971,220.417,68.062,56.299,134.000,67.145,61.821,80.562,62.053,54.652,181.000,69.788,59.973,78.833,36.325,60.648,359.000,71.393,70.279
49,82.750,65.972,65.939,336.364,63.959,69.176,154.083,70.250,67.636,146.000,73.445,60.710,462.375,73.453,72.398,334.700,75.677,76.969,359.125,68.168,70.834,96.625,42.283,56.478,253.333,67.277,74.840,192.889,76.063,67.706,821.000,67.781,95.115,197.808,62.581,61.685,251.375,60.877,70.125,147.500,68.108,56.359,252.300,67.171,61.808,51.500,62.138,54.655,195.000,69.912,60.006,61.500,36.226,60.660,339.000,71.317,70.252
50,57.188,66.147,66.233,425.182,63.922,69.177,197.667,70.286,67.652,348.500,73.492,60.686,404.375,73.451,72.404,271.700,75.789,76.960,397.250,68.211,70.744,182.500,42.330,56.408,287.905,67.289,74.957,296.778,76.161,67.729,737.250,67.753,95.135,206.885,62.530,61.604,322.250,60.853,69.988,186.667,68.164,56.343,256.600,67.138,61.684,54.562,62.290,54.824,231.167,69.907,60.015,28.583,36.036,60.691,395.333,71.268,70.281
51,105.688,66.015,65.966,255.909,63.917,69.178,295.667,70.315,67.594,731.500,73.468,60.684,402.125,73.530,72.427,265.350,75.746,76.936,402.625,68.179,70.782,52.750,41.994,56.522,257.619,67.264,74.849,210.000,76.084,67.745,713.875,67.756,95.199,273.308,62.582,61.639,301.625,60.840,70.026,217.750,68.036,56.400,249.100,67.151,61.874,103.062,62.299,54.818,205.500,69.889,60.000,63.500,36.468,60.632,186.500,71.308,70.303
52,133.688,66.060,66.068,509.818,63.919,69.245,201.500,70.237,67.644,834.625,73.500,60.788,546.375,73.541,72.360,181.100,75.756,76.991,363.375,68.220,70.725,154.625,42.286,56.341,257.714,67.325,74.955,320.222,76.143,67.783,657.500,67.765,95.118,271.346,62.424,61.642,320.625,60.851,70.058,238.833,68.152,56.364,205.400,67.153,61.822,63.000,62.301,54.858,276.833,69.859,59.984,88.083,36.261,60.731,386.500,71.248,70.295
53,77.750,65.934,66.200,440.727,63.905,69.227,213.500,70.271,67.656,900.250,73.508,60.690,369.500,73.493,72.405,247.750,75.771,76.933,284.375,68.278,70.830,115.500,42.426,56.456,238.952,67.299,74.972,259.778,76.111,67.772,804.750,67.716,95.070,249.962,62.520,61.669,396.625,60.822,70.008,175.833,68.041,56.403,257.500,67.234,61.876,99.188,62.278,54.722,334.167,69.887,59.998,147.083,36.295,60.699,245.000,71.376,70.283
54,73.500,66.018,66.136,396.545,63.935,69.181,270.833,70.249,67.616,675.250,73.482,60.711,854.875,73.489,72.392,219.150,75.759,76.965,203.500,68.202,70.703,249.750,42.436,56.389,245.905,67.340,74.826,269.889,76.107,67.844,516.750,67.795,95.114,284.885,62.501,61.712,512.500,60.809,69.977,145.500,68.290,56.397,295.900,67.134,61.770,58.500,62.198,54.658,195.500,69.977,60.002,201.000,36.214,60.652,297.833,71.410,70.234
55,150.188,65.961,66.022,434.091,63.963,69.094,193.833,70.324,67.679,837.250,73.476,60.702,466.750,73.542,72.411,300.300,75.738,76.976,389.375,68.212,70.740,217.500,42.314,56.468,231.381,67.303,74.952,312.000,76.095,67.818,826.625,67.757,95.131,242.885,62.466,61.757,463.875,60.858,70.003,267.667,68.062,56.489,239.000,67.157,61.886,134.312,62.205,54.836,303.500,69.960,59.988,275.833,36.307,60.740,270.500,71.399,70.290
56,106.312,66.025,66.258,418.273,63.943,69.243,242.750,70.284,67.639,550.750,73.540,60.747,461.125,73.533,72.462,234.600,75.817,76.885,311.000,68.277,70.729,111.375,42.248,56.366,263.143,67.250,74.933,322.333,76.165,67.725,762.750,67.759,95.139,299.423,62.552,61.620,355.000,60.817,70.022,186.833,68.100,56.320,306.400,67.143,61.818,60.938,62.301,54.750,237.333,69.883,59.993,199.333,36.283,60.705,428.500,71.341,70.274
57,152.250,65.913,66.084,358.091,63.941,69.139,190.000,70.248,67.585,534.625,73.442,60.768,634.750,73.529,72.417,363.750,75.747,76.870,425.000,68.258,70.745,176.750,42.393,56.439,273.619,67.319,74.961,293.000,76.136,67.781,630.625,67.759,95.130,254.885,62.517,61.733,280.250,60.788,69.937,161.750,68.065,56.409,166.100,67.136,61.763,21.062,61.898,54.680,238.000,69.895,60.030,241.250,36.402,60.710,158.333,71.296,70.255
58,114.375,65.886,66.120,355.909,63.908,69.187,398.917,70.220,67.667,637.125,73.496,60.692,504.875,73.506,72.398,278.700,75.736,77.052,250.625,68.299,70.673,77.625,42.294,56.355,313.667,67.256,74.937,286.444,76.156,67.731,912.125,67.746,95.152,273.692,62.522,61.597,253.750,60.846,70.069,225.833,68.104,56.421,126.000,67.158,61.800,78.000,62.015,54.766,253.667,69.890,59.978,294.750,36.387,60.724,380.000,71.406,70.238
59,108.188,65.944,66.184,385.727,63.950,69.251,471.417,70.244,67.665,746.625,73.525,60.723,514.375,73.505,72.444,306.650,75.779,76.962,427.375,68.230,70.739,109.375,42.416,56.413,268.381,67.340,74.909,237.778,76.163,67.791,795.500,67.755,95.117,286.000,62.504,61.652,378.750,60.915,70.043,303.667,68.081,56.411,214.300,67.172,61.728,55.812,62.375,54.683,237.667,69.955,60.026,248.583,36.384,60.705,187.500,71.325,70.267
