 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18
1,136.875,96.553,84.619,75.111,76.300,110.793,261.333,88.211,100.886,175.000,80.630,87.440,165.375,94.249,98.239,88.500,86.308,58.070,49.875,91.752,79.646,167.875,79.129,64.286,191.250,70.115,109.753,68.750,88.921,42.743,93.800,81.016,57.925,87.619,91.074,83.387,35.000,93.331,104.384,42.833,81.837,35.712,182.000,92.193,89.853,124.000,63.071,89.911,167.200,88.950,109.804,70.625,87.219,89.155
2,115.750,96.504,84.603,63.778,76.132,110.704,142.667,88.165,100.977,176.000,80.576,87.476,155.375,94.379,98.351,134.000,86.299,58.222,31.625,91.862,79.596,175.250,79.119,64.266,135.750,70.240,109.685,92.500,88.906,42.471,66.800,80.889,57.878,128.667,91.014,83.603,121.500,93.567,104.129,85.833,81.717,35.490,140.250,92.140,89.827,197.000,63.131,89.862,123.000,89.054,110.055,68.750,87.091,89.293
3,108.500,96.467,84.520,32.889,76.074,110.898,216.889,88.181,100.841,154.000,80.663,87.453,165.625,94.479,98.341,159.000,86.335,58.071,59.750,91.811,79.568,207.125,79.092,64.315,149.750,70.224,109.768,140.500,88.930,42.671,78.400,80.806,57.788,92.571,90.949,83.411,105.833,93.725,104.437,71.500,81.621,35.622,114.250,92.222,89.887,267.500,63.037,89.902,107.200,89.032,109.652,79.250,87.248,89.370
4,173.875,96.496,84.628,155.111,76.142,110.734,112.889,88.246,100.773,82.000,80.493,87.533,188.250,94.309,98.260,198.000,86.322,57.957,55.375,91.714,79.619,242.750,79.031,64.345,67.000,70.120,109.580,74.000,89.107,42.567,142.600,81.024,57.833,119.619,91.004,83.539,92.833,93.453,104.150,115.500,81.690,35.592,168.875,92.261,89.886,325.750,63.050,89.896,100.200,89.019,109.820,78.875,87.081,89.348
5,145.000,96.606,84.755,79.778,75.973,110.579,217.333,88.220,100.949,106.500,80.556,87.466,248.875,94.458,98.256,151.000,86.235,58.099,42.625,91.587,79.292,127.250,78.951,64.165,99.000,70.141,109.772,79.500,88.793,42.510,57.200,80.768,57.980,115.238,90.963,83.539,75.500,93.780,104.224,66.667,81.463,35.901,171.250,92.086,89.951,177.500,63.100,89.885,82.200,89.015,110.013,48.000,87.139,89.416
6,195.625,96.629,84.629,246.444,76.039,110.916,192.667,88.129,100.863,148.833,80.729,87.534,166.875,94.404,98.361,111.750,86.289,58.065,50.250,91.876,79.518,204.750,79.061,64.385,124.000,70.283,109.861,87.250,89.119,42.738,38.600,80.845,57.802,110.952,91.104,83.528,123.167,93.442,104.164,21.000,81.552,36.115,137.375,92.194,89.942,177.750,63.047,89.813,155.800,88.973,109.890,109.625,87.467,89.336
7,163.000,96.550,84.551,29.111,76.110,110.808,274.889,88.160,100.974,132.167,80.717,87.554,154.000,94.363,98.259,212.250,86.403,57.885,49.750,91.954,79.642,133.250,79.052,64.301,121.500,70.297,109.797,70.500,88.870,42.703,104.400,80.948,57.678,100.952,91.122,83.791,100.500,93.547,104.408,118.000,81.307,35.534,203.250,92.110,89.800,139.000,63.123,89.798,201.800,89.013,109.868,45.000,87.229,89.235
8,114.750,96.892,84.584,99.778,76.077,110.959,285.111,88.157,100.971,105.000,80.610,87.280,207.375,94.445,98.153,171.000,86.395,57.759,62.125,91.788,79.645,172.625,79.005,64.212,230.750,70.409,109.672,45.750,88.964,42.481,81.400,80.955,57.672,172.190,90.965,83.589,148.500,93.568,104.137,93.333,81.681,35.653,105.125,92.216,89.966,67.500,62.869,89.798,161.000,88.934,109.960,145.000,87.351,89.184
9,98.875,96.596,84.568,137.778,75.987,110.788,228.000,88.181,100.823,71.333,80.421,87.405,158.375,94.353,98.366,198.250,86.351,58.005,16.875,91.802,79.228,155.875,79.013,64.425,148.000,70.318,109.804,59.500,89.064,42.621,94.400,80.848,57.982,83.048,90.906,83.692,133.500,93.643,103.964,106.833,81.663,35.667,124.000,92.243,89.960,179.500,63.051,89.976,121.200,89.010,109.737,188.750,87.349,89.134
10,112.875,96.454,84.597,149.333,76.110,110.789,178.889,88.184,100.877,85.167,80.452,87.428,186.250,94.405,98.096,86.750,86.419,58.077,46.500,91.602,79.338,142.750,79.082,64.297,197.500,70.204,109.709,73.000,88.933,42.643,30.000,80.757,57.767,88.190,91.013,83.509,120.667,93.774,104.180,70.333,81.493,35.703,96.250,92.166,89.973,301.000,63.076,89.894,130.400,89.024,109.825,69.625,87.086,89.294
11,108.000,96.667,84.587,172.000,76.062,110.841,114.222,88.284,101.038,117.333,80.613,87.393,153.500,94.295,98.269,105.750,86.375,58.007,34.750,91.675,79.359,242.375,79.096,64.520,146.750,70.282,109.856,88.250,89.006,42.704,113.400,80.951,57.888,94.667,90.905,83.452,57.000,93.486,104.360,60.000,81.654,35.802,168.375,92.199,89.797,334.500,62.994,89.955,222.200,88.977,109.982,135.250,87.264,89.335
12,104.875,96.670,84.625,85.778,76.095,110.805,138.889,88.297,100.820,123.000,80.582,87.277,209.625,94.369,98.112,99.500,86.266,57.962,32.000,91.949,79.428,157.500,78.925,64.364,157.000,70.152,109.917,91.500,89.100,42.667,94.800,80.971,57.992,81.429,91.010,83.407,97.667,93.548,104.284,95.000,81.592,35.888,84.250,92.238,89.974,199.750,63.080,89.982,209.800,88.984,109.941,55.500,87.151,89.474
13,93.250,96.662,84.495,105.111,76.133,110.767,294.444,88.252,100.795,107.333,80.511,87.434,259.125,94.411,98.243,79.500,86.332,57.970,63.000,91.804,79.474,137.250,79.018,64.210,48.750,70.139,109.793,15.000,89.079,42.382,74.000,80.880,57.676,126.476,91.150,83.547,64.333,93.500,104.339,79.667,81.343,35.658,85.375,92.378,89.895,136.500,63.147,89.804,182.600,88.963,109.821,92.375,87.258,89.409
14,122.750,96.404,84.521,184.222,76.078,110.883,180.667,88.236,100.838,100.333,80.653,87.442,241.500,94.404,98.263,206.750,86.257,57.877,38.375,91.681,79.597,277.750,79.024,64.346,124.750,70.175,109.814,122.750,89.052,42.715,116.200,80.938,57.943,67.619,90.863,83.473,106.667,93.479,104.266,88.833,81.594,35.702,118.250,92.148,89.879,95.250,63.087,89.815,117.800,88.943,110.118,78.250,86.989,89.323
15,132.000,96.541,84.578,128.667,76.023,110.773,196.444,88.251,100.953,113.667,80.754,87.404,293.125,94.360,98.282,127.000,86.251,58.015,47.375,91.752,79.198,212.000,79.085,64.361,171.750,70.255,109.733,101.750,88.843,42.652,80.800,80.893,57.421,124.095,90.990,83.564,162.000,93.677,104.174,67.000,81.734,35.803,120.875,92.131,89.838,293.500,63.041,89.798,169.800,88.954,109.833,131.625,87.064,89.357
16,105.750,96.492,84.656,132.444,76.163,110.819,202.000,88.205,100.864,72.667,80.687,87.373,216.625,94.391,98.285,125.500,86.281,57.998,47.625,91.722,79.839,156.750,79.007,64.364,202.750,70.155,109.815,94.500,88.982,42.675,47.600,80.781,57.592,79.714,90.911,83.506,27.167,93.750,104.266,110.833,81.583,35.589,122.250,92.310,89.946,220.000,63.108,89.927,184.800,88.976,110.020,75.250,87.413,89.325
17,139.500,96.567,84.666,125.111,76.232,110.706,140.222,88.265,100.888,122.500,80.619,87.498,241.750,94.464,98.367,110.000,86.449,58.059,67.500,91.820,79.614,200.500,79.089,64.322,194.000,70.372,109.717,112.750,89.089,42.570,55.800,80.974,57.712,120.857,90.929,83.644,107.333,93.645,104.278,77.000,81.629,35.655,128.375,92.253,89.980,254.250,63.033,89.705,152.600,89.049,109.902,71.250,87.443,89.271
18,157.750,96.657,84.559,77.778,76.131,110.911,233.778,88.299,100.912,131.500,80.589,87.360,174.625,94.250,98.298,163.000,86.339,58.025,58.250,91.500,79.317,199.625,79.214,64.458,200.250,70.300,109.797,97.250,89.006,42.562,53.400,80.969,57.924,109.524,91.220,83.584,72.667,93.535,104.087,38.333,81.433,35.651,121.500,92.064,89.855,281.750,63.131,89.950,106.200,88.931,110.005,97.000,87.211,89.327
19,84.375,96.610,84.837,176.889,76.092,110.793,164.667,88.154,100.953,144.000,80.566,87.428,237.125,94.380,98.209,178.000,86.166,57.906,73.750,91.877,79.544,136.000,79.009,64.355,189.500,70.237,109.734,109.500,88.819,42.614,40.200,81.057,57.224,119.048,91.064,83.511,130.667,93.354,104.137,51.500,81.561,35.750,145.500,92.132,89.833,134.750,63.086,89.887,115.800,89.022,109.985,69.500,87.172,89.256
20,148.000,96.493,84.709,89.333,76.079,110.778,194.000,88.228,100.880,177.667,80.576,87.455,251.125,94.402,98.222,61.750,86.380,58.213,54.750,92.003,79.802,126.375,79.135,64.441,96.000,70.148,109.603,85.500,89.159,42.594,85.800,80.928,57.753,140.476,91.037,83.376,100.167,93.596,104.171,145.833,81.610,35.794,180.125,92.326,89.852,216.500,63.074,89.896,180.000,88.976,109.891,113.250,87.433,89.210
21,111.875,96.583,84.609,90.444,76.088,110.797,227.556,88.215,100.858,153.333,80.669,87.211,216.250,94.373,98.218,120.000,86.383,58.014,51.250,91.637,79.244,138.625,79.137,64.308,164.500,70.149,109.640,107.000,88.992,42.646,94.400,80.857,57.875,121.714,90.904,83.484,52.667,93.814,104.067,127.500,81.565,35.803,135.000,92.321,89.972,156.750,62.962,89.877,72.600,89.019,109.694,67.625,87.266,89.343
22,127.375,96.503,84.633,119.111,76.110,110.659,221.556,88.264,100.923,224.167,80.555,87.229,153.500,94.429,98.229,63.500,86.488,58.054,41.375,91.760,79.360,147.500,79.100,64.382,194.750,70.132,109.691,144.250,88.975,42.583,83.800,80.801,57.532,77.048,90.880,83.623,82.167,93.728,104.011,153.500,81.525,35.569,138.500,92.073,89.875,170.500,63.084,89.846,195.600,89.029,109.798,69.000,87.411,89.388
23,171.250,96.459,84.580,82.000,76.094,110.941,251.111,88.290,100.838,150.167,80.668,87.522,187.625,94.330,98.239,172.000,86.324,57.946,27.250,92.081,79.434,190.750,79.189,64.316,162.750,70.234,109.800,26.250,88.974,42.693,49.800,80.851,58.126,123.524,90.922,83.606,117.500,93.730,104.302,52.167,81.585,35.692,184.000,92.232,89.813,199.250,63.094,89.906,222.600,88.912,110.110,65.125,87.034,89.204
24,140.500,96.671,84.596,129.778,75.995,110.733,202.444,88.195,100.946,122.833,80.582,87.148,239.750,94.463,98.233,97.000,86.432,57.767,25.625,91.558,79.603,225.625,79.117,64.334,147.250,70.157,109.883,7.500,89.115,42.677,60.800,80.954,57.472,94.762,90.958,83.644,108.167,93.545,104.172,135.667,81.373,35.644,90.125,92.156,89.933,115.250,62.879,89.758,158.600,89.007,109.922,63.250,87.358,89.218
25,153.750,96.580,84.619,85.111,75.960,110.906,162.444,88.227,100.923,153.500,80.555,87.411,154.375,94.443,98.279,65.250,86.315,57.847,38.000,91.856,79.528,167.750,79.056,64.443,77.750,70.325,109.664,119.750,89.014,42.723,128.200,80.878,57.581,125.238,90.772,83.573,102.000,93.672,104.074,104.833,81.594,35.726,122.375,92.241,89.957,136.500,63.065,89.945,119.400,88.897,109.753,107.250,87.224,89.358
26,121.500,96.583,84.664,95.333,76.366,110.708,193.778,88.253,100.826,79.333,80.697,87.299,215.125,94.453,98.165,140.250,86.223,57.907,27.000,91.667,79.475,107.125,79.058,64.241,136.250,70.279,109.785,55.500,88.897,42.499,97.800,80.823,57.612,122.762,91.048,83.475,100.333,93.609,104.077,99.833,81.390,35.725,182.875,92.186,89.892,145.250,63.029,89.796,162.600,88.951,109.929,109.875,87.243,89.112
27,91.625,96.477,84.648,100.000,76.000,110.730,246.000,88.191,100.848,155.167,80.726,87.347,316.625,94.371,98.273,108.500,86.377,57.824,68.500,91.762,79.386,148.500,79.132,64.215,138.250,70.148,109.636,91.500,88.955,42.585,76.000,80.839,57.792,102.095,90.997,83.609,148.667,93.420,104.026,197.000,81.499,35.611,181.750,92.329,89.903,151.250,63.049,90.010,104.800,89.006,110.131,148.625,87.366,89.295
28,155.500,96.851,84.663,72.000,75.964,110.875,176.222,88.078,100.946,148.167,80.679,87.366,276.375,94.486,98.272,83.750,86.280,57.798,58.875,91.872,79.254,131.500,78.979,64.235,225.250,70.157,109.631,49.250,89.106,42.740,36.800,80.885,57.729,83.714,91.026,83.510,137.333,93.501,104.044,64.333,81.479,35.455,118.875,92.238,89.870,156.500,63.043,89.896,94.000,88.964,109.823,83.500,87.208,89.385
29,181.375,96.715,84.638,238.667,76.224,110.718,210.444,88.201,100.994,121.667,80.499,87.538,173.000,94.409,98.293,138.000,86.332,57.819,71.875,91.720,79.660,137.875,79.016,64.374,159.250,70.260,109.807,181.250,88.830,42.628,116.600,80.924,57.842,116.667,90.936,83.614,93.167,93.639,103.942,93.167,81.544,35.564,167.750,92.219,89.973,69.500,63.201,89.998,153.200,89.044,109.925,116.500,87.377,89.225
30,159.875,96.547,84.516,146.889,76.198,110.685,99.778,88.368,100.891,201.833,80.529,87.532,157.500,94.434,98.377,180.250,86.465,58.045,13.625,91.884,79.262,100.000,78.871,64.508,168.750,70.203,109.769,154.000,89.041,42.599,59.000,80.955,57.721,97.238,90.975,83.341,68.667,93.461,104.046,56.000,81.572,35.716,192.000,92.186,89.774,213.000,62.913,89.860,156.600,88.979,109.660,130.750,87.096,89.221
31,153.000,96.553,84.486,114.889,75.990,110.660,145.778,88.229,100.921,171.500,80.608,87.418,195.000,94.344,98.271,38.500,86.289,57.811,35.875,91.758,79.538,203.500,79.230,64.351,173.500,70.270,109.664,52.500,88.898,42.533,75.800,80.912,57.544,35.619,90.964,83.409,129.833,93.574,104.344,49.667,81.821,35.723,183.125,92.344,89.802,109.500,63.007,90.088,166.200,89.031,109.930,71.375,86.975,89.331
32,148.875,96.597,84.537,199.111,76.169,110.767,142.667,88.386,100.961,127.667,80.625,87.288,233.375,94.460,98.226,187.750,86.207,57.930,57.500,91.703,79.853,170.250,79.126,64.244,135.750,70.153,109.723,49.500,88.975,42.731,44.200,80.965,57.814,84.190,90.937,83.584,105.667,93.403,104.174,66.000,81.571,35.560,119.625,92.158,89.949,128.250,63.089,90.160,173.800,88.963,109.822,101.750,87.227,89.404
33,265.000,96.581,84.653,158.222,76.068,110.850,178.667,88.265,100.999,134.833,80.490,87.531,281.250,94.410,98.167,146.000,86.294,58.050,45.000,91.508,79.354,184.750,79.207,64.453,204.750,70.336,109.630,64.250,88.949,42.624,68.800,80.925,57.715,76.095,90.855,83.700,108.167,93.557,104.189,76.000,81.542,35.562,214.625,92.290,89.970,77.500,62.958,89.956,162.400,89.012,109.824,92.500,87.193,89.303
34,267.500,96.541,84.642,106.667,76.077,110.940,167.333,88.207,100.788,145.500,80.513,87.386,228.125,94.490,98.175,134.500,86.328,58.029,14.500,91.907,80.103,108.250,79.162,64.199,158.000,70.249,109.789,89.500,89.085,42.722,105.200,80.850,57.636,143.429,91.035,83.480,37.833,93.645,104.036,113.500,81.510,35.700,183.250,92.185,89.945,57.000,62.982,90.039,46.000,88.868,109.660,97.625,87.327,89.140
35,228.625,96.507,84.619,42.667,76.061,110.933,265.778,88.194,100.828,64.000,80.632,87.445,150.500,94.321,98.212,72.000,86.225,57.933,33.875,91.797,79.768,246.625,79.016,64.271,213.250,70.076,109.545,53.250,88.993,42.602,141.400,80.870,57.884,101.905,90.997,83.536,73.333,93.454,104.168,205.333,81.487,35.607,199.250,92.156,89.788,63.750,63.085,89.983,130.600,89.028,110.036,123.750,87.275,89.237
36,163.250,96.524,84.731,109.333,76.197,110.823,187.111,88.269,100.842,130.333,80.721,87.348,235.875,94.382,98.245,211.000,86.390,58.046,38.500,91.534,79.689,165.500,79.039,64.318,119.750,70.168,109.832,106.750,88.962,42.616,30.200,80.983,57.597,140.857,90.977,83.554,86.500,93.548,103.977,111.500,81.462,35.519,138.625,92.210,89.900,29.250,63.149,89.862,164.400,88.969,110.006,93.875,87.103,89.321
37,146.125,96.487,84.611,90.889,76.031,110.897,264.000,88.275,100.900,178.500,80.584,87.397,177.000,94.434,98.155,163.250,86.383,57.976,72.875,91.708,79.780,209.750,79.194,64.228,237.250,70.181,109.760,43.500,88.872,42.568,40.000,80.938,57.962,108.857,90.935,83.472,92.000,93.724,104.235,33.833,81.557,35.668,149.125,92.165,89.933,82.500,62.985,89.775,101.200,88.916,109.912,123.875,87.082,89.320
38,191.750,96.764,84.668,76.889,76.045,110.940,252.667,88.244,100.961,111.000,80.596,87.653,206.875,94.375,98.337,72.250,86.351,57.850,30.375,91.915,79.266,168.750,79.002,64.369,187.250,70.242,109.730,121.000,89.058,42.512,12.400,81.045,57.665,91.714,91.004,83.608,120.333,93.595,103.987,107.667,81.467,35.610,171.000,92.343,89.837,44.500,63.087,89.839,95.600,88.924,110.187,85.875,87.337,89.308
39,143.875,96.493,84.637,85.778,76.242,110.756,169.556,88.176,100.929,113.000,80.542,87.422,151.375,94.360,98.164,166.250,86.429,58.131,16.750,91.686,79.483,226.875,79.093,64.210,102.750,70.331,109.630,43.500,89.111,42.807,54.400,80.812,58.013,95.143,90.744,83.590,130.833,93.486,104.057,65.167,81.591,35.817,127.625,92.206,89.798,85.250,63.109,89.613,87.000,89.036,110.134,88.750,87.250,89.476
40,90.125,96.545,84.597,114.444,76.192,110.735,232.000,88.202,100.960,107.167,80.457,87.451,238.750,94.312,98.267,89.500,86.265,57.937,47.250,91.464,79.332,182.250,79.019,64.166,94.250,70.212,109.911,61.750,88.915,42.747,75.600,80.809,57.883,120.381,90.894,83.393,82.833,93.605,104.303,74.667,81.593,35.451,221.375,92.259,89.813,51.500,63.189,89.658,190.400,88.971,110.030,48.500,87.211,89.346
41,71.625,96.550,84.630,87.556,76.251,110.831,168.444,88.234,100.898,153.000,80.578,87.463,153.375,94.473,98.351,235.250,86.252,58.025,56.125,92.001,79.612,209.000,79.147,64.340,64.000,70.133,109.822,29.250,88.985,42.622,82.600,80.957,57.970,102.286,90.948,83.585,127.333,93.656,104.178,45.500,81.529,35.622,213.750,92.322,90.044,54.000,63.160,89.827,137.000,88.944,109.718,84.500,87.144,89.274
42,214.750,96.388,84.736,99.556,76.167,110.835,151.778,88.129,100.890,68.833,80.595,87.420,232.500,94.335,98.222,117.250,86.338,58.073,44.625,91.967,79.644,166.000,79.019,64.197,154.250,70.210,109.814,194.500,89.093,42.745,81.800,80.919,57.723,98.095,90.956,83.567,77.167,93.644,104.067,75.333,81.593,35.797,117.375,92.233,90.030,26.500,63.228,90.078,231.000,88.929,109.704,64.875,87.132,89.335
43,129.125,96.504,84.649,125.556,76.285,110.959,140.444,88.271,100.952,128.167,80.615,87.402,297.000,94.453,98.147,208.000,86.267,57.957,22.000,91.792,79.637,158.625,78.963,64.307,175.500,70.184,109.783,49.250,89.060,42.641,118.000,80.873,57.924,87.714,91.220,83.543,90.500,93.668,104.041,27.333,81.498,35.731,210.375,92.227,89.862,64.500,62.944,89.743,113.400,88.992,109.730,94.500,87.086,89.348
44,104.875,96.489,84.494,145.333,76.043,110.710,188.667,88.136,100.888,125.500,80.618,87.529,174.000,94.361,98.212,182.250,86.303,57.802,28.875,91.898,79.506,196.125,79.083,64.314,209.750,70.239,109.780,63.500,89.109,42.557,181.200,80.837,57.846,84.857,90.888,83.460,124.667,93.604,104.314,45.167,81.544,35.387,120.875,92.326,89.794,83.750,63.163,89.682,178.400,89.029,109.763,41.500,87.390,89.283
45,222.875,96.549,84.656,285.556,76.021,110.790,246.444,88.097,100.817,157.167,80.603,87.376,169.125,94.362,98.211,80.250,86.324,58.045,33.875,91.811,79.242,260.750,79.070,64.369,185.000,70.110,109.776,120.750,89.012,42.628,135.600,80.901,57.875,92.381,91.024,83.556,82.000,93.456,104.055,68.667,81.541,35.840,118.500,92.197,89.964,110.750,63.013,89.934,151.600,88.997,110.046,82.875,87.160,89.213
46,142.875,96.374,84.642,110.667,75.962,110.686,190.667,88.193,101.024,132.000,80.632,87.604,186.250,94.421,98.253,138.750,86.351,58.076,23.500,91.955,79.466,145.250,79.001,64.318,144.250,70.208,109.688,57.250,88.918,42.388,134.200,80.860,57.955,64.286,90.743,83.455,66.167,93.628,103.904,114.333,81.601,35.670,125.000,92.050,89.906,38.750,63.049,89.767,93.400,88.944,110.062,69.875,87.210,89.214
47,148.875,96.503,84.554,145.111,76.271,110.865,204.444,88.130,101.019,125.000,80.478,87.340,232.000,94.400,98.255,142.000,86.300,58.035,27.875,91.986,79.553,136.875,79.028,64.219,105.000,70.175,109.713,144.250,89.075,42.550,85.200,80.970,57.736,78.667,91.221,83.423,117.167,93.475,104.094,96.333,81.488,35.853,166.500,92.048,89.898,43.000,62.840,89.873,163.800,88.984,109.651,117.875,87.052,89.381
48,115.750,96.707,84.480,148.000,75.975,110.738,223.111,88.176,100.841,153.500,80.658,87.408,185.250,94.351,98.228,47.500,86.387,58.272,42.125,91.866,79.668,203.250,79.037,64.273,128.500,70.381,109.687,63.500,88.990,42.834,83.600,80.893,57.911,91.238,91.013,83.327,100.500,93.587,104.220,30.500,81.627,35.605,194.250,92.211,89.937,60.500,63.077,89.899,119.000,88.920,109.973,116.750,87.313,89.059
49,122.250,96.516,84.643,173.556,76.034,110.746,226.444,88.233,100.934,181.667,80.573,87.301,216.875,94.408,98.245,164.250,86.303,58.059,58.500,91.730,79.784,178.000,79.149,64.277,168.250,70.278,109.640,80.750,88.946,42.675,63.000,80.931,57.475,71.048,91.166,83.592,65.167,93.647,104.275,147.000,81.358,35.587,278.500,92.235,89.794,17.750,63.085,89.898,220.600,88.969,109.930,40.375,87.166,89.129
50,101.500,96.699,84.616,108.889,76.137,110.745,143.778,88.275,100.768,140.500,80.676,87.436,245.250,94.358,98.315,79.250,86.406,57.936,28.375,91.602,79.512,215.625,79.099,64.305,222.250,70.296,109.695,66.750,89.308,42.673,56.000,80.945,57.627,100.381,90.839,83.632,91.667,93.667,104.076,49.500,81.384,35.541,144.625,92.218,89.918,66.750,62.935,89.977,123.000,89.041,110.000,67.875,87.043,89.108
51,106.250,96.506,84.704,134.667,76.189,110.910,223.778,88.159,100.946,143.500,80.623,87.360,280.125,94.520,98.240,212.000,86.311,58.026,47.375,91.985,79.434,163.250,79.137,64.406,231.500,70.248,109.830,16.500,88.918,42.418,171.800,80.913,57.856,147.810,91.042,83.735,121.000,93.621,104.397,68.167,81.412,35.534,172.500,92.245,89.766,101.250,63.112,89.917,115.400,88.973,110.079,92.000,87.230,89.336
52,93.875,96.524,84.893,134.667,76.161,110.745,194.667,88.107,100.826,90.500,80.676,87.413,254.125,94.330,98.233,96.250,86.217,57.997,54.125,91.811,79.847,204.750,79.093,64.285,162.250,70.321,109.872,113.500,88.960,42.576,31.400,80.864,58.040,59.619,90.762,83.613,59.000,93.901,104.099,84.333,81.438,35.546,205.875,92.227,89.811,37.750,63.023,89.878,135.400,88.979,109.821,111.250,87.305,89.293
53,72.875,96.609,84.674,122.889,76.269,110.960,251.111,88.216,100.954,128.000,80.551,87.337,291.250,94.427,98.305,30.500,86.569,58.145,37.875,91.967,79.651,161.250,79.105,64.176,137.500,70.265,109.793,129.000,88.962,42.713,15.000,80.875,57.980,110.762,91.000,83.575,115.333,93.571,104.087,67.333,81.522,35.536,269.125,92.189,89.754,88.750,63.123,90.017,94.000,89.026,110.123,45.250,87.097,89.206
54,149.000,96.533,84.619,121.556,75.998,110.765,148.889,88.093,100.856,81.667,80.633,87.331,199.000,94.260,98.286,150.750,86.354,58.027,48.125,91.644,79.396,157.625,79.013,64.447,136.750,70.167,109.732,75.250,89.076,42.678,51.400,80.871,57.747,114.762,90.983,83.345,40.167,93.645,104.022,43.000,81.719,35.543,212.875,92.068,89.855,66.250,62.934,89.937,102.800,88.880,109.897,143.250,87.195,89.358
55,222.750,96.517,84.564,69.111,76.050,110.832,190.222,88.193,100.972,108.667,80.436,87.372,226.125,94.344,98.338,112.500,86.167,58.007,26.750,91.701,79.412,165.000,79.048,64.198,208.000,70.166,109.634,60.000,89.055,42.610,101.000,80.959,57.881,119.238,90.957,83.464,116.500,93.583,103.991,48.167,81.464,35.315,191.500,92.220,89.763,9.500,62.775,89.745,107.800,88.969,109.766,95.625,87.269,89.268
56,197.750,96.573,84.579,114.000,76.059,110.788,222.000,88.273,101.065,139.500,80.630,87.429,186.500,94.496,98.255,164.500,86.314,57.961,34.125,91.597,79.389,148.750,78.955,64.334,190.000,70.244,109.678,211.500,88.869,42.648,48.800,80.935,57.881,80.095,91.079,83.448,157.667,93.611,104.168,97.500,81.517,35.987,214.000,92.219,89.908,130.250,63.137,89.910,103.400,88.976,109.587,93.625,87.311,89.190
57,146.125,96.539,84.604,103.778,76.051,110.842,199.556,88.222,100.866,56.833,80.532,87.471,270.375,94.454,98.220,154.500,86.452,58.089,25.750,91.892,79.590,166.875,79.052,64.340,113.500,70.177,109.810,47.500,89.017,42.467,128.600,80.930,57.751,87.524,90.883,83.482,63.833,93.679,104.146,101.000,81.551,35.481,193.250,92.258,89.901,81.500,63.048,89.632,91.200,88.945,109.972,55.000,87.212,89.163
58,223.000,96.577,84.604,198.667,76.139,110.692,206.000,88.220,100.800,128.667,80.494,87.440,183.125,94.423,98.245,54.750,86.404,58.008,67.125,91.892,79.477,132.875,78.989,64.166,223.750,70.167,109.707,84.750,89.014,42.493,85.400,80.874,57.983,81.333,90.949,83.234,105.833,93.590,103.989,93.333,81.423,35.504,272.750,92.212,89.803,157.000,63.018,89.889,102.200,88.903,110.047,71.125,87.259,89.279
59,224.000,96.541,84.617,95.333,76.120,110.786,169.778,88.190,100.855,282.333,80.510,87.363,309.625,94.541,98.305,131.750,86.153,57.993,61.000,91.849,79.526,210.000,79.077,64.309,133.250,70.105,109.828,111.750,89.131,42.769,89.400,80.941,57.705,95.905,91.128,83.607,89.333,93.522,104.166,148.667,81.515,35.591,347.625,92.242,89.796,141.750,63.237,89.747,135.600,88.892,109.886,90.125,87.224,89.441
60,155.250,96.394,84.622,77.333,75.987,110.823,202.444,88.291,100.898,156.333,80.582,87.447,296.625,94.300,98.216,98.000,86.212,57.905,47.875,91.909,79.717,205.250,78.968,64.340,271.250,70.242,109.723,27.250,88.690,42.588,160.400,80.855,57.928,77.429,90.896,83.560,117.333,93.749,104.164,88.500,81.474,35.851,362.625,92.237,89.863,85.000,63.114,89.676,91.600,89.025,109.657,82.125,87.228,89.182
61,124.000,96.509,84.483,85.556,76.132,110.972,220.000,88.360,100.820,106.000,80.542,87.346,267.750,94.367,98.291,145.750,86.403,57.938,60.125,91.634,79.686,156.625,79.055,64.283,148.500,70.311,109.702,58.000,89.048,42.466,78.600,80.952,57.803,73.048,90.808,83.423,80.000,93.326,104.225,69.500,81.446,35.669,250.250,92.248,89.939,15.500,63.160,89.830,173.600,88.930,109.985,145.375,87.176,89.354
62,136.125,96.540,84.746,99.111,76.148,110.748,199.333,88.243,100.937,142.167,80.635,87.489,170.250,94.517,98.170,89.250,86.377,57.915,47.250,91.782,79.626,147.375,79.099,64.391,211.000,70.253,109.577,53.750,89.024,42.735,112.600,80.780,57.846,115.238,90.952,83.636,94.500,93.474,104.257,69.667,81.591,35.821,268.000,92.268,89.931,144.250,62.997,89.875,234.200,88.938,109.891,100.500,87.343,89.251
63,122.750,96.548,84.623,88.222,76.179,111.034,242.000,88.196,100.780,151.500,80.538,87.534,165.625,94.439,98.424,140.750,86.425,58.042,50.500,91.814,79.645,157.375,79.068,64.135,178.250,70.252,109.870,58.000,89.052,42.632,56.200,80.997,57.948,81.143,90.918,83.347,73.500,93.648,103.991,91.333,81.479,35.561,258.250,92.249,89.915,148.250,63.090,89.936,257.400,88.935,109.938,98.000,87.147,89.307
