 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45
1,234.233,44.522,153.880,26.765,31.941,130.174,148.667,30.829,125.317,37.308,64.568,148.724,38.562,116.336,194.755,133.226,57.248,170.396,137.484,60.467,175.874,22.919,65.618,176.661,83.200,66.208,171.720,19.294,40.085,138.769,194.516,60.405,167.318,4.381,112.658,196.985,73.056,61.756,159.876,106.600,68.123,155.038,16.476,47.363,124.256,39.917,68.890,144.577,70.500,115.971,182.901,162.250,90.323,170.008,246.381,113.774,189.998,48.034,85.627,152.789,169.423,78.139,217.055,6.979,95.858,180.407,57.385,93.940,198.623,30.636,86.831,187.980,100.941,84.859,174.306,206.571,88.426,199.040,427.189,47.528,165.497,43.529,88.704,190.878,74.750,72.354,218.659,323.333,62.850,186.071,261.333,65.715,183.222,227.375,74.348,212.219,79.808,77.329,154.368,56.759,41.315,94.496,65.833,51.678,127.832,65.571,55.296,153.974,57.800,81.725,221.803,147.730,52.636,143.456,183.098,24.231,127.258,27.538,38.425,132.263,73.600,60.111,154.935,14.216,53.119,114.823,11.657,60.190,144.430,119.292,75.744,146.163,159.750,79.342,210.828
2,187.100,44.594,153.871,30.824,31.785,130.420,131.762,30.484,125.358,43.615,64.415,148.521,43.125,116.150,194.619,139.806,57.170,170.373,220.645,60.674,175.905,32.757,65.607,176.623,67.200,66.061,171.937,25.000,40.346,138.688,205.484,60.352,167.303,19.238,112.594,196.768,44.944,61.468,160.013,136.600,68.213,155.023,7.286,47.646,124.102,43.958,68.967,144.794,78.812,115.896,183.041,171.750,90.408,169.858,245.190,113.796,190.210,24.000,85.726,152.492,166.615,77.861,217.158,28.723,95.810,181.633,157.769,94.106,198.435,31.909,86.976,187.659,148.745,84.970,174.191,182.000,88.417,198.842,386.054,47.530,165.313,64.588,88.490,191.005,47.438,72.609,218.905,293.833,62.735,186.076,284.000,65.659,183.393,206.000,74.315,212.434,85.154,77.385,154.538,34.414,41.329,94.739,97.222,51.926,128.103,86.200,54.952,154.357,33.700,81.947,221.811,145.784,52.709,143.278,159.608,24.418,127.185,66.231,38.344,132.057,80.867,60.272,154.826,6.703,53.405,115.300,22.057,60.408,144.395,150.375,75.640,146.218,128.312,79.325,210.776
3,246.500,44.540,153.836,55.294,31.524,130.811,166.190,30.669,125.540,64.923,64.343,148.655,39.000,116.418,194.557,88.645,57.183,170.340,162.452,60.493,175.774,14.270,65.579,176.627,149.900,66.006,171.813,21.235,40.241,138.874,160.194,60.322,167.374,18.095,113.456,197.159,59.556,62.041,160.065,58.200,68.206,154.930,24.667,47.233,123.914,42.417,68.800,144.842,106.062,116.046,182.892,147.938,90.257,169.951,253.095,113.808,190.025,56.724,85.597,152.439,174.731,78.183,217.111,8.681,96.159,181.066,150.923,94.168,198.348,26.091,86.870,187.798,151.373,84.848,174.368,161.571,88.333,199.199,386.432,47.526,165.377,59.176,88.557,190.839,54.938,72.595,218.654,330.917,62.754,185.995,132.667,65.597,183.344,277.125,74.288,212.407,60.000,77.278,154.191,38.276,41.313,94.471,83.778,51.901,128.174,72.171,54.931,154.202,40.000,82.166,221.583,120.703,52.726,143.338,213.725,24.341,127.212,79.231,38.350,132.113,85.533,59.950,155.184,24.162,53.442,115.184,23.800,60.473,144.366,171.458,75.873,146.218,146.938,79.419,210.865
4,262.400,44.490,153.829,28.765,32.188,130.862,129.000,30.544,125.441,76.462,64.485,148.599,43.625,116.103,194.545,95.806,57.023,170.285,176.516,60.495,175.971,30.432,65.745,176.461,125.100,66.153,172.010,14.588,39.994,138.475,264.452,60.371,167.184,21.333,113.001,197.281,26.611,61.830,159.760,66.900,68.037,155.200,9.381,47.785,124.216,27.833,68.824,144.658,144.500,116.120,183.058,122.625,90.355,169.758,207.857,113.882,189.974,42.310,85.636,152.498,154.731,78.120,217.110,10.936,96.113,180.865,128.000,94.038,198.622,27.773,87.223,187.546,128.078,84.859,174.416,136.048,88.286,199.282,390.973,47.633,165.301,49.941,88.803,191.206,90.375,72.626,218.747,386.250,62.765,185.947,145.667,65.705,183.225,252.667,74.262,212.262,53.731,77.370,154.214,40.552,41.426,94.579,77.389,51.887,127.950,98.600,54.812,154.329,78.600,81.549,221.771,141.676,52.736,143.528,228.118,24.303,127.234,55.615,38.593,132.100,79.467,59.905,154.994,15.514,53.412,115.102,44.600,60.457,144.459,134.458,75.837,146.103,132.062,79.205,210.953
5,261.700,44.434,153.862,13.471,31.623,130.833,111.143,30.883,125.418,38.154,64.210,148.541,57.938,116.239,194.628,133.677,57.174,170.286,140.258,60.442,175.944,48.973,65.366,176.802,59.400,65.952,171.870,20.941,39.907,138.303,151.806,60.330,167.278,19.190,112.748,197.453,53.278,61.802,160.145,91.600,68.460,155.010,36.762,47.619,123.904,26.500,68.880,144.210,90.438,116.044,182.987,134.250,90.369,169.786,210.810,113.861,190.049,63.103,85.786,152.769,158.808,78.062,216.958,11.149,96.099,180.509,113.923,94.273,198.543,34.227,86.943,187.388,178.431,84.929,174.143,170.571,88.345,198.913,421.297,47.619,165.366,84.824,88.822,190.953,63.438,72.609,218.635,380.250,62.753,185.914,164.667,65.592,183.262,286.292,74.354,212.285,54.923,77.591,154.760,72.724,41.442,94.699,101.500,51.984,127.808,74.371,55.061,154.410,27.900,81.575,221.549,182.811,52.638,143.465,184.510,24.564,127.144,57.692,38.682,131.640,116.833,60.020,155.160,19.297,53.518,115.254,25.657,60.755,144.744,173.792,75.634,146.237,208.688,79.403,210.806
6,231.800,44.583,153.863,52.000,31.773,130.755,194.000,30.865,125.355,124.769,64.371,148.707,43.375,116.249,194.883,136.710,57.215,170.331,128.645,60.531,175.939,19.243,65.692,176.764,61.800,66.021,171.773,40.647,40.092,138.543,191.097,60.323,167.311,12.762,113.029,198.436,50.611,62.089,160.067,145.200,68.213,154.881,20.762,47.307,123.821,37.750,68.711,144.735,41.125,115.863,182.715,172.062,90.394,169.961,191.810,113.885,190.064,51.034,85.665,152.438,137.423,78.136,216.855,10.979,96.146,180.711,109.077,94.105,198.371,48.636,87.026,187.355,122.118,84.825,174.075,170.238,88.423,198.848,357.243,47.564,165.430,99.471,88.606,190.946,109.375,72.682,218.818,336.667,62.733,186.029,259.000,65.594,183.234,329.500,74.385,212.353,70.115,77.286,154.386,62.345,41.373,94.689,92.889,52.029,127.966,70.229,55.334,154.315,39.000,81.443,221.748,161.676,52.450,143.434,205.373,24.387,127.215,57.385,38.247,131.905,100.800,60.156,155.105,22.378,53.134,115.542,30.800,60.300,144.706,143.708,75.931,146.135,157.812,79.270,210.967
7,291.733,44.518,153.797,26.294,32.068,130.862,166.810,30.584,125.383,74.231,64.592,148.955,54.000,115.862,194.735,68.516,57.285,170.183,200.065,60.482,175.867,17.892,65.886,176.403,72.400,66.110,171.781,67.412,40.401,138.469,191.871,60.351,167.223,5.571,113.173,197.002,53.444,61.830,159.772,94.500,68.331,154.963,18.714,47.328,124.574,30.458,68.893,144.726,63.750,116.055,182.907,196.500,90.408,170.032,268.000,113.639,190.228,39.552,85.717,152.460,149.615,78.026,216.921,17.404,95.902,180.942,129.077,94.033,198.509,31.591,87.469,187.399,190.235,84.771,174.208,108.286,88.128,198.813,325.568,47.494,165.367,23.882,89.014,191.198,121.000,72.464,218.861,402.083,62.843,185.977,223.333,65.614,183.286,333.542,74.252,212.340,94.308,77.351,154.570,76.517,41.203,94.730,108.611,51.819,127.998,56.857,55.206,154.122,60.600,81.244,221.775,182.649,52.557,143.338,280.235,24.425,127.208,93.385,38.324,132.010,96.500,60.246,155.097,18.757,53.329,115.354,10.686,60.688,144.553,174.042,75.803,146.434,152.500,79.311,210.884
8,254.500,44.580,153.772,57.529,31.934,130.573,190.905,30.754,125.433,55.000,64.586,148.571,85.250,116.185,194.638,95.484,57.207,170.303,195.097,60.573,175.854,34.108,65.839,176.614,42.800,66.197,171.776,44.824,40.442,138.701,198.839,60.377,167.117,18.619,113.123,197.792,61.278,61.860,159.775,159.800,68.269,155.069,13.143,47.414,124.148,35.333,69.087,144.947,71.875,115.902,183.134,158.688,90.341,169.914,310.667,113.808,190.056,62.966,85.595,152.511,191.462,78.114,216.996,5.447,96.122,181.476,48.462,94.042,198.486,35.591,87.212,187.567,154.314,84.835,174.286,137.905,88.288,199.012,464.486,47.572,165.407,43.059,88.937,191.182,108.562,72.616,218.980,405.583,62.817,186.045,136.667,65.691,183.090,308.292,74.361,212.347,70.231,77.224,154.511,61.414,41.407,94.547,117.889,51.753,127.925,74.686,55.231,154.031,28.700,81.138,221.755,115.459,52.538,143.233,182.392,24.383,127.152,89.769,38.346,132.014,89.400,59.895,155.041,8.649,53.254,114.913,25.257,60.624,144.535,148.458,75.901,146.188,157.625,79.382,210.911
9,209.400,44.425,153.808,39.647,31.609,131.057,127.381,30.749,125.376,40.615,64.503,148.846,116.062,116.268,194.410,157.613,57.235,170.513,144.516,60.381,175.829,14.432,66.063,176.682,28.500,66.492,172.034,44.235,40.172,138.588,157.161,60.322,167.207,33.000,112.919,197.520,47.722,61.621,160.119,103.400,68.234,154.871,20.333,47.328,124.347,31.958,68.834,145.316,121.062,115.905,183.017,138.438,90.411,169.950,241.667,113.755,190.110,42.310,85.503,152.811,170.385,77.976,217.150,18.936,96.136,180.866,111.538,94.016,198.430,34.045,87.333,187.714,139.686,84.904,174.452,122.619,88.416,199.041,420.216,47.520,165.343,54.588,88.831,191.233,100.438,72.312,218.902,396.250,62.833,185.991,236.333,65.677,183.285,238.833,74.435,212.310,85.769,77.190,154.556,53.690,41.452,94.608,149.500,51.891,127.882,140.600,55.124,154.166,51.800,82.125,221.913,115.297,52.592,143.435,216.431,24.456,127.289,50.846,38.246,132.097,112.367,59.800,154.980,24.054,53.398,115.076,9.371,60.878,144.415,123.708,75.715,146.238,176.375,79.435,210.820
10,227.467,44.582,153.689,47.824,31.456,130.541,153.667,30.733,125.450,81.692,64.640,148.797,65.375,115.930,194.709,56.194,57.119,170.493,164.710,60.383,175.845,22.162,65.634,176.324,90.100,65.767,171.927,53.941,40.216,138.538,171.097,60.305,167.348,22.524,112.709,197.489,38.389,61.718,159.628,109.800,68.199,155.043,3.048,47.551,123.438,27.042,68.927,144.970,77.812,115.892,183.120,146.812,90.363,169.919,247.524,113.795,190.077,44.897,85.615,152.717,149.038,77.956,216.887,27.447,96.181,180.307,165.231,94.035,198.576,21.955,86.985,187.402,180.078,84.903,174.297,137.952,88.219,199.172,327.351,47.595,165.416,71.353,88.987,191.264,106.938,72.372,218.960,398.583,62.811,186.070,185.333,65.605,183.169,235.000,74.396,212.408,87.808,77.391,154.398,69.138,41.136,94.962,112.944,51.854,127.689,77.657,55.211,154.091,22.100,81.416,221.899,143.189,52.612,143.438,225.333,24.449,127.236,68.769,38.398,131.876,100.100,59.955,155.067,32.270,53.364,115.401,15.686,60.756,144.319,111.750,75.586,146.314,195.500,79.330,210.789
11,223.400,44.402,153.800,68.765,31.854,130.684,141.143,30.662,125.353,71.385,64.620,149.165,45.312,116.043,194.567,92.774,56.953,170.274,183.032,60.524,176.065,52.703,65.269,176.590,79.300,66.022,171.915,29.176,40.042,138.777,181.935,60.317,167.348,21.952,112.742,197.717,56.333,61.875,159.906,191.600,68.033,155.012,19.238,47.347,123.630,17.542,69.175,144.843,102.125,115.616,182.761,160.000,90.417,170.029,260.476,113.730,190.089,45.103,85.601,152.424,154.538,77.962,217.034,10.511,95.808,180.206,197.692,94.106,198.430,55.182,87.183,187.811,145.647,84.920,174.270,153.286,88.240,198.930,397.514,47.546,165.400,61.412,88.940,191.298,82.000,72.912,218.675,374.250,62.775,185.986,357.833,65.783,183.172,256.167,74.368,212.304,96.769,77.253,154.276,34.138,41.539,94.665,72.611,51.976,127.805,71.829,55.323,154.335,57.500,81.650,221.847,154.486,52.509,143.462,203.804,24.456,127.165,70.692,38.709,131.895,99.133,59.827,155.028,43.189,53.548,115.170,16.800,60.477,144.259,137.625,75.401,146.199,244.000,79.394,210.891
12,152.267,44.615,153.764,29.176,31.945,130.609,157.048,30.709,125.410,102.615,64.518,148.767,71.125,116.007,194.885,121.419,57.270,170.474,161.806,60.554,175.922,27.405,65.900,176.555,89.700,66.209,171.872,35.294,40.314,138.459,134.194,60.524,167.206,34.095,112.721,197.293,27.778,61.773,160.069,105.200,68.339,154.935,16.762,47.475,123.908,20.542,68.591,144.983,114.188,115.911,183.000,169.125,90.426,170.034,270.476,113.703,190.041,68.207,85.639,152.643,138.308,77.987,216.980,30.085,96.083,181.242,134.615,94.115,198.422,37.864,87.108,187.363,119.922,84.870,174.231,165.286,88.350,198.954,371.892,47.569,165.477,82.471,88.719,191.142,69.188,72.609,218.859,382.917,62.839,185.963,288.333,65.640,183.280,299.083,74.283,212.311,116.962,77.556,154.318,46.241,41.242,94.576,107.444,52.126,127.899,79.771,54.965,154.337,58.500,81.761,221.750,161.946,52.444,143.491,254.706,24.342,127.238,73.308,38.746,131.887,68.933,59.937,154.799,91.081,53.511,114.850,22.771,60.729,144.306,134.292,75.621,146.337,206.938,79.269,210.978
13,194.533,44.639,153.777,37.000,31.612,130.726,149.095,30.571,125.391,44.923,64.625,149.068,44.750,116.200,194.678,122.258,57.316,170.367,183.613,60.370,175.911,32.865,66.094,176.744,51.700,66.081,172.153,13.882,40.473,138.457,237.097,60.323,167.239,44.048,112.916,197.414,33.667,61.749,160.241,127.000,68.145,155.012,25.524,47.208,124.283,27.250,68.899,144.940,114.438,115.887,182.706,127.375,90.433,170.043,228.190,113.870,190.016,40.759,85.877,152.496,121.615,78.022,217.071,16.894,96.034,180.867,155.538,93.986,198.603,27.500,86.965,187.570,176.431,84.840,174.254,135.524,88.342,199.016,392.054,47.650,165.371,36.647,88.691,190.810,106.188,72.159,218.826,422.417,62.741,185.970,224.667,65.655,183.279,269.125,74.330,212.333,94.231,77.148,154.509,92.655,41.410,94.769,95.222,51.848,127.955,109.486,55.260,154.226,70.900,81.637,221.801,137.081,52.694,143.497,189.843,24.279,127.295,85.231,38.687,131.850,114.033,59.881,155.116,44.595,53.340,115.180,21.600,60.658,144.164,136.667,75.595,146.255,238.500,79.286,210.802
14,243.533,44.326,153.839,46.529,32.058,130.364,140.476,30.573,125.387,51.231,64.462,148.864,39.250,115.996,194.596,121.484,57.227,170.362,114.194,60.593,175.987,25.730,66.033,176.393,83.200,65.874,171.990,47.235,40.171,138.367,137.355,60.382,167.251,42.524,113.032,197.332,38.111,61.623,160.220,113.400,68.241,155.028,32.095,47.295,123.838,56.250,68.573,144.462,79.188,115.792,182.820,138.938,90.396,170.085,297.381,113.786,190.064,38.828,85.712,152.764,169.654,78.048,217.040,11.191,96.148,181.893,154.538,94.192,198.533,50.045,87.360,187.437,152.078,84.976,174.331,217.286,88.323,198.952,294.865,47.588,165.460,90.765,88.785,191.174,61.188,72.473,218.900,477.333,62.850,185.964,216.500,65.733,183.276,316.375,74.434,212.445,94.654,77.332,154.366,55.690,41.284,94.697,68.833,51.814,128.160,111.686,55.060,154.303,45.700,81.931,221.874,157.405,52.756,143.375,164.118,24.322,127.162,46.462,38.507,132.123,104.567,59.953,154.848,101.297,53.440,115.387,16.457,60.786,144.513,156.042,75.441,146.232,196.688,79.430,210.940
15,1144.100,44.481,153.742,772.882,31.668,130.608,133.952,30.771,125.508,54.385,64.437,148.755,51.438,116.143,194.756,98.000,57.352,170.502,151.419,60.537,175.802,31.568,65.466,176.580,62.600,65.881,171.844,24.941,40.336,138.200,137.935,60.387,167.445,33.190,113.032,197.293,60.500,61.790,160.040,123.400,68.028,154.841,14.476,47.539,123.755,38.333,68.744,144.558,152.812,115.705,182.877,170.438,90.391,170.053,262.524,113.831,190.082,36.379,85.739,152.534,208.962,78.078,217.046,18.681,95.745,181.539,145.846,94.190,198.585,23.864,86.899,187.630,173.843,84.888,174.190,133.095,88.294,198.972,426.216,47.562,165.342,49.000,88.844,191.216,106.875,72.533,218.743,376.833,62.667,185.944,175.500,65.662,183.107,348.042,74.359,212.533,96.692,77.432,154.580,58.690,41.217,94.702,109.000,51.846,128.013,68.086,54.813,154.285,46.300,81.990,221.810,109.405,52.649,143.487,186.078,24.330,127.102,108.462,38.347,131.786,138.900,59.930,155.081,13.189,53.527,115.209,22.086,60.557,144.349,150.625,75.549,146.177,256.875,79.358,210.735
16,428.033,44.475,153.841,305.412,31.876,130.420,160.095,30.985,125.444,73.231,64.575,148.750,98.562,115.999,194.395,155.806,57.164,170.335,176.968,60.528,175.886,23.459,65.654,176.640,81.300,65.874,171.909,49.882,40.522,138.872,196.645,60.272,167.316,45.952,112.894,197.170,58.222,61.990,160.038,130.200,68.307,155.026,19.905,47.397,123.815,32.083,68.759,144.582,67.062,115.697,182.976,180.750,90.256,169.905,212.857,113.882,190.192,63.621,85.754,152.746,130.846,78.019,216.780,26.000,95.922,181.540,95.308,94.249,198.581,37.591,87.103,187.557,157.569,85.072,174.165,137.429,88.174,198.959,356.649,47.528,165.522,83.412,88.957,191.183,67.438,72.527,218.823,349.000,62.862,186.009,152.333,65.691,183.334,357.708,74.369,212.401,93.346,77.233,154.526,87.276,41.283,94.666,89.500,51.918,127.798,118.086,55.093,154.149,49.500,81.480,221.789,140.432,52.762,143.486,292.275,24.445,127.254,95.923,38.664,132.266,129.000,60.201,155.153,4.432,53.600,115.373,15.771,60.614,144.305,203.125,75.430,146.264,182.875,79.414,210.780
17,234.233,44.527,153.894,81.941,31.716,130.217,557.095,30.787,125.477,502.077,64.581,148.843,80.312,116.397,194.552,199.935,57.130,170.297,247.871,60.389,175.930,24.757,65.574,176.299,51.800,66.088,171.819,46.882,40.212,138.754,164.452,60.266,167.168,47.381,112.765,197.729,54.000,61.792,160.018,47.800,68.325,155.040,11.524,47.214,123.708,43.708,68.870,144.638,184.750,115.903,182.892,195.062,90.276,169.762,289.524,113.828,190.075,32.966,85.647,152.730,142.769,78.053,217.119,18.979,96.265,181.030,172.154,93.819,198.571,41.455,87.114,187.808,150.627,85.041,174.318,129.286,88.471,199.018,386.324,47.593,165.361,65.647,88.612,191.008,99.500,72.407,218.553,346.583,62.852,186.011,218.833,65.579,183.324,277.583,74.424,212.411,128.769,77.409,154.294,51.517,41.503,94.368,105.944,51.715,127.929,94.571,55.192,154.002,47.700,81.435,221.709,115.568,52.681,143.568,176.784,24.508,127.199,69.231,38.565,132.039,76.633,60.035,154.975,19.730,53.128,114.918,44.829,61.016,144.608,172.500,75.607,146.289,269.375,79.435,210.742
18,193.100,44.498,153.875,34.000,31.808,130.558,213.905,30.691,125.577,119.692,64.636,148.804,126.312,116.183,194.770,153.161,57.280,170.400,205.355,60.520,175.727,42.757,65.667,176.818,43.300,66.084,171.751,47.059,39.740,138.444,189.935,60.230,167.368,35.952,112.854,197.659,51.278,61.767,160.232,131.500,68.267,155.063,29.905,47.330,123.670,47.958,68.936,144.701,136.188,115.853,182.787,154.750,90.395,169.763,253.238,113.820,190.066,48.241,85.840,152.628,139.808,78.145,216.939,15.745,95.675,180.680,114.923,94.146,198.607,44.045,87.302,187.296,137.490,84.945,174.478,133.429,88.190,198.915,348.000,47.540,165.280,22.529,88.550,191.089,61.375,72.845,218.803,457.000,62.838,186.058,194.333,65.712,183.304,307.583,74.381,212.207,122.192,77.238,154.471,55.276,41.271,94.450,99.556,51.819,128.079,75.800,55.133,154.440,21.500,81.549,221.870,137.135,52.618,143.587,190.863,24.385,127.109,72.000,38.544,132.146,101.933,60.080,154.897,40.595,53.491,114.833,46.914,60.010,144.312,163.208,75.569,146.153,175.375,79.205,210.907
19,157.633,44.448,153.938,13.235,31.498,130.533,133.476,30.640,125.463,105.000,64.762,148.634,1685.188,116.212,194.615,183.355,57.156,170.278,179.290,60.551,175.908,21.784,65.802,176.633,55.400,65.998,171.790,32.000,39.861,138.867,165.742,60.299,167.288,30.952,112.802,197.260,48.444,61.993,160.158,101.400,68.273,155.126,22.095,47.558,124.301,25.000,68.621,144.685,112.188,115.691,182.963,178.812,90.323,170.022,278.810,113.701,190.089,66.207,85.939,152.462,140.077,77.986,216.825,28.723,95.911,180.903,121.692,93.967,198.488,46.500,87.161,187.614,155.333,84.842,174.319,214.810,88.320,198.914,377.730,47.576,165.406,49.353,88.605,191.047,70.875,72.508,218.928,375.333,62.861,186.032,382.167,65.765,183.195,296.500,74.337,212.484,81.962,77.391,154.400,67.690,41.248,94.649,100.000,51.718,128.226,81.629,55.269,154.127,76.900,82.141,221.772,158.595,52.595,143.518,237.765,24.409,127.175,50.231,38.883,131.837,109.833,59.905,154.962,12.486,53.668,114.930,26.257,60.200,144.370,145.958,75.618,146.197,185.438,79.406,210.829
20,221.467,44.395,153.752,21.824,32.077,130.732,141.667,30.475,125.516,101.077,64.733,148.805,381.250,116.036,194.662,134.581,57.204,170.321,183.806,60.619,175.831,50.162,65.723,176.647,60.200,65.921,172.061,16.882,40.385,138.760,208.516,60.238,167.146,57.571,113.037,197.860,60.667,61.991,160.187,138.900,68.360,155.022,14.381,47.943,123.884,17.708,68.622,144.689,153.438,115.751,182.737,174.562,90.442,169.922,258.524,113.769,190.065,46.345,85.858,152.377,125.308,78.171,217.127,13.447,96.055,181.182,84.385,94.137,198.471,46.455,87.132,187.273,139.686,84.966,174.400,125.238,88.166,198.935,399.730,47.471,165.538,46.353,88.699,191.109,72.375,72.349,218.557,444.083,62.785,185.957,229.833,65.815,183.191,304.250,74.309,212.297,114.731,77.214,154.356,73.724,41.535,94.540,86.333,52.066,128.013,92.971,55.509,154.170,55.200,81.624,221.699,171.081,52.433,143.536,216.196,24.304,127.298,31.000,38.642,131.950,87.467,59.989,155.089,8.108,53.537,114.832,108.514,60.628,144.574,214.958,75.524,146.253,184.688,79.352,210.914
21,186.367,44.505,153.822,39.294,31.975,130.360,119.429,30.794,125.306,35.231,64.594,148.680,86.562,116.097,194.681,98.065,57.309,170.443,153.806,60.480,175.704,16.595,66.022,176.437,75.600,65.947,171.853,29.235,40.170,138.749,221.290,60.281,167.348,50.619,113.013,197.839,108.833,61.798,159.885,84.700,68.478,155.064,16.667,47.148,123.896,30.833,68.587,144.176,128.938,115.956,182.965,95.938,90.367,170.084,289.286,113.815,190.008,53.759,85.685,152.397,151.846,77.987,217.077,24.426,96.225,180.812,67.769,94.123,198.392,29.136,87.215,187.749,177.686,84.963,174.431,128.857,88.325,199.165,335.676,47.546,165.369,32.412,88.515,191.128,36.438,72.441,218.739,328.167,62.907,186.055,261.333,65.566,183.137,284.875,74.320,212.373,95.269,77.191,154.405,69.414,41.249,94.303,113.111,52.053,127.909,106.057,55.014,154.150,12.100,81.226,221.751,228.162,52.735,143.454,207.176,24.426,127.306,96.769,38.477,132.092,118.600,60.002,154.910,14.486,53.525,114.280,27.971,60.311,144.729,184.917,75.555,146.333,184.500,79.496,210.751
22,199.100,44.351,153.806,32.588,31.955,130.411,141.190,30.546,125.426,49.077,64.822,148.949,54.688,116.283,194.658,203.742,57.302,170.416,148.581,60.320,175.971,35.514,65.551,176.221,99.300,66.077,171.810,43.588,40.575,138.388,215.806,60.278,167.208,53.571,112.990,197.752,76.167,61.722,159.907,105.200,68.536,155.035,46.952,47.466,124.014,25.833,68.809,144.167,160.812,115.819,182.887,128.312,90.510,169.843,286.905,113.816,189.968,38.172,85.583,152.502,138.846,77.980,216.997,27.787,95.955,180.486,111.923,94.287,198.496,38.455,87.091,187.627,141.961,84.928,174.376,135.333,88.387,198.819,422.108,47.620,165.459,27.824,88.640,191.095,108.250,72.534,218.907,352.000,62.737,185.969,229.167,65.667,183.179,314.250,74.348,212.352,107.962,77.252,154.427,66.138,41.311,94.800,75.056,51.961,127.913,105.057,54.808,154.226,32.700,81.454,221.782,198.378,52.368,143.620,233.961,24.302,127.299,37.538,38.493,131.970,82.233,60.016,155.234,25.081,53.555,114.783,17.429,61.050,144.262,165.458,75.563,146.307,287.750,79.464,210.661
23,206.200,44.427,153.767,52.176,31.673,130.749,133.048,30.682,125.416,71.846,64.664,148.649,21.500,115.936,194.534,93.613,57.155,170.490,171.290,60.475,175.824,31.514,65.319,176.478,110.300,66.267,171.819,43.176,40.581,138.752,180.258,60.319,166.993,52.238,112.844,197.515,69.667,61.583,160.077,68.600,68.294,154.973,12.667,47.403,124.117,36.875,68.668,144.762,112.500,116.022,182.872,116.375,90.334,169.948,256.095,113.775,190.085,74.448,85.694,152.673,141.500,78.103,216.918,11.149,95.758,180.121,57.385,94.065,198.449,42.136,87.014,187.608,171.333,84.924,174.407,129.238,88.322,198.911,392.162,47.540,165.439,49.882,88.611,191.118,66.562,72.435,218.871,344.417,62.777,186.098,268.167,65.680,183.140,392.917,74.389,212.309,99.385,77.332,154.533,70.310,41.243,94.568,58.167,51.927,128.054,121.200,54.959,154.410,32.100,82.147,221.967,131.459,52.674,143.585,227.922,24.343,127.363,89.385,38.630,131.951,79.767,60.031,154.866,33.297,53.339,115.383,20.143,60.656,144.547,110.917,75.543,146.258,223.625,79.303,210.901
24,212.667,44.508,153.756,43.412,31.864,130.744,115.571,30.627,125.506,29.923,64.487,148.721,48.375,115.976,194.823,86.258,57.133,170.355,224.774,60.404,175.876,14.649,65.459,176.742,69.700,66.389,171.930,52.059,40.121,138.629,134.387,60.281,167.134,68.619,112.901,197.337,49.056,61.914,160.046,147.500,67.981,155.100,18.381,47.080,124.039,42.833,68.896,144.460,109.938,115.752,182.794,171.875,90.434,169.907,283.381,113.721,190.007,50.103,85.372,152.991,123.692,78.082,216.914,24.340,96.032,180.842,95.692,94.105,198.327,58.091,87.088,187.703,169.961,84.948,174.315,163.476,88.307,198.959,425.243,47.560,165.445,76.412,88.675,190.778,99.750,72.270,218.687,320.583,62.930,185.948,261.833,65.715,183.122,228.000,74.379,212.507,92.962,77.499,154.315,72.207,41.302,94.609,65.778,51.927,128.074,113.286,55.270,154.212,43.300,82.281,221.784,112.811,52.588,143.404,212.078,24.406,127.082,60.462,38.581,131.944,126.033,60.015,155.100,16.541,53.065,115.443,25.829,61.037,144.564,179.500,75.490,146.279,232.812,79.283,210.718
