 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18
305,98.472,166.314,98.817,424.833,185.439,70.378,24.367,64.695,52.748,13.567,181.953,100.693,39.125,209.673,131.139,242.323,191.822,73.592,25.846,213.732,135.009,54.549,190.671,123.590,239.455,184.124,78.873,30.429,135.184,68.124,241.633,148.090,66.699,15.881,120.862,79.166,95.838,199.357,108.193,91.367,198.544,114.994,345.389,155.958,57.087,17.607,176.817,41.803,68.275,161.457,30.472,27.591,171.904,90.666
306,84.444,166.200,98.390,477.167,185.315,70.357,25.600,64.541,52.776,11.100,182.073,100.257,23.688,209.107,131.642,194.000,191.792,73.666,23.923,213.469,135.092,56.667,190.686,123.521,233.545,184.166,78.962,18.667,134.807,68.421,121.933,148.329,66.874,21.929,120.582,79.292,106.054,199.162,107.994,75.567,198.609,115.333,275.556,155.858,56.975,12.214,176.727,42.702,81.216,161.400,30.301,23.364,172.171,90.986
307,65.889,166.141,98.222,340.167,185.366,70.313,24.267,64.650,52.499,31.867,181.935,100.379,32.562,209.735,131.058,192.258,191.589,73.861,28.462,213.825,135.019,121.529,190.769,123.504,203.409,184.049,78.728,17.905,134.904,68.078,185.333,148.303,66.807,16.405,120.587,79.167,146.811,199.346,107.811,64.033,198.429,115.198,361.667,155.954,56.998,4.071,176.425,42.369,82.784,161.750,30.802,17.409,171.606,90.524
308,79.639,166.263,98.509,290.944,185.568,70.432,7.333,63.933,52.964,14.133,181.946,99.974,17.125,209.352,131.288,226.710,191.678,73.676,26.692,213.706,135.428,90.863,190.792,123.559,245.864,184.106,78.764,14.048,135.184,68.301,160.367,148.095,66.950,32.119,121.205,79.061,77.730,199.210,107.806,67.400,198.612,115.301,384.167,155.909,56.987,5.393,176.405,43.136,66.353,161.562,30.448,13.000,171.500,90.952
309,58.806,166.265,98.746,325.556,185.386,70.375,39.067,64.538,52.735,5.100,181.209,100.058,44.938,209.121,131.420,171.419,191.785,73.606,32.769,213.461,135.341,71.333,190.808,123.556,272.182,183.983,78.874,9.190,135.293,68.557,138.133,148.167,66.718,13.357,119.961,79.065,57.892,199.239,108.245,85.600,198.740,115.348,462.333,155.888,56.940,0.679,176.888,42.168,41.490,161.467,30.904,13.136,171.656,90.407
310,50.778,166.434,98.526,424.778,185.397,70.398,31.200,64.520,52.757,8.567,182.171,99.576,18.438,209.143,131.428,235.548,191.803,73.611,11.769,213.678,135.408,74.314,191.101,123.574,267.591,184.052,78.783,29.333,134.855,68.499,142.667,148.068,66.652,20.810,120.923,78.904,81.676,199.155,107.921,89.800,198.671,115.366,342.056,155.969,56.922,7.393,176.554,42.877,53.255,161.546,30.720,22.364,171.608,90.483
311,81.944,166.398,98.696,351.444,185.546,70.319,28.100,64.574,52.626,20.900,181.856,100.244,17.562,209.686,131.674,243.032,191.674,73.663,10.154,213.851,135.846,67.804,190.824,123.478,234.636,183.949,78.780,23.524,135.038,68.531,126.700,148.121,66.780,20.119,121.192,79.085,86.973,199.499,107.705,85.833,198.668,115.155,441.444,155.955,56.961,10.000,176.863,42.928,66.314,161.590,30.571,25.545,171.846,90.231
312,80.611,165.892,98.517,407.611,185.375,70.345,21.800,64.479,52.879,23.400,181.388,100.502,21.000,209.393,131.311,219.742,191.838,73.631,2.692,213.072,135.643,85.725,190.837,123.667,205.545,183.929,78.901,24.048,135.145,68.410,121.167,148.295,66.835,22.857,120.657,79.156,109.135,199.226,108.167,75.067,198.787,115.178,437.444,155.876,56.983,13.179,176.548,42.969,51.176,161.638,30.787,6.000,172.156,90.741
313,67.389,166.217,98.910,363.778,185.308,70.367,13.267,64.394,53.124,7.433,181.390,100.339,9.375,209.887,130.971,238.258,191.619,73.569,22.077,213.515,135.555,86.471,190.541,123.522,260.409,184.092,78.940,40.095,134.907,68.627,132.233,147.959,66.636,26.214,120.637,79.378,58.162,199.264,107.776,69.467,198.784,115.182,344.444,155.861,57.006,12.214,176.751,41.727,57.843,161.302,30.805,17.864,171.964,90.516
314,99.389,166.274,98.764,363.000,185.484,70.374,19.200,64.533,52.801,7.167,181.505,100.547,47.062,209.332,131.348,166.065,191.687,73.651,20.000,213.093,135.003,93.882,190.696,123.298,224.682,184.081,79.005,13.667,135.193,68.539,106.433,148.098,66.661,32.667,120.494,79.396,79.946,199.290,107.951,66.133,198.588,115.108,533.056,155.894,56.993,7.929,176.887,42.943,56.706,161.498,30.487,22.682,171.587,90.348
315,70.806,166.228,98.467,317.667,185.414,70.327,21.333,63.923,53.434,16.300,181.854,99.822,35.062,209.229,131.438,155.419,191.736,73.753,21.000,213.787,135.509,91.451,190.814,123.540,265.636,184.022,78.901,22.238,134.875,68.101,168.167,148.155,66.712,29.310,120.748,79.210,64.432,199.358,108.254,67.900,198.706,115.479,3600.556,155.916,56.983,16.464,176.748,42.840,60.902,161.466,30.965,22.591,171.616,90.392
316,76.028,166.159,98.988,320.222,185.377,70.381,17.900,64.237,52.820,16.900,181.850,99.860,26.125,209.335,131.272,137.097,191.484,73.627,8.846,213.707,134.695,70.627,191.070,123.578,295.864,184.029,78.972,33.619,134.776,68.738,154.533,148.169,66.799,28.643,120.647,79.181,61.027,199.321,108.163,86.200,198.760,115.188,921.056,155.908,56.931,10.464,176.626,43.307,74.314,161.569,30.381,3.091,172.187,90.707
317,80.333,166.244,98.868,463.722,185.347,70.411,14.767,63.848,52.606,15.533,181.907,99.849,17.938,209.638,131.112,196.065,191.635,73.774,0.000,NaN,NaN,64.706,190.504,123.451,237.045,184.060,78.877,20.524,134.827,68.488,151.867,148.137,66.977,30.929,120.711,79.162,60.595,199.400,107.928,87.333,198.598,115.221,399.833,155.923,56.930,6.321,176.316,42.140,64.196,161.440,30.209,13.000,171.793,90.961
318,60.944,166.080,98.362,881.556,185.406,70.409,17.133,64.410,52.424,27.233,181.857,99.935,34.125,209.658,131.218,292.323,191.691,73.571,5.308,213.269,135.607,77.804,190.860,123.486,395.636,184.211,78.898,28.429,135.009,68.690,148.000,148.228,66.639,25.500,120.647,79.662,73.946,199.220,108.049,72.300,198.778,115.415,376.778,155.848,57.000,8.179,176.550,43.127,73.647,161.506,30.464,11.318,171.429,90.671
319,85.417,166.074,98.803,3281.917,185.446,70.411,19.133,64.673,52.617,19.733,181.765,99.993,29.250,209.442,131.333,265.290,191.689,73.679,15.692,213.546,135.370,79.176,190.758,123.495,268.273,184.076,78.838,34.524,135.045,68.500,140.133,148.009,66.811,18.476,120.714,79.309,51.676,199.451,107.996,80.733,198.576,114.980,393.389,155.868,56.945,8.500,176.178,42.441,61.804,161.715,30.242,7.591,171.598,90.762
320,87.000,166.125,98.337,506.056,185.332,70.414,19.233,64.135,52.292,26.867,181.690,100.274,44.188,209.639,131.369,192.194,191.659,73.682,23.538,213.484,135.853,87.451,190.601,123.241,280.455,184.105,78.952,17.952,134.890,68.903,106.167,148.199,66.672,22.000,120.472,79.657,68.595,199.258,107.939,95.633,198.566,115.186,297.389,155.917,56.900,10.107,176.522,42.109,61.804,161.476,30.517,16.636,171.223,90.593
321,71.306,166.335,98.618,437.278,185.361,70.278,26.400,64.109,52.749,16.600,181.156,100.187,16.062,209.148,131.409,276.774,191.685,73.617,12.615,213.223,135.054,46.118,190.640,123.546,264.364,184.160,78.769,35.381,135.029,68.027,141.500,148.129,66.828,23.429,120.224,79.625,94.865,199.355,108.158,54.300,198.561,114.959,353.278,156.018,56.900,9.500,177.065,43.205,52.353,161.212,30.766,12.273,171.810,90.855
322,83.500,166.247,98.439,395.667,185.433,70.398,18.100,64.436,52.834,18.900,181.925,100.363,40.875,209.846,131.329,259.097,191.755,73.674,13.615,213.994,134.902,81.490,190.712,123.610,212.318,183.996,78.940,23.952,134.927,68.542,139.233,148.271,66.750,18.190,120.807,79.223,56.919,199.352,108.355,88.267,198.672,115.291,395.556,155.908,56.954,7.929,176.530,42.638,68.863,161.829,30.570,22.182,171.809,90.251
323,62.333,165.978,98.379,379.944,185.452,70.436,22.800,63.949,52.772,25.367,181.574,99.931,29.812,209.657,131.407,207.226,191.550,73.599,16.615,213.319,135.107,68.745,190.932,123.389,214.864,184.049,78.986,16.238,135.027,68.530,131.467,147.987,67.068,15.786,120.522,79.147,41.135,199.045,107.689,97.900,198.651,115.154,400.111,155.916,56.954,10.964,176.712,42.287,44.863,161.396,30.387,31.545,171.531,90.457
324,60.444,166.301,98.790,342.833,185.399,70.329,27.467,64.740,52.920,19.133,181.689,100.182,33.438,209.926,131.328,167.871,191.661,73.738,8.538,213.527,135.499,77.843,190.679,123.454,166.955,183.968,78.785,35.048,134.848,68.106,159.533,148.176,66.745,12.071,120.255,78.959,67.514,199.025,108.017,62.100,198.755,114.975,306.778,155.906,56.923,20.821,176.749,42.057,61.882,161.600,30.653,14.091,171.726,90.305
325,95.694,166.046,98.768,372.222,185.393,70.383,25.133,64.659,52.741,1163.133,181.825,100.216,35.875,209.530,131.499,169.935,191.804,73.567,9.769,213.984,135.005,59.333,191.095,123.563,212.318,184.017,79.145,33.095,134.776,68.266,140.500,148.281,66.495,20.738,120.742,79.389,67.081,199.041,107.987,77.233,198.649,115.205,428.167,155.850,56.902,11.571,176.429,41.813,50.510,161.474,30.537,18.000,171.678,90.727
326,66.306,166.336,98.445,384.611,185.404,70.398,9.000,64.497,53.002,50.700,181.591,100.312,33.375,209.652,131.397,155.613,191.653,73.654,0.692,213.745,135.625,86.824,190.836,123.488,260.545,184.051,78.954,25.048,134.847,68.578,140.533,148.115,66.565,29.810,120.544,79.351,77.838,199.044,107.953,82.400,198.600,115.101,322.000,155.836,56.868,17.250,176.460,42.871,34.118,161.330,30.810,21.636,171.633,90.554
327,93.111,166.135,98.718,356.000,185.318,70.386,33.367,64.331,52.844,32.033,181.553,100.248,34.938,209.424,131.248,244.258,191.835,73.598,5.923,213.628,135.251,76.627,190.803,123.617,221.818,184.062,78.901,7.190,134.804,68.751,109.233,148.184,66.886,880.857,120.745,79.222,64.162,198.975,108.281,95.733,198.678,115.237,362.778,156.006,56.930,14.321,176.395,42.381,50.745,161.392,30.467,35.000,171.529,90.584
328,56.472,166.407,98.750,405.778,185.390,70.399,28.567,64.310,53.056,15.433,181.815,99.632,37.375,209.677,131.630,244.710,191.672,73.643,7.769,213.800,134.842,90.510,190.694,123.438,294.545,184.080,78.963,28.952,134.776,68.252,145.167,148.210,66.606,375.000,120.732,79.261,52.865,199.250,108.049,87.200,198.719,115.305,298.556,155.950,57.000,13.500,176.930,42.038,38.784,161.378,30.867,21.818,171.792,90.395
329,60.056,166.206,98.432,382.944,185.559,70.253,14.667,64.419,52.377,6.033,181.738,100.044,76.688,209.576,131.635,192.194,191.812,73.667,6.923,213.745,135.108,87.529,190.732,123.650,271.273,184.152,79.002,33.286,135.041,68.504,125.667,148.234,67.008,106.143,120.722,78.990,90.703,199.234,108.019,84.333,198.726,115.198,284.667,155.802,56.835,17.179,176.728,42.981,41.922,161.558,30.181,15.727,171.628,90.441
330,81.139,166.010,98.536,329.222,185.473,70.374,18.200,64.110,52.761,26.967,181.989,100.444,555.812,209.526,131.411,154.000,191.545,73.593,1.462,214.055,135.315,72.588,190.753,123.743,259.545,184.306,78.866,15.143,134.745,68.150,150.200,147.968,66.621,1030.786,120.723,79.218,97.189,199.381,108.128,90.100,198.593,115.247,319.500,155.899,56.802,17.679,176.459,42.514,44.941,161.741,30.232,18.818,171.867,90.456
331,82.444,166.137,98.875,409.167,185.418,70.366,27.533,64.101,52.777,16.033,181.673,100.460,293.938,209.598,131.469,223.742,191.716,73.582,24.000,213.709,135.282,243.020,190.758,123.362,272.136,184.156,78.895,41.381,134.865,68.991,173.633,148.104,66.748,651.524,120.799,79.195,88.108,199.238,108.060,79.000,198.697,114.995,343.833,155.998,56.786,32.929,176.825,42.614,62.314,161.674,30.118,12.818,171.643,90.642
332,100.250,166.323,98.384,318.056,185.372,70.346,22.067,64.362,53.098,16.700,181.600,100.421,465.438,209.578,131.520,165.677,191.547,73.578,26.923,213.526,135.296,85.647,190.699,123.710,245.864,183.963,78.888,36.238,134.897,68.828,69.800,147.967,66.698,17.595,120.478,79.092,93.784,199.353,108.088,110.700,198.731,114.995,293.111,155.776,56.859,11.964,176.715,43.090,37.333,161.430,30.880,41.409,171.529,90.619
333,97.194,166.239,98.644,420.000,185.374,70.396,29.733,64.547,52.608,10.567,182.374,100.125,85.938,209.535,131.427,161.226,191.756,73.487,45.231,213.944,135.158,101.529,190.864,123.512,230.136,184.026,78.931,40.000,134.789,68.251,129.000,148.217,66.678,25.262,120.365,79.114,66.595,198.956,108.028,64.733,198.506,115.065,244.444,155.890,56.916,8.893,176.534,42.672,44.118,161.532,30.551,9.273,171.691,90.470
334,86.417,166.241,98.681,451.667,185.483,70.358,28.900,64.644,52.604,17.633,181.758,100.086,43.562,209.369,131.539,200.581,191.595,73.756,5.538,214.003,135.014,93.216,190.568,123.530,261.727,184.092,78.817,20.333,134.755,68.229,132.033,148.108,66.914,29.762,120.746,79.056,45.459,199.473,108.076,95.567,198.410,115.306,374.611,156.004,56.843,19.429,176.665,43.051,50.275,161.542,30.661,17.227,171.772,90.401
335,82.389,166.141,98.468,386.722,185.436,70.391,20.500,64.606,52.710,6.033,181.440,100.501,18.125,209.666,132.060,171.161,191.495,73.619,13.462,213.727,135.634,51.020,190.922,123.368,282.864,184.112,78.888,27.619,134.866,68.838,139.000,148.216,66.811,14.690,120.463,79.365,69.784,199.357,108.001,86.667,198.703,115.110,314.944,155.965,56.864,16.286,176.603,42.451,49.882,161.504,30.295,24.545,171.512,90.712
336,60.500,166.209,98.341,320.111,185.413,70.356,108.433,64.750,52.943,26.733,181.709,100.370,17.625,209.221,131.525,173.677,191.949,73.666,16.077,213.881,135.162,70.235,190.845,123.476,240.591,184.146,78.930,11.286,135.180,67.606,133.567,147.982,66.786,16.262,120.563,79.204,107.243,199.376,107.976,95.000,198.729,115.457,308.500,155.976,56.895,19.571,176.799,42.181,69.804,161.437,30.847,16.455,171.584,90.978
337,55.917,166.283,98.473,391.833,185.405,70.429,112.333,64.529,53.050,9.133,182.392,100.239,1.625,209.715,132.215,227.419,191.740,73.709,9.692,213.110,135.477,113.137,190.739,123.598,191.500,184.109,78.833,19.190,135.072,68.413,116.367,147.945,66.831,18.119,120.597,79.170,70.649,199.064,107.740,107.600,198.831,115.358,362.722,155.963,57.039,13.643,176.781,42.698,40.039,161.418,30.685,24.727,171.670,91.029
338,94.167,166.197,98.678,452.722,185.468,70.397,117.700,64.213,53.037,20.533,181.907,99.685,18.688,209.855,131.583,156.774,191.487,73.609,7.769,213.954,135.465,62.196,190.832,123.676,254.818,184.195,78.948,21.762,134.824,68.289,104.667,148.242,66.987,25.952,120.726,78.945,108.000,199.189,107.833,104.767,198.659,115.266,287.444,155.881,56.936,18.857,176.156,42.866,47.725,161.499,30.492,19.545,171.610,90.911
339,93.111,166.059,98.582,413.611,185.376,70.350,141.367,64.103,52.997,20.567,181.929,100.279,35.812,209.714,131.451,164.968,191.576,73.545,4.615,213.916,135.315,66.157,190.648,123.500,261.682,184.133,78.899,35.429,134.864,68.573,120.100,148.354,66.674,33.048,120.840,79.515,86.541,199.276,107.884,121.633,198.684,115.191,312.667,155.954,56.813,14.714,176.456,41.927,68.000,161.511,30.640,14.273,171.922,90.638
340,97.528,166.022,98.441,396.500,185.434,70.486,48.833,64.463,52.818,15.600,181.794,100.352,26.875,209.955,131.473,176.774,191.790,73.540,14.769,213.617,135.567,59.412,190.802,123.500,204.591,184.208,78.859,15.476,135.450,68.053,155.300,148.313,66.851,17.738,120.645,79.147,87.784,199.313,108.066,183.200,198.758,115.441,318.056,155.937,56.945,6.107,176.695,42.533,80.196,161.809,30.576,30.818,171.494,90.491
341,91.250,166.094,98.638,392.444,185.382,70.343,30.967,64.448,52.903,33.433,182.170,100.175,15.500,209.803,131.456,145.355,191.809,73.529,11.923,213.975,135.063,68.824,190.859,123.657,260.000,184.203,78.920,15.048,135.165,68.343,117.867,148.209,66.679,23.167,120.403,79.304,61.622,199.124,108.074,149.433,198.525,115.139,369.167,155.890,57.010,13.000,176.481,42.489,71.529,161.770,30.621,48.682,171.569,90.648
342,76.222,166.069,98.388,334.889,185.438,70.319,55.300,64.817,52.842,17.567,181.903,100.493,27.750,209.332,130.904,270.258,191.614,73.347,8.231,214.156,135.248,72.667,190.712,123.620,262.364,184.144,78.922,24.667,135.036,68.617,132.200,148.043,67.019,25.095,121.286,78.941,104.378,199.230,108.000,1615.733,198.689,115.158,331.944,155.898,56.950,12.786,176.969,42.788,39.686,161.732,30.551,35.227,171.729,90.679
343,112.556,165.948,98.437,368.500,185.424,70.396,18.533,64.207,52.819,21.667,182.030,99.924,21.688,209.803,131.305,216.323,191.663,73.712,16.846,214.052,135.193,50.824,190.534,123.476,227.818,184.020,78.999,23.476,135.076,68.749,129.033,148.018,66.662,16.619,120.288,79.513,116.919,199.400,108.130,704.967,198.696,115.200,339.889,155.956,56.872,10.964,176.947,42.048,43.843,161.331,30.646,11.955,171.897,90.431
344,61.889,166.131,98.776,285.167,185.474,70.303,13.400,64.152,52.459,23.400,181.754,100.328,26.188,209.310,131.495,141.419,191.751,73.613,9.385,213.979,135.239,77.451,191.121,123.524,299.955,184.142,78.921,42.429,134.849,68.360,103.233,148.089,66.719,28.143,120.926,79.139,89.676,199.526,107.907,130.700,198.743,115.102,348.333,155.942,57.080,12.357,176.604,42.942,77.725,161.797,30.462,28.727,171.778,90.586
345,71.722,166.252,98.560,399.389,185.373,70.423,37.667,64.652,52.920,14.600,182.032,100.572,11.188,209.625,131.276,209.226,191.456,73.647,16.385,213.448,135.645,55.882,190.589,123.429,248.773,184.118,78.990,11.667,135.029,68.354,178.900,148.085,66.554,53.881,120.612,79.136,79.568,199.392,108.036,88.800,198.451,115.319,314.444,155.875,56.952,9.143,176.273,41.753,55.255,161.524,30.717,8.182,171.504,90.188
346,97.889,166.000,98.739,417.500,185.401,70.284,20.633,64.336,53.150,20.633,181.887,99.855,34.250,209.554,131.557,301.677,191.654,73.576,30.923,214.010,135.068,70.275,191.235,123.202,287.727,184.111,78.848,18.571,134.753,68.316,97.633,148.036,66.676,25.833,120.451,79.768,93.514,199.196,108.132,111.400,198.444,115.098,308.444,155.875,56.939,6.643,176.773,42.250,56.392,161.668,30.316,27.727,171.369,90.255
347,54.722,166.044,98.270,417.556,185.425,70.437,27.167,64.533,52.977,31.567,181.921,100.438,42.125,210.071,130.995,174.968,191.860,73.671,6.462,213.745,135.271,46.000,190.837,123.521,194.045,184.151,79.034,19.286,135.013,68.614,123.900,148.177,66.703,14.429,120.437,78.771,93.676,199.268,107.842,69.267,198.447,115.211,333.000,155.879,56.845,12.429,176.974,42.729,36.941,161.469,30.782,37.864,171.330,90.643
348,103.056,166.112,98.687,487.500,185.437,70.380,29.767,63.943,53.061,9.767,182.147,100.150,5.750,209.523,131.245,254.065,191.904,73.589,20.077,213.606,135.385,29.882,190.705,123.454,225.500,184.017,78.845,24.714,134.960,68.468,133.300,148.181,66.713,25.810,120.103,79.439,121.838,199.258,107.969,91.667,198.539,115.337,319.000,155.865,56.927,17.321,176.806,43.237,32.667,161.585,31.005,57.455,171.624,90.695
349,63.972,166.083,98.765,417.556,185.506,70.380,24.167,64.352,52.886,16.933,181.933,100.047,15.250,209.355,131.406,196.903,191.791,73.617,21.154,213.851,134.872,69.412,191.087,123.474,258.455,184.177,78.861,13.762,135.221,68.709,141.667,148.053,66.633,29.524,120.809,79.225,77.297,199.225,108.054,68.233,198.804,115.112,376.833,155.866,57.004,6.036,176.859,42.269,57.176,161.627,30.240,7.182,171.958,90.650
350,59.861,166.167,98.513,434.000,185.402,70.331,30.600,64.424,52.831,24.367,181.826,100.620,20.875,209.744,131.881,226.710,191.642,73.605,10.000,213.270,135.756,65.216,190.869,123.721,201.227,184.190,78.843,31.048,135.138,68.522,367.000,148.214,66.452,39.571,120.455,79.413,89.189,198.894,107.982,72.833,198.578,115.312,305.889,155.849,56.888,16.571,176.826,42.003,56.863,161.439,30.432,19.318,171.316,90.233
351,76.417,166.389,98.758,400.778,185.479,70.443,24.800,64.442,52.674,23.633,181.769,100.672,18.125,209.682,131.382,163.548,191.636,73.644,22.077,214.089,134.916,73.686,190.851,123.401,275.455,184.019,78.980,46.190,134.831,68.345,149.167,148.057,66.840,17.667,120.397,79.032,94.541,199.152,108.119,61.933,198.741,115.108,422.944,155.897,56.977,18.857,176.668,42.461,58.078,161.523,30.320,8.091,171.200,90.388
352,101.222,166.310,98.570,392.944,185.396,70.454,18.667,63.849,52.867,17.933,182.069,100.415,29.562,209.662,131.414,275.226,191.862,73.754,11.846,213.918,135.504,54.000,190.808,123.727,251.682,184.026,79.049,16.048,134.852,68.633,141.867,148.036,66.871,45.405,120.708,79.543,92.270,199.220,107.877,84.567,198.546,115.552,435.667,155.954,56.974,9.000,176.987,42.582,46.902,161.303,30.315,10.909,172.077,90.630
353,105.139,166.106,98.819,381.222,185.420,70.360,21.500,63.941,52.501,30.733,181.944,100.275,14.562,209.432,131.084,207.032,191.700,73.733,3.923,213.526,134.768,56.706,190.780,123.414,241.864,184.177,78.942,17.286,134.971,68.636,114.867,148.209,66.804,28.690,120.585,78.874,85.892,199.164,108.109,112.667,198.664,115.239,239.111,155.939,56.949,12.250,176.512,42.538,27.765,161.721,30.621,16.773,171.661,90.889
354,86.444,166.176,98.607,347.278,185.347,70.433,12.700,64.893,53.045,22.200,182.168,100.287,33.688,209.511,131.260,194.774,191.571,73.578,23.231,213.622,135.722,53.765,190.659,123.651,205.182,183.992,78.954,49.667,134.829,68.316,83.500,148.036,66.671,18.286,120.492,79.226,48.703,199.490,107.831,65.433,198.456,115.288,346.500,155.877,56.874,4.250,176.644,43.011,49.725,161.305,30.456,13.773,171.459,90.767
355,90.611,166.336,98.946,376.333,185.341,70.349,25.100,64.519,53.137,15.033,181.497,100.206,14.750,209.488,131.083,220.065,191.699,73.577,16.846,213.813,135.312,58.039,190.750,123.639,244.636,184.048,78.889,13.143,135.188,68.650,98.700,148.383,66.448,27.167,120.506,78.889,69.405,199.402,108.093,99.600,198.623,114.960,369.667,155.974,56.996,15.929,177.006,42.242,76.863,161.751,30.992,16.364,171.898,90.836
356,87.556,166.175,98.649,408.778,185.457,70.307,11.600,64.315,53.014,21.900,181.644,99.828,928.000,209.632,131.494,173.613,191.597,73.758,3.462,214.344,135.329,90.196,190.809,123.662,253.091,183.950,79.004,16.476,134.977,68.685,105.533,148.022,66.765,24.595,120.721,79.274,123.568,199.237,108.127,52.100,198.698,115.073,340.833,156.047,57.039,6.536,176.672,42.542,44.157,161.522,30.577,19.682,171.551,90.460
357,107.500,166.116,98.462,375.611,185.327,70.385,26.033,64.643,52.745,22.300,181.957,100.465,53.625,209.543,131.415,224.516,191.875,73.721,7.077,213.799,135.204,54.196,190.540,123.483,241.818,184.216,78.954,6.571,134.783,68.580,103.467,148.301,66.654,13.429,120.819,79.396,62.703,199.091,107.936,52.967,198.522,115.027,253.222,155.809,56.972,21.250,177.069,42.769,72.980,161.538,30.142,41.773,171.857,90.538
358,89.250,166.131,98.476,301.889,185.470,70.360,35.467,64.445,52.706,15.900,181.934,100.507,38.312,209.711,131.347,172.839,191.686,73.624,26.462,213.767,135.186,89.412,190.532,123.408,225.273,183.962,78.965,14.476,135.316,68.627,91.167,148.148,66.725,30.595,120.487,79.108,94.703,199.066,108.094,118.967,198.767,115.161,307.333,155.861,56.991,33.214,176.706,42.734,77.882,161.571,30.580,33.500,171.686,91.011
359,88.667,166.139,98.579,401.278,185.326,70.474,21.067,64.135,52.494,25.367,181.904,100.574,24.312,210.015,131.137,218.065,191.686,73.644,34.077,213.599,135.293,69.843,190.815,123.297,258.955,184.091,78.951,35.714,135.260,67.975,117.100,147.956,66.841,25.262,120.964,79.377,101.676,199.410,107.929,139.700,198.597,115.092,315.556,155.972,56.819,16.500,176.732,42.330,54.471,161.527,30.238,16.136,171.719,90.497
360,78.556,166.180,98.933,357.278,185.363,70.337,30.200,64.646,52.585,4.633,182.388,100.608,27.000,209.673,131.695,224.968,191.487,73.521,27.769,213.539,135.382,78.314,190.654,123.400,206.227,184.278,78.840,46.048,134.802,68.629,98.367,148.340,66.865,24.048,120.932,79.158,124.054,199.002,107.941,93.633,198.675,115.131,427.556,155.867,56.931,345.536,176.740,42.694,58.824,161.711,30.638,32.455,171.976,90.763
361,77.583,166.082,98.573,413.000,185.405,70.359,27.167,64.669,52.998,26.100,182.028,100.395,55.812,210.043,131.290,247.613,191.518,73.745,10.385,213.380,135.561,63.490,190.294,123.535,206.864,183.986,78.865,23.238,135.170,68.163,91.433,148.294,66.670,20.976,121.032,79.284,142.324,199.310,108.138,89.700,198.575,115.222,356.556,155.931,57.010,30.964,176.895,42.675,21.176,161.236,30.483,23.955,171.558,90.339
362,81.806,166.057,98.906,364.556,185.347,70.337,15.833,64.120,52.673,38.467,181.764,100.199,59.750,209.373,131.096,246.452,191.730,73.605,11.385,213.454,135.313,97.922,190.714,123.490,232.227,184.069,78.746,9.048,135.379,68.363,104.733,147.926,66.620,14.000,120.552,79.322,102.162,199.442,107.966,105.200,198.495,115.192,376.333,155.972,56.911,38.107,176.810,42.717,38.980,161.686,30.453,19.500,171.846,90.574
363,81.250,166.064,98.715,404.944,185.437,70.422,16.233,64.841,52.523,26.933,181.685,100.427,58.000,209.418,131.341,209.097,191.659,73.691,14.077,213.118,135.000,50.392,191.096,123.495,227.545,184.148,78.683,9.476,134.838,68.336,147.267,148.176,66.774,16.976,120.443,79.430,124.486,199.200,108.202,71.500,198.604,115.151,370.278,155.930,56.968,139.750,176.752,42.769,65.098,161.612,30.454,27.136,171.620,90.407
364,64.583,166.163,98.751,390.889,185.384,70.348,30.700,64.442,53.046,29.400,182.093,100.210,22.500,209.522,131.228,235.290,191.625,73.753,7.231,213.161,135.249,40.196,190.916,123.412,235.636,184.167,78.769,37.143,134.525,68.208,122.100,148.119,66.845,28.214,120.718,78.939,86.162,199.102,107.963,104.300,198.784,115.243,364.167,155.903,57.066,33.964,176.748,42.020,60.000,161.545,30.430,21.955,171.384,90.670
365,54.833,165.967,98.594,341.889,185.420,70.401,39.300,64.402,52.816,26.900,181.744,100.427,19.688,209.275,131.774,457.935,191.780,73.585,15.846,214.022,135.127,75.333,190.832,123.293,247.227,184.177,78.821,29.238,135.088,67.932,138.167,147.939,66.700,28.786,120.637,78.988,46.919,199.364,107.920,72.800,198.753,115.351,306.111,155.824,56.966,8.286,177.130,41.688,70.431,161.909,30.534,27.591,171.802,90.731
366,74.611,166.361,98.283,377.667,185.410,70.451,17.667,64.121,53.457,11.867,181.674,100.000,39.312,209.342,131.084,338.258,191.812,73.587,3.615,213.435,134.695,92.314,190.738,123.547,270.591,183.978,78.936,19.333,134.710,68.731,161.033,148.334,66.853,13.238,120.729,79.390,89.892,199.168,108.002,77.500,198.639,115.099,220.667,155.880,56.874,8.071,176.663,43.120,54.706,161.728,30.939,27.091,171.566,90.431
367,74.611,166.179,98.922,382.333,185.549,70.429,26.567,64.575,53.105,24.400,181.680,100.332,27.188,209.478,131.674,256.839,191.692,73.682,3.231,213.708,135.433,58.784,190.546,123.641,188.864,184.070,78.952,46.762,134.809,68.278,124.800,148.037,66.871,42.024,120.761,79.111,94.324,199.200,108.217,49.333,198.623,115.544,319.889,155.926,56.960,23.286,176.442,41.994,54.431,161.574,30.374,8.727,171.319,91.733
