 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18
111,66.028,166.375,98.671,336.000,185.389,70.466,33.933,64.764,52.390,14.733,181.741,100.412,65.938,209.224,131.465,270.516,191.625,73.752,40.615,213.400,135.634,131.451,190.786,123.585,300.818,184.169,78.704,104.857,135.156,68.374,215.333,148.168,66.688,21.524,120.477,79.724,91.838,199.124,108.145,93.433,198.693,115.289,457.944,155.875,56.937,35.964,176.573,42.235,70.706,161.424,30.478,32.636,171.431,90.400
112,69.917,165.959,98.288,366.944,185.392,70.434,25.033,64.298,52.539,10.433,182.011,99.739,43.500,209.973,131.419,707.677,191.726,73.639,33.462,213.903,135.334,109.922,190.799,123.336,206.318,184.176,78.735,84.238,135.238,68.382,216.800,148.212,66.841,39.214,120.657,79.005,118.054,199.099,108.172,117.800,198.774,115.299,403.556,155.850,56.971,22.321,176.577,42.392,59.255,161.512,30.341,39.227,171.804,90.311
113,66.556,166.541,98.581,300.222,185.432,70.309,30.400,64.231,52.700,9.233,181.496,100.072,61.000,209.472,131.336,496.065,191.629,73.666,34.769,213.886,135.150,109.373,190.675,123.519,255.727,184.283,78.967,80.333,135.073,68.642,173.967,148.197,66.722,22.976,120.864,79.441,34.919,199.321,108.354,81.733,198.631,115.282,447.944,155.883,56.970,44.786,176.575,42.133,73.412,161.519,30.583,22.318,171.678,90.505
114,91.944,166.152,98.636,326.833,185.337,70.313,38.700,64.013,52.709,18.200,182.281,99.771,71.688,209.273,131.607,276.258,191.652,73.697,8.615,213.551,135.600,94.157,190.689,123.431,229.045,183.969,78.900,55.857,135.154,68.565,229.900,148.126,66.487,38.310,120.694,79.173,81.189,199.236,108.061,79.700,198.656,115.389,437.611,155.843,56.937,32.286,176.816,42.132,92.196,161.456,30.510,32.727,171.864,90.725
115,87.528,166.096,98.375,298.167,185.547,70.405,14.600,63.963,52.869,11.833,181.551,100.027,71.625,209.619,131.287,269.484,191.617,73.676,27.231,213.915,135.354,134.745,190.787,123.471,190.136,183.945,78.921,47.524,135.011,68.298,218.600,148.182,66.688,27.405,120.466,79.383,85.405,199.278,108.023,98.233,198.681,115.104,400.389,155.854,56.996,59.714,176.587,41.818,93.059,161.689,30.475,18.864,171.729,90.278
116,61.694,166.476,98.656,320.444,185.417,70.416,23.100,64.198,52.541,16.700,181.832,99.895,93.562,209.691,131.628,284.581,191.619,73.605,21.692,213.818,135.560,85.412,190.779,123.364,214.318,184.193,78.793,62.714,135.059,68.216,221.900,148.215,66.641,26.810,120.652,79.102,47.568,199.446,108.338,88.267,198.666,115.143,360.056,155.799,56.976,24.286,176.900,41.558,71.020,161.357,30.131,18.182,171.497,90.857
117,55.139,166.177,98.770,401.500,185.414,70.357,22.400,64.217,52.737,18.900,182.236,100.520,47.125,209.092,131.854,280.258,191.685,73.728,18.615,213.972,135.484,136.196,190.721,123.442,283.818,184.112,78.856,48.333,135.154,68.752,207.467,148.200,66.789,15.595,120.930,79.249,61.081,199.342,108.033,74.333,198.730,115.540,418.611,155.879,56.762,38.857,176.490,42.112,70.314,161.538,30.362,34.545,171.852,90.735
118,88.111,166.202,98.460,287.556,185.608,70.316,20.200,64.909,52.963,9.500,181.764,99.790,32.250,209.630,131.665,280.387,191.755,73.687,18.615,213.580,134.871,119.804,190.788,123.452,261.409,184.187,78.917,69.476,135.230,68.234,178.700,148.105,66.774,34.738,120.001,79.102,65.351,199.596,107.778,119.433,198.686,115.260,351.611,155.820,56.967,36.607,176.553,41.667,51.216,161.833,30.577,8.455,171.830,90.822
119,55.611,166.310,98.841,358.667,185.395,70.439,18.100,64.346,52.588,12.867,181.768,100.951,49.438,209.544,131.223,230.903,191.789,73.668,28.692,214.033,135.352,138.784,190.947,123.543,238.591,184.141,78.822,66.000,135.009,68.321,218.333,148.285,66.787,15.095,121.407,79.302,83.784,199.269,108.012,89.333,198.506,115.309,453.444,155.884,56.876,39.714,176.623,41.788,104.588,161.534,30.261,22.000,171.716,90.361
120,78.472,166.347,98.527,335.333,185.446,70.413,24.900,64.417,52.271,25.500,182.333,99.912,43.688,209.725,131.171,210.323,191.638,73.680,11.000,213.765,135.525,122.627,190.815,123.419,224.500,184.089,78.871,99.000,135.178,68.437,215.500,148.118,66.849,29.452,120.482,79.015,73.622,199.234,108.136,70.300,198.673,115.308,396.333,155.907,56.923,24.464,176.598,42.004,93.765,161.178,30.273,20.000,171.508,90.533
121,63.278,166.174,98.543,418.889,185.352,70.386,22.900,64.399,53.093,26.033,182.045,100.400,68.062,209.489,131.294,351.613,191.618,73.626,2.385,213.415,135.615,117.843,190.737,123.440,255.136,184.085,78.789,55.714,135.188,68.177,181.500,148.199,66.618,22.857,121.083,79.076,70.649,199.390,108.023,102.667,198.852,115.389,379.611,155.877,56.921,48.143,176.622,41.819,64.902,161.399,30.459,11.591,171.788,90.353
122,69.667,166.313,98.692,296.000,185.520,70.466,34.667,64.259,52.716,15.967,181.783,99.410,32.125,209.947,131.471,286.194,191.722,73.609,18.692,213.714,135.617,86.745,190.959,123.277,254.636,184.082,78.810,85.571,135.160,68.011,218.967,148.119,66.637,25.905,121.214,79.086,67.135,199.422,108.420,77.500,198.466,115.225,431.444,155.825,56.953,37.607,176.409,41.706,51.804,161.553,30.234,16.227,171.496,91.326
123,84.417,166.433,98.439,277.500,185.402,70.389,23.867,64.591,52.928,16.067,181.610,100.068,713.750,209.567,131.507,274.710,191.736,73.622,31.462,213.362,135.351,119.255,190.718,123.350,224.818,184.086,78.769,62.905,135.037,68.493,186.567,148.029,66.775,23.357,120.635,78.921,69.622,199.352,108.093,82.533,198.443,115.187,343.389,155.875,56.983,51.000,176.644,42.250,108.588,161.511,30.573,25.227,171.746,91.184
124,61.250,166.281,98.423,358.889,185.423,70.432,55.433,64.804,52.474,30.000,181.522,100.059,379.625,209.559,131.511,296.323,191.662,73.646,23.077,213.147,135.595,537.333,190.840,123.189,213.136,184.107,78.872,50.000,135.081,68.315,181.867,148.330,66.649,29.929,120.502,79.199,95.405,199.366,108.067,88.933,198.339,115.483,408.167,155.868,56.940,35.857,176.453,41.922,90.510,161.460,30.632,17.045,171.765,90.365
125,91.167,166.084,98.332,324.000,185.410,70.520,24.800,64.300,52.776,21.500,181.784,99.810,797.688,209.622,131.445,295.097,191.602,73.604,645.077,213.593,135.336,155.961,190.549,123.413,185.682,184.150,78.740,49.810,135.057,68.530,174.067,148.268,66.987,31.643,120.344,79.339,69.946,198.993,107.899,103.167,198.848,115.241,362.056,155.869,56.910,33.250,176.623,42.156,72.235,161.463,30.614,30.727,171.410,91.258
126,47.583,166.152,98.697,320.000,185.414,70.434,19.567,64.402,53.068,33.800,181.551,100.233,429.938,209.550,131.496,338.968,191.647,73.630,428.769,213.623,135.210,141.451,190.736,123.424,177.182,184.190,78.798,22.286,135.041,68.095,140.667,148.314,66.852,25.738,120.430,79.313,52.811,199.334,107.966,106.700,198.474,115.438,365.333,155.937,56.981,65.393,176.782,41.692,78.902,161.477,30.316,26.455,171.885,90.389
127,98.278,166.300,98.294,322.778,185.422,70.433,18.433,64.223,53.064,23.767,181.755,100.173,70.000,209.608,131.268,250.645,191.724,73.532,64.846,213.770,135.491,174.078,190.759,123.306,217.864,184.078,78.765,40.571,135.088,68.776,182.033,148.165,66.895,31.095,120.510,79.183,56.270,198.914,108.172,115.933,198.566,115.033,383.111,155.904,56.964,49.286,176.476,41.868,62.863,161.580,30.786,51.182,171.804,90.478
128,74.250,166.055,98.562,302.889,185.387,70.468,35.867,64.638,52.540,30.600,181.586,100.095,31.312,209.524,131.404,251.742,191.599,73.552,12.692,213.452,135.268,143.020,190.645,123.362,290.091,184.078,78.870,35.571,135.288,68.028,205.133,148.061,66.834,25.071,120.775,79.399,58.757,199.357,108.181,143.833,198.677,115.133,468.444,155.859,56.941,13.893,176.751,42.084,97.922,161.653,30.642,22.591,171.646,90.811
129,57.167,166.262,98.302,429.056,185.388,70.435,35.133,64.571,52.752,19.733,181.673,99.540,94.312,209.533,131.614,302.774,191.656,73.658,6.385,213.629,135.330,132.196,190.737,123.383,234.273,184.131,78.809,41.667,134.946,68.490,202.467,148.251,66.850,39.405,120.826,79.097,77.027,199.383,108.099,82.367,198.489,115.181,377.111,155.911,56.990,26.464,176.839,41.765,58.000,161.541,30.539,22.727,171.879,90.524
130,75.500,166.046,98.240,413.500,185.457,70.428,33.133,64.535,52.453,21.267,181.593,100.626,44.500,209.376,131.355,233.032,191.697,73.441,18.462,213.688,135.240,116.275,190.635,123.273,247.591,184.109,78.870,62.238,135.113,68.626,295.067,148.222,66.891,33.881,121.084,79.117,89.027,199.316,108.027,87.533,198.579,115.300,304.722,155.872,56.955,35.786,176.625,41.915,113.529,161.354,30.402,18.318,171.613,90.598
131,78.639,166.162,98.416,393.389,185.374,70.405,37.500,64.612,52.673,23.233,181.493,100.229,52.188,209.534,131.549,202.839,191.722,73.561,13.154,214.001,135.313,111.725,190.504,123.576,268.455,184.174,78.755,73.714,135.013,68.397,240.300,148.139,66.855,28.500,120.585,79.650,113.568,199.230,108.081,93.500,198.518,115.332,403.167,155.918,56.860,17.500,176.766,42.326,80.745,161.567,30.287,23.727,171.969,90.456
132,68.194,166.110,98.998,378.944,185.447,70.382,19.067,64.643,52.816,32.100,181.564,100.527,75.500,209.609,131.347,274.774,191.742,73.526,11.462,213.597,135.020,92.392,191.022,123.551,223.045,183.964,78.758,71.476,134.959,68.530,155.233,148.184,66.985,48.452,121.070,79.145,84.757,199.260,108.062,88.867,198.539,115.196,375.611,155.806,56.932,27.643,176.720,42.069,89.922,161.386,30.596,26.682,172.125,90.507
133,71.917,166.396,98.648,329.056,185.373,70.438,16.967,64.048,53.010,21.333,181.583,99.536,69.188,209.417,131.447,258.516,191.631,73.582,2.615,213.426,135.005,101.059,190.892,123.429,317.818,184.019,78.905,50.095,135.105,68.580,183.233,148.018,66.939,22.690,120.554,78.772,101.081,199.180,108.097,73.667,198.629,115.232,359.556,155.948,57.013,27.393,176.544,41.375,88.431,161.537,30.429,40.136,171.778,90.616
134,78.083,166.025,98.713,343.833,185.531,70.397,19.400,64.353,52.749,12.500,181.538,100.335,26.562,209.671,131.557,222.968,191.732,73.573,24.077,213.478,134.848,127.647,190.919,123.428,273.045,184.092,78.957,35.714,134.975,68.360,219.700,148.341,66.675,34.524,120.606,79.327,95.027,199.355,108.454,95.400,198.585,115.272,393.444,155.874,56.893,25.679,176.800,41.598,109.333,161.514,30.918,29.864,172.021,90.641
135,81.111,166.153,98.311,359.389,185.542,70.290,31.333,64.839,52.903,18.833,182.151,100.259,53.500,209.454,131.654,255.290,191.775,73.505,3.000,213.673,135.482,172.431,190.932,123.429,214.682,184.226,78.951,76.429,135.072,68.455,187.533,148.225,66.644,25.119,120.775,79.278,98.000,199.090,108.210,74.167,198.469,115.361,368.056,155.868,57.108,22.321,176.672,42.442,92.314,161.596,30.583,41.818,171.816,90.464
136,85.111,166.222,98.156,4095.000,185.380,70.370,23.033,64.434,52.668,29.300,182.175,100.214,64.312,209.705,131.791,262.516,191.713,73.658,15.385,213.548,135.777,100.902,190.903,123.525,268.591,184.034,78.798,68.429,135.140,68.529,197.267,148.022,66.742,30.667,121.027,78.800,74.649,199.252,108.265,74.967,198.757,115.342,386.611,155.908,56.863,33.464,176.609,41.436,82.706,161.539,30.649,28.318,171.783,90.711
137,77.417,166.176,98.373,1185.556,185.515,70.431,36.500,64.363,52.171,11.233,181.796,100.369,56.812,209.343,131.663,302.258,191.665,73.581,6.462,214.059,135.573,108.039,190.713,123.300,243.682,183.962,78.745,66.524,135.084,68.695,252.067,148.093,66.995,15.762,120.314,78.820,62.973,199.557,108.047,90.533,198.704,115.416,300.278,155.754,56.935,21.893,176.641,41.353,70.275,161.577,30.578,68.864,171.683,90.506
138,80.778,166.140,98.796,356.889,185.530,70.378,30.933,64.698,52.627,38.033,181.784,100.345,46.312,209.823,131.286,217.097,191.752,73.661,5.462,213.435,135.625,105.569,190.789,123.408,287.182,183.984,78.815,48.143,135.147,68.223,233.667,148.081,66.799,24.310,120.717,79.024,79.459,199.374,107.929,89.367,198.669,115.264,378.667,155.937,57.031,31.393,176.657,42.166,81.765,161.448,30.435,51.773,171.714,90.778
139,69.694,166.172,98.321,304.444,185.352,70.364,9.267,64.119,53.266,23.067,181.697,100.568,89.312,209.565,131.504,214.839,191.607,73.478,12.538,213.176,134.992,85.882,190.753,123.330,248.136,184.058,78.928,68.667,135.070,68.550,221.200,148.138,66.812,28.786,120.896,78.927,93.297,199.274,108.188,89.167,198.826,115.247,322.056,155.890,56.964,35.071,176.473,41.965,33.725,161.479,30.550,25.909,172.027,90.560
140,109.722,166.121,98.294,311.889,185.451,70.260,8.867,64.186,52.437,15.367,181.770,100.212,52.188,209.555,131.595,264.258,191.658,73.739,32.000,213.319,135.263,112.510,190.622,123.515,241.500,184.056,78.800,90.667,135.127,68.388,217.167,148.093,66.650,14.429,120.857,79.570,89.351,199.582,108.015,104.567,198.675,115.315,346.222,155.797,56.886,21.750,176.644,41.941,93.882,161.450,30.629,30.864,171.978,90.653
141,68.083,166.022,98.338,356.889,185.424,70.421,31.567,64.564,53.149,34.133,182.097,100.100,29.062,209.729,131.320,260.516,191.700,73.658,15.308,214.015,134.898,84.549,190.532,123.607,250.864,184.160,78.818,62.524,134.956,68.846,280.133,148.172,66.772,24.548,121.130,79.018,78.162,199.226,108.188,96.133,198.617,115.121,347.389,155.918,56.911,18.929,176.423,41.663,51.255,161.649,30.257,30.500,171.881,90.303
142,74.222,165.978,98.331,350.167,185.424,70.370,28.800,64.599,52.629,13.667,181.621,99.990,45.312,209.459,131.530,303.613,191.641,73.659,3.615,213.125,135.315,100.706,190.678,123.315,244.864,184.068,78.886,73.810,135.221,68.338,227.533,148.005,66.721,32.476,120.350,79.159,63.459,199.444,108.095,102.000,198.793,115.304,372.167,155.752,56.888,19.143,176.601,42.440,71.020,161.410,30.738,46.136,171.725,90.670
143,77.528,166.193,98.615,359.611,185.300,70.444,26.733,64.491,52.806,12.967,182.258,100.169,58.000,209.569,131.381,266.968,191.839,73.638,20.308,213.771,135.073,121.451,190.680,123.445,225.273,184.079,78.906,49.810,134.898,68.281,230.167,148.042,66.726,28.357,120.580,79.332,63.568,199.240,108.099,123.733,198.593,115.075,364.667,155.876,56.999,39.321,176.722,42.015,54.353,161.452,30.429,51.727,171.666,90.716
144,105.750,165.952,98.221,343.944,185.430,70.342,28.500,64.097,52.590,19.067,181.940,100.029,38.438,209.482,131.416,311.677,191.757,73.514,12.077,213.362,135.775,110.039,190.769,123.546,225.455,184.174,78.800,65.571,134.995,68.552,231.833,148.254,66.950,27.476,121.112,79.167,92.973,199.155,108.132,71.733,198.538,115.293,387.444,155.868,56.984,24.500,176.709,42.136,103.569,161.568,30.419,21.591,171.362,90.602
145,53.611,165.856,98.419,355.611,185.353,70.386,17.033,64.459,52.199,13.167,181.725,100.791,77.312,209.746,131.555,234.387,191.809,73.676,27.231,213.118,135.668,93.608,190.793,123.476,249.227,184.240,78.809,49.905,135.063,68.330,226.500,148.147,66.779,30.429,120.540,79.220,83.459,199.373,108.205,87.967,198.592,115.373,396.611,155.940,56.797,25.679,176.871,41.837,64.706,161.655,30.720,34.818,171.935,90.459
146,68.944,166.067,98.157,292.500,185.506,70.319,23.933,64.609,52.717,8.067,182.468,100.664,44.375,209.490,131.405,253.677,191.763,73.634,21.538,213.591,135.153,146.471,190.593,123.454,267.591,184.024,78.776,97.333,135.087,68.096,240.867,148.191,66.661,31.452,120.535,79.402,100.486,199.329,108.442,91.867,198.856,115.408,363.056,155.903,56.952,20.357,176.612,42.213,125.176,161.424,30.634,41.045,171.939,90.497
147,78.750,166.017,98.427,310.944,185.481,70.454,14.567,64.318,53.053,14.367,181.842,99.987,23.375,209.965,131.583,341.290,191.737,73.582,4.308,213.983,135.011,102.196,190.734,123.660,256.955,184.002,78.800,44.714,135.264,68.088,208.567,148.243,66.613,21.381,120.643,79.100,63.405,199.357,108.353,95.700,198.702,115.155,366.278,155.876,57.045,39.107,176.640,41.552,85.412,161.409,30.579,50.591,171.819,90.780
148,74.250,166.050,98.515,366.889,185.508,70.396,20.200,63.953,52.817,14.300,181.780,100.003,50.875,209.672,131.664,813.871,191.699,73.578,22.769,213.386,135.012,95.686,190.765,123.692,229.000,184.059,78.846,46.619,135.085,67.891,162.733,148.358,66.808,27.214,120.779,79.217,65.838,199.452,108.292,105.267,198.578,115.460,349.833,155.840,56.932,62.750,176.638,41.649,98.039,161.369,30.550,25.227,171.808,90.546
149,81.306,166.270,98.309,299.722,185.296,70.339,37.733,63.959,52.916,26.867,181.819,99.811,53.500,209.255,131.106,3644.548,191.668,73.616,11.462,214.007,135.617,75.647,190.700,123.543,295.182,184.048,78.744,54.000,135.309,68.034,168.700,148.234,66.737,29.881,120.757,79.337,35.892,199.393,108.232,68.000,198.461,115.110,419.278,155.889,57.014,19.250,176.734,41.238,63.882,161.551,30.619,31.455,171.930,90.518
150,70.778,166.234,98.069,409.667,185.535,70.322,21.333,64.475,52.584,7.967,181.344,100.312,48.375,209.906,131.522,647.290,191.657,73.646,20.077,213.536,135.589,80.000,190.691,123.620,587.500,184.080,78.900,26.857,134.988,68.423,200.167,148.274,66.849,32.857,120.758,79.176,75.730,199.440,108.254,120.367,198.631,115.135,397.278,155.931,56.843,35.679,176.449,42.328,62.471,161.441,30.471,24.091,171.839,90.790
151,90.306,166.139,98.376,360.000,185.387,70.370,11.533,64.022,52.681,36.233,181.963,100.846,31.688,209.992,131.073,284.129,191.520,73.719,21.000,213.469,135.550,104.627,190.895,123.573,391.409,184.046,78.783,70.429,134.988,68.267,171.200,148.260,66.865,40.714,120.926,79.028,116.811,199.098,108.030,93.667,198.566,115.199,265.333,155.816,56.892,29.893,176.787,42.166,70.863,161.562,30.391,26.000,171.805,90.756
152,89.972,166.141,98.575,372.278,185.382,70.378,13.033,64.637,52.615,8.100,181.835,100.046,123.500,209.690,131.534,269.355,191.781,73.543,12.462,213.213,135.554,119.922,190.711,123.553,280.864,183.999,78.818,124.238,134.973,68.190,219.233,148.243,66.702,46.071,120.600,79.252,56.541,199.040,107.733,114.767,198.728,115.115,368.667,155.898,56.934,30.357,176.588,41.417,79.176,161.453,30.493,38.773,171.929,90.992
153,76.722,165.949,98.096,335.944,185.382,70.479,12.367,64.681,52.805,21.067,181.979,100.095,794.250,209.628,131.409,306.645,191.643,73.607,4.692,213.389,135.498,107.216,190.600,123.431,260.864,183.970,78.905,68.857,135.100,68.631,183.333,148.174,66.619,27.262,120.607,79.210,38.703,199.287,107.908,89.500,198.551,115.255,307.333,155.881,57.014,20.286,176.963,42.274,86.196,161.602,30.216,39.727,171.501,90.605
154,93.417,166.300,98.625,291.944,185.454,70.397,34.633,64.477,53.155,13.233,182.275,100.395,500.688,209.632,131.448,226.323,191.778,73.606,950.923,213.578,135.329,73.294,190.233,123.344,283.773,184.131,78.753,392.381,134.967,67.975,235.400,148.122,66.681,29.738,120.570,79.242,80.108,199.070,108.294,94.533,198.641,115.466,435.222,155.745,57.075,33.321,176.537,42.097,83.412,161.512,30.399,45.909,171.473,90.480
155,79.472,166.191,98.181,312.056,185.373,70.420,30.200,64.344,53.025,32.433,181.555,100.281,62.125,209.759,131.420,225.613,191.607,73.598,23.385,213.465,135.376,86.941,190.593,123.614,273.182,184.033,78.770,70.381,134.987,68.531,192.767,148.194,66.679,32.119,121.328,78.922,92.432,199.375,107.933,112.300,198.726,115.241,335.167,155.894,56.872,11.250,176.832,42.033,82.471,161.444,30.366,83.409,171.818,90.629
156,100.250,166.006,98.621,358.500,185.418,70.288,11.067,64.574,53.002,34.400,181.434,100.337,27.125,209.801,131.416,216.000,191.745,73.660,19.846,213.352,135.576,65.059,190.760,123.496,308.409,184.054,78.867,85.619,134.929,68.365,223.800,148.154,66.767,32.905,121.053,79.094,50.000,199.420,108.060,86.900,198.797,115.246,357.444,155.915,56.814,22.286,176.743,41.950,101.725,161.566,30.595,48.455,171.764,90.628
157,72.667,166.364,98.222,344.833,185.446,70.409,34.700,64.885,52.552,32.667,181.272,100.550,69.062,209.743,131.565,160.516,191.687,73.648,14.538,213.671,135.640,75.333,190.729,123.593,261.545,184.201,78.658,78.476,135.144,68.208,171.467,148.343,67.038,24.976,121.072,79.143,32.000,199.238,107.894,77.033,198.789,115.200,389.944,155.836,56.883,39.893,176.484,41.947,68.824,161.250,30.425,59.318,171.680,90.509
158,75.056,166.266,98.438,337.889,185.500,70.345,34.167,64.214,52.720,17.667,181.897,100.511,52.625,209.479,131.618,252.645,191.760,73.713,36.000,213.813,135.512,92.824,190.846,123.408,276.955,184.057,78.934,61.619,135.035,68.516,260.267,148.177,66.932,36.643,121.108,79.347,72.486,199.501,108.149,107.467,198.678,115.339,362.556,155.826,56.960,37.036,176.647,42.838,58.431,161.345,30.343,59.591,171.699,90.646
159,89.167,166.028,98.467,335.444,185.468,70.359,50.100,64.647,52.826,25.933,181.782,100.273,31.000,209.643,131.308,225.419,191.893,73.598,19.846,213.013,135.320,74.588,190.688,123.445,183.273,184.176,78.640,32.000,134.804,67.980,188.533,148.207,66.687,12.810,120.521,79.218,71.784,199.353,108.007,90.567,198.931,115.224,314.556,156.008,56.837,6.821,176.444,41.677,84.353,161.530,30.664,31.545,171.660,90.601
160,69.167,166.096,98.652,345.611,185.437,70.395,67.967,64.675,53.418,25.867,181.773,100.394,47.438,209.481,131.248,208.581,191.596,73.519,25.538,213.769,135.329,95.961,190.620,123.442,258.682,183.988,78.853,75.952,135.090,68.441,139.867,148.154,66.544,12.548,121.044,78.976,97.622,199.225,108.110,104.333,198.734,115.232,392.056,155.892,57.075,14.679,176.590,42.492,77.020,161.247,30.454,41.000,171.616,90.574
161,69.917,166.356,98.395,289.611,185.354,70.316,51.500,64.347,52.931,15.667,181.922,100.276,49.312,209.641,131.612,231.355,191.722,73.666,17.846,213.546,135.427,87.961,190.897,123.581,299.364,184.053,78.901,79.714,135.035,68.197,193.933,148.205,66.908,38.952,120.783,79.057,64.973,199.201,107.768,94.200,198.696,115.562,306.111,155.765,57.038,27.714,176.420,43.002,79.451,161.561,30.618,38.182,171.816,90.572
162,65.333,166.137,98.522,276.000,185.493,70.491,50.433,64.055,52.961,17.533,181.816,100.181,68.625,209.550,131.553,220.258,191.584,73.733,8.000,213.775,135.077,62.039,190.517,123.536,270.455,184.020,78.808,72.524,135.044,68.340,211.433,148.123,66.632,30.190,120.532,79.595,90.000,199.278,108.222,119.200,198.559,115.464,284.444,155.939,57.006,25.714,176.736,42.100,57.922,161.466,30.542,24.909,171.979,90.849
163,85.333,166.203,98.216,395.111,185.447,70.457,50.533,64.388,53.111,27.067,181.756,100.266,50.938,209.743,131.868,174.323,191.743,73.706,5.385,213.586,135.528,57.804,190.549,123.432,227.000,184.017,78.755,52.000,135.128,68.381,202.033,148.131,66.761,45.214,120.979,79.226,75.243,199.253,108.034,130.467,198.675,115.298,376.222,155.906,56.940,23.036,176.713,41.804,70.118,161.473,30.663,42.000,171.701,90.188
164,118.028,166.261,98.312,371.222,185.463,70.429,14.000,64.670,52.482,12.433,182.006,100.535,36.875,209.478,131.740,167.419,191.686,73.722,10.769,213.311,135.771,147.137,190.737,123.595,221.045,184.085,78.878,75.762,135.036,68.491,140.167,148.052,66.934,26.571,120.530,79.112,96.757,199.275,107.925,126.567,198.849,115.127,319.889,155.900,56.923,18.214,176.792,42.221,81.804,161.460,30.403,30.455,171.687,90.835
165,77.500,166.206,98.623,338.111,185.426,70.318,34.900,64.592,53.346,17.200,181.887,100.507,50.375,209.567,131.794,207.290,191.759,73.589,32.769,214.008,135.140,74.980,190.628,123.454,223.682,184.009,78.897,69.524,135.248,68.081,168.767,148.216,66.906,36.405,120.771,79.764,116.703,199.294,107.977,130.400,198.721,115.251,365.278,155.876,56.911,32.750,176.506,41.464,68.667,161.339,30.479,18.000,171.735,90.959
166,118.861,166.172,98.531,367.778,185.556,70.428,21.767,64.288,52.561,29.900,181.933,100.045,70.125,209.798,131.699,232.452,191.658,73.625,27.769,213.675,135.685,62.510,190.557,123.492,250.091,184.201,78.888,71.333,135.017,68.480,188.533,148.178,66.790,17.095,120.659,78.794,99.135,199.261,108.190,138.733,198.757,115.307,343.444,155.853,56.980,29.000,176.802,41.451,49.412,161.262,30.329,18.409,171.975,90.841
167,74.222,166.226,98.438,308.444,185.451,70.390,20.333,64.037,52.877,21.833,182.139,100.038,32.500,209.387,131.704,226.000,191.623,73.641,137.462,213.381,135.354,69.412,191.000,123.437,273.909,184.125,78.849,55.476,134.979,68.750,186.200,148.259,66.731,55.429,121.124,78.853,47.081,199.211,108.196,77.767,198.540,115.575,379.333,155.884,56.920,16.750,176.741,43.316,65.137,161.488,30.511,35.864,172.001,90.903
168,67.972,166.230,98.388,385.000,185.417,70.399,21.600,64.241,52.576,11.833,181.369,100.461,125.438,209.574,131.515,222.387,191.671,73.612,476.462,213.634,135.316,88.235,190.597,123.471,191.591,184.127,78.878,64.429,134.877,68.042,199.233,148.165,66.839,25.619,120.809,79.255,53.189,199.128,108.034,136.400,198.621,115.167,399.167,155.899,56.945,23.107,176.694,42.250,102.980,161.471,30.501,45.455,171.973,90.676
169,98.444,165.932,98.412,406.111,185.568,70.469,10.633,64.912,53.170,31.433,181.586,100.113,36.562,209.695,131.372,210.065,191.633,73.558,40.077,213.340,135.304,89.176,190.649,123.602,212.591,184.231,78.931,33.810,134.874,68.669,187.000,148.175,66.728,33.310,120.851,79.267,83.730,199.094,107.886,122.700,198.728,115.311,378.833,155.937,56.954,15.464,176.377,42.690,81.686,161.457,30.758,40.182,171.871,90.563
170,99.667,166.254,98.558,382.333,185.330,70.427,32.000,64.148,52.500,19.933,182.130,100.137,67.375,209.570,131.420,322.774,191.649,73.670,41.308,213.745,135.269,91.961,190.576,123.603,235.136,183.930,78.933,64.381,135.108,67.858,197.967,148.257,66.783,29.524,120.995,79.550,90.432,199.226,108.025,61.067,198.572,115.447,262.111,155.848,56.802,8.750,176.540,41.852,95.569,161.429,30.285,38.318,172.115,90.494
171,109.306,166.012,98.352,317.833,185.406,70.445,35.933,64.176,52.557,16.533,181.667,100.149,119.562,209.417,131.532,239.742,191.693,73.595,9.846,214.198,135.361,126.706,190.788,123.567,275.182,184.046,78.856,57.286,134.972,67.980,436.433,148.228,66.702,22.667,121.550,79.436,53.676,199.266,108.095,117.033,198.756,115.238,401.167,155.993,57.041,27.893,176.812,42.205,67.294,161.649,30.458,30.000,171.564,90.410
172,106.667,166.127,98.271,304.889,185.545,70.393,19.767,64.854,53.377,26.133,181.741,99.892,56.938,209.445,131.723,242.323,191.629,73.656,1.000,213.554,135.601,138.863,190.690,123.488,295.455,184.030,78.921,64.048,135.148,68.159,1488.067,148.182,66.780,13.786,121.190,79.111,67.730,199.098,108.273,97.700,198.804,115.374,378.222,155.886,56.896,18.607,176.828,41.008,55.451,161.338,30.579,38.045,171.864,90.510
173,99.361,166.075,98.514,345.833,185.542,70.374,13.900,64.337,53.157,21.567,181.446,100.535,66.562,209.337,131.283,266.581,191.588,73.675,3.615,213.336,135.341,91.882,190.660,123.639,246.545,184.087,78.873,30.143,135.186,68.115,193.633,148.190,66.890,29.024,121.008,79.413,38.486,199.193,107.834,68.900,198.719,115.477,442.167,155.901,57.061,16.000,176.665,41.911,74.980,161.511,30.383,22.318,172.054,90.738
