,index,min_intensity,max_intensity,mean_intensity,normalized_mean,median_intensity,normalized_median,0.9_quantile,normalized_0.9_quantile
0,mean_intensity,3.818,255.091,59.41303666666667,0.22125352372386478,51.909,0.19138944494633328,107.03630000000004,0.4107815005989503
1,mean_intensity,2.0,616.25,80.8625,0.12838827838827838,63.25,0.09971509971509972,141.0,0.22629222629222628
2,mean_intensity,4.286,200.0,49.330803333333336,0.2301562654349374,44.571,0.20583606691396628,76.762,0.3703158690742614
3,mean_intensity,2.095,444.571,56.83822833333334,0.12372022060706872,52.476,0.11386154277294136,81.8195,0.18017813395528798
4,mean_intensity,7.412,544.706,88.03274333333333,0.15004958799713625,56.941,0.09218230614896128,237.5526,0.42833271914445353
5,mean_intensity,5.917,287.583,48.062225,0.1496283719014719,40.667,0.12337307307236228,74.14200000000005,0.2422195082118539
6,mean_intensity,3.0,331.875,53.863958333333336,0.15466045863423286,45.25,0.12846826301786393,87.62500000000003,0.257316609654124
7,mean_intensity,2.0,275.5,57.663333333333334,0.20352224253503962,51.375,0.18053016453382084,103.35000000000002,0.37056672760511894
8,mean_intensity,4.615,235.385,46.662425000000006,0.18220490098366343,40.3465,0.15483598388005373,76.24630000000002,0.3104012653291157
9,mean_intensity,9.333,282.857,56.653668333333336,0.1730037157007551,49.524,0.1469377458650795,88.61890000000002,0.2898681651335898
10,mean_intensity,14.417,326.5,65.38375166666667,0.16331152823661227,55.208,0.13070561357074878,106.54970000000004,0.29521857967271536
11,mean_intensity,3.1,170.5,46.193333333333335,0.25742731979291117,43.7,0.24253285543608125,71.82000000000001,0.4105137395459977
