,mean_intensity,x,y,normalized_intensity
0,10.143,60.278,86.566,0.0416392908130752
1,26.429,60.037,86.176,0.12209219034822086
2,10.857,60.071,86.311,0.045166453423175525
3,50.143,60.013,86.02,0.23923943703718342
4,28.714,60.175,85.848,0.13338009870127304
5,28.0715,60.0725,85.80250000000001,0.13020614635254832
6,27.429,59.97,85.757,0.12703219400382357
7,58.857,59.866,86.205,0.2822866288921054
8,68.286,59.952,86.264,0.3288659233607833
9,15.429,60.223,86.283,0.0677521501365911
10,7.571,60.26,86.06,0.02893360141086504
11,23.714,60.157,86.436,0.10868008042325951
12,41.714,60.066,85.97,0.1976001462241082
13,34.429,59.923,86.349,0.1616122195930425
14,6.286,60.07,86.307,0.022585696713415565
15,13.571,59.998,86.054,0.05857362334448127
16,24.714,59.74,86.496,0.11362008407886222
17,8.714,60.295,86.508,0.03458002558921894
18,17.714,60.013,86.758,0.07904005848964327
19,33.429,59.92,86.282,0.1566722159374398
20,31.286,60.053,86.059,0.14608578810348322
21,24.714,59.901,86.478,0.11362008407886222
22,59.286,60.043,86.023,0.28440589046035897
23,12.429,59.978,86.502,0.05293213916978298
24,50.857,59.894,86.44,0.24276659964728373
25,17.571,60.295,86.335,0.0783336379668921
26,22.286,59.945,86.12,0.10162575520305886
27,57.714,59.97,86.278,0.2766402047137515
28,17.857,60.097,86.313,0.07974647901239447
29,53.0,60.024,86.273,0.25335302748124033
30,1.714,59.882,85.922,0.0
31,29.714,60.048,86.193,0.13832010235687575
32,22.857,59.937,86.201,0.104446497290408
33,30.429,59.858,86.575,0.14185220497063167
34,50.286,59.975,86.39,0.2399458575599346
35,27.857,59.918,85.973,0.12914651556842152
36,44.571,60.044,86.278,0.21171373666816512
37,77.571,60.159,86.344,0.3747338573030544
38,29.714,60.226,86.073,0.13832010235687575
39,23.429,59.851,86.36,0.10727217938141274
40,44.429,59.836,86.413,0.21101225614906957
41,55.714,59.888,86.368,0.2667601974025461
42,9.286,60.166,86.397,0.03740570768022368
43,12.429,59.825,86.025,0.05293213916978298
44,37.429,59.708,85.835,0.17643223055985063
45,34.143,60.033,86.426,0.16019937854754013
46,16.571,60.268,86.576,0.0733936343112894
47,45.714,59.872,86.276,0.21736016084651902
48,58.714,59.864,86.329,0.2815802083693542
49,31.714,60.08,86.239,0.14820010966808114
50,20.143,60.189,85.983,0.09103932736910227
51,49.0,59.911,85.761,0.23359301285882952
52,14.143,59.85,86.222,0.061399305435486023
53,32.714,60.015,86.129,0.15314011332368385
54,17.429,59.888,85.751,0.0776321574477965
55,19.571,59.79,86.068,0.08821364527809752
56,30.429,59.936,86.382,0.14185220497063167
57,9.286,60.066,86.168,0.03740570768022368
58,89.714,59.869,86.276,0.43472032169303804
59,39.0,60.08,86.372,0.18419297630280246
60,47.571,60.059,85.871,0.22653374763497325
61,34.286,59.94,86.13,0.16090579907029132
62,40.286,59.994,86.459,0.19054582100390755
63,4.714,60.004,86.297,0.014820010966808118
64,76.429,59.923,86.064,0.36909237312835613
65,41.143,59.998,85.903,0.19477940413675907
66,33.0,60.036,86.055,0.15455295436918623
67,38.857,60.047,86.196,0.18348655578005127
68,46.0,60.077,86.347,0.2187730018920214
69,39.571,60.177,86.494,0.1870137183901516
70,50.0,60.071,85.907,0.23853301651443223
71,18.857,59.788,86.438,0.08468648266799718
72,47.857,59.968,86.257,0.22794658868047563
73,48.286,59.953,86.482,0.2300658502487292
74,41.429,60.005,85.875,0.19619224518226144
75,22.0,60.208,85.93,0.10021291415755648
76,40.143,60.081,86.271,0.18983940048115636
77,19.571,59.689,86.496,0.08821364527809752
78,63.429,59.885,86.234,0.30487232560552097
79,51.857,60.168,86.099,0.24770660330288644
80,47.714,60.093,85.833,0.22724016815772444
81,44.857,60.122,86.047,0.2131265777136675
82,16.857,60.085,86.393,0.07480647535679176
83,32.714,59.896,86.362,0.15314011332368385
84,62.571,60.002,86.443,0.30063380246901383
85,51.714,60.033,86.022,0.24700018278013525
86,63.571,60.012,86.122,0.30557380612461654
87,19.429,60.295,86.203,0.08751216475900192
88,50.571,60.212,86.477,0.24135375860178135
89,22.286,60.194,86.021,0.10162575520305886
90,21.143,60.295,86.452,0.09597933102470496
91,25.714,60.161,86.263,0.11856008773446493
92,48.429,59.978,86.009,0.23077227077148038
93,69.857,59.934,86.183,0.3366266691037351
94,21.571,59.989,85.965,0.09809365258930293
95,12.286,60.108,85.996,0.052225718647031794
96,80.857,60.018,86.155,0.39096670931536487
97,25.714,60.171,86.444,0.11856008773446493
98,37.714,60.048,86.463,0.17784013160169737
99,24.571,59.989,86.039,0.11291366355611104
100,28.857,60.014,86.043,0.13408651922402423
101,57.143,59.966,86.129,0.27381946262640233
102,24.714,59.813,85.866,0.11362008407886222
103,43.714,60.083,86.418,0.20748015353531363
104,44.857,59.928,85.86,0.2131265777136675
105,41.143,60.023,85.907,0.19477940413675907
106,46.0,60.023,85.969,0.2187730018920214
107,76.429,60.094,86.218,0.36909237312835613
108,32.143,60.12,86.484,0.15031937123633474
109,71.429,60.031,86.072,0.3443923548503426
110,35.429,60.018,86.108,0.16655222324864521
111,27.143,59.819,86.404,0.1256193529583212
112,21.143,60.192,86.463,0.09597933102470496
113,79.286,59.929,86.32,0.38320596357241304
114,52.857,59.921,86.14,0.2526466069584892
115,67.429,60.026,86.045,0.3246323402279318
116,8.857,59.915,85.84,0.03528644611197012
117,32.714,59.978,86.11,0.15314011332368385
118,15.429,59.959,86.194,0.0677521501365911
119,61.571,60.012,86.148,0.2956937988134111
120,38.571,60.001,86.474,0.1820737147345489
121,22.0,59.965,86.166,0.10021291415755648
122,108.714,60.023,86.208,0.5285803911494894
123,61.714,59.971,86.136,0.2964002193361623
124,64.143,60.093,86.379,0.3083994882156213
125,38.714,59.788,86.281,0.18278013525730008
126,74.0,60.086,86.309,0.3570931042488971
127,25.857,59.964,85.922,0.11926650825721612
128,25.857,60.047,86.248,0.11926650825721612
129,32.714,60.012,86.178,0.15314011332368385
130,25.857,59.766,86.585,0.11926650825721612
131,72.286,59.947,85.833,0.34862593798319413
132,20.143,60.058,85.563,0.09103932736910227
133,53.429,60.063,86.385,0.25547228904949393
134,65.286,59.969,86.277,0.31404591239397517
135,69.286,59.777,85.979,0.333805927016386
136,87.714,60.019,86.288,0.4248403143818326
137,30.286,60.03,86.348,0.1411457844478805
138,24.714,59.96,86.335,0.11362008407886222
139,36.571,60.046,86.503,0.1721937074233435
140,56.714,60.156,85.877,0.2717002010581488
141,37.714,60.073,86.374,0.17784013160169737
142,46.571,60.114,86.365,0.22159374397937054
143,45.0,60.245,86.613,0.2138329982364187
144,67.571,60.027,86.159,0.3253338207470273
145,24.143,60.187,86.067,0.11079934199151309
146,34.286,59.924,86.42,0.16090579907029132
147,68.571,60.015,86.163,0.33027382440263003
148,32.571,59.932,85.99,0.15243369280093266
149,16.857,60.164,86.209,0.07480647535679176
150,27.571,59.91,86.014,0.12773367452291917
151,60.571,60.076,86.284,0.2907537951578084
152,58.286,59.855,86.376,0.27946588680475626
153,57.429,59.985,86.089,0.2752323036719047
154,32.857,59.936,86.098,0.15384653384643504
155,84.0,59.972,86.069,0.4064931408049242
156,69.714,60.038,86.035,0.33592024858098396
157,13.143,59.965,86.308,0.05645930177988332
158,56.0,59.968,86.057,0.26817303844804846
159,92.0,59.897,85.897,0.44601317004974583
160,30.714,60.005,85.866,0.14326010601247846
161,8.571,59.84,86.707,0.03387360506646774
162,26.0,60.046,86.338,0.1199729287799673
163,37.286,60.218,86.504,0.17572581003709944
164,66.286,59.847,86.489,0.3189859160495779
165,31.571,60.043,86.334,0.14749368914532998
166,31.286,60.105,86.126,0.14608578810348322
167,26.714,60.121,86.35,0.12350009139006762
168,96.429,59.88,86.155,0.4678924462404102
169,35.857,59.924,86.02,0.16866654481324317
170,52.857,60.002,85.993,0.2526466069584892
171,65.714,60.128,85.97,0.3161602339585731
172,186.0,59.98,86.058,0.9103735136764001
173,30.0,59.973,86.294,0.13973294340237813
174,145.571,59.959,86.043,0.7106541058840383
175,150.429,59.991,86.252,0.7346526436429563
176,44.429,59.9,86.157,0.21101225614906957
177,33.429,60.075,86.311,0.1566722159374398
178,66.286,60.01,86.105,0.3189859160495779
179,49.571,59.94,85.965,0.23641375494617867
180,45.286,59.995,86.177,0.2152458392819211
181,41.714,60.027,86.134,0.1976001462241082
182,49.286,59.908,86.37,0.2350058539043319
183,41.143,59.861,86.395,0.19477940413675907
184,35.429,59.945,86.121,0.16655222324864521
185,22.286,60.051,86.246,0.10162575520305886
186,15.429,59.919,85.95,0.0677521501365911
187,69.429,60.056,86.094,0.33451234753913717
188,56.571,59.988,86.002,0.2709937805353976
189,44.571,59.919,86.179,0.21171373666816512
190,40.0,59.892,86.084,0.18913297995840517
191,39.429,59.928,85.764,0.18631223787105605
192,69.0,60.076,86.176,0.33239308597088363
193,52.571,60.053,86.099,0.2512337659129868
194,35.714,60.139,86.24,0.16796012429049198
195,25.0,59.813,86.138,0.1150329251243646
196,10.857,60.164,86.058,0.045166453423175525
197,55.0,60.036,86.253,0.26323303479244575
198,28.143,59.851,85.817,0.1305593566139239
199,11.286,60.067,86.39,0.04728571499142909
200,39.857,59.934,86.034,0.18842655943565398
201,39.143,59.827,86.31,0.18489939682555365
202,4.143,59.846,86.421,0.01199926887945897
203,42.143,60.038,86.29,0.19971940779236177
204,82.714,60.019,86.08,0.4001402961038191
205,32.286,59.959,86.036,0.15102579175908593
206,26.571,59.928,85.93,0.12279367086731645
207,32.429,60.014,86.045,0.15173221228183711
208,24.571,59.866,86.193,0.11291366355611104
209,64.571,60.014,86.351,0.31051380978021925
210,43.429,60.126,86.316,0.20607225249346686
211,32.286,60.055,86.116,0.15102579175908593
212,24.857,59.951,86.289,0.11432650460161341
213,53.0,59.866,86.171,0.25335302748124033
214,34.286,60.122,86.371,0.16090579907029132
215,13.0,59.934,85.882,0.055752881257132125
216,25.429,59.94,86.326,0.11715218669261815
217,48.0,59.88,86.157,0.22865300920322681
218,60.143,59.887,86.145,0.28863947359321046
219,43.571,60.057,86.053,0.2067737330125624
220,9.857,59.711,85.953,0.04022644976757282
221,46.143,60.126,86.13,0.21947942241477258
222,59.714,60.018,85.877,0.2865202120249569
223,31.143,59.959,86.208,0.14537936758073203
224,78.286,60.095,86.29,0.37826595991681033
225,38.286,59.96,86.086,0.18066581369270215
226,26.571,60.05,86.208,0.12279367086731645
227,45.429,60.072,86.38,0.21595225980467228
228,59.714,59.963,86.482,0.2865202120249569
229,46.857,59.89,86.6,0.22300658502487292
230,12.0,59.771,86.527,0.05081287760152942
231,77.714,59.972,86.183,0.3754402778258056
232,37.286,60.188,86.219,0.17572581003709944
233,92.857,59.928,86.1,0.4502467531825974
234,59.857,60.029,85.965,0.2872266325477081
235,30.0,60.177,86.168,0.13973294340237813
236,43.429,60.055,86.274,0.20607225249346686
237,35.857,60.197,86.581,0.16866654481324317
238,57.0,59.906,86.116,0.27311304210365117
239,63.714,60.105,85.979,0.3062802266473677
240,51.143,60.014,86.273,0.24417944069278613
241,31.429,60.122,85.98,0.14679220862623438
242,15.571,60.093,86.617,0.06845363065568669
243,95.0,60.06,86.227,0.46083318101655396
244,32.0,60.053,85.891,0.14961295071358352
245,30.714,60.125,86.158,0.14326010601247846
246,17.0,59.868,86.34,0.07551289587954295
247,36.857,60.135,85.818,0.17360654846884588
248,54.571,60.133,86.032,0.26111377322419216
249,61.429,59.921,86.224,0.29499231829431555
250,38.571,60.092,85.884,0.1820737147345489
251,55.429,59.996,86.097,0.26535229636069935
252,21.0,59.92,86.327,0.09527291050195377
253,50.0,60.01,86.317,0.23853301651443223
254,35.286,59.729,86.25,0.16584580272589403
255,58.286,59.881,86.22,0.27946588680475626
256,84.714,60.118,86.232,0.41002030341502455
257,41.571,59.851,86.106,0.19689372570135702
258,21.429,59.906,86.259,0.09739217207020733
259,15.286,59.782,86.193,0.06704572961383991
260,43.429,59.98,85.948,0.20607225249346686
261,43.0,59.969,85.927,0.2039529909252133
262,70.143,59.979,86.271,0.3380395101492375
263,52.857,60.092,86.389,0.2526466069584892
264,27.429,60.187,86.19,0.12703219400382357
265,78.857,59.998,86.226,0.3810867020041595
266,28.143,59.818,86.307,0.1305593566139239
267,42.429,60.153,86.214,0.20113224883786415
268,32.0,59.956,86.069,0.14961295071358352
269,79.571,59.917,86.303,0.3846138646142598
270,63.143,59.966,86.343,0.3034594845600186
271,24.714,59.972,85.98,0.11362008407886222
272,77.857,59.961,86.17,0.3761466983485568
273,40.857,60.098,86.236,0.1933665630912567
274,75.286,59.978,86.016,0.3634459489500022
275,4.857,60.259,85.761,0.015526431489559303
276,34.714,59.959,86.112,0.16302012063488927
277,22.429,59.977,86.128,0.10233217572581003
278,116.286,59.87,85.972,0.5659860988297132
279,24.143,59.895,85.614,0.11079934199151309
280,24.143,60.185,85.99,0.11079934199151309
281,79.714,59.952,86.143,0.385320285137011
282,61.286,59.994,86.114,0.2942858977715644
283,65.0,60.069,86.434,0.3126330713484728
284,19.714,59.713,85.816,0.08892006580084869
285,62.0,60.134,85.891,0.29781306038166466
286,42.857,60.106,86.367,0.2032465704024621
287,18.857,60.004,86.1,0.08468648266799718
288,31.0,60.226,86.536,0.14467294705798084
289,45.0,60.086,86.266,0.2138329982364187
290,81.571,59.892,86.2,0.3944938719254652
291,35.0,59.984,86.049,0.16443296168039165
292,51.857,59.982,86.157,0.24770660330288644
293,36.571,59.897,86.152,0.1721937074233435
294,79.286,59.865,86.162,0.38320596357241304
295,38.143,60.091,86.176,0.17995939316995097
296,57.714,59.863,86.145,0.2766402047137515
297,86.429,59.914,85.953,0.41849240968438317
298,30.571,60.014,86.167,0.14255368548972727
299,79.429,59.994,85.723,0.38391238409516426
300,38.0,59.871,86.435,0.17925297264719978
301,60.143,59.878,86.306,0.28863947359321046
302,66.429,59.945,86.072,0.3196923365723291
303,42.143,60.111,85.927,0.19971940779236177
304,99.857,59.895,86.045,0.4848267787718163
305,50.0,59.974,86.223,0.23853301651443223
306,16.857,59.98,86.33,0.07480647535679176
307,119.714,59.946,85.982,0.5829204313611192
308,174.143,59.973,86.111,0.8517998903319188
309,105.143,60.004,86.125,0.5109396380953322
310,95.429,59.94,86.197,0.4629524425848075
311,81.0,59.945,85.853,0.3916731298381161
312,47.0,59.983,86.252,0.2237130055476241
313,69.571,59.988,86.033,0.33521382805823274
314,34.0,60.107,85.682,0.15949295802478894
315,50.143,59.954,86.316,0.23923943703718342
316,53.429,59.992,85.976,0.25547228904949393
317,71.857,59.996,86.128,0.34650667641494054
318,59.143,60.016,86.542,0.28369946993760775
319,20.143,59.803,86.403,0.09103932736910227
320,65.286,59.904,86.382,0.31404591239397517
321,47.857,59.962,86.135,0.22794658868047563
322,73.571,59.901,86.004,0.3549738426806436
323,55.286,59.967,86.159,0.26464587583794813
324,31.714,60.146,86.195,0.14820010966808114
325,95.286,60.004,86.432,0.46224602206205634
326,62.429,59.961,86.082,0.29993232194991826
327,66.143,60.163,86.057,0.3182794955268267
328,70.714,59.95,86.001,0.34086025223658667
329,109.571,60.081,86.055,0.532813974282341
330,62.857,59.852,86.133,0.3020466435145162
331,14.857,59.982,85.998,0.06492646804558634
332,67.429,59.919,86.113,0.3246323402279318
333,67.714,59.871,85.946,0.32604024126977854
334,50.714,60.178,86.25,0.24206017912453254
335,37.143,60.058,86.298,0.17501938951434826
336,48.571,59.832,85.889,0.23147375129057596
337,44.143,59.84,86.012,0.2095994151035672
338,55.714,60.103,86.541,0.2667601974025461
339,13.857,59.675,86.025,0.059986464389983646
340,85.286,59.9,86.099,0.4128459855060293
341,36.143,60.041,86.149,0.17007938585874555
342,18.143,59.963,86.081,0.08115932005789685
343,36.0,59.974,86.485,0.16937296533599436
344,65.571,60.097,86.227,0.31545381343582196
345,56.571,60.081,86.323,0.2709937805353976
346,31.857,60.18,86.165,0.14890653019083233
347,14.857,59.922,86.335,0.06492646804558634
348,30.286,59.853,85.817,0.1411457844478805
349,64.571,59.72,86.109,0.31051380978021925
350,63.0,60.056,85.775,0.30275306403726737
351,61.857,59.894,85.963,0.2971066398589135
352,21.429,60.039,85.736,0.09739217207020733
353,47.714,60.135,85.905,0.22724016815772444
354,25.286,60.104,86.076,0.11644576616986697
355,18.857,59.896,85.795,0.08468648266799718
356,35.429,59.87,85.823,0.16655222324864521
