 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35
137,361.063,109.338,166.671,183.400,106.335,160.367,116.286,99.873,153.876,173.667,108.176,214.319,154.116,100.906,145.595,165.333,105.953,151.720,55.475,92.942,193.166,295.091,112.642,162.475,57.050,94.730,116.043,119.250,134.721,171.613,159.619,102.294,210.333,231.138,92.181,159.479,234.375,87.065,158.413,100.444,123.593,168.729,263.235,107.228,156.992,54.500,123.430,160.502,118.294,117.414,160.847,241.931,97.471,160.568,162.452,126.690,171.295,63.118,113.393,218.561,193.135,117.643,173.613,277.167,118.034,168.115,214.955,90.139,153.376,366.267,65.505,101.541,131.297,130.041,174.284,54.273,56.782,104.008,381.292,69.540,97.721,42.923,134.913,178.160,94.062,124.896,151.847,160.625,95.351,150.272,161.097,99.037,149.784,100.333,127.363,178.133,175.500,129.231,168.952,161.708,130.254,160.795,53.200,112.292,151.874
138,338.506,109.451,166.543,209.600,106.338,160.235,84.333,99.908,153.690,1990.905,108.283,214.282,180.116,100.897,145.533,224.400,106.088,151.931,80.262,93.196,193.397,325.500,112.646,162.478,65.725,94.408,116.140,60.125,134.529,171.690,249.905,102.345,210.281,240.621,92.225,159.777,247.750,87.056,158.369,117.000,123.664,168.587,241.706,107.231,157.102,71.091,123.276,160.223,74.824,117.643,160.892,271.690,97.593,160.491,223.290,126.679,171.388,74.471,113.400,218.751,211.946,117.680,173.782,254.694,118.387,168.081,173.773,90.009,153.498,393.833,65.526,101.578,98.919,130.003,174.204,49.909,56.945,103.998,371.958,69.514,97.672,89.385,134.907,178.056,89.438,124.757,151.813,118.875,95.207,150.428,144.065,99.127,149.892,57.778,127.175,178.278,93.500,129.200,168.667,110.542,130.123,160.744,63.900,112.094,151.843
139,371.671,109.366,166.582,186.400,106.228,160.304,89.381,100.149,153.916,1811.333,108.231,214.297,150.058,100.989,145.491,237.167,105.892,151.834,636.820,93.175,193.277,298.000,112.696,162.402,76.900,94.628,116.203,54.000,134.704,171.604,1635.571,102.285,210.165,185.276,92.057,159.610,196.958,87.120,158.487,92.389,123.693,168.724,255.059,107.186,157.011,76.864,123.235,160.429,67.882,117.898,160.799,242.069,97.491,160.504,164.903,126.615,171.215,101.353,113.577,218.437,250.324,117.532,173.836,222.333,118.242,168.100,228.864,90.064,153.298,331.267,65.485,101.558,151.351,130.006,174.106,67.818,57.025,103.896,318.292,69.440,97.685,24.615,135.215,178.091,122.250,124.829,151.786,82.375,95.204,150.405,168.516,98.897,149.932,38.056,127.301,177.712,181.688,129.193,168.996,161.042,130.236,160.872,41.000,112.389,151.395
140,339.418,109.331,166.574,209.300,106.327,160.114,119.143,99.860,153.884,1164.286,108.249,214.269,187.478,100.924,145.519,246.967,106.069,151.771,395.016,93.120,193.404,301.455,112.733,162.424,62.550,94.413,116.191,71.500,134.481,171.758,1316.667,102.252,210.361,270.862,92.187,159.531,198.958,87.128,158.490,156.333,123.765,168.537,210.882,107.273,157.029,103.318,123.382,160.551,119.471,117.629,160.958,271.448,97.535,160.582,103.806,126.674,171.355,66.529,113.226,218.536,205.568,117.465,173.703,256.944,118.159,168.104,207.864,90.114,153.549,282.767,65.408,101.460,175.027,130.083,174.030,90.045,57.023,103.739,405.167,69.482,97.723,36.923,135.172,178.236,77.875,124.725,151.706,105.000,95.462,150.192,215.290,99.157,149.878,50.500,127.427,178.215,132.688,129.274,168.622,148.375,130.301,160.929,63.500,112.209,151.482
141,446.253,109.286,166.700,145.267,106.345,160.251,94.476,99.854,153.798,740.714,108.235,214.345,203.043,100.805,145.495,262.067,105.951,151.845,107.279,93.298,193.307,332.864,112.643,162.487,58.100,94.698,116.134,103.000,134.831,171.456,799.952,102.270,210.345,225.241,92.213,159.598,224.875,87.061,158.399,156.889,123.655,168.828,262.588,107.232,156.975,63.455,123.441,160.287,67.647,117.792,160.691,263.724,97.452,160.591,153.742,126.816,171.318,99.765,113.395,218.379,174.054,117.669,173.645,226.111,118.244,168.101,219.682,90.139,153.506,344.100,65.447,101.513,140.378,129.966,174.080,84.182,57.018,103.873,366.000,69.426,97.731,82.231,134.801,177.795,68.750,124.575,152.552,128.750,95.321,150.456,176.581,99.128,149.877,30.833,127.215,178.442,130.688,129.229,169.002,155.708,130.240,160.716,29.000,112.141,151.618
142,377.114,109.449,166.593,125.900,106.160,160.245,163.952,100.003,153.746,266.000,108.200,214.313,170.377,100.870,145.591,257.367,105.936,151.648,33.902,93.163,193.749,311.500,112.581,162.406,47.275,94.504,116.251,105.938,134.775,171.432,313.238,102.270,210.270,170.931,92.263,159.561,327.625,87.165,158.399,137.778,123.593,168.564,239.647,107.195,157.175,71.727,123.301,160.563,124.824,117.823,161.024,270.552,97.517,160.521,123.742,126.833,171.065,119.529,113.520,218.614,206.973,117.628,173.784,280.806,118.281,168.103,196.136,90.075,153.441,331.467,65.581,101.574,134.216,130.005,174.363,90.000,56.942,103.893,353.958,69.433,97.735,54.923,134.924,177.811,86.875,124.844,152.026,161.750,95.496,150.479,172.516,99.125,149.855,84.389,127.485,178.311,132.812,129.142,169.152,181.792,130.277,160.875,67.000,112.322,151.413
143,374.633,109.359,166.542,199.000,106.186,160.335,91.381,100.253,153.896,201.810,108.245,214.116,176.377,100.784,145.625,227.033,105.994,151.726,33.902,92.876,193.111,302.364,112.693,162.527,66.175,94.439,115.879,97.250,134.759,171.537,167.619,102.236,210.329,235.897,92.170,159.534,277.542,87.072,158.529,111.722,123.715,168.512,323.471,107.318,157.077,89.591,123.134,160.375,75.000,117.666,161.046,259.379,97.495,160.514,237.161,126.649,171.278,100.059,113.518,218.510,225.135,117.688,173.606,224.917,118.332,168.156,230.545,90.047,153.346,336.467,65.481,101.639,129.189,130.234,174.228,92.955,56.796,103.940,427.292,69.458,97.658,472.308,134.825,178.122,101.062,124.935,152.113,85.375,95.473,150.295,206.452,98.963,149.861,55.611,127.529,177.958,110.312,129.152,168.789,171.292,130.132,160.956,42.800,112.390,151.788
144,369.899,109.459,166.659,235.233,106.278,160.275,140.857,100.051,153.881,190.476,108.199,214.407,152.986,100.747,145.486,198.767,105.920,151.815,39.082,93.202,193.643,282.682,112.698,162.535,58.475,94.706,116.075,99.625,134.727,171.672,174.810,102.323,210.140,262.552,92.229,159.627,257.583,87.118,158.522,120.944,123.579,168.496,294.529,107.252,157.037,52.409,123.351,160.377,100.706,117.799,160.815,208.034,97.433,160.422,146.000,126.676,171.160,90.765,113.465,218.313,205.081,117.630,173.794,240.278,118.182,168.097,192.273,90.011,153.431,366.400,65.514,101.533,82.703,129.981,174.044,108.227,56.988,104.024,446.208,69.532,97.724,295.077,134.790,178.031,63.062,124.831,151.897,57.625,95.234,150.321,168.387,99.024,149.921,81.667,127.491,178.225,98.500,129.024,168.934,83.208,130.125,161.162,75.500,112.127,151.916
145,335.241,109.385,166.631,216.033,106.328,160.466,123.095,99.862,153.856,183.048,108.209,214.426,213.014,100.922,145.548,215.333,106.078,151.808,39.836,93.089,193.133,309.864,112.667,162.346,41.500,94.588,116.123,99.625,134.582,171.499,211.190,102.280,210.230,224.655,92.096,159.650,292.500,87.123,158.382,149.278,123.799,168.527,285.588,107.151,156.964,97.636,123.597,160.466,96.824,117.689,160.777,267.586,97.602,160.524,157.032,126.668,171.291,84.706,113.304,218.570,231.027,117.631,173.888,224.444,118.355,168.096,239.909,90.022,153.553,331.967,65.599,101.516,123.297,129.898,174.276,91.227,57.000,103.885,388.375,69.437,97.658,346.692,134.881,178.102,105.938,124.491,152.103,83.875,95.352,150.263,203.806,99.135,149.855,76.222,127.369,178.386,106.688,129.082,168.696,146.542,130.287,160.915,81.700,112.201,151.649
146,344.127,109.423,166.530,152.700,106.325,160.166,110.810,99.857,153.780,155.143,108.265,214.246,2016.464,101.032,145.509,230.300,106.066,151.756,61.902,93.032,193.330,302.136,112.673,162.421,60.525,94.731,116.032,125.438,134.689,171.455,169.190,102.284,210.317,198.552,92.075,159.692,300.458,87.110,158.458,125.667,123.753,168.708,280.882,107.187,156.998,87.364,123.289,160.218,114.647,117.583,160.865,252.552,97.564,160.625,164.645,126.603,171.305,105.412,113.332,218.557,241.405,117.656,173.649,271.806,118.227,168.148,203.909,90.087,153.396,304.500,65.602,101.548,140.108,129.977,173.863,56.500,57.117,103.776,371.917,69.519,97.613,288.462,134.801,178.047,134.438,124.715,151.557,46.625,95.367,150.199,211.548,98.939,149.872,117.611,127.512,178.086,168.438,129.112,168.753,150.792,130.210,160.932,89.400,112.140,151.881
147,383.924,109.273,166.650,161.400,106.277,160.239,112.190,99.920,153.617,142.810,108.212,214.307,1898.667,100.932,145.572,208.533,106.011,151.915,38.066,93.142,192.823,302.318,112.651,162.551,69.500,94.446,115.918,64.188,134.704,171.450,144.238,102.273,210.078,215.621,92.334,159.683,267.958,87.145,158.396,110.056,123.666,168.705,539.235,107.164,156.953,71.864,123.291,160.671,85.294,117.663,160.742,289.621,97.460,160.672,127.677,126.669,171.377,84.824,113.489,218.676,281.676,117.787,173.747,229.000,118.280,168.177,217.364,90.033,153.432,423.533,65.543,101.615,115.568,130.110,174.340,98.455,57.015,104.074,374.500,69.657,97.691,117.923,134.844,178.079,103.188,124.621,152.109,133.375,95.342,150.380,231.548,98.954,149.840,66.167,127.399,178.271,149.562,129.036,168.716,188.708,130.159,160.846,62.000,112.302,151.608
148,290.152,109.345,166.637,161.067,106.284,160.171,98.048,100.251,153.771,190.476,108.241,214.272,1408.319,101.005,145.512,2313.567,106.026,151.763,39.180,93.312,193.233,337.318,112.709,162.444,70.350,94.425,115.720,82.312,134.900,171.700,233.143,102.184,210.278,295.483,92.137,159.774,277.417,87.208,158.531,104.167,123.601,168.620,919.941,107.236,157.002,60.818,123.541,160.596,112.471,117.683,160.890,268.931,97.458,160.543,159.871,126.729,171.309,170.118,113.549,218.258,261.892,117.676,173.670,277.278,118.186,168.134,242.045,90.032,153.327,349.133,65.616,101.632,143.676,129.932,174.203,66.864,56.941,103.878,377.667,69.550,97.719,76.462,134.896,178.180,80.250,124.815,152.154,98.500,95.442,150.318,304.000,99.027,149.983,62.444,127.484,178.216,133.938,129.150,168.833,144.625,130.159,160.967,81.000,112.073,151.824
149,413.620,109.448,166.710,231.000,106.317,160.397,161.524,100.019,153.822,162.810,108.170,214.240,1197.333,100.954,145.567,1738.500,106.049,151.741,42.590,93.030,193.771,425.455,112.598,162.370,71.450,94.496,116.127,91.625,134.848,171.418,189.810,102.136,210.259,222.759,92.129,159.498,221.708,87.078,158.474,117.056,123.747,168.679,816.471,107.233,157.020,88.091,123.452,160.081,136.471,117.766,160.812,259.862,97.597,160.512,186.323,126.599,171.239,71.294,113.450,218.597,207.622,117.651,173.746,283.917,118.275,168.030,227.045,90.048,153.546,396.633,65.553,101.476,107.297,129.930,174.156,74.227,57.184,104.013,282.958,69.551,97.660,49.538,135.135,178.273,107.000,124.926,152.016,118.375,95.429,150.472,291.161,99.102,149.896,96.667,127.233,178.117,165.500,129.023,168.758,143.042,130.369,161.028,41.200,112.133,151.609
150,451.316,109.343,166.671,204.100,106.360,160.274,139.952,100.096,153.688,166.810,108.335,214.195,1727.565,100.944,145.529,1900.133,106.048,151.740,48.984,93.196,192.934,336.318,112.622,162.496,68.125,94.431,116.159,107.000,134.688,171.602,199.571,102.276,210.283,238.310,92.151,159.582,229.708,87.158,158.505,203.333,123.642,168.690,535.765,107.302,157.028,91.682,123.377,160.490,63.059,117.772,160.807,244.759,97.502,160.418,168.387,126.541,171.202,73.176,113.458,218.367,234.270,117.598,173.835,197.222,118.297,168.005,209.227,90.092,153.550,376.233,65.480,101.618,119.946,130.029,174.118,83.773,56.814,103.903,398.042,69.540,97.677,65.846,134.807,178.293,62.000,124.812,151.875,82.375,95.367,150.402,502.774,99.150,149.801,33.611,127.670,178.199,86.375,128.961,168.593,118.625,130.257,160.607,136.000,112.343,151.445
151,369.494,109.369,166.641,203.733,106.321,160.221,160.667,100.056,153.948,229.333,108.294,214.305,1139.565,100.957,145.573,1040.700,106.046,151.683,58.590,93.195,193.049,387.455,112.674,162.395,57.800,94.360,116.449,56.188,134.520,171.616,248.857,102.290,210.365,2527.310,92.207,159.663,385.250,87.287,158.707,97.667,123.597,168.774,245.706,107.276,157.022,47.182,123.569,160.458,87.471,117.856,160.817,321.552,97.549,160.564,204.258,126.668,171.219,107.000,113.377,218.496,2643.973,117.616,173.730,330.528,118.146,168.206,235.227,90.000,153.442,292.200,65.473,101.546,129.297,130.120,173.884,75.636,56.811,104.061,389.500,69.563,97.638,31.308,134.684,177.700,111.000,124.681,152.192,94.000,95.297,150.258,1696.645,99.031,149.849,102.889,127.405,178.234,128.562,129.078,168.844,131.667,130.163,160.906,67.500,112.271,151.439
152,397.975,109.362,166.546,173.367,106.434,160.364,101.381,100.163,153.613,175.952,108.215,214.206,270.986,100.814,145.574,271.400,106.089,151.967,21.213,93.202,192.838,310.500,112.630,162.395,55.075,94.446,116.006,80.812,134.684,171.645,248.190,102.250,210.250,2090.896,92.199,159.655,409.250,87.215,158.607,182.833,123.500,168.661,340.176,107.325,157.007,152.682,123.404,160.412,135.588,117.767,160.962,223.966,97.451,160.453,124.452,126.726,171.126,107.471,113.459,218.214,2209.730,117.654,173.743,2920.931,118.183,168.066,222.182,89.961,153.393,370.600,65.620,101.491,146.162,130.152,174.395,47.500,57.150,104.161,366.042,69.565,97.677,46.692,134.846,177.823,75.250,124.764,151.620,84.875,95.362,150.380,1186.968,99.078,149.870,79.944,127.617,178.248,116.250,129.120,169.001,165.750,130.054,160.789,129.600,112.324,151.871
153,385.241,109.346,166.550,172.533,106.460,160.283,115.571,99.979,153.744,196.000,108.335,214.272,162.870,100.830,145.497,228.533,105.963,151.758,33.705,92.768,193.279,371.091,112.692,162.375,53.325,94.498,116.499,113.125,134.426,171.638,213.429,102.206,210.251,1775.655,92.173,159.632,2666.125,87.086,158.403,128.056,123.670,168.569,289.706,107.219,157.025,614.273,123.309,160.331,76.706,117.768,160.694,261.793,97.458,160.463,212.581,126.617,171.469,106.412,113.767,218.369,1947.784,117.614,173.752,2134.083,118.180,168.052,177.682,89.975,153.455,350.600,65.567,101.583,126.324,129.871,174.330,65.545,56.932,104.094,345.625,69.526,97.686,70.692,135.051,177.835,120.375,124.715,151.959,146.125,95.320,150.320,591.161,99.054,149.793,56.389,127.585,178.274,91.375,129.138,168.788,117.833,130.179,160.580,85.700,112.292,151.594
154,323.848,109.352,166.569,175.767,106.321,160.314,110.810,99.737,153.876,170.190,108.220,214.183,186.696,100.596,145.619,233.967,105.988,151.797,14.590,92.998,193.295,362.136,112.639,162.519,67.925,94.594,115.810,89.312,134.710,171.464,243.714,102.174,210.389,1376.345,92.166,159.690,1032.708,87.086,158.452,135.833,123.860,168.598,275.294,107.207,156.940,700.636,123.265,160.287,159.118,117.698,160.793,264.828,97.488,160.660,177.290,126.630,171.199,103.588,113.547,218.638,1885.135,117.641,173.756,2086.722,118.208,168.050,270.955,90.072,153.505,368.133,65.550,101.670,129.351,129.884,174.168,71.864,56.999,104.064,354.042,69.602,97.597,30.538,134.658,177.973,124.375,124.756,151.941,253.625,95.236,150.350,254.129,99.057,149.927,76.389,127.472,178.294,154.188,129.002,168.781,134.167,130.101,160.874,54.800,112.354,151.636
155,387.114,109.369,166.697,211.567,106.277,160.315,125.524,99.737,153.671,210.286,108.340,214.331,174.812,101.064,145.491,235.200,106.029,151.834,51.377,93.035,193.200,275.864,112.730,162.420,61.750,94.495,116.166,107.125,134.813,171.688,1976.619,102.236,210.341,989.724,92.173,159.633,895.792,87.069,158.417,150.889,123.637,168.562,245.647,107.251,157.133,193.909,123.314,160.304,59.059,117.903,160.890,281.103,97.505,160.657,196.194,126.615,171.401,124.294,113.204,218.379,1857.027,117.668,173.750,2096.833,118.193,168.015,183.591,89.772,153.604,317.333,65.598,101.617,160.162,130.086,174.291,60.091,56.832,103.875,381.333,69.401,97.625,55.077,134.823,177.879,109.875,124.617,152.008,68.250,95.461,150.340,161.677,98.996,149.880,71.833,127.520,178.196,162.625,129.040,169.015,148.292,130.104,160.649,44.100,112.143,151.907
156,330.304,109.364,166.571,179.267,106.359,160.403,119.143,100.149,153.687,1380.143,108.290,214.292,163.507,101.039,145.524,228.800,106.001,151.819,59.508,93.281,193.416,397.955,112.638,162.539,62.525,94.683,116.287,132.625,134.809,171.446,1843.667,102.289,210.387,286.655,92.335,159.626,1389.917,87.117,158.480,91.667,123.628,168.831,284.471,107.184,156.934,77.909,123.301,160.222,87.412,117.713,160.849,228.310,97.485,160.601,153.935,126.621,171.125,87.765,113.471,218.361,1477.784,117.603,173.764,2042.778,118.127,168.045,263.818,90.089,153.507,368.233,65.525,101.542,117.351,129.994,174.162,56.818,57.107,103.931,396.583,69.461,97.746,28.615,134.855,178.034,107.875,124.644,152.013,86.250,95.331,150.325,179.677,99.100,149.940,66.889,127.425,178.054,156.062,129.073,168.865,166.917,130.170,160.804,44.300,112.448,151.668
157,367.367,109.333,166.718,221.600,106.259,160.297,117.762,99.699,153.674,1862.762,108.299,214.289,182.435,101.006,145.486,247.100,105.972,151.817,44.164,93.375,193.053,347.818,112.817,162.487,72.800,94.620,116.132,93.625,134.710,171.601,1303.095,102.269,210.331,213.690,92.195,159.632,367.708,87.147,158.414,131.000,123.394,168.627,303.588,107.177,157.238,100.136,123.033,160.323,67.059,117.719,160.679,275.276,97.531,160.478,108.065,126.718,171.431,106.588,113.296,218.499,1734.000,117.658,173.782,1261.750,118.249,168.099,200.273,89.963,153.439,328.200,65.541,101.689,74.919,130.167,174.202,86.864,56.993,104.043,390.042,69.366,97.767,44.154,134.946,178.150,55.000,124.676,152.049,78.750,95.460,150.414,188.323,99.121,150.000,86.333,127.514,178.265,90.000,129.189,168.848,134.708,130.106,160.553,54.600,112.091,151.617
158,352.354,109.328,166.569,160.000,106.295,160.392,139.381,99.780,153.531,1296.857,108.212,214.237,236.261,101.028,145.582,293.700,105.997,151.922,49.836,93.314,193.151,323.045,112.705,162.449,61.250,94.695,116.110,103.062,134.745,171.583,1053.238,102.294,210.404,203.379,92.239,159.587,290.792,87.130,158.571,145.833,123.622,168.609,299.824,107.226,156.936,63.409,123.180,160.463,116.294,117.534,160.767,239.276,97.543,160.710,205.548,126.618,171.136,96.588,113.377,218.594,1261.622,117.649,173.704,533.583,118.219,167.996,218.864,90.067,153.588,373.933,65.581,101.640,138.216,130.045,174.394,56.591,57.110,103.832,429.458,69.486,97.716,58.538,134.902,177.767,126.000,124.675,151.769,100.250,95.308,150.444,150.129,99.014,149.945,76.167,127.467,178.238,139.500,129.020,168.798,88.250,130.275,160.593,234.100,112.153,151.615
159,397.367,109.369,166.567,234.267,106.210,160.320,95.476,99.935,153.879,781.857,108.243,214.158,208.667,100.881,145.525,228.833,106.046,151.781,20.820,93.214,193.403,421.727,112.712,162.537,88.100,94.538,116.325,72.688,134.699,171.670,1133.857,102.247,210.345,224.276,92.217,159.765,220.417,86.954,158.511,139.000,123.831,168.727,1693.235,107.238,157.002,42.636,123.212,160.259,119.941,117.756,160.742,225.690,97.521,160.473,193.226,126.552,171.428,69.412,113.458,218.599,274.270,117.713,173.816,245.361,118.250,168.225,224.955,90.038,153.479,412.233,65.542,101.574,99.027,130.036,174.307,83.591,56.794,104.105,381.583,69.557,97.778,69.077,135.207,177.838,88.750,124.755,151.883,83.000,95.258,150.295,191.742,99.108,149.913,78.611,127.107,178.186,126.625,129.186,168.826,110.125,130.174,160.783,159.300,112.211,151.735
160,385.544,109.413,166.679,171.767,106.405,160.299,118.000,99.951,153.766,259.286,108.200,214.250,194.145,101.090,145.501,229.700,106.061,151.754,54.066,93.208,193.863,381.000,112.588,162.447,90.950,94.479,116.421,117.375,134.734,171.586,412.143,102.324,210.471,196.862,92.221,159.656,261.042,87.153,158.540,141.222,123.840,168.676,1038.647,107.246,156.968,74.864,123.536,160.442,116.059,117.797,160.868,274.793,97.548,160.502,223.677,126.662,171.268,80.294,113.402,218.294,218.270,117.688,173.737,252.972,118.296,168.157,1550.545,89.940,153.326,328.367,65.511,101.691,83.189,130.022,174.221,73.955,57.053,104.081,333.875,69.574,97.691,34.308,134.714,178.155,78.000,124.910,151.763,120.125,95.356,150.542,189.419,99.087,149.855,58.222,127.542,177.848,87.125,129.035,168.738,111.250,130.267,160.896,154.200,112.288,151.640
161,385.418,109.305,166.558,214.700,106.335,160.241,105.667,99.986,153.784,135.524,108.342,214.141,175.855,100.919,145.532,264.200,106.055,151.763,30.951,92.987,193.172,369.500,112.670,162.453,89.300,94.342,116.257,115.500,134.574,171.545,265.857,102.245,210.356,216.103,92.215,159.607,318.542,87.117,158.282,131.333,123.620,168.724,757.353,107.209,156.975,51.318,123.266,160.346,70.235,117.684,160.738,258.310,97.658,160.369,156.581,126.616,171.445,151.824,113.487,218.626,221.514,117.509,173.870,286.583,118.185,168.042,1962.364,90.023,153.438,401.233,65.691,101.589,120.000,129.883,174.164,47.909,57.082,104.169,389.417,69.652,97.713,24.154,134.957,178.091,89.438,124.603,151.920,113.250,95.322,150.292,185.290,99.004,149.846,74.444,127.389,178.555,112.000,129.101,169.006,151.333,130.051,160.719,107.000,112.077,151.463
162,389.696,109.344,166.659,213.433,106.462,160.383,85.143,100.328,153.739,179.905,108.236,214.243,143.275,100.857,145.507,241.033,106.000,151.900,28.492,93.127,193.606,314.909,112.572,162.365,527.100,94.550,116.068,107.875,134.792,171.624,207.667,102.258,210.279,238.103,92.108,159.569,242.958,87.071,158.296,108.111,123.777,168.611,321.353,107.144,156.997,85.182,122.919,160.570,88.059,117.544,160.688,265.897,97.504,160.657,195.613,126.616,171.272,92.059,113.164,218.506,224.973,117.632,173.751,289.944,118.325,168.104,1597.318,90.047,153.469,395.233,65.574,101.494,84.216,129.924,174.190,106.273,56.930,104.070,342.042,69.466,97.637,16.615,135.448,177.854,138.875,124.803,152.061,42.750,95.583,150.521,168.839,98.931,149.920,93.111,127.372,178.136,184.438,129.098,168.875,118.542,130.227,160.934,98.000,112.161,151.510
163,1245.367,109.266,166.535,206.000,106.360,160.272,78.810,99.985,153.939,170.619,108.162,214.083,239.246,100.714,145.542,253.733,106.010,151.703,40.033,92.997,193.409,1387.500,112.617,162.584,378.075,94.531,116.146,139.938,134.644,171.444,178.238,102.189,210.452,247.966,92.153,159.855,264.458,87.124,158.354,141.833,123.689,168.573,304.706,107.227,156.902,50.318,123.427,160.307,139.353,117.619,160.789,233.379,97.586,160.548,170.516,126.765,171.328,130.294,113.432,218.516,184.541,117.622,173.697,279.500,118.237,168.134,1282.773,90.013,153.378,416.867,65.523,101.627,119.081,130.067,173.951,82.273,56.878,104.139,354.833,69.609,97.701,40.077,134.772,178.153,117.812,124.666,151.780,146.000,95.341,150.293,222.129,98.982,149.926,106.833,127.694,178.393,74.375,128.935,168.899,100.500,130.253,160.816,60.500,112.239,151.525
164,959.646,109.277,166.541,196.667,106.358,160.399,156.381,99.699,153.886,202.905,108.268,214.248,225.826,100.798,145.511,264.067,106.005,151.761,43.934,93.173,193.016,1030.773,112.606,162.527,72.550,94.659,116.050,117.000,134.734,171.512,249.524,102.219,210.210,229.966,92.091,159.765,261.083,87.125,158.373,109.278,123.633,168.908,320.000,107.186,156.948,90.773,123.201,160.391,106.412,117.751,160.844,260.241,97.478,160.629,170.774,126.553,171.332,142.882,113.425,218.502,300.757,117.547,173.806,243.500,118.221,168.128,1170.045,90.043,153.434,363.700,65.729,101.568,151.676,130.117,174.295,56.045,56.997,103.648,439.125,69.520,97.693,54.769,134.837,178.092,123.188,124.719,151.981,112.000,95.213,150.334,172.710,99.108,149.686,101.500,127.401,178.247,104.812,129.178,168.981,110.083,130.170,160.778,77.200,112.236,151.676
165,831.139,109.311,166.537,1550.533,106.426,160.363,166.524,100.155,153.883,148.714,108.293,214.205,151.507,100.373,145.499,230.500,106.021,151.866,31.869,93.096,193.043,1007.636,112.612,162.504,41.925,94.458,115.906,148.125,134.722,171.492,248.190,102.226,210.527,209.310,92.223,159.623,255.250,87.111,158.345,104.333,123.596,168.623,284.118,107.282,156.998,99.955,123.304,160.442,88.824,117.697,160.787,223.897,97.542,160.494,185.290,126.639,171.247,119.941,113.504,218.478,254.000,117.653,173.625,289.250,118.194,168.110,449.455,89.957,153.464,397.500,65.635,101.630,130.324,130.004,174.417,88.182,57.089,103.727,379.542,69.505,97.706,38.692,134.715,177.871,83.812,124.629,151.899,146.125,95.249,150.299,227.935,99.228,149.906,97.111,127.484,178.041,165.625,128.982,168.877,100.250,130.233,160.568,54.000,112.242,151.486
166,473.418,109.287,166.497,825.100,106.453,160.340,126.333,99.900,153.715,147.429,108.357,214.355,158.029,101.116,145.562,235.733,106.074,151.858,44.426,93.139,193.560,625.545,112.707,162.490,60.475,94.588,115.946,94.562,134.748,171.423,248.667,102.190,210.546,241.138,92.234,159.545,281.500,87.041,158.358,147.611,123.587,168.761,308.000,107.139,157.260,77.727,123.238,160.432,89.176,117.884,160.658,242.828,97.517,160.626,150.903,126.664,171.261,86.000,113.427,218.307,226.703,117.596,173.797,295.361,118.100,168.077,172.909,90.158,153.509,3629.033,65.606,101.620,121.081,129.920,174.377,83.000,57.152,104.140,428.375,69.501,97.720,8.615,135.301,178.250,122.125,124.675,151.702,126.125,95.268,150.338,208.645,99.048,149.942,76.000,127.690,178.110,134.688,129.033,168.999,117.750,130.334,160.718,39.200,112.079,151.839
167,482.684,109.372,166.543,1362.467,106.377,160.379,96.905,99.724,153.844,184.333,108.205,214.364,202.986,100.778,145.519,263.333,106.103,151.760,44.820,93.100,192.761,391.636,112.586,162.547,32.500,94.734,115.927,142.812,134.696,171.619,336.524,102.240,210.251,234.759,92.259,159.670,290.083,87.159,158.442,173.167,123.711,168.680,282.000,107.338,157.113,109.136,123.508,160.451,83.118,117.546,160.751,237.517,97.555,160.674,217.290,126.770,171.263,72.706,113.435,218.548,228.919,117.512,173.747,310.028,118.228,168.126,184.273,90.093,153.583,2654.667,65.561,101.624,149.892,129.953,174.393,41.909,56.599,103.676,352.292,69.542,97.781,51.846,134.896,178.307,94.938,124.993,151.828,67.500,95.564,150.398,234.387,98.982,149.847,64.444,127.304,178.119,189.625,128.955,168.792,150.625,130.166,160.653,51.200,112.251,151.830
