 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35
1,115.316,109.299,166.217,80.667,106.299,160.408,54.238,100.048,153.934,63.238,108.321,214.441,24.174,100.213,145.714,33.233,105.821,151.617,70.393,93.327,193.136,78.045,112.798,162.668,33.025,94.542,116.523,23.938,134.426,171.626,78.286,102.283,210.466,63.345,92.328,159.263,85.167,87.179,158.186,37.833,123.680,168.435,183.118,107.385,157.099,44.545,123.554,160.724,37.118,117.669,160.780,143.517,97.447,160.504,45.677,127.026,171.211,29.941,113.401,218.396,67.838,117.792,173.618,132.583,118.131,168.056,149.955,89.978,153.514,5.500,65.958,101.677,17.405,129.824,174.532,9.409,56.696,103.866,13.917,69.229,97.876,17.077,135.149,177.990,20.250,124.911,151.337,72.375,95.438,150.332,25.290,98.901,149.926,13.278,127.574,177.584,33.500,129.044,169.118,77.667,130.234,161.090,14.100,112.219,151.239
2,99.038,109.164,166.074,89.667,106.632,160.491,51.810,99.898,153.699,101.381,108.292,214.498,26.928,100.368,145.749,23.900,105.756,151.832,83.770,93.169,193.224,64.591,112.729,162.547,36.200,94.521,116.080,31.000,134.489,171.098,132.000,102.323,210.324,34.172,92.375,159.373,79.792,87.061,158.043,60.333,123.690,168.658,210.706,107.255,157.043,23.227,123.812,160.480,41.176,117.974,161.078,130.552,97.529,160.541,56.323,126.777,171.217,66.941,113.412,218.259,73.189,117.701,173.582,141.444,117.967,168.016,168.636,90.097,153.702,22.067,65.838,101.289,61.838,130.090,174.312,1.318,56.714,103.406,13.750,69.300,97.844,6.308,135.186,178.001,22.375,124.497,152.291,64.750,95.577,150.362,50.710,99.046,149.704,14.500,127.624,177.961,40.125,129.085,169.311,77.750,130.291,161.154,12.600,112.392,151.866
3,98.051,109.419,166.384,103.567,106.490,160.282,67.476,100.085,154.076,84.000,108.232,214.414,50.899,100.617,145.657,29.667,105.882,151.597,67.869,93.261,193.150,95.591,112.895,162.570,44.125,94.550,116.106,21.062,134.931,171.741,102.476,102.329,210.415,86.862,92.396,159.636,106.208,87.017,158.168,96.278,123.591,168.760,247.824,107.366,157.064,26.227,123.474,160.326,34.235,117.668,161.049,189.103,97.508,160.393,43.161,126.566,171.218,45.882,113.433,218.442,92.000,117.711,173.743,157.056,118.361,167.986,182.636,89.912,153.511,17.733,65.800,101.538,50.541,130.054,174.184,10.000,57.449,103.988,36.167,68.959,97.690,25.308,134.957,178.040,17.438,125.074,151.706,52.125,95.423,150.247,42.516,99.331,149.883,34.667,127.243,178.001,43.438,129.037,169.187,79.167,130.177,161.046,8.300,111.979,151.745
4,135.114,109.474,166.229,96.733,106.431,160.457,33.238,100.069,153.935,105.238,108.197,214.631,46.493,99.944,145.903,33.633,106.002,151.852,51.574,92.973,193.178,98.636,112.628,162.183,30.550,94.576,115.893,22.375,134.701,171.637,94.095,102.172,210.277,47.793,92.340,159.313,108.375,86.984,158.128,82.833,123.651,168.558,302.235,107.282,157.016,56.000,123.575,160.661,53.765,118.033,161.240,188.690,97.498,160.546,39.935,126.766,171.308,41.706,113.334,218.593,75.622,117.571,173.490,155.639,118.293,167.915,217.591,90.182,153.424,20.300,65.479,101.705,85.189,130.003,174.394,0.545,57.350,104.444,29.333,69.430,97.684,15.154,135.298,177.922,16.938,124.766,151.877,20.375,95.344,150.144,86.774,98.814,149.855,21.333,127.499,178.022,28.000,129.099,169.028,80.417,130.395,161.144,10.700,112.065,151.603
5,134.278,109.425,166.080,141.667,106.215,160.249,23.905,100.247,153.821,109.429,108.337,214.465,39.826,99.997,145.535,36.167,106.061,151.854,50.492,93.024,193.341,120.773,112.819,162.589,45.650,94.546,115.793,12.250,134.474,171.261,95.429,102.202,210.242,105.897,92.285,159.433,94.917,86.972,158.338,82.222,123.712,168.770,187.059,107.217,157.105,49.091,123.605,160.511,65.882,117.842,161.156,147.000,97.467,160.656,37.548,126.815,171.022,61.176,113.342,218.241,122.649,117.830,173.831,143.222,118.195,168.075,148.636,90.110,153.540,12.067,65.618,101.809,81.838,130.055,174.272,1.500,57.026,104.296,20.333,69.275,97.674,11.615,134.997,177.779,47.062,124.858,152.234,92.250,95.207,150.214,44.258,98.698,149.926,29.556,127.397,178.193,58.625,129.165,169.099,116.083,130.300,161.159,6.400,111.871,151.513
6,119.291,109.283,166.076,137.533,106.367,160.420,72.000,100.301,153.958,77.619,108.398,214.370,44.087,100.305,145.526,40.033,106.275,151.613,76.492,93.154,193.071,152.409,112.609,162.492,27.825,94.342,116.325,26.125,134.625,171.225,129.476,102.137,210.378,89.931,92.373,159.489,94.583,87.156,158.097,73.278,123.676,168.667,213.882,107.416,156.986,30.909,123.059,160.419,42.941,117.813,160.760,213.931,97.434,160.562,95.032,126.727,171.391,32.235,113.485,218.527,76.270,117.704,173.966,152.833,118.171,168.053,192.818,89.977,153.640,7.833,65.080,101.772,52.432,130.123,173.998,4.455,56.904,103.841,33.500,69.784,97.553,32.077,134.772,177.792,7.188,124.616,151.869,58.750,95.508,150.321,115.613,99.145,149.923,29.056,127.434,178.381,48.812,129.029,169.121,119.375,130.310,161.208,28.800,111.873,151.527
7,153.342,109.421,166.224,76.100,106.341,160.460,48.762,99.695,153.748,77.333,108.295,214.435,39.391,100.745,145.583,41.133,105.945,151.638,53.607,93.018,193.107,92.818,112.663,162.518,27.525,94.760,116.356,14.812,134.415,171.929,64.905,102.385,210.313,106.517,92.340,159.527,67.250,87.129,157.985,68.111,123.684,168.632,153.118,107.179,156.984,42.864,123.408,160.480,58.118,117.771,161.072,236.172,97.503,160.458,66.452,126.483,171.121,25.765,113.382,218.505,92.378,117.700,173.785,152.556,118.519,168.063,140.364,90.176,153.602,19.433,65.904,102.032,73.946,129.990,174.391,0.000,NaN,NaN,34.833,69.304,97.625,27.000,135.180,177.966,23.938,124.735,151.444,97.875,95.348,150.400,93.032,99.023,149.691,34.944,127.222,178.174,65.312,129.110,168.724,134.083,130.193,161.235,27.900,112.355,151.705
8,158.203,109.385,166.115,104.833,106.424,160.183,99.286,99.975,153.918,78.000,108.386,214.672,63.971,100.965,145.508,76.900,105.818,151.916,49.213,93.404,193.202,122.864,112.639,162.327,47.725,94.549,115.933,15.438,134.485,171.485,70.048,102.509,210.280,101.034,92.086,159.379,147.917,87.140,158.547,86.778,123.674,168.443,261.588,107.217,157.089,70.455,123.600,160.593,27.294,117.775,160.726,197.759,97.603,160.378,102.065,126.764,171.070,59.235,113.389,218.248,97.784,117.852,173.899,135.167,118.342,167.936,185.455,90.180,153.635,22.800,65.981,101.643,52.432,129.893,174.203,7.773,57.344,104.444,44.708,69.094,97.614,9.231,134.966,178.614,48.750,124.616,151.812,71.500,95.194,150.323,81.355,98.940,149.709,38.167,126.934,178.037,39.062,129.062,169.311,119.667,130.281,161.062,18.100,112.509,151.284
9,111.620,109.472,166.126,106.400,106.316,160.329,36.190,100.215,153.769,88.238,108.298,214.197,60.435,100.593,145.421,60.300,105.811,151.699,32.492,93.058,192.811,124.636,112.955,162.378,37.275,94.756,116.090,11.250,134.382,171.148,92.333,102.307,210.564,119.172,92.382,159.281,96.458,87.245,158.096,39.111,123.445,168.697,180.647,107.246,156.926,49.045,123.276,160.544,64.824,117.576,160.762,199.655,97.437,160.548,113.742,126.680,170.989,45.471,113.386,218.368,149.514,117.637,173.981,128.528,118.341,167.961,148.455,90.107,153.423,17.767,65.837,101.709,48.757,130.257,174.424,0.000,NaN,NaN,20.958,69.792,97.560,16.077,134.701,178.076,5.062,124.316,151.634,39.375,95.374,150.092,77.032,98.948,149.829,30.333,127.366,177.855,102.000,129.105,169.326,138.375,130.497,161.016,16.200,111.761,151.473
10,158.911,109.240,166.260,100.633,106.534,160.294,45.905,100.087,153.981,97.714,108.368,214.423,93.681,100.534,145.502,37.467,106.108,151.524,39.410,93.095,193.270,101.318,112.835,162.504,46.575,94.542,116.170,42.625,134.485,171.547,98.762,102.232,210.451,106.828,92.169,159.521,91.875,86.910,158.567,82.167,123.781,168.652,243.588,107.322,157.177,63.318,123.155,160.387,34.000,118.266,160.806,193.483,97.493,160.433,109.032,126.567,171.058,43.824,113.302,218.584,91.405,117.638,173.791,168.722,118.274,167.826,158.591,90.020,153.575,19.300,65.642,101.372,83.027,129.989,174.296,6.045,57.608,104.215,22.417,69.346,97.696,39.154,135.161,178.054,12.938,124.571,152.605,33.750,95.060,150.383,97.935,99.074,149.863,29.333,127.768,178.323,69.312,129.161,169.196,93.625,130.382,161.077,18.500,112.286,151.908
11,139.241,109.163,166.183,97.167,106.305,160.264,44.190,100.148,153.465,93.381,108.299,214.509,74.551,100.668,145.500,53.167,105.884,151.895,62.754,93.236,193.362,126.773,112.811,162.447,46.150,94.602,116.333,16.875,134.735,171.306,71.524,102.331,210.489,107.000,92.168,159.533,125.292,87.012,158.363,59.611,123.760,168.517,217.235,107.195,156.960,51.227,123.284,160.564,58.294,117.847,161.023,195.207,97.551,160.523,86.387,126.762,171.032,81.647,113.423,218.403,100.919,117.432,173.877,169.583,118.403,167.773,158.545,89.970,153.510,37.067,65.740,101.777,71.027,130.096,174.250,1.955,56.784,104.502,51.417,69.289,97.613,37.154,135.279,177.813,14.062,124.774,151.972,43.875,95.582,150.386,67.097,99.196,149.718,16.667,127.345,178.794,66.938,129.035,168.816,104.208,130.356,160.990,7.500,112.106,150.964
12,119.241,109.262,166.302,118.400,106.266,160.331,65.571,99.707,153.861,100.429,108.264,214.291,70.986,101.027,145.564,49.033,106.197,151.821,56.426,93.089,193.016,143.909,112.810,162.589,36.875,94.651,116.415,35.375,134.496,171.592,131.048,102.275,210.166,98.793,92.306,159.620,118.042,86.874,158.387,116.444,123.786,168.615,238.941,107.243,157.058,45.909,123.307,160.695,37.765,117.492,160.678,221.034,97.433,160.715,142.258,126.515,171.269,69.412,113.482,218.437,75.730,117.705,174.130,202.750,118.417,168.004,167.773,90.011,153.531,36.300,65.823,101.843,42.703,130.033,174.213,4.591,57.278,103.585,61.375,69.148,97.749,21.000,134.740,178.316,12.312,124.542,151.734,33.500,95.383,150.552,58.452,98.977,149.894,21.722,127.118,177.973,47.875,128.941,169.287,110.250,130.487,161.073,10.900,112.412,151.489
13,150.532,109.461,166.194,91.067,106.274,160.281,67.429,99.883,153.825,99.238,108.492,214.503,77.159,100.579,145.569,53.867,106.116,151.452,83.082,93.268,193.236,137.409,112.611,162.561,43.525,94.459,116.344,14.688,134.741,171.993,108.190,102.353,210.297,97.862,92.259,159.308,111.417,86.910,158.578,52.722,123.977,168.657,197.059,107.242,156.968,43.955,123.341,160.271,42.294,117.973,161.170,182.517,97.489,160.474,84.645,126.636,171.520,50.412,113.298,218.407,133.351,117.493,173.795,135.583,118.455,168.008,129.545,90.088,153.469,6.200,65.967,101.550,62.108,130.102,174.559,2.636,56.698,103.797,72.417,69.330,97.910,31.000,134.798,178.031,20.125,124.563,152.004,88.125,95.398,150.498,126.452,98.986,149.992,30.278,127.327,178.152,63.375,128.987,169.274,120.958,130.389,160.941,25.300,112.032,151.051
14,128.380,109.405,166.261,115.800,106.297,160.188,48.190,100.034,153.824,81.714,108.364,214.216,79.826,100.483,145.420,41.200,106.331,151.456,48.885,93.214,192.929,98.091,112.833,162.598,40.625,94.662,115.786,28.875,135.101,171.727,114.190,102.356,210.275,106.310,92.312,159.471,105.875,86.980,158.303,67.889,123.749,168.655,187.706,107.124,157.091,46.727,123.236,160.283,75.059,117.497,160.730,187.069,97.479,160.583,97.032,126.651,171.291,83.588,113.405,218.513,120.432,117.759,173.952,164.250,118.289,167.991,158.955,90.051,153.460,27.867,65.819,101.989,81.568,130.135,174.606,9.227,57.175,103.715,55.083,69.486,97.780,9.615,135.070,178.070,22.375,124.542,151.910,75.625,94.982,150.322,66.903,99.068,149.800,32.000,127.656,177.959,83.812,129.276,169.069,118.917,130.187,160.696,10.000,112.130,151.708
15,158.304,109.448,166.388,128.133,106.576,160.411,99.619,99.690,153.683,74.857,108.294,214.111,65.014,100.924,145.460,81.467,106.033,151.654,42.197,93.387,193.075,134.364,112.649,162.423,28.675,94.645,116.740,33.625,134.858,171.374,53.095,102.268,210.719,138.207,92.215,159.474,105.375,86.949,158.397,57.444,123.737,168.454,287.176,107.259,156.778,60.091,123.702,160.567,29.176,118.006,161.113,242.000,97.465,160.680,77.806,126.522,171.213,48.824,113.633,218.603,121.784,117.700,173.837,174.944,118.430,167.933,206.227,90.037,153.604,39.633,65.791,101.696,78.108,130.061,174.195,3.364,56.885,103.083,60.333,69.535,97.573,36.000,134.591,177.895,30.562,124.753,152.281,51.500,95.369,150.192,86.129,98.863,149.834,16.222,127.303,178.230,57.938,129.224,169.013,139.542,130.260,160.849,18.900,112.350,152.065
16,151.316,109.293,166.229,91.600,106.394,160.484,87.000,99.946,154.012,73.095,108.218,214.440,101.362,100.894,145.688,65.533,106.003,151.532,36.164,93.010,192.782,168.818,112.743,162.329,31.775,94.554,116.056,23.188,134.577,171.460,93.048,102.235,210.175,101.241,92.155,159.306,73.542,87.194,158.257,74.778,123.795,168.532,279.588,107.140,156.950,59.500,123.306,160.336,53.059,117.948,160.993,244.483,97.419,160.477,108.387,126.603,170.911,42.235,113.242,218.133,154.811,117.547,173.848,180.417,118.401,167.986,213.818,90.089,153.520,53.000,65.772,101.981,65.027,130.157,174.117,3.091,56.169,104.005,51.583,69.410,97.684,21.462,134.757,178.098,14.625,124.885,151.589,82.875,95.331,150.461,71.161,98.979,149.780,36.389,127.135,178.354,36.438,129.040,169.227,115.250,130.376,161.128,2.000,112.375,150.815
17,163.468,109.380,166.479,106.000,106.500,160.279,77.429,100.087,153.856,104.619,108.363,214.527,91.362,100.822,145.558,72.433,105.897,151.604,40.689,93.178,192.917,107.136,112.812,162.531,38.125,94.615,115.999,40.812,134.835,171.658,124.952,102.200,210.415,85.034,92.224,159.495,98.250,86.973,158.381,89.000,123.673,168.698,265.353,107.199,157.073,57.318,123.377,160.667,72.059,117.498,160.742,217.069,97.525,160.401,139.161,126.675,171.216,55.588,113.360,218.413,123.784,117.682,173.806,161.583,118.358,167.968,173.000,89.943,153.602,32.033,65.566,101.755,74.108,129.862,173.941,13.864,57.425,103.449,61.083,69.570,97.704,12.077,134.689,178.022,46.125,124.708,151.924,35.500,95.515,150.358,58.839,99.076,149.883,4.667,127.115,178.339,54.500,129.279,169.035,121.167,130.430,161.003,21.800,112.256,151.473
18,122.278,109.241,166.395,90.567,106.412,160.379,62.714,100.332,153.743,119.190,108.430,214.362,67.391,100.842,145.591,93.767,106.051,151.765,57.672,93.220,193.135,125.091,112.601,162.504,37.675,94.571,115.985,3.062,134.480,171.357,87.762,102.281,210.487,114.621,92.176,159.506,126.833,87.060,158.120,69.111,123.333,168.614,280.647,107.211,156.977,72.955,123.493,160.482,42.941,118.025,161.023,239.931,97.451,160.467,76.645,126.550,171.466,63.647,113.401,218.153,118.486,117.788,173.655,140.833,118.181,168.079,246.045,90.066,153.415,46.600,65.834,101.540,58.432,130.103,173.841,3.227,57.178,103.782,63.917,69.401,97.952,33.077,134.784,178.465,48.562,124.686,152.370,70.000,95.445,150.394,144.645,98.846,149.712,37.889,127.345,178.179,66.375,129.047,169.111,156.667,130.272,160.973,17.600,112.667,151.303
19,156.911,109.418,166.216,97.633,106.381,160.406,88.476,99.821,153.879,134.905,108.186,214.337,95.855,100.544,145.479,71.567,105.922,151.647,64.754,93.226,192.944,107.500,112.698,162.375,28.400,94.717,115.764,25.812,134.831,171.668,126.619,102.265,210.447,78.724,92.313,159.560,76.042,87.086,158.584,58.944,123.625,168.681,203.471,107.198,156.971,33.409,123.143,160.801,44.706,117.756,160.812,269.000,97.484,160.553,134.258,126.720,171.080,36.941,113.666,218.567,200.649,117.641,173.705,234.528,118.441,167.958,141.909,90.053,153.671,35.300,65.872,101.494,98.541,130.082,174.742,5.364,57.581,104.310,72.208,69.430,97.577,29.769,135.007,178.222,13.062,124.830,151.944,83.250,95.332,150.255,112.258,99.116,149.842,21.389,127.282,178.172,64.562,128.971,168.876,107.625,130.378,161.003,40.000,112.319,151.678
20,168.228,109.297,166.238,97.067,106.248,160.176,95.667,99.998,153.870,119.810,108.273,214.446,66.551,100.793,145.531,109.167,106.082,151.555,31.836,93.148,193.269,134.545,112.631,162.447,49.750,94.590,116.161,51.625,134.587,171.777,142.095,102.355,210.135,104.414,92.256,159.576,98.333,86.983,158.461,100.000,123.701,168.330,241.941,107.149,156.944,50.136,123.160,160.354,40.706,117.221,160.915,208.690,97.539,160.653,112.710,126.713,171.332,45.353,113.328,218.195,135.081,117.852,173.653,179.556,118.311,167.855,192.909,89.934,153.617,69.700,65.783,101.668,82.865,130.124,174.289,0.909,56.048,103.881,78.125,69.689,97.777,12.538,134.980,178.291,18.938,124.641,151.786,49.375,95.126,150.408,88.839,99.005,149.845,48.056,127.458,178.260,34.688,129.207,169.132,122.333,130.277,160.765,66.000,112.207,151.705
21,485.241,109.395,166.238,117.600,106.605,160.208,59.333,99.938,153.781,80.143,108.169,214.248,109.652,101.172,145.522,74.500,105.812,151.613,54.590,93.212,192.863,540.636,112.585,162.533,44.725,94.309,116.270,54.125,134.785,171.725,93.810,102.209,210.518,127.207,92.171,159.599,84.708,87.106,158.042,78.000,123.649,168.581,203.882,107.194,157.143,58.455,123.374,160.411,35.176,117.429,160.925,235.690,97.421,160.466,123.226,126.576,171.261,87.824,113.372,218.636,55.892,117.765,173.688,206.889,118.385,168.014,150.409,89.815,153.558,37.800,65.901,101.448,68.703,130.099,174.155,5.773,57.139,103.863,90.375,69.342,97.777,22.846,134.767,178.233,25.688,124.852,152.195,46.375,95.460,150.152,82.968,98.895,149.887,37.889,127.507,178.525,60.625,129.050,169.003,107.583,130.389,160.855,21.000,112.208,151.966
22,795.013,109.330,166.174,1718.967,106.370,160.330,83.905,99.882,153.801,70.762,108.201,214.364,93.391,100.914,145.459,106.533,105.875,151.704,54.393,93.107,193.137,1159.682,112.733,162.524,42.800,94.479,116.100,51.000,134.547,171.452,130.762,102.342,210.170,120.310,92.132,159.526,110.500,87.128,158.055,74.667,123.519,168.530,567.176,107.229,157.343,70.636,123.492,160.406,45.941,117.953,160.823,193.172,97.409,160.574,97.161,126.442,171.393,34.824,113.456,218.329,131.784,117.724,173.668,169.917,118.381,167.933,179.500,90.106,153.846,56.333,65.711,101.621,82.108,130.200,174.051,4.682,56.762,103.183,84.958,69.223,97.763,32.462,135.179,177.853,15.750,124.912,151.494,24.500,95.376,150.231,102.581,98.841,149.843,64.889,127.515,177.885,38.125,129.078,168.968,122.958,130.415,160.923,29.600,112.248,151.193
23,691.418,109.334,166.309,1084.367,106.349,160.335,1279.190,99.991,153.735,125.476,108.276,214.391,98.870,100.589,145.649,105.867,106.023,151.840,43.639,93.211,192.844,952.364,112.635,162.453,30.425,94.802,116.142,69.625,134.952,171.524,112.190,102.227,210.579,112.759,92.124,159.753,121.833,87.071,158.059,60.722,123.641,168.475,406.765,107.211,157.258,36.727,123.687,160.197,59.471,117.965,160.943,220.793,97.544,160.434,91.484,126.561,171.007,50.941,113.395,218.440,99.027,117.653,173.564,181.583,118.409,168.042,162.136,90.026,153.559,50.867,65.892,101.592,77.730,130.177,174.068,0.182,56.963,103.153,84.333,69.303,97.696,35.231,134.693,178.165,6.812,124.997,152.692,41.875,95.481,150.197,150.516,99.016,149.925,28.611,127.455,178.327,53.688,129.072,169.084,101.500,130.330,161.140,27.800,112.124,151.557
24,722.684,109.368,166.252,1026.733,106.405,160.378,1234.571,99.873,153.772,81.524,108.337,214.596,76.580,100.757,145.642,96.700,106.032,151.790,34.393,92.925,193.199,916.091,112.648,162.489,52.275,94.428,116.284,67.188,134.687,171.567,104.143,102.197,210.552,147.793,92.142,159.454,118.250,87.078,158.067,101.278,123.743,168.642,476.824,107.223,157.280,59.818,123.415,160.616,66.588,117.508,161.015,246.034,97.577,160.576,122.903,126.715,171.198,24.294,113.409,218.550,135.243,117.682,173.771,164.278,118.529,167.985,150.318,90.002,153.698,76.433,65.471,101.540,53.676,130.073,174.058,14.318,57.122,103.717,79.125,69.263,97.731,48.846,134.662,178.140,31.750,124.594,152.018,23.750,95.480,150.216,131.806,99.201,150.182,23.556,127.481,178.071,50.875,129.173,168.815,160.250,130.146,160.736,3.100,112.685,151.745
25,321.114,109.345,166.285,622.233,106.362,160.410,558.381,100.144,153.796,121.714,108.219,214.515,79.855,100.754,145.611,92.433,106.221,151.758,32.000,93.375,193.477,382.182,112.607,162.509,41.175,94.690,115.593,47.188,134.720,171.601,103.952,102.365,210.202,146.345,92.204,159.588,88.000,87.123,158.054,72.056,123.774,168.829,276.118,107.216,157.181,65.727,123.479,160.403,31.118,117.949,160.873,203.414,97.460,160.633,109.419,126.667,171.311,51.294,113.510,218.557,127.568,117.811,173.840,155.222,118.541,167.907,180.045,89.858,153.516,52.667,65.734,101.842,85.351,130.159,174.298,3.409,57.195,103.385,127.000,69.444,97.692,46.231,134.577,177.880,26.125,124.676,152.022,46.250,95.276,150.332,116.129,99.275,149.877,28.444,127.475,178.191,57.438,128.981,169.194,142.125,130.434,160.873,27.500,112.058,152.028
26,168.861,109.286,166.314,83.200,106.541,160.299,175.476,100.049,153.935,1338.095,108.269,214.378,96.870,100.682,145.535,110.000,105.864,151.855,77.738,93.153,193.125,171.545,112.545,162.476,44.600,94.397,116.318,66.375,134.805,171.283,102.905,102.188,210.342,126.172,92.080,159.555,81.833,87.063,158.410,94.278,123.722,168.895,275.353,107.239,156.947,54.909,123.308,160.661,67.824,117.862,160.720,202.000,97.619,160.430,101.548,126.744,171.025,74.118,113.592,218.550,132.000,117.857,173.774,183.389,118.440,167.967,148.909,90.064,153.695,55.433,65.702,101.663,38.541,130.013,174.148,5.682,57.589,103.541,91.917,69.321,97.630,22.308,134.823,177.976,44.688,124.485,151.962,15.375,95.224,150.064,118.258,99.125,149.859,37.667,127.470,177.968,38.812,129.197,169.195,122.708,130.442,160.794,14.000,112.450,151.745
27,171.241,109.308,166.412,128.800,106.441,160.352,42.048,99.935,153.909,1362.810,108.256,214.400,88.841,100.991,145.534,121.733,105.881,151.730,43.213,93.277,193.157,155.545,112.736,162.550,40.550,94.579,116.200,25.625,134.477,171.613,129.476,102.305,210.378,100.138,92.079,159.428,89.500,86.897,158.010,64.000,123.649,168.381,195.588,107.327,157.055,61.318,123.666,160.546,68.529,117.426,160.996,185.621,97.493,160.358,97.548,126.599,171.347,100.647,113.346,218.248,146.486,117.662,173.913,149.028,118.238,167.873,158.727,89.895,153.576,56.300,65.705,101.635,58.973,130.014,174.646,12.000,57.568,103.683,85.500,69.481,97.571,33.077,134.375,178.275,43.000,124.469,151.587,69.875,95.350,150.341,66.581,99.043,149.731,30.056,127.708,178.128,25.500,129.206,168.855,178.875,130.298,161.020,8.400,112.065,152.040
28,133.519,109.430,166.297,101.300,106.324,160.248,59.381,100.209,153.744,325.095,108.276,214.332,96.957,100.621,145.612,86.233,106.117,151.631,45.639,93.181,193.403,130.864,112.742,162.536,47.975,94.568,116.257,51.438,134.687,171.261,121.857,102.257,210.419,95.828,92.258,159.507,135.458,87.143,158.231,57.778,123.769,168.781,264.294,107.232,156.836,39.773,123.315,160.695,24.706,117.954,161.140,171.103,97.623,160.481,118.581,126.643,171.226,85.824,113.251,218.385,151.459,117.631,173.833,196.028,118.273,168.015,195.227,89.982,153.503,84.200,65.582,101.575,85.297,130.167,174.205,2.273,57.567,103.515,79.208,69.432,97.590,27.000,134.872,177.940,23.000,124.693,151.599,47.875,95.311,150.457,92.710,98.743,149.870,33.556,127.317,177.980,69.438,129.240,168.986,75.292,130.343,161.020,5.400,112.134,151.096
29,184.684,109.190,166.340,99.400,106.497,159.982,58.381,99.877,153.684,113.048,108.282,214.543,92.058,100.445,145.548,86.233,105.989,151.829,34.689,93.083,193.056,130.500,112.660,162.357,32.500,94.944,115.812,58.188,134.709,171.645,91.476,102.329,210.457,124.103,92.221,159.437,114.333,87.048,158.059,117.000,123.631,168.751,210.471,107.184,157.073,41.045,123.349,160.714,77.235,117.737,160.966,251.655,97.465,160.633,117.355,126.736,171.046,104.412,113.262,218.379,102.378,117.700,173.772,174.806,118.243,167.927,154.682,89.996,153.486,91.100,65.710,101.532,55.027,130.089,174.245,0.000,NaN,NaN,67.708,69.653,97.718,46.154,135.120,177.926,74.188,124.960,151.802,55.750,95.283,150.607,120.323,99.435,149.816,35.944,127.168,178.239,54.875,129.051,169.313,85.458,130.377,160.706,4.700,112.006,151.336
30,156.101,109.344,166.375,107.000,106.468,160.330,36.429,100.015,153.799,83.381,108.296,214.129,102.087,100.805,145.587,57.200,105.935,151.901,39.705,93.103,193.594,146.682,112.597,162.584,43.325,94.483,115.891,79.250,134.664,171.411,83.667,102.412,210.363,111.069,92.220,159.662,89.542,87.158,158.475,93.000,123.637,168.588,201.412,107.252,156.972,31.455,123.407,160.440,49.647,117.591,160.952,227.690,97.572,160.614,124.581,126.685,171.359,75.235,113.351,218.645,137.027,117.953,173.767,209.861,118.229,167.990,241.000,89.983,153.967,55.167,65.852,101.535,54.919,130.193,174.203,0.364,57.505,103.695,122.417,69.535,97.524,32.385,134.730,178.074,15.500,124.869,151.975,81.000,95.008,150.506,131.548,98.838,149.711,36.833,127.293,178.300,54.625,129.127,169.101,95.667,130.129,160.587,36.800,112.340,151.326
31,164.354,109.275,166.429,118.200,106.423,160.476,105.143,100.011,153.760,92.476,108.296,214.368,131.043,100.485,145.580,73.900,106.125,151.794,59.803,93.219,193.034,175.318,112.716,162.399,45.250,94.491,115.987,44.000,134.716,171.227,117.667,102.293,210.282,132.276,92.225,159.810,101.042,87.078,158.108,113.889,123.684,168.498,189.882,107.342,157.042,77.773,123.440,160.638,24.529,118.026,161.048,204.966,97.550,160.568,122.129,126.573,171.192,65.118,113.199,218.707,130.270,117.665,173.916,189.917,118.358,168.011,168.136,89.949,153.699,79.067,65.728,101.907,49.243,130.035,174.155,3.045,57.477,104.033,110.542,69.474,97.758,9.385,134.705,177.851,43.562,124.803,152.171,59.625,95.450,150.329,90.194,99.022,149.737,22.778,127.440,178.441,84.812,129.016,169.108,102.000,130.172,160.820,25.500,112.165,151.685
32,171.747,109.377,166.254,108.233,106.145,160.479,88.095,100.096,153.707,83.048,108.239,214.357,120.145,100.602,145.590,105.633,106.126,151.825,57.803,93.163,193.013,149.909,112.753,162.525,42.425,94.383,116.513,41.062,134.725,171.536,120.333,102.288,210.454,164.000,92.245,159.583,123.708,87.119,158.282,68.389,123.903,168.462,240.647,107.143,156.907,52.545,123.393,160.415,55.059,117.937,160.879,192.862,97.535,160.430,133.548,126.548,171.343,95.059,113.236,218.547,150.811,117.548,173.964,173.333,118.563,167.990,189.500,90.039,153.681,84.300,65.682,101.389,66.865,130.003,174.080,0.182,56.575,103.075,114.667,69.297,97.695,38.154,134.699,177.952,34.875,124.606,151.758,72.875,95.220,150.333,134.387,98.876,150.012,41.889,127.653,178.440,70.125,129.185,169.116,92.625,130.352,160.867,18.800,112.235,151.560
