experiment_type,experiment_name,experiment_size,experiment_length_in_minutes,num_of_frames,frames_frequency (sec),num_of_arcos_events,community_id,additional_communities,community_size,event_cells,event_start_cell,event_end_cell,event_length_in_seconds,activated_cells,info_spread_rate (avg between 2 adjacent cells) - cells per second
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,16,[],3,[ 5  8 19],[5],[5],31.995,4,0.6532199780583291
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,17,[],3,[17 23 49],[17],[23],35.550000000000004,4,0.6388618918625004
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,18,[],3,[ 1  2 39],[1],[39],39.105000000000004,3,0.4468018276740874
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,19,[],4,[ 3 29 31 41],[3],[29 31],53.325,6,0.634359559034079
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,20,[],6,[10 17 23 43 48 49],[10 17],[43],39.105000000000004,6,0.3047278206951508
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,21,[],3,[22 40 43],[40],[43],28.44,3,0.9254419930735368
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,22,[],4,[17 28 30 50],[30],[28],53.325,5,0.7921078736613882
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,23,[],3,[ 2 26 52],[52],[26],35.550000000000004,3,0.3144097216746894
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,24,[],3,[ 7  8 19],[7],[19],31.995,3,0.485897748984069
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,25,[],5,[10 16 24 30 33],[10 33],[16],46.215,5,0.610303854778263
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,26,[],3,[ 1  2 39],[1],[1 2],24.885,3,1.1829325345980555
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,27,[],3,[47 53 54],[47],[54],17.775000000000002,3,1.5414735893323914
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,28,[],3,[29 31 41],[41],[41],14.22,3,3.432159969609069
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,29,[],3,[ 7  8 19],[8],[7 8],42.660000000000004,3,0.49531885748432253
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,30,[],3,[10 23 49],[49],[10],31.995,3,0.6542058286972402
cbx_inhibitor_3.125,sample_1,55,35.55,600,3.555,32,31,[],4,[12 29 31 41],[41],[29 31],17.775000000000002,4,2.4918279586089698
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,0,[],3,[12 13 14],[12],[14],20.872,3,2.5151610860565707
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,1,[],6,[ 9 17 18 27 36 45],[9],[27],36.525999999999996,6,2.1926512113710226
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,2,[],3,[ 7 11 16],[11],[16],15.654,3,2.3567486956382897
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,3,[],5,[ 0  3  7 11 16],[16],[0],31.308,5,1.3404681231158988
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,4,[],6,[ 0  7 10 11 24 30],[24],[7],57.397999999999996,6,0.829823869322418
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,5,[],3,[18 35 36],[18],[35],26.09,3,1.4038447831744354
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,6,[],3,[ 1 14 24],[1],[24],20.872,3,2.0760525823554423
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,7,[],3,[ 8 23 33],[33],[23],33.917,4,0.5524774956682394
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,8,[],3,[17 18 27],[17],[27],28.698999999999998,3,0.40613865178428316
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,9,[],3,[ 9 27 36],[ 9 36],[27],23.481,3,0.6288754106282718
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,10,[],6,[17 19 34 35 42 45],[19],[45],49.571,6,1.5827710957525252
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,11,[],3,[12 13 21],[12],[21],26.09,3,0.6589145852673995
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,12,[],6,[ 2  5  6 20 37 38],[37],[5],44.353,6,1.2204677987200732
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,13,[],3,[ 1 24 30],[1],[30],23.481,3,3.1716785187140393
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,14,[],5,[18 19 34 35 47],[18],[35],28.698999999999998,6,3.4133098907419472
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,15,[],3,[10 11 30],[11],[30],39.135,3,1.2088895452899218
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,16,[],3,[ 9 18 47],[9],[18 47],26.09,4,0.9294015164754891
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,17,[],4,[19 25 34 35],[35],[19 34],20.872,4,2.2004616100443357
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,18,[],4,[ 1 14 24 30],[24],[1],33.917,4,1.4401170321748265
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,19,[],5,[ 9 29 35 45 50],[29 50],[35],31.308,6,1.078129333614352
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,20,[],3,[19 29 34],[29],[34],13.045,3,2.4655539611167043
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,21,[],3,[ 1 14 51],[14],[ 1 51],18.262999999999998,3,3.991228648343732
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,22,[],3,[ 6 20 37],[6],[37],23.481,3,0.6762617597459213
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,23,[],4,[ 9 18 44 45],[18],[45],36.525999999999996,5,1.9604612667624464
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,24,[],5,[12 13 24 47 51],[24],[13],39.135,5,1.2869510673849511
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,25,[],5,[ 9 29 42 44 45],[45],[44],33.917,5,1.901432773449086
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,26,[],3,[12 21 51],[12 51],[21],20.872,3,0.4679653977797769
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,27,[],7,[17 18 19 29 34 35 47],[17],[34],49.571,8,1.6156279299163454
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,28,[],3,[ 1 14 51],[14],[ 1 51],13.045,3,0.7982457296687463
cbx_inhibitor_3.125,sample_2,53,26.09,600,2.609,30,29,[],3,[ 3  7 10],[3 7],[10],10.436,3,1.7275275497401221
cbx_inhibitor_3.125,sample_3,54,40.67999999999999,600,4.068,11,0,[],5,[ 3  6  7  8 11],[3],[11],61.019999999999996,5,0.3975690679595253
cbx_inhibitor_3.125,sample_3,54,40.67999999999999,600,4.068,11,1,[],3,[ 2 20 21],[2],[20 21],28.476,3,1.2642202109404888
cbx_inhibitor_3.125,sample_3,54,40.67999999999999,600,4.068,11,2,[],4,[ 1 17 18 31],[1],[17],40.67999999999999,4,1.5098074937554007
cbx_inhibitor_3.125,sample_3,54,40.67999999999999,600,4.068,11,3,[],3,[3 6 7],[6],[7],20.339999999999996,3,0.5325242627519223
cbx_inhibitor_3.125,sample_3,54,40.67999999999999,600,4.068,11,4,[],3,[22 23 41],[23],[41],24.407999999999998,3,2.3067758526051905
cbx_inhibitor_3.125,sample_3,54,40.67999999999999,600,4.068,11,5,[],5,[16 28 35 39 43],[16],[35],40.67999999999999,5,1.1182649671971594
cbx_inhibitor_3.125,sample_3,54,40.67999999999999,600,4.068,11,6,[],3,[30 35 51],[30 51],[51],12.203999999999999,3,2.109988342187758
cbx_inhibitor_3.125,sample_3,54,40.67999999999999,600,4.068,11,7,[],3,[16 28 35],[16],[28],32.544,3,1.5075602848908416
cbx_inhibitor_3.125,sample_3,54,40.67999999999999,600,4.068,11,8,[],3,[16 30 50],[50],[30],73.22399999999999,3,0.5315695346251559
cbx_inhibitor_3.125,sample_3,54,40.67999999999999,600,4.068,11,9,[],3,[ 1 18 27],[18 27],[1],28.476,3,0.42610404128849744
cbx_inhibitor_3.125,sample_3,54,40.67999999999999,600,4.068,11,10,[],3,[29 35 50],[35],[29],48.815999999999995,3,0.4073860287131218
cbx_inhibitor_12.5,sample_4,18,41.42605,571,4.353,0,-1,[],0,[],[],[],0.0,0,0.0
cbx_inhibitor_12.5,sample_1,23,37.18281666666667,559,3.991,0,-1,[],0,[],[],[],0.0,0,0.0
cbx_inhibitor_12.5,sample_2,45,55.279999999999994,600,5.528,5,0,[],3,[22 25 27],[22],[27],38.696,3,0.39694319527449223
cbx_inhibitor_12.5,sample_2,45,55.279999999999994,600,5.528,5,1,[],3,[ 7 29 30],[7],[30],27.639999999999997,3,0.49686540848117755
cbx_inhibitor_12.5,sample_2,45,55.279999999999994,600,5.528,5,2,[],3,[22 25 27],[27],[25],33.168,3,0.6631678444043969
cbx_inhibitor_12.5,sample_2,45,55.279999999999994,600,5.528,5,3,[],3,[ 9 14 39],[9],[14],44.224,3,1.382651102710225
cbx_inhibitor_12.5,sample_2,45,55.279999999999994,600,5.528,5,4,[],3,[20 28 36],[28],[36],49.751999999999995,3,1.0533111504176582
cbx_inhibitor_12.5,sample_3,52,87.19,600,8.719,1,0,[],5,[ 5  6 13 14 15],[ 5  6 13],[13 14],34.876,5,1.3706822846658056
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,0,[],3,[ 2  7 31],[2],[31],28.008000000000003,3,0.6911693567518353
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,1,[],5,[15 16 21 37 38],[21 37],[16],18.672,5,2.2114153108344072
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,2,[],3,[10 14 43],[10],[43],18.672,3,1.6670746088505068
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,3,[],3,[12 25 42],[25],[42],28.008000000000003,3,1.1331072966760205
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,4,[],4,[ 2  7 11 17],[7],[7],37.344,5,0.9976431270374064
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,5,[],3,[ 1 28 46],[1],[46],15.56,3,1.2236347838808719
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,6,[],4,[10 14 43 44],[14],[43],31.12,4,2.224978026217541
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,7,[],3,[ 2  7 31],[31],[2],21.784,3,1.1124082989285853
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,8,[],3,[20 25 46],[25],[46],28.008000000000003,3,1.0164980029290733
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,9,[],3,[18 41 42],[18],[41],15.56,3,2.9058941338612643
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,10,[],3,[ 1  3 46],[1],[3],15.56,3,3.3680722330602166
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,11,[],4,[10 14 43 44],[44],[10],21.784,4,1.9078650340183874
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,12,[],3,[ 5 10 43],[5],[10],31.12,3,1.0347069121718344
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,13,[],3,[26 41 47],[47],[26 41],18.672,3,1.831834987137162
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,14,[],3,[21 37 54],[37],[54],34.232,3,0.6309757363427664
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,15,[],3,[16 36 39],[36],[16],18.672,3,2.7276333414521066
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,16,[],3,[ 4 47 51],[51],[ 4 47 51],12.448,3,2.0283317828870584
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,17,[],3,[ 2 11 17],[17],[2],21.784,3,1.1640638726486048
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,18,[],3,[ 1  3 46],[46],[3],21.784,3,1.919411788392044
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,19,[],3,[15 16 38],[15 16],[38],12.448,3,3.8125294808201704
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,20,[],3,[10 14 44],[14],[44],31.12,3,1.1874057258944242
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,21,[],5,[ 1  3 22 27 48],[27],[22],31.12,5,1.0605085587173289
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,22,[],4,[ 1  3 28 41],[28],[3],21.784,4,0.8873196782437628
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,23,[],3,[ 4 26 41],[41],[ 4 26],15.56,3,1.6389523756874238
cbx_inhibitor_washout,sample_4,57,31.12,600,3.112,25,24,[],3,[ 3 22 29],[ 3 22 29],[29],18.672,4,0.9922680214756064
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,0,[],3,[ 6 11 12],[6],[12],40.144,3,0.43669163810996575
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,1,[],3,[ 8 14 56],[8],[14],33.968,3,0.8490902908856364
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,2,[],4,[19 22 47 55],[47],[22],27.792,4,0.5904998617491725
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,3,[],5,[ 7 13 30 32 47],[7],[47],49.408,5,1.302903269609355
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,4,[],4,[ 9 36 57 58],[36],[57],33.968,4,0.7933575094533069
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,5,[],3,[ 8 10 42],[42],[10],43.232,3,2.31803697543243
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,6,[],3,[12 52 53],[52],[12],33.968,3,0.9483160714497515
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,7,[],4,[42 54 55 56],[42],[56],55.584,4,0.9177737773331099
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,8,[],3,[26 27 78],[27],[26],24.704,3,1.1531028913872825
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,9,[],4,[ 9 36 57 58],[57],[58],33.968,4,1.78314386819197
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,10,[],3,[16 23 64],[16 64],[23],27.792,3,0.45802544223392994
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,11,[],3,[ 9 50 67],[50],[67],27.792,3,1.486306285313039
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,12,[],5,[ 2  5 33 41 72],[33 41],[5],21.616,5,2.637926058703658
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,13,[],3,[50 67 73],[67],[67],24.704,3,2.056225189431954
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,14,[],3,[16 18 26],[18],[16],18.528,3,2.3072413441572985
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,15,[],3,[17 21 45],[21],[17 21],18.528,3,0.8169073413184174
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,16,[],3,[ 9 35 58],[ 9 58],[35],40.144,3,1.6154021997770827
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,17,[],4,[ 2 36 37 72],[37],[36],24.704,4,1.2004059996745555
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,18,[],5,[50 51 67 73 81],[73 81],[67],40.144,6,1.6977057676156786
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,19,[],3,[10 47 54],[54],[47],21.616,3,1.6671269382444327
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,20,[],3,[18 26 27],[26 27],[18],24.704,3,0.34469923360851445
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,21,[],4,[36 57 58 61],[61],[36 58],21.616,4,1.6821829264862445
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,22,[],3,[33 37 41],[33 41],[37],21.616,3,1.15109982222562
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,23,[],3,[ 4 23 25],[4],[23],18.528,3,1.8111616325969186
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,24,[],4,[ 2 29 37 70],[37],[29],40.144,4,0.5743666630166812
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,25,[],3,[35 57 77],[35 77],[57],18.528,3,1.4943833035013498
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,26,[],5,[ 4 20 23 25 80],[80],[20 23],27.792,5,2.8268919140314916
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,27,[],4,[39 49 50 73],[49],[73],30.880000000000003,4,0.8445092294061225
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,28,[],4,[50 73 81 82],[82],[81],43.232,4,0.5931010094763621
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,29,[],3,[57 61 66],[61],[66],43.232,3,0.6447007725606441
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,30,[],3,[10 42 47],[42],[10 47],15.440000000000001,3,2.6503037342796487
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,31,[],3,[ 1 31 68],[1],[ 1 31],30.880000000000003,3,1.2484072782609226
cbx_inhibitor_washout,sample_1,83,30.88,600,3.088,33,32,[],3,[ 2 61 77],[2],[77],33.968,3,1.25588165434365
cbx_inhibitor_washout,sample_2,63,36.14,600,3.614,10,0,[],3,[ 5 19 30],[19 30],[ 5 19 30],10.841999999999999,3,3.195953975707121
cbx_inhibitor_washout,sample_2,63,36.14,600,3.614,10,1,[],3,[19 28 30],[19 30],[28],32.525999999999996,3,0.4339558486944849
cbx_inhibitor_washout,sample_2,63,36.14,600,3.614,10,2,[],5,[ 2 32 34 46 55],[46],[32],46.982,6,1.8673763147256488
cbx_inhibitor_washout,sample_2,63,36.14,600,3.614,10,3,[],3,[ 0 24 48],[ 0 48],[24],25.298,3,0.4960211392273154
cbx_inhibitor_washout,sample_2,63,36.14,600,3.614,10,4,[],5,[ 5 19 28 30 50],[5],[50],46.982,5,0.8838565232867732
cbx_inhibitor_washout,sample_2,63,36.14,600,3.614,10,5,[],3,[23 31 41],[23],[31 41],39.754,3,1.8500277140281352
cbx_inhibitor_washout,sample_2,63,36.14,600,3.614,10,6,[],3,[ 0 47 48],[47],[48],28.912,3,0.30926451944596367
cbx_inhibitor_washout,sample_2,63,36.14,600,3.614,10,7,[],3,[18 50 51],[50],[18],28.912,3,0.46457413693820093
cbx_inhibitor_washout,sample_2,63,36.14,600,3.614,10,8,[],3,[ 2 14 56],[56],[14],65.05199999999999,4,0.5567761228776029
cbx_inhibitor_washout,sample_2,63,36.14,600,3.614,10,9,[],3,[ 2  3 52],[52],[2],18.07,3,2.145189995231501
cbx_inhibitor_washout,sample_3,45,35.470000000000006,600,3.547,3,0,[],4,[ 1  2 11 12],[11],[2],31.923000000000002,4,0.5963800132542962
cbx_inhibitor_washout,sample_3,45,35.470000000000006,600,3.547,3,1,[],4,[ 1 11 12 15],[1],[15],24.829,4,0.8588910180800985
cbx_inhibitor_washout,sample_3,45,35.470000000000006,600,3.547,3,2,[],3,[ 1 11 15],[11],[15],21.282,3,1.1429450065602145
