 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32
100,354.500,36.961,87.272,82.000,39.893,44.961,593.000,46.698,33.526,369.500,50.826,48.106,80.909,58.395,58.055,146.800,51.448,76.836,204.750,55.076,49.950,711.875,60.411,44.012,459.333,39.708,67.201,787.250,48.682,65.549,342.750,56.289,45.493,102.909,51.508,88.834,251.111,48.594,86.235,527.714,45.360,96.008,728.889,44.173,68.647,73.500,39.783,72.469,90.667,34.842,68.826,172.667,60.696,81.412,186.000,54.493,80.443,242.909,61.179,48.762,146.000,65.009,43.344,67.619,62.003,39.977,184.000,55.492,104.373,189.400,58.029,77.515,177.667,47.185,39.076,280.333,45.001,100.917,455.500,51.321,98.557,67.625,63.579,52.405,334.375,61.922,76.675,95.750,55.932,65.694,128.000,32.465,74.232,543.556,53.788,26.818
101,191.000,36.955,87.228,108.500,39.924,44.964,905.333,46.626,33.487,329.250,50.874,48.129,118.727,58.554,58.339,165.200,51.542,77.000,132.250,55.188,49.773,886.250,60.368,44.052,1499.000,39.697,67.151,583.750,48.633,65.580,378.250,56.267,45.527,171.636,51.604,88.858,268.889,48.498,86.308,499.000,45.406,96.134,810.000,44.185,68.705,172.500,39.640,72.446,105.333,34.628,68.958,113.333,60.635,81.277,293.500,54.561,80.524,96.364,61.160,48.982,60.000,65.103,43.280,51.429,61.816,40.290,276.000,55.517,104.232,161.000,57.979,77.581,135.333,47.142,39.130,352.833,44.856,100.809,371.750,51.280,98.589,179.250,63.731,52.322,476.000,61.990,76.641,227.750,55.935,65.690,146.750,32.622,74.171,606.667,53.815,26.816
102,285.000,36.969,87.238,52.500,39.944,44.978,560.000,46.691,33.438,245.250,50.874,48.125,160.545,58.505,58.012,179.500,51.359,76.929,167.000,54.973,49.877,902.875,60.329,44.046,1455.333,39.660,67.130,1207.000,48.672,65.538,433.500,56.312,45.617,188.182,51.628,88.785,154.667,48.578,86.481,438.143,45.458,96.103,900.444,44.183,68.728,184.000,39.749,72.380,192.000,34.705,69.022,168.000,60.637,81.383,281.750,54.591,80.395,157.818,61.191,48.788,54.000,65.424,43.251,83.333,61.796,40.279,263.750,55.533,104.277,181.200,58.011,77.647,253.833,47.164,38.984,201.833,44.984,100.601,457.750,51.358,98.640,112.875,63.803,52.299,449.375,62.003,76.679,165.750,55.964,65.753,158.750,32.655,74.191,666.222,53.769,26.743
103,279.750,36.917,87.259,74.500,39.859,45.074,682.000,46.698,33.511,268.500,50.887,48.004,165.818,58.513,58.127,166.600,51.426,76.798,252.000,54.958,49.936,778.250,60.223,43.977,1434.667,39.669,67.140,1696.000,48.693,65.549,316.000,56.302,45.596,210.727,51.592,88.813,208.000,48.481,86.352,608.571,45.438,96.177,929.333,44.231,68.666,118.750,39.809,72.461,40.667,34.817,68.939,187.778,60.698,81.346,231.500,54.546,80.503,196.000,61.304,48.914,70.750,65.240,43.086,69.810,61.919,40.059,316.750,55.575,104.339,271.800,57.896,77.524,212.500,47.237,38.971,356.333,45.061,100.777,472.000,51.289,98.678,108.250,63.850,52.340,399.000,62.049,76.773,193.750,55.937,65.722,148.250,32.565,74.263,626.444,53.759,26.843
104,155.750,36.938,87.256,47.250,39.581,44.984,828.667,46.586,33.493,265.750,50.813,48.055,147.455,58.493,58.001,123.600,51.518,76.822,203.250,54.980,49.765,827.500,60.324,44.004,2903.667,39.662,67.081,3863.750,48.670,65.563,351.000,56.349,45.546,179.273,51.595,88.939,125.333,48.574,86.391,490.857,45.418,96.060,948.667,44.196,68.663,134.500,39.711,72.398,85.667,34.678,68.952,255.556,60.634,81.500,162.750,54.525,80.362,154.909,61.157,48.814,129.250,65.139,43.218,55.524,61.723,40.353,158.750,55.476,104.356,257.800,57.989,77.468,137.667,47.136,39.011,383.333,45.037,100.844,494.250,51.334,98.595,136.125,63.721,52.401,431.750,61.992,76.718,163.750,55.971,65.682,144.500,32.450,74.289,595.778,53.790,26.861
105,298.000,36.880,87.217,88.000,39.803,44.753,735.000,46.655,33.448,358.250,50.809,48.042,158.545,58.462,58.097,206.400,51.493,76.832,102.500,55.104,49.811,826.000,60.356,43.991,1818.333,39.676,67.145,3397.250,48.674,65.552,303.750,56.374,45.582,182.909,51.637,88.779,249.778,48.503,86.390,442.286,45.396,96.184,1346.222,44.174,68.651,144.250,39.646,72.489,152.333,34.763,68.903,216.222,60.507,81.392,245.000,54.496,80.424,110.182,61.111,48.955,119.500,65.001,43.351,96.190,61.942,39.994,244.250,55.423,104.387,196.000,57.989,77.458,140.000,47.049,38.992,396.333,44.943,100.788,643.750,51.309,98.571,116.125,63.751,52.466,409.375,62.065,76.747,144.000,55.958,65.728,110.750,32.345,74.329,668.000,53.758,26.789
106,271.500,36.945,87.246,50.250,39.972,45.179,878.000,46.695,33.468,303.750,50.895,48.113,176.909,58.383,58.051,186.300,51.557,76.940,127.500,55.039,50.030,629.125,60.299,44.046,1655.667,39.649,67.120,3098.625,48.641,65.537,255.250,56.335,45.422,172.727,51.517,88.641,166.222,48.521,86.301,464.000,45.378,96.232,1830.000,44.179,68.708,126.000,39.598,72.364,56.667,34.755,69.001,223.556,60.526,81.511,277.000,54.456,80.410,197.455,61.262,48.763,68.000,65.061,43.220,95.429,61.881,40.055,217.250,55.507,104.298,148.000,58.004,77.707,307.333,47.290,38.944,309.667,45.074,100.706,564.000,51.320,98.600,205.875,63.732,52.407,451.250,61.975,76.679,227.750,55.984,65.706,86.500,32.428,74.182,614.889,53.752,26.819
107,232.500,36.883,87.168,78.000,39.810,44.704,589.667,46.558,33.548,177.250,50.853,47.989,226.364,58.356,58.155,133.800,51.554,76.929,121.250,55.150,49.821,856.250,60.302,44.039,1233.000,39.691,67.149,2443.750,48.646,65.541,180.750,56.276,45.476,225.818,51.605,88.888,194.889,48.503,86.380,490.571,45.392,96.089,1524.667,44.187,68.691,72.750,39.689,72.225,62.000,34.715,68.958,217.111,60.597,81.366,274.000,54.584,80.455,171.455,61.185,48.806,65.250,65.012,43.275,86.952,61.782,40.255,139.250,55.614,104.368,207.200,57.944,77.743,322.000,47.122,39.061,352.000,44.987,100.834,626.750,51.323,98.581,85.625,63.539,52.256,282.750,62.009,76.543,119.000,55.930,65.793,44.500,32.613,74.219,643.556,53.804,26.810
108,236.000,36.844,87.264,41.500,39.805,44.978,968.000,46.657,33.477,182.000,50.920,48.008,148.727,58.534,58.285,116.700,51.437,76.970,132.250,55.005,50.107,945.250,60.259,44.020,1707.333,39.688,67.128,2314.250,48.662,65.508,315.000,56.286,45.491,326.909,51.679,88.912,216.222,48.474,86.295,437.571,45.390,96.170,2058.222,44.166,68.682,162.500,39.747,72.299,94.000,34.746,68.977,182.889,60.569,81.367,211.500,54.496,80.434,166.000,61.307,48.921,134.250,65.088,43.216,71.810,61.903,40.159,335.750,55.483,104.335,180.200,57.848,77.756,273.333,47.106,38.954,314.167,44.832,100.653,541.250,51.291,98.517,158.250,63.477,52.269,343.750,61.979,76.603,307.750,55.869,65.718,87.500,32.561,74.137,574.000,53.732,26.795
109,344.750,36.893,87.223,77.250,39.715,44.959,578.000,46.652,33.511,205.000,50.763,48.007,221.273,58.396,58.204,122.300,51.517,76.949,219.250,54.970,49.975,696.000,60.332,43.952,1467.333,39.678,67.095,2688.250,48.665,65.545,484.500,56.254,45.520,173.273,51.705,88.774,254.222,48.524,86.349,499.286,45.510,96.114,1279.778,44.164,68.634,126.500,39.727,72.306,161.333,34.667,68.829,74.000,60.598,81.454,195.500,54.663,80.510,200.000,61.268,48.843,142.000,65.304,43.200,56.476,61.832,39.992,262.250,55.399,104.410,344.800,57.947,77.498,224.833,47.256,39.044,353.333,44.942,100.757,532.750,51.305,98.605,141.125,63.567,52.287,422.375,61.966,76.755,312.250,55.959,65.722,148.750,32.610,74.251,651.556,53.729,26.793
110,234.000,36.959,87.189,124.250,39.834,44.990,636.000,46.576,33.470,325.000,50.797,48.079,101.455,58.504,57.984,138.100,51.426,76.817,197.000,55.034,49.744,802.375,60.322,44.014,1113.000,39.665,67.149,2103.250,48.695,65.540,344.000,56.243,45.568,183.455,51.676,88.752,132.444,48.496,86.297,314.000,45.494,96.090,876.667,44.175,68.646,210.000,39.578,72.351,56.667,34.780,69.092,271.333,60.543,81.418,71.750,54.571,80.549,66.545,61.184,48.892,32.500,64.723,43.247,82.667,61.882,39.833,192.750,55.360,104.313,271.800,57.977,77.583,301.167,47.150,39.036,352.167,44.965,100.734,380.500,51.287,98.578,131.000,63.916,52.519,344.250,61.929,76.757,250.250,56.008,65.751,65.500,32.688,74.180,703.333,53.793,26.878
111,250.000,36.959,87.338,10.250,39.525,45.022,724.667,46.671,33.516,616.500,50.858,48.044,120.182,58.443,57.996,173.300,51.490,76.801,198.500,55.034,49.901,716.750,60.249,44.037,898.667,39.674,67.112,1846.750,48.688,65.567,347.500,56.286,45.644,154.909,51.511,88.882,206.000,48.528,86.310,456.143,45.379,96.145,934.222,44.167,68.625,101.250,39.693,72.400,99.000,34.707,69.138,215.333,60.601,81.361,199.750,54.611,80.469,199.455,61.340,48.905,97.500,65.198,43.280,100.286,61.887,40.168,365.500,55.386,104.264,148.000,57.973,77.650,132.167,47.199,39.038,243.000,45.078,100.716,584.000,51.280,98.624,116.125,63.486,52.417,462.500,61.961,76.761,173.250,56.050,65.669,177.250,32.499,74.238,569.333,53.752,26.831
112,200.500,37.031,87.304,56.500,39.821,45.043,840.333,46.656,33.478,1289.000,50.855,48.076,154.000,58.461,58.176,84.900,51.443,77.027,69.250,54.786,49.968,724.000,60.281,44.029,464.667,39.665,67.157,1404.000,48.696,65.578,493.500,56.246,45.621,127.818,51.614,88.861,303.333,48.530,86.298,429.429,45.347,96.230,709.111,44.180,68.589,43.750,39.552,72.523,77.333,34.588,69.109,224.000,60.603,81.221,311.500,54.613,80.482,218.727,61.208,48.815,233.250,65.179,43.232,126.190,61.951,40.255,183.000,55.473,104.283,347.600,57.926,77.560,209.000,47.123,38.996,341.500,44.999,100.810,452.750,51.345,98.610,128.625,63.605,52.315,378.125,61.947,76.742,303.750,55.883,65.729,127.250,32.598,74.261,403.333,53.782,26.823
113,268.500,36.855,87.240,58.750,39.944,44.963,811.333,46.618,33.464,1634.500,50.842,48.026,83.818,58.326,58.226,123.000,51.558,76.714,142.250,55.004,49.972,786.250,60.361,44.017,366.333,39.664,67.092,774.500,48.662,65.553,399.250,56.275,45.561,266.909,51.591,88.728,162.000,48.424,86.153,354.143,45.384,96.166,910.667,44.177,68.728,84.500,39.772,72.335,211.333,34.699,68.963,294.444,60.631,81.397,303.500,54.668,80.437,184.182,61.264,48.821,136.000,65.367,43.306,57.619,61.938,40.201,176.750,55.438,104.411,254.800,57.934,77.667,293.167,47.041,38.917,219.167,44.945,100.763,365.750,51.260,98.661,73.875,63.696,52.323,357.875,61.971,76.734,157.000,55.953,65.835,49.500,32.835,74.189,656.222,53.732,26.811
114,212.750,36.868,87.188,76.750,39.901,44.821,663.667,46.654,33.496,1680.000,50.852,48.036,185.818,58.399,58.075,186.300,51.539,76.947,142.000,55.111,49.941,755.000,60.357,44.039,461.667,39.663,67.103,687.500,48.645,65.507,442.750,56.266,45.561,228.545,51.593,88.841,201.556,48.492,86.230,509.857,45.415,96.151,773.111,44.202,68.716,79.250,39.699,72.617,145.667,34.747,68.945,101.333,60.740,81.370,225.000,54.466,80.385,151.636,61.253,48.983,89.500,64.973,43.184,55.619,62.124,40.046,158.500,55.464,104.266,181.800,57.910,77.353,125.500,47.111,39.066,296.167,44.860,100.784,488.000,51.289,98.583,173.750,63.751,52.290,366.125,62.038,76.741,334.250,55.899,65.852,41.500,32.541,74.120,725.333,53.764,26.694
115,316.500,36.813,87.322,73.000,39.834,45.053,746.333,46.684,33.485,1686.750,50.834,48.076,146.909,58.373,58.188,169.300,51.376,76.990,72.000,55.106,49.865,767.375,60.372,44.011,579.667,39.638,67.012,650.000,48.733,65.573,611.250,56.349,45.549,193.455,51.651,88.982,70.000,48.267,86.389,416.857,45.412,96.103,668.444,44.157,68.651,125.000,39.666,72.352,69.667,34.759,68.890,231.333,60.600,81.471,345.250,54.553,80.457,211.273,61.208,48.884,42.000,64.849,43.313,108.190,61.929,40.066,150.250,55.410,104.248,213.800,57.959,77.468,207.500,47.108,39.118,322.167,44.911,100.740,646.000,51.349,98.624,85.250,63.605,52.194,380.250,62.017,76.722,315.750,55.949,65.729,132.500,32.617,74.239,687.333,53.781,26.773
116,254.250,36.781,87.327,28.500,39.647,44.972,762.667,46.727,33.478,1282.750,50.850,48.040,158.727,58.402,57.908,198.200,51.489,76.869,260.500,55.018,49.862,712.500,60.323,44.060,412.333,39.683,67.119,622.500,48.665,65.563,2036.000,56.277,45.571,299.455,51.641,88.782,248.667,48.581,86.393,525.714,45.416,96.133,1042.667,44.174,68.655,213.000,39.675,72.392,153.667,34.769,69.017,179.778,60.595,81.351,252.750,54.536,80.401,120.364,61.237,48.851,46.500,65.085,43.273,82.571,62.136,40.006,233.250,55.334,104.390,257.200,57.946,77.516,208.167,47.043,39.009,310.167,44.906,100.776,509.750,51.276,98.588,169.125,63.661,52.498,388.500,61.982,76.784,349.500,55.978,65.790,94.000,32.480,74.310,523.778,53.726,26.841
117,272.000,36.936,87.223,18.000,39.620,44.743,592.667,46.648,33.503,1372.250,50.835,48.026,69.455,58.459,58.358,144.000,51.499,76.892,182.500,55.037,49.671,948.875,60.337,44.011,446.000,39.666,67.183,650.000,48.641,65.628,1884.500,56.293,45.573,133.455,51.741,88.889,198.222,48.611,86.279,503.857,45.488,96.184,833.556,44.170,68.660,168.000,39.672,72.457,217.667,34.836,68.950,145.556,60.577,81.257,140.000,54.574,80.463,113.818,61.057,48.808,173.250,65.104,43.345,67.524,61.817,40.313,223.750,55.548,104.291,268.200,57.959,77.726,269.500,47.187,38.995,273.167,45.040,100.803,554.250,51.277,98.568,114.500,63.666,52.209,396.125,61.965,76.747,366.000,55.989,65.650,92.500,32.454,74.295,652.889,53.826,26.849
118,302.250,36.862,87.229,76.250,39.721,44.991,848.000,46.597,33.451,1074.750,50.817,48.103,64.727,58.520,58.032,120.300,51.445,76.863,192.250,55.006,49.839,743.500,60.277,44.009,339.667,39.631,67.154,464.250,48.682,65.574,1272.750,56.277,45.633,311.455,51.618,88.794,167.556,48.476,86.268,430.571,45.374,96.025,687.778,44.146,68.596,116.250,39.739,72.344,98.333,34.755,68.970,217.333,60.549,81.332,152.500,54.614,80.447,144.545,61.140,48.873,110.000,65.081,43.404,99.143,61.710,40.221,265.000,55.551,104.280,192.000,57.962,77.584,213.833,47.223,39.045,322.667,44.959,100.729,389.750,51.319,98.658,168.000,63.774,52.310,428.875,61.995,76.688,350.250,55.938,65.740,144.750,32.535,74.119,520.222,53.711,26.779
119,313.500,36.926,87.316,64.000,39.880,44.981,560.000,46.684,33.492,562.250,50.842,48.088,123.455,58.422,58.454,184.700,51.420,76.677,191.500,54.990,49.848,844.875,60.331,44.076,285.333,39.715,67.040,608.000,48.744,65.579,705.000,56.233,45.603,190.182,51.525,88.649,209.778,48.402,86.334,363.286,45.406,95.960,685.111,44.166,68.650,178.000,39.553,72.504,115.667,34.611,69.100,262.889,60.702,81.401,247.500,54.650,80.552,129.091,61.314,48.732,80.750,64.914,43.186,88.476,61.732,40.282,297.500,55.428,104.409,300.600,58.021,77.496,232.333,47.195,39.049,240.667,44.910,100.740,561.500,51.335,98.579,163.375,63.699,52.327,277.625,61.961,76.734,261.250,56.037,65.810,262.750,32.570,74.283,709.778,53.788,26.840
120,264.500,37.060,87.242,104.750,39.893,45.037,636.667,46.720,33.495,383.500,50.798,48.025,156.182,58.450,57.867,126.700,51.518,76.903,190.000,54.945,49.951,880.250,60.333,44.008,354.667,39.717,67.107,615.250,48.614,65.523,615.000,56.273,45.581,193.273,51.581,88.755,171.556,48.439,86.372,421.286,45.413,96.184,679.778,44.166,68.707,144.000,39.774,72.474,81.667,34.770,68.785,158.222,60.772,81.551,173.750,54.653,80.519,119.455,61.111,48.847,86.000,65.152,43.266,112.571,61.833,40.256,229.250,55.522,104.386,286.200,57.945,77.494,258.500,47.155,39.061,278.333,45.059,100.720,458.250,51.292,98.570,91.000,63.650,52.567,246.500,61.945,76.722,165.500,55.907,65.791,119.250,32.577,74.231,757.778,53.863,26.775
121,316.250,37.028,87.254,26.500,39.642,45.029,696.333,46.639,33.538,201.500,50.823,47.920,127.818,58.414,58.089,98.100,51.579,76.885,148.500,55.072,49.880,988.250,60.319,43.990,631.000,39.672,67.067,657.000,48.684,65.546,198.250,56.339,45.435,315.273,51.564,88.830,156.222,48.582,86.264,484.857,45.442,96.185,734.667,44.167,68.703,189.250,39.522,72.412,155.333,34.776,68.922,174.667,60.606,81.341,99.750,54.527,80.584,126.727,61.155,48.741,159.500,65.298,43.356,82.286,61.909,40.293,265.250,55.467,104.266,231.800,57.957,77.445,283.000,46.989,39.013,420.000,44.960,100.778,428.250,51.352,98.552,95.250,63.871,52.403,393.250,61.942,76.673,255.750,56.004,65.752,115.750,32.473,74.219,376.222,53.748,26.824
122,299.750,36.892,87.230,87.750,39.820,45.092,792.667,46.721,33.446,409.250,50.862,48.020,80.182,58.306,58.182,169.500,51.358,76.849,155.000,54.980,50.008,879.625,60.338,43.997,426.000,39.696,67.165,625.500,48.645,65.512,317.750,56.284,45.676,183.091,51.604,88.867,215.556,48.544,86.309,334.714,45.388,96.149,721.333,44.151,68.707,108.000,39.733,72.319,120.333,34.727,69.014,125.778,60.625,81.379,165.000,54.580,80.451,163.455,61.161,48.764,129.000,65.127,43.130,95.905,61.689,40.210,268.250,55.402,104.238,221.600,57.966,77.482,160.500,47.001,38.994,253.167,44.941,100.753,570.250,51.307,98.584,102.750,63.664,52.496,395.125,61.981,76.683,200.250,55.960,65.774,89.750,32.535,74.307,500.000,53.747,26.906
123,381.000,36.879,87.245,47.250,39.656,45.105,670.667,46.742,33.482,268.000,50.790,47.968,188.727,58.487,57.910,155.800,51.457,76.863,207.000,54.943,49.912,996.625,60.308,44.005,608.333,39.690,67.126,345.500,48.687,65.536,321.750,56.245,45.604,249.273,51.527,88.746,180.889,48.623,86.329,384.571,45.385,96.113,823.111,44.116,68.676,137.500,39.739,72.445,69.000,34.646,68.893,200.222,60.645,81.449,336.000,54.615,80.441,150.000,61.058,48.751,167.000,65.160,43.269,22.381,61.617,40.290,341.250,55.439,104.358,218.000,57.981,77.608,202.667,47.093,39.031,263.000,44.880,100.727,343.000,51.351,98.589,111.250,63.790,52.435,431.875,61.919,76.784,191.500,55.949,65.747,127.250,32.658,74.235,775.333,53.823,26.773
124,336.000,36.997,87.283,92.500,39.815,44.932,554.667,46.689,33.484,245.250,50.838,47.976,140.364,58.323,58.222,133.100,51.435,76.937,99.500,54.968,50.071,817.625,60.270,44.039,287.667,39.663,67.198,568.500,48.710,65.467,284.000,56.287,45.579,184.182,51.570,88.784,371.556,48.480,86.184,385.286,45.428,96.154,651.556,44.203,68.644,94.250,39.758,72.469,171.333,34.649,68.914,140.667,60.691,81.492,159.250,54.359,80.445,231.818,61.239,48.792,96.750,65.273,43.171,105.048,61.754,40.171,226.750,55.445,104.360,143.800,57.994,77.493,203.000,47.179,39.164,270.000,44.908,100.824,336.750,51.282,98.644,135.250,63.645,52.328,402.500,61.989,76.680,216.750,55.862,65.714,72.000,32.706,74.323,494.667,53.812,26.796
125,330.500,36.878,87.289,138.250,39.794,44.752,814.667,46.683,33.471,292.750,50.773,48.096,105.273,58.476,57.950,94.500,51.533,76.825,196.000,55.031,49.880,754.000,60.365,44.026,473.667,39.712,67.199,516.500,48.755,65.500,325.000,56.371,45.597,207.091,51.606,88.721,157.778,48.482,86.370,456.429,45.413,96.160,799.778,44.165,68.686,96.750,39.599,72.513,111.667,34.838,69.113,212.000,60.508,81.409,231.500,54.560,80.411,223.273,61.338,48.787,44.750,65.200,43.113,88.000,61.872,40.271,179.250,55.398,104.290,238.200,57.977,77.635,233.167,47.122,38.980,282.500,44.939,100.715,466.000,51.240,98.632,187.250,63.724,52.385,336.125,61.917,76.879,165.750,55.887,65.624,137.250,32.573,74.343,633.556,53.764,26.846
126,247.000,36.967,87.261,27.000,39.852,45.105,675.667,46.613,33.474,341.000,50.909,47.964,35.273,58.553,57.933,138.000,51.488,77.055,206.750,55.028,49.936,913.250,60.355,44.056,472.667,39.697,67.079,728.500,48.654,65.575,442.500,56.306,45.619,248.182,51.741,88.813,253.556,48.527,86.264,495.429,45.457,96.092,745.333,44.222,68.671,101.500,39.524,72.340,71.333,34.724,68.929,217.778,60.558,81.386,203.750,54.582,80.356,226.364,61.223,48.944,119.250,65.180,43.415,52.476,62.049,40.205,324.500,55.465,104.357,222.600,58.010,77.696,110.333,47.231,38.942,458.000,44.912,100.713,586.500,51.284,98.524,106.750,63.679,52.407,465.125,62.028,76.674,148.500,56.009,65.854,117.250,32.709,74.138,616.889,53.761,26.808
127,190.750,36.853,87.367,68.750,39.927,44.935,697.000,46.646,33.504,315.750,50.794,48.003,118.727,58.327,58.141,113.700,51.447,76.678,184.500,55.070,50.024,1077.875,60.322,43.996,666.667,39.660,67.249,775.250,48.689,65.609,307.250,56.247,45.607,196.727,51.594,88.830,162.222,48.448,86.319,383.143,45.417,96.172,765.556,44.189,68.644,78.500,39.660,72.347,114.333,34.636,69.160,168.000,60.622,81.375,210.500,54.459,80.410,179.636,61.032,48.768,87.500,65.333,43.298,81.429,61.699,40.254,285.750,55.470,104.243,202.000,58.000,77.586,339.167,47.104,39.121,320.500,45.014,100.729,433.000,51.345,98.664,154.375,63.693,52.331,406.375,61.954,76.660,216.750,55.933,65.787,112.250,32.503,74.284,475.333,53.709,26.751
128,195.500,36.910,87.250,74.750,39.986,44.985,787.000,46.647,33.504,240.000,50.866,48.042,83.455,58.476,58.405,198.300,51.327,76.884,125.250,54.875,49.912,650.500,60.406,44.036,338.000,39.662,67.058,424.750,48.694,65.634,173.500,56.332,45.505,288.364,51.613,88.739,128.889,48.660,86.176,481.429,45.394,96.063,787.333,44.222,68.646,152.500,39.594,72.488,143.000,34.657,68.979,263.333,60.395,81.321,211.500,54.575,80.417,284.364,61.259,48.845,115.500,65.189,43.254,95.333,61.754,40.019,282.000,55.448,104.299,247.000,57.972,77.540,158.667,47.024,38.963,270.000,45.000,100.751,438.000,51.222,98.632,134.375,63.710,52.428,455.125,61.928,76.761,200.250,55.990,65.671,85.000,32.537,74.203,611.111,53.802,26.833
129,323.750,37.049,87.221,42.750,39.908,44.962,847.000,46.644,33.489,311.250,50.857,47.923,216.909,58.486,58.156,115.100,51.444,76.897,147.500,54.978,49.831,755.000,60.307,43.997,392.667,39.677,67.010,772.000,48.617,65.526,287.750,56.337,45.536,216.909,51.607,88.930,231.778,48.626,86.338,687.000,45.476,96.162,707.111,44.188,68.676,137.000,39.679,72.345,108.667,34.784,69.146,138.000,60.674,81.487,86.750,54.663,80.374,233.091,61.180,48.774,113.000,65.138,43.213,101.429,61.776,40.396,271.750,55.482,104.313,232.400,57.971,77.424,185.167,47.174,39.095,259.667,44.864,100.779,487.500,51.318,98.554,102.875,63.777,52.354,428.625,62.024,76.720,259.250,55.955,65.782,122.750,32.447,74.289,536.889,53.780,26.721
130,256.500,36.935,87.192,35.500,39.732,44.754,770.000,46.601,33.467,392.750,50.851,48.109,135.273,58.476,57.945,137.900,51.491,77.008,198.000,54.883,49.947,867.625,60.283,44.025,548.333,39.696,67.084,623.750,48.695,65.506,329.500,56.262,45.538,257.455,51.660,88.863,224.889,48.517,86.345,615.143,45.418,96.144,714.000,44.221,68.656,112.500,39.752,72.414,171.667,34.747,69.032,156.222,60.547,81.372,212.500,54.551,80.427,281.636,61.136,48.902,168.000,65.099,43.247,57.143,61.970,40.250,391.750,55.511,104.317,269.000,57.939,77.583,162.500,47.149,39.005,337.000,44.912,100.743,420.750,51.280,98.656,103.000,63.840,52.409,327.750,61.885,76.728,184.000,56.099,65.756,95.250,32.519,74.177,485.333,53.734,26.766
131,130.750,36.945,87.209,24.250,40.145,44.795,711.333,46.679,33.466,405.500,50.831,48.007,187.091,58.445,58.090,137.100,51.583,77.009,202.750,55.063,49.924,825.000,60.248,44.087,395.000,39.670,67.149,626.000,48.720,65.558,220.000,56.136,45.508,218.182,51.558,88.796,221.556,48.473,86.325,780.714,45.397,96.153,984.444,44.188,68.691,139.000,39.690,72.447,92.000,34.768,69.021,153.778,60.600,81.440,220.000,54.626,80.397,291.818,61.251,48.907,218.250,65.131,43.132,117.143,61.827,40.162,177.500,55.431,104.337,274.800,57.942,77.551,284.167,47.140,38.966,278.667,44.931,100.752,560.500,51.347,98.635,35.375,63.402,52.405,482.125,62.004,76.603,277.500,55.963,65.739,112.500,32.498,74.236,624.000,53.752,26.808
132,472.250,36.976,87.247,41.500,39.801,44.847,567.667,46.676,33.462,247.500,50.876,48.110,175.273,58.520,58.177,136.600,51.386,76.764,111.750,55.045,49.950,717.875,60.296,43.997,374.667,39.716,67.122,398.500,48.751,65.590,351.750,56.222,45.482,207.818,51.598,88.917,329.556,48.481,86.408,763.000,45.406,96.189,568.222,44.188,68.654,103.500,39.694,72.345,130.667,34.787,69.106,135.778,60.703,81.496,209.000,54.586,80.386,212.182,61.228,48.866,122.750,65.064,43.210,62.190,61.788,40.053,262.000,55.617,104.418,240.400,57.980,77.672,302.500,47.154,38.937,433.167,44.892,100.800,417.250,51.365,98.518,99.000,63.842,52.347,387.375,61.949,76.727,174.250,56.096,65.778,202.000,32.603,74.110,510.444,53.774,26.818
133,280.000,36.927,87.177,51.000,39.995,44.945,669.000,46.682,33.463,257.000,50.896,47.856,82.909,58.479,58.455,168.000,51.368,76.904,148.500,54.975,49.863,919.625,60.262,43.984,431.667,39.679,67.101,521.250,48.643,65.480,432.000,56.264,45.588,243.091,51.574,88.978,277.333,48.574,86.440,389.714,45.379,96.166,699.556,44.216,68.712,185.750,39.713,72.352,146.333,34.705,68.920,121.111,60.531,81.239,166.750,54.501,80.420,222.000,61.298,48.867,48.750,65.242,43.359,80.857,61.971,40.162,401.750,55.431,104.291,254.200,58.040,77.565,307.000,47.176,39.193,299.500,44.840,100.784,540.000,51.295,98.601,155.375,63.794,52.382,514.250,61.974,76.766,268.500,56.008,65.805,45.250,32.443,74.156,448.444,53.794,26.791
134,249.000,36.845,87.332,63.500,40.083,44.852,971.000,46.603,33.469,328.750,50.831,47.963,122.727,58.460,58.109,118.900,51.248,76.918,217.750,55.054,49.767,746.875,60.329,44.056,282.667,39.722,67.069,590.500,48.699,65.536,210.500,56.205,45.626,206.000,51.629,88.862,194.667,48.571,86.362,478.857,45.349,96.159,662.889,44.232,68.740,123.500,39.705,72.435,151.000,34.672,69.004,208.000,60.563,81.385,240.250,54.569,80.524,225.636,61.072,48.903,120.000,64.983,43.199,22.286,61.771,40.190,286.500,55.532,104.352,241.600,57.962,77.516,232.667,47.067,39.064,371.167,45.025,100.753,350.500,51.300,98.570,118.000,63.634,52.182,361.875,61.983,76.736,242.250,56.045,65.767,39.500,32.640,74.271,518.444,53.725,26.868
