 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32
1,340.250,36.989,87.274,49.500,39.747,45.110,746.667,46.681,33.501,347.500,50.802,48.064,61.091,58.289,57.907,111.800,51.429,76.984,251.000,54.970,49.805,867.625,60.261,43.980,628.000,39.679,67.115,474.000,48.606,65.647,265.500,56.254,45.665,270.000,51.644,88.684,242.889,48.413,86.281,490.429,45.385,96.146,877.111,44.173,68.722,142.750,39.681,72.392,96.000,34.658,68.946,300.444,60.696,81.319,191.500,54.569,80.418,159.273,61.273,48.863,140.750,65.285,43.250,95.143,61.955,40.091,247.500,55.407,104.269,215.400,57.989,77.754,192.000,47.087,39.031,317.500,44.954,100.648,624.750,51.301,98.658,90.500,63.706,52.215,503.625,61.957,76.648,232.750,55.973,65.650,33.250,32.400,74.245,604.000,53.787,26.771
2,467.250,36.846,87.260,254.750,39.949,44.943,690.333,46.661,33.484,445.500,50.810,47.997,223.455,58.460,57.948,75.500,51.397,76.991,291.000,54.953,49.978,914.750,60.238,44.014,418.667,39.714,67.117,846.000,48.691,65.545,293.000,56.219,45.641,251.636,51.768,88.792,258.222,48.493,86.380,468.143,45.385,96.219,733.333,44.168,68.717,118.750,39.714,72.413,140.667,34.758,68.869,115.333,60.595,81.437,257.000,54.388,80.383,238.364,61.234,48.825,119.750,65.063,43.286,89.810,61.860,40.000,250.000,55.583,104.194,210.000,57.977,77.682,179.500,47.192,38.965,352.167,44.996,100.670,563.250,51.250,98.541,174.250,63.707,52.285,391.375,61.944,76.804,259.750,55.943,65.527,161.500,32.568,74.222,590.444,53.756,26.813
3,365.250,36.931,87.252,342.750,39.840,44.973,760.000,46.674,33.467,215.000,50.865,48.116,96.909,58.388,58.006,131.900,51.550,77.101,190.250,55.046,49.889,689.125,60.290,44.042,593.000,39.750,67.103,441.750,48.718,65.574,366.250,56.382,45.534,198.909,51.631,88.849,168.000,48.477,86.352,375.143,45.406,96.086,931.556,44.157,68.634,50.250,39.695,72.291,43.333,34.739,68.975,121.333,60.596,81.351,128.750,54.450,80.507,48.364,60.958,48.667,161.750,65.207,43.186,67.333,61.765,40.222,181.750,55.539,104.293,277.400,57.996,77.750,324.500,47.122,39.050,325.667,44.985,100.764,454.000,51.326,98.629,167.250,63.725,52.369,378.250,62.049,76.776,151.500,55.841,65.704,84.250,32.536,74.237,686.000,53.765,26.814
4,367.000,36.973,87.252,280.000,39.899,44.952,575.000,46.698,33.485,278.500,50.855,47.996,133.273,58.392,58.108,107.700,51.325,76.788,292.750,55.026,49.981,932.625,60.436,43.990,553.000,39.698,67.150,412.500,48.685,65.505,273.250,56.356,45.643,175.273,51.649,88.776,220.222,48.568,86.399,468.571,45.427,96.117,794.444,44.165,68.701,42.000,39.615,72.475,92.000,34.689,68.927,125.111,60.724,81.497,218.750,54.531,80.381,198.545,61.255,48.862,201.250,65.063,43.188,83.143,61.902,39.996,269.000,55.387,104.298,160.400,57.964,77.651,256.167,47.242,39.086,325.500,45.024,100.788,470.750,51.360,98.570,122.000,63.594,52.407,374.375,62.003,76.738,132.500,55.942,65.767,154.250,32.593,74.308,606.889,53.786,26.804
5,144.000,36.892,87.276,251.250,39.832,44.996,735.333,46.665,33.518,252.000,50.924,48.085,148.364,58.536,58.181,197.000,51.474,76.751,171.750,55.080,49.847,696.125,60.273,44.003,452.000,39.673,67.235,706.250,48.656,65.596,261.250,56.326,45.549,147.455,51.661,88.875,296.222,48.531,86.310,568.286,45.412,96.127,877.333,44.209,68.691,134.250,39.627,72.455,111.000,34.686,69.106,198.889,60.676,81.336,182.500,54.517,80.479,150.545,61.182,48.658,217.000,65.096,43.208,121.429,61.895,40.039,198.000,55.606,104.301,205.600,57.970,77.606,295.833,47.078,39.154,335.167,44.928,100.751,462.000,51.332,98.583,161.250,63.541,52.415,393.875,61.967,76.758,255.000,55.919,65.688,165.250,32.548,74.211,756.889,53.763,26.784
6,207.250,36.950,87.199,294.000,39.928,44.993,732.667,46.680,33.451,324.750,50.890,48.150,74.182,58.446,58.141,102.600,51.531,76.718,150.500,55.104,49.867,846.625,60.280,43.959,640.000,39.685,67.111,643.500,48.707,65.597,214.500,56.204,45.565,211.818,51.633,88.821,331.778,48.524,86.277,483.571,45.424,96.119,943.556,44.177,68.664,62.500,39.475,72.402,167.000,34.626,69.214,103.111,60.658,81.415,142.000,54.403,80.435,138.909,61.195,48.646,16.250,65.274,43.226,93.429,61.792,40.186,193.750,55.487,104.236,175.600,57.984,77.744,283.167,47.001,39.047,334.667,44.924,100.786,550.750,51.327,98.491,108.875,63.731,52.508,439.500,62.010,76.726,247.000,55.942,65.750,150.250,32.492,74.152,485.333,53.767,26.802
7,294.500,36.921,87.257,227.500,39.843,45.060,701.333,46.586,33.466,385.500,50.771,48.127,167.455,58.478,58.243,170.100,51.407,76.835,277.500,55.139,49.906,758.250,60.333,43.942,661.667,39.620,67.118,822.250,48.646,65.583,304.750,56.307,45.628,175.636,51.773,88.781,444.667,48.478,86.379,456.571,45.430,96.113,886.222,44.204,68.668,98.750,39.681,72.468,88.000,34.786,68.957,98.000,60.569,81.422,203.750,54.615,80.413,133.273,61.265,48.887,158.000,65.189,43.382,65.048,61.635,40.137,224.250,55.513,104.272,222.400,58.046,77.855,270.667,47.156,38.979,277.000,44.891,100.787,383.250,51.265,98.562,92.250,63.655,52.404,382.500,62.049,76.728,201.500,55.950,65.740,122.500,32.632,74.160,775.778,53.791,26.797
8,320.500,36.868,87.292,133.500,39.847,44.955,854.667,46.603,33.448,253.250,50.836,48.082,128.182,58.333,57.980,201.300,51.411,76.852,216.500,55.010,49.815,966.750,60.312,44.010,690.667,39.688,67.086,761.500,48.673,65.534,210.250,56.309,45.648,235.455,51.635,88.754,418.000,48.566,86.249,402.714,45.420,96.150,959.778,44.132,68.641,61.250,39.898,72.351,192.667,34.707,69.020,187.778,60.599,81.335,222.000,54.581,80.369,294.000,61.271,48.888,137.500,65.099,43.323,114.286,61.855,40.014,242.750,55.430,104.277,285.000,57.979,77.772,298.833,47.159,39.086,298.500,44.986,100.838,549.000,51.349,98.613,82.750,63.616,52.524,412.375,61.977,76.658,190.500,55.903,65.662,103.750,32.553,74.238,571.556,53.784,26.715
9,323.500,36.871,87.243,283.500,39.789,44.810,722.667,46.683,33.515,205.750,50.913,48.003,103.091,58.416,58.119,149.400,51.419,76.938,319.250,55.058,49.854,688.500,60.326,44.002,1028.000,39.635,67.109,727.250,48.688,65.512,411.750,56.312,45.587,244.545,51.630,88.751,375.556,48.496,86.405,466.143,45.380,96.227,1162.889,44.197,68.694,81.750,39.612,72.413,206.333,34.703,68.986,168.000,60.454,81.335,201.000,54.487,80.492,182.727,61.191,48.856,177.750,65.085,43.327,82.857,61.967,40.356,285.000,55.481,104.226,229.600,58.025,77.582,129.667,47.119,39.051,269.000,45.031,100.733,561.750,51.232,98.599,93.750,63.781,52.389,382.000,62.035,76.754,192.750,55.924,65.744,119.000,32.595,74.110,531.333,53.791,26.818
10,156.250,36.945,87.171,142.750,39.812,44.910,687.667,46.659,33.455,350.500,50.802,47.940,136.545,58.462,58.170,150.600,51.477,76.882,158.500,55.115,49.971,934.125,60.335,43.990,792.333,39.656,67.159,1094.000,48.664,65.515,204.500,56.357,45.570,203.455,51.635,88.858,356.000,48.549,86.357,452.429,45.424,96.014,885.778,44.196,68.685,73.000,39.756,72.472,154.667,34.685,69.017,171.778,60.662,81.236,231.750,54.466,80.442,136.727,61.300,48.858,129.000,64.995,43.151,64.286,61.833,40.168,206.750,55.553,104.276,200.600,58.015,77.768,138.333,47.198,39.022,359.500,44.951,100.773,537.500,51.317,98.619,180.750,63.680,52.547,451.750,61.978,76.767,125.250,55.893,65.723,147.750,32.564,74.317,607.778,53.747,26.829
11,258.250,36.884,87.250,90.750,39.803,44.998,761.333,46.659,33.484,274.250,50.864,48.092,70.182,58.402,58.076,140.400,51.341,76.962,162.250,55.064,49.895,813.375,60.300,43.977,798.667,39.679,67.224,776.750,48.630,65.527,477.000,56.280,45.564,181.091,51.653,88.638,474.667,48.583,86.309,450.286,45.359,96.107,1209.111,44.173,68.662,147.250,39.763,72.537,111.333,34.687,69.138,174.444,60.651,81.353,104.250,54.489,80.459,110.909,61.229,48.754,88.500,65.155,43.224,60.952,61.652,40.127,259.250,55.539,104.320,236.400,57.937,77.832,222.000,47.100,39.028,338.000,44.926,100.773,382.000,51.293,98.532,136.125,63.759,52.328,517.250,61.958,76.720,179.000,55.903,65.754,129.750,32.710,74.165,516.667,53.749,26.814
12,194.750,37.041,87.328,168.250,39.957,44.959,727.667,46.654,33.464,375.000,50.879,48.028,164.909,58.418,58.078,168.900,51.338,76.756,189.750,55.022,49.858,688.750,60.267,44.019,502.667,39.685,67.132,668.000,48.636,65.554,318.000,56.288,45.610,239.818,51.607,88.984,314.222,48.565,86.273,375.286,45.431,96.157,996.889,44.170,68.681,116.250,39.504,72.382,119.000,34.715,68.926,175.333,60.589,81.217,196.750,54.606,80.550,193.091,61.353,48.707,93.500,65.195,43.181,71.524,61.857,40.259,329.250,55.565,104.258,188.800,57.988,77.758,283.667,47.118,39.055,295.500,44.965,100.674,511.750,51.333,98.536,186.000,63.695,52.486,512.500,61.945,76.684,151.000,55.967,65.790,98.000,32.538,74.238,687.778,53.846,26.833
13,181.500,36.993,87.210,79.750,39.828,44.745,889.667,46.633,33.507,298.000,50.828,48.019,122.909,58.394,58.224,147.000,51.506,76.856,248.000,55.074,49.854,756.125,60.344,44.031,664.000,39.658,67.153,617.500,48.650,65.543,402.000,56.268,45.586,132.364,51.590,89.048,261.111,48.545,86.295,473.286,45.347,96.101,1140.000,44.197,68.722,155.750,39.713,72.251,307.667,34.728,68.902,140.889,60.524,81.377,168.000,54.536,80.509,176.182,61.274,48.878,221.750,65.011,43.314,93.143,62.045,40.256,249.750,55.459,104.326,233.200,57.913,77.670,257.500,47.054,39.132,304.000,44.936,100.800,465.500,51.246,98.630,113.875,63.723,52.295,559.000,61.970,76.708,164.500,56.037,65.722,140.250,32.645,74.227,589.111,53.809,26.837
14,192.000,36.900,87.378,173.250,39.824,45.068,1032.667,46.609,33.500,238.250,50.822,48.068,137.818,58.503,57.960,123.000,51.544,76.728,221.250,55.033,49.950,680.250,60.336,44.052,815.000,39.660,67.146,736.500,48.651,65.558,295.750,56.264,45.592,152.000,51.657,88.815,172.444,48.561,86.364,488.000,45.352,96.066,804.667,44.159,68.713,229.750,39.680,72.359,197.667,34.717,69.169,93.111,60.584,81.462,173.500,54.460,80.442,68.364,61.278,48.982,189.500,65.100,43.197,86.381,61.917,40.122,91.000,55.633,104.194,161.600,57.988,77.627,244.500,47.219,38.964,245.000,44.912,100.680,509.500,51.330,98.658,143.500,63.828,52.327,432.000,61.916,76.702,224.500,55.916,65.640,156.750,32.532,74.240,513.778,53.793,26.837
15,325.250,36.839,87.218,140.250,39.943,44.819,719.333,46.634,33.500,254.250,50.840,48.182,184.727,58.404,58.037,161.300,51.515,76.956,220.500,55.082,49.908,670.375,60.299,44.016,677.667,39.646,67.118,719.500,48.607,65.533,486.500,56.242,45.542,203.273,51.608,88.978,234.000,48.501,86.430,335.143,45.347,96.117,706.889,44.149,68.717,58.500,39.673,72.278,145.667,34.715,68.951,118.667,60.747,81.625,124.500,54.624,80.448,188.545,61.204,48.806,161.500,65.055,43.299,67.143,61.869,39.974,234.250,55.413,104.337,282.000,57.993,77.657,271.333,47.027,38.981,309.167,45.051,100.707,500.250,51.301,98.486,88.500,63.543,52.419,325.250,62.000,76.789,149.000,55.986,65.801,99.750,32.721,74.357,740.667,53.773,26.822
16,196.250,36.993,87.286,289.750,39.953,45.010,1289.667,46.686,33.482,244.500,50.787,48.018,168.364,58.487,58.053,115.800,51.539,76.860,201.750,55.023,49.940,862.875,60.298,43.987,829.667,39.675,67.183,843.750,48.733,65.543,461.500,56.322,45.630,240.545,51.660,88.772,178.889,48.623,86.316,497.143,45.379,96.135,871.778,44.185,68.660,177.000,39.817,72.411,118.667,34.703,68.945,252.222,60.571,81.400,208.250,54.551,80.454,133.818,61.263,48.857,56.750,64.884,43.186,120.095,61.801,40.085,235.750,55.638,104.292,255.800,58.023,77.595,260.833,47.191,38.985,313.833,44.952,100.671,425.250,51.239,98.561,103.750,63.508,52.459,478.250,61.997,76.839,158.000,55.881,65.787,82.250,32.439,74.368,731.778,53.811,26.811
17,381.000,36.879,87.258,275.500,39.851,45.042,1210.000,46.642,33.468,242.750,50.838,48.083,115.273,58.373,58.074,180.600,51.428,76.904,218.000,55.062,49.896,661.750,60.273,44.092,481.000,39.662,67.126,801.750,48.639,65.633,259.000,56.164,45.466,170.727,51.583,88.915,288.222,48.377,86.305,534.000,45.404,96.140,681.111,44.136,68.604,85.250,39.659,72.330,162.667,34.787,68.866,176.667,60.578,81.317,173.500,54.413,80.565,125.455,61.194,48.793,97.000,65.154,43.258,110.476,61.806,40.142,166.000,55.475,104.322,177.200,57.943,77.727,280.500,47.185,39.121,234.667,44.922,100.753,559.250,51.323,98.576,54.250,64.021,52.218,499.750,61.893,76.759,127.000,55.895,65.622,85.500,32.556,74.348,621.111,53.715,26.762
18,200.500,36.967,87.104,131.250,39.961,44.904,1939.333,46.654,33.466,187.000,50.848,48.169,141.273,58.617,58.115,170.300,51.494,76.812,254.750,55.017,49.794,787.125,60.298,44.034,749.000,39.669,67.184,866.000,48.716,65.561,228.750,56.223,45.714,211.273,51.565,88.833,125.333,48.676,86.397,504.429,45.447,96.091,745.111,44.192,68.649,58.000,39.693,72.424,113.000,34.747,69.026,210.444,60.595,81.298,277.750,54.544,80.436,262.545,61.337,48.923,115.750,65.268,43.195,136.571,61.919,40.132,274.750,55.493,104.285,118.800,58.001,77.556,263.167,47.067,38.966,258.500,45.006,100.773,404.000,51.337,98.603,127.125,63.764,52.483,395.125,61.962,76.687,298.250,55.906,65.639,120.500,32.529,74.305,892.889,53.839,26.776
19,159.250,36.998,87.214,73.500,39.766,45.061,2327.000,46.657,33.479,286.750,50.889,47.926,197.273,58.490,57.982,96.700,51.562,76.749,168.000,55.056,49.911,764.000,60.331,44.064,742.333,39.715,67.126,674.750,48.716,65.518,236.750,56.226,45.547,181.818,51.547,88.722,278.222,48.472,86.402,563.857,45.414,96.221,815.333,44.198,68.713,170.750,39.688,72.434,233.667,34.741,68.904,201.333,60.503,81.300,165.000,54.674,80.414,121.636,61.238,48.845,96.000,65.005,43.193,51.524,61.788,40.069,293.750,55.451,104.339,247.600,58.019,77.689,204.500,47.059,39.074,388.167,44.971,100.763,442.750,51.264,98.552,75.000,63.507,52.423,451.250,61.916,76.725,175.500,55.941,65.713,115.250,32.569,74.100,915.556,53.803,26.833
20,241.000,37.062,87.220,74.750,39.872,45.102,3415.333,46.654,33.487,302.250,50.847,47.873,578.000,58.441,58.066,136.100,51.474,77.102,200.500,55.107,49.733,670.125,60.338,43.984,559.000,39.651,67.179,687.250,48.666,65.525,398.500,56.332,45.608,154.000,51.630,88.870,310.222,48.525,86.327,518.571,45.407,96.131,715.111,44.154,68.723,121.750,39.645,72.277,143.000,34.774,69.145,99.111,60.571,81.412,172.000,54.598,80.406,175.273,61.214,48.821,102.750,65.124,43.141,92.571,61.848,40.088,311.250,55.482,104.340,212.800,58.017,77.512,310.000,47.126,39.105,359.667,44.942,100.778,476.250,51.256,98.516,137.625,63.753,52.512,379.375,61.998,76.644,112.750,55.973,65.863,71.000,32.533,74.093,1152.667,53.762,26.899
21,384.500,36.840,87.226,66.750,40.074,44.920,3339.167,46.642,33.479,394.250,50.865,48.065,380.727,58.520,58.058,108.000,51.394,77.062,195.500,55.001,49.856,799.250,60.294,44.044,561.000,39.706,67.100,647.500,48.607,65.603,205.250,56.307,45.568,235.455,51.659,88.814,208.889,48.479,86.317,397.714,45.371,96.092,798.889,44.178,68.642,108.000,39.661,72.493,61.000,34.875,69.095,174.000,60.732,81.308,251.500,54.517,80.455,167.636,61.219,48.844,163.000,65.234,43.267,152.095,62.136,40.036,416.750,55.513,104.422,208.000,57.972,77.797,121.833,47.133,39.228,354.167,44.937,100.794,522.000,51.271,98.565,88.375,63.760,52.504,470.375,62.009,76.738,171.500,55.881,65.630,99.750,32.746,74.219,1284.889,53.776,26.809
22,175.500,36.861,87.242,30.500,39.873,44.810,2947.000,46.650,33.472,288.250,50.781,48.095,295.455,58.451,58.240,110.900,51.413,76.764,197.750,54.949,49.828,720.500,60.328,44.024,444.000,39.706,67.016,697.500,48.660,65.530,226.000,56.326,45.567,209.636,51.774,88.703,193.333,48.569,86.376,466.286,45.388,96.104,944.000,44.141,68.683,102.250,39.743,72.349,61.333,34.712,69.031,140.889,60.722,81.323,145.500,54.480,80.379,230.545,61.249,48.735,72.250,65.402,43.294,90.571,61.887,40.159,328.250,55.520,104.276,223.200,57.996,77.635,303.333,47.147,39.000,317.167,44.889,100.673,459.750,51.393,98.643,115.500,63.750,52.316,483.125,61.964,76.758,134.500,55.935,65.608,213.500,32.596,74.207,1764.222,53.735,26.820
23,296.750,36.980,87.192,41.000,39.861,44.869,1980.667,46.660,33.513,421.500,50.851,48.067,260.909,58.417,58.104,88.800,51.440,76.750,129.500,55.078,50.072,772.000,60.304,44.020,376.000,39.710,67.132,790.250,48.653,65.543,337.250,56.307,45.600,243.091,51.582,88.806,157.556,48.631,86.281,404.571,45.406,96.156,786.667,44.166,68.726,46.750,39.404,72.385,101.000,34.698,69.035,235.333,60.631,81.269,172.750,54.535,80.471,175.091,61.130,48.883,162.750,65.125,43.237,94.476,61.948,40.069,177.500,55.526,104.309,226.800,58.040,77.615,252.833,47.170,39.043,312.667,44.928,100.742,338.500,51.309,98.602,148.875,63.827,52.347,399.125,61.897,76.690,241.250,55.833,65.722,122.500,32.618,74.354,1536.444,53.778,26.814
24,169.000,36.979,87.329,105.750,39.878,45.024,1378.333,46.609,33.473,1530.250,50.838,48.022,138.545,58.518,58.152,138.400,51.350,76.833,148.750,54.879,49.864,670.500,60.296,44.043,568.667,39.711,67.102,723.250,48.704,65.589,184.750,56.319,45.571,183.818,51.589,88.765,247.556,48.494,86.341,446.714,45.358,96.068,682.667,44.177,68.641,114.000,39.677,72.308,64.667,34.704,68.937,140.444,60.576,81.453,170.250,54.654,80.427,89.636,61.170,48.811,161.500,65.206,43.170,100.762,61.849,40.247,230.000,55.496,104.293,157.600,57.974,77.685,195.667,47.199,39.043,274.667,44.916,100.739,554.250,51.301,98.624,159.000,63.694,52.369,350.375,62.020,76.739,191.750,55.966,65.649,55.000,32.477,74.289,3213.778,53.796,26.815
25,225.250,37.009,87.222,31.250,39.855,45.105,958.333,46.651,33.509,1465.500,50.850,48.057,129.455,58.396,58.163,168.800,51.490,76.741,234.250,55.108,49.844,734.125,60.298,44.072,485.333,39.680,67.214,532.000,48.698,65.570,294.250,56.301,45.571,219.455,51.626,88.933,237.778,48.529,86.330,390.143,45.410,96.090,817.556,44.165,68.680,153.000,39.642,72.164,82.667,34.665,68.916,191.556,60.677,81.330,203.250,54.562,80.430,140.364,61.182,48.829,156.500,65.038,43.164,101.524,61.793,40.164,235.750,55.440,104.225,232.800,57.971,77.685,228.167,47.121,39.018,288.667,45.032,100.714,517.500,51.322,98.553,153.750,63.591,52.258,416.000,61.937,76.691,196.000,55.934,65.661,165.000,32.522,74.265,3540.333,53.777,26.818
26,203.000,36.888,87.214,33.250,40.084,44.967,991.667,46.600,33.469,1200.000,50.843,48.060,135.091,58.334,58.089,115.000,51.381,76.856,136.250,54.979,49.896,706.375,60.290,44.056,586.333,39.657,67.126,697.000,48.679,65.504,315.250,56.267,45.526,257.091,51.656,88.865,326.889,48.428,86.326,451.714,45.401,96.122,1033.111,44.195,68.643,110.250,39.822,72.375,95.333,34.740,68.787,99.111,60.632,81.393,267.250,54.648,80.461,204.727,61.433,48.822,85.000,65.144,43.319,66.571,61.853,39.975,130.250,55.378,104.260,226.000,57.986,77.770,211.000,47.028,39.106,349.167,44.919,100.592,550.000,51.300,98.627,135.625,63.703,52.402,380.125,62.012,76.797,123.500,55.932,65.779,99.250,32.524,74.176,3674.556,53.777,26.813
27,273.750,36.826,87.223,15.000,40.145,45.105,1292.667,46.703,33.462,697.250,50.843,47.995,173.455,58.447,58.176,207.400,51.369,76.797,195.000,55.069,49.883,892.875,60.349,43.972,409.000,39.701,67.145,729.000,48.691,65.586,364.000,56.328,45.599,184.727,51.632,88.680,320.444,48.554,86.323,508.429,45.403,96.129,886.444,44.146,68.688,147.750,39.767,72.400,25.333,34.740,68.714,167.778,60.442,81.581,174.000,54.532,80.539,152.182,61.225,48.962,116.500,65.163,43.251,144.476,61.875,40.068,316.500,55.531,104.374,212.200,57.966,77.487,300.167,47.192,39.125,258.833,44.941,100.832,526.500,51.328,98.659,101.000,63.851,52.321,323.250,61.962,76.687,245.250,55.886,65.719,71.750,32.396,74.300,3501.778,53.781,26.832
28,113.750,36.947,87.387,72.000,39.845,45.161,1904.333,46.673,33.499,436.500,50.870,48.026,172.000,58.387,58.010,136.500,51.308,76.793,171.250,55.078,49.943,690.750,60.284,44.055,447.000,39.701,67.063,736.500,48.683,65.557,243.000,56.299,45.490,195.818,51.575,88.810,269.556,48.624,86.310,380.714,45.390,96.019,791.778,44.171,68.695,84.250,39.760,72.209,171.000,34.677,68.970,126.000,60.575,81.400,216.000,54.537,80.562,109.273,61.435,48.846,161.750,65.303,43.227,59.810,61.884,40.114,131.500,55.680,104.344,192.600,58.022,77.608,199.333,47.215,39.124,309.667,45.024,100.677,448.250,51.321,98.617,136.750,63.811,52.414,335.875,62.077,76.737,219.750,55.965,65.769,94.250,32.447,74.129,2742.667,53.814,26.804
29,282.500,36.908,87.224,97.000,39.833,44.944,1802.000,46.640,33.486,564.500,50.814,48.002,55.273,58.505,57.964,97.200,51.433,76.639,334.250,54.972,49.970,724.500,60.279,44.026,530.667,39.655,67.167,606.250,48.643,65.544,242.250,56.280,45.594,207.273,51.557,88.697,332.000,48.426,86.278,487.143,45.397,96.164,1023.111,44.165,68.689,124.750,39.623,72.405,75.667,34.834,68.985,115.333,60.642,81.432,184.250,54.625,80.530,80.364,61.248,48.831,134.250,65.092,43.385,78.667,61.692,40.020,316.250,55.478,104.214,249.400,57.980,77.683,233.333,47.111,39.136,262.500,44.956,100.809,476.250,51.304,98.645,164.000,63.799,52.325,327.125,62.011,76.746,178.750,56.008,65.671,117.000,32.496,74.098,2883.333,53.816,26.786
30,182.000,36.845,87.235,83.500,39.924,44.954,2289.333,46.637,33.483,1521.000,50.841,48.087,150.364,58.383,58.096,154.800,51.367,76.877,263.000,54.973,49.925,791.875,60.300,44.056,599.333,39.667,67.141,477.250,48.700,65.522,457.000,56.279,45.557,192.000,51.611,89.014,222.444,48.516,86.429,398.429,45.372,96.130,913.778,44.193,68.688,170.250,39.776,72.479,100.333,34.756,68.974,222.889,60.572,81.353,160.250,54.581,80.616,120.909,61.154,48.835,169.000,65.134,43.166,124.857,61.798,40.013,160.250,55.399,104.333,212.600,58.030,77.662,201.667,47.056,39.045,474.833,44.908,100.734,462.500,51.319,98.622,142.875,63.702,52.336,431.875,62.073,76.665,90.500,56.107,65.553,73.750,32.538,74.456,2625.111,53.771,26.795
31,297.500,36.801,87.340,87.750,39.950,45.038,1607.333,46.641,33.479,1109.000,50.849,48.115,71.273,58.344,57.957,139.800,51.510,76.914,186.750,54.999,49.738,777.750,60.288,44.025,414.667,39.677,67.081,754.500,48.688,65.626,351.250,56.212,45.537,193.091,51.710,88.800,221.333,48.449,86.342,389.000,45.435,96.129,758.000,44.147,68.658,164.000,39.663,72.393,62.667,34.857,68.685,122.444,60.525,81.241,159.000,54.535,80.483,192.364,61.198,48.823,140.000,65.309,43.269,96.762,61.820,40.131,176.750,55.505,104.337,266.000,57.991,77.497,201.167,46.939,39.092,323.167,44.985,100.691,440.500,51.224,98.527,148.250,63.768,52.338,448.125,61.976,76.742,187.500,55.982,65.640,102.000,32.543,74.095,2750.778,53.825,26.838
32,175.750,36.877,87.203,49.000,39.563,45.054,1353.333,46.596,33.529,419.500,50.853,48.059,97.636,58.503,58.101,105.200,51.510,76.585,217.500,55.060,49.992,858.000,60.298,44.029,555.000,39.648,67.085,846.750,48.701,65.529,275.500,56.234,45.484,242.727,51.737,88.806,279.333,48.587,86.312,425.857,45.436,96.056,682.889,44.183,68.663,91.250,39.918,72.298,188.667,34.778,69.036,137.111,60.538,81.485,213.500,54.607,80.596,35.818,61.008,48.856,123.500,65.133,43.383,80.667,61.934,40.026,161.250,55.584,104.293,224.200,58.021,77.578,252.667,47.058,39.120,288.500,44.933,100.785,509.250,51.392,98.548,198.250,63.596,52.377,386.875,62.040,76.791,165.750,55.978,65.745,131.250,32.389,74.159,2322.000,53.778,26.792
33,232.500,36.950,87.261,53.250,39.823,44.737,950.667,46.729,33.486,356.500,50.832,47.979,103.455,58.438,57.899,156.300,51.519,76.866,244.500,55.039,49.892,808.125,60.324,44.013,710.333,39.680,67.130,823.000,48.743,65.553,394.250,56.220,45.566,222.545,51.715,88.890,186.000,48.583,86.277,516.429,45.391,96.091,736.444,44.201,68.699,57.000,39.748,72.414,82.000,34.565,69.212,130.667,60.642,81.342,147.500,54.617,80.558,99.455,61.291,48.832,126.250,65.200,43.284,95.238,61.749,40.233,222.000,55.422,104.439,120.000,57.993,77.895,183.667,47.067,39.142,261.333,45.024,100.840,503.000,51.364,98.531,109.875,63.869,52.285,317.875,62.004,76.731,188.250,55.968,65.697,130.250,32.577,74.275,1872.222,53.753,26.815
34,408.250,36.798,87.315,58.750,39.917,45.098,1033.667,46.666,33.517,305.250,50.827,48.008,129.818,58.355,57.983,173.200,51.545,76.811,196.000,55.058,50.008,820.500,60.287,43.994,513.000,39.684,67.152,494.000,48.634,65.556,342.750,56.309,45.649,159.273,51.602,88.920,190.222,48.514,86.272,490.286,45.375,96.160,749.333,44.176,68.654,198.500,39.690,72.363,98.333,34.738,68.676,248.667,60.503,81.322,200.750,54.497,80.516,115.091,61.261,48.833,188.500,65.211,43.285,111.333,61.832,40.314,241.250,55.528,104.303,318.200,57.995,77.636,157.167,47.029,39.055,308.167,44.922,100.686,419.750,51.322,98.496,103.375,63.730,52.313,379.375,61.887,76.710,147.250,55.950,65.708,79.000,32.366,74.117,1709.111,53.819,26.840
35,268.000,36.837,87.220,41.000,39.945,44.897,1081.000,46.603,33.478,234.000,50.873,47.924,111.091,58.479,58.118,90.800,51.510,76.820,191.250,55.001,49.854,702.875,60.261,44.027,545.667,39.680,67.079,630.500,48.661,65.561,352.500,56.253,45.680,189.818,51.555,88.806,241.556,48.516,86.416,450.000,45.371,96.247,854.000,44.196,68.673,64.000,39.719,72.334,270.000,34.694,68.945,120.889,60.526,81.526,167.750,54.517,80.390,113.636,61.221,48.813,112.000,65.252,43.208,59.619,61.783,40.035,351.000,55.541,104.391,167.000,57.955,77.494,209.667,47.128,39.046,321.000,44.976,100.731,445.500,51.222,98.554,156.375,63.672,52.362,410.500,62.041,76.648,184.000,56.000,65.769,187.750,32.686,74.341,1309.556,53.777,26.808
