 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44
1,111.714,126.375,162.225,58.367,127.797,144.450,10.863,156.917,147.068,10.429,156.244,109.881,74.467,63.525,170.009,81.318,83.494,174.539,48.906,57.876,169.041,45.000,154.163,158.766,151.438,137.020,185.861,15.875,132.862,189.954,63.409,121.596,172.677,67.405,153.155,176.260,75.562,88.032,171.196,5.438,157.337,103.855,58.364,91.892,176.540,61.882,85.366,166.724,19.619,161.353,148.575,96.833,60.593,163.042,15.871,164.566,154.737,55.857,141.469,186.400,77.125,126.493,171.239,78.471,127.910,166.462,32.591,125.542,177.202,46.923,146.205,175.530,20.431,122.561,184.941,21.769,137.342,179.557,19.111,142.555,179.031,44.710,147.924,184.708,6.188,157.212,172.994,33.312,136.917,169.826,70.176,149.642,180.065,27.622,94.717,170.924,42.065,96.593,165.753,16.750,144.330,182.811,80.765,117.267,162.328,35.318,132.339,184.526,29.419,128.057,138.395,53.438,98.284,175.893,38.324,130.464,150.374,16.882,150.344,171.836,31.600,126.647,134.529,29.294,131.893,179.197,31.722,140.247,160.171,12.865,161.257,182.630
2,124.095,126.509,162.249,27.333,127.777,144.035,18.863,156.507,146.545,12.952,156.196,110.694,93.800,63.370,170.044,69.091,83.627,174.486,71.312,58.158,168.599,45.625,154.626,158.540,54.562,137.162,186.021,46.938,132.790,189.568,54.955,121.459,172.727,38.703,153.485,176.216,68.812,87.823,171.456,20.312,157.516,103.312,93.455,92.157,176.954,114.882,85.680,166.706,21.190,161.456,148.580,111.889,60.672,163.041,10.258,164.814,154.508,23.952,141.566,186.171,124.875,126.806,171.091,45.255,128.093,166.745,82.273,125.332,177.626,28.846,146.248,174.827,29.843,122.624,185.006,20.077,137.631,179.183,40.722,142.901,178.426,48.581,148.198,184.068,7.812,156.395,173.564,67.000,136.901,169.828,62.588,149.630,179.956,49.784,94.466,170.557,51.484,96.532,166.204,23.500,144.181,182.540,55.647,117.392,161.757,22.273,132.570,184.798,24.968,128.080,137.946,78.812,98.342,176.140,57.405,130.343,150.785,22.471,150.503,171.541,47.700,126.944,134.786,15.176,133.015,179.092,34.333,140.141,159.856,1.297,161.665,183.055
3,129.619,126.622,162.456,21.833,127.654,144.954,18.039,156.752,147.022,18.429,156.378,110.206,124.967,63.681,169.945,58.136,83.524,174.301,78.625,58.038,169.273,42.031,154.406,158.314,66.375,137.122,185.522,53.688,132.771,190.078,40.364,121.165,172.457,11.405,153.840,176.470,71.438,87.834,171.176,49.375,157.046,103.371,64.500,92.020,176.667,107.118,85.468,166.618,34.905,161.554,148.858,42.222,60.733,162.843,21.677,164.459,154.996,24.429,141.652,187.031,84.500,126.353,171.246,62.902,127.891,166.820,33.364,125.327,177.769,18.000,146.260,175.327,42.667,122.927,185.157,37.308,137.760,179.539,37.222,142.388,178.559,31.548,147.934,184.202,20.062,157.896,173.834,65.062,136.590,169.978,69.000,149.560,180.097,47.405,94.384,170.578,91.935,96.941,165.982,29.688,144.086,183.179,24.588,117.058,161.768,34.455,132.701,184.675,37.613,127.782,137.838,45.188,98.342,175.948,46.162,130.758,150.731,23.471,150.850,172.436,29.300,127.013,134.677,6.118,132.030,179.335,22.667,140.184,160.196,0.541,160.983,182.187
4,117.905,126.494,162.134,37.533,127.988,144.385,27.961,156.612,146.776,26.952,156.593,109.962,113.700,63.767,169.968,91.773,83.671,174.800,67.812,57.804,169.323,52.562,154.071,158.848,34.938,137.570,185.880,35.500,132.807,190.244,22.909,121.685,172.705,16.000,153.742,176.009,28.750,88.246,171.396,25.562,157.138,103.327,89.364,92.150,176.741,154.118,85.494,166.173,27.905,161.531,148.708,47.167,60.714,162.889,2.516,164.876,154.376,24.952,141.393,186.653,97.000,126.750,171.169,104.588,127.932,166.395,35.182,125.332,177.503,30.808,146.272,175.263,32.078,122.669,185.005,18.923,137.829,179.612,48.056,142.594,178.552,13.355,148.290,184.771,30.062,156.955,173.567,34.312,137.004,170.218,72.882,149.843,180.114,53.189,93.960,170.704,62.387,97.399,166.093,35.875,143.760,183.114,145.882,117.777,161.815,21.591,132.367,184.997,45.161,128.206,138.180,69.562,98.417,176.418,71.730,130.808,150.526,9.000,150.647,171.411,35.100,126.874,134.601,23.471,132.774,179.159,51.889,140.384,159.771,6.108,160.938,182.698
5,2372.667,126.497,162.278,24.233,127.901,144.563,14.510,156.796,146.757,24.810,156.571,110.072,71.500,63.628,169.815,72.727,83.659,174.615,66.719,57.821,169.593,70.031,154.264,158.740,96.250,137.350,185.687,24.500,132.921,189.747,34.727,121.315,172.513,50.108,153.803,176.575,61.000,88.196,171.493,40.219,157.508,103.220,95.727,92.231,176.616,114.882,85.406,166.564,21.429,161.325,148.343,46.556,60.555,163.192,26.000,164.920,155.056,42.000,141.327,186.665,83.625,126.639,171.081,448.863,127.970,165.938,54.636,125.318,177.638,41.846,146.227,175.345,25.020,122.284,184.619,7.077,137.455,179.554,51.000,142.548,178.661,38.903,148.048,183.805,17.688,157.053,173.643,73.750,136.881,170.118,72.294,150.046,180.114,67.946,94.431,170.515,40.065,96.870,166.430,38.438,143.863,182.445,50.059,117.482,161.865,24.000,132.319,184.997,29.484,128.076,137.757,85.750,98.475,175.806,44.649,130.820,150.868,19.235,150.693,172.049,28.700,127.145,134.705,17.941,132.312,178.719,18.944,140.266,159.613,1.405,160.735,183.675
6,1803.762,126.471,162.258,17.933,128.040,144.664,12.078,156.996,146.754,11.619,156.404,110.324,78.800,63.852,169.726,131.318,83.401,174.379,64.062,58.007,169.151,54.094,154.369,158.922,75.000,137.259,185.596,40.438,132.968,189.789,54.591,121.413,172.575,13.730,153.423,176.552,63.188,87.843,171.373,26.312,157.373,103.422,104.409,92.274,176.823,151.059,85.561,166.510,30.476,161.761,148.429,71.222,60.542,163.149,16.903,164.735,154.633,40.095,141.476,186.447,74.000,126.657,171.152,414.392,127.934,165.915,35.455,125.481,177.847,35.654,145.921,175.114,19.882,122.416,184.541,71.077,137.755,179.334,25.778,142.584,178.783,31.548,148.066,184.536,37.000,157.045,173.592,75.875,137.067,170.077,67.000,149.819,179.858,39.784,94.864,170.799,50.581,96.742,165.843,18.875,144.156,182.585,34.706,117.594,161.881,30.364,132.875,184.729,84.258,127.671,138.198,81.625,98.464,176.104,52.486,130.644,150.590,19.353,150.800,172.206,45.800,126.818,134.945,16.529,132.334,178.732,22.167,140.435,159.737,1.459,160.999,183.055
7,1530.619,126.475,162.217,76.433,127.908,144.611,69.333,156.628,146.792,35.000,156.877,110.089,113.800,63.334,169.989,67.318,83.435,174.763,86.094,57.939,169.293,92.031,154.387,158.679,21.500,137.043,186.121,47.875,132.784,189.994,61.773,121.498,172.619,35.405,153.293,176.402,68.875,88.157,171.469,49.156,157.373,103.803,92.091,92.335,176.433,145.588,85.583,166.603,31.762,161.545,148.133,91.500,60.695,163.137,24.839,164.452,155.000,13.048,141.247,186.602,81.000,126.799,171.197,357.843,127.853,166.108,28.818,125.141,177.564,19.308,146.454,175.061,27.176,122.552,185.240,24.231,137.819,179.517,29.667,142.870,178.486,24.065,147.957,183.857,9.250,157.356,173.600,71.062,136.709,170.250,46.529,149.697,180.243,35.405,94.529,170.543,55.677,96.636,165.959,18.312,143.824,182.385,38.176,117.601,162.113,31.455,131.943,184.466,33.484,127.515,137.815,71.938,98.209,176.104,39.135,130.631,150.651,19.000,150.504,172.343,4.000,126.914,134.633,18.118,132.714,178.653,13.000,140.117,159.777,3.784,160.735,183.055
8,1003.048,126.471,162.236,651.433,127.930,144.575,457.137,156.784,146.788,771.381,156.572,110.198,80.533,63.665,170.096,119.864,83.529,174.639,53.406,58.123,169.303,76.031,154.309,158.615,62.500,137.321,185.360,26.375,132.991,190.834,53.636,121.393,172.326,42.054,153.422,176.323,290.438,87.977,171.353,27.188,157.003,103.395,146.682,92.175,176.782,91.412,85.641,166.405,61.857,161.679,148.536,58.722,60.684,162.786,19.742,164.661,155.382,51.000,141.518,186.469,163.750,126.779,171.243,183.137,127.840,166.124,19.818,125.487,177.474,23.500,146.628,175.254,46.824,122.607,185.003,26.538,137.430,179.187,44.611,142.621,178.824,33.935,148.001,184.337,11.938,157.035,173.455,56.938,136.861,170.001,70.294,150.004,180.209,59.459,94.077,170.726,54.387,96.801,166.047,34.750,143.932,182.823,25.235,117.361,162.119,26.682,132.086,184.923,16.452,127.787,138.228,18.938,98.091,175.906,57.730,130.872,150.485,23.000,150.936,171.511,93.800,126.993,134.610,18.824,132.300,179.190,36.778,140.478,159.659,9.459,160.866,183.517
9,865.952,126.502,162.227,253.233,128.033,144.658,728.863,156.720,146.733,500.476,156.576,110.222,88.833,63.762,170.020,118.500,83.546,174.432,77.406,58.075,169.227,54.688,154.590,158.578,59.250,137.189,185.575,37.125,132.828,189.979,54.045,121.348,172.395,44.865,153.356,176.042,136.500,88.000,171.469,51.250,157.344,103.778,116.318,92.183,176.636,119.235,85.704,166.729,804.381,161.464,148.592,70.389,60.734,163.127,22.516,164.911,154.382,31.714,141.719,186.553,103.375,126.877,171.134,206.157,127.951,166.250,28.273,125.116,177.162,35.538,146.725,175.410,38.078,122.231,185.078,5.231,137.066,179.526,41.278,142.615,178.754,43.290,147.798,184.115,27.875,157.143,173.278,47.625,136.918,170.271,69.353,149.924,180.001,8.595,94.073,170.583,47.935,97.074,165.892,61.438,144.278,183.228,33.176,117.531,162.587,15.091,131.886,185.011,22.645,127.740,138.434,79.812,98.484,176.081,47.243,130.695,150.483,20.588,150.238,171.952,28.500,127.118,134.286,15.412,132.387,178.965,3.222,140.622,159.554,6.378,161.665,182.467
10,115.619,126.645,162.322,192.833,127.996,144.674,223.020,156.845,146.866,444.810,156.550,110.093,870.300,63.606,170.022,381.318,83.422,174.497,98.781,57.912,169.214,91.406,154.065,158.668,78.125,137.341,185.838,56.188,132.875,189.950,23.364,121.506,172.658,39.568,153.603,176.052,205.750,88.037,171.568,31.656,157.382,103.828,77.682,91.999,176.670,121.471,85.517,166.685,527.857,161.508,148.754,79.778,60.727,163.035,36.710,165.023,155.119,33.857,141.561,187.209,154.125,126.449,171.102,83.176,127.843,166.755,35.864,125.565,177.758,14.923,146.183,175.539,61.529,121.878,185.565,38.385,137.317,179.393,65.722,142.595,178.393,37.484,147.981,184.412,0.625,156.395,174.065,60.500,137.129,169.983,35.059,150.063,179.702,26.703,93.934,170.697,34.065,97.103,165.878,14.938,144.260,182.964,39.529,117.362,162.017,23.682,132.337,184.263,51.613,128.096,138.071,64.812,98.454,175.986,59.459,130.540,150.398,29.294,150.198,171.574,37.000,127.033,134.631,16.471,132.277,178.677,44.278,140.560,159.281,7.514,161.348,182.917
11,80.524,126.550,162.504,210.000,127.924,144.703,24.667,157.018,146.843,526.571,156.585,110.186,645.100,63.603,170.059,1033.455,83.509,174.547,982.375,57.952,169.319,51.156,154.475,158.420,80.188,137.073,185.753,73.438,132.724,189.763,23.455,121.560,172.921,42.811,153.494,176.345,158.000,88.133,171.512,42.562,157.147,103.534,60.318,92.504,176.528,190.176,85.641,166.623,222.857,161.454,148.679,680.222,60.420,163.148,30.710,164.741,155.193,27.857,141.272,186.566,133.500,126.425,171.103,83.529,127.985,166.582,44.909,125.580,177.802,27.654,146.191,175.313,72.471,122.406,185.311,10.385,137.609,179.445,33.278,142.353,178.775,44.903,148.086,184.327,20.250,157.077,173.816,33.500,136.741,169.530,47.176,149.552,180.033,48.703,94.345,170.745,29.613,97.072,165.888,74.188,144.015,182.670,18.882,117.588,162.435,10.955,132.605,184.564,41.935,128.034,138.120,43.625,98.505,176.072,49.568,130.767,150.567,40.647,150.905,171.572,43.100,127.035,134.739,20.176,132.452,179.045,49.222,140.261,159.676,3.459,161.321,182.391
12,80.905,126.453,161.873,303.267,127.828,144.590,35.922,156.221,146.701,525.857,156.558,110.078,702.200,63.571,169.999,580.818,83.569,174.581,639.781,57.915,169.219,81.750,154.580,158.699,60.938,137.247,185.842,45.875,132.888,190.200,56.545,121.227,172.610,32.757,153.748,176.469,93.562,88.249,171.492,57.844,157.145,103.637,72.000,92.037,176.565,185.059,85.587,166.449,550.667,161.488,148.820,602.500,60.436,163.094,25.871,164.701,155.456,12.952,141.439,186.516,80.000,126.876,171.167,94.627,127.912,166.847,26.318,125.242,178.116,24.077,146.334,175.294,103.098,122.546,185.058,27.077,138.137,179.250,17.667,142.644,179.089,69.677,148.200,184.213,21.562,157.166,173.706,29.625,136.778,169.829,32.824,149.710,180.212,57.892,94.197,170.630,25.613,97.014,165.997,46.375,143.880,182.926,48.000,117.810,162.011,33.136,133.003,184.491,68.194,127.978,137.992,30.312,98.198,175.994,38.108,130.426,150.545,14.412,151.053,171.862,35.900,126.734,134.667,21.706,131.998,178.394,9.500,140.233,159.669,17.730,161.196,182.926
13,61.952,126.690,162.082,238.267,127.960,144.533,4.118,156.732,146.643,602.000,156.551,110.171,773.700,63.545,169.993,894.864,83.611,174.571,602.625,57.913,169.173,49.219,154.540,158.777,1164.250,137.185,185.811,119.125,132.967,189.872,52.227,121.263,172.537,45.946,153.683,176.347,229.438,88.028,171.289,32.750,157.405,103.770,97.727,92.163,176.836,123.824,85.568,166.448,97.762,161.578,148.641,425.667,60.452,163.080,10.645,164.669,154.958,38.857,141.504,186.723,59.250,126.755,171.098,80.745,127.963,166.669,53.364,125.440,177.808,16.000,145.832,175.636,112.784,122.810,185.321,39.000,137.348,179.540,54.556,142.768,178.760,47.484,147.993,184.438,23.625,156.961,173.767,52.562,136.694,170.055,44.235,149.939,180.231,14.973,94.339,170.381,39.548,96.582,165.905,32.312,144.170,182.788,46.529,117.476,161.730,69.545,132.507,184.607,30.774,127.673,138.208,86.625,98.379,176.180,68.865,130.401,150.721,52.471,150.596,171.994,43.200,126.718,134.554,18.353,132.867,179.025,9.111,139.814,160.217,9.081,161.226,183.140
14,43.095,126.218,162.312,180.800,127.949,144.485,20.941,156.308,146.659,486.333,156.490,110.248,455.300,63.475,170.027,679.682,83.550,174.577,555.594,58.003,169.160,1328.875,154.343,158.737,1289.250,137.209,185.738,93.188,132.900,189.597,69.455,121.228,172.710,44.432,153.703,176.484,213.062,87.964,171.465,50.688,157.488,103.516,106.409,92.293,176.650,168.059,85.699,166.437,31.143,161.535,148.779,362.333,60.550,163.047,57.226,164.607,154.781,83.714,141.526,186.529,55.875,126.485,170.983,100.980,127.931,166.587,39.091,125.235,177.210,23.654,146.539,175.709,143.059,122.780,185.463,24.923,137.863,179.350,17.667,142.860,178.479,44.258,148.076,184.132,15.125,157.257,173.742,59.750,136.956,169.701,53.353,149.762,180.091,69.892,94.547,170.602,104.065,96.846,166.031,33.250,143.852,182.651,16.353,117.152,162.176,69.318,132.975,184.824,26.387,127.848,138.044,74.562,98.394,175.929,30.216,129.947,150.569,42.294,150.758,171.608,19.700,127.231,134.643,31.235,132.889,178.873,13.000,140.357,159.624,11.622,161.227,182.958
15,104.619,126.557,162.201,21.533,127.330,144.496,17.412,156.748,146.704,449.524,156.623,110.191,249.667,63.495,169.927,975.682,83.592,174.543,470.344,58.052,169.360,1384.562,154.335,158.710,885.250,137.206,185.676,1210.250,132.781,189.901,446.727,121.353,172.607,92.595,153.771,176.255,139.125,87.791,171.373,61.344,157.190,103.733,41.273,92.420,176.761,128.353,85.539,166.537,29.048,161.490,148.751,286.944,60.529,163.058,57.032,164.672,154.874,31.143,141.476,186.104,63.000,126.790,171.041,96.980,127.639,166.681,25.136,125.422,177.328,33.769,146.238,175.317,102.667,122.947,185.415,38.769,137.785,179.128,9.111,142.526,178.048,61.032,147.854,184.307,27.375,156.987,173.641,49.375,136.975,169.892,47.059,149.867,180.191,37.351,94.109,170.588,94.258,96.754,165.939,16.125,144.088,183.051,28.353,117.809,162.100,147.273,132.566,184.999,45.484,127.873,138.258,79.375,98.564,176.028,59.189,130.204,150.500,20.294,150.773,171.592,30.300,126.646,134.386,28.471,132.769,178.851,37.500,140.334,159.837,10.595,161.665,183.341
16,93.571,126.547,162.111,49.633,127.447,144.497,18.941,156.347,147.199,527.905,156.579,110.199,395.033,63.692,169.971,660.045,83.616,174.515,358.938,57.822,169.230,1105.375,154.397,158.687,716.250,137.120,185.662,939.250,132.785,190.009,354.909,121.518,172.535,53.514,153.687,176.234,274.188,87.894,171.455,48.125,157.290,103.681,91.636,92.257,176.627,153.000,85.567,166.516,28.857,161.430,148.804,433.000,60.498,162.896,33.290,164.775,154.863,48.238,141.559,186.342,66.500,126.664,171.288,90.824,127.957,166.823,52.045,125.478,178.056,14.308,146.173,175.098,75.490,122.862,185.202,36.077,137.597,179.216,42.167,142.583,178.564,54.387,147.786,184.169,35.125,156.912,173.317,23.938,136.863,170.084,109.176,149.774,179.970,49.351,94.264,170.825,39.548,97.386,165.908,37.125,144.062,183.205,44.941,117.250,161.751,162.864,132.175,185.089,23.355,128.401,138.147,63.312,98.591,176.219,29.405,130.527,150.592,28.294,150.307,171.733,54.400,127.041,134.492,35.471,132.800,178.540,41.667,140.466,159.328,5.514,160.790,182.617
17,41.381,126.695,162.261,28.967,127.955,144.392,18.471,156.475,146.653,389.667,156.480,110.116,731.233,63.507,169.967,696.591,83.548,174.584,211.406,58.060,169.293,587.188,154.398,158.638,118.812,137.296,185.913,671.688,132.752,190.025,76.773,121.313,172.473,799.297,153.633,176.244,145.000,87.946,171.387,44.062,157.154,103.854,144.182,92.209,176.521,146.529,85.638,166.556,21.190,161.471,149.248,288.333,60.572,163.134,36.968,164.991,154.324,19.286,141.360,186.457,80.750,126.579,170.845,97.882,127.952,166.518,27.682,125.621,177.593,36.000,146.629,175.270,99.333,122.822,185.439,100.154,137.688,179.352,42.056,142.689,178.496,44.516,147.953,184.363,29.250,156.786,173.721,56.188,136.861,170.051,35.471,149.999,180.241,56.108,94.906,170.602,26.710,96.310,165.846,31.250,144.117,183.260,27.882,117.289,162.021,101.364,132.232,185.046,70.452,127.629,138.173,90.438,98.466,176.117,34.595,130.169,150.553,19.176,150.650,171.930,45.800,126.800,134.329,32.824,132.532,179.060,30.056,140.542,159.847,13.730,161.123,183.526
18,71.429,126.625,162.183,12.300,127.605,144.923,19.608,156.765,146.712,309.095,156.525,110.001,476.133,63.478,169.936,634.818,83.543,174.550,226.062,58.089,169.218,187.875,154.471,158.609,73.062,137.405,185.835,338.250,132.723,190.060,42.227,121.327,173.123,510.703,153.527,176.205,65.625,88.039,171.549,53.000,157.189,103.629,145.773,92.149,176.659,151.294,85.498,166.432,9.429,161.770,148.601,130.056,60.297,163.088,32.968,164.818,154.470,24.381,141.657,186.425,150.750,126.567,171.072,94.353,127.739,166.584,30.500,125.614,177.502,27.000,146.267,175.579,59.725,122.736,185.240,328.923,137.621,179.270,55.778,142.502,178.970,30.000,148.060,184.178,57.125,157.022,173.668,61.562,136.875,170.340,53.647,149.873,180.221,16.595,94.363,170.722,57.806,96.847,166.077,55.562,144.109,182.560,49.471,117.390,162.137,62.318,132.147,185.112,13.161,128.161,138.321,115.562,98.336,175.978,79.081,130.560,150.483,63.706,150.551,172.020,44.700,126.846,134.808,20.176,132.251,178.889,51.778,140.573,159.350,32.541,161.282,183.230
19,81.190,126.275,161.887,19.433,127.566,144.643,9.373,156.754,146.681,341.381,156.540,110.070,159.300,63.687,170.035,291.818,83.611,174.610,92.094,57.966,169.114,73.719,154.355,158.805,81.125,137.261,185.518,77.125,132.706,190.247,39.045,121.713,172.699,455.297,153.588,176.170,124.688,88.073,171.317,26.938,157.171,103.245,92.591,92.036,176.665,139.647,85.714,166.743,28.190,161.462,148.583,249.500,60.365,163.188,24.258,164.723,154.177,34.143,141.448,186.323,110.375,126.551,171.195,78.667,127.896,166.857,62.364,125.295,177.407,33.077,146.358,175.490,62.471,122.433,185.317,193.538,137.532,179.286,420.333,142.734,178.660,61.097,147.879,184.141,32.625,156.985,173.164,62.938,136.740,169.745,52.706,150.378,179.934,72.378,94.397,170.622,44.194,96.718,166.058,20.125,144.168,182.464,33.176,117.568,161.909,43.273,132.251,185.132,30.452,127.683,138.348,63.375,98.439,176.126,36.054,130.459,150.772,35.647,150.534,172.128,19.700,127.123,134.730,62.765,132.259,179.113,17.500,140.412,160.020,32.865,161.005,183.208
20,61.762,126.539,161.938,34.233,127.773,144.326,62.706,156.760,146.555,82.238,156.792,110.371,112.233,63.486,169.972,162.818,83.577,174.462,77.000,58.006,169.323,60.312,154.321,159.331,91.875,137.065,185.871,43.750,132.938,190.762,42.682,121.589,172.736,221.243,153.485,175.978,1290.188,88.092,171.497,25.406,157.099,103.195,78.682,92.205,176.779,46.824,85.425,166.717,33.476,161.316,148.496,115.278,60.307,162.955,45.161,164.564,154.828,19.143,141.494,186.879,89.125,126.828,171.026,76.824,127.714,166.757,35.682,125.433,177.686,37.269,146.412,175.490,55.373,122.760,185.170,92.000,137.657,179.402,234.278,142.599,178.698,34.000,147.983,184.556,20.062,157.046,173.389,49.188,136.897,169.341,70.588,150.164,180.072,26.541,94.833,170.796,26.581,96.773,166.040,53.375,143.830,182.780,59.412,117.365,162.080,30.864,132.406,184.422,63.290,127.786,138.164,76.812,98.343,176.624,32.541,130.580,150.584,27.294,150.509,172.174,35.800,126.948,134.785,30.529,131.930,178.656,16.722,140.272,159.733,4.541,161.621,183.365
21,81.571,126.533,162.275,31.333,127.748,144.442,19.176,156.586,147.345,17.762,156.198,110.609,77.400,63.813,170.187,383.227,83.575,174.375,61.188,57.911,168.866,57.312,154.193,158.757,98.750,137.107,185.837,41.938,132.784,190.160,4.545,121.514,173.135,56.703,153.730,176.299,852.375,88.008,171.447,32.562,157.300,103.378,102.409,92.007,176.597,90.882,85.560,166.609,32.524,161.482,148.586,46.167,60.451,163.270,27.613,164.888,155.395,26.952,141.255,186.778,15.500,127.103,170.893,63.765,127.769,166.684,38.955,125.175,177.726,33.000,146.130,175.307,70.588,122.689,185.517,143.385,137.747,179.584,295.500,142.554,178.579,35.419,147.647,183.953,6.812,157.220,174.159,73.750,136.881,169.816,48.353,149.848,180.050,34.054,94.324,170.585,43.806,96.827,166.128,46.812,144.041,182.901,17.059,117.139,162.683,31.818,132.509,184.632,49.290,127.955,137.939,49.062,98.356,176.068,50.595,130.802,150.403,22.118,150.238,171.363,67.600,126.894,134.633,48.824,133.107,178.910,40.111,140.299,159.630,8.216,161.622,182.504
22,86.810,126.654,162.270,26.700,127.694,144.453,7.569,155.748,146.721,15.333,156.517,110.076,123.900,63.676,170.149,316.545,83.499,174.481,60.125,57.857,169.133,73.656,154.476,158.788,54.250,137.134,185.546,26.125,132.765,190.425,20.318,121.810,173.035,43.892,153.867,176.214,859.250,88.080,171.476,225.531,157.342,103.337,578.091,92.169,176.676,105.059,85.641,166.558,17.714,161.553,148.336,68.667,60.602,162.775,38.323,164.899,154.949,60.952,141.651,186.393,104.500,126.584,171.217,109.098,127.982,166.544,30.182,125.522,177.727,51.500,146.280,175.501,43.843,122.969,185.371,140.846,137.519,179.442,169.111,142.465,178.619,15.935,147.926,183.888,23.938,157.336,173.267,37.750,136.757,169.774,36.294,149.813,180.004,67.297,94.264,170.704,83.290,96.827,165.807,73.750,144.109,182.937,56.941,117.621,162.091,71.727,132.540,184.443,30.903,127.744,138.064,102.938,98.287,175.799,57.459,130.152,150.725,32.471,150.143,171.811,20.000,127.052,134.711,22.118,133.058,178.754,35.889,140.447,159.775,6.595,160.755,183.416
23,46.857,126.561,162.336,47.567,128.228,144.552,13.490,156.923,146.568,21.333,156.610,110.004,97.267,63.401,169.949,316.545,83.460,174.380,95.938,57.796,169.018,65.000,154.766,158.864,74.188,137.296,185.775,44.625,132.807,189.975,59.955,121.191,172.687,52.162,153.682,176.150,668.250,88.059,171.464,829.469,157.246,103.492,525.364,92.229,176.717,79.471,85.502,166.852,30.095,161.598,148.693,60.222,60.219,162.668,27.613,164.877,154.773,27.952,141.417,186.749,83.375,126.745,171.011,59.725,127.957,166.636,43.591,125.314,177.611,30.000,146.049,175.780,37.725,122.561,185.281,50.923,137.798,179.499,152.222,142.679,178.440,57.097,147.911,184.100,24.188,156.809,173.485,80.500,136.966,169.840,53.059,150.013,180.329,117.027,94.432,170.659,69.677,96.742,165.937,30.625,143.956,182.713,52.824,117.439,161.909,48.909,132.486,184.545,11.161,127.956,137.885,72.500,98.421,175.748,98.162,130.560,150.399,36.176,150.280,171.887,30.100,127.104,134.445,19.706,132.418,178.948,8.556,140.458,159.481,3.351,160.755,183.115
24,41.762,126.190,162.369,43.033,127.621,144.818,34.667,157.101,146.844,32.286,156.780,110.219,116.733,63.502,170.013,303.136,83.418,174.299,54.500,57.991,169.249,59.688,154.325,158.514,42.188,136.910,185.637,11.562,132.751,189.148,63.182,121.347,172.560,20.162,153.643,176.105,634.625,88.046,171.530,451.625,157.154,103.447,454.500,92.185,176.661,65.412,85.588,166.540,36.333,161.333,148.117,52.944,60.597,162.893,24.516,164.727,154.931,54.048,141.566,186.749,57.250,126.684,171.190,138.118,128.192,166.925,56.636,125.373,177.987,23.038,146.706,175.437,56.235,122.546,185.535,11.615,137.887,178.822,249.333,142.665,178.468,25.032,147.833,184.291,11.000,157.172,173.919,52.750,136.810,169.742,66.353,149.908,179.860,69.405,94.287,170.779,52.129,96.794,165.987,108.312,143.913,183.003,24.412,117.854,161.925,22.045,132.188,184.937,34.710,128.057,138.336,55.000,98.412,176.312,30.432,130.460,150.776,24.765,150.844,171.883,8.400,126.842,134.407,47.412,132.637,178.963,41.333,140.456,159.518,7.838,161.098,183.746
25,73.476,126.459,162.090,27.400,127.395,144.687,31.098,156.877,146.892,36.905,156.684,110.372,76.067,63.732,169.890,241.318,83.538,174.420,47.781,57.464,169.372,82.062,154.256,158.671,54.312,137.422,185.778,59.688,132.839,190.196,33.545,121.286,172.654,20.270,153.723,176.566,451.688,88.110,171.488,527.844,157.088,103.465,484.318,92.118,176.785,75.706,85.538,166.990,31.238,161.696,148.503,69.000,60.364,162.799,103.032,164.667,154.980,63.286,141.492,186.049,40.750,126.567,171.208,77.569,127.917,166.744,17.455,125.295,177.837,42.269,146.570,175.231,35.804,122.842,185.332,40.308,137.430,179.300,109.667,142.648,178.390,45.419,147.879,184.292,35.062,157.385,173.226,62.562,136.829,170.140,38.294,149.913,179.768,70.649,94.045,170.660,28.645,97.052,165.950,73.125,144.016,183.382,54.294,117.506,162.128,29.182,132.209,185.065,51.161,127.724,138.078,58.375,98.341,176.234,65.730,130.559,150.531,24.647,150.471,172.004,22.700,126.351,134.497,8.706,133.208,178.581,9.389,140.801,159.976,10.270,161.161,182.812
