 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44
72,66.333,126.325,162.693,56.200,127.851,144.499,20.039,156.573,146.573,22.619,156.496,109.743,87.600,63.693,169.982,87.727,83.574,174.456,52.312,58.148,169.218,76.281,154.501,158.717,520.188,137.287,185.745,793.500,132.868,189.980,64.636,121.486,172.507,27.351,153.471,175.993,84.562,88.047,171.219,34.188,157.279,103.268,68.682,92.079,176.611,59.059,85.699,166.734,32.238,161.406,148.676,49.611,60.460,163.241,24.968,164.691,154.369,54.429,141.319,186.926,78.875,126.640,170.917,52.078,127.736,166.643,48.136,125.462,177.885,24.769,146.206,175.741,21.373,123.003,185.057,33.000,137.645,179.367,48.111,142.547,178.775,36.645,148.027,184.123,25.062,156.969,173.410,65.875,136.854,169.848,38.941,150.211,180.138,31.622,94.580,170.502,54.452,97.085,166.108,21.875,143.870,182.913,50.824,117.614,161.813,318.045,132.285,184.842,55.806,127.984,138.329,76.000,98.395,176.216,60.595,130.681,150.645,34.471,151.062,171.928,30.800,126.741,134.254,12.471,132.139,178.288,35.722,140.449,159.630,9.622,160.998,183.388
73,77.952,126.623,162.100,50.200,127.768,144.779,31.804,156.735,146.929,16.381,156.876,109.683,92.867,63.577,170.146,90.455,83.394,174.513,70.188,57.987,169.063,75.031,154.299,158.675,561.938,137.192,185.776,619.750,132.843,190.064,50.000,121.317,172.773,31.730,153.426,176.113,68.250,87.882,171.469,28.781,157.389,103.335,82.000,92.214,176.840,32.118,85.710,166.377,35.000,161.480,148.361,27.333,60.294,162.841,63.032,164.562,154.563,70.905,141.245,186.512,100.500,126.691,171.122,103.569,127.787,166.943,34.273,125.235,177.341,41.038,145.891,175.630,32.275,122.781,185.772,16.923,138.035,179.366,24.444,142.642,178.533,63.613,147.976,184.202,6.562,157.913,173.259,27.750,137.177,169.943,72.000,149.953,180.051,38.324,94.333,170.494,45.806,96.852,165.858,27.375,144.130,182.907,42.706,117.395,161.833,437.591,132.143,184.858,75.548,128.021,137.979,97.938,98.394,175.752,60.162,130.876,150.638,32.235,150.730,171.968,13.400,126.337,134.993,20.706,132.322,178.726,41.278,140.258,159.692,15.459,161.514,182.328
74,59.952,126.306,162.515,45.733,128.073,144.578,35.882,157.195,146.844,8.143,157.042,109.563,105.467,63.495,170.006,64.273,83.406,174.623,42.094,57.969,169.558,79.812,154.393,158.645,193.688,137.148,185.641,793.188,132.864,189.976,25.409,121.715,172.402,32.216,153.458,176.348,118.812,87.963,171.610,35.344,157.211,103.424,122.682,92.039,176.642,67.471,85.737,166.210,16.238,161.853,148.510,22.167,60.705,162.894,33.677,164.791,154.538,49.190,141.571,187.070,21.625,127.126,171.076,114.510,128.024,166.545,45.727,125.327,177.963,34.654,146.090,175.448,30.510,122.656,185.147,29.462,137.989,179.687,34.167,142.342,178.708,23.355,147.808,184.376,11.438,157.154,173.943,38.125,136.730,169.506,61.765,149.918,179.897,35.676,94.060,170.644,61.935,96.934,165.932,7.938,144.322,183.284,39.706,117.668,162.453,380.318,132.326,184.935,60.839,128.144,137.771,43.375,98.645,176.002,51.568,130.227,150.454,34.353,150.949,171.997,39.500,126.632,134.343,25.471,132.429,179.062,33.944,140.322,159.878,0.703,160.878,183.913
75,73.000,126.462,162.526,39.567,127.554,144.262,25.725,156.256,146.662,17.286,156.229,109.874,62.133,63.756,170.117,74.909,83.415,174.646,61.438,57.787,169.041,90.281,154.280,158.980,875.375,137.214,185.701,447.688,132.806,189.837,27.318,121.245,172.435,36.703,153.282,176.212,75.812,88.147,171.301,20.469,157.072,102.985,159.000,92.206,176.737,57.941,85.837,166.485,27.048,161.359,148.535,32.389,60.297,162.895,35.161,165.026,155.144,75.238,141.254,186.463,24.750,126.485,171.106,174.627,127.956,166.892,40.455,125.258,177.554,29.923,146.761,175.731,44.078,122.450,185.496,12.615,137.612,179.358,18.389,142.533,178.719,34.065,148.248,184.489,32.062,157.084,173.723,81.625,136.858,169.985,55.824,150.072,180.033,63.946,94.278,170.810,44.839,96.878,166.021,47.375,144.049,182.671,35.588,117.528,162.152,292.000,132.361,184.704,81.355,127.801,138.212,75.750,98.454,176.020,55.946,130.773,150.613,39.588,150.662,172.209,54.200,126.657,134.840,40.529,132.031,178.917,27.167,140.163,159.875,7.027,161.052,182.695
76,84.905,126.663,162.088,33.500,128.180,144.842,16.824,156.785,146.370,25.524,156.383,110.724,91.900,63.532,169.757,77.409,83.555,174.591,52.406,58.073,169.225,60.781,154.598,158.776,806.062,137.196,185.761,656.312,132.826,190.020,52.273,121.635,172.616,45.892,153.160,176.511,108.188,88.054,171.684,28.812,157.016,103.684,86.727,92.282,176.585,35.000,85.532,166.267,27.286,161.443,148.608,45.889,60.459,163.178,38.323,164.757,154.756,52.429,141.370,186.827,46.125,126.375,171.157,122.471,127.933,166.665,32.273,125.125,177.575,22.731,146.431,175.193,23.098,122.360,185.475,24.231,137.322,179.177,29.222,142.710,178.627,64.581,148.283,184.302,25.000,156.956,173.822,61.750,136.915,169.868,45.000,149.540,180.066,60.378,94.495,170.425,70.839,97.262,165.714,24.375,144.029,182.414,59.176,117.422,161.638,431.864,132.278,184.766,19.484,127.965,138.086,37.125,98.308,176.548,63.135,130.536,150.454,40.588,150.629,171.957,11.600,126.483,134.195,34.176,133.022,178.945,38.500,140.320,159.570,22.324,160.905,183.534
77,55.476,126.625,161.994,23.933,127.882,144.191,38.275,156.482,146.563,17.667,156.676,110.052,73.633,63.479,170.115,79.727,83.650,174.471,41.750,57.883,169.737,74.094,154.312,158.729,630.000,137.205,185.765,706.750,132.858,189.963,62.227,121.478,172.571,62.703,153.744,176.241,82.750,87.977,171.250,27.406,157.337,103.441,70.273,92.439,176.643,188.353,85.702,166.622,120.667,161.400,148.160,22.167,60.420,163.007,24.194,164.773,155.206,59.429,141.297,186.550,135.125,126.626,171.060,69.333,127.957,166.642,41.045,125.305,177.625,41.462,146.258,175.450,34.863,122.499,185.204,57.231,137.212,179.513,31.944,142.345,178.957,13.548,148.094,184.378,42.750,157.356,173.582,61.938,136.888,169.890,52.235,149.666,179.822,69.297,94.505,170.615,50.387,96.998,166.001,51.625,143.973,183.203,29.000,117.152,162.501,365.591,132.244,184.780,63.484,128.145,138.204,55.250,98.319,176.211,71.027,130.443,150.516,24.176,150.547,172.099,36.300,126.594,134.285,3.412,132.504,179.367,36.833,140.310,159.793,7.784,161.146,182.164
78,28.524,126.573,162.259,41.267,127.785,144.440,47.451,156.923,146.791,18.286,156.657,110.032,94.400,63.738,169.966,71.682,83.694,174.651,35.469,58.173,168.894,47.781,154.418,158.388,741.375,137.198,185.670,943.375,132.846,190.023,55.318,120.917,172.409,37.351,153.626,176.097,76.812,88.137,171.455,24.812,157.377,103.454,94.682,92.286,176.563,212.353,85.597,166.449,520.810,161.506,148.469,30.722,60.393,162.785,27.484,164.452,154.798,74.857,141.359,186.796,59.500,126.743,170.960,103.961,127.816,166.716,35.091,125.392,177.396,18.923,146.463,175.123,49.294,122.496,184.975,43.769,137.597,179.444,67.222,142.314,178.416,48.452,148.314,184.125,22.688,157.061,173.787,34.125,136.861,169.937,74.941,149.958,180.052,51.405,94.346,170.616,29.613,96.501,166.308,41.812,144.175,183.053,51.882,117.384,161.942,655.955,132.213,184.835,26.194,128.422,137.945,64.312,98.445,176.023,81.892,130.634,150.558,30.294,150.552,171.855,4.300,126.325,134.955,29.706,132.757,178.981,27.889,140.566,159.880,12.649,161.196,183.214
79,50.048,126.366,162.224,47.100,127.704,144.360,9.922,157.022,146.666,13.524,156.433,109.682,71.400,63.635,170.059,34.455,83.251,174.410,63.219,57.753,169.651,92.781,154.304,158.747,128.188,137.180,185.879,480.312,132.768,190.064,36.909,121.303,172.615,35.189,153.406,176.120,62.062,88.256,171.347,16.344,156.960,103.363,94.318,92.052,176.403,193.353,85.635,166.671,447.000,161.464,148.368,32.556,60.814,163.058,38.839,164.921,154.865,45.381,141.400,186.913,57.500,126.902,171.208,124.235,127.715,166.779,40.045,125.277,177.736,29.346,146.232,175.452,11.373,122.195,186.035,7.308,137.655,178.839,36.611,142.913,178.490,29.935,147.873,184.528,24.938,157.148,173.636,62.312,136.742,169.856,32.824,149.666,180.047,69.568,94.164,170.889,56.065,96.739,165.959,31.250,144.187,182.783,17.294,117.684,161.863,279.864,132.293,184.809,53.097,127.808,137.818,92.438,98.324,175.789,28.432,130.717,150.873,32.059,150.894,172.087,23.000,126.560,134.750,27.941,132.742,178.718,9.000,140.899,159.411,15.946,161.159,182.904
80,30.619,126.521,162.182,27.033,128.102,144.552,20.863,156.330,146.586,45.762,156.588,109.626,51.033,63.545,170.038,88.682,83.766,174.637,64.125,58.061,168.979,58.094,154.271,158.525,75.250,137.068,185.568,567.938,132.861,189.883,61.955,121.489,172.963,48.919,153.576,176.112,52.938,88.035,171.420,21.531,157.024,103.251,109.727,92.234,176.853,160.706,85.558,166.843,477.190,161.482,148.384,26.056,60.653,162.648,40.323,164.863,154.501,59.524,141.530,186.302,62.875,126.478,170.993,143.412,128.073,166.414,34.545,125.392,177.315,33.462,146.473,175.208,18.588,122.564,184.873,74.385,137.632,179.386,17.111,142.502,178.016,24.645,147.867,184.239,21.875,157.183,173.658,50.750,136.698,170.117,75.412,149.936,179.872,47.568,94.129,170.725,23.742,96.459,165.928,13.875,143.836,182.276,42.412,117.586,162.216,188.909,132.301,184.914,32.710,128.008,138.025,71.625,98.501,175.809,50.973,130.868,150.600,23.529,150.762,172.045,39.100,126.244,134.751,23.882,132.629,179.239,18.444,140.437,159.186,15.027,160.883,183.049
81,47.429,126.686,162.362,61.700,127.724,144.734,63.725,156.435,147.114,19.048,156.820,109.835,107.633,63.781,170.117,84.864,83.767,174.454,69.531,57.840,169.247,82.469,154.429,158.816,76.375,137.171,185.319,226.750,132.817,190.174,57.818,121.452,172.844,17.568,153.041,176.436,100.000,87.865,171.745,21.438,157.790,103.764,79.500,92.475,176.556,222.765,85.558,166.758,129.000,161.451,148.392,29.611,60.213,162.909,62.710,164.581,154.509,73.429,141.582,186.778,79.500,126.808,171.323,95.529,127.840,166.489,46.909,125.071,177.507,27.192,146.379,175.581,13.451,122.783,185.533,25.769,137.326,179.215,42.222,142.642,178.399,47.290,147.884,184.038,9.500,156.956,173.957,57.375,136.961,170.234,61.588,149.935,180.198,42.811,93.858,170.873,40.194,97.158,166.015,30.062,144.020,182.539,45.588,117.491,162.065,171.091,132.332,184.886,46.968,127.522,138.007,80.438,98.507,176.114,62.595,130.431,150.877,19.765,150.277,172.188,39.800,126.607,134.598,26.706,132.040,179.401,15.056,140.364,159.775,9.081,160.903,182.942
82,66.429,126.513,162.168,28.733,127.266,144.343,507.294,156.784,146.836,30.857,156.270,110.388,62.900,63.772,169.935,71.773,83.618,174.608,65.875,57.843,169.283,77.312,154.396,158.455,69.875,136.794,185.600,68.750,132.887,189.954,36.136,121.439,172.500,31.297,153.430,176.497,52.812,88.125,171.378,27.500,156.962,103.345,97.773,92.088,176.684,127.118,85.553,166.570,49.714,161.212,148.327,26.333,60.020,163.119,93.355,164.951,154.624,112.429,141.575,186.505,95.125,126.514,171.157,97.412,127.786,166.484,31.955,125.467,177.669,11.962,146.489,175.332,36.314,122.871,185.267,42.077,137.525,179.514,54.778,142.403,178.596,21.613,147.870,184.276,30.938,157.188,173.541,62.625,136.879,169.811,51.941,149.584,180.222,88.108,94.299,170.570,52.000,96.741,166.201,25.938,143.575,183.257,39.176,117.433,161.702,37.182,132.348,184.906,26.774,128.035,138.154,68.688,98.196,176.265,35.946,130.424,150.601,25.471,151.026,172.005,51.200,126.746,134.573,43.118,132.546,178.545,8.944,140.098,159.865,11.189,161.364,182.580
83,74.762,126.463,161.993,35.433,127.816,144.481,451.412,156.816,146.718,11.381,156.957,109.986,141.667,63.668,170.124,109.864,83.536,174.404,53.219,57.829,169.281,73.594,154.519,158.735,66.812,137.138,185.537,30.000,132.721,190.426,52.273,121.278,172.831,19.081,153.633,176.607,38.625,88.106,171.407,38.312,157.203,103.099,74.682,92.413,176.672,80.176,85.622,166.289,47.381,161.591,148.552,34.556,60.409,163.242,49.935,164.602,154.638,501.810,141.587,186.522,139.375,126.735,171.061,89.176,127.873,166.605,41.773,125.349,177.705,20.385,146.074,175.710,61.373,122.808,185.286,12.462,137.232,179.144,16.500,142.606,178.903,35.871,148.182,184.739,37.562,157.071,173.237,82.000,136.871,170.022,13.118,149.807,180.229,61.351,94.199,170.593,51.161,96.957,166.043,65.125,143.826,183.149,38.353,117.613,162.282,97.318,132.299,184.872,63.871,128.012,138.060,47.438,98.248,175.985,57.568,130.756,150.275,29.471,150.837,172.083,13.400,126.077,134.510,24.176,132.545,178.224,20.333,140.321,159.841,2.324,161.088,183.826
84,56.810,126.528,161.948,39.433,128.175,144.738,330.353,156.650,146.832,34.333,156.705,110.322,90.200,63.588,169.859,104.909,83.758,174.700,93.781,57.769,169.528,85.219,154.173,158.768,33.625,136.984,185.636,45.312,132.621,189.857,21.364,121.546,172.673,24.162,153.688,176.751,81.188,87.956,171.367,19.312,157.130,104.007,107.909,92.328,176.744,76.882,85.622,166.281,50.714,161.588,148.324,24.333,60.333,163.313,95.484,164.793,155.201,308.238,141.567,186.477,72.875,126.499,171.054,131.961,128.057,166.652,57.364,125.190,177.893,42.308,146.210,175.736,33.490,122.288,185.313,26.769,137.643,179.437,8.889,142.464,178.556,38.129,148.069,184.069,23.625,157.108,174.032,55.125,136.917,170.280,52.412,149.717,180.233,33.351,94.152,170.726,43.613,96.907,166.061,17.688,144.216,182.663,34.706,117.505,161.876,37.545,132.277,184.446,18.323,127.914,137.966,54.000,98.348,175.856,57.189,130.460,150.289,12.059,150.525,172.269,62.300,127.030,134.506,15.588,132.379,179.175,12.833,140.425,159.965,5.946,161.172,183.421
85,36.762,126.667,162.624,27.500,127.865,144.416,257.725,156.762,146.703,24.333,156.445,110.117,48.800,63.667,170.302,103.045,83.449,174.586,91.062,57.918,169.340,75.156,154.275,158.947,54.562,137.328,185.812,34.938,133.085,189.798,20.955,121.015,172.734,58.270,153.799,176.049,81.312,87.961,171.221,28.438,157.135,103.340,67.682,92.317,176.878,45.882,85.268,166.383,10.667,161.244,148.523,41.833,60.256,163.097,1252.323,164.803,154.835,103.952,141.511,186.568,160.875,126.611,171.166,98.510,127.873,166.629,48.909,125.544,177.747,36.885,146.273,175.371,27.647,122.459,185.592,26.615,137.629,179.217,28.611,142.979,178.130,43.935,148.094,183.925,29.188,157.329,173.691,42.875,137.119,170.308,47.353,149.853,180.045,26.108,94.478,170.715,38.258,96.661,166.032,23.875,144.105,182.575,110.941,117.690,162.246,60.773,132.512,184.723,46.839,127.835,138.117,79.125,98.464,176.345,39.730,130.752,150.625,11.176,150.487,172.079,6.800,127.419,134.677,28.059,132.360,178.627,24.111,140.376,159.162,9.838,161.054,182.994
86,62.667,126.332,162.409,52.333,127.688,144.276,36.275,156.301,146.839,42.762,156.551,110.004,85.933,63.851,169.997,59.909,83.384,174.422,57.156,57.859,169.196,86.562,154.530,158.887,50.625,137.244,185.823,44.750,132.595,189.920,78.500,121.585,172.315,12.919,153.329,175.764,77.188,87.952,170.863,31.688,157.077,103.225,89.091,91.978,176.529,46.471,85.582,166.616,21.762,161.616,148.657,28.278,60.007,163.354,1029.613,164.770,154.867,51.857,141.595,186.283,137.000,126.504,170.983,107.882,127.841,166.510,74.091,125.147,177.452,42.115,146.174,175.020,56.196,122.673,185.234,62.846,137.568,178.880,31.389,142.977,178.580,37.613,148.249,184.368,12.812,157.520,173.794,35.000,136.702,169.694,49.353,149.686,179.930,49.730,94.300,170.643,80.710,96.620,166.117,13.500,143.797,182.777,17.941,117.434,161.975,37.045,132.193,184.634,64.968,127.793,137.929,46.500,98.714,176.506,75.676,130.744,150.606,30.059,150.663,171.829,32.900,127.102,134.669,35.471,132.436,178.501,44.667,140.402,159.939,17.243,160.893,182.803
87,58.857,126.265,162.322,26.300,128.135,144.270,24.627,156.698,146.875,22.762,156.674,110.094,49.967,63.517,170.145,78.636,83.375,174.446,61.125,57.668,169.325,95.094,154.294,158.791,49.250,137.177,186.009,21.312,132.622,189.917,31.682,120.902,172.561,54.649,153.537,176.250,53.812,88.101,171.283,37.531,157.318,103.434,101.500,92.219,176.463,74.059,85.436,166.543,23.190,161.563,148.593,51.111,60.669,163.051,683.161,164.742,154.862,9.952,141.432,186.323,70.500,126.593,171.186,77.176,127.865,166.831,55.364,125.161,177.643,45.923,146.490,175.484,61.176,123.008,185.501,19.615,137.895,179.516,17.667,142.422,178.977,24.903,147.881,184.045,26.500,157.604,173.329,42.562,136.723,169.888,14.118,150.107,179.954,31.351,94.502,170.707,29.097,96.861,166.143,28.000,143.876,182.699,34.059,117.438,161.817,41.818,132.327,184.894,46.194,127.842,138.326,103.438,98.446,175.989,95.405,130.624,150.310,15.176,150.604,171.836,59.500,126.431,134.501,41.941,132.617,178.966,26.278,140.740,159.921,15.622,160.979,183.660
88,25.667,126.598,162.223,26.100,127.950,144.632,14.510,157.255,146.571,11.238,156.524,110.462,70.500,63.897,170.046,94.591,83.549,174.637,39.156,57.669,169.364,80.688,154.329,158.624,53.375,137.165,185.861,48.562,132.919,189.744,52.773,121.605,172.517,44.000,153.524,176.718,54.750,88.011,171.502,38.844,157.254,103.200,112.364,92.187,176.564,75.706,85.623,166.582,40.286,161.287,148.174,34.333,60.421,163.164,530.903,164.766,154.769,16.571,141.553,186.193,48.500,126.752,171.194,75.882,127.733,166.578,52.273,125.252,177.660,33.000,146.210,175.399,85.961,122.750,185.262,22.769,137.176,179.208,34.500,142.554,178.681,41.806,147.962,184.243,15.562,156.823,173.607,44.000,136.757,169.879,60.706,149.839,180.258,36.108,94.116,170.654,43.742,96.967,165.888,16.875,143.880,182.680,35.706,117.430,161.927,30.318,132.265,184.560,39.742,127.501,137.955,72.375,98.548,176.323,37.676,130.822,150.279,25.294,150.785,172.210,60.400,126.889,134.658,19.529,132.590,178.504,16.778,140.376,159.411,9.622,161.083,183.126
89,50.810,126.668,162.107,42.367,127.927,145.061,13.529,156.841,147.302,21.143,156.697,109.847,84.767,63.707,170.263,68.455,83.665,174.547,62.719,57.911,169.188,86.125,154.354,158.919,76.062,136.943,185.290,74.188,132.706,190.136,57.727,121.174,172.631,34.162,153.818,176.631,74.500,88.008,171.422,35.219,157.383,103.932,147.955,92.171,176.842,46.647,85.462,166.448,22.190,161.455,148.720,59.389,60.211,163.045,665.226,164.860,154.861,40.857,141.459,186.311,33.625,126.342,171.041,109.804,127.908,166.720,67.318,125.328,177.651,38.462,146.246,175.370,71.373,122.682,185.549,30.923,137.861,179.495,29.778,142.372,178.123,39.613,147.958,184.048,32.812,157.075,173.462,78.125,136.878,170.169,69.882,149.804,180.196,34.108,94.448,170.736,45.935,96.827,166.134,11.875,144.060,182.115,24.529,117.281,161.782,39.636,132.530,184.835,24.581,127.825,138.060,93.875,98.290,175.630,64.270,130.822,150.644,18.176,150.347,171.724,18.100,126.897,134.546,32.059,132.049,178.768,28.000,140.526,159.753,11.135,161.334,182.942
90,73.286,126.298,162.289,29.900,128.225,144.079,12.196,156.292,147.424,28.143,156.689,109.701,87.833,63.675,170.232,127.318,83.489,174.360,103.188,58.170,169.178,76.688,154.314,159.076,87.375,137.060,185.844,60.000,132.758,190.145,34.227,121.260,172.921,49.081,153.196,176.071,61.750,88.220,171.194,16.312,157.221,103.479,108.318,92.283,176.840,50.647,85.553,166.507,24.714,161.548,148.320,310.500,60.389,163.031,542.839,164.835,154.787,23.190,141.621,186.690,81.375,126.521,171.163,105.412,127.600,166.435,17.636,125.387,177.816,25.654,146.123,175.533,32.314,122.719,185.047,36.538,137.636,179.423,38.444,142.742,178.632,31.290,147.922,184.679,35.625,157.092,174.223,50.812,136.788,169.775,90.529,149.916,179.989,38.865,93.998,170.383,138.645,97.029,165.895,24.812,144.057,182.914,30.059,117.637,161.816,43.909,132.631,184.504,35.742,127.935,138.267,61.875,98.494,176.113,70.865,130.658,150.493,19.588,150.795,172.081,25.300,127.270,134.541,43.882,132.982,179.211,16.111,140.724,159.581,1.189,161.228,182.928
91,58.429,126.462,162.100,31.733,127.997,144.397,13.725,156.795,146.293,11.714,156.195,110.289,87.800,63.568,170.085,82.227,83.719,174.652,86.312,57.986,169.151,88.000,154.365,158.424,88.500,136.994,186.027,41.688,132.905,189.996,55.227,121.199,172.752,30.270,153.462,176.232,99.938,88.035,171.524,23.156,157.408,103.317,100.500,92.167,176.699,99.529,85.629,166.523,28.714,161.788,148.416,208.833,60.456,163.100,132.258,164.831,154.843,21.476,141.643,185.637,1898.875,126.591,171.072,165.765,127.625,167.001,51.955,125.339,177.983,19.423,146.056,175.247,40.941,122.843,185.197,47.846,137.469,179.724,38.333,142.769,178.436,14.710,147.937,184.447,22.875,157.042,173.361,44.250,136.991,170.292,67.000,150.077,179.938,46.216,94.891,170.744,51.097,96.925,166.078,13.562,143.881,182.868,20.882,117.443,161.957,51.909,132.409,184.709,60.710,127.732,138.173,76.312,98.440,175.915,46.919,130.581,150.744,31.706,150.557,172.063,35.200,126.905,134.773,9.941,132.710,179.328,28.556,140.435,159.792,11.405,160.954,183.391
92,86.810,126.703,162.237,31.400,127.695,144.536,26.588,156.749,146.925,15.238,156.598,110.149,42.200,63.565,170.205,125.500,83.474,174.771,78.625,57.977,169.356,107.469,154.454,158.708,92.250,136.996,185.756,18.625,132.819,190.420,47.455,121.516,172.388,55.135,153.517,175.947,36.562,88.189,171.101,12.375,156.905,103.362,116.773,91.989,176.532,42.235,85.877,166.371,35.286,161.119,148.825,206.000,60.551,162.903,31.871,164.698,154.857,25.857,141.384,186.871,1415.250,126.587,171.103,47.725,127.903,166.692,25.318,125.675,177.713,24.346,146.188,175.715,48.863,122.542,185.625,20.538,137.334,179.238,22.111,142.619,178.451,28.645,148.010,184.305,34.000,157.562,173.403,73.250,136.687,169.959,93.118,149.815,180.071,52.378,93.845,170.627,34.581,96.306,166.122,26.312,143.915,183.074,25.000,117.620,162.165,31.636,132.252,185.058,70.065,128.008,138.156,65.500,98.340,176.050,68.973,130.545,150.584,30.529,150.741,172.084,28.400,126.739,134.531,13.294,132.551,178.817,19.833,140.369,159.691,5.838,161.048,183.359
93,97.952,126.506,162.166,41.367,127.765,144.558,24.118,156.502,146.843,35.905,156.481,110.135,83.500,63.730,170.288,269.364,83.443,174.242,69.750,58.049,169.074,133.656,154.436,158.427,54.062,137.235,185.537,64.688,132.696,190.578,36.182,121.664,172.502,68.973,153.511,176.151,111.062,88.260,171.503,33.531,157.286,103.661,1422.318,92.088,176.778,93.765,85.555,166.548,43.048,161.540,148.683,143.056,60.389,163.340,92.129,164.588,154.848,37.810,141.223,186.498,1131.750,126.580,171.085,1991.706,127.790,166.635,63.636,125.393,177.622,28.308,145.695,175.022,41.569,122.500,185.118,24.615,137.613,179.705,49.222,142.579,178.653,20.387,148.312,183.819,56.438,157.184,173.310,46.625,137.036,169.410,50.294,149.536,180.078,58.108,94.428,170.597,39.871,96.709,166.199,30.750,144.100,182.936,35.882,117.627,161.567,53.182,132.196,184.721,26.258,128.216,138.433,35.312,98.088,176.107,29.514,130.586,150.730,45.294,150.708,171.668,34.000,126.460,134.370,9.353,132.482,179.031,26.722,140.503,160.121,14.757,160.956,182.680
94,34.143,126.265,161.887,31.567,127.830,144.771,15.255,156.366,146.715,27.095,156.512,109.981,106.433,63.651,170.109,240.318,83.437,174.439,81.094,57.841,169.207,104.656,154.383,158.545,74.625,137.177,185.464,31.188,132.611,190.263,34.364,121.269,172.637,32.054,153.496,176.013,116.562,88.150,171.286,31.156,157.154,103.610,913.273,92.010,176.761,79.235,85.613,166.511,31.286,161.535,148.606,197.056,60.499,163.059,45.290,164.537,154.603,24.619,141.471,186.308,1289.875,126.638,171.136,1302.431,127.780,166.686,678.591,125.402,177.561,24.462,146.791,175.635,32.078,122.511,185.726,30.231,137.586,179.444,13.611,142.865,178.012,49.806,148.153,183.803,17.438,156.966,173.485,82.062,136.861,169.847,38.176,149.944,180.287,103.135,94.504,170.667,58.194,96.849,166.047,51.625,144.066,183.083,21.471,117.883,162.112,48.909,132.462,184.796,40.194,127.836,138.423,93.062,98.243,176.017,33.514,130.721,150.578,41.706,150.775,172.121,63.000,126.902,134.833,10.118,132.804,178.946,24.667,140.473,159.805,10.378,160.595,182.787
95,37.524,126.343,162.683,29.433,128.463,144.353,20.824,156.767,146.525,40.905,156.634,109.606,75.400,63.669,169.862,180.682,83.543,174.409,61.344,57.975,169.291,89.594,154.232,158.564,56.312,137.255,185.476,74.000,132.881,190.185,54.045,121.663,172.610,30.757,153.614,176.349,114.875,88.072,171.631,23.219,157.257,103.456,645.136,92.111,176.814,89.941,85.484,166.641,599.905,161.519,148.591,121.167,60.318,162.908,45.226,165.074,154.977,28.714,141.515,186.047,1331.750,126.664,171.071,1191.216,127.910,166.719,423.682,125.418,177.678,25.346,146.420,175.449,50.000,122.434,185.452,45.692,137.817,179.444,12.056,142.431,178.566,31.226,147.797,183.877,10.875,156.940,173.411,78.438,137.106,169.821,103.588,149.587,180.203,105.676,94.573,170.618,45.419,96.536,165.699,49.062,143.978,183.019,18.118,117.397,161.885,40.364,132.259,184.649,62.903,128.074,138.116,85.500,98.274,175.772,25.730,130.834,150.521,7.000,150.195,171.809,37.700,127.085,134.670,25.176,132.153,178.460,34.944,140.274,159.867,13.622,160.835,182.501
96,50.810,126.466,162.128,41.933,127.897,144.746,27.882,156.820,147.160,22.429,156.361,109.859,72.433,63.488,169.947,116.409,83.521,174.347,47.406,57.806,169.111,121.812,154.355,158.648,49.000,137.150,186.048,80.375,132.807,189.755,74.045,121.135,172.524,53.189,153.585,176.213,146.188,87.947,171.425,40.406,157.600,103.341,785.091,92.062,176.790,89.471,85.653,166.658,59.714,161.511,148.139,49.722,60.498,162.777,30.581,164.671,154.912,37.762,141.387,186.937,1102.125,126.645,171.040,1213.412,127.818,166.690,287.955,125.290,177.567,290.115,146.412,175.473,42.824,122.387,185.339,34.615,137.584,179.377,14.722,142.449,178.001,8.258,147.882,184.760,34.375,156.854,173.432,47.500,137.021,169.646,53.765,149.897,180.109,64.324,94.285,170.675,38.387,96.779,166.144,46.250,144.065,182.371,52.471,117.604,161.842,65.045,132.403,184.678,49.806,128.077,138.095,73.625,98.630,176.113,62.108,130.174,150.516,34.647,150.632,172.068,50.400,126.801,134.814,13.294,132.270,178.756,16.333,140.446,158.844,20.541,161.091,182.793
