 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30
146,319.031,131.849,184.726,460.375,209.923,151.462,279.381,209.456,131.815,308.731,150.355,132.568,29.778,139.800,136.539,357.800,161.499,129.757,27.635,124.067,102.893,149.531,141.433,115.757,971.583,174.131,192.611,144.471,210.737,144.036,250.270,128.938,118.587,260.467,156.793,201.292,141.235,161.020,198.320,203.235,146.719,138.317,288.647,129.217,102.019,281.222,128.616,124.876,213.804,155.309,128.474,414.047,135.957,121.493,36.426,205.713,159.937,89.633,115.405,132.948,103.333,155.041,137.584,41.000,122.461,128.355,216.818,179.441,175.351,187.824,145.757,189.660,42.933,147.215,208.800,411.591,173.857,178.186,117.059,178.652,189.417,119.581,131.391,126.594,64.381,141.738,203.623,22.407,145.931,103.619
147,310.312,131.824,184.689,447.417,209.937,151.322,184.762,209.619,131.800,369.885,150.339,132.672,78.556,139.312,136.282,342.667,161.642,129.727,33.846,123.827,102.452,172.281,141.241,115.519,1020.167,174.209,192.607,104.294,210.947,143.921,178.541,129.182,118.398,225.567,156.730,201.227,157.529,160.915,198.455,240.588,146.564,138.422,191.588,129.241,101.850,286.333,128.727,124.856,210.667,155.346,128.422,434.349,135.881,121.499,33.934,205.954,160.449,70.267,115.511,133.087,104.396,154.949,137.480,98.810,122.518,127.930,215.000,179.466,175.226,173.059,145.640,189.593,53.400,147.485,208.851,403.364,173.948,178.123,174.824,178.539,189.409,64.791,131.245,126.630,64.762,141.500,203.486,7.630,145.971,103.170
148,269.062,131.681,184.630,480.917,209.844,151.315,259.429,209.533,131.916,365.731,150.187,132.650,55.278,139.667,136.453,341.533,161.589,129.673,22.500,124.184,102.838,162.125,141.309,115.626,902.000,174.230,192.645,88.647,210.678,144.108,192.919,129.195,118.693,189.067,156.726,201.378,122.471,161.095,198.534,294.059,146.661,138.434,318.471,129.196,101.984,199.611,128.571,124.929,185.569,155.329,128.448,442.674,135.910,121.514,42.262,206.102,160.329,75.833,115.414,132.740,91.000,154.848,137.630,92.095,122.495,128.149,188.727,179.509,175.213,221.235,145.816,189.537,47.233,147.721,208.980,394.682,173.988,178.141,141.765,178.643,189.310,77.744,131.494,127.007,69.905,141.465,203.527,2.111,145.812,104.364
149,274.594,131.895,184.654,477.500,209.888,151.254,184.095,209.511,131.763,317.077,150.258,132.786,48.444,139.397,136.737,339.367,161.639,129.668,26.904,124.278,102.808,164.375,141.275,115.527,1119.542,174.223,192.583,123.000,210.922,143.919,178.973,129.151,118.753,163.233,156.781,201.077,190.118,161.051,198.430,216.529,146.614,138.541,248.235,129.333,102.096,193.222,128.612,125.066,143.765,155.351,128.679,454.419,135.897,121.457,34.525,205.612,160.036,106.900,115.679,132.960,110.250,154.881,137.757,35.571,122.459,127.954,155.500,179.616,175.144,189.882,145.732,189.375,51.367,147.601,208.699,628.136,173.964,178.107,121.824,178.660,189.450,105.186,131.372,126.734,52.810,141.746,203.782,12.667,145.975,103.911
150,268.375,131.756,184.562,473.750,209.902,151.357,253.333,209.565,131.892,382.308,150.179,132.617,74.056,139.549,136.846,267.800,161.407,129.820,14.462,124.315,102.796,1543.156,141.301,115.629,994.500,174.184,192.611,130.824,210.767,144.164,191.946,129.324,118.712,246.767,156.792,201.262,174.412,161.057,198.383,237.824,146.625,138.438,275.000,129.271,102.124,237.778,128.635,125.054,226.784,155.237,128.609,465.605,135.974,121.386,56.885,205.932,160.375,53.367,115.393,132.992,92.917,154.928,137.424,517.952,122.484,128.266,184.545,179.709,175.171,177.353,145.719,189.600,46.067,147.910,208.828,516.591,174.048,178.143,106.824,178.495,189.449,71.791,131.326,126.761,34.810,141.792,203.956,16.519,146.311,104.089
151,189.594,131.802,184.664,524.000,209.979,151.401,246.095,209.546,131.812,377.654,150.329,132.692,75.000,139.742,136.443,359.567,161.393,129.829,12.404,123.966,103.203,1282.500,141.399,115.679,1007.250,174.195,192.667,155.412,210.728,144.032,224.541,129.055,118.631,240.333,156.851,201.239,189.353,161.077,198.320,263.000,146.554,138.478,234.412,129.434,102.158,228.556,128.698,124.911,147.804,155.314,128.689,415.907,136.045,121.432,54.787,205.798,160.061,79.867,115.443,133.079,108.312,155.003,137.633,372.952,122.421,128.287,134.636,179.471,175.321,250.588,145.798,189.642,44.400,147.588,208.622,551.182,173.947,178.052,97.176,178.185,189.521,74.837,131.285,126.853,95.762,141.991,203.588,8.741,146.109,104.100
152,213.844,131.714,184.495,434.542,209.834,151.351,224.286,209.612,131.785,385.538,150.327,132.688,84.944,139.566,136.534,314.500,161.471,129.717,28.538,124.234,102.646,668.062,141.398,115.739,960.042,174.229,192.717,79.059,210.804,144.148,217.189,129.086,118.666,269.400,156.758,201.270,193.412,161.139,198.410,327.824,146.678,138.341,305.000,129.352,102.222,243.778,128.624,124.796,288.157,155.484,128.563,392.023,135.843,121.434,24.918,205.690,160.415,97.567,115.423,132.948,102.542,154.744,137.401,166.333,122.447,128.018,117.136,179.505,175.240,242.294,145.696,189.484,40.133,147.590,208.469,603.682,173.913,178.105,104.059,178.540,189.671,61.814,131.438,126.765,63.381,141.439,203.478,7.704,145.755,104.442
153,230.531,131.881,184.770,414.542,209.859,151.256,227.429,209.513,131.832,359.846,150.259,132.566,81.222,139.472,136.426,340.200,161.599,129.795,12.058,124.117,102.845,324.094,141.305,115.717,1125.375,174.193,192.584,136.647,210.583,144.041,175.243,129.253,118.682,217.033,156.642,201.198,145.647,160.894,198.513,255.353,146.654,138.349,250.529,129.234,102.137,207.556,128.573,124.756,174.588,155.219,128.550,551.698,135.862,121.539,30.426,205.827,160.392,411.400,115.448,133.027,96.354,154.897,137.744,244.190,122.392,128.123,205.136,179.548,175.228,229.529,145.658,189.506,50.633,147.976,208.793,571.727,174.030,178.111,146.000,178.672,189.639,98.698,131.483,126.639,59.524,141.772,203.416,10.111,145.966,103.528
154,222.969,131.782,184.633,462.083,209.885,151.411,223.190,209.517,132.001,350.577,150.227,132.478,80.111,139.717,136.397,280.133,161.479,129.681,24.750,124.080,102.581,185.812,141.237,115.688,1057.542,174.216,192.599,81.235,210.617,144.114,191.676,129.187,118.676,277.433,156.691,201.257,221.824,160.968,198.468,242.941,146.590,138.482,319.412,129.287,102.126,243.389,128.738,125.052,195.216,155.430,128.766,505.558,135.845,121.498,41.836,205.699,160.631,344.333,115.422,132.920,154.354,155.060,137.546,310.667,122.501,128.337,131.682,179.553,175.243,116.118,145.782,189.730,55.067,147.794,208.691,879.409,173.927,178.106,67.765,178.590,189.529,184.070,131.478,126.900,60.905,141.331,203.719,14.481,145.726,104.037
155,232.312,131.852,184.615,424.542,209.900,151.260,168.762,209.597,131.770,406.731,150.279,132.694,84.722,139.533,136.614,313.933,161.467,129.617,22.538,124.170,102.703,158.438,141.367,115.766,1066.458,174.189,192.590,167.353,210.785,143.934,174.919,129.096,118.709,236.100,156.590,201.271,200.412,161.051,198.475,263.059,146.618,138.425,340.118,129.453,102.017,269.444,128.740,125.104,121.529,155.228,128.633,448.256,135.991,121.418,31.607,205.860,160.392,275.000,115.509,132.879,63.583,154.814,137.258,71.095,122.413,128.093,154.818,179.759,175.209,191.882,145.860,189.560,36.733,147.628,208.864,855.545,173.929,178.057,62.706,178.706,189.619,154.093,131.383,126.927,38.333,141.702,203.727,7.963,145.838,103.548
156,276.250,131.697,184.678,501.500,209.842,151.385,253.667,209.555,131.807,320.654,150.276,132.647,82.389,139.545,136.497,274.833,161.635,129.572,21.962,123.923,102.971,144.062,141.369,115.683,989.958,174.168,192.656,126.765,210.801,144.135,148.000,128.931,118.544,210.267,156.594,201.280,148.882,161.000,198.405,184.353,146.668,138.301,288.059,129.308,102.180,292.556,128.613,124.969,272.941,155.542,128.381,428.698,135.912,121.455,39.148,205.978,159.982,117.367,115.411,132.935,106.000,154.941,137.329,51.000,122.531,128.453,178.727,179.430,175.329,188.412,145.718,189.660,64.633,147.599,208.844,872.409,173.924,178.021,107.118,178.586,189.344,137.256,131.474,126.782,75.381,141.807,203.658,15.259,145.860,103.055
157,243.469,131.841,184.609,503.125,209.896,151.368,254.810,209.580,131.871,446.077,150.374,132.617,88.278,139.760,136.103,298.800,161.419,129.801,18.712,123.655,102.974,160.281,141.373,115.650,1050.458,174.216,192.570,128.706,210.788,143.980,185.459,129.029,118.698,242.333,156.691,201.223,212.471,160.979,198.444,303.412,146.536,138.466,267.765,129.324,101.996,294.444,128.717,124.781,235.294,155.454,128.448,448.814,135.837,121.506,60.820,205.633,160.068,72.500,115.356,132.876,82.354,155.015,137.451,50.238,122.126,128.166,162.000,179.641,175.163,236.294,145.757,189.545,42.933,147.787,208.455,739.455,173.858,178.117,98.353,178.812,189.377,109.698,131.338,126.697,80.857,141.777,203.202,3.889,146.059,104.368
158,218.438,132.045,184.675,453.667,209.866,151.505,216.429,209.557,131.940,354.385,150.314,132.697,67.444,139.631,136.659,292.367,161.533,129.644,16.192,123.983,102.844,149.094,141.386,115.497,980.500,174.210,192.644,142.647,210.793,143.865,130.486,129.134,118.549,212.267,156.850,201.124,160.412,161.052,198.431,259.176,146.592,138.331,273.706,129.371,101.931,312.500,128.664,124.827,143.961,155.450,128.702,377.116,135.926,121.557,30.787,205.568,160.353,105.567,115.410,132.799,94.625,155.005,137.779,42.619,122.371,128.550,170.636,179.430,175.311,232.176,145.689,189.545,29.167,147.514,208.613,642.091,173.967,178.074,51.941,178.337,189.815,106.163,131.479,126.780,54.619,141.593,203.636,6.370,146.324,103.499
159,213.750,131.842,184.636,513.875,209.926,151.408,237.571,209.557,132.001,300.308,150.247,132.664,43.722,139.685,136.496,311.433,161.620,129.693,10.327,123.855,102.296,166.656,141.263,115.781,1116.083,174.152,192.615,94.294,210.723,143.993,615.568,129.191,118.620,326.867,156.648,201.253,167.647,161.059,198.354,227.235,146.581,138.544,224.059,129.431,101.987,263.722,128.659,124.864,217.843,155.379,128.456,449.791,135.750,121.473,100.000,205.806,160.285,85.667,115.638,132.975,136.062,154.989,137.271,59.857,122.398,128.111,187.136,179.656,175.325,170.765,145.600,189.409,49.533,147.885,208.765,692.409,173.914,178.183,102.824,178.545,189.604,119.605,131.279,126.768,82.333,141.518,203.575,11.407,146.300,104.341
160,264.812,131.728,184.602,484.708,209.820,151.488,213.714,209.639,131.713,381.923,150.235,132.619,85.778,139.736,136.001,280.633,161.512,129.593,20.173,124.247,102.356,166.625,141.455,115.593,1024.875,174.198,192.694,94.000,210.743,143.972,1132.162,128.997,118.546,310.267,156.740,201.201,165.353,161.074,198.257,279.941,146.602,138.412,210.000,129.341,101.977,264.833,128.730,125.110,254.510,155.482,128.459,405.186,135.947,121.428,54.361,205.670,160.498,109.033,115.578,133.082,124.979,154.934,137.563,61.143,122.684,128.043,166.864,179.508,175.183,294.059,145.722,189.659,31.567,147.788,208.614,524.500,173.973,178.042,60.941,178.930,189.552,93.465,131.302,126.829,40.000,141.821,203.467,112.111,146.116,103.624
161,273.312,131.768,184.639,455.417,209.916,151.413,223.333,209.469,131.970,328.000,150.286,132.678,69.389,139.673,136.585,305.733,161.568,129.547,12.154,124.200,102.429,151.438,141.379,115.673,1042.833,174.187,192.624,192.765,210.916,143.974,226.216,129.103,118.588,242.233,156.761,201.329,203.235,160.948,198.379,217.706,146.627,138.519,336.706,129.345,102.081,237.333,128.624,124.873,248.157,155.405,128.416,352.744,135.952,121.529,44.328,205.671,160.599,79.667,115.473,133.011,76.062,155.233,137.408,59.333,122.292,127.884,136.455,179.620,175.226,227.000,145.749,189.571,62.867,147.791,208.638,593.636,173.869,178.138,35.706,178.508,189.217,113.372,131.200,126.706,48.857,141.890,203.542,43.778,145.930,103.750
162,244.375,131.820,184.721,450.458,209.865,151.228,252.619,209.545,132.024,300.423,150.289,132.751,77.389,139.538,136.645,257.933,161.497,129.589,14.519,124.350,102.413,147.438,141.271,115.639,1029.833,174.216,192.563,156.824,210.733,144.170,171.351,128.830,118.799,237.733,156.852,201.206,186.588,160.921,198.482,203.176,146.650,138.553,313.647,129.350,102.038,253.333,128.836,124.925,248.039,155.347,128.343,330.651,135.882,121.588,56.197,205.584,160.041,87.900,115.536,132.956,85.000,155.052,137.313,61.810,122.461,128.484,196.045,179.520,175.310,189.529,145.650,189.541,33.933,147.694,208.426,748.727,173.939,178.086,57.471,178.458,189.583,105.395,131.149,126.837,57.952,141.747,203.383,27.222,146.090,103.228
163,238.094,131.962,184.532,497.500,209.819,151.348,244.762,209.425,131.796,411.654,150.323,132.686,35.444,139.566,136.301,305.400,161.429,129.700,27.250,124.098,102.860,170.938,141.348,115.617,1001.792,174.211,192.564,102.882,210.717,144.158,198.000,129.003,118.631,161.633,156.814,201.222,182.294,160.856,198.446,298.647,146.581,138.351,292.941,129.305,102.096,249.500,128.603,124.925,314.863,155.530,128.649,388.930,135.903,121.385,33.836,205.896,160.827,67.833,115.626,132.978,101.062,154.989,137.438,58.000,122.384,127.960,140.909,179.486,175.247,188.588,145.745,189.520,58.233,147.847,208.414,790.500,173.997,178.108,73.882,178.730,189.557,106.465,131.188,126.853,33.286,141.875,203.453,21.667,145.706,103.868
164,271.125,131.979,184.620,495.625,209.865,151.297,240.524,209.514,131.944,354.423,150.192,132.599,44.611,139.548,136.474,297.200,161.465,129.648,18.885,124.408,102.696,202.219,141.416,115.785,1200.375,174.178,192.568,108.235,211.001,144.209,185.514,128.946,118.607,257.333,156.793,201.115,229.059,160.976,198.369,227.294,146.463,138.334,268.765,129.472,101.905,277.278,128.597,124.955,291.255,155.529,128.510,441.186,135.920,121.455,53.016,205.926,160.163,69.433,115.386,133.047,97.229,154.945,137.316,69.000,122.572,128.092,198.909,179.514,175.481,210.706,145.641,189.473,37.500,147.722,208.523,653.864,173.945,178.121,37.471,178.667,189.727,97.744,131.197,126.826,87.476,141.836,203.621,7.481,146.125,103.927
165,267.625,131.903,184.694,496.667,209.897,151.410,153.810,209.555,131.958,324.577,150.218,132.629,88.778,139.635,136.442,322.067,161.379,129.628,28.269,124.583,102.434,146.688,141.268,115.591,1129.583,174.190,192.585,92.882,210.838,144.181,206.486,129.000,118.715,254.900,156.697,201.230,197.353,160.977,198.236,268.000,146.654,138.326,176.353,129.273,102.156,319.944,128.662,125.005,508.235,155.520,128.446,334.744,135.870,121.400,41.934,205.870,160.596,91.900,115.591,132.795,93.667,154.807,137.263,62.857,122.461,128.197,344.773,179.627,175.304,224.941,145.866,189.429,43.500,147.424,208.585,840.545,173.974,178.107,55.176,178.910,189.471,142.674,131.216,126.546,50.571,141.843,203.497,13.185,146.188,103.725
166,267.625,131.655,184.610,542.000,209.906,151.320,229.667,209.555,131.806,411.038,150.201,132.691,654.056,139.617,136.358,294.733,161.465,129.641,19.077,124.004,102.883,164.094,141.289,115.552,1018.083,174.233,192.660,141.588,210.863,143.995,127.081,129.119,118.637,261.667,156.784,201.217,224.706,161.132,198.364,253.882,146.583,138.302,240.706,129.126,101.951,3497.722,128.654,124.897,3395.000,155.461,128.481,394.116,135.948,121.529,52.623,205.707,160.010,79.433,115.512,132.739,85.688,154.855,137.061,37.381,122.274,128.345,549.091,179.448,175.313,210.706,145.575,189.470,43.867,147.817,208.692,714.318,173.936,178.049,44.588,178.862,189.516,1110.860,131.219,126.577,38.476,141.624,203.479,11.370,146.393,104.181
167,252.531,131.781,184.763,558.917,209.876,151.335,240.810,209.576,131.822,293.269,150.285,132.747,667.611,139.524,136.471,248.333,161.640,129.705,25.769,123.745,102.610,184.125,141.425,115.820,1002.500,174.182,192.544,155.000,210.943,144.072,206.649,129.030,118.786,269.633,156.682,201.345,349.941,161.045,198.385,162.824,146.730,138.536,172.000,129.061,102.092,1982.111,128.624,124.909,2236.118,155.454,128.501,345.419,135.810,121.482,41.344,205.713,160.013,64.233,115.423,133.244,87.938,154.796,137.208,39.667,122.431,127.674,762.318,179.574,175.307,174.765,145.701,189.527,62.967,147.329,208.751,516.727,173.971,178.119,55.176,178.644,189.756,546.163,131.232,126.550,48.476,141.966,203.555,8.667,146.197,104.098
168,210.781,131.667,184.655,550.417,209.884,151.292,268.333,209.547,131.898,333.769,150.310,132.600,408.667,139.557,136.314,335.967,161.510,129.494,15.846,124.283,101.971,183.906,141.395,115.709,926.542,174.210,192.598,136.353,210.691,143.969,209.243,129.103,118.822,3010.417,156.706,201.194,1773.471,161.111,198.365,273.294,146.604,138.327,125.176,129.234,102.148,391.944,128.672,124.873,2362.961,155.502,128.479,355.186,135.922,121.525,31.672,205.607,160.395,83.800,115.766,133.011,99.667,155.123,137.413,88.333,122.363,128.365,909.045,179.376,175.280,179.176,145.643,189.521,44.033,147.759,208.386,532.545,174.013,178.122,15.706,178.500,189.486,134.442,131.243,126.573,36.810,141.635,203.520,17.370,145.693,103.678
169,260.031,131.637,184.591,455.125,209.852,151.270,208.524,209.550,131.710,241.192,150.225,132.713,655.722,139.500,136.443,352.933,161.541,129.641,20.269,124.546,102.371,182.719,141.235,115.713,953.917,174.193,192.541,100.412,210.849,144.184,162.703,129.084,118.699,2192.133,156.693,201.202,1128.441,161.171,198.360,284.000,146.627,138.329,210.059,129.426,102.032,264.444,128.706,124.944,2175.961,155.495,128.490,380.651,135.870,121.446,52.459,205.745,159.865,81.033,115.473,133.015,97.271,154.891,137.491,54.095,122.495,127.973,311.091,179.579,175.352,235.824,145.746,189.514,28.467,147.938,208.655,549.500,173.982,178.109,53.235,178.687,189.547,107.791,131.146,126.741,31.810,141.910,203.828,19.333,145.837,103.371
170,246.250,131.819,184.522,554.375,209.791,151.353,204.905,209.587,131.844,298.077,150.182,132.565,166.833,139.580,136.509,316.867,161.478,129.796,33.846,124.462,102.289,166.938,141.456,115.437,992.833,174.154,192.531,126.882,210.974,144.157,195.838,129.250,118.644,2248.500,156.668,201.218,619.882,160.988,198.433,288.588,146.719,138.317,151.529,129.413,102.136,243.111,128.607,124.978,645.725,155.506,128.652,377.000,135.944,121.466,45.148,205.605,159.830,99.733,115.493,133.135,125.417,155.005,137.108,60.714,122.690,128.153,163.864,179.493,175.240,2134.823,145.710,189.588,31.000,147.583,208.848,536.909,174.069,178.152,58.647,178.820,189.487,82.372,131.366,126.625,51.810,141.456,203.486,15.185,146.042,103.385
171,299.406,131.687,184.664,484.625,209.845,151.209,256.333,209.427,131.793,260.962,150.193,132.661,80.278,139.561,136.395,289.167,161.623,129.702,30.058,123.899,102.776,127.000,141.288,115.645,1016.708,174.247,192.581,132.353,210.830,143.865,182.054,129.182,118.750,1711.967,156.701,201.199,946.588,161.101,198.443,233.294,146.697,138.223,139.000,129.340,102.313,276.611,128.644,125.094,378.000,155.478,128.542,362.628,135.930,121.517,75.377,205.521,159.890,68.767,115.636,132.820,76.042,155.121,137.211,79.667,122.368,128.117,116.545,179.335,175.078,1888.059,145.695,189.534,45.333,147.756,208.188,568.727,174.013,178.124,81.882,178.743,189.576,80.907,131.438,126.659,53.095,141.522,203.298,10.741,146.305,103.307
172,269.594,131.791,184.666,503.625,209.882,151.250,249.714,209.567,131.959,221.538,150.070,132.754,79.000,139.698,136.260,335.667,161.468,129.777,16.500,124.336,102.712,179.625,141.459,115.525,993.667,174.240,192.537,149.471,210.907,143.920,251.622,129.155,118.638,743.733,156.668,201.212,279.353,161.015,198.378,243.882,146.669,138.371,174.294,129.248,102.133,180.833,128.650,124.902,227.059,155.485,128.456,320.674,135.870,121.392,24.885,206.029,160.802,59.833,115.523,133.104,108.042,154.995,137.081,45.048,122.451,128.180,106.636,179.602,175.043,857.529,145.721,189.548,25.433,147.529,208.506,582.455,173.983,178.092,68.882,178.736,189.353,88.651,131.193,126.588,59.048,141.303,203.680,9.074,145.539,104.254
173,275.438,131.592,184.517,434.250,209.820,151.359,223.429,209.425,131.783,275.385,150.321,132.674,82.833,139.649,136.269,282.900,161.560,129.750,22.538,124.690,102.522,158.875,141.379,115.635,1070.000,174.243,192.569,59.765,210.954,143.640,176.973,128.946,118.551,261.367,156.803,201.217,230.235,160.969,198.523,223.000,146.765,138.406,269.176,129.172,102.209,237.333,128.672,124.785,304.118,155.511,128.373,311.651,135.883,121.479,57.869,205.772,159.720,81.000,115.705,132.942,117.312,155.042,137.020,59.810,122.478,128.069,144.182,179.640,175.252,330.059,145.622,189.398,676.667,147.640,208.690,517.955,173.953,178.097,49.294,179.054,189.607,68.349,131.335,126.881,69.381,141.828,203.498,13.037,146.204,103.596
174,210.531,131.591,184.598,507.208,209.965,151.272,274.952,209.535,131.788,340.038,150.267,132.645,68.333,139.471,136.418,335.767,161.542,129.772,47.096,124.108,102.570,167.344,141.476,115.608,1026.125,174.242,192.505,110.235,210.850,144.057,201.135,129.067,118.588,222.267,156.672,201.235,241.765,161.011,198.497,222.176,146.583,138.233,2814.823,129.150,102.006,191.056,128.689,124.996,253.216,155.443,128.549,336.628,135.861,121.544,26.262,205.650,160.514,61.033,115.602,132.951,118.750,155.040,137.263,69.571,122.337,128.115,206.818,179.641,175.220,176.706,145.713,189.683,401.567,147.648,208.797,539.864,174.096,178.034,19.294,178.866,189.796,88.698,131.258,126.809,48.333,141.620,203.583,20.222,145.995,103.844
175,245.156,131.660,184.721,489.333,209.878,151.391,160.190,209.456,132.114,317.308,150.251,132.634,64.167,139.462,136.388,288.233,161.567,129.655,95.750,124.479,102.488,162.844,141.243,115.603,889.042,174.164,192.564,121.235,210.808,143.842,162.649,129.248,118.668,255.767,156.647,201.083,199.647,161.102,198.457,218.235,146.527,138.248,1644.059,129.222,102.190,158.444,128.741,124.960,286.941,155.432,128.558,366.814,135.889,121.576,35.016,205.868,160.399,100.867,115.443,132.913,85.042,155.056,137.153,48.857,122.424,128.129,176.000,179.492,175.268,326.412,145.799,189.683,194.400,147.580,208.629,886.455,174.015,178.067,36.235,178.045,189.231,87.233,131.334,126.713,58.524,141.745,203.766,8.704,146.190,104.023
176,216.031,131.654,184.631,438.125,209.939,151.292,173.857,209.438,132.154,231.192,150.223,132.737,48.000,139.445,136.387,346.433,161.529,129.862,55.442,124.405,102.585,151.000,141.531,115.603,880.958,174.168,192.603,78.353,210.552,144.091,185.135,128.992,118.568,242.433,156.723,201.357,195.882,160.924,198.334,257.706,146.533,138.342,1570.353,129.295,102.115,219.500,128.601,124.979,214.039,155.446,128.606,318.093,135.951,121.619,61.639,205.657,160.670,78.400,115.369,133.093,121.229,154.927,137.371,87.238,122.420,127.971,150.500,179.575,175.385,268.941,145.692,189.644,129.567,147.541,208.747,982.136,173.939,178.064,49.941,178.653,189.066,95.070,131.308,126.822,57.619,141.753,203.392,6.630,146.051,104.338
177,183.312,131.432,184.662,490.750,209.948,151.410,161.095,209.582,131.977,242.808,150.146,132.644,38.222,139.605,136.492,337.567,161.475,129.643,88.385,124.296,102.582,123.594,141.411,115.570,948.833,174.260,192.605,110.118,210.871,144.069,178.973,129.168,118.641,205.633,156.718,201.171,167.647,161.149,198.411,206.294,146.616,138.284,2700.471,129.250,102.188,275.389,128.614,124.949,240.588,155.443,128.687,333.767,135.914,121.431,56.164,205.575,160.475,51.267,115.901,132.995,125.875,154.989,137.690,105.714,122.635,128.173,174.455,179.651,175.205,255.471,145.783,189.722,26.967,147.850,208.664,1062.227,174.055,178.083,86.647,178.726,189.390,95.442,131.333,126.675,65.143,141.609,203.468,28.519,145.700,103.377
178,247.125,131.642,184.510,438.833,209.851,151.395,187.190,209.526,131.947,281.846,150.359,132.550,88.389,139.544,136.506,310.633,161.550,129.683,105.250,124.451,102.469,165.062,141.486,115.712,927.125,174.238,192.520,105.882,210.938,144.119,149.622,129.086,118.579,240.000,156.758,201.405,202.529,160.888,198.441,191.118,146.592,138.538,1455.765,129.273,102.109,184.389,128.680,124.985,159.569,155.634,128.622,366.209,135.887,121.545,44.623,205.512,159.957,105.800,115.531,132.845,129.167,155.147,137.451,93.095,122.493,128.114,206.955,179.409,175.074,290.647,145.710,189.477,25.400,147.602,208.842,1304.591,173.967,178.074,62.412,178.592,189.446,105.186,131.328,126.989,91.524,141.627,203.346,30.778,145.908,103.954
179,237.844,131.570,184.641,491.375,209.840,151.165,188.143,209.509,131.882,317.269,150.257,132.859,64.611,139.691,136.443,320.400,161.525,129.533,61.000,124.308,102.705,190.062,141.246,115.531,4095.000,174.220,192.510,105.000,210.909,144.064,201.243,129.075,118.671,253.067,156.666,201.290,211.706,161.014,198.404,254.000,146.576,138.530,1246.118,129.278,102.114,171.889,128.548,124.752,247.216,155.435,128.598,307.140,135.864,121.566,65.180,205.687,160.389,85.733,115.281,133.091,154.771,154.823,137.391,47.714,122.746,128.137,181.955,179.483,175.138,204.529,145.652,189.498,49.667,147.820,208.914,1154.682,173.947,178.099,211.471,178.397,189.669,88.349,131.341,126.679,39.714,141.603,203.843,12.926,146.003,103.432
180,244.125,131.477,184.608,593.417,209.924,151.325,195.952,209.622,131.963,235.577,150.373,132.633,61.389,139.456,136.689,350.900,161.623,129.787,42.462,124.380,102.501,173.094,141.356,115.546,4095.000,174.220,192.510,86.588,210.781,143.797,126.973,129.156,118.737,234.867,156.789,201.305,218.824,160.916,198.500,214.235,146.554,138.476,312.353,129.399,102.228,287.278,128.656,125.046,197.490,155.625,128.550,340.093,135.937,121.498,66.689,205.759,160.376,159.300,115.429,132.887,122.417,155.090,137.556,55.810,122.304,128.720,156.773,179.508,175.448,185.941,145.713,189.510,22.833,147.583,208.272,1150.500,173.981,178.083,146.059,178.295,189.827,87.163,131.362,126.951,63.381,141.662,203.345,14.407,145.626,104.240
181,253.031,131.570,184.780,537.958,209.913,151.374,192.667,209.575,131.930,307.615,150.325,132.495,65.000,139.353,136.638,312.033,161.487,129.763,26.769,123.748,102.921,139.031,141.317,115.608,2665.000,174.202,192.583,142.353,210.980,144.031,147.027,129.298,118.525,307.033,156.780,201.149,192.824,160.954,198.203,208.353,146.541,138.460,193.765,129.301,102.304,160.389,128.640,125.019,231.686,155.514,128.751,316.419,135.811,121.559,155.869,205.808,160.200,430.000,115.416,132.939,140.062,155.064,137.372,203.667,122.430,128.175,185.909,179.653,175.177,211.588,145.752,189.546,69.767,147.703,208.621,1101.955,173.956,178.092,87.882,178.600,189.612,92.047,131.426,126.826,43.381,141.616,203.860,11.444,146.005,104.008
182,212.562,131.701,184.665,462.917,209.893,151.360,189.333,209.539,132.021,241.846,150.199,132.637,99.722,139.554,136.652,298.700,161.639,129.667,11.731,124.230,102.590,160.688,141.361,115.727,1059.417,174.182,192.590,90.765,210.656,144.267,159.027,129.340,118.765,282.100,156.643,201.215,230.882,161.128,198.416,269.176,146.622,138.524,201.471,129.225,102.189,170.167,128.597,125.001,223.373,155.482,128.561,307.279,135.870,121.595,545.803,205.720,160.080,352.600,115.502,132.934,124.479,154.846,137.297,506.381,122.500,128.245,193.455,179.348,175.245,180.235,145.851,189.537,47.100,147.733,208.271,1072.773,173.972,178.031,79.765,178.185,189.488,68.744,131.293,126.945,80.190,141.884,203.561,19.222,145.593,103.126
