 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39
1,68.412,98.060,111.121,74.429,93.320,110.536,26.462,95.301,103.936,93.613,99.416,102.874,91.095,115.060,45.115,44.233,86.050,97.972,132.125,125.462,108.980,107.667,128.908,112.147,111.412,81.739,77.138,52.865,135.505,40.703,146.227,155.636,86.022,113.333,98.233,69.151,78.957,101.510,49.661,172.863,142.720,78.096,137.688,135.787,78.581,161.161,138.955,74.833,46.952,90.300,53.139,51.646,100.779,55.296,201.862,97.111,90.536,62.538,139.872,60.895,97.556,138.258,88.251,268.047,88.530,80.917,419.405,97.413,83.723,62.167,138.028,67.056,70.323,142.064,64.511,84.754,151.153,46.991,67.843,105.990,64.943,46.952,82.581,66.127,55.098,128.575,64.426,91.730,88.273,77.781,68.091,135.150,92.318,86.222,130.065,91.915,78.919,110.559,49.677,77.259,140.403,50.860,9.935,107.963,45.564,65.833,107.197,98.648,85.613,136.756,62.125,34.577,140.398,40.628,46.865,93.468,69.479
2,35.235,98.175,111.168,94.095,93.622,110.782,45.077,95.554,104.005,96.129,99.430,102.902,72.429,114.841,44.973,39.933,86.120,98.340,99.000,125.582,108.827,133.667,128.333,112.198,72.000,82.053,77.029,71.135,135.494,41.105,166.455,155.716,85.906,107.778,98.292,68.941,49.971,101.527,49.299,212.549,142.657,78.276,196.188,135.770,78.572,198.839,139.041,74.509,70.143,90.253,53.449,86.152,100.727,55.457,189.793,97.189,90.535,48.308,140.153,60.729,87.556,138.294,88.385,207.233,88.600,80.858,412.486,97.521,84.009,60.333,138.213,67.259,101.226,141.745,64.745,49.188,151.301,46.852,62.353,105.770,64.493,60.381,82.430,66.000,42.549,128.488,64.443,115.892,88.372,77.737,84.500,135.224,92.488,79.611,129.967,91.816,87.135,110.366,49.965,32.074,140.419,51.228,77.677,108.049,45.484,53.000,107.162,98.680,129.484,136.997,62.340,20.462,140.606,40.991,21.892,93.408,69.425
3,61.235,97.630,111.048,96.857,93.618,110.672,93.692,95.496,104.081,76.774,99.542,102.741,52.286,114.876,44.879,40.267,85.864,97.856,76.625,125.587,109.250,164.762,128.313,112.172,168.588,81.914,77.223,99.135,135.724,41.287,146.318,155.758,85.974,84.833,98.120,68.991,32.986,102.014,49.136,206.353,142.730,78.246,185.750,135.850,78.696,274.903,138.918,74.753,59.000,90.248,52.981,68.962,100.831,55.133,261.862,97.273,90.475,69.154,139.927,60.607,68.056,138.303,88.136,265.279,88.668,80.825,346.486,97.595,83.870,149.944,138.116,67.062,87.290,141.901,64.446,42.725,150.732,46.941,38.118,105.817,65.176,68.714,82.428,65.990,63.216,128.389,64.180,76.216,88.295,77.556,63.909,135.205,92.258,180.444,129.972,91.718,60.703,110.640,49.756,45.667,140.023,51.541,39.677,107.887,45.840,53.167,107.319,98.354,128.774,136.919,62.292,21.692,140.119,41.127,76.486,93.352,69.382
4,29.941,97.614,111.236,81.048,93.549,110.501,37.462,95.491,103.805,147.419,99.585,102.961,49.714,115.268,44.873,44.167,85.996,97.907,131.062,125.391,109.107,145.000,128.390,112.244,126.000,81.955,77.270,77.784,135.676,41.456,163.682,155.620,86.047,136.833,98.065,69.164,72.986,101.599,49.366,164.078,142.727,77.977,152.750,135.919,78.356,206.774,139.092,74.755,46.286,90.276,53.071,54.886,101.014,55.215,316.586,97.277,90.526,90.731,139.774,60.500,106.333,138.396,88.445,188.047,88.649,80.831,407.405,97.460,83.820,97.722,138.251,67.253,103.097,141.784,64.638,49.014,151.325,46.733,42.902,105.747,65.377,35.143,82.263,65.799,54.745,128.740,64.618,81.622,88.246,77.766,51.727,135.278,92.118,67.722,129.976,91.849,109.135,110.182,50.001,69.704,140.324,50.931,20.452,107.991,45.224,42.833,107.347,98.501,158.645,136.750,62.097,28.692,140.002,41.028,32.378,93.440,68.821
5,75.118,98.050,111.602,110.429,93.525,110.670,42.231,96.178,104.219,86.774,99.274,102.664,46.476,115.254,44.913,40.833,86.094,98.100,84.250,125.785,109.142,124.952,128.240,112.273,131.529,81.733,77.025,27.514,135.421,41.137,147.045,155.507,85.915,118.389,98.144,69.406,40.116,101.843,49.159,145.098,142.620,78.169,178.562,135.801,78.560,254.129,139.110,74.451,79.571,90.116,53.088,68.253,101.089,55.265,220.138,97.108,90.632,70.808,139.835,60.538,83.222,138.420,88.255,255.698,88.740,81.001,377.892,97.446,83.849,117.500,138.292,66.879,102.839,141.776,64.700,71.884,151.018,46.721,45.294,106.164,64.953,52.476,82.567,66.051,58.745,128.382,63.916,75.351,88.135,77.587,61.136,135.262,92.253,52.222,129.787,91.630,47.189,110.388,49.683,68.519,140.469,51.355,61.355,107.767,45.527,70.167,107.199,98.500,110.323,136.840,61.953,14.808,140.384,41.156,47.243,93.318,69.450
6,36.824,97.861,111.620,85.714,93.488,110.527,47.308,95.526,104.040,126.774,99.335,102.824,69.476,115.257,44.740,42.400,85.990,98.246,82.125,125.783,109.127,141.571,128.391,112.183,101.059,81.923,77.263,73.081,135.623,41.013,149.636,155.637,85.957,105.000,98.223,69.009,37.942,101.985,49.358,192.980,142.734,78.225,159.250,135.824,78.469,194.452,139.051,74.710,48.333,90.055,52.824,57.316,100.601,55.503,181.034,97.264,90.608,81.962,140.090,60.577,37.444,138.094,88.235,221.209,88.805,81.001,387.405,97.491,83.825,147.222,138.321,66.910,110.581,141.814,64.546,75.275,150.964,46.725,72.745,106.058,65.064,48.095,82.186,65.836,50.824,128.526,64.212,107.405,88.265,77.521,35.409,134.922,92.215,55.944,129.981,91.948,78.486,110.289,49.851,55.037,140.407,51.003,38.645,107.870,45.025,75.278,107.163,99.001,95.742,136.685,62.145,22.000,140.610,40.965,64.811,93.560,69.570
7,35.471,97.866,111.505,58.619,93.547,110.325,59.462,95.500,104.436,109.290,99.195,102.713,59.381,115.404,45.077,42.333,86.336,98.030,101.500,125.690,109.269,140.476,128.527,112.102,166.588,81.956,76.935,60.811,135.694,41.300,144.455,155.935,85.954,77.389,98.394,69.243,43.304,102.034,49.551,171.647,142.793,78.263,121.250,135.932,78.710,254.387,139.002,74.802,37.905,89.818,52.971,76.127,100.818,55.073,195.931,97.143,90.375,68.692,140.097,60.765,48.889,138.232,88.087,239.581,88.869,80.815,293.027,97.433,83.880,71.778,138.252,66.966,149.935,141.854,64.724,63.536,150.955,46.759,73.843,105.796,65.156,58.857,82.277,65.824,53.529,128.595,64.269,121.892,88.284,77.701,73.136,135.217,92.466,102.389,129.885,91.952,86.000,110.377,49.799,38.630,140.280,50.855,13.548,108.056,44.963,87.611,107.341,98.313,124.968,136.886,62.440,17.346,140.837,40.991,46.054,93.389,69.222
8,27.941,98.156,111.299,61.524,93.630,110.564,69.385,95.219,104.027,58.000,99.428,102.744,77.667,115.185,45.125,28.700,86.094,97.989,72.375,125.654,109.065,139.667,128.449,112.555,89.706,81.904,77.139,74.919,135.617,40.930,212.636,155.643,85.947,150.778,98.286,69.146,76.928,101.614,49.322,140.000,142.490,78.036,160.500,135.840,78.540,187.871,139.005,74.533,110.667,90.087,53.310,67.949,100.838,55.209,238.793,97.168,90.249,73.692,139.981,60.657,78.111,138.175,88.495,232.721,88.726,80.802,354.000,97.426,83.860,118.444,138.232,67.036,108.129,141.938,64.420,49.449,150.932,47.186,29.294,105.707,65.075,53.905,82.422,65.887,42.510,128.624,64.329,97.189,88.259,77.883,51.227,135.157,92.234,37.944,130.009,91.099,111.946,110.565,49.765,71.963,140.550,51.096,25.419,107.845,45.528,43.278,107.063,98.589,134.839,136.907,62.030,18.731,140.561,40.702,37.730,93.517,69.000
9,60.118,98.044,111.605,72.048,93.575,111.145,19.769,95.463,103.977,41.742,99.356,102.658,52.714,115.377,44.852,46.800,86.159,98.017,86.688,125.391,108.974,118.190,128.245,112.264,122.353,81.610,76.963,90.324,135.773,41.396,195.682,155.807,85.870,83.333,97.986,69.146,74.261,102.006,49.606,75.804,142.759,78.175,133.500,135.849,78.644,207.419,138.969,74.507,75.905,90.081,53.347,72.228,100.723,55.105,208.966,97.324,90.505,74.154,140.030,60.800,42.333,138.301,88.399,256.209,88.651,81.013,439.730,97.433,83.900,140.222,138.381,67.191,116.323,141.810,64.576,44.870,150.908,46.602,63.569,105.655,64.999,69.190,82.555,65.796,65.647,128.421,64.010,175.676,88.067,77.726,21.545,135.274,92.741,44.111,129.746,92.485,152.216,110.346,49.803,43.852,140.155,50.910,34.710,107.858,45.248,81.944,107.108,98.875,119.548,136.877,62.046,35.462,140.302,41.178,26.054,93.497,68.963
10,50.000,97.899,111.418,68.095,93.690,110.975,61.231,95.399,103.828,63.032,99.535,102.824,66.333,115.056,45.066,29.433,86.407,97.880,66.812,125.539,109.219,106.000,128.072,112.252,116.059,81.643,77.230,85.568,135.742,40.955,159.955,155.831,85.725,84.333,98.174,69.101,62.464,101.796,49.203,146.353,142.572,78.041,153.062,135.980,78.398,114.774,139.021,74.330,57.190,90.141,53.149,64.506,100.585,55.219,241.897,97.162,90.554,76.308,139.724,60.644,65.389,138.296,88.241,195.047,88.779,80.824,321.946,97.480,83.839,105.889,138.167,67.389,72.516,141.915,64.623,49.594,151.315,46.950,47.961,105.788,65.122,42.619,82.498,66.106,55.137,128.564,64.309,93.135,88.130,77.522,48.091,134.855,92.340,100.722,129.941,91.974,71.784,110.437,49.874,28.593,140.446,50.889,25.032,107.752,45.858,60.056,107.437,98.498,141.419,136.806,62.176,42.885,140.460,40.661,44.919,93.562,69.047
11,71.412,97.870,111.335,82.476,93.547,110.805,43.154,95.794,103.918,87.097,99.486,102.709,73.048,114.727,44.994,39.233,86.311,97.917,104.625,125.503,109.300,130.571,128.623,112.273,92.824,82.066,77.072,77.189,135.606,41.121,124.545,155.859,85.799,123.611,98.131,69.078,58.957,101.733,49.410,153.255,142.589,77.873,164.438,135.921,78.551,191.935,139.150,74.569,99.429,90.244,52.915,88.608,100.811,54.989,255.103,97.286,90.494,82.077,139.769,60.513,105.389,138.195,88.495,190.535,88.864,80.777,354.703,97.624,83.896,59.889,138.280,67.061,106.194,141.898,64.693,53.217,151.169,46.789,65.529,105.889,65.050,48.714,82.325,65.659,64.941,128.520,64.385,86.541,88.511,77.622,37.182,134.657,91.901,62.056,129.840,91.998,95.622,110.209,49.933,38.963,140.352,51.389,43.548,107.475,45.371,83.056,107.192,98.559,87.032,136.930,62.354,30.000,140.746,40.713,28.054,93.229,69.172
12,77.000,98.072,111.511,50.048,93.504,110.857,23.000,95.181,104.342,82.387,99.470,102.706,59.905,115.155,45.170,48.333,86.377,97.997,91.812,125.496,109.189,134.048,128.543,112.184,132.941,81.744,76.914,34.541,135.347,40.729,140.318,155.661,85.774,73.222,98.063,69.295,36.348,101.599,49.083,118.196,142.712,78.157,123.688,135.834,78.607,220.000,138.961,74.438,76.905,90.315,52.952,58.177,100.567,55.379,195.207,97.065,90.360,73.923,139.987,60.875,85.333,138.308,88.122,219.605,88.641,80.874,362.162,97.570,83.861,98.444,138.180,67.094,65.806,141.591,64.438,66.348,150.848,46.696,59.412,105.829,65.338,44.619,82.344,65.627,36.902,128.294,64.407,101.135,88.098,77.550,67.545,135.107,92.150,93.778,129.887,91.896,63.135,110.542,50.024,45.000,140.581,50.886,52.387,107.892,45.505,75.167,107.133,98.340,166.581,136.892,62.198,24.231,140.101,40.629,45.568,93.589,69.192
13,27.235,97.798,111.606,54.476,93.433,111.044,42.385,95.543,103.957,153.806,99.386,102.822,71.048,114.649,44.978,43.333,86.378,98.187,108.000,125.616,109.311,142.286,128.161,112.095,61.235,81.903,76.871,99.514,135.600,40.938,110.909,155.893,85.913,116.278,98.075,69.002,102.348,101.810,49.244,133.686,142.782,78.060,186.312,135.934,78.513,165.742,139.186,74.463,63.952,90.173,53.135,85.038,100.558,55.075,223.517,97.071,90.640,75.769,139.971,60.715,77.278,138.257,88.695,224.372,88.923,80.841,391.892,97.527,83.952,77.167,138.290,66.883,149.355,141.907,64.380,45.507,150.972,46.918,80.157,105.919,65.555,52.905,82.609,66.093,98.549,128.369,64.663,122.378,88.038,77.579,45.955,135.065,92.177,49.389,129.879,92.043,100.108,110.397,50.051,61.185,140.302,51.052,25.871,107.741,45.277,103.833,107.175,98.636,126.194,137.202,62.120,27.846,140.346,41.184,58.811,93.236,68.987
14,51.882,97.844,111.734,53.524,93.587,111.219,64.615,95.530,103.820,91.677,99.540,103.032,63.952,115.338,44.905,41.267,86.439,97.935,122.938,125.593,109.118,100.619,128.271,112.228,135.588,82.043,77.028,67.838,135.608,40.953,135.500,155.628,85.800,99.111,98.306,68.834,61.246,101.798,49.049,146.941,142.654,78.284,127.688,135.557,78.516,149.742,138.970,74.581,70.571,90.247,53.299,65.392,100.763,55.389,230.000,97.299,90.555,74.692,139.995,60.465,74.722,138.165,88.130,206.302,88.720,80.845,439.081,97.478,83.830,79.722,138.276,67.281,173.742,141.706,64.621,74.116,151.014,46.769,89.020,105.591,65.110,17.190,82.327,65.905,44.941,128.476,64.471,106.054,88.234,77.579,59.864,135.316,91.941,56.556,130.094,91.855,116.595,110.582,49.808,74.556,140.333,51.059,39.935,107.855,45.429,59.500,107.217,98.558,113.419,136.896,61.935,20.231,140.228,41.135,54.973,93.625,69.406
15,100.882,97.960,111.379,42.476,93.625,110.472,98.769,95.488,104.018,81.355,99.218,102.965,38.143,114.847,45.087,81.133,85.942,97.760,39.562,125.782,109.315,120.286,128.619,112.157,141.412,82.015,77.120,66.649,135.881,41.250,131.545,155.893,85.627,123.278,98.249,69.197,71.681,102.087,49.230,156.235,142.541,78.303,156.875,135.685,78.562,191.032,139.032,74.552,80.381,90.261,53.160,61.671,100.937,55.362,257.931,97.230,90.347,63.769,140.070,60.303,64.111,138.178,88.328,226.721,88.922,80.960,382.595,97.580,83.921,163.889,138.418,67.129,66.129,141.698,64.642,49.594,150.815,46.630,79.804,105.826,65.288,59.810,82.393,65.496,78.941,128.433,64.522,68.432,88.329,77.626,42.727,135.126,92.224,81.056,129.773,92.092,67.892,110.367,49.948,28.259,140.294,50.903,70.903,107.732,45.538,77.333,107.329,98.641,150.516,137.004,62.130,20.346,140.430,41.132,46.108,93.605,69.181
16,1048.177,97.909,111.427,95.810,93.827,110.652,75.077,95.258,104.058,130.968,99.302,102.981,53.952,114.926,44.950,37.000,86.006,98.097,85.750,125.474,109.189,112.952,128.333,112.216,102.118,81.894,77.091,91.514,135.840,41.095,151.091,155.921,85.939,80.944,98.318,69.342,71.739,101.909,49.370,147.373,142.650,78.021,115.125,135.342,78.558,194.968,139.021,74.614,97.333,90.083,53.013,73.595,100.816,55.051,236.414,97.221,90.284,93.962,139.894,60.597,37.667,138.260,88.437,207.256,88.778,80.778,504.162,97.537,83.814,66.111,138.307,66.988,47.613,141.968,64.567,48.783,151.110,46.951,81.294,105.924,65.425,35.048,82.627,65.959,59.216,128.462,64.180,109.514,88.115,77.885,58.318,134.999,92.288,81.444,129.898,91.800,63.297,110.443,49.769,56.074,140.416,51.143,40.258,107.501,45.535,55.111,107.363,98.446,140.258,136.832,62.308,48.115,140.363,40.689,29.405,93.415,69.612
17,859.176,97.947,111.452,57.095,93.203,110.866,50.154,95.900,103.796,83.290,99.308,102.874,78.143,115.278,44.950,40.533,85.963,98.132,93.688,125.522,108.934,112.143,128.408,112.174,178.118,81.997,77.057,64.595,135.457,40.974,146.000,155.719,85.961,85.722,98.279,69.251,65.188,101.837,49.167,114.980,142.627,78.070,148.500,135.638,78.558,175.226,139.104,74.600,63.857,90.197,53.304,100.228,100.707,55.265,247.310,97.154,90.598,84.654,140.052,61.014,70.722,138.436,88.321,200.535,88.819,80.923,397.730,97.436,83.796,79.500,138.431,67.280,107.484,141.839,64.664,74.609,150.806,46.434,89.922,105.665,65.318,25.095,82.351,65.801,45.176,128.147,64.364,82.541,88.590,77.536,65.591,135.082,92.490,116.889,129.933,92.139,64.432,110.413,49.601,49.630,140.424,51.098,51.484,107.645,45.504,60.611,107.189,98.370,118.194,136.768,62.223,31.500,140.094,40.879,19.568,93.587,69.102
18,867.471,97.964,111.467,84.000,93.585,110.848,13.846,95.575,104.101,129.613,99.348,102.797,84.571,115.150,44.711,38.733,86.366,98.290,81.188,125.453,109.022,131.095,128.314,112.250,64.000,81.980,77.100,92.486,135.776,40.868,111.045,155.994,85.883,110.056,98.131,69.140,63.072,101.956,49.238,196.431,142.797,78.584,201.938,135.845,78.616,198.065,139.145,74.478,59.286,90.253,53.043,63.595,100.644,55.385,208.552,97.187,90.505,88.115,140.114,60.633,35.444,138.143,88.579,256.023,88.775,80.882,386.378,97.443,83.896,80.111,138.130,67.151,121.097,141.808,64.772,43.681,151.227,46.663,39.059,106.009,65.153,74.238,82.361,66.011,57.137,128.220,64.118,79.784,88.093,77.593,51.773,135.205,92.155,71.222,129.962,91.591,69.730,110.205,49.460,57.148,140.399,50.846,27.548,107.830,45.935,76.333,107.427,98.585,156.839,136.766,62.026,16.000,140.460,40.951,25.730,93.587,69.237
19,853.353,97.918,111.364,75.238,93.605,110.612,68.615,95.631,103.893,128.581,99.260,102.783,58.810,115.157,44.929,42.400,86.386,98.283,106.062,125.237,109.228,73.857,128.183,112.174,150.882,81.833,77.066,54.703,135.735,41.120,131.364,155.658,85.862,71.778,98.095,69.211,45.188,101.842,49.393,128.157,142.648,78.054,210.875,135.866,78.597,234.903,138.906,74.431,57.143,90.242,52.785,48.203,100.644,55.553,217.345,97.140,90.635,113.462,139.783,60.536,60.167,138.400,88.632,256.674,88.670,80.930,318.324,97.521,83.823,97.611,138.290,67.107,77.871,141.880,64.606,67.130,151.130,46.870,87.804,105.975,64.828,56.524,82.151,65.932,68.235,128.262,64.191,123.676,88.336,77.566,118.000,135.288,91.871,71.056,129.844,91.741,32.432,110.464,49.931,51.704,140.403,50.940,31.742,107.646,45.539,102.667,107.387,98.701,139.548,136.916,62.207,31.269,140.192,40.813,35.297,93.376,69.350
20,1047.647,97.969,111.486,25.905,93.640,110.160,38.538,95.516,104.177,102.452,99.534,103.039,76.762,114.889,44.913,49.400,86.358,97.880,117.062,125.608,109.177,116.190,128.368,112.158,140.824,81.770,77.093,80.811,135.561,40.910,129.455,155.996,85.830,129.000,98.400,68.973,49.304,101.809,49.178,151.490,142.562,78.312,168.625,135.718,78.669,252.581,139.156,74.601,54.238,90.313,53.132,55.342,100.742,55.315,261.207,97.158,90.584,121.692,140.037,60.662,62.889,137.886,88.528,254.140,88.679,80.960,420.000,97.473,83.821,51.444,138.276,66.899,129.677,142.001,64.723,40.899,151.135,46.772,103.843,105.969,65.276,45.905,82.371,65.988,41.725,128.683,64.196,94.162,88.092,77.685,104.773,135.194,92.131,104.833,129.844,92.022,74.378,110.314,49.944,72.333,140.188,50.599,9.355,108.003,45.580,58.444,107.456,98.442,110.839,136.675,62.028,24.000,140.665,40.801,68.162,93.586,69.280
21,748.294,97.966,111.464,60.714,93.593,110.400,31.923,95.527,103.962,114.968,99.214,102.813,68.810,114.650,44.974,56.600,86.121,97.495,89.875,125.647,108.930,122.762,128.682,112.166,110.941,81.686,76.931,99.189,135.678,40.942,182.500,155.763,85.927,70.000,98.156,69.002,57.072,101.798,49.084,140.196,142.623,78.067,125.062,136.070,78.569,208.774,139.083,74.657,106.381,90.132,53.234,54.177,101.012,55.326,301.379,97.151,90.313,64.462,139.971,60.540,87.222,138.200,88.556,242.535,88.787,80.938,305.405,97.633,83.759,114.500,138.149,66.967,86.387,141.655,64.597,58.928,151.083,46.974,74.549,105.534,64.842,71.714,82.321,65.973,90.824,128.521,64.071,114.486,88.494,77.686,32.591,135.136,92.430,88.556,130.005,92.058,61.351,110.603,49.520,45.370,140.341,50.957,68.387,107.840,45.383,100.000,107.183,98.531,130.774,136.740,62.265,27.692,139.971,41.528,36.973,93.420,69.595
22,705.941,97.988,111.435,154.905,93.713,111.057,38.462,95.442,104.102,142.387,99.463,103.000,83.048,114.946,44.832,34.933,86.224,97.989,101.688,125.548,109.120,72.095,128.197,112.248,119.941,81.910,77.191,69.730,135.450,40.771,125.227,155.633,85.597,73.722,98.125,69.037,53.710,101.669,49.169,104.431,142.668,78.221,159.750,135.837,78.635,234.129,139.186,74.644,70.429,90.142,53.290,76.076,100.847,55.321,223.690,97.232,90.403,125.346,140.025,60.468,38.111,138.567,88.592,225.047,88.677,81.015,407.459,97.452,83.809,91.722,138.480,67.129,74.774,141.889,64.544,56.319,150.840,46.983,76.196,105.656,65.386,60.476,82.393,65.791,45.529,128.417,64.213,115.027,88.428,77.663,42.864,134.982,92.069,65.556,129.841,92.139,74.703,110.470,49.835,46.370,140.418,51.132,91.613,107.876,45.726,23.667,107.545,98.732,145.290,137.026,62.141,26.692,140.443,40.823,75.027,93.283,69.632
23,250.529,98.032,111.325,988.762,93.612,110.877,70.077,95.315,103.960,143.161,99.371,102.896,89.762,114.805,44.943,54.767,85.926,97.893,97.188,125.572,108.941,142.762,128.181,112.265,144.882,82.061,77.037,28.270,135.650,40.910,170.727,155.687,85.880,70.778,98.130,69.401,98.899,101.586,49.288,128.588,142.722,78.037,191.062,135.923,78.586,246.774,139.039,74.426,53.905,89.868,53.550,69.392,100.649,55.301,262.552,97.227,90.494,97.846,140.052,60.432,65.667,138.553,88.227,206.698,88.687,80.916,476.324,97.465,83.832,98.500,138.184,67.058,78.194,141.787,64.651,53.710,150.624,46.488,76.471,105.707,65.125,59.048,82.566,65.561,85.922,128.623,64.474,75.892,88.333,77.544,55.773,134.937,92.161,81.167,129.751,92.148,72.973,110.635,49.789,57.667,140.289,50.713,93.032,107.550,45.725,57.389,107.015,98.526,154.452,136.930,61.974,18.577,140.267,41.122,35.622,93.274,69.810
24,67.118,97.898,111.374,635.762,93.609,110.800,52.385,95.332,103.618,124.258,99.414,103.053,41.810,114.932,44.855,56.233,86.135,98.207,91.562,125.531,109.198,121.619,128.383,112.154,150.412,81.924,77.019,72.649,135.476,41.060,152.455,155.897,85.892,109.111,98.271,69.134,86.870,101.864,49.482,173.098,142.723,78.290,209.625,135.731,78.666,300.065,139.083,74.684,74.524,90.150,53.160,70.582,100.748,55.372,243.586,97.125,90.514,88.808,139.995,60.565,84.722,138.269,88.126,212.023,88.673,80.846,369.351,97.369,83.866,67.889,138.303,67.031,39.871,141.983,64.690,74.290,151.078,46.843,106.471,105.853,64.923,55.905,82.473,65.777,66.745,128.461,64.219,117.135,88.313,77.556,98.409,135.201,92.363,66.222,129.838,91.498,57.189,110.437,49.855,51.963,140.260,50.814,32.258,107.593,45.432,52.778,107.064,98.740,156.516,136.935,62.147,20.077,140.012,40.847,35.135,93.606,69.383
25,50.000,97.764,111.569,776.143,93.601,110.834,39.692,95.448,103.849,102.839,99.490,102.975,107.095,114.959,44.767,39.467,86.214,97.858,80.375,125.509,109.045,127.429,128.105,112.238,114.882,81.709,77.218,49.351,135.626,40.838,154.182,155.808,85.752,130.389,98.152,69.041,99.681,101.777,49.780,161.412,142.734,78.225,174.875,135.594,78.740,190.065,138.909,74.650,92.476,90.288,52.817,76.658,100.652,55.421,264.793,97.261,90.588,79.000,140.246,60.595,80.556,138.169,88.564,208.930,88.847,80.862,403.351,97.406,83.795,47.278,138.340,67.300,103.355,141.866,64.571,46.783,150.834,46.592,82.157,105.814,65.181,62.524,82.471,65.919,55.216,128.425,64.283,64.216,88.292,77.394,46.182,134.907,92.419,104.167,129.981,91.702,81.297,110.358,49.643,54.778,140.428,51.035,51.032,107.424,45.475,26.722,107.244,99.467,122.968,136.812,62.247,33.154,140.079,40.701,58.108,93.604,69.282
26,96.000,97.817,111.251,282.857,93.634,110.790,78.769,95.680,103.900,81.226,99.445,102.851,55.143,115.077,44.602,43.700,86.474,98.281,111.438,125.603,108.810,119.667,128.179,112.257,89.118,81.784,77.133,34.865,135.427,41.200,156.091,155.768,86.064,70.222,98.378,69.220,69.942,101.588,49.411,187.216,142.732,78.194,218.250,135.934,78.544,214.258,138.989,74.359,71.381,90.427,53.670,58.228,100.947,55.251,206.379,97.163,90.280,66.192,139.893,60.726,63.278,138.242,88.561,241.186,88.772,81.021,356.649,97.438,83.814,65.667,138.091,67.190,136.258,141.826,64.394,99.449,150.992,46.566,49.569,105.703,65.178,92.524,82.567,65.743,42.667,128.467,64.275,94.324,88.048,77.414,96.727,135.306,92.273,128.056,129.930,91.568,77.838,110.341,49.486,43.593,140.418,51.270,54.129,107.468,45.356,55.667,107.352,98.283,141.871,136.768,61.852,37.154,140.461,40.812,40.919,93.205,69.356
27,49.118,97.896,111.713,59.714,93.474,110.339,378.000,95.583,104.063,128.258,99.664,102.747,58.714,115.119,44.833,71.200,86.311,98.087,98.125,125.362,109.198,103.143,128.427,112.311,127.235,81.749,76.863,84.595,135.723,41.121,177.682,155.743,85.894,123.278,98.187,69.028,86.232,101.653,49.291,148.627,142.682,78.422,124.938,135.803,78.488,268.065,138.990,74.509,110.905,90.195,52.961,81.468,100.584,55.267,187.897,97.246,90.326,79.885,139.837,60.708,68.611,138.396,88.737,221.814,88.668,80.958,439.297,97.491,83.883,100.444,138.576,67.248,103.419,141.924,64.804,65.130,150.934,46.695,31.804,105.800,65.531,79.190,82.490,65.907,62.667,128.389,64.212,82.811,88.184,77.475,58.182,134.974,91.978,78.000,129.934,91.787,59.405,110.579,49.628,55.111,140.470,51.029,61.935,107.691,45.779,82.444,107.265,98.654,113.871,136.914,62.104,36.885,140.420,40.764,48.486,93.409,69.179
28,50.294,97.849,111.638,113.095,93.455,110.671,361.385,95.477,103.896,693.226,99.416,102.804,70.286,115.380,44.740,29.933,86.102,97.667,96.438,125.351,108.956,97.238,128.346,112.446,100.000,82.192,77.133,96.703,135.752,41.152,490.136,156.031,85.845,82.611,98.180,68.930,50.928,101.895,49.641,146.745,142.540,78.114,170.688,135.820,78.568,199.806,139.090,74.726,66.333,89.986,52.792,76.861,100.782,55.225,252.379,97.299,90.468,100.615,140.002,60.712,73.500,138.253,88.502,281.837,88.633,80.797,358.811,97.461,83.869,101.111,138.302,67.057,101.806,141.762,64.416,47.623,151.036,47.042,41.961,105.993,64.693,42.095,82.420,65.820,46.000,128.342,64.488,84.432,88.392,77.682,69.773,135.012,92.177,120.833,129.872,91.766,95.405,110.550,49.604,74.074,140.284,51.208,44.581,107.560,45.702,96.556,107.180,98.671,131.032,136.786,61.994,20.769,140.870,40.986,53.730,93.499,69.031
