 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39
248,15.529,97.695,111.607,15.857,93.791,111.352,135.462,95.358,103.876,111.935,99.635,102.703,77.381,115.169,44.891,50.300,86.597,97.991,91.438,125.757,109.148,35.571,128.283,112.068,113.824,81.793,77.112,51.405,135.469,40.668,46.409,155.944,86.229,54.167,98.377,68.674,70.000,101.800,49.633,203.176,142.802,78.106,149.375,135.709,78.704,240.903,138.949,74.610,994.571,90.202,53.234,941.494,100.880,55.253,429.897,97.180,90.305,152.885,139.985,60.251,96.278,138.333,88.327,97.233,88.538,80.796,255.405,97.446,83.771,142.722,138.208,67.170,85.548,141.876,64.554,20.986,150.622,47.128,41.216,105.980,64.873,64.905,82.302,65.823,53.569,128.458,64.458,77.730,88.310,77.515,20.682,135.190,91.737,60.611,129.825,92.236,60.216,110.351,49.941,53.593,140.441,50.607,79.484,107.592,45.443,57.167,107.439,98.693,142.129,136.923,62.010,54.231,140.282,41.065,51.514,93.581,68.648
249,31.529,97.861,111.506,29.905,93.612,110.530,519.538,95.488,103.886,906.387,99.310,102.809,48.714,115.225,44.810,61.567,86.294,98.063,102.938,125.719,109.058,43.333,128.974,112.371,95.941,81.936,76.746,69.297,135.498,40.775,116.773,155.827,85.886,75.444,98.283,69.116,79.826,101.859,49.255,174.706,142.826,78.257,122.812,135.689,78.824,205.097,138.988,74.616,729.619,90.177,53.180,973.671,100.935,55.316,2871.207,97.143,90.429,235.346,140.026,60.417,86.333,138.218,88.389,110.395,88.526,80.682,312.811,97.441,83.897,142.556,138.089,67.160,101.097,141.692,64.626,35.246,151.341,46.809,47.843,105.452,65.266,78.667,82.392,66.123,69.843,128.442,64.494,123.405,88.415,77.490,33.636,134.957,92.127,72.556,129.777,91.960,31.027,110.174,49.805,13.778,140.494,50.813,56.839,107.972,45.626,86.722,107.249,98.433,141.613,136.811,62.062,56.462,140.400,40.857,47.027,93.341,68.604
250,20.235,97.840,111.050,23.714,93.762,110.713,406.615,95.486,103.848,484.516,99.257,102.786,55.714,115.140,45.366,40.900,86.256,97.964,61.188,125.829,109.068,92.476,128.408,112.601,133.765,81.968,76.998,56.162,135.632,41.045,93.227,155.703,86.060,90.944,98.273,68.848,42.609,101.701,49.291,129.176,142.637,78.291,159.250,135.903,78.599,204.452,138.961,74.731,752.762,90.215,53.183,595.266,100.922,55.325,2114.000,97.141,90.472,1161.846,140.106,60.349,62.833,138.423,88.627,119.674,88.713,80.930,329.730,97.297,83.771,107.667,138.391,66.830,99.677,141.891,64.502,34.493,151.406,46.861,35.176,105.754,65.083,77.667,82.336,65.761,48.980,128.657,64.394,102.703,88.092,77.593,54.545,135.243,91.840,44.222,129.809,91.213,89.243,110.305,49.784,35.704,140.447,50.961,59.226,107.692,45.623,30.444,107.623,98.807,95.355,136.974,62.371,20.385,140.412,41.327,54.162,93.342,69.314
251,14.882,97.974,111.521,18.762,93.197,110.724,235.231,95.443,103.860,559.548,99.353,102.786,67.952,115.242,44.692,67.433,86.204,97.941,71.500,125.443,109.246,63.810,128.480,112.305,119.529,82.046,76.932,56.270,135.592,40.736,70.773,156.113,85.973,57.056,98.362,69.086,40.377,101.651,49.571,192.863,142.841,78.298,184.875,135.860,78.620,235.226,138.965,74.520,334.095,90.329,53.196,243.823,100.830,55.153,937.103,97.144,90.382,1184.423,140.079,60.371,62.611,138.241,88.498,105.233,88.679,80.706,248.649,97.484,83.784,79.167,138.304,67.157,175.032,141.659,64.479,22.551,150.797,46.700,25.725,105.879,65.286,78.476,82.441,65.612,77.059,128.654,64.223,115.838,88.457,77.513,39.682,135.092,91.941,51.444,129.873,91.713,42.811,110.469,49.831,25.704,140.619,51.227,36.452,107.751,45.410,87.833,107.422,98.466,136.000,136.918,62.042,39.038,139.912,41.192,45.189,93.614,69.153
252,1.471,97.321,111.619,23.714,93.725,110.947,293.692,95.693,104.023,403.935,99.262,102.700,33.476,115.220,44.735,59.233,86.368,98.239,35.250,125.818,109.186,38.238,128.727,112.279,65.118,81.835,76.847,41.027,135.580,41.094,53.091,156.227,85.983,78.111,98.278,69.004,52.783,101.685,49.190,187.294,142.613,78.392,186.375,135.773,78.589,184.194,139.120,74.616,99.143,90.123,53.384,1092.329,100.898,55.310,252.690,97.124,90.310,831.538,140.188,60.400,79.000,138.240,88.550,150.674,88.462,80.852,219.189,97.374,83.768,179.222,138.277,67.246,92.516,141.824,64.748,36.174,151.002,46.583,53.294,105.729,64.735,62.762,82.490,65.929,59.412,128.668,64.228,114.162,88.264,77.592,41.182,134.880,92.359,50.667,129.664,92.293,52.378,110.441,49.843,40.444,140.477,50.896,88.516,107.857,45.574,63.944,107.280,98.566,241.613,136.944,62.111,12.385,140.269,40.842,65.514,93.725,69.100
253,35.882,97.950,111.495,26.333,93.356,110.745,313.231,95.535,103.881,430.645,99.384,102.668,72.571,115.085,44.856,79.567,86.353,98.243,38.562,125.515,109.295,63.762,128.574,112.089,131.529,81.785,77.170,77.784,135.666,41.195,62.136,155.819,85.884,68.389,98.308,69.121,60.522,101.567,49.456,223.098,142.781,78.223,163.000,135.868,78.583,212.710,139.010,74.458,103.476,90.055,53.179,793.165,100.938,55.318,142.103,97.144,90.260,918.731,140.084,60.403,1157.444,138.247,88.439,89.744,88.414,80.878,218.541,97.487,83.863,82.667,138.281,67.364,76.194,141.774,64.716,44.667,150.927,46.750,63.922,105.849,65.317,33.190,82.517,65.649,43.608,128.471,64.301,46.757,88.613,77.846,34.091,135.073,92.163,51.167,130.028,92.151,93.568,110.533,49.632,56.630,140.394,51.766,57.290,107.755,45.520,36.056,107.518,98.674,188.968,136.822,62.184,22.269,140.557,40.561,67.351,93.605,68.676
254,16.941,97.828,110.977,12.048,93.846,111.126,286.231,95.603,103.855,290.129,99.281,102.870,47.714,115.252,44.999,53.900,86.268,97.678,73.312,125.467,109.218,66.381,128.435,112.321,99.647,82.075,77.150,22.919,135.503,41.228,62.727,156.059,85.975,57.556,98.263,69.211,63.159,101.913,49.293,2765.373,142.793,78.300,291.750,135.889,78.672,195.677,138.966,74.713,71.000,89.969,53.196,645.797,100.845,55.257,126.241,97.162,90.177,1062.731,140.164,60.382,814.667,138.300,88.463,100.581,88.498,80.633,354.108,97.446,83.800,75.389,138.314,67.014,152.323,141.904,64.696,37.072,151.141,46.870,60.196,105.723,64.881,82.667,82.494,65.788,64.157,128.290,64.456,90.270,88.251,77.714,49.591,135.159,92.550,53.556,129.764,91.718,53.838,110.193,49.964,14.333,140.511,51.774,96.387,107.912,45.607,36.889,107.228,98.675,111.677,136.771,62.073,39.769,140.293,41.054,68.703,93.638,69.176
255,28.529,97.930,111.621,20.190,93.389,111.100,295.154,95.537,103.934,352.000,99.401,102.846,69.667,115.112,44.848,29.867,85.828,98.305,50.688,125.936,108.802,62.810,128.327,112.480,107.765,81.944,77.257,71.243,135.633,40.770,46.182,155.757,85.793,77.111,98.353,69.351,63.304,101.798,49.294,1476.118,142.763,78.318,255.562,135.807,78.569,133.742,139.067,74.673,92.810,90.143,53.081,1049.924,100.895,55.287,149.034,97.134,90.047,856.654,140.144,60.411,690.667,138.289,88.363,113.837,88.737,80.687,297.730,97.418,83.887,59.444,138.401,67.241,103.032,141.762,64.598,27.043,150.803,46.990,58.157,106.025,65.186,31.762,82.485,65.319,17.765,128.305,63.955,66.703,88.189,77.656,25.091,134.978,92.358,68.611,129.919,92.020,48.595,110.324,49.630,35.037,140.161,50.596,86.129,107.953,45.728,70.444,106.967,98.589,146.323,136.936,61.955,36.808,140.188,41.044,48.162,93.426,68.704
256,19.412,97.720,111.589,22.381,93.582,111.085,61.385,95.592,104.214,171.290,99.263,102.820,69.619,114.836,45.126,45.167,86.205,98.280,52.875,125.521,109.571,35.095,128.529,112.249,99.059,81.752,77.047,38.757,135.616,41.567,50.773,156.026,85.342,78.333,98.331,68.951,54.000,101.643,49.221,1338.784,142.745,78.303,211.062,135.644,78.666,142.839,138.969,74.673,119.857,90.404,53.174,847.620,100.878,55.335,167.655,97.123,90.431,613.500,140.085,60.450,645.611,138.292,88.385,90.093,88.734,80.752,215.297,97.281,83.934,135.667,138.205,67.259,95.548,141.910,64.918,35.768,151.262,46.765,30.980,106.011,65.059,45.333,82.537,65.876,35.176,128.504,64.062,151.514,88.409,77.758,68.545,134.984,92.223,48.333,130.051,91.674,71.081,110.648,49.803,38.296,140.323,51.088,111.290,107.680,45.746,53.444,107.198,98.518,156.323,136.949,62.236,62.538,140.515,41.196,53.946,93.555,68.917
257,122.706,97.945,111.503,14.571,93.466,110.931,151.077,95.446,103.994,134.903,99.309,102.930,39.048,114.980,44.909,50.267,86.055,97.990,24.938,125.594,109.261,34.952,128.473,112.171,97.118,82.001,77.163,46.541,135.616,40.663,52.818,156.026,85.945,57.944,98.476,69.194,82.725,101.921,49.300,1801.922,142.817,78.232,252.812,135.870,78.495,166.903,139.019,74.699,76.571,90.201,53.290,468.304,100.804,55.303,175.931,97.239,90.487,215.962,139.990,60.255,591.778,138.305,88.409,90.070,88.800,80.616,238.054,97.392,83.883,160.611,138.213,67.224,104.516,141.931,64.594,42.232,151.366,47.202,66.039,105.989,64.877,42.381,82.611,66.126,51.804,128.449,64.291,66.432,88.237,77.586,83.136,134.818,92.318,40.444,129.855,92.270,97.946,110.531,49.881,31.593,140.633,51.211,48.000,107.906,45.744,58.778,107.230,99.037,166.581,136.839,62.122,37.346,140.186,41.311,51.405,93.366,69.279
258,119.059,97.846,111.644,19.857,93.266,110.470,82.462,95.632,104.136,184.387,99.177,102.900,88.238,114.986,44.922,74.500,86.148,98.090,93.375,125.618,109.112,48.619,128.692,112.237,158.176,81.913,76.818,67.676,135.702,41.009,57.182,155.793,85.795,92.833,98.217,69.117,64.841,102.087,49.198,592.118,142.726,78.293,223.250,135.852,78.469,140.774,138.955,74.782,47.333,90.297,53.262,225.443,100.737,55.239,210.966,97.055,90.312,130.231,139.934,60.828,521.611,138.237,88.437,108.721,88.776,80.594,290.270,97.461,83.917,67.611,138.194,67.490,115.419,141.673,64.493,66.754,150.982,46.896,29.961,105.905,65.074,48.143,82.748,66.040,73.608,128.415,64.101,122.649,88.097,77.640,72.227,134.690,92.556,64.389,129.826,91.639,95.351,110.262,49.807,31.741,140.378,51.075,68.645,107.762,45.424,38.056,107.090,98.984,155.419,136.854,62.025,60.462,140.150,41.125,53.189,93.476,68.915
259,174.882,98.043,111.352,9.095,93.494,110.588,85.846,95.570,103.939,106.387,99.430,102.971,60.810,115.035,44.739,56.367,86.396,98.129,51.562,125.885,109.230,60.429,128.077,112.150,74.294,81.833,76.977,69.351,135.490,40.876,86.591,155.826,85.979,86.722,98.359,69.069,56.174,101.746,49.532,278.941,142.670,78.157,181.125,135.764,78.577,186.000,139.049,74.565,77.571,90.307,53.137,83.241,100.804,55.596,169.310,97.256,90.511,105.615,139.960,60.588,506.667,138.234,88.443,78.395,88.559,80.679,273.297,97.506,83.808,86.111,138.117,67.539,121.419,141.738,64.539,46.290,151.255,47.149,67.686,105.719,65.052,39.095,82.637,66.245,41.020,128.537,64.528,128.703,88.222,77.779,28.500,134.995,92.260,62.333,129.800,92.081,104.378,110.693,49.704,55.148,140.659,51.080,64.065,107.967,45.477,68.944,107.278,98.642,144.194,136.823,62.201,34.846,140.364,41.109,53.730,93.522,68.941
260,154.824,97.807,111.737,32.048,93.747,110.837,18.923,95.654,104.278,91.097,99.466,102.794,34.238,115.535,44.833,49.867,86.056,97.928,57.875,125.880,109.010,29.714,129.197,112.411,119.000,82.025,76.919,85.838,135.577,41.044,74.500,155.900,85.599,64.000,98.059,69.065,66.580,101.788,49.494,250.314,142.680,78.264,120.938,135.677,78.538,198.194,139.093,74.555,47.667,89.778,52.944,72.405,100.685,55.335,140.931,97.089,90.362,132.654,139.972,60.659,343.611,138.273,88.329,88.814,88.848,80.679,265.730,97.441,84.036,153.111,138.242,67.294,73.871,141.809,64.733,41.565,150.878,46.994,81.765,105.897,65.178,49.333,82.147,65.803,44.588,128.545,64.019,77.081,88.189,77.671,25.136,134.888,92.508,60.778,129.734,92.128,70.811,110.339,49.846,21.556,140.310,51.203,67.871,107.843,45.830,87.833,107.228,98.667,250.581,136.906,62.146,79.538,140.176,41.164,55.676,93.271,69.265
261,59.706,97.661,111.472,36.810,94.140,110.990,45.462,95.969,104.037,89.742,99.457,102.786,66.952,115.217,44.850,63.100,86.429,98.027,74.250,125.614,109.356,70.333,128.275,112.406,51.765,81.985,77.274,70.378,135.652,40.746,109.682,156.034,85.735,53.444,98.096,68.873,88.203,101.590,49.258,195.059,142.667,77.997,181.625,135.493,78.499,103.032,139.047,74.477,112.619,90.179,53.186,79.696,100.766,55.031,147.207,97.212,90.215,57.577,139.815,60.543,422.167,138.305,88.441,93.977,88.632,80.729,230.919,97.397,83.787,105.222,138.473,67.258,79.355,141.743,64.802,42.725,150.968,47.285,83.843,106.060,64.873,27.238,82.713,65.807,66.000,128.411,64.523,75.243,88.179,77.723,22.091,135.145,92.310,72.722,129.693,91.526,57.622,110.518,49.541,28.963,140.322,50.349,77.097,107.652,45.570,71.000,107.271,98.597,175.742,136.871,62.093,28.154,140.676,41.317,85.622,93.491,69.165
262,100.353,97.736,111.604,25.905,93.740,110.945,66.077,95.680,104.220,66.452,99.454,102.646,42.619,115.242,45.137,64.500,86.142,97.874,54.250,125.606,109.317,31.381,128.240,111.929,104.118,82.029,77.142,66.865,135.586,40.672,105.227,156.056,85.803,45.667,98.381,68.941,62.899,101.593,49.214,134.667,142.568,78.103,143.250,135.924,78.606,173.355,139.048,74.621,31.905,90.166,53.463,101.468,100.680,55.380,163.931,96.967,90.326,84.615,139.764,60.569,487.944,138.192,88.445,81.186,88.357,80.903,265.946,97.453,83.844,126.056,138.181,67.212,132.710,141.909,64.653,51.855,150.961,46.953,106.196,105.951,64.819,72.667,82.547,65.851,31.686,128.529,64.288,29.676,88.344,77.149,54.000,135.028,92.399,47.778,129.870,92.339,57.568,110.602,49.899,53.556,140.531,51.216,48.645,107.706,45.761,47.611,107.273,98.504,123.742,136.833,62.072,55.192,140.422,41.338,19.784,93.446,69.053
263,25.353,98.075,111.506,13.143,93.477,111.032,80.692,95.508,104.039,116.645,99.445,102.836,40.048,114.966,44.885,64.500,86.484,98.034,64.312,125.639,109.214,124.286,128.417,112.510,80.412,81.803,76.858,66.486,135.524,41.053,123.409,155.816,85.808,63.222,97.913,69.117,48.000,101.913,49.348,192.392,142.795,78.192,183.188,136.006,78.705,149.613,138.930,74.616,128.000,90.104,53.451,79.215,100.752,55.399,202.828,97.248,90.239,88.962,140.106,60.608,397.278,138.317,88.591,70.209,88.563,80.712,308.973,97.435,83.758,143.278,138.187,66.933,174.065,141.910,64.452,54.957,151.123,46.753,68.431,105.925,65.196,74.190,82.518,65.662,71.216,128.617,64.695,90.270,88.150,77.324,101.955,134.857,92.224,49.833,129.856,91.758,100.595,110.375,50.073,33.407,140.260,51.251,54.710,107.897,45.627,71.556,107.184,98.551,178.387,136.983,62.189,42.308,140.222,40.702,64.216,93.549,69.358
264,13.588,97.813,111.151,17.333,93.834,110.818,87.154,95.424,103.937,117.548,99.579,102.851,36.571,115.310,45.210,59.900,86.396,97.770,104.562,125.781,109.173,57.381,128.664,112.426,124.529,82.037,76.955,67.405,135.780,41.159,72.136,155.868,85.893,94.556,98.000,68.731,73.217,102.024,49.391,139.216,142.870,78.344,139.312,135.869,78.733,251.161,138.917,74.499,96.048,90.290,53.529,64.380,101.022,55.421,129.448,97.154,90.424,127.346,140.040,60.491,81.778,138.129,88.518,86.535,88.692,80.721,338.811,97.457,83.743,94.889,138.279,67.055,73.226,142.030,64.522,19.797,151.101,47.183,72.196,106.068,64.887,49.857,82.280,65.887,72.667,128.388,64.238,88.595,88.305,77.701,97.273,134.719,92.289,53.778,129.908,91.832,87.514,110.692,49.864,49.556,140.430,51.640,72.774,107.894,45.412,42.889,107.190,98.301,132.065,137.043,62.340,36.000,140.629,41.017,44.703,93.504,69.210
265,22.294,98.369,111.296,4.190,94.043,110.511,68.615,95.415,103.968,131.806,99.379,103.068,60.333,115.342,44.971,58.400,86.564,97.769,70.188,125.363,108.916,24.190,128.313,112.379,68.294,82.120,77.306,55.622,135.619,40.940,93.727,155.869,85.708,58.500,98.306,69.050,66.058,101.878,49.432,183.804,142.767,78.344,151.000,135.659,78.581,197.613,139.073,74.494,106.905,90.299,53.198,74.203,101.006,54.964,178.138,97.050,90.312,90.423,139.795,60.298,76.667,138.201,88.306,83.791,88.403,80.734,399.027,97.461,83.815,60.833,138.266,67.212,116.065,141.832,64.668,28.029,150.893,47.064,32.667,105.999,65.024,81.619,82.500,66.150,47.451,128.146,64.032,92.432,88.264,77.770,46.909,134.737,92.223,144.167,129.929,91.769,108.216,110.545,49.678,41.481,140.397,51.040,97.742,107.640,45.450,68.278,107.634,98.653,181.935,136.846,62.231,18.731,140.460,41.374,40.216,93.436,69.152
266,26.353,98.048,111.303,12.238,93.334,110.954,24.692,95.422,103.832,125.161,99.567,102.786,46.143,115.519,44.970,61.000,86.250,98.113,110.562,125.513,109.391,53.714,127.913,112.374,94.529,81.995,76.806,92.811,135.701,41.393,71.636,155.716,86.016,72.833,98.158,68.678,56.522,101.732,49.350,172.588,142.853,78.016,221.875,135.814,78.586,180.387,139.088,74.403,88.619,90.365,53.223,83.544,100.981,55.146,187.897,97.344,90.184,123.769,140.083,60.714,73.778,138.342,88.575,96.256,88.468,80.937,309.027,97.437,83.801,74.278,138.246,67.505,73.742,142.029,64.968,53.884,151.006,46.998,47.608,105.710,65.224,60.571,82.775,66.075,69.725,128.283,64.335,93.297,88.186,77.897,35.818,135.133,92.439,34.222,129.881,91.958,105.622,110.164,49.661,55.519,140.387,50.954,88.129,107.818,45.778,71.889,107.339,98.422,197.806,136.995,62.224,27.808,140.218,41.312,74.216,93.540,68.941
267,24.471,98.169,111.137,25.000,93.990,110.705,30.462,95.316,104.070,58.065,99.377,102.530,91.714,115.323,44.921,58.900,85.967,97.823,74.125,125.317,109.224,41.095,128.498,112.181,97.588,81.854,77.152,74.108,135.418,41.084,93.727,155.584,85.962,42.944,98.270,69.229,54.986,101.892,49.142,137.804,142.803,78.281,223.812,135.956,78.603,177.419,138.984,74.555,86.095,90.063,53.219,88.000,100.777,55.201,179.207,97.081,90.296,84.346,139.900,60.556,76.556,138.198,88.489,85.023,88.485,80.796,279.243,97.351,83.839,78.333,138.259,67.106,91.613,141.856,64.617,30.116,151.056,47.029,72.824,105.962,64.833,51.714,82.588,65.734,46.118,128.740,63.959,90.703,88.417,77.604,63.227,134.925,92.367,80.611,129.705,92.115,98.973,110.521,49.802,37.593,140.192,51.193,51.806,107.748,45.884,65.389,107.167,98.624,233.032,136.968,62.100,28.769,140.004,40.816,53.027,93.507,68.813
268,22.824,97.843,111.757,42.095,93.675,110.717,25.231,95.377,103.734,82.968,99.131,102.861,28.857,115.223,44.833,53.367,86.199,97.625,60.812,125.340,109.185,61.381,128.684,112.164,108.588,82.031,76.975,41.297,135.665,40.550,80.273,156.096,85.754,78.611,98.365,69.087,63.043,101.934,49.641,166.627,142.500,78.065,129.250,135.716,78.549,155.871,139.092,74.467,95.429,90.148,53.083,82.684,100.887,55.038,149.724,97.277,90.451,118.846,139.956,60.385,29.944,138.367,88.255,108.884,88.547,80.727,298.595,97.455,83.734,105.778,138.367,67.102,77.290,141.819,64.655,30.348,151.009,46.694,56.549,105.726,65.115,62.667,82.524,65.840,41.098,128.490,64.127,81.081,88.422,77.709,55.000,134.772,92.361,62.667,129.751,91.502,65.351,110.446,49.575,40.889,140.562,51.129,36.516,107.608,45.637,31.111,107.334,98.923,127.935,136.892,61.968,37.846,140.184,40.957,31.297,93.119,69.599
269,24.059,98.101,111.475,14.286,93.918,110.798,46.692,95.654,104.189,32.258,99.436,102.750,44.810,115.073,44.962,42.567,86.274,98.061,40.125,125.896,109.082,40.048,128.616,112.198,74.000,81.845,77.294,40.595,135.586,41.297,74.136,155.733,85.751,43.667,98.202,68.633,71.217,101.859,49.558,140.353,142.688,78.374,135.250,135.643,78.638,147.419,138.968,74.674,31.048,90.195,53.179,54.228,100.731,55.180,126.621,97.214,90.301,64.385,139.831,60.593,65.667,138.263,88.570,212.767,88.509,80.726,288.216,97.510,83.894,92.722,138.061,67.555,138.581,141.755,64.650,32.812,150.947,46.818,39.333,105.933,64.995,56.286,82.570,65.615,65.529,128.583,64.071,100.811,88.250,77.726,84.182,134.724,92.568,44.944,129.712,92.322,77.189,110.292,49.414,37.111,140.155,50.920,43.548,107.569,45.597,43.444,107.478,98.719,212.000,136.877,62.286,52.154,140.350,40.627,57.081,93.541,69.139
270,23.588,98.115,111.415,9.952,93.472,110.715,58.692,95.485,103.953,111.742,99.126,102.742,75.619,115.350,44.915,61.533,85.951,98.104,55.562,125.396,109.279,45.095,128.197,112.157,83.588,81.790,77.119,74.324,135.708,40.952,65.818,155.861,85.611,92.944,98.035,69.027,97.884,101.787,49.226,156.784,142.667,78.324,128.812,135.698,78.492,162.452,138.909,74.623,98.810,89.930,53.195,75.823,100.970,55.277,120.931,97.238,90.362,120.962,139.944,60.647,50.222,138.283,87.975,2091.500,88.525,80.716,334.541,97.476,83.734,90.444,138.455,67.473,124.323,141.866,64.807,33.623,150.791,46.748,34.471,105.781,64.896,50.667,82.152,66.044,36.941,128.734,64.576,105.081,88.284,77.694,71.091,134.633,92.248,70.944,129.874,91.882,66.703,110.461,49.744,51.778,140.468,51.342,77.290,107.695,45.417,65.889,107.165,98.583,187.419,136.903,61.945,44.577,140.416,40.730,57.351,93.478,69.227
271,20.647,97.718,111.577,23.286,93.763,111.257,15.769,94.900,103.616,85.742,99.464,102.852,64.190,115.317,44.979,53.367,86.631,97.895,42.062,125.958,109.406,56.762,128.605,112.188,103.529,82.173,76.944,75.892,135.713,40.909,71.364,155.708,85.993,84.111,98.191,68.945,71.333,101.803,49.508,150.941,142.727,78.315,106.125,135.752,78.619,196.000,139.131,74.718,92.429,90.255,53.337,67.089,100.744,55.379,142.310,97.203,90.212,137.923,139.940,60.813,49.611,138.163,88.814,1394.000,88.551,80.786,371.514,97.521,84.005,108.722,138.151,67.480,89.484,141.923,64.738,42.145,151.079,46.787,72.784,105.843,64.542,45.429,82.240,65.831,57.882,128.490,64.481,100.378,88.378,77.849,45.955,135.041,92.397,75.278,129.823,91.958,66.919,110.401,49.748,41.370,140.129,50.790,40.839,107.740,45.614,72.500,107.415,98.482,107.032,136.995,62.337,32.923,140.442,41.086,128.757,93.548,69.270
272,13.647,97.846,110.838,11.000,93.367,110.279,41.462,95.530,104.074,120.645,99.364,102.906,39.429,115.237,44.582,53.900,86.269,97.673,10.125,125.286,109.317,24.381,128.721,112.423,81.294,81.983,76.866,48.378,135.500,40.990,72.773,155.942,86.016,72.389,98.304,69.181,56.812,101.858,49.062,101.608,142.650,78.297,151.062,135.867,78.668,227.355,138.991,74.515,76.048,90.320,53.006,77.620,101.015,55.263,176.517,97.055,90.345,137.346,139.854,60.596,46.778,138.181,88.596,796.163,88.504,80.732,573.838,97.424,83.792,117.333,138.073,67.199,148.645,141.828,64.716,46.783,150.615,46.871,35.451,105.419,64.871,46.476,82.563,65.922,77.255,128.664,64.069,86.649,88.156,77.517,27.273,134.731,92.282,71.556,129.810,91.864,81.892,110.765,49.725,73.370,140.339,50.991,37.548,107.785,45.400,52.833,107.093,98.772,163.613,136.922,62.122,38.538,140.156,40.889,51.892,93.491,68.570
273,13.588,98.185,111.715,10.190,93.387,110.805,82.923,95.605,103.921,89.871,99.303,102.810,62.143,115.374,45.120,79.367,86.332,98.227,88.688,125.753,109.058,33.524,128.153,112.349,166.941,81.926,76.801,95.730,135.542,40.867,47.273,156.032,85.814,69.500,98.303,69.180,54.261,101.593,49.070,137.216,142.472,78.510,110.250,135.650,78.526,2650.290,139.036,74.601,114.429,90.256,53.554,78.228,101.135,55.265,176.759,97.189,90.180,76.115,139.842,60.544,83.278,138.283,88.682,679.186,88.695,80.727,3369.081,97.545,83.868,96.444,138.255,67.074,98.645,141.915,64.484,37.681,150.914,46.942,65.333,105.717,64.774,63.000,82.267,65.918,33.451,128.262,64.405,110.216,88.279,77.735,41.636,134.985,92.251,31.500,129.769,91.499,72.973,110.551,50.000,218.333,140.505,51.157,65.613,107.823,45.450,43.778,107.096,98.438,257.871,136.882,62.315,41.538,140.185,40.767,36.757,93.426,69.033
274,22.412,98.155,111.668,5.952,93.738,110.522,43.692,95.648,104.050,110.000,99.241,102.833,46.000,115.162,45.181,31.233,86.490,97.833,61.188,125.619,109.314,31.952,128.586,112.417,105.765,81.766,76.897,38.000,135.397,41.121,54.773,156.074,85.887,119.556,98.210,69.043,68.696,101.744,49.353,148.706,142.599,78.277,129.625,136.087,78.615,1689.935,139.030,74.640,78.667,90.107,53.270,112.456,100.882,55.057,159.517,97.136,90.270,71.423,139.925,60.596,44.222,138.052,88.641,432.721,88.729,80.789,3215.513,97.480,83.926,169.389,138.441,67.292,119.613,141.755,64.617,39.130,151.266,46.860,63.412,105.635,65.257,64.762,82.318,65.479,69.059,128.464,64.062,81.351,88.180,77.783,40.318,134.955,92.329,57.611,129.747,92.394,76.054,110.762,49.902,118.148,140.429,50.802,62.452,107.423,45.681,76.000,107.301,98.801,216.903,136.984,62.239,27.731,140.195,40.949,51.514,93.612,69.079
275,17.588,97.570,111.443,19.381,93.515,110.958,11.385,95.589,104.235,167.484,99.533,102.827,61.762,115.325,45.020,63.000,86.454,97.878,83.938,125.704,109.242,63.905,128.303,112.182,93.706,81.951,77.251,69.243,135.650,41.058,94.591,156.104,85.900,70.722,98.187,68.993,59.826,102.077,49.051,162.627,142.632,78.236,153.688,135.934,78.646,1076.839,138.980,74.629,37.000,90.318,53.714,54.025,100.932,55.103,169.172,97.170,90.410,157.154,140.015,60.759,61.111,138.156,87.954,204.349,88.853,80.824,2010.000,97.537,83.910,111.444,138.307,67.141,50.839,141.666,64.635,22.174,151.154,47.002,42.000,105.732,64.941,33.952,82.514,65.903,62.431,128.612,64.209,96.486,88.199,77.518,56.909,134.937,92.297,48.389,129.874,91.918,69.189,110.634,49.628,110.407,140.383,50.928,74.129,107.860,45.195,44.389,107.164,98.668,155.355,137.020,62.472,27.808,140.892,40.690,87.730,93.354,68.740
