 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43
1,149.351,244.969,61.561,439.000,227.590,74.120,112.765,244.521,22.125,141.462,242.781,29.739,36.600,250.810,31.612,37.043,252.060,19.607,49.619,214.652,22.015,116.700,212.320,29.299,106.839,237.210,34.918,112.312,235.739,26.858,1083.900,245.199,80.865,235.529,235.495,59.913,70.625,224.300,66.848,88.300,231.388,61.056,292.000,211.569,78.589,124.077,244.064,75.429,46.286,239.957,71.559,30.500,222.793,57.563,37.647,172.898,70.734,290.800,171.104,76.010,43.429,239.381,65.192,11.538,238.245,51.834,45.750,233.611,55.453,217.375,219.497,31.562,115.385,254.076,79.864,4.500,237.830,56.739,28.000,227.806,56.012,25.389,228.500,19.895,152.000,205.760,75.256,334.000,183.148,75.551,177.000,250.248,77.206,35.333,227.811,14.310,102.625,223.575,20.149,97.333,249.110,20.946,88.385,244.956,67.461,54.095,247.755,72.651,104.581,210.710,34.622,39.176,243.450,32.822,486.438,232.554,70.271,4.529,255.015,19.214,35.300,174.742,75.335,130.903,231.050,82.529,68.118,240.772,84.122
2,133.405,244.850,61.773,528.354,227.611,74.052,164.588,244.131,22.275,198.538,242.856,29.823,62.100,250.767,31.789,37.870,252.037,19.956,38.476,214.696,22.066,155.600,212.501,29.480,93.032,237.172,34.728,105.062,235.755,27.140,1127.200,245.226,80.919,273.412,235.524,59.736,68.750,224.672,66.573,118.200,231.374,60.971,267.941,211.574,78.518,95.923,244.130,75.302,69.000,239.921,71.472,19.944,223.023,58.100,52.941,172.938,70.982,200.900,170.960,76.060,108.667,239.400,65.353,14.077,238.850,51.562,110.375,233.651,55.296,173.375,219.346,31.511,95.462,254.047,79.684,17.375,237.702,56.720,42.083,228.084,56.443,17.778,228.559,20.164,163.417,205.927,75.128,288.919,182.933,75.337,116.500,250.216,77.241,24.583,227.898,14.336,130.688,223.550,20.235,125.524,249.132,20.757,89.308,244.754,67.352,40.381,247.380,72.356,98.903,210.766,34.555,47.529,243.148,32.678,517.500,232.555,70.426,5.235,254.878,18.720,11.600,174.557,75.314,135.871,231.102,82.669,111.588,240.657,84.073
3,145.784,244.962,61.653,480.312,227.528,74.011,165.941,244.277,22.175,130.308,242.947,29.794,150.500,250.243,32.050,36.978,251.860,19.930,88.000,214.607,22.031,166.000,212.238,29.349,109.742,237.121,34.890,96.500,235.682,27.061,1050.900,245.233,80.862,230.294,235.473,59.946,84.250,224.542,66.869,111.133,231.265,61.270,273.706,211.592,78.603,131.154,244.084,75.377,83.429,239.919,71.279,52.611,222.614,57.956,89.882,173.111,70.974,149.400,171.217,75.800,34.190,238.924,65.068,24.615,238.307,51.354,63.125,233.829,55.531,180.250,219.411,31.612,86.308,254.097,79.641,31.625,237.447,56.348,22.500,228.209,55.421,25.222,228.853,19.860,135.250,205.883,75.247,335.892,183.058,75.535,165.900,250.057,76.886,40.000,227.953,14.752,62.438,223.646,20.005,155.714,249.061,20.754,106.000,244.911,67.389,59.333,247.689,72.322,100.194,210.885,34.521,33.588,243.552,32.997,470.250,232.579,70.373,4.235,254.433,19.336,31.200,174.801,75.213,87.226,231.139,82.446,87.824,240.830,84.156
4,138.703,244.841,61.500,463.354,227.548,74.111,144.412,244.210,22.072,227.154,242.945,29.862,81.100,250.420,31.991,40.022,252.188,19.803,46.381,214.735,21.874,71.400,212.288,29.444,73.548,236.991,34.731,124.812,235.715,26.847,899.700,245.223,80.799,286.824,235.472,59.890,61.312,224.697,67.054,111.900,231.236,60.928,319.412,211.542,78.583,171.231,244.150,75.374,54.429,239.945,70.913,28.611,222.772,57.977,75.588,172.945,70.861,190.700,171.208,76.118,63.524,238.915,65.088,20.385,238.429,51.702,59.812,233.747,55.423,236.062,219.457,31.549,87.231,254.129,79.531,38.750,237.646,56.589,8.833,227.841,55.768,30.611,228.665,19.880,134.083,205.827,75.014,249.946,183.154,75.572,117.000,250.221,77.034,31.250,227.745,14.429,91.875,223.575,20.079,135.905,249.083,20.863,82.769,244.687,67.241,50.286,247.695,72.699,118.194,210.885,34.613,47.059,243.320,32.572,480.562,232.491,70.374,6.000,255.084,18.989,31.900,174.642,75.460,92.387,231.104,82.717,69.824,240.866,84.251
5,152.595,244.719,61.617,454.833,227.585,74.073,190.235,244.283,22.039,240.077,242.920,29.758,68.500,250.401,31.951,30.087,252.030,19.411,42.571,214.565,21.872,79.100,212.418,29.288,102.194,237.158,34.880,146.188,235.886,26.982,893.900,245.227,80.845,234.059,235.474,59.842,72.625,224.545,66.923,111.033,231.259,61.210,268.588,211.612,78.579,121.615,244.029,75.470,49.929,239.893,71.499,27.500,222.862,57.791,74.294,172.811,70.616,263.100,171.140,75.831,76.381,239.197,65.436,21.769,238.691,51.704,87.062,233.817,55.497,204.125,219.420,31.661,163.000,254.039,79.776,42.125,237.462,56.948,6.500,227.898,55.732,5.500,228.494,20.145,106.500,206.025,75.153,269.135,183.182,75.417,179.800,250.146,77.030,58.500,227.773,14.327,66.188,223.791,19.871,102.286,248.970,20.721,107.308,244.899,67.380,48.952,247.633,72.127,81.290,210.836,34.502,64.529,243.135,32.950,427.438,232.601,70.290,9.235,255.084,18.931,42.600,174.724,75.229,79.355,231.229,82.750,41.588,240.944,84.477
6,159.514,244.794,61.447,534.792,227.507,74.066,132.353,244.126,22.140,210.615,242.829,29.692,68.000,250.508,31.790,45.913,251.969,19.779,98.667,214.762,22.093,101.100,212.407,29.567,133.097,237.242,35.017,102.062,235.754,26.903,919.600,245.193,80.879,255.588,235.526,59.860,79.125,224.692,66.638,114.800,231.457,61.276,243.235,211.617,78.544,176.923,244.211,75.391,72.071,240.002,71.554,21.444,222.696,58.117,80.765,173.077,70.850,197.500,171.161,75.955,54.000,239.202,65.182,16.231,238.630,51.718,71.000,233.667,55.716,246.500,219.419,31.501,74.385,254.152,79.743,20.875,237.951,56.707,9.250,227.826,56.237,8.056,228.903,20.044,158.750,205.834,75.254,263.297,183.115,75.551,118.400,250.108,77.211,37.333,227.679,14.210,72.938,223.632,20.063,135.619,249.022,20.942,53.000,244.969,67.135,47.429,247.584,72.894,100.194,210.774,34.641,45.353,243.499,33.095,431.688,232.501,70.415,6.882,255.004,18.707,40.000,174.462,75.387,85.226,231.105,82.708,58.647,240.687,84.088
7,148.865,244.630,61.533,462.292,227.523,74.126,176.412,244.242,22.147,200.000,242.939,29.824,48.500,250.444,31.883,47.413,252.128,19.493,96.000,214.545,22.076,39.800,212.440,29.536,74.258,237.393,35.154,149.375,235.688,26.952,941.200,245.202,80.882,212.000,235.633,59.808,77.312,224.596,66.730,99.200,231.405,61.053,211.176,211.587,78.472,179.692,244.115,75.300,85.071,239.995,71.687,30.556,222.936,57.687,87.529,173.261,70.680,222.200,171.170,75.927,81.048,239.160,65.195,12.154,238.988,51.383,81.688,233.675,55.395,200.500,219.301,31.581,131.308,254.123,79.729,18.000,237.781,56.536,13.583,227.636,55.755,34.889,228.525,20.141,108.417,205.909,75.058,329.135,183.028,75.477,174.300,250.253,77.105,42.917,227.855,14.456,64.500,223.567,19.989,107.333,248.999,20.861,96.000,244.845,67.329,81.619,247.604,72.364,124.516,210.918,34.565,55.765,243.455,33.050,399.250,232.464,70.483,4.882,254.400,18.710,64.300,174.751,75.486,27.871,231.084,82.614,74.118,240.835,84.231
8,166.486,244.721,61.722,440.688,227.489,74.099,120.824,244.122,22.285,149.769,242.796,29.657,44.700,250.362,31.981,56.848,252.086,20.256,102.762,214.573,21.969,75.800,212.431,29.350,80.258,237.128,34.783,126.062,235.726,26.995,830.900,245.214,80.860,323.529,235.533,59.873,56.562,224.485,66.945,93.567,231.234,61.101,302.824,211.650,78.711,155.846,244.174,75.173,87.214,239.968,71.277,4.722,222.753,58.428,109.235,172.895,70.929,125.200,171.133,76.026,91.429,239.266,65.105,21.308,238.609,52.075,79.812,233.717,55.472,207.000,219.356,31.533,144.462,254.033,79.625,24.250,237.653,56.452,13.583,228.005,56.585,23.056,228.589,19.856,240.750,205.889,75.093,358.054,183.065,75.449,140.300,250.158,77.260,42.417,227.650,15.305,84.250,223.496,20.138,112.190,248.942,20.844,74.615,245.017,67.467,43.905,247.677,72.604,128.839,210.618,34.357,79.059,243.248,32.985,458.438,232.485,70.399,8.176,254.504,18.766,57.700,174.688,75.251,54.645,231.109,82.548,59.588,240.986,84.428
9,142.649,244.748,61.348,430.125,227.439,74.004,177.353,244.317,22.104,192.615,242.924,29.729,19.700,250.514,31.857,61.065,252.039,20.090,77.619,214.754,22.132,96.400,212.342,29.622,111.484,237.004,34.811,88.562,235.763,26.829,870.000,245.198,80.852,347.059,235.453,59.871,79.500,224.725,66.463,138.867,231.495,61.002,285.588,211.538,78.586,143.923,243.950,75.417,54.214,240.033,71.518,3.833,222.425,58.125,52.353,172.986,70.523,185.000,171.208,76.125,66.000,239.093,65.374,21.000,238.636,51.603,59.250,233.912,55.468,233.000,219.331,31.605,135.077,254.120,79.576,26.000,237.621,56.958,18.750,228.024,56.034,27.722,228.670,19.517,169.667,205.832,74.867,255.189,183.020,75.490,138.200,250.058,77.088,42.667,227.760,14.309,87.000,223.700,20.163,124.000,249.091,20.960,89.538,245.000,67.360,70.286,247.400,72.516,126.258,210.728,34.497,56.412,243.001,32.764,560.812,232.488,70.428,12.294,255.335,19.237,148.500,174.819,75.594,114.581,230.990,82.444,130.588,240.835,84.227
10,163.405,244.810,61.743,503.250,227.495,74.062,133.353,244.410,22.167,204.308,243.068,29.664,90.900,250.481,31.729,62.304,252.177,20.224,132.571,214.730,22.078,118.600,212.443,29.456,81.097,237.139,35.033,93.938,235.753,26.890,854.900,245.218,80.844,286.882,235.454,59.834,118.125,224.731,66.600,148.733,231.431,61.107,237.941,211.555,78.630,163.308,244.090,75.352,102.857,239.880,71.618,8.333,223.016,57.937,77.588,172.882,70.745,180.500,171.276,75.921,110.857,239.261,65.306,45.923,238.559,52.269,97.062,233.724,55.517,239.250,219.348,31.583,104.462,254.125,79.572,9.875,237.615,56.916,17.417,227.999,55.439,22.667,228.464,19.823,139.667,205.836,75.177,294.216,183.090,75.449,93.900,250.252,77.146,37.917,227.683,14.388,59.562,223.596,20.140,176.190,248.985,20.853,58.769,245.044,67.358,46.667,247.806,72.236,135.226,210.798,34.694,44.294,243.313,33.066,589.875,232.505,70.355,15.471,255.391,18.819,120.000,174.750,75.456,124.065,231.219,82.586,87.471,240.937,84.400
11,85.297,244.659,61.546,474.688,227.442,74.013,136.118,244.244,22.250,106.769,242.682,29.637,69.400,250.476,31.969,35.522,251.905,20.131,156.286,214.813,22.267,172.700,212.362,29.444,67.097,237.180,34.941,111.875,235.756,26.951,895.500,245.188,80.907,337.882,235.447,59.942,94.312,224.663,66.656,148.133,231.296,61.039,258.353,211.518,78.693,139.462,244.198,75.214,44.714,239.980,71.752,15.611,223.373,57.445,134.294,173.025,70.666,141.300,171.154,76.215,80.000,239.348,65.341,43.692,238.450,52.128,67.750,233.781,55.416,244.125,219.392,31.710,153.692,253.903,79.711,31.625,237.702,56.602,20.000,227.788,56.335,18.500,228.284,19.880,175.333,205.887,75.024,296.432,183.010,75.550,57.700,250.324,77.169,10.833,227.521,14.744,58.688,223.634,20.382,118.000,249.088,20.976,71.769,244.699,67.547,46.476,247.315,72.355,134.452,210.854,34.411,63.059,243.487,32.867,541.812,232.480,70.337,7.588,254.761,19.173,116.400,174.833,75.269,139.677,231.206,82.610,74.882,240.868,84.381
12,135.243,244.773,61.716,413.333,227.471,73.955,174.059,244.280,22.119,191.077,242.850,29.686,35.200,250.477,31.679,46.304,252.126,20.301,118.476,214.681,22.393,125.200,212.401,29.417,126.000,237.078,34.764,101.750,235.778,27.033,774.400,245.202,80.937,300.471,235.347,59.857,88.938,224.649,66.614,156.033,231.375,60.987,262.588,211.571,78.634,177.462,244.011,75.433,102.643,239.831,71.545,9.500,223.110,57.831,126.882,172.784,70.820,194.600,171.142,76.000,81.333,238.965,65.144,41.231,238.472,51.624,97.875,233.682,55.379,181.188,219.461,31.569,136.385,254.175,79.373,50.625,237.587,56.540,27.583,227.932,56.121,22.167,228.676,19.996,131.167,205.857,74.979,266.108,183.016,75.494,70.500,250.155,77.109,29.333,227.865,13.973,148.000,223.799,20.076,82.381,248.938,21.044,81.538,244.748,67.381,41.905,247.584,72.668,184.516,210.863,34.516,89.294,243.174,32.937,479.062,232.441,70.380,20.647,255.122,18.950,167.300,174.724,75.315,129.419,230.967,82.605,97.471,240.931,84.461
13,1070.162,244.705,61.561,421.812,227.488,73.992,103.706,244.343,22.175,141.000,242.824,29.703,55.100,250.348,31.632,45.891,252.189,20.317,191.333,214.790,22.103,93.600,212.396,29.272,106.194,237.128,34.823,47.312,235.773,26.898,637.100,245.206,80.851,377.882,235.440,59.768,140.562,224.671,66.378,153.033,231.312,61.007,259.765,211.520,78.546,111.769,243.897,75.214,67.929,240.069,71.062,18.778,223.171,57.618,138.059,172.873,70.830,202.000,171.145,76.028,120.000,239.061,65.194,49.000,238.628,51.905,78.000,233.725,55.578,237.750,219.402,31.593,128.000,254.179,79.640,24.625,237.854,56.820,30.500,227.981,55.577,14.111,228.394,20.002,226.667,205.826,75.123,363.027,182.985,75.407,106.000,250.149,77.201,10.917,227.716,14.396,107.125,223.606,20.266,57.810,248.773,20.845,70.769,244.895,67.177,100.381,247.345,72.562,160.581,210.861,34.489,50.412,243.075,33.023,573.875,232.480,70.376,18.000,255.034,19.067,194.600,174.733,75.655,104.968,231.056,82.359,120.059,240.789,84.580
14,1998.757,244.755,61.541,397.042,227.422,74.082,136.706,244.094,22.060,190.154,242.852,29.722,59.900,250.703,31.717,41.130,252.034,20.137,115.905,214.770,22.262,146.200,212.382,29.405,91.226,237.137,34.887,77.938,235.723,27.149,782.900,245.254,80.852,318.059,235.504,59.826,137.312,224.806,66.443,156.867,231.249,61.096,267.706,211.534,78.538,97.385,244.171,75.131,39.286,240.107,71.676,22.556,222.859,57.171,115.353,172.856,70.838,365.600,171.210,75.974,135.714,239.216,65.212,35.846,238.508,51.918,87.375,233.778,55.327,238.688,219.343,31.560,83.846,253.992,79.554,68.625,237.554,56.675,21.167,227.804,55.760,13.611,228.998,19.905,153.917,205.911,75.312,294.324,183.004,75.482,130.600,250.164,76.856,54.583,227.884,14.400,116.062,223.601,20.223,110.667,249.017,21.100,51.769,244.631,67.284,81.048,247.354,72.499,203.032,210.964,34.335,89.118,243.167,32.790,585.562,232.566,70.395,14.588,254.481,19.111,124.000,174.672,75.212,116.194,231.155,82.665,127.294,240.837,84.649
15,1157.622,244.733,61.558,387.021,227.379,73.982,163.765,244.232,22.029,207.462,242.969,29.703,74.300,250.432,31.922,37.413,252.088,20.352,141.524,214.839,22.025,148.100,212.390,29.578,120.968,237.115,34.803,100.000,235.748,26.660,634.500,245.195,80.891,290.412,235.366,59.836,91.250,224.823,66.677,157.700,231.362,60.977,240.588,211.562,78.686,98.615,243.997,75.544,48.500,239.834,71.203,5.722,222.913,57.869,109.765,172.781,70.577,245.900,171.165,75.954,133.905,239.375,65.341,45.308,238.497,51.972,134.625,233.751,55.386,201.000,219.353,31.601,116.154,253.924,79.613,40.125,237.862,56.468,42.833,228.168,55.841,20.222,228.727,19.736,181.000,205.825,75.044,306.216,183.034,75.366,56.900,250.149,77.101,28.000,227.747,14.186,94.938,223.516,20.160,119.714,248.786,20.986,79.769,244.860,67.562,51.524,247.383,72.430,234.968,210.879,34.554,90.000,243.562,32.821,511.625,232.437,70.431,0.000,NaN,NaN,126.600,174.650,75.361,114.774,231.136,82.680,88.706,240.811,84.355
16,1370.541,244.698,61.549,417.646,227.503,74.115,203.647,244.285,21.979,193.385,242.809,29.700,63.000,250.564,31.859,42.652,252.279,19.972,110.000,214.786,22.068,168.600,212.361,29.619,130.452,237.327,34.831,90.875,235.856,26.828,833.300,245.231,80.883,356.059,235.491,59.871,125.812,224.703,66.625,151.700,231.353,61.200,267.647,211.567,78.698,111.923,244.006,75.520,75.714,239.841,71.418,18.778,223.407,57.779,155.824,172.955,70.649,202.600,171.227,75.845,126.190,239.027,65.424,82.385,238.323,51.661,125.438,233.706,55.512,222.312,219.478,31.643,110.923,254.033,79.933,8.375,237.726,56.265,37.250,227.843,56.196,17.556,228.710,20.143,203.083,205.955,75.293,343.946,183.136,75.406,117.900,250.220,77.052,22.417,227.784,14.514,76.562,223.713,20.078,194.286,248.992,21.026,53.692,244.903,67.394,77.714,247.422,72.371,139.548,210.762,34.491,57.824,243.327,32.919,512.812,232.487,70.318,2.412,255.043,18.944,168.100,174.780,75.532,136.839,231.141,82.806,124.647,240.740,84.335
17,550.054,244.765,61.504,480.083,227.405,74.035,217.353,244.316,22.034,158.308,242.931,29.696,42.200,250.485,31.850,47.109,251.992,20.106,91.048,214.543,22.179,127.300,212.280,29.688,102.710,237.166,34.798,112.438,235.743,26.766,860.000,245.199,80.865,429.235,235.418,59.817,145.812,224.640,66.618,231.033,231.295,61.127,268.882,211.526,78.573,65.846,244.007,75.224,87.214,239.963,71.742,25.222,223.525,57.330,128.353,173.018,70.624,269.500,171.160,76.048,149.429,239.240,65.389,52.846,238.801,51.859,136.125,233.781,55.422,209.750,219.353,31.689,86.538,254.284,79.542,18.375,237.769,56.815,55.250,227.822,55.718,16.944,228.577,19.680,206.250,205.800,75.066,304.595,183.000,75.419,55.400,250.216,77.356,49.833,227.710,14.563,69.188,223.715,20.296,156.857,248.912,21.138,34.462,244.518,67.487,98.952,247.540,72.391,158.581,210.984,34.465,91.294,243.165,33.112,512.812,232.434,70.336,4.765,255.450,19.184,205.300,174.838,75.464,104.774,231.233,82.658,150.941,240.782,84.566
18,147.784,244.784,61.474,421.688,227.416,74.064,178.294,244.225,22.244,164.308,242.927,29.836,40.800,250.422,31.612,67.457,252.073,20.450,101.524,214.688,22.198,218.400,212.496,29.525,106.710,237.123,34.895,87.312,235.551,26.635,934.400,245.278,80.876,402.647,235.353,59.787,120.625,224.700,66.597,216.067,231.217,61.167,211.471,211.461,78.721,118.538,244.041,75.464,91.714,239.920,71.562,17.778,223.297,57.863,134.765,172.999,70.530,243.100,171.073,75.937,117.714,239.114,65.149,25.923,238.526,52.262,89.375,233.724,55.581,209.375,219.482,31.766,88.385,254.087,79.674,58.625,237.580,56.624,60.583,227.784,56.067,49.000,228.848,19.805,171.083,205.870,75.118,292.324,182.940,75.527,63.300,250.030,77.027,68.417,227.863,14.555,98.375,223.572,20.083,204.286,248.982,21.000,67.385,244.903,67.306,83.143,247.648,72.655,138.323,211.005,34.473,76.529,243.045,32.807,540.500,232.488,70.370,19.353,255.100,18.636,263.400,174.871,75.440,251.355,231.175,82.705,115.412,240.889,84.509
19,188.324,244.752,61.509,380.938,227.476,74.091,158.529,244.229,22.237,239.769,242.808,29.736,81.800,250.275,31.822,45.087,252.268,20.240,104.381,214.761,22.165,116.500,212.386,29.382,189.419,237.240,34.812,106.312,235.719,27.129,1116.000,245.252,80.891,472.882,235.491,59.915,125.562,224.650,66.660,205.233,231.232,61.024,243.941,211.536,78.685,118.231,243.884,75.492,85.857,239.763,71.749,18.333,223.768,57.359,134.412,172.758,70.466,257.800,171.167,76.181,137.333,239.220,65.286,62.615,238.750,51.963,134.188,233.806,55.581,195.562,219.442,31.575,134.846,254.053,79.559,57.750,237.751,56.611,92.500,227.775,55.579,9.667,229.363,19.455,256.833,205.967,75.047,298.432,182.990,75.577,60.800,250.210,77.356,63.417,227.955,14.414,67.500,223.805,19.981,98.000,248.963,20.955,76.615,244.812,67.342,86.762,247.635,72.566,192.516,211.038,34.361,65.176,243.397,32.785,535.125,232.544,70.327,6.941,255.592,18.477,210.300,174.838,75.225,188.000,231.087,82.863,202.059,240.712,84.471
20,211.189,244.790,61.631,410.583,227.401,74.071,152.588,244.256,22.286,210.923,242.814,29.819,40.700,250.592,31.709,75.761,252.169,20.278,65.143,214.683,22.298,167.600,212.383,29.562,264.903,237.434,35.010,112.312,235.899,27.030,947.400,245.236,80.909,389.941,235.454,59.950,164.688,224.609,66.742,167.167,231.265,61.137,187.294,211.516,78.708,107.538,243.833,75.285,67.786,240.005,71.358,23.444,223.123,58.189,160.294,172.729,70.589,175.300,171.241,75.997,144.095,239.355,65.305,50.000,238.523,51.628,147.438,233.889,55.578,195.250,219.380,31.526,111.000,254.012,79.714,24.875,237.917,56.698,56.333,228.092,56.078,11.333,229.000,20.512,247.250,205.891,75.193,286.000,183.014,75.441,50.600,250.116,76.917,50.083,227.873,14.539,127.812,223.479,20.141,79.429,248.850,20.943,51.923,244.482,67.341,95.429,247.590,72.493,180.258,210.877,34.584,341.471,243.226,32.901,615.938,232.497,70.376,9.059,254.472,18.739,281.900,174.846,75.417,262.323,231.104,82.605,179.235,240.693,84.384
21,229.676,244.610,61.493,414.312,227.493,73.974,165.294,244.221,22.271,190.538,242.842,29.737,58.600,250.531,31.446,65.217,252.083,19.985,63.810,214.756,21.851,95.700,212.399,29.531,218.194,237.507,34.907,106.312,235.719,26.896,1005.000,245.218,80.956,434.000,235.433,59.902,138.250,224.696,66.608,230.900,231.229,60.999,246.235,211.594,78.710,142.231,244.035,75.159,130.357,239.948,71.419,18.722,223.282,57.278,125.353,172.923,70.596,357.900,171.235,75.981,98.000,239.288,65.203,24.154,238.772,51.522,135.562,233.767,55.572,201.875,219.309,31.674,67.923,254.194,79.664,54.125,237.607,56.519,74.667,227.782,55.674,27.056,228.582,19.467,175.333,205.882,75.199,310.541,183.098,75.470,39.700,250.298,77.390,51.583,227.931,14.400,87.688,223.616,20.130,79.810,248.953,20.948,26.231,244.819,67.386,60.095,247.395,72.302,184.065,210.998,34.648,342.353,243.226,32.764,537.375,232.560,70.351,22.294,255.372,18.780,311.600,174.864,75.323,187.871,231.057,82.689,217.118,240.673,84.473
22,243.568,244.706,61.502,372.125,227.364,74.084,195.647,244.203,22.163,312.769,242.855,29.889,80.800,250.361,32.223,35.739,251.980,20.347,113.048,214.929,21.989,186.200,212.327,29.370,230.323,237.405,34.972,85.250,235.585,26.785,975.500,245.253,80.945,436.529,235.443,59.864,149.250,224.649,66.812,224.700,231.317,61.034,241.824,211.495,78.607,53.462,244.203,75.279,49.571,240.042,71.592,30.056,223.424,57.716,175.588,172.883,70.658,273.400,171.149,76.148,96.571,239.089,65.370,52.846,238.596,51.603,112.938,233.652,55.293,213.625,219.378,31.698,68.692,253.966,79.372,32.875,237.794,56.781,49.833,227.986,55.604,12.389,228.701,19.710,218.167,205.907,75.166,330.216,183.033,75.509,38.000,250.283,77.581,64.167,227.854,14.525,110.250,223.647,20.038,134.286,248.930,21.116,69.385,244.890,67.354,30.381,247.363,72.475,178.065,210.931,34.619,323.882,243.213,32.887,560.125,232.538,70.315,3.941,254.512,18.616,283.500,174.875,75.427,256.645,231.166,82.578,220.882,240.608,84.349
23,205.784,244.715,61.503,342.875,227.419,74.002,187.235,244.277,22.202,232.462,242.888,29.860,40.700,250.215,31.787,50.109,252.088,20.287,125.619,214.703,22.054,145.200,212.405,29.566,236.387,237.535,34.898,89.750,235.794,26.913,912.600,245.218,81.029,476.588,235.378,59.883,198.875,224.682,66.737,218.167,231.459,61.152,233.824,211.581,78.609,102.923,244.226,75.241,99.071,239.819,71.101,41.556,223.369,57.237,111.647,172.870,70.706,341.800,171.273,75.999,96.286,239.171,65.373,26.692,238.499,51.703,89.812,233.701,55.293,203.250,219.443,31.535,98.769,254.071,79.548,52.375,237.691,56.841,61.167,227.857,55.684,28.722,228.522,19.612,201.667,205.943,75.143,323.838,183.049,75.418,25.800,250.270,77.148,82.917,227.886,14.894,114.938,223.695,20.133,87.905,248.935,21.172,24.846,244.944,67.596,18.190,247.662,72.276,147.097,210.930,34.442,378.176,243.228,32.972,590.688,232.502,70.380,12.000,254.992,19.035,326.500,174.768,75.217,187.806,230.971,82.603,268.118,240.759,84.500
24,247.459,244.805,61.610,659.062,227.420,74.039,209.353,244.183,22.030,241.308,242.796,29.747,100.000,250.689,31.888,68.630,252.256,20.290,34.095,214.764,21.951,166.900,212.461,29.396,270.000,237.470,34.826,157.250,235.741,26.985,921.400,245.201,80.906,505.824,235.573,59.804,89.562,224.870,66.959,224.033,231.339,60.990,261.647,211.511,78.611,71.385,244.038,75.142,93.786,239.842,71.620,24.556,223.255,57.210,110.647,173.164,70.604,281.400,171.147,76.081,152.857,238.995,65.031,64.308,238.561,51.691,147.250,233.859,55.516,176.875,219.439,31.563,97.000,254.008,79.535,82.750,237.562,56.598,37.917,227.812,55.841,22.222,228.778,19.553,172.000,205.954,75.062,270.649,182.971,75.419,37.400,250.030,77.523,47.917,227.785,14.702,95.000,223.546,20.267,79.905,248.844,21.014,47.769,244.827,67.244,47.810,247.677,72.774,149.484,210.779,34.555,444.941,243.196,32.830,735.875,232.558,70.371,4.000,254.483,19.266,344.100,174.765,75.363,246.516,231.237,82.656,253.176,240.689,84.652
25,200.432,244.612,61.637,1163.292,227.446,74.013,163.529,244.344,22.125,227.462,242.824,29.784,36.000,250.635,31.964,59.217,252.244,20.536,58.286,214.715,21.985,194.400,212.257,29.403,255.484,237.429,34.770,173.750,235.809,26.651,976.600,245.228,80.817,451.412,235.377,59.729,234.000,224.666,66.822,276.233,231.331,61.082,169.000,211.430,78.655,113.000,243.965,75.566,99.714,239.805,71.509,8.556,223.093,57.422,174.176,172.948,70.466,329.700,171.075,75.941,194.476,239.138,65.125,43.692,238.555,51.897,126.188,233.783,55.568,199.500,219.474,31.484,166.000,254.022,79.652,82.375,237.715,56.494,131.083,227.893,55.693,14.278,228.719,19.579,246.083,205.963,74.971,285.730,182.881,75.524,19.100,250.364,77.334,116.833,227.732,14.627,165.000,223.588,20.243,98.286,249.290,21.130,51.846,244.757,67.261,70.571,247.553,72.256,100.323,210.889,34.572,447.000,243.204,32.820,863.750,232.539,70.435,14.235,255.388,18.850,257.200,174.798,75.288,225.419,231.199,82.562,176.000,240.673,84.580
