 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43
117,297.027,244.763,61.584,685.646,227.490,74.025,196.824,244.305,22.140,281.308,242.866,29.743,98.300,250.524,32.066,86.696,252.132,20.088,130.381,214.723,22.183,176.200,212.327,29.613,303.935,237.176,35.041,163.562,235.775,27.048,762.800,245.209,80.828,477.765,235.440,59.861,720.875,224.558,66.987,1118.400,231.181,61.251,369.765,211.665,78.315,75.231,244.037,75.352,104.071,239.940,71.632,91.667,223.236,57.991,205.882,172.861,70.496,214.900,171.075,75.844,135.429,239.212,65.041,78.154,238.676,51.678,88.312,233.904,55.371,146.062,219.400,31.665,64.692,254.104,79.656,140.625,237.813,56.689,163.417,227.764,56.184,100.722,228.758,20.023,189.667,205.808,75.091,251.568,183.066,75.490,45.900,250.003,77.464,77.833,227.884,14.944,103.938,223.552,19.882,262.952,249.185,20.858,29.385,245.018,67.543,77.714,247.486,72.233,229.806,210.961,34.446,100.765,243.226,32.895,765.375,232.475,70.399,45.176,254.915,18.985,275.900,174.816,75.295,242.774,231.145,82.652,327.529,240.608,84.670
118,221.243,244.774,61.540,843.188,227.500,74.019,213.882,244.292,22.178,248.000,242.895,29.888,63.600,250.631,31.975,90.087,252.115,20.195,86.952,214.443,22.048,225.100,212.409,29.356,262.452,237.143,34.948,236.375,235.771,27.178,709.000,245.229,80.921,424.353,235.566,59.770,399.500,224.571,66.783,682.800,231.287,61.229,346.353,211.680,78.277,75.846,243.930,75.272,104.857,239.976,71.282,39.000,223.402,58.077,249.471,172.991,70.663,183.300,171.114,75.872,1226.667,239.131,65.279,35.923,238.755,51.823,143.062,233.842,55.388,252.062,219.375,31.525,74.923,254.162,79.681,90.125,237.674,56.755,116.417,227.912,56.238,109.389,228.686,20.299,146.833,205.870,75.069,286.486,183.060,75.500,61.100,250.079,77.057,92.750,227.874,14.875,91.375,223.612,20.143,173.238,249.027,21.021,41.077,244.805,67.494,83.429,247.355,72.357,205.290,211.071,34.516,121.412,243.445,32.923,674.688,232.479,70.358,42.588,254.969,18.725,316.100,174.788,75.330,293.613,231.054,82.725,358.000,240.677,84.741
119,305.784,244.815,61.490,396.479,227.392,74.067,170.882,244.248,22.219,206.538,242.840,29.793,67.000,250.498,31.998,58.391,252.238,20.206,106.190,214.678,22.248,229.500,212.393,29.387,270.839,237.303,35.041,288.375,235.664,26.995,780.400,245.189,80.926,459.412,235.419,59.841,224.062,224.662,66.704,444.933,231.263,61.360,361.765,211.643,78.331,96.385,244.140,75.303,120.429,239.871,71.607,51.611,223.189,57.960,212.471,172.965,70.482,240.000,171.166,76.107,358.190,239.200,65.203,140.923,238.606,51.719,138.625,233.791,55.475,194.812,219.364,31.637,99.769,254.081,79.700,152.250,237.836,56.693,95.333,227.742,56.399,99.944,228.521,19.765,123.083,205.791,75.050,279.568,183.125,75.491,69.600,250.333,76.940,87.083,227.889,14.822,109.812,223.659,20.009,177.810,249.142,20.825,76.077,244.927,67.562,48.857,247.455,72.558,193.548,210.964,34.512,124.059,243.325,32.805,607.062,232.483,70.397,51.059,255.090,18.694,410.700,174.870,75.341,257.097,231.183,82.683,234.118,240.674,84.599
120,256.919,244.818,61.613,317.917,227.590,73.894,159.765,244.251,22.338,212.308,242.704,29.733,63.300,250.441,31.967,81.217,251.955,20.029,136.476,214.717,22.211,210.300,212.351,29.386,287.871,237.290,35.071,155.688,235.842,27.209,858.000,245.249,80.849,434.118,235.489,59.829,283.250,224.609,66.786,221.133,231.449,61.301,436.059,211.704,78.346,68.615,244.217,75.124,122.643,239.810,71.713,45.889,223.141,57.759,206.824,172.966,70.677,252.100,171.141,76.081,160.857,239.217,65.374,39.000,238.374,51.775,124.250,233.810,55.569,210.625,219.410,31.553,111.769,253.939,79.673,105.000,237.818,56.520,124.083,227.727,55.882,112.722,228.563,19.900,200.250,205.821,75.078,229.676,183.059,75.451,25.900,250.111,77.037,80.000,227.882,14.706,115.625,223.522,20.319,90.095,249.135,21.055,54.000,244.770,67.560,70.857,247.581,72.553,190.387,210.897,34.313,138.176,243.405,32.903,594.438,232.461,70.379,54.059,255.017,18.878,306.600,174.724,75.332,284.903,231.094,82.834,328.176,240.534,84.783
121,265.568,244.664,61.603,283.208,227.496,74.027,226.941,244.265,22.289,157.308,242.888,29.838,87.600,250.470,31.865,84.478,252.242,20.137,124.476,214.606,22.074,227.600,212.380,29.529,272.968,237.279,34.977,184.562,235.823,27.091,787.400,245.189,80.857,378.000,235.560,59.807,199.688,224.654,66.849,269.367,231.430,61.246,416.882,211.624,78.327,87.231,244.112,75.377,77.000,239.977,71.161,68.389,223.087,57.802,183.941,173.054,70.838,198.400,171.116,76.093,97.238,239.000,65.174,100.692,238.680,51.816,126.375,233.718,55.268,150.688,219.284,31.496,79.308,254.255,79.626,78.000,237.941,56.580,165.833,227.811,56.151,107.889,228.582,19.939,134.750,205.702,75.152,261.081,183.026,75.504,17.800,250.064,77.265,87.333,227.712,14.675,80.688,223.546,20.114,142.571,249.240,20.906,19.231,245.165,67.752,125.714,247.478,72.554,164.710,211.016,34.509,95.706,243.432,32.914,561.875,232.468,70.419,31.176,255.277,18.944,285.000,174.854,75.538,202.323,231.133,82.667,299.235,240.492,84.514
122,240.811,244.570,61.571,224.875,227.467,73.979,222.824,244.383,22.410,169.308,242.989,29.729,140.500,250.605,31.870,104.435,252.288,20.289,88.381,214.491,21.899,247.700,212.327,29.404,285.032,237.307,34.927,246.875,235.724,26.998,695.200,245.222,80.827,496.059,235.493,59.809,206.438,224.594,66.903,234.600,231.395,61.232,380.294,211.624,78.325,132.923,244.208,75.428,132.857,239.893,71.328,35.722,222.910,57.613,330.353,172.922,70.556,172.500,171.177,75.914,119.619,239.206,65.216,85.231,238.595,51.922,107.312,233.702,55.407,165.188,219.357,31.505,82.462,253.996,79.750,173.250,237.837,56.452,174.000,227.909,56.343,72.111,228.578,19.933,144.917,205.654,75.240,319.351,182.910,75.385,41.200,250.207,77.170,69.417,227.987,14.599,123.688,223.449,20.266,146.571,248.916,20.818,108.231,244.729,67.559,70.857,247.352,72.542,178.129,210.896,34.536,125.235,243.414,32.949,560.562,232.467,70.377,24.000,255.068,18.991,284.900,174.802,75.265,188.129,231.109,82.738,293.176,240.527,84.515
123,268.703,244.762,61.501,259.896,227.513,73.967,163.471,244.302,22.258,203.000,242.860,29.812,380.200,250.448,31.923,78.239,252.139,20.138,134.667,214.597,22.245,206.300,212.418,29.462,376.000,237.381,35.057,220.625,235.867,26.965,868.300,245.207,80.878,483.059,235.453,59.850,242.938,224.639,66.895,184.667,231.290,60.972,390.824,211.672,78.307,93.769,244.061,75.469,145.143,239.977,71.596,69.556,223.383,57.389,191.765,173.083,70.689,265.500,171.182,76.012,152.095,239.196,65.243,113.692,238.547,51.665,115.750,233.887,55.469,142.188,219.589,31.631,93.077,253.895,79.636,38.750,238.078,56.666,233.750,227.928,56.303,91.944,228.795,19.819,154.583,205.802,74.899,286.919,183.166,75.525,80.100,250.027,77.270,132.917,227.782,14.587,86.938,223.548,20.120,156.381,248.975,20.792,51.615,244.609,67.555,75.810,247.526,72.497,128.387,211.027,34.685,99.235,243.358,32.792,556.750,232.547,70.395,47.294,254.770,18.955,198.100,174.895,75.335,172.968,231.231,82.519,274.765,240.647,84.683
124,234.216,244.838,61.534,286.521,227.372,74.050,201.647,244.339,22.063,219.000,242.915,29.897,623.100,250.458,31.984,96.826,251.996,20.180,130.667,214.750,22.038,194.200,212.512,29.498,310.645,237.226,34.946,179.250,235.695,27.082,921.300,245.228,80.916,430.882,235.466,59.792,236.125,224.519,66.797,243.200,231.306,61.133,353.059,211.654,78.231,66.692,244.154,75.419,103.143,239.830,71.434,42.944,223.188,58.012,210.706,173.007,70.620,385.600,171.112,75.948,176.286,239.216,65.276,69.077,238.804,51.835,103.375,233.855,55.214,135.188,219.355,31.688,92.538,254.047,79.663,94.500,237.723,56.599,173.750,227.793,56.262,108.389,228.674,19.976,133.000,205.845,75.145,324.649,182.966,75.549,62.900,250.161,77.166,82.667,227.876,14.670,116.125,223.531,19.976,119.905,249.115,20.818,50.615,244.951,67.296,109.905,247.408,72.602,231.613,210.911,34.443,119.176,243.222,32.989,521.875,232.479,70.410,60.529,255.159,18.873,282.700,174.812,75.252,212.452,231.142,82.369,311.176,240.576,84.618
125,365.135,244.774,61.591,277.958,227.519,73.872,211.647,244.189,22.220,217.077,242.848,29.741,466.600,250.449,31.853,95.022,252.218,20.304,123.429,214.467,21.934,150.200,212.304,29.531,285.226,237.293,34.953,282.250,235.816,27.116,939.700,245.251,80.892,488.412,235.477,59.856,227.625,224.639,66.823,248.067,231.329,61.007,393.294,211.695,78.342,93.923,243.896,75.335,162.071,239.984,71.226,48.611,223.155,57.704,584.529,172.996,70.632,1684.500,171.108,75.979,119.810,239.209,65.214,74.308,238.664,51.634,104.500,233.981,55.357,164.625,219.357,31.640,80.154,253.810,79.587,77.500,237.822,56.759,201.583,227.847,56.006,101.889,228.662,19.890,143.583,205.845,75.135,291.135,183.029,75.508,46.200,250.096,76.834,88.167,227.771,14.667,126.812,223.558,20.101,161.143,249.050,20.794,56.615,244.946,67.193,95.143,247.637,72.340,183.806,210.878,34.615,130.471,243.413,32.831,564.938,232.529,70.438,39.412,254.889,19.011,345.600,174.788,75.407,227.355,231.013,82.620,226.471,240.747,84.418
126,290.973,244.823,61.542,310.104,227.452,74.034,200.588,244.285,22.246,240.692,242.859,29.716,143.000,250.518,31.892,107.761,252.308,19.999,93.238,214.520,22.067,147.800,212.286,29.668,358.065,237.320,35.034,260.688,235.800,27.053,973.000,245.205,80.825,406.647,235.489,59.775,207.688,224.575,66.701,291.067,231.315,61.162,364.471,211.656,78.263,104.615,244.226,75.442,101.143,240.071,71.043,63.167,223.177,57.906,1197.294,172.988,70.581,1589.500,171.100,76.010,123.143,239.147,65.268,68.462,238.486,51.786,36.875,233.777,55.613,126.812,219.191,31.608,40.538,253.911,79.529,159.750,237.737,56.774,202.667,227.919,56.285,150.833,228.700,19.974,138.917,205.909,75.041,283.838,182.997,75.561,49.300,250.289,77.111,91.333,227.870,14.732,133.750,223.595,20.160,174.667,249.220,20.888,69.615,245.049,67.065,66.095,247.320,72.311,174.000,211.004,34.519,118.176,243.150,32.949,540.938,232.467,70.405,29.706,255.310,19.230,341.600,174.784,75.390,166.839,231.085,82.512,249.765,240.613,84.590
127,248.486,244.760,61.565,300.625,227.551,73.947,178.000,244.400,22.172,227.385,242.809,29.605,115.600,250.587,32.150,65.413,252.216,20.648,192.667,214.589,22.069,205.200,212.385,29.559,302.323,237.235,35.010,306.125,235.762,27.033,764.900,245.204,80.899,497.529,235.493,59.917,259.875,224.621,66.906,188.600,231.424,61.167,411.235,211.622,78.303,116.385,244.296,75.374,82.143,240.052,71.439,41.000,223.298,57.744,906.059,172.958,70.602,1162.700,171.085,75.985,164.000,239.231,65.305,71.692,238.500,51.768,69.875,233.947,55.388,159.875,219.230,31.523,134.308,253.932,79.615,137.250,237.878,56.635,172.417,227.802,56.089,89.611,228.653,20.096,151.583,205.884,75.073,403.027,182.974,75.535,90.500,250.101,76.961,68.750,227.718,14.599,107.625,223.682,20.136,150.190,249.050,20.882,73.308,244.500,67.565,69.524,247.192,72.480,189.161,210.949,34.559,80.176,243.438,33.034,487.875,232.533,70.367,67.118,255.064,18.949,341.300,174.777,75.457,223.290,231.125,82.651,325.294,240.609,84.663
128,302.216,244.774,61.604,316.438,227.488,74.066,187.353,244.353,22.304,201.769,242.898,29.773,78.900,250.676,32.126,85.348,252.118,20.312,107.333,214.678,22.055,148.000,212.377,29.674,385.742,237.231,34.860,284.500,235.894,26.912,887.900,245.197,80.860,476.824,235.505,59.805,159.062,224.603,66.940,273.067,231.412,61.067,426.765,211.675,78.263,81.000,244.279,75.336,118.143,239.991,71.435,53.500,223.315,57.697,1037.823,173.052,70.534,1047.100,171.182,76.005,174.476,239.307,65.214,67.846,238.842,51.772,93.688,233.772,55.527,119.188,219.316,31.856,85.692,254.007,79.429,69.250,237.667,56.660,243.000,227.824,56.108,128.389,228.574,19.824,140.750,205.855,75.080,333.351,183.020,75.463,43.300,250.239,77.087,61.417,227.896,14.829,96.875,223.587,20.047,157.429,249.102,20.989,85.077,244.906,67.229,84.476,247.471,72.399,159.742,211.012,34.592,92.235,243.420,33.010,517.188,232.519,70.322,48.471,255.079,19.054,309.400,174.847,75.344,162.000,231.145,82.930,294.765,240.582,84.663
129,242.757,244.791,61.477,299.479,227.390,73.972,229.529,244.279,22.214,217.769,242.989,29.777,105.900,250.459,31.837,113.804,252.194,19.867,92.000,214.752,22.140,230.900,212.324,29.568,347.032,237.402,34.962,221.438,235.794,26.973,918.100,245.260,80.887,465.059,235.472,59.880,241.000,224.597,66.943,263.567,231.362,61.062,420.588,211.705,78.356,81.154,243.971,75.371,463.786,239.971,71.317,31.167,223.332,57.935,1032.000,172.995,70.498,1221.700,171.104,76.003,206.095,239.218,65.271,64.154,238.328,52.085,65.188,233.842,55.615,149.750,219.344,31.557,83.692,253.980,79.529,115.750,237.884,56.801,169.833,227.711,56.255,107.833,228.650,20.088,189.000,205.919,75.239,311.189,182.938,75.405,40.400,250.022,77.380,84.750,227.662,14.820,110.188,223.496,20.067,129.714,249.253,20.989,41.462,244.966,67.396,60.952,247.526,72.668,174.774,211.026,34.505,150.412,243.288,32.944,546.688,232.475,70.334,43.706,255.273,19.043,375.600,174.813,75.321,163.032,231.138,82.749,206.294,240.580,84.578
130,243.730,244.788,61.592,302.667,227.459,74.040,156.647,244.228,22.116,190.538,242.781,29.816,87.400,250.470,32.035,93.935,252.036,19.877,109.238,214.611,22.221,152.600,212.359,29.329,310.710,237.403,34.894,353.188,235.804,27.091,793.200,245.230,80.815,490.882,235.402,59.783,236.812,224.660,66.760,207.367,231.496,61.070,454.529,211.627,78.363,107.385,244.139,75.386,448.714,239.950,71.151,33.667,223.133,57.768,902.706,172.991,70.580,973.500,171.143,76.023,142.095,238.978,65.228,44.000,238.649,51.833,115.625,233.788,55.583,137.750,219.338,31.383,113.000,254.021,79.591,125.375,237.686,56.469,221.833,227.757,56.248,117.556,228.722,20.085,145.167,205.895,75.140,240.811,182.927,75.516,125.200,250.098,77.224,56.750,227.834,14.911,70.812,223.569,20.026,243.905,249.109,20.858,62.077,244.906,67.347,152.762,247.479,72.400,185.419,210.870,34.409,147.706,243.332,32.866,566.562,232.506,70.357,79.941,254.899,18.841,342.500,174.833,75.380,319.484,231.135,82.600,307.294,240.611,84.545
131,315.568,244.747,61.537,313.312,227.456,73.998,164.353,244.308,22.369,219.077,242.915,29.797,58.200,250.408,31.866,99.587,252.061,20.138,134.095,214.563,22.081,200.500,212.549,29.555,289.419,237.403,34.899,285.000,235.827,27.231,867.500,245.192,80.918,464.000,235.525,59.790,234.875,224.646,66.790,215.900,231.412,61.043,395.059,211.694,78.426,90.231,244.000,75.097,194.071,239.983,71.391,49.889,223.512,57.736,490.412,172.999,70.488,919.100,171.142,76.067,133.143,239.224,65.186,130.615,238.577,51.871,114.312,233.614,55.328,145.438,219.301,31.536,64.385,253.991,79.595,115.000,237.837,56.462,200.833,227.696,55.904,143.000,228.544,19.906,200.667,205.788,75.179,222.162,182.999,75.513,73.500,250.285,77.367,127.917,227.839,15.027,122.375,223.504,20.003,177.619,249.010,20.887,52.385,244.690,67.440,148.286,247.423,72.434,199.677,210.992,34.468,124.882,243.279,32.675,585.875,232.540,70.335,44.765,255.006,18.764,302.600,174.807,75.400,152.258,230.998,82.472,312.235,240.616,84.713
132,279.676,244.783,61.539,319.458,227.443,73.978,190.647,244.218,22.112,204.692,242.989,29.886,57.600,250.643,31.941,109.804,252.138,20.322,132.667,214.603,22.163,139.900,212.318,29.500,321.355,237.355,34.916,289.375,235.764,27.148,798.600,245.235,80.840,443.059,235.534,59.864,221.500,224.628,66.925,259.733,231.432,61.124,410.412,211.643,78.334,84.538,244.331,75.496,69.143,239.933,71.463,60.833,223.409,57.960,340.294,172.973,70.651,551.100,171.165,75.981,134.857,239.044,65.074,60.462,238.312,51.917,101.312,233.801,55.448,162.000,219.565,31.682,70.077,254.031,79.525,133.375,237.634,56.430,232.917,227.784,56.188,143.222,228.609,20.025,148.917,205.908,75.324,313.297,183.047,75.554,37.000,249.874,77.256,115.417,227.898,14.697,99.250,223.699,19.992,183.619,249.197,21.013,48.692,244.471,67.436,86.000,247.559,72.771,158.258,211.011,34.463,81.118,243.289,32.646,543.188,232.445,70.288,30.118,255.043,19.067,328.700,174.798,75.493,234.968,231.066,82.665,266.353,240.648,84.573
133,257.514,244.813,61.482,287.479,227.389,73.925,157.294,244.286,22.139,230.000,242.904,29.683,103.500,250.395,31.694,112.413,252.147,20.327,72.571,214.712,22.214,201.400,212.434,29.562,303.806,237.360,34.923,300.688,235.748,26.966,762.700,245.241,80.816,481.882,235.484,59.881,167.750,224.636,66.847,237.400,231.415,61.044,374.471,211.696,78.356,142.769,244.102,75.498,105.357,239.918,71.060,71.500,223.401,57.737,204.706,172.972,70.478,271.900,171.203,75.931,158.667,239.285,65.179,73.846,238.413,51.632,82.250,233.681,55.356,184.500,219.372,31.564,71.538,254.023,79.260,75.375,237.916,56.501,215.750,227.834,55.997,127.778,228.829,20.097,198.167,205.818,74.997,264.216,183.044,75.449,61.200,250.180,77.330,57.167,227.808,14.600,118.438,223.601,20.008,213.810,249.101,20.996,19.154,245.133,67.332,80.952,247.580,72.592,171.419,210.917,34.609,53.471,243.364,32.838,539.125,232.506,70.357,57.882,254.856,18.862,337.400,174.823,75.128,173.613,231.172,82.777,255.000,240.609,84.724
134,240.324,244.869,61.449,281.750,227.469,73.877,137.529,244.431,22.406,160.385,242.837,29.861,74.600,250.475,31.859,112.630,252.113,20.055,115.905,214.601,22.236,185.400,212.337,29.424,269.226,237.359,34.971,282.750,235.775,27.030,754.800,245.201,80.880,481.647,235.535,59.865,207.000,224.680,66.925,228.567,231.340,61.099,334.000,211.697,78.350,101.692,243.991,75.384,129.643,239.784,71.492,35.111,223.223,57.642,143.353,172.931,70.691,188.700,171.078,76.035,123.905,239.072,65.402,67.615,238.655,51.588,91.812,233.656,55.287,202.062,219.379,31.477,65.538,253.948,79.717,110.750,237.762,56.647,193.083,227.842,56.247,114.167,228.914,19.989,126.583,205.861,75.079,258.595,183.015,75.500,50.100,250.134,77.359,84.417,227.840,14.636,118.562,223.610,19.952,112.762,248.975,20.956,59.846,244.803,67.321,55.714,247.512,72.463,155.097,210.882,34.602,149.529,243.312,32.918,561.250,232.500,70.363,66.529,255.050,18.512,221.800,174.836,75.411,278.710,231.148,82.546,307.176,240.599,84.701
135,272.378,244.894,61.682,297.875,227.383,73.976,137.588,244.343,22.155,163.769,242.977,29.816,138.400,250.423,31.922,84.087,252.222,20.001,93.238,214.653,21.946,215.900,212.373,29.472,353.484,237.341,34.789,280.312,235.704,27.147,949.800,245.247,80.815,470.412,235.521,59.876,157.688,224.591,66.814,189.800,231.354,61.040,437.765,211.690,78.302,135.692,243.979,75.321,84.500,239.994,71.334,63.000,223.365,57.635,127.824,173.082,70.744,238.500,171.128,75.996,117.048,239.216,65.287,92.538,238.654,51.834,68.000,233.796,55.645,276.375,219.397,31.576,82.923,253.993,79.722,93.625,237.824,56.700,278.000,227.898,56.231,155.333,228.650,20.042,141.333,205.760,75.206,264.378,183.004,75.455,71.200,250.137,77.475,73.250,227.754,14.894,142.688,223.467,20.146,188.000,249.235,20.958,38.308,244.738,67.338,109.238,247.686,72.531,159.226,210.879,34.522,124.294,243.130,32.880,551.375,232.459,70.444,43.824,255.107,18.880,281.700,174.778,75.250,291.871,231.278,82.631,265.000,240.588,84.748
136,236.703,244.884,61.580,264.583,227.284,73.850,198.882,244.310,22.071,195.615,242.927,29.743,81.500,250.400,31.845,87.500,252.182,20.403,154.667,214.716,21.987,205.500,212.393,29.656,329.161,237.372,34.926,231.625,235.769,27.235,755.500,245.214,80.862,486.941,235.518,59.828,198.500,224.696,66.940,204.033,231.404,61.003,359.353,211.685,78.259,77.000,244.232,75.562,66.500,239.990,71.316,34.333,223.119,57.667,208.000,172.907,70.609,260.600,171.102,75.877,125.333,239.207,65.271,87.615,238.517,51.973,84.438,233.749,55.358,192.688,219.463,31.607,99.077,253.918,79.564,103.250,237.689,56.620,263.833,227.919,56.198,137.889,228.678,19.891,96.000,205.894,75.213,302.865,182.890,75.497,107.000,250.200,77.119,84.167,227.874,14.526,136.500,223.468,20.071,124.381,249.019,21.024,63.308,244.951,67.494,68.000,247.422,72.396,148.968,210.882,34.618,102.588,243.321,32.870,585.625,232.518,70.359,49.529,255.271,18.813,237.900,174.799,75.399,214.258,231.205,82.662,290.471,240.627,84.502
137,276.541,244.785,61.490,288.104,227.383,74.039,164.176,244.324,22.294,219.769,242.984,29.699,53.000,250.359,31.708,71.217,252.308,20.284,112.381,214.538,22.416,230.800,212.365,29.430,267.677,237.381,34.824,252.438,235.798,27.052,853.400,245.267,80.942,474.412,235.458,59.773,165.062,224.565,66.908,203.500,231.419,60.849,375.765,211.645,78.414,83.769,244.090,75.493,97.500,240.067,71.318,37.167,223.312,57.751,204.176,172.975,70.637,140.200,171.165,76.096,171.429,239.098,65.386,100.385,238.550,51.773,98.750,233.811,55.281,215.500,219.406,31.556,90.077,254.082,79.512,94.000,237.578,56.774,280.917,227.874,56.234,128.000,228.755,19.806,138.000,205.810,75.164,289.405,183.019,75.389,67.100,249.979,77.127,108.667,227.826,14.643,134.938,223.639,20.267,177.619,249.136,20.908,67.462,245.017,67.738,79.238,247.671,72.552,155.226,211.041,34.483,68.118,243.241,32.813,541.375,232.515,70.358,85.824,255.061,18.706,272.600,174.738,75.388,246.194,231.147,82.722,293.647,240.686,84.624
138,241.730,244.933,61.561,304.458,227.466,73.957,172.706,244.271,22.174,202.615,242.919,29.795,72.400,250.445,31.814,79.065,252.169,20.381,85.905,214.615,22.114,161.300,212.255,29.498,328.065,237.306,34.907,232.312,235.823,27.157,888.400,245.203,80.808,464.941,235.525,59.825,136.312,224.663,66.667,275.233,231.307,60.979,384.765,211.690,78.425,62.538,244.290,75.547,136.929,239.971,71.398,38.500,222.959,57.766,198.765,173.086,70.498,150.300,171.107,76.049,139.714,239.155,65.269,96.846,238.750,51.848,55.250,233.850,55.409,165.312,219.374,31.575,81.308,254.215,79.579,98.875,237.696,56.831,222.667,227.870,56.257,104.167,228.649,19.970,149.750,205.869,75.123,296.919,183.091,75.442,111.700,250.107,77.170,47.167,227.928,14.521,111.125,223.423,20.090,184.667,249.156,20.720,112.231,244.645,67.412,27.714,247.313,72.402,188.323,210.968,34.777,85.824,243.472,32.835,611.938,232.498,70.381,86.235,255.059,19.021,278.000,174.739,75.240,194.387,231.015,82.655,293.059,240.619,84.669
139,255.351,244.853,61.574,258.000,227.423,73.934,183.588,244.234,22.278,123.462,242.935,29.951,95.400,250.479,31.957,98.957,252.249,19.833,86.286,214.688,21.873,111.200,212.445,29.446,425.419,237.427,34.896,275.938,235.729,27.108,716.900,245.257,80.868,443.647,235.485,59.769,147.688,224.755,66.754,213.700,231.493,61.079,369.000,211.680,78.319,77.000,244.202,75.296,51.929,239.974,71.411,46.778,223.062,57.913,149.941,172.990,70.560,266.000,171.134,75.793,124.095,239.177,65.331,86.000,238.600,51.787,86.875,233.689,55.371,197.188,219.389,31.655,922.769,254.017,79.655,101.375,237.865,56.531,240.417,227.842,56.179,169.833,228.738,19.663,88.167,205.947,75.231,328.000,183.016,75.537,64.900,249.997,77.466,52.583,227.825,14.408,128.688,223.569,20.145,130.571,249.196,20.946,38.000,244.771,67.499,117.524,247.657,72.511,187.161,211.078,34.619,60.941,243.340,33.140,628.812,232.471,70.330,46.706,254.929,18.816,314.000,174.828,75.241,268.968,231.002,82.685,352.471,240.605,84.656
140,234.919,244.669,61.641,299.562,227.445,73.971,221.941,244.285,22.072,200.538,242.915,29.711,36.800,250.494,31.719,104.022,252.271,20.175,117.429,214.707,22.173,137.000,212.518,29.429,296.645,237.398,34.980,199.750,235.825,27.238,749.200,245.240,80.917,438.059,235.376,59.777,258.375,224.660,66.956,248.567,231.430,61.082,460.059,211.691,78.295,82.154,243.979,75.401,113.500,239.889,71.548,73.944,223.233,57.547,180.824,173.007,70.495,246.200,171.057,75.976,116.476,239.358,65.282,109.077,238.695,51.671,111.875,233.866,55.605,151.312,219.570,31.618,268.923,254.116,79.562,108.000,237.695,56.960,265.333,227.854,56.316,151.278,228.883,19.848,101.750,205.867,75.543,382.000,183.030,75.475,38.400,250.091,77.005,57.583,227.896,14.830,109.438,223.516,20.090,186.476,249.222,20.997,42.538,244.837,67.481,99.333,247.469,72.504,166.774,211.038,34.473,80.706,243.285,32.731,463.062,232.461,70.357,44.706,255.123,19.069,200.700,174.860,75.334,188.387,231.173,82.581,317.176,240.580,84.632
141,222.324,244.817,61.582,285.104,227.370,73.932,122.412,244.400,22.298,227.231,242.850,29.770,65.100,250.449,32.145,72.304,252.127,20.444,96.095,214.446,22.214,243.100,212.376,29.730,335.097,237.377,34.922,206.188,235.777,27.153,777.800,245.235,80.874,550.118,235.504,59.842,245.375,224.693,66.674,198.667,231.427,61.028,376.294,211.563,78.214,96.615,243.933,75.328,74.500,239.904,71.534,61.833,223.379,57.577,218.412,172.963,70.540,381.200,171.059,76.007,96.190,239.146,65.341,77.538,238.669,51.647,68.188,233.702,55.530,184.375,219.476,31.394,64.000,253.990,79.678,115.125,237.891,56.879,280.000,227.833,56.206,156.833,228.647,19.879,133.667,205.827,75.055,270.324,183.047,75.537,42.200,250.205,77.224,102.167,227.931,14.451,76.188,223.631,20.144,174.000,249.046,21.131,40.615,244.739,67.514,74.000,247.785,72.631,111.613,211.074,34.417,105.000,243.248,33.019,615.938,232.477,70.364,33.000,254.905,18.967,280.800,174.870,75.291,194.516,231.026,82.709,311.529,240.620,84.619
