,index,min_intensity,max_intensity,mean_intensity,normalized_mean,median_intensity,normalized_median,0.9_quantile,normalized_0.9_quantile
0,mean_intensity,11.059,375.529,79.99099166666667,0.18912939793855923,68.706,0.15816665294811647,120.3648,0.2999034214064258
1,mean_intensity,41.333,1320.333,185.22998833333332,0.11250741855616367,153.66649999999998,0.0878291634089132,233.5,0.15024784988272089
2,mean_intensity,31.0,1128.75,163.60333333333332,0.12079556668944051,153.0,0.11113641539512639,232.40000000000003,0.1834661808244136
3,mean_intensity,32.154,209.462,82.54078,0.28417657409705144,79.8845,0.26919541137455727,112.231,0.4516265481534956
4,mean_intensity,4.062,270.625,41.61061333333333,0.14086206012587396,38.875,0.13059952056361912,57.281200000000005,0.19964961378735988
5,mean_intensity,5.462,220.692,37.190776666666665,0.14741800244699466,34.615,0.13545044835757097,55.17710000000001,0.23098592203689078
6,mean_intensity,0.625,154.5,35.3840625,0.22589155158407798,32.1875,0.2051177904142973,59.1375,0.3802599512591389
7,mean_intensity,3.231,210.923,30.22730166666667,0.129982385776374,27.9615,0.11907295418215434,46.492700000000006,0.20829738266278913
8,mean_intensity,0.182,213.273,39.88166666666667,0.18630381699211446,34.727,0.16211383868863535,73.1092,0.34223500757892167
9,mean_intensity,3.077,138.692,28.709625000000003,0.18901024960365742,26.308,0.17130110975924492,44.923,0.3085646867971832
10,mean_intensity,0.167,213.5,35.1752675,0.16410151031485984,30.0835,0.1402338128653326,61.0,0.28515513305489537
11,mean_intensity,16.0,368.833,110.5825,0.2680659122020899,105.167,0.25271729118308095,163.60000000000002,0.41832821759869404
12,mean_intensity,97.308,389.923,181.18244,0.2866375271260872,176.692,0.2712916289322147,225.077,0.43664542145823004
